,depot,INST0210_N20_N00_P000,INST0210_N20_N00_D000,INST0210_N20_N00_P001,INST0210_N20_N00_D001,INST0210_N20_N00_P002,INST0210_N20_N00_D002,INST0210_N20_N00_P003,INST0210_N20_N00_D003,INST0210_N20_N00_P004,INST0210_N20_N00_D004,INST0210_N20_N00_P005,INST0210_N20_N00_D005,INST0210_N20_N00_P006,INST0210_N20_N00_D006,INST0210_N20_N00_P007,INST0210_N20_N00_D007,INST0210_N20_N00_P008,INST0210_N20_N00_D008,INST0210_N20_N00_P009,INST0210_N20_N00_D009,INST0210_N20_N00_P010,INST0210_N20_N00_D010,INST0210_N20_N00_P011,INST0210_N20_N00_D011,INST0210_N20_N00_P012,INST0210_N20_N00_D012,INST0210_N20_N00_P013,INST0210_N20_N00_D013,INST0210_N20_N00_P014,INST0210_N20_N00_D014,INST0210_N20_N00_P015,INST0210_N20_N00_D015,INST0210_N20_N00_P016,INST0210_N20_N00_D016,INST0210_N20_N00_P017,INST0210_N20_N00_D017,INST0210_N20_N00_P018,INST0210_N20_N00_D018,INST0210_N20_N00_P019,INST0210_N20_N00_D019
INST0210_N20_N00_D004,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_P005,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_D005,75.654,75.654,81.517,95.498,233.468,0.0,78.656,0.0,127.812,75.654,99.467,99.392,0.0,78.919,99.467,57.966,127.812,78.656,127.812,99.467,0.0,99.392,75.654,81.517,99.392,131.605,104.211,99.392,99.467,99.467,99.392,0.0,99.392,99.467,131.605,78.919,99.392,57.966,95.498,78.656,78.919
INST0210_N20_N00_P006,8.817,8.817,24.705,31.992,156.702,78.919,22.322,78.919,154.717,8.817,33.197,21.127,78.919,0.0,33.197,22.387,154.717,22.322,154.717,33.197,78.919,21.127,8.817,24.705,21.127,87.893,116.493,21.127,33.197,33.197,21.127,78.919,21.127,33.197,87.893,0.0,21.127,22.387,31.992,22.322,0.0
INST0210_N20_N00_D006,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_P007,23.01,23.01,37.312,49.306,175.714,57.966,33.929,57.966,149.729,23.01,43.657,43.511,57.966,22.387,43.657,0.0,149.729,33.929,149.729,43.657,57.966,43.511,23.01,37.312,43.511,101.428,114.14,43.511,43.657,43.657,43.511,57.966,43.511,43.657,101.428,22.387,43.511,0.0,49.306,33.929,22.387
INST0210_N20_N00_D007,146.035,146.035,134.313,139.481,293.481,127.812,134.948,127.812,0.0,146.035,187.802,162.63,127.812,154.717,187.802,149.729,0.0,134.948,0.0,187.802,127.812,162.63,146.035,134.313,162.63,116.851,40.266,162.63,187.802,187.802,162.63,127.812,162.63,187.802,116.851,154.717,162.63,149.729,139.481,134.948,154.717
INST0210_N20_N00_P008,14.053,14.053,3.413,17.072,167.44,78.656,0.0,78.656,134.948,14.053,54.669,28.727,78.656,22.322,54.669,33.929,134.948,0.0,134.948,54.669,78.656,28.727,14.053,3.413,28.727,67.88,95.867,28.727,54.669,54.669,28.727,78.656,28.727,54.669,67.88,22.322,28.727,33.929,17.072,0.0,22.322
INST0210_N20_N00_D008,146.035,146.035,134.313,139.481,293.481,127.812,134.948,127.812,0.0,146.035,187.802,162.63,127.812,154.717,187.802,149.729,0.0,134.948,0.0,187.802,127.812,162.63,146.035,134.313,162.63,116.851,40.266,162.63,187.802,187.802,162.63,127.812,162.63,187.802,116.851,154.717,162.63,149.729,139.481,134.948,154.717
INST0210_N20_N00_P009,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_D009,75.654,75.654,81.517,95.498,233.468,0.0,78.656,0.0,127.812,75.654,99.467,99.392,0.0,78.919,99.467,57.966,127.812,78.656,127.812,99.467,0.0,99.392,75.654,81.517,99.392,131.605,104.211,99.392,99.467,99.467,99.392,0.0,99.392,99.467,131.605,78.919,99.392,57.966,95.498,78.656,78.919
INST0210_N20_N00_P010,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_D010,0.0,0.0,16.848,26.694,162.641,75.654,14.053,75.654,146.035,0.0,41.993,24.088,75.654,8.817,41.993,23.01,146.035,14.053,146.035,41.993,75.654,24.088,0.0,16.848,24.088,81.208,107.703,24.088,41.993,41.993,24.088,75.654,24.088,41.993,81.208,8.817,24.088,23.01,26.694,14.053,8.817
INST0210_N20_N00_P011,16.848,16.848,0.0,14.003,166.496,81.517,3.413,81.517,134.313,16.848,56.4,28.595,81.517,24.705,56.4,37.312,134.313,3.413,134.313,56.4,81.517,28.595,16.848,0.0,28.595,64.653,94.965,28.595,56.4,56.4,28.595,81.517,28.595,56.4,64.653,24.705,28.595,37.312,14.003,3.413,24.705
INST0210_N20_N00_D011,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_P012,81.208,81.208,64.653,56.35,182.822,131.605,67.88,131.605,116.851,81.208,114.332,79.42,131.605,87.893,114.332,101.428,116.851,67.88,116.851,114.332,131.605,79.42,81.208,64.653,79.42,0.0,79.694,79.42,114.332,114.332,79.42,131.605,79.42,114.332,0.0,87.893,79.42,101.428,56.35,67.88,87.893
INST0210_N20_N00_D012,107.703,107.703,94.965,99.415,253.32,104.211,95.867,104.211,40.266,107.703,149.69,122.983,104.211,116.493,149.69,114.14,40.266,95.867,40.266,149.69,104.211,122.983,107.703,94.965,122.983,79.694,0.0,122.983,149.69,149.69,122.983,104.211,122.983,149.69,79.694,116.493,122.983,114.14,99.415,95.867,116.493
INST0210_N20_N00_P013,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_D013,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_P014,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_D014,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_P015,75.654,75.654,81.517,95.498,233.468,0.0,78.656,0.0,127.812,75.654,99.467,99.392,0.0,78.919,99.467,57.966,127.812,78.656,127.812,99.467,0.0,99.392,75.654,81.517,99.392,131.605,104.211,99.392,99.467,99.467,99.392,0.0,99.392,99.467,131.605,78.919,99.392,57.966,95.498,78.656,78.919
INST0210_N20_N00_D015,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_P016,41.993,41.993,56.4,58.839,134.941,99.467,54.669,99.467,187.802,41.993,0.0,35.041,99.467,33.197,0.0,43.657,187.802,54.669,187.802,0.0,99.467,35.041,41.993,56.4,35.041,114.332,149.69,35.041,0.0,0.0,35.041,99.467,35.041,0.0,114.332,33.197,35.041,43.657,58.839,54.669,33.197
INST0210_N20_N00_D016,81.208,81.208,64.653,56.35,182.822,131.605,67.88,131.605,116.851,81.208,114.332,79.42,131.605,87.893,114.332,101.428,116.851,67.88,116.851,114.332,131.605,79.42,81.208,64.653,79.42,0.0,79.694,79.42,114.332,114.332,79.42,131.605,79.42,114.332,0.0,87.893,79.42,101.428,56.35,67.88,87.893
INST0210_N20_N00_P017,8.817,8.817,24.705,31.992,156.702,78.919,22.322,78.919,154.717,8.817,33.197,21.127,78.919,0.0,33.197,22.387,154.717,22.322,154.717,33.197,78.919,21.127,8.817,24.705,21.127,87.893,116.493,21.127,33.197,33.197,21.127,78.919,21.127,33.197,87.893,0.0,21.127,22.387,31.992,22.322,0.0
INST0210_N20_N00_D017,24.088,24.088,28.595,25.326,139.347,99.392,28.727,99.392,162.63,24.088,35.041,0.0,99.392,21.127,35.041,43.511,162.63,28.727,162.63,35.041,99.392,0.0,24.088,28.595,0.0,79.42,122.983,0.0,35.041,35.041,0.0,99.392,0.0,35.041,79.42,21.127,0.0,43.511,25.326,28.727,21.127
INST0210_N20_N00_P018,23.01,23.01,37.312,49.306,175.714,57.966,33.929,57.966,149.729,23.01,43.657,43.511,57.966,22.387,43.657,0.0,149.729,33.929,149.729,43.657,57.966,43.511,23.01,37.312,43.511,101.428,114.14,43.511,43.657,43.657,43.511,57.966,43.511,43.657,101.428,22.387,43.511,0.0,49.306,33.929,22.387
INST0210_N20_N00_D018,26.694,26.694,14.003,0.0,157.017,95.498,17.072,95.498,139.481,26.694,58.839,25.326,95.498,31.992,58.839,49.306,139.481,17.072,139.481,58.839,95.498,25.326,26.694,14.003,25.326,56.35,99.415,25.326,58.839,58.839,25.326,95.498,25.326,58.839,56.35,31.992,25.326,49.306,0.0,17.072,31.992
INST0210_N20_N00_P019,14.053,14.053,3.413,17.072,167.44,78.656,0.0,78.656,134.948,14.053,54.669,28.727,78.656,22.322,54.669,33.929,134.948,0.0,134.948,54.669,78.656,28.727,14.053,3.413,28.727,67.88,95.867,28.727,54.669,54.669,28.727,78.656,28.727,54.669,67.88,22.322,28.727,33.929,17.072,0.0,22.322
INST0210_N20_N00_D019,8.817,8.817,24.705,31.992,156.702,78.919,22.322,78.919,154.717,8.817,33.197,21.127,78.919,0.0,33.197,22.387,154.717,22.322,154.717,33.197,78.919,21.127,8.817,24.705,21.127,87.893,116.493,21.127,33.197,33.197,21.127,78.919,21.127,33.197,87.893,0.0,21.127,22.387,31.992,22.322,0.0
