,depot,INST0270_N25_N00_P000,INST0270_N25_N00_D000,INST0270_N25_N00_P001,INST0270_N25_N00_D001,INST0270_N25_N00_P002,INST0270_N25_N00_D002,INST0270_N25_N00_P003,INST0270_N25_N00_D003,INST0270_N25_N00_P004,INST0270_N25_N00_D004,INST0270_N25_N00_P005,INST0270_N25_N00_D005,INST0270_N25_N00_P006,INST0270_N25_N00_D006,INST0270_N25_N00_P007,INST0270_N25_N00_D007,INST0270_N25_N00_P008,INST0270_N25_N00_D008,INST0270_N25_N00_P009,INST0270_N25_N00_D009,INST0270_N25_N00_P010,INST0270_N25_N00_D010,INST0270_N25_N00_P011,INST0270_N25_N00_D011,INST0270_N25_N00_P012,INST0270_N25_N00_D012,INST0270_N25_N00_P013,INST0270_N25_N00_D013,INST0270_N25_N00_P014,INST0270_N25_N00_D014,INST0270_N25_N00_P015,INST0270_N25_N00_D015,INST0270_N25_N00_P016,INST0270_N25_N00_D016,INST0270_N25_N00_P017,INST0270_N25_N00_D017,INST0270_N25_N00_P018,INST0270_N25_N00_D018,INST0270_N25_N00_P019,INST0270_N25_N00_D019,INST0270_N25_N00_P020,INST0270_N25_N00_D020,INST0270_N25_N00_P021,INST0270_N25_N00_D021,INST0270_N25_N00_P022,INST0270_N25_N00_D022,INST0270_N25_N00_P023,INST0270_N25_N00_D023,INST0270_N25_N00_P024,INST0270_N25_N00_D024
INST0270_N25_N00_D004,132.823,110.202,143.5,110.202,135.971,190.666,206.878,127.973,113.8,110.202,0.0,128.231,136.742,190.666,128.231,149.304,143.5,128.231,206.878,149.304,135.971,132.823,135.971,132.823,135.971,132.823,128.231,127.973,239.676,143.5,110.202,128.231,110.202,143.5,110.202,128.231,190.666,190.666,135.971,110.202,190.666,143.5,149.304,127.973,143.5,190.666,206.878,136.742,143.5,136.742,143.5
INST0270_N25_N00_P005,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_D005,11.477,44.646,27.709,44.646,2.788,64.236,78.292,18.229,23.461,44.646,136.742,13.942,0.0,64.236,13.942,55.435,27.709,13.942,78.292,55.435,2.788,11.477,2.788,11.477,2.788,11.477,13.942,18.229,110.207,27.709,44.646,13.942,44.646,27.709,44.646,13.942,64.236,64.236,2.788,44.646,64.236,27.709,55.435,18.229,27.709,64.236,78.292,0.0,27.709,0.0,27.709
INST0270_N25_N00_P006,61.784,81.232,47.339,81.232,66.572,0.0,85.106,64.45,81.17,81.232,190.666,77.99,64.236,0.0,77.99,107.477,47.339,77.99,85.106,107.477,66.572,61.784,66.572,61.784,66.572,61.784,77.99,64.45,104.379,47.339,81.232,77.99,81.232,47.339,81.232,77.99,0.0,0.0,66.572,81.232,0.0,47.339,107.477,64.45,47.339,0.0,85.106,64.236,47.339,64.236,47.339
INST0270_N25_N00_D006,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_P007,66.32,93.371,82.833,93.371,52.8,107.477,65.084,71.779,64.86,93.371,149.304,46.019,55.435,107.477,46.019,0.0,82.833,46.019,65.084,0.0,52.8,66.32,52.8,66.32,52.8,66.32,46.019,71.779,95.428,82.833,93.371,46.019,93.371,82.833,93.371,46.019,107.477,107.477,52.8,93.371,107.477,82.833,0.0,71.779,82.833,107.477,65.084,55.435,82.833,55.435,82.833
INST0270_N25_N00_D007,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_P008,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_D008,87.958,122.247,93.214,122.247,77.555,85.106,0.0,95.136,100.436,122.247,206.878,81.189,78.292,85.106,81.189,65.084,93.214,81.189,0.0,65.084,77.555,87.958,77.555,87.958,77.555,87.958,81.189,95.136,32.884,93.214,122.247,81.189,122.247,93.214,122.247,81.189,85.106,85.106,77.555,122.247,85.106,93.214,65.084,95.136,93.214,85.106,0.0,78.292,93.214,78.292,93.214
INST0270_N25_N00_P009,66.32,93.371,82.833,93.371,52.8,107.477,65.084,71.779,64.86,93.371,149.304,46.019,55.435,107.477,46.019,0.0,82.833,46.019,65.084,0.0,52.8,66.32,52.8,66.32,52.8,66.32,46.019,71.779,95.428,82.833,93.371,46.019,93.371,82.833,93.371,46.019,107.477,107.477,52.8,93.371,107.477,82.833,0.0,71.779,82.833,107.477,65.084,55.435,82.833,55.435,82.833
INST0270_N25_N00_D009,13.759,46.06,30.471,46.06,0.0,66.572,77.555,20.176,23.353,46.06,135.971,11.436,2.788,66.572,11.436,52.8,30.471,11.436,77.555,52.8,0.0,13.759,0.0,13.759,0.0,13.759,11.436,20.176,109.689,30.471,46.06,11.436,46.06,30.471,46.06,11.436,66.572,66.572,0.0,46.06,66.572,30.471,52.8,20.176,30.471,66.572,77.555,2.788,30.471,2.788,30.471
INST0270_N25_N00_P010,0.0,34.294,18.791,34.294,13.759,61.784,87.958,7.201,19.671,34.294,132.823,21.8,11.477,61.784,21.8,66.32,18.791,21.8,87.958,66.32,13.759,0.0,13.759,0.0,13.759,0.0,21.8,7.201,119.262,18.791,34.294,21.8,34.294,18.791,34.294,21.8,61.784,61.784,13.759,34.294,61.784,18.791,66.32,7.201,18.791,61.784,87.958,11.477,18.791,11.477,18.791
INST0270_N25_N00_D010,13.759,46.06,30.471,46.06,0.0,66.572,77.555,20.176,23.353,46.06,135.971,11.436,2.788,66.572,11.436,52.8,30.471,11.436,77.555,52.8,0.0,13.759,0.0,13.759,0.0,13.759,11.436,20.176,109.689,30.471,46.06,11.436,46.06,30.471,46.06,11.436,66.572,66.572,0.0,46.06,66.572,30.471,52.8,20.176,30.471,66.572,77.555,2.788,30.471,2.788,30.471
INST0270_N25_N00_P011,0.0,34.294,18.791,34.294,13.759,61.784,87.958,7.201,19.671,34.294,132.823,21.8,11.477,61.784,21.8,66.32,18.791,21.8,87.958,66.32,13.759,0.0,13.759,0.0,13.759,0.0,21.8,7.201,119.262,18.791,34.294,21.8,34.294,18.791,34.294,21.8,61.784,61.784,13.759,34.294,61.784,18.791,66.32,7.201,18.791,61.784,87.958,11.477,18.791,11.477,18.791
INST0270_N25_N00_D011,13.759,46.06,30.471,46.06,0.0,66.572,77.555,20.176,23.353,46.06,135.971,11.436,2.788,66.572,11.436,52.8,30.471,11.436,77.555,52.8,0.0,13.759,0.0,13.759,0.0,13.759,11.436,20.176,109.689,30.471,46.06,11.436,46.06,30.471,46.06,11.436,66.572,66.572,0.0,46.06,66.572,30.471,52.8,20.176,30.471,66.572,77.555,2.788,30.471,2.788,30.471
INST0270_N25_N00_P012,0.0,34.294,18.791,34.294,13.759,61.784,87.958,7.201,19.671,34.294,132.823,21.8,11.477,61.784,21.8,66.32,18.791,21.8,87.958,66.32,13.759,0.0,13.759,0.0,13.759,0.0,21.8,7.201,119.262,18.791,34.294,21.8,34.294,18.791,34.294,21.8,61.784,61.784,13.759,34.294,61.784,18.791,66.32,7.201,18.791,61.784,87.958,11.477,18.791,11.477,18.791
INST0270_N25_N00_D012,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_P013,7.201,27.111,18.283,27.111,20.176,64.45,95.136,0.0,17.254,27.111,127.973,26.126,18.229,64.45,26.126,71.779,18.283,26.126,95.136,71.779,20.176,7.201,20.176,7.201,20.176,7.201,26.126,0.0,126.352,18.283,27.111,26.126,27.111,18.283,27.111,26.126,64.45,64.45,20.176,27.111,64.45,18.283,71.779,0.0,18.283,64.45,95.136,18.229,18.283,18.229,18.283
INST0270_N25_N00_D013,119.262,153.371,122.278,153.371,109.689,104.379,32.884,126.352,132.815,153.371,239.676,113.909,110.207,104.379,113.909,95.428,122.278,113.909,32.884,95.428,109.689,119.262,109.689,119.262,109.689,119.262,113.909,126.352,0.0,122.278,153.371,113.909,153.371,122.278,153.371,113.909,104.379,104.379,109.689,153.371,104.379,122.278,95.428,126.352,122.278,104.379,32.884,110.207,122.278,110.207,122.278
INST0270_N25_N00_P014,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_D014,34.294,0.0,35.653,0.0,46.06,81.232,122.247,27.111,28.616,0.0,110.202,48.052,44.646,81.232,48.052,93.371,35.653,48.052,122.247,93.371,46.06,34.294,46.06,34.294,46.06,34.294,48.052,27.111,153.371,35.653,0.0,48.052,0.0,35.653,0.0,48.052,81.232,81.232,46.06,0.0,81.232,35.653,93.371,27.111,35.653,81.232,122.247,44.646,35.653,44.646,35.653
INST0270_N25_N00_P015,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_D015,34.294,0.0,35.653,0.0,46.06,81.232,122.247,27.111,28.616,0.0,110.202,48.052,44.646,81.232,48.052,93.371,35.653,48.052,122.247,93.371,46.06,34.294,46.06,34.294,46.06,34.294,48.052,27.111,153.371,35.653,0.0,48.052,0.0,35.653,0.0,48.052,81.232,81.232,46.06,0.0,81.232,35.653,93.371,27.111,35.653,81.232,122.247,44.646,35.653,44.646,35.653
INST0270_N25_N00_P016,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_D016,34.294,0.0,35.653,0.0,46.06,81.232,122.247,27.111,28.616,0.0,110.202,48.052,44.646,81.232,48.052,93.371,35.653,48.052,122.247,93.371,46.06,34.294,46.06,34.294,46.06,34.294,48.052,27.111,153.371,35.653,0.0,48.052,0.0,35.653,0.0,48.052,81.232,81.232,46.06,0.0,81.232,35.653,93.371,27.111,35.653,81.232,122.247,44.646,35.653,44.646,35.653
INST0270_N25_N00_P017,21.8,48.052,40.266,48.052,11.436,77.99,81.189,26.126,20.683,48.052,128.231,0.0,13.942,77.99,0.0,46.019,40.266,0.0,81.189,46.019,11.436,21.8,11.436,21.8,11.436,21.8,0.0,26.126,113.909,40.266,48.052,0.0,48.052,40.266,48.052,0.0,77.99,77.99,11.436,48.052,77.99,40.266,46.019,26.126,40.266,77.99,81.189,13.942,40.266,13.942,40.266
INST0270_N25_N00_D017,61.784,81.232,47.339,81.232,66.572,0.0,85.106,64.45,81.17,81.232,190.666,77.99,64.236,0.0,77.99,107.477,47.339,77.99,85.106,107.477,66.572,61.784,66.572,61.784,66.572,61.784,77.99,64.45,104.379,47.339,81.232,77.99,81.232,47.339,81.232,77.99,0.0,0.0,66.572,81.232,0.0,47.339,107.477,64.45,47.339,0.0,85.106,64.236,47.339,64.236,47.339
INST0270_N25_N00_P018,61.784,81.232,47.339,81.232,66.572,0.0,85.106,64.45,81.17,81.232,190.666,77.99,64.236,0.0,77.99,107.477,47.339,77.99,85.106,107.477,66.572,61.784,66.572,61.784,66.572,61.784,77.99,64.45,104.379,47.339,81.232,77.99,81.232,47.339,81.232,77.99,0.0,0.0,66.572,81.232,0.0,47.339,107.477,64.45,47.339,0.0,85.106,64.236,47.339,64.236,47.339
INST0270_N25_N00_D018,13.759,46.06,30.471,46.06,0.0,66.572,77.555,20.176,23.353,46.06,135.971,11.436,2.788,66.572,11.436,52.8,30.471,11.436,77.555,52.8,0.0,13.759,0.0,13.759,0.0,13.759,11.436,20.176,109.689,30.471,46.06,11.436,46.06,30.471,46.06,11.436,66.572,66.572,0.0,46.06,66.572,30.471,52.8,20.176,30.471,66.572,77.555,2.788,30.471,2.788,30.471
INST0270_N25_N00_P019,34.294,0.0,35.653,0.0,46.06,81.232,122.247,27.111,28.616,0.0,110.202,48.052,44.646,81.232,48.052,93.371,35.653,48.052,122.247,93.371,46.06,34.294,46.06,34.294,46.06,34.294,48.052,27.111,153.371,35.653,0.0,48.052,0.0,35.653,0.0,48.052,81.232,81.232,46.06,0.0,81.232,35.653,93.371,27.111,35.653,81.232,122.247,44.646,35.653,44.646,35.653
INST0270_N25_N00_D019,61.784,81.232,47.339,81.232,66.572,0.0,85.106,64.45,81.17,81.232,190.666,77.99,64.236,0.0,77.99,107.477,47.339,77.99,85.106,107.477,66.572,61.784,66.572,61.784,66.572,61.784,77.99,64.45,104.379,47.339,81.232,77.99,81.232,47.339,81.232,77.99,0.0,0.0,66.572,81.232,0.0,47.339,107.477,64.45,47.339,0.0,85.106,64.236,47.339,64.236,47.339
INST0270_N25_N00_P020,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_D020,66.32,93.371,82.833,93.371,52.8,107.477,65.084,71.779,64.86,93.371,149.304,46.019,55.435,107.477,46.019,0.0,82.833,46.019,65.084,0.0,52.8,66.32,52.8,66.32,52.8,66.32,46.019,71.779,95.428,82.833,93.371,46.019,93.371,82.833,93.371,46.019,107.477,107.477,52.8,93.371,107.477,82.833,0.0,71.779,82.833,107.477,65.084,55.435,82.833,55.435,82.833
INST0270_N25_N00_P021,7.201,27.111,18.283,27.111,20.176,64.45,95.136,0.0,17.254,27.111,127.973,26.126,18.229,64.45,26.126,71.779,18.283,26.126,95.136,71.779,20.176,7.201,20.176,7.201,20.176,7.201,26.126,0.0,126.352,18.283,27.111,26.126,27.111,18.283,27.111,26.126,64.45,64.45,20.176,27.111,64.45,18.283,71.779,0.0,18.283,64.45,95.136,18.229,18.283,18.229,18.283
INST0270_N25_N00_D021,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_P022,61.784,81.232,47.339,81.232,66.572,0.0,85.106,64.45,81.17,81.232,190.666,77.99,64.236,0.0,77.99,107.477,47.339,77.99,85.106,107.477,66.572,61.784,66.572,61.784,66.572,61.784,77.99,64.45,104.379,47.339,81.232,77.99,81.232,47.339,81.232,77.99,0.0,0.0,66.572,81.232,0.0,47.339,107.477,64.45,47.339,0.0,85.106,64.236,47.339,64.236,47.339
INST0270_N25_N00_D022,87.958,122.247,93.214,122.247,77.555,85.106,0.0,95.136,100.436,122.247,206.878,81.189,78.292,85.106,81.189,65.084,93.214,81.189,0.0,65.084,77.555,87.958,77.555,87.958,77.555,87.958,81.189,95.136,32.884,93.214,122.247,81.189,122.247,93.214,122.247,81.189,85.106,85.106,77.555,122.247,85.106,93.214,65.084,95.136,93.214,85.106,0.0,78.292,93.214,78.292,93.214
INST0270_N25_N00_P023,11.477,44.646,27.709,44.646,2.788,64.236,78.292,18.229,23.461,44.646,136.742,13.942,0.0,64.236,13.942,55.435,27.709,13.942,78.292,55.435,2.788,11.477,2.788,11.477,2.788,11.477,13.942,18.229,110.207,27.709,44.646,13.942,44.646,27.709,44.646,13.942,64.236,64.236,2.788,44.646,64.236,27.709,55.435,18.229,27.709,64.236,78.292,0.0,27.709,0.0,27.709
INST0270_N25_N00_D023,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
INST0270_N25_N00_P024,11.477,44.646,27.709,44.646,2.788,64.236,78.292,18.229,23.461,44.646,136.742,13.942,0.0,64.236,13.942,55.435,27.709,13.942,78.292,55.435,2.788,11.477,2.788,11.477,2.788,11.477,13.942,18.229,110.207,27.709,44.646,13.942,44.646,27.709,44.646,13.942,64.236,64.236,2.788,44.646,64.236,27.709,55.435,18.229,27.709,64.236,78.292,0.0,27.709,0.0,27.709
INST0270_N25_N00_D024,18.791,35.653,0.0,35.653,30.471,47.339,93.214,18.283,35.534,35.653,143.5,40.266,27.709,47.339,40.266,82.833,0.0,40.266,93.214,82.833,30.471,18.791,30.471,18.791,30.471,18.791,40.266,18.283,122.278,0.0,35.653,40.266,35.653,0.0,35.653,40.266,47.339,47.339,30.471,35.653,47.339,0.0,82.833,18.283,0.0,47.339,93.214,27.709,0.0,27.709,0.0
