,depot,INST0234_N20_N24_P000,INST0234_N20_N24_D000,INST0234_N20_N24_P001,INST0234_N20_N24_D001,INST0234_N20_N24_P002,INST0234_N20_N24_D002,INST0234_N20_N24_P003,INST0234_N20_N24_D003,INST0234_N20_N24_P004,INST0234_N20_N24_D004,INST0234_N20_N24_P005,INST0234_N20_N24_D005,INST0234_N20_N24_P006,INST0234_N20_N24_D006,INST0234_N20_N24_P007,INST0234_N20_N24_D007,INST0234_N20_N24_P008,INST0234_N20_N24_D008,INST0234_N20_N24_P009,INST0234_N20_N24_D009,INST0234_N20_N24_P010,INST0234_N20_N24_D010,INST0234_N20_N24_P011,INST0234_N20_N24_D011,INST0234_N20_N24_P012,INST0234_N20_N24_D012,INST0234_N20_N24_P013,INST0234_N20_N24_D013,INST0234_N20_N24_P014,INST0234_N20_N24_D014,INST0234_N20_N24_P015,INST0234_N20_N24_D015,INST0234_N20_N24_P016,INST0234_N20_N24_D016,INST0234_N20_N24_P017,INST0234_N20_N24_D017,INST0234_N20_N24_P018,INST0234_N20_N24_D018,INST0234_N20_N24_P019,INST0234_N20_N24_D019
INST0234_N20_N24_D004,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_P005,56.4,14.003,0.0,24.705,37.312,16.848,37.312,0.0,16.848,37.312,16.848,0.0,28.595,16.848,81.517,0.0,56.4,14.003,0.0,28.595,3.413,3.413,28.595,28.595,16.848,16.848,37.312,28.595,94.965,24.705,94.965,56.4,16.848,37.312,14.003,16.848,64.653,14.003,81.517,56.4,64.653
INST0234_N20_N24_D005,35.041,25.326,28.595,21.127,43.511,24.088,43.511,28.595,24.088,43.511,24.088,28.595,0.0,24.088,99.392,28.595,35.041,25.326,28.595,0.0,28.727,28.727,0.0,0.0,24.088,24.088,43.511,0.0,122.983,21.127,122.983,35.041,24.088,43.511,25.326,24.088,79.42,25.326,99.392,35.041,79.42
INST0234_N20_N24_P006,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_D006,99.467,95.498,81.517,78.919,57.966,75.654,57.966,81.517,75.654,57.966,75.654,81.517,99.392,75.654,0.0,81.517,99.467,95.498,81.517,99.392,78.656,78.656,99.392,99.392,75.654,75.654,57.966,99.392,104.211,78.919,104.211,99.467,75.654,57.966,95.498,75.654,131.605,95.498,0.0,99.467,131.605
INST0234_N20_N24_P007,56.4,14.003,0.0,24.705,37.312,16.848,37.312,0.0,16.848,37.312,16.848,0.0,28.595,16.848,81.517,0.0,56.4,14.003,0.0,28.595,3.413,3.413,28.595,28.595,16.848,16.848,37.312,28.595,94.965,24.705,94.965,56.4,16.848,37.312,14.003,16.848,64.653,14.003,81.517,56.4,64.653
INST0234_N20_N24_D007,0.0,58.839,56.4,33.197,43.657,41.993,43.657,56.4,41.993,43.657,41.993,56.4,35.041,41.993,99.467,56.4,0.0,58.839,56.4,35.041,54.669,54.669,35.041,35.041,41.993,41.993,43.657,35.041,149.69,33.197,149.69,0.0,41.993,43.657,58.839,41.993,114.332,58.839,99.467,0.0,114.332
INST0234_N20_N24_P008,58.839,0.0,14.003,31.992,49.306,26.694,49.306,14.003,26.694,49.306,26.694,14.003,25.326,26.694,95.498,14.003,58.839,0.0,14.003,25.326,17.072,17.072,25.326,25.326,26.694,26.694,49.306,25.326,99.415,31.992,99.415,58.839,26.694,49.306,0.0,26.694,56.35,0.0,95.498,58.839,56.35
INST0234_N20_N24_D008,56.4,14.003,0.0,24.705,37.312,16.848,37.312,0.0,16.848,37.312,16.848,0.0,28.595,16.848,81.517,0.0,56.4,14.003,0.0,28.595,3.413,3.413,28.595,28.595,16.848,16.848,37.312,28.595,94.965,24.705,94.965,56.4,16.848,37.312,14.003,16.848,64.653,14.003,81.517,56.4,64.653
INST0234_N20_N24_P009,35.041,25.326,28.595,21.127,43.511,24.088,43.511,28.595,24.088,43.511,24.088,28.595,0.0,24.088,99.392,28.595,35.041,25.326,28.595,0.0,28.727,28.727,0.0,0.0,24.088,24.088,43.511,0.0,122.983,21.127,122.983,35.041,24.088,43.511,25.326,24.088,79.42,25.326,99.392,35.041,79.42
INST0234_N20_N24_D009,54.669,17.072,3.413,22.322,33.929,14.053,33.929,3.413,14.053,33.929,14.053,3.413,28.727,14.053,78.656,3.413,54.669,17.072,3.413,28.727,0.0,0.0,28.727,28.727,14.053,14.053,33.929,28.727,95.867,22.322,95.867,54.669,14.053,33.929,17.072,14.053,67.88,17.072,78.656,54.669,67.88
INST0234_N20_N24_P010,54.669,17.072,3.413,22.322,33.929,14.053,33.929,3.413,14.053,33.929,14.053,3.413,28.727,14.053,78.656,3.413,54.669,17.072,3.413,28.727,0.0,0.0,28.727,28.727,14.053,14.053,33.929,28.727,95.867,22.322,95.867,54.669,14.053,33.929,17.072,14.053,67.88,17.072,78.656,54.669,67.88
INST0234_N20_N24_D010,35.041,25.326,28.595,21.127,43.511,24.088,43.511,28.595,24.088,43.511,24.088,28.595,0.0,24.088,99.392,28.595,35.041,25.326,28.595,0.0,28.727,28.727,0.0,0.0,24.088,24.088,43.511,0.0,122.983,21.127,122.983,35.041,24.088,43.511,25.326,24.088,79.42,25.326,99.392,35.041,79.42
INST0234_N20_N24_P011,35.041,25.326,28.595,21.127,43.511,24.088,43.511,28.595,24.088,43.511,24.088,28.595,0.0,24.088,99.392,28.595,35.041,25.326,28.595,0.0,28.727,28.727,0.0,0.0,24.088,24.088,43.511,0.0,122.983,21.127,122.983,35.041,24.088,43.511,25.326,24.088,79.42,25.326,99.392,35.041,79.42
INST0234_N20_N24_D011,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_P012,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_D012,43.657,49.306,37.312,22.387,0.0,23.01,0.0,37.312,23.01,0.0,23.01,37.312,43.511,23.01,57.966,37.312,43.657,49.306,37.312,43.511,33.929,33.929,43.511,43.511,23.01,23.01,0.0,43.511,114.14,22.387,114.14,43.657,23.01,0.0,49.306,23.01,101.428,49.306,57.966,43.657,101.428
INST0234_N20_N24_P013,35.041,25.326,28.595,21.127,43.511,24.088,43.511,28.595,24.088,43.511,24.088,28.595,0.0,24.088,99.392,28.595,35.041,25.326,28.595,0.0,28.727,28.727,0.0,0.0,24.088,24.088,43.511,0.0,122.983,21.127,122.983,35.041,24.088,43.511,25.326,24.088,79.42,25.326,99.392,35.041,79.42
INST0234_N20_N24_D013,149.69,99.415,94.965,116.493,114.14,107.703,114.14,94.965,107.703,114.14,107.703,94.965,122.983,107.703,104.211,94.965,149.69,99.415,94.965,122.983,95.867,95.867,122.983,122.983,107.703,107.703,114.14,122.983,0.0,116.493,0.0,149.69,107.703,114.14,99.415,107.703,79.694,99.415,104.211,149.69,79.694
INST0234_N20_N24_P014,33.197,31.992,24.705,0.0,22.387,8.817,22.387,24.705,8.817,22.387,8.817,24.705,21.127,8.817,78.919,24.705,33.197,31.992,24.705,21.127,22.322,22.322,21.127,21.127,8.817,8.817,22.387,21.127,116.493,0.0,116.493,33.197,8.817,22.387,31.992,8.817,87.893,31.992,78.919,33.197,87.893
INST0234_N20_N24_D014,149.69,99.415,94.965,116.493,114.14,107.703,114.14,94.965,107.703,114.14,107.703,94.965,122.983,107.703,104.211,94.965,149.69,99.415,94.965,122.983,95.867,95.867,122.983,122.983,107.703,107.703,114.14,122.983,0.0,116.493,0.0,149.69,107.703,114.14,99.415,107.703,79.694,99.415,104.211,149.69,79.694
INST0234_N20_N24_P015,0.0,58.839,56.4,33.197,43.657,41.993,43.657,56.4,41.993,43.657,41.993,56.4,35.041,41.993,99.467,56.4,0.0,58.839,56.4,35.041,54.669,54.669,35.041,35.041,41.993,41.993,43.657,35.041,149.69,33.197,149.69,0.0,41.993,43.657,58.839,41.993,114.332,58.839,99.467,0.0,114.332
INST0234_N20_N24_D015,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_P016,43.657,49.306,37.312,22.387,0.0,23.01,0.0,37.312,23.01,0.0,23.01,37.312,43.511,23.01,57.966,37.312,43.657,49.306,37.312,43.511,33.929,33.929,43.511,43.511,23.01,23.01,0.0,43.511,114.14,22.387,114.14,43.657,23.01,0.0,49.306,23.01,101.428,49.306,57.966,43.657,101.428
INST0234_N20_N24_D016,58.839,0.0,14.003,31.992,49.306,26.694,49.306,14.003,26.694,49.306,26.694,14.003,25.326,26.694,95.498,14.003,58.839,0.0,14.003,25.326,17.072,17.072,25.326,25.326,26.694,26.694,49.306,25.326,99.415,31.992,99.415,58.839,26.694,49.306,0.0,26.694,56.35,0.0,95.498,58.839,56.35
INST0234_N20_N24_P017,41.993,26.694,16.848,8.817,23.01,0.0,23.01,16.848,0.0,23.01,0.0,16.848,24.088,0.0,75.654,16.848,41.993,26.694,16.848,24.088,14.053,14.053,24.088,24.088,0.0,0.0,23.01,24.088,107.703,8.817,107.703,41.993,0.0,23.01,26.694,0.0,81.208,26.694,75.654,41.993,81.208
INST0234_N20_N24_D017,114.332,56.35,64.653,87.893,101.428,81.208,101.428,64.653,81.208,101.428,81.208,64.653,79.42,81.208,131.605,64.653,114.332,56.35,64.653,79.42,67.88,67.88,79.42,79.42,81.208,81.208,101.428,79.42,79.694,87.893,79.694,114.332,81.208,101.428,56.35,81.208,0.0,56.35,131.605,114.332,0.0
INST0234_N20_N24_P018,58.839,0.0,14.003,31.992,49.306,26.694,49.306,14.003,26.694,49.306,26.694,14.003,25.326,26.694,95.498,14.003,58.839,0.0,14.003,25.326,17.072,17.072,25.326,25.326,26.694,26.694,49.306,25.326,99.415,31.992,99.415,58.839,26.694,49.306,0.0,26.694,56.35,0.0,95.498,58.839,56.35
INST0234_N20_N24_D018,99.467,95.498,81.517,78.919,57.966,75.654,57.966,81.517,75.654,57.966,75.654,81.517,99.392,75.654,0.0,81.517,99.467,95.498,81.517,99.392,78.656,78.656,99.392,99.392,75.654,75.654,57.966,99.392,104.211,78.919,104.211,99.467,75.654,57.966,95.498,75.654,131.605,95.498,0.0,99.467,131.605
INST0234_N20_N24_P019,0.0,58.839,56.4,33.197,43.657,41.993,43.657,56.4,41.993,43.657,41.993,56.4,35.041,41.993,99.467,56.4,0.0,58.839,56.4,35.041,54.669,54.669,35.041,35.041,41.993,41.993,43.657,35.041,149.69,33.197,149.69,0.0,41.993,43.657,58.839,41.993,114.332,58.839,99.467,0.0,114.332
INST0234_N20_N24_D019,114.332,56.35,64.653,87.893,101.428,81.208,101.428,64.653,81.208,101.428,81.208,64.653,79.42,81.208,131.605,64.653,114.332,56.35,64.653,79.42,67.88,67.88,79.42,79.42,81.208,81.208,101.428,79.42,79.694,87.893,79.694,114.332,81.208,101.428,56.35,81.208,0.0,56.35,131.605,114.332,0.0
