,depot,INST0294_N25_N24_P000,INST0294_N25_N24_D000,INST0294_N25_N24_P001,INST0294_N25_N24_D001,INST0294_N25_N24_P002,INST0294_N25_N24_D002,INST0294_N25_N24_P003,INST0294_N25_N24_D003,INST0294_N25_N24_P004,INST0294_N25_N24_D004,INST0294_N25_N24_P005,INST0294_N25_N24_D005,INST0294_N25_N24_P006,INST0294_N25_N24_D006,INST0294_N25_N24_P007,INST0294_N25_N24_D007,INST0294_N25_N24_P008,INST0294_N25_N24_D008,INST0294_N25_N24_P009,INST0294_N25_N24_D009,INST0294_N25_N24_P010,INST0294_N25_N24_D010,INST0294_N25_N24_P011,INST0294_N25_N24_D011,INST0294_N25_N24_P012,INST0294_N25_N24_D012,INST0294_N25_N24_P013,INST0294_N25_N24_D013,INST0294_N25_N24_P014,INST0294_N25_N24_D014,INST0294_N25_N24_P015,INST0294_N25_N24_D015,INST0294_N25_N24_P016,INST0294_N25_N24_D016,INST0294_N25_N24_P017,INST0294_N25_N24_D017,INST0294_N25_N24_P018,INST0294_N25_N24_D018,INST0294_N25_N24_P019,INST0294_N25_N24_D019,INST0294_N25_N24_P020,INST0294_N25_N24_D020,INST0294_N25_N24_P021,INST0294_N25_N24_D021,INST0294_N25_N24_P022,INST0294_N25_N24_D022,INST0294_N25_N24_P023,INST0294_N25_N24_D023,INST0294_N25_N24_P024,INST0294_N25_N24_D024
INST0294_N25_N24_D004,56.4,16.848,0.0,56.4,94.965,0.0,28.595,28.595,56.4,24.705,0.0,16.848,28.595,16.848,94.965,16.848,56.4,37.312,94.965,37.312,14.003,3.413,24.705,16.848,94.965,3.413,64.653,24.705,81.517,24.705,56.4,24.705,56.4,56.4,0.0,37.312,134.313,24.705,56.4,37.312,134.313,28.595,64.653,14.003,16.848,3.413,81.517,16.848,37.312,24.705,94.965
INST0294_N25_N24_P005,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_D005,35.041,24.088,28.595,35.041,122.983,28.595,0.0,0.0,35.041,21.127,28.595,24.088,0.0,24.088,122.983,24.088,35.041,43.511,122.983,43.511,25.326,28.727,21.127,24.088,122.983,28.727,79.42,21.127,99.392,21.127,35.041,21.127,35.041,35.041,28.595,43.511,162.63,21.127,35.041,43.511,162.63,0.0,79.42,25.326,24.088,28.727,99.392,24.088,43.511,21.127,122.983
INST0294_N25_N24_P006,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_D006,149.69,107.703,94.965,149.69,0.0,94.965,122.983,122.983,149.69,116.493,94.965,107.703,122.983,107.703,0.0,107.703,149.69,114.14,0.0,114.14,99.415,95.867,116.493,107.703,0.0,95.867,79.694,116.493,104.211,116.493,149.69,116.493,149.69,149.69,94.965,114.14,40.266,116.493,149.69,114.14,40.266,122.983,79.694,99.415,107.703,95.867,104.211,107.703,114.14,116.493,0.0
INST0294_N25_N24_P007,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_D007,0.0,41.993,56.4,0.0,149.69,56.4,35.041,35.041,0.0,33.197,56.4,41.993,35.041,41.993,149.69,41.993,0.0,43.657,149.69,43.657,58.839,54.669,33.197,41.993,149.69,54.669,114.332,33.197,99.467,33.197,0.0,33.197,0.0,0.0,56.4,43.657,187.802,33.197,0.0,43.657,187.802,35.041,114.332,58.839,41.993,54.669,99.467,41.993,43.657,33.197,149.69
INST0294_N25_N24_P008,43.657,23.01,37.312,43.657,114.14,37.312,43.511,43.511,43.657,22.387,37.312,23.01,43.511,23.01,114.14,23.01,43.657,0.0,114.14,0.0,49.306,33.929,22.387,23.01,114.14,33.929,101.428,22.387,57.966,22.387,43.657,22.387,43.657,43.657,37.312,0.0,149.729,22.387,43.657,0.0,149.729,43.511,101.428,49.306,23.01,33.929,57.966,23.01,0.0,22.387,114.14
INST0294_N25_N24_D008,149.69,107.703,94.965,149.69,0.0,94.965,122.983,122.983,149.69,116.493,94.965,107.703,122.983,107.703,0.0,107.703,149.69,114.14,0.0,114.14,99.415,95.867,116.493,107.703,0.0,95.867,79.694,116.493,104.211,116.493,149.69,116.493,149.69,149.69,94.965,114.14,40.266,116.493,149.69,114.14,40.266,122.983,79.694,99.415,107.703,95.867,104.211,107.703,114.14,116.493,0.0
INST0294_N25_N24_P009,43.657,23.01,37.312,43.657,114.14,37.312,43.511,43.511,43.657,22.387,37.312,23.01,43.511,23.01,114.14,23.01,43.657,0.0,114.14,0.0,49.306,33.929,22.387,23.01,114.14,33.929,101.428,22.387,57.966,22.387,43.657,22.387,43.657,43.657,37.312,0.0,149.729,22.387,43.657,0.0,149.729,43.511,101.428,49.306,23.01,33.929,57.966,23.01,0.0,22.387,114.14
INST0294_N25_N24_D009,58.839,26.694,14.003,58.839,99.415,14.003,25.326,25.326,58.839,31.992,14.003,26.694,25.326,26.694,99.415,26.694,58.839,49.306,99.415,49.306,0.0,17.072,31.992,26.694,99.415,17.072,56.35,31.992,95.498,31.992,58.839,31.992,58.839,58.839,14.003,49.306,139.481,31.992,58.839,49.306,139.481,25.326,56.35,0.0,26.694,17.072,95.498,26.694,49.306,31.992,99.415
INST0294_N25_N24_P010,54.669,14.053,3.413,54.669,95.867,3.413,28.727,28.727,54.669,22.322,3.413,14.053,28.727,14.053,95.867,14.053,54.669,33.929,95.867,33.929,17.072,0.0,22.322,14.053,95.867,0.0,67.88,22.322,78.656,22.322,54.669,22.322,54.669,54.669,3.413,33.929,134.948,22.322,54.669,33.929,134.948,28.727,67.88,17.072,14.053,0.0,78.656,14.053,33.929,22.322,95.867
INST0294_N25_N24_D010,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_P011,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_D011,149.69,107.703,94.965,149.69,0.0,94.965,122.983,122.983,149.69,116.493,94.965,107.703,122.983,107.703,0.0,107.703,149.69,114.14,0.0,114.14,99.415,95.867,116.493,107.703,0.0,95.867,79.694,116.493,104.211,116.493,149.69,116.493,149.69,149.69,94.965,114.14,40.266,116.493,149.69,114.14,40.266,122.983,79.694,99.415,107.703,95.867,104.211,107.703,114.14,116.493,0.0
INST0294_N25_N24_P012,54.669,14.053,3.413,54.669,95.867,3.413,28.727,28.727,54.669,22.322,3.413,14.053,28.727,14.053,95.867,14.053,54.669,33.929,95.867,33.929,17.072,0.0,22.322,14.053,95.867,0.0,67.88,22.322,78.656,22.322,54.669,22.322,54.669,54.669,3.413,33.929,134.948,22.322,54.669,33.929,134.948,28.727,67.88,17.072,14.053,0.0,78.656,14.053,33.929,22.322,95.867
INST0294_N25_N24_D012,114.332,81.208,64.653,114.332,79.694,64.653,79.42,79.42,114.332,87.893,64.653,81.208,79.42,81.208,79.694,81.208,114.332,101.428,79.694,101.428,56.35,67.88,87.893,81.208,79.694,67.88,0.0,87.893,131.605,87.893,114.332,87.893,114.332,114.332,64.653,101.428,116.851,87.893,114.332,101.428,116.851,79.42,0.0,56.35,81.208,67.88,131.605,81.208,101.428,87.893,79.694
INST0294_N25_N24_P013,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_D013,99.467,75.654,81.517,99.467,104.211,81.517,99.392,99.392,99.467,78.919,81.517,75.654,99.392,75.654,104.211,75.654,99.467,57.966,104.211,57.966,95.498,78.656,78.919,75.654,104.211,78.656,131.605,78.919,0.0,78.919,99.467,78.919,99.467,99.467,81.517,57.966,127.812,78.919,99.467,57.966,127.812,99.392,131.605,95.498,75.654,78.656,0.0,75.654,57.966,78.919,104.211
INST0294_N25_N24_P014,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_D014,0.0,41.993,56.4,0.0,149.69,56.4,35.041,35.041,0.0,33.197,56.4,41.993,35.041,41.993,149.69,41.993,0.0,43.657,149.69,43.657,58.839,54.669,33.197,41.993,149.69,54.669,114.332,33.197,99.467,33.197,0.0,33.197,0.0,0.0,56.4,43.657,187.802,33.197,0.0,43.657,187.802,35.041,114.332,58.839,41.993,54.669,99.467,41.993,43.657,33.197,149.69
INST0294_N25_N24_P015,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_D015,0.0,41.993,56.4,0.0,149.69,56.4,35.041,35.041,0.0,33.197,56.4,41.993,35.041,41.993,149.69,41.993,0.0,43.657,149.69,43.657,58.839,54.669,33.197,41.993,149.69,54.669,114.332,33.197,99.467,33.197,0.0,33.197,0.0,0.0,56.4,43.657,187.802,33.197,0.0,43.657,187.802,35.041,114.332,58.839,41.993,54.669,99.467,41.993,43.657,33.197,149.69
INST0294_N25_N24_P016,0.0,41.993,56.4,0.0,149.69,56.4,35.041,35.041,0.0,33.197,56.4,41.993,35.041,41.993,149.69,41.993,0.0,43.657,149.69,43.657,58.839,54.669,33.197,41.993,149.69,54.669,114.332,33.197,99.467,33.197,0.0,33.197,0.0,0.0,56.4,43.657,187.802,33.197,0.0,43.657,187.802,35.041,114.332,58.839,41.993,54.669,99.467,41.993,43.657,33.197,149.69
INST0294_N25_N24_D016,56.4,16.848,0.0,56.4,94.965,0.0,28.595,28.595,56.4,24.705,0.0,16.848,28.595,16.848,94.965,16.848,56.4,37.312,94.965,37.312,14.003,3.413,24.705,16.848,94.965,3.413,64.653,24.705,81.517,24.705,56.4,24.705,56.4,56.4,0.0,37.312,134.313,24.705,56.4,37.312,134.313,28.595,64.653,14.003,16.848,3.413,81.517,16.848,37.312,24.705,94.965
INST0294_N25_N24_P017,43.657,23.01,37.312,43.657,114.14,37.312,43.511,43.511,43.657,22.387,37.312,23.01,43.511,23.01,114.14,23.01,43.657,0.0,114.14,0.0,49.306,33.929,22.387,23.01,114.14,33.929,101.428,22.387,57.966,22.387,43.657,22.387,43.657,43.657,37.312,0.0,149.729,22.387,43.657,0.0,149.729,43.511,101.428,49.306,23.01,33.929,57.966,23.01,0.0,22.387,114.14
INST0294_N25_N24_D017,187.802,146.035,134.313,187.802,40.266,134.313,162.63,162.63,187.802,154.717,134.313,146.035,162.63,146.035,40.266,146.035,187.802,149.729,40.266,149.729,139.481,134.948,154.717,146.035,40.266,134.948,116.851,154.717,127.812,154.717,187.802,154.717,187.802,187.802,134.313,149.729,0.0,154.717,187.802,149.729,0.0,162.63,116.851,139.481,146.035,134.948,127.812,146.035,149.729,154.717,40.266
INST0294_N25_N24_P018,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_D018,0.0,41.993,56.4,0.0,149.69,56.4,35.041,35.041,0.0,33.197,56.4,41.993,35.041,41.993,149.69,41.993,0.0,43.657,149.69,43.657,58.839,54.669,33.197,41.993,149.69,54.669,114.332,33.197,99.467,33.197,0.0,33.197,0.0,0.0,56.4,43.657,187.802,33.197,0.0,43.657,187.802,35.041,114.332,58.839,41.993,54.669,99.467,41.993,43.657,33.197,149.69
INST0294_N25_N24_P019,43.657,23.01,37.312,43.657,114.14,37.312,43.511,43.511,43.657,22.387,37.312,23.01,43.511,23.01,114.14,23.01,43.657,0.0,114.14,0.0,49.306,33.929,22.387,23.01,114.14,33.929,101.428,22.387,57.966,22.387,43.657,22.387,43.657,43.657,37.312,0.0,149.729,22.387,43.657,0.0,149.729,43.511,101.428,49.306,23.01,33.929,57.966,23.01,0.0,22.387,114.14
INST0294_N25_N24_D019,187.802,146.035,134.313,187.802,40.266,134.313,162.63,162.63,187.802,154.717,134.313,146.035,162.63,146.035,40.266,146.035,187.802,149.729,40.266,149.729,139.481,134.948,154.717,146.035,40.266,134.948,116.851,154.717,127.812,154.717,187.802,154.717,187.802,187.802,134.313,149.729,0.0,154.717,187.802,149.729,0.0,162.63,116.851,139.481,146.035,134.948,127.812,146.035,149.729,154.717,40.266
INST0294_N25_N24_P020,35.041,24.088,28.595,35.041,122.983,28.595,0.0,0.0,35.041,21.127,28.595,24.088,0.0,24.088,122.983,24.088,35.041,43.511,122.983,43.511,25.326,28.727,21.127,24.088,122.983,28.727,79.42,21.127,99.392,21.127,35.041,21.127,35.041,35.041,28.595,43.511,162.63,21.127,35.041,43.511,162.63,0.0,79.42,25.326,24.088,28.727,99.392,24.088,43.511,21.127,122.983
INST0294_N25_N24_D020,114.332,81.208,64.653,114.332,79.694,64.653,79.42,79.42,114.332,87.893,64.653,81.208,79.42,81.208,79.694,81.208,114.332,101.428,79.694,101.428,56.35,67.88,87.893,81.208,79.694,67.88,0.0,87.893,131.605,87.893,114.332,87.893,114.332,114.332,64.653,101.428,116.851,87.893,114.332,101.428,116.851,79.42,0.0,56.35,81.208,67.88,131.605,81.208,101.428,87.893,79.694
INST0294_N25_N24_P021,58.839,26.694,14.003,58.839,99.415,14.003,25.326,25.326,58.839,31.992,14.003,26.694,25.326,26.694,99.415,26.694,58.839,49.306,99.415,49.306,0.0,17.072,31.992,26.694,99.415,17.072,56.35,31.992,95.498,31.992,58.839,31.992,58.839,58.839,14.003,49.306,139.481,31.992,58.839,49.306,139.481,25.326,56.35,0.0,26.694,17.072,95.498,26.694,49.306,31.992,99.415
INST0294_N25_N24_D021,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_P022,54.669,14.053,3.413,54.669,95.867,3.413,28.727,28.727,54.669,22.322,3.413,14.053,28.727,14.053,95.867,14.053,54.669,33.929,95.867,33.929,17.072,0.0,22.322,14.053,95.867,0.0,67.88,22.322,78.656,22.322,54.669,22.322,54.669,54.669,3.413,33.929,134.948,22.322,54.669,33.929,134.948,28.727,67.88,17.072,14.053,0.0,78.656,14.053,33.929,22.322,95.867
INST0294_N25_N24_D022,99.467,75.654,81.517,99.467,104.211,81.517,99.392,99.392,99.467,78.919,81.517,75.654,99.392,75.654,104.211,75.654,99.467,57.966,104.211,57.966,95.498,78.656,78.919,75.654,104.211,78.656,131.605,78.919,0.0,78.919,99.467,78.919,99.467,99.467,81.517,57.966,127.812,78.919,99.467,57.966,127.812,99.392,131.605,95.498,75.654,78.656,0.0,75.654,57.966,78.919,104.211
INST0294_N25_N24_P023,41.993,0.0,16.848,41.993,107.703,16.848,24.088,24.088,41.993,8.817,16.848,0.0,24.088,0.0,107.703,0.0,41.993,23.01,107.703,23.01,26.694,14.053,8.817,0.0,107.703,14.053,81.208,8.817,75.654,8.817,41.993,8.817,41.993,41.993,16.848,23.01,146.035,8.817,41.993,23.01,146.035,24.088,81.208,26.694,0.0,14.053,75.654,0.0,23.01,8.817,107.703
INST0294_N25_N24_D023,43.657,23.01,37.312,43.657,114.14,37.312,43.511,43.511,43.657,22.387,37.312,23.01,43.511,23.01,114.14,23.01,43.657,0.0,114.14,0.0,49.306,33.929,22.387,23.01,114.14,33.929,101.428,22.387,57.966,22.387,43.657,22.387,43.657,43.657,37.312,0.0,149.729,22.387,43.657,0.0,149.729,43.511,101.428,49.306,23.01,33.929,57.966,23.01,0.0,22.387,114.14
INST0294_N25_N24_P024,33.197,8.817,24.705,33.197,116.493,24.705,21.127,21.127,33.197,0.0,24.705,8.817,21.127,8.817,116.493,8.817,33.197,22.387,116.493,22.387,31.992,22.322,0.0,8.817,116.493,22.322,87.893,0.0,78.919,0.0,33.197,0.0,33.197,33.197,24.705,22.387,154.717,0.0,33.197,22.387,154.717,21.127,87.893,31.992,8.817,22.322,78.919,8.817,22.387,0.0,116.493
INST0294_N25_N24_D024,149.69,107.703,94.965,149.69,0.0,94.965,122.983,122.983,149.69,116.493,94.965,107.703,122.983,107.703,0.0,107.703,149.69,114.14,0.0,114.14,99.415,95.867,116.493,107.703,0.0,95.867,79.694,116.493,104.211,116.493,149.69,116.493,149.69,149.69,94.965,114.14,40.266,116.493,149.69,114.14,40.266,122.983,79.694,99.415,107.703,95.867,104.211,107.703,114.14,116.493,0.0
