,depot,INST0136_N12_W16_P000,INST0136_N12_W16_D000,INST0136_N12_W16_P001,INST0136_N12_W16_D001,INST0136_N12_W16_P002,INST0136_N12_W16_D002,INST0136_N12_W16_P003,INST0136_N12_W16_D003,INST0136_N12_W16_P004,INST0136_N12_W16_D004,INST0136_N12_W16_P005,INST0136_N12_W16_D005,INST0136_N12_W16_P006,INST0136_N12_W16_D006,INST0136_N12_W16_P007,INST0136_N12_W16_D007,INST0136_N12_W16_P008,INST0136_N12_W16_D008,INST0136_N12_W16_P009,INST0136_N12_W16_D009,INST0136_N12_W16_P010,INST0136_N12_W16_D010,INST0136_N12_W16_P011,INST0136_N12_W16_D011
INST0136_N12_W16_D004,180.319,168.582,201.301,168.582,176.253,168.582,163.588,149.638,0.0,133.358,0.0,163.588,168.582,133.358,168.582,149.638,176.253,149.638,201.301,219.073,187.182,168.582,201.301,163.588,187.182
INST0136_N12_W16_P005,17.238,23.331,127.423,23.331,61.567,23.331,0.0,20.56,163.588,36.679,163.588,0.0,23.331,36.679,23.331,20.56,61.567,20.56,127.423,57.051,110.354,23.331,127.423,0.0,110.354
INST0136_N12_W16_D005,22.951,0.0,150.679,0.0,84.648,0.0,23.331,20.02,168.582,35.228,168.582,23.331,0.0,35.228,0.0,20.02,84.648,20.02,150.679,64.294,133.671,0.0,150.679,23.331,133.671
INST0136_N12_W16_P006,50.317,35.228,147.866,35.228,86.82,35.228,36.679,17.435,133.358,0.0,133.358,36.679,35.228,0.0,35.228,17.435,86.82,17.435,147.866,92.961,129.907,35.228,147.866,36.679,129.907
INST0136_N12_W16_D006,22.951,0.0,150.679,0.0,84.648,0.0,23.331,20.02,168.582,35.228,168.582,23.331,0.0,35.228,0.0,20.02,84.648,20.02,150.679,64.294,133.671,0.0,150.679,23.331,133.671
INST0136_N12_W16_P007,32.905,20.02,141.804,20.02,77.687,20.02,20.56,0.0,149.638,17.435,149.638,20.56,20.02,17.435,20.02,0.0,77.687,0.0,141.804,75.699,124.166,20.02,141.804,20.56,124.166
INST0136_N12_W16_D007,67.612,84.648,66.284,84.648,0.0,84.648,61.567,77.687,176.253,86.82,176.253,61.567,84.648,86.82,84.648,77.687,0.0,77.687,66.284,70.587,50.015,84.648,66.284,61.567,50.015
INST0136_N12_W16_P008,32.905,20.02,141.804,20.02,77.687,20.02,20.56,0.0,149.638,17.435,149.638,20.56,20.02,17.435,20.02,0.0,77.687,0.0,141.804,75.699,124.166,20.02,141.804,20.56,124.166
INST0136_N12_W16_D008,133.769,150.679,0.0,150.679,66.284,150.679,127.423,141.804,201.301,147.866,201.301,127.423,150.679,147.866,150.679,141.804,66.284,141.804,0.0,128.123,18.026,150.679,0.0,127.423,18.026
INST0136_N12_W16_P009,43.046,64.294,128.123,64.294,70.587,64.294,57.051,75.699,219.073,92.961,219.073,57.051,64.294,92.961,64.294,75.699,70.587,75.699,128.123,0.0,115.643,64.294,128.123,57.051,115.643
INST0136_N12_W16_D009,117.595,133.671,18.026,133.671,50.015,133.671,110.354,124.166,187.182,129.907,187.182,110.354,133.671,129.907,133.671,124.166,50.015,124.166,18.026,115.643,0.0,133.671,18.026,110.354,0.0
INST0136_N12_W16_P010,22.951,0.0,150.679,0.0,84.648,0.0,23.331,20.02,168.582,35.228,168.582,23.331,0.0,35.228,0.0,20.02,84.648,20.02,150.679,64.294,133.671,0.0,150.679,23.331,133.671
INST0136_N12_W16_D010,133.769,150.679,0.0,150.679,66.284,150.679,127.423,141.804,201.301,147.866,201.301,127.423,150.679,147.866,150.679,141.804,66.284,141.804,0.0,128.123,18.026,150.679,0.0,127.423,18.026
INST0136_N12_W16_P011,17.238,23.331,127.423,23.331,61.567,23.331,0.0,20.56,163.588,36.679,163.588,0.0,23.331,36.679,23.331,20.56,61.567,20.56,127.423,57.051,110.354,23.331,127.423,0.0,110.354
INST0136_N12_W16_D011,117.595,133.671,18.026,133.671,50.015,133.671,110.354,124.166,187.182,129.907,187.182,110.354,133.671,129.907,133.671,124.166,50.015,124.166,18.026,115.643,0.0,133.671,18.026,110.354,0.0
