,depot,INST0281_N25_S11_P000,INST0281_N25_S11_D000,INST0281_N25_S11_P001,INST0281_N25_S11_D001,INST0281_N25_S11_P002,INST0281_N25_S11_D002,INST0281_N25_S11_P003,INST0281_N25_S11_D003,INST0281_N25_S11_P004,INST0281_N25_S11_D004,INST0281_N25_S11_P005,INST0281_N25_S11_D005,INST0281_N25_S11_P006,INST0281_N25_S11_D006,INST0281_N25_S11_P007,INST0281_N25_S11_D007,INST0281_N25_S11_P008,INST0281_N25_S11_D008,INST0281_N25_S11_P009,INST0281_N25_S11_D009,INST0281_N25_S11_P010,INST0281_N25_S11_D010,INST0281_N25_S11_P011,INST0281_N25_S11_D011,INST0281_N25_S11_P012,INST0281_N25_S11_D012,INST0281_N25_S11_P013,INST0281_N25_S11_D013,INST0281_N25_S11_P014,INST0281_N25_S11_D014,INST0281_N25_S11_P015,INST0281_N25_S11_D015,INST0281_N25_S11_P016,INST0281_N25_S11_D016,INST0281_N25_S11_P017,INST0281_N25_S11_D017,INST0281_N25_S11_P018,INST0281_N25_S11_D018,INST0281_N25_S11_P019,INST0281_N25_S11_D019,INST0281_N25_S11_P020,INST0281_N25_S11_D020,INST0281_N25_S11_P021,INST0281_N25_S11_D021,INST0281_N25_S11_P022,INST0281_N25_S11_D022,INST0281_N25_S11_P023,INST0281_N25_S11_D023,INST0281_N25_S11_P024,INST0281_N25_S11_D024
INST0281_N25_S11_D004,177.944,164.482,150.553,152.108,0.0,160.028,150.553,98.41,152.108,152.108,0.0,98.41,152.108,224.124,150.553,160.028,41.594,152.108,158.604,98.41,41.594,152.108,177.944,150.553,41.594,158.604,164.482,85.211,41.594,160.028,151.155,164.482,85.211,98.41,0.0,177.944,150.553,150.553,85.211,164.482,158.604,160.028,41.594,152.108,41.594,152.108,158.604,177.944,41.594,164.482,151.155
INST0281_N25_S11_P005,80.067,72.248,53.679,55.105,98.41,61.869,53.679,0.0,55.105,55.105,98.41,0.0,55.105,126.125,53.679,61.869,57.803,55.105,61.135,0.0,57.803,55.105,80.067,53.679,57.803,61.135,72.248,13.307,57.803,61.869,87.998,72.248,13.307,0.0,98.41,80.067,53.679,53.679,13.307,72.248,61.135,61.869,57.803,55.105,57.803,55.105,61.135,80.067,57.803,72.248,87.998
INST0281_N25_S11_D005,26.348,23.863,31.149,0.0,152.108,24.036,31.149,55.105,0.0,0.0,152.108,55.105,0.0,72.268,31.149,24.036,112.533,0.0,29.68,55.105,112.533,0.0,26.348,31.149,112.533,29.68,23.863,67.557,112.533,24.036,102.142,23.863,67.557,55.105,152.108,26.348,31.149,31.149,67.557,23.863,29.68,24.036,112.533,0.0,112.533,0.0,29.68,26.348,112.533,23.863,102.142
INST0281_N25_S11_P006,46.181,67.228,80.145,72.268,224.124,67.566,80.145,126.125,72.268,72.268,224.124,126.125,72.268,0.0,80.145,67.566,183.928,72.268,71.658,126.125,183.928,72.268,46.181,80.145,183.928,71.658,67.228,139.086,183.928,67.566,138.993,67.228,139.086,126.125,224.124,46.181,80.145,80.145,139.086,67.228,71.658,67.566,183.928,72.268,183.928,72.268,71.658,46.181,183.928,67.228,138.993
INST0281_N25_S11_D006,39.549,54.293,0.0,31.149,150.553,13.324,0.0,53.679,31.149,31.149,150.553,53.679,31.149,80.145,0.0,13.324,109.068,31.149,8.581,53.679,109.068,31.149,39.549,0.0,109.068,8.581,54.293,66.815,109.068,13.324,71.877,54.293,66.815,53.679,150.553,39.549,0.0,0.0,66.815,54.293,8.581,13.324,109.068,31.149,109.068,31.149,8.581,39.549,109.068,54.293,71.877
INST0281_N25_S11_P007,26.3,44.645,13.324,24.036,160.028,0.0,13.324,61.869,24.036,24.036,160.028,61.869,24.036,67.566,13.324,0.0,118.85,24.036,6.707,61.869,118.85,24.036,26.3,13.324,118.85,6.707,44.645,75.176,118.85,0.0,83.656,44.645,75.176,61.869,160.028,26.3,13.324,13.324,75.176,44.645,6.707,0.0,118.85,24.036,118.85,24.036,6.707,26.3,118.85,44.645,83.656
INST0281_N25_S11_D007,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P008,26.348,23.863,31.149,0.0,152.108,24.036,31.149,55.105,0.0,0.0,152.108,55.105,0.0,72.268,31.149,24.036,112.533,0.0,29.68,55.105,112.533,0.0,26.348,31.149,112.533,29.68,23.863,67.557,112.533,24.036,102.142,23.863,67.557,55.105,152.108,26.348,31.149,31.149,67.557,23.863,29.68,24.036,112.533,0.0,112.533,0.0,29.68,26.348,112.533,23.863,102.142
INST0281_N25_S11_D008,32.455,51.136,8.581,29.68,158.604,6.707,8.581,61.135,29.68,29.68,158.604,61.135,29.68,71.658,8.581,6.707,117.194,29.68,0.0,61.135,117.194,29.68,32.455,8.581,117.194,0.0,51.136,74.382,117.194,6.707,77.018,51.136,74.382,61.135,158.604,32.455,8.581,8.581,74.382,51.136,0.0,6.707,117.194,29.68,117.194,29.68,0.0,32.455,117.194,51.136,77.018
INST0281_N25_S11_P009,80.067,72.248,53.679,55.105,98.41,61.869,53.679,0.0,55.105,55.105,98.41,0.0,55.105,126.125,53.679,61.869,57.803,55.105,61.135,0.0,57.803,55.105,80.067,53.679,57.803,61.135,72.248,13.307,57.803,61.869,87.998,72.248,13.307,0.0,98.41,80.067,53.679,53.679,13.307,72.248,61.135,61.869,57.803,55.105,57.803,55.105,61.135,80.067,57.803,72.248,87.998
INST0281_N25_S11_D009,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P010,26.348,23.863,31.149,0.0,152.108,24.036,31.149,55.105,0.0,0.0,152.108,55.105,0.0,72.268,31.149,24.036,112.533,0.0,29.68,55.105,112.533,0.0,26.348,31.149,112.533,29.68,23.863,67.557,112.533,24.036,102.142,23.863,67.557,55.105,152.108,26.348,31.149,31.149,67.557,23.863,29.68,24.036,112.533,0.0,112.533,0.0,29.68,26.348,112.533,23.863,102.142
INST0281_N25_S11_D010,0.0,30.556,39.549,26.348,177.944,26.3,39.549,80.067,26.348,26.348,177.944,80.067,26.348,46.181,39.549,26.3,137.848,26.348,32.455,80.067,137.848,26.348,0.0,39.549,137.848,32.455,30.556,92.948,137.848,26.3,108.949,30.556,92.948,80.067,177.944,0.0,39.549,39.549,92.948,30.556,32.455,26.3,137.848,26.348,137.848,26.348,32.455,0.0,137.848,30.556,108.949
INST0281_N25_S11_P011,39.549,54.293,0.0,31.149,150.553,13.324,0.0,53.679,31.149,31.149,150.553,53.679,31.149,80.145,0.0,13.324,109.068,31.149,8.581,53.679,109.068,31.149,39.549,0.0,109.068,8.581,54.293,66.815,109.068,13.324,71.877,54.293,66.815,53.679,150.553,39.549,0.0,0.0,66.815,54.293,8.581,13.324,109.068,31.149,109.068,31.149,8.581,39.549,109.068,54.293,71.877
INST0281_N25_S11_D011,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P012,32.455,51.136,8.581,29.68,158.604,6.707,8.581,61.135,29.68,29.68,158.604,61.135,29.68,71.658,8.581,6.707,117.194,29.68,0.0,61.135,117.194,29.68,32.455,8.581,117.194,0.0,51.136,74.382,117.194,6.707,77.018,51.136,74.382,61.135,158.604,32.455,8.581,8.581,74.382,51.136,0.0,6.707,117.194,29.68,117.194,29.68,0.0,32.455,117.194,51.136,77.018
INST0281_N25_S11_D012,30.556,0.0,54.293,23.863,164.482,44.645,54.293,72.248,23.863,23.863,164.482,72.248,23.863,67.228,54.293,44.645,127.137,23.863,51.136,72.248,127.137,23.863,30.556,54.293,127.137,51.136,0.0,83.129,127.137,44.645,125.848,0.0,83.129,72.248,164.482,30.556,54.293,54.293,83.129,0.0,51.136,44.645,127.137,23.863,127.137,23.863,51.136,30.556,127.137,0.0,125.848
INST0281_N25_S11_P013,92.948,83.129,66.815,67.557,85.211,75.176,66.815,13.307,67.557,67.557,85.211,13.307,67.557,139.086,66.815,75.176,44.98,67.557,74.382,13.307,44.98,67.557,92.948,66.815,44.98,74.382,83.129,0.0,44.98,75.176,94.398,83.129,0.0,13.307,85.211,92.948,66.815,66.815,0.0,83.129,74.382,75.176,44.98,67.557,44.98,67.557,74.382,92.948,44.98,83.129,94.398
INST0281_N25_S11_D013,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P014,26.3,44.645,13.324,24.036,160.028,0.0,13.324,61.869,24.036,24.036,160.028,61.869,24.036,67.566,13.324,0.0,118.85,24.036,6.707,61.869,118.85,24.036,26.3,13.324,118.85,6.707,44.645,75.176,118.85,0.0,83.656,44.645,75.176,61.869,160.028,26.3,13.324,13.324,75.176,44.645,6.707,0.0,118.85,24.036,118.85,24.036,6.707,26.3,118.85,44.645,83.656
INST0281_N25_S11_D014,108.949,125.848,71.877,102.142,151.155,83.656,71.877,87.998,102.142,102.142,151.155,87.998,102.142,138.993,71.877,83.656,114.428,102.142,77.018,87.998,114.428,102.142,108.949,71.877,114.428,77.018,125.848,94.398,114.428,83.656,0.0,125.848,94.398,87.998,151.155,108.949,71.877,71.877,94.398,125.848,77.018,83.656,114.428,102.142,114.428,102.142,77.018,108.949,114.428,125.848,0.0
INST0281_N25_S11_P015,30.556,0.0,54.293,23.863,164.482,44.645,54.293,72.248,23.863,23.863,164.482,72.248,23.863,67.228,54.293,44.645,127.137,23.863,51.136,72.248,127.137,23.863,30.556,54.293,127.137,51.136,0.0,83.129,127.137,44.645,125.848,0.0,83.129,72.248,164.482,30.556,54.293,54.293,83.129,0.0,51.136,44.645,127.137,23.863,127.137,23.863,51.136,30.556,127.137,0.0,125.848
INST0281_N25_S11_D015,92.948,83.129,66.815,67.557,85.211,75.176,66.815,13.307,67.557,67.557,85.211,13.307,67.557,139.086,66.815,75.176,44.98,67.557,74.382,13.307,44.98,67.557,92.948,66.815,44.98,74.382,83.129,0.0,44.98,75.176,94.398,83.129,0.0,13.307,85.211,92.948,66.815,66.815,0.0,83.129,74.382,75.176,44.98,67.557,44.98,67.557,74.382,92.948,44.98,83.129,94.398
INST0281_N25_S11_P016,80.067,72.248,53.679,55.105,98.41,61.869,53.679,0.0,55.105,55.105,98.41,0.0,55.105,126.125,53.679,61.869,57.803,55.105,61.135,0.0,57.803,55.105,80.067,53.679,57.803,61.135,72.248,13.307,57.803,61.869,87.998,72.248,13.307,0.0,98.41,80.067,53.679,53.679,13.307,72.248,61.135,61.869,57.803,55.105,57.803,55.105,61.135,80.067,57.803,72.248,87.998
INST0281_N25_S11_D016,177.944,164.482,150.553,152.108,0.0,160.028,150.553,98.41,152.108,152.108,0.0,98.41,152.108,224.124,150.553,160.028,41.594,152.108,158.604,98.41,41.594,152.108,177.944,150.553,41.594,158.604,164.482,85.211,41.594,160.028,151.155,164.482,85.211,98.41,0.0,177.944,150.553,150.553,85.211,164.482,158.604,160.028,41.594,152.108,41.594,152.108,158.604,177.944,41.594,164.482,151.155
INST0281_N25_S11_P017,0.0,30.556,39.549,26.348,177.944,26.3,39.549,80.067,26.348,26.348,177.944,80.067,26.348,46.181,39.549,26.3,137.848,26.348,32.455,80.067,137.848,26.348,0.0,39.549,137.848,32.455,30.556,92.948,137.848,26.3,108.949,30.556,92.948,80.067,177.944,0.0,39.549,39.549,92.948,30.556,32.455,26.3,137.848,26.348,137.848,26.348,32.455,0.0,137.848,30.556,108.949
INST0281_N25_S11_D017,39.549,54.293,0.0,31.149,150.553,13.324,0.0,53.679,31.149,31.149,150.553,53.679,31.149,80.145,0.0,13.324,109.068,31.149,8.581,53.679,109.068,31.149,39.549,0.0,109.068,8.581,54.293,66.815,109.068,13.324,71.877,54.293,66.815,53.679,150.553,39.549,0.0,0.0,66.815,54.293,8.581,13.324,109.068,31.149,109.068,31.149,8.581,39.549,109.068,54.293,71.877
INST0281_N25_S11_P018,39.549,54.293,0.0,31.149,150.553,13.324,0.0,53.679,31.149,31.149,150.553,53.679,31.149,80.145,0.0,13.324,109.068,31.149,8.581,53.679,109.068,31.149,39.549,0.0,109.068,8.581,54.293,66.815,109.068,13.324,71.877,54.293,66.815,53.679,150.553,39.549,0.0,0.0,66.815,54.293,8.581,13.324,109.068,31.149,109.068,31.149,8.581,39.549,109.068,54.293,71.877
INST0281_N25_S11_D018,92.948,83.129,66.815,67.557,85.211,75.176,66.815,13.307,67.557,67.557,85.211,13.307,67.557,139.086,66.815,75.176,44.98,67.557,74.382,13.307,44.98,67.557,92.948,66.815,44.98,74.382,83.129,0.0,44.98,75.176,94.398,83.129,0.0,13.307,85.211,92.948,66.815,66.815,0.0,83.129,74.382,75.176,44.98,67.557,44.98,67.557,74.382,92.948,44.98,83.129,94.398
INST0281_N25_S11_P019,30.556,0.0,54.293,23.863,164.482,44.645,54.293,72.248,23.863,23.863,164.482,72.248,23.863,67.228,54.293,44.645,127.137,23.863,51.136,72.248,127.137,23.863,30.556,54.293,127.137,51.136,0.0,83.129,127.137,44.645,125.848,0.0,83.129,72.248,164.482,30.556,54.293,54.293,83.129,0.0,51.136,44.645,127.137,23.863,127.137,23.863,51.136,30.556,127.137,0.0,125.848
INST0281_N25_S11_D019,32.455,51.136,8.581,29.68,158.604,6.707,8.581,61.135,29.68,29.68,158.604,61.135,29.68,71.658,8.581,6.707,117.194,29.68,0.0,61.135,117.194,29.68,32.455,8.581,117.194,0.0,51.136,74.382,117.194,6.707,77.018,51.136,74.382,61.135,158.604,32.455,8.581,8.581,74.382,51.136,0.0,6.707,117.194,29.68,117.194,29.68,0.0,32.455,117.194,51.136,77.018
INST0281_N25_S11_P020,26.3,44.645,13.324,24.036,160.028,0.0,13.324,61.869,24.036,24.036,160.028,61.869,24.036,67.566,13.324,0.0,118.85,24.036,6.707,61.869,118.85,24.036,26.3,13.324,118.85,6.707,44.645,75.176,118.85,0.0,83.656,44.645,75.176,61.869,160.028,26.3,13.324,13.324,75.176,44.645,6.707,0.0,118.85,24.036,118.85,24.036,6.707,26.3,118.85,44.645,83.656
INST0281_N25_S11_D020,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P021,26.348,23.863,31.149,0.0,152.108,24.036,31.149,55.105,0.0,0.0,152.108,55.105,0.0,72.268,31.149,24.036,112.533,0.0,29.68,55.105,112.533,0.0,26.348,31.149,112.533,29.68,23.863,67.557,112.533,24.036,102.142,23.863,67.557,55.105,152.108,26.348,31.149,31.149,67.557,23.863,29.68,24.036,112.533,0.0,112.533,0.0,29.68,26.348,112.533,23.863,102.142
INST0281_N25_S11_D021,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P022,26.348,23.863,31.149,0.0,152.108,24.036,31.149,55.105,0.0,0.0,152.108,55.105,0.0,72.268,31.149,24.036,112.533,0.0,29.68,55.105,112.533,0.0,26.348,31.149,112.533,29.68,23.863,67.557,112.533,24.036,102.142,23.863,67.557,55.105,152.108,26.348,31.149,31.149,67.557,23.863,29.68,24.036,112.533,0.0,112.533,0.0,29.68,26.348,112.533,23.863,102.142
INST0281_N25_S11_D022,32.455,51.136,8.581,29.68,158.604,6.707,8.581,61.135,29.68,29.68,158.604,61.135,29.68,71.658,8.581,6.707,117.194,29.68,0.0,61.135,117.194,29.68,32.455,8.581,117.194,0.0,51.136,74.382,117.194,6.707,77.018,51.136,74.382,61.135,158.604,32.455,8.581,8.581,74.382,51.136,0.0,6.707,117.194,29.68,117.194,29.68,0.0,32.455,117.194,51.136,77.018
INST0281_N25_S11_P023,0.0,30.556,39.549,26.348,177.944,26.3,39.549,80.067,26.348,26.348,177.944,80.067,26.348,46.181,39.549,26.3,137.848,26.348,32.455,80.067,137.848,26.348,0.0,39.549,137.848,32.455,30.556,92.948,137.848,26.3,108.949,30.556,92.948,80.067,177.944,0.0,39.549,39.549,92.948,30.556,32.455,26.3,137.848,26.348,137.848,26.348,32.455,0.0,137.848,30.556,108.949
INST0281_N25_S11_D023,137.848,127.137,109.068,112.533,41.594,118.85,109.068,57.803,112.533,112.533,41.594,57.803,112.533,183.928,109.068,118.85,0.0,112.533,117.194,57.803,0.0,112.533,137.848,109.068,0.0,117.194,127.137,44.98,0.0,118.85,114.428,127.137,44.98,57.803,41.594,137.848,109.068,109.068,44.98,127.137,117.194,118.85,0.0,112.533,0.0,112.533,117.194,137.848,0.0,127.137,114.428
INST0281_N25_S11_P024,30.556,0.0,54.293,23.863,164.482,44.645,54.293,72.248,23.863,23.863,164.482,72.248,23.863,67.228,54.293,44.645,127.137,23.863,51.136,72.248,127.137,23.863,30.556,54.293,127.137,51.136,0.0,83.129,127.137,44.645,125.848,0.0,83.129,72.248,164.482,30.556,54.293,54.293,83.129,0.0,51.136,44.645,127.137,23.863,127.137,23.863,51.136,30.556,127.137,0.0,125.848
INST0281_N25_S11_D024,108.949,125.848,71.877,102.142,151.155,83.656,71.877,87.998,102.142,102.142,151.155,87.998,102.142,138.993,71.877,83.656,114.428,102.142,77.018,87.998,114.428,102.142,108.949,71.877,114.428,77.018,125.848,94.398,114.428,83.656,0.0,125.848,94.398,87.998,151.155,108.949,71.877,71.877,94.398,125.848,77.018,83.656,114.428,102.142,114.428,102.142,77.018,108.949,114.428,125.848,0.0
