,depot,INST0181_N18_W01_P000,INST0181_N18_W01_D000,INST0181_N18_W01_P001,INST0181_N18_W01_D001,INST0181_N18_W01_P002,INST0181_N18_W01_D002,INST0181_N18_W01_P003,INST0181_N18_W01_D003,INST0181_N18_W01_P004,INST0181_N18_W01_D004,INST0181_N18_W01_P005,INST0181_N18_W01_D005,INST0181_N18_W01_P006,INST0181_N18_W01_D006,INST0181_N18_W01_P007,INST0181_N18_W01_D007,INST0181_N18_W01_P008,INST0181_N18_W01_D008,INST0181_N18_W01_P009,INST0181_N18_W01_D009,INST0181_N18_W01_P010,INST0181_N18_W01_D010,INST0181_N18_W01_P011,INST0181_N18_W01_D011,INST0181_N18_W01_P012,INST0181_N18_W01_D012,INST0181_N18_W01_P013,INST0181_N18_W01_D013,INST0181_N18_W01_P014,INST0181_N18_W01_D014,INST0181_N18_W01_P015,INST0181_N18_W01_D015,INST0181_N18_W01_P016,INST0181_N18_W01_D016,INST0181_N18_W01_P017,INST0181_N18_W01_D017
INST0181_N18_W01_D004,41.349,43.952,130.013,22.455,55.918,50.611,58.923,58.923,57.687,50.611,0.0,43.952,71.944,51.842,22.455,32.833,43.952,22.455,50.611,55.918,50.611,50.611,0.0,50.611,71.944,22.455,58.923,22.455,55.918,0.0,20.342,43.952,58.923,51.842,58.923,51.842,55.918
INST0181_N18_W01_P005,26.872,0.0,122.204,24.4,61.821,14.239,16.399,16.399,101.402,14.239,43.952,0.0,115.807,16.35,24.4,16.791,0.0,24.4,14.239,61.821,14.239,14.239,43.952,14.239,115.807,24.4,16.399,24.4,61.821,43.952,63.444,0.0,16.399,16.35,16.399,16.35,61.821
INST0181_N18_W01_D005,109.245,115.807,164.396,93.687,104.634,120.757,130.825,130.825,14.722,120.757,71.944,115.807,0.0,123.055,93.687,104.062,115.807,93.687,120.757,104.634,120.757,120.757,71.944,120.757,0.0,93.687,130.825,93.687,104.634,71.944,54.132,115.807,130.825,123.055,130.825,123.055,104.634
INST0181_N18_W01_P006,18.744,16.35,137.675,29.48,52.507,28.769,11.735,11.735,109.164,28.769,51.842,16.35,123.055,0.0,29.48,19.054,16.35,29.48,28.769,52.507,28.769,28.769,51.842,28.769,123.055,29.48,11.735,29.48,52.507,51.842,69.129,16.35,11.735,0.0,11.735,0.0,52.507
INST0181_N18_W01_D006,20.581,24.4,132.406,0.0,46.518,35.196,37.477,37.477,79.708,35.196,22.455,24.4,93.687,29.48,0.0,10.426,24.4,0.0,35.196,46.518,35.196,35.196,22.455,35.196,93.687,0.0,37.477,0.0,46.518,22.455,40.063,24.4,37.477,29.48,37.477,29.48,46.518
INST0181_N18_W01_P007,14.077,16.791,133.597,10.426,46.592,29.954,27.544,27.544,90.122,29.954,32.833,16.791,104.062,19.054,10.426,0.0,16.791,10.426,29.954,46.592,29.954,29.954,32.833,29.954,104.062,10.426,27.544,10.426,46.592,32.833,50.28,16.791,27.544,19.054,27.544,19.054,46.592
INST0181_N18_W01_D007,26.872,0.0,122.204,24.4,61.821,14.239,16.399,16.399,101.402,14.239,43.952,0.0,115.807,16.35,24.4,16.791,0.0,24.4,14.239,61.821,14.239,14.239,43.952,14.239,115.807,24.4,16.399,24.4,61.821,43.952,63.444,0.0,16.399,16.35,16.399,16.35,61.821
INST0181_N18_W01_P008,20.581,24.4,132.406,0.0,46.518,35.196,37.477,37.477,79.708,35.196,22.455,24.4,93.687,29.48,0.0,10.426,24.4,0.0,35.196,46.518,35.196,35.196,22.455,35.196,93.687,0.0,37.477,0.0,46.518,22.455,40.063,24.4,37.477,29.48,37.477,29.48,46.518
INST0181_N18_W01_D008,41.092,14.239,108.909,35.196,75.918,0.0,23.199,23.199,106.091,0.0,50.611,14.239,120.757,28.769,35.196,29.954,14.239,35.196,0.0,75.918,0.0,0.0,50.611,0.0,120.757,35.196,23.199,35.196,75.918,50.611,70.903,14.239,23.199,28.769,23.199,28.769,75.918
INST0181_N18_W01_P009,35.155,61.821,178.909,46.518,0.0,75.918,64.172,64.172,94.442,75.918,55.918,61.821,104.634,52.507,46.518,46.592,61.821,46.518,75.918,0.0,75.918,75.918,55.918,75.918,104.634,46.518,64.172,46.518,0.0,55.918,57.646,61.821,64.172,52.507,64.172,52.507,0.0
INST0181_N18_W01_D009,41.092,14.239,108.909,35.196,75.918,0.0,23.199,23.199,106.091,0.0,50.611,14.239,120.757,28.769,35.196,29.954,14.239,35.196,0.0,75.918,0.0,0.0,50.611,0.0,120.757,35.196,23.199,35.196,75.918,50.611,70.903,14.239,23.199,28.769,23.199,28.769,75.918
INST0181_N18_W01_P010,41.092,14.239,108.909,35.196,75.918,0.0,23.199,23.199,106.091,0.0,50.611,14.239,120.757,28.769,35.196,29.954,14.239,35.196,0.0,75.918,0.0,0.0,50.611,0.0,120.757,35.196,23.199,35.196,75.918,50.611,70.903,14.239,23.199,28.769,23.199,28.769,75.918
INST0181_N18_W01_D010,41.349,43.952,130.013,22.455,55.918,50.611,58.923,58.923,57.687,50.611,0.0,43.952,71.944,51.842,22.455,32.833,43.952,22.455,50.611,55.918,50.611,50.611,0.0,50.611,71.944,22.455,58.923,22.455,55.918,0.0,20.342,43.952,58.923,51.842,58.923,51.842,55.918
INST0181_N18_W01_P011,41.092,14.239,108.909,35.196,75.918,0.0,23.199,23.199,106.091,0.0,50.611,14.239,120.757,28.769,35.196,29.954,14.239,35.196,0.0,75.918,0.0,0.0,50.611,0.0,120.757,35.196,23.199,35.196,75.918,50.611,70.903,14.239,23.199,28.769,23.199,28.769,75.918
INST0181_N18_W01_D011,109.245,115.807,164.396,93.687,104.634,120.757,130.825,130.825,14.722,120.757,71.944,115.807,0.0,123.055,93.687,104.062,115.807,93.687,120.757,104.634,120.757,120.757,71.944,120.757,0.0,93.687,130.825,93.687,104.634,71.944,54.132,115.807,130.825,123.055,130.825,123.055,104.634
INST0181_N18_W01_P012,20.581,24.4,132.406,0.0,46.518,35.196,37.477,37.477,79.708,35.196,22.455,24.4,93.687,29.48,0.0,10.426,24.4,0.0,35.196,46.518,35.196,35.196,22.455,35.196,93.687,0.0,37.477,0.0,46.518,22.455,40.063,24.4,37.477,29.48,37.477,29.48,46.518
INST0181_N18_W01_D012,30.344,16.399,130.691,37.477,64.172,23.199,0.0,0.0,116.61,23.199,58.923,16.399,130.825,11.735,37.477,27.544,16.399,37.477,23.199,64.172,23.199,23.199,58.923,23.199,130.825,37.477,0.0,37.477,64.172,58.923,77.525,16.399,0.0,11.735,0.0,11.735,64.172
INST0181_N18_W01_P013,20.581,24.4,132.406,0.0,46.518,35.196,37.477,37.477,79.708,35.196,22.455,24.4,93.687,29.48,0.0,10.426,24.4,0.0,35.196,46.518,35.196,35.196,22.455,35.196,93.687,0.0,37.477,0.0,46.518,22.455,40.063,24.4,37.477,29.48,37.477,29.48,46.518
INST0181_N18_W01_D013,35.155,61.821,178.909,46.518,0.0,75.918,64.172,64.172,94.442,75.918,55.918,61.821,104.634,52.507,46.518,46.592,61.821,46.518,75.918,0.0,75.918,75.918,55.918,75.918,104.634,46.518,64.172,46.518,0.0,55.918,57.646,61.821,64.172,52.507,64.172,52.507,0.0
INST0181_N18_W01_P014,41.349,43.952,130.013,22.455,55.918,50.611,58.923,58.923,57.687,50.611,0.0,43.952,71.944,51.842,22.455,32.833,43.952,22.455,50.611,55.918,50.611,50.611,0.0,50.611,71.944,22.455,58.923,22.455,55.918,0.0,20.342,43.952,58.923,51.842,58.923,51.842,55.918
INST0181_N18_W01_D014,55.217,63.444,143.94,40.063,57.646,70.903,77.525,77.525,40.846,70.903,20.342,63.444,54.132,69.129,40.063,50.28,63.444,40.063,70.903,57.646,70.903,70.903,20.342,70.903,54.132,40.063,77.525,40.063,57.646,20.342,0.0,63.444,77.525,69.129,77.525,69.129,57.646
INST0181_N18_W01_P015,26.872,0.0,122.204,24.4,61.821,14.239,16.399,16.399,101.402,14.239,43.952,0.0,115.807,16.35,24.4,16.791,0.0,24.4,14.239,61.821,14.239,14.239,43.952,14.239,115.807,24.4,16.399,24.4,61.821,43.952,63.444,0.0,16.399,16.35,16.399,16.35,61.821
INST0181_N18_W01_D015,30.344,16.399,130.691,37.477,64.172,23.199,0.0,0.0,116.61,23.199,58.923,16.399,130.825,11.735,37.477,27.544,16.399,37.477,23.199,64.172,23.199,23.199,58.923,23.199,130.825,37.477,0.0,37.477,64.172,58.923,77.525,16.399,0.0,11.735,0.0,11.735,64.172
INST0181_N18_W01_P016,18.744,16.35,137.675,29.48,52.507,28.769,11.735,11.735,109.164,28.769,51.842,16.35,123.055,0.0,29.48,19.054,16.35,29.48,28.769,52.507,28.769,28.769,51.842,28.769,123.055,29.48,11.735,29.48,52.507,51.842,69.129,16.35,11.735,0.0,11.735,0.0,52.507
INST0181_N18_W01_D016,30.344,16.399,130.691,37.477,64.172,23.199,0.0,0.0,116.61,23.199,58.923,16.399,130.825,11.735,37.477,27.544,16.399,37.477,23.199,64.172,23.199,23.199,58.923,23.199,130.825,37.477,0.0,37.477,64.172,58.923,77.525,16.399,0.0,11.735,0.0,11.735,64.172
INST0181_N18_W01_P017,18.744,16.35,137.675,29.48,52.507,28.769,11.735,11.735,109.164,28.769,51.842,16.35,123.055,0.0,29.48,19.054,16.35,29.48,28.769,52.507,28.769,28.769,51.842,28.769,123.055,29.48,11.735,29.48,52.507,51.842,69.129,16.35,11.735,0.0,11.735,0.0,52.507
INST0181_N18_W01_D017,35.155,61.821,178.909,46.518,0.0,75.918,64.172,64.172,94.442,75.918,55.918,61.821,104.634,52.507,46.518,46.592,61.821,46.518,75.918,0.0,75.918,75.918,55.918,75.918,104.634,46.518,64.172,46.518,0.0,55.918,57.646,61.821,64.172,52.507,64.172,52.507,0.0
