,depot,INST0260_N22_S20_P000,INST0260_N22_S20_D000,INST0260_N22_S20_P001,INST0260_N22_S20_D001,INST0260_N22_S20_P002,INST0260_N22_S20_D002,INST0260_N22_S20_P003,INST0260_N22_S20_D003,INST0260_N22_S20_P004,INST0260_N22_S20_D004,INST0260_N22_S20_P005,INST0260_N22_S20_D005,INST0260_N22_S20_P006,INST0260_N22_S20_D006,INST0260_N22_S20_P007,INST0260_N22_S20_D007,INST0260_N22_S20_P008,INST0260_N22_S20_D008,INST0260_N22_S20_P009,INST0260_N22_S20_D009,INST0260_N22_S20_P010,INST0260_N22_S20_D010,INST0260_N22_S20_P011,INST0260_N22_S20_D011,INST0260_N22_S20_P012,INST0260_N22_S20_D012,INST0260_N22_S20_P013,INST0260_N22_S20_D013,INST0260_N22_S20_P014,INST0260_N22_S20_D014,INST0260_N22_S20_P015,INST0260_N22_S20_D015,INST0260_N22_S20_P016,INST0260_N22_S20_D016,INST0260_N22_S20_P017,INST0260_N22_S20_D017,INST0260_N22_S20_P018,INST0260_N22_S20_D018,INST0260_N22_S20_P019,INST0260_N22_S20_D019,INST0260_N22_S20_P020,INST0260_N22_S20_D020,INST0260_N22_S20_P021,INST0260_N22_S20_D021
INST0260_N22_S20_D004,0.0,13.324,83.656,26.3,13.324,0.0,24.036,24.036,75.176,24.036,0.0,67.566,0.0,75.176,61.869,44.645,75.176,61.869,6.707,44.645,13.324,75.176,24.036,67.566,24.036,24.036,61.869,26.3,13.324,83.656,0.0,26.3,75.176,61.869,6.707,61.869,26.3,0.0,13.324,24.036,44.645,61.869,83.656,26.3,6.707
INST0260_N22_S20_P005,67.566,80.145,138.993,46.181,80.145,67.566,72.268,72.268,139.086,72.268,67.566,0.0,67.566,139.086,126.125,67.228,139.086,126.125,71.658,67.228,80.145,139.086,72.268,0.0,72.268,72.268,126.125,46.181,80.145,138.993,67.566,46.181,139.086,126.125,71.658,126.125,46.181,67.566,80.145,72.268,67.228,126.125,138.993,46.181,71.658
INST0260_N22_S20_D005,0.0,13.324,83.656,26.3,13.324,0.0,24.036,24.036,75.176,24.036,0.0,67.566,0.0,75.176,61.869,44.645,75.176,61.869,6.707,44.645,13.324,75.176,24.036,67.566,24.036,24.036,61.869,26.3,13.324,83.656,0.0,26.3,75.176,61.869,6.707,61.869,26.3,0.0,13.324,24.036,44.645,61.869,83.656,26.3,6.707
INST0260_N22_S20_P006,75.176,66.815,94.398,92.948,66.815,75.176,67.557,67.557,0.0,67.557,75.176,139.086,75.176,0.0,13.307,83.129,0.0,13.307,74.382,83.129,66.815,0.0,67.557,139.086,67.557,67.557,13.307,92.948,66.815,94.398,75.176,92.948,0.0,13.307,74.382,13.307,92.948,75.176,66.815,67.557,83.129,13.307,94.398,92.948,74.382
INST0260_N22_S20_D006,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_P007,44.645,54.293,125.848,30.556,54.293,44.645,23.863,23.863,83.129,23.863,44.645,67.228,44.645,83.129,72.248,0.0,83.129,72.248,51.136,0.0,54.293,83.129,23.863,67.228,23.863,23.863,72.248,30.556,54.293,125.848,44.645,30.556,83.129,72.248,51.136,72.248,30.556,44.645,54.293,23.863,0.0,72.248,125.848,30.556,51.136
INST0260_N22_S20_D007,75.176,66.815,94.398,92.948,66.815,75.176,67.557,67.557,0.0,67.557,75.176,139.086,75.176,0.0,13.307,83.129,0.0,13.307,74.382,83.129,66.815,0.0,67.557,139.086,67.557,67.557,13.307,92.948,66.815,94.398,75.176,92.948,0.0,13.307,74.382,13.307,92.948,75.176,66.815,67.557,83.129,13.307,94.398,92.948,74.382
INST0260_N22_S20_P008,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_D008,6.707,8.581,77.018,32.455,8.581,6.707,29.68,29.68,74.382,29.68,6.707,71.658,6.707,74.382,61.135,51.136,74.382,61.135,0.0,51.136,8.581,74.382,29.68,71.658,29.68,29.68,61.135,32.455,8.581,77.018,6.707,32.455,74.382,61.135,0.0,61.135,32.455,6.707,8.581,29.68,51.136,61.135,77.018,32.455,0.0
INST0260_N22_S20_P009,44.645,54.293,125.848,30.556,54.293,44.645,23.863,23.863,83.129,23.863,44.645,67.228,44.645,83.129,72.248,0.0,83.129,72.248,51.136,0.0,54.293,83.129,23.863,67.228,23.863,23.863,72.248,30.556,54.293,125.848,44.645,30.556,83.129,72.248,51.136,72.248,30.556,44.645,54.293,23.863,0.0,72.248,125.848,30.556,51.136
INST0260_N22_S20_D009,13.324,0.0,71.877,39.549,0.0,13.324,31.149,31.149,66.815,31.149,13.324,80.145,13.324,66.815,53.679,54.293,66.815,53.679,8.581,54.293,0.0,66.815,31.149,80.145,31.149,31.149,53.679,39.549,0.0,71.877,13.324,39.549,66.815,53.679,8.581,53.679,39.549,13.324,0.0,31.149,54.293,53.679,71.877,39.549,8.581
INST0260_N22_S20_P010,75.176,66.815,94.398,92.948,66.815,75.176,67.557,67.557,0.0,67.557,75.176,139.086,75.176,0.0,13.307,83.129,0.0,13.307,74.382,83.129,66.815,0.0,67.557,139.086,67.557,67.557,13.307,92.948,66.815,94.398,75.176,92.948,0.0,13.307,74.382,13.307,92.948,75.176,66.815,67.557,83.129,13.307,94.398,92.948,74.382
INST0260_N22_S20_D010,24.036,31.149,102.142,26.348,31.149,24.036,0.0,0.0,67.557,0.0,24.036,72.268,24.036,67.557,55.105,23.863,67.557,55.105,29.68,23.863,31.149,67.557,0.0,72.268,0.0,0.0,55.105,26.348,31.149,102.142,24.036,26.348,67.557,55.105,29.68,55.105,26.348,24.036,31.149,0.0,23.863,55.105,102.142,26.348,29.68
INST0260_N22_S20_P011,67.566,80.145,138.993,46.181,80.145,67.566,72.268,72.268,139.086,72.268,67.566,0.0,67.566,139.086,126.125,67.228,139.086,126.125,71.658,67.228,80.145,139.086,72.268,0.0,72.268,72.268,126.125,46.181,80.145,138.993,67.566,46.181,139.086,126.125,71.658,126.125,46.181,67.566,80.145,72.268,67.228,126.125,138.993,46.181,71.658
INST0260_N22_S20_D011,24.036,31.149,102.142,26.348,31.149,24.036,0.0,0.0,67.557,0.0,24.036,72.268,24.036,67.557,55.105,23.863,67.557,55.105,29.68,23.863,31.149,67.557,0.0,72.268,0.0,0.0,55.105,26.348,31.149,102.142,24.036,26.348,67.557,55.105,29.68,55.105,26.348,24.036,31.149,0.0,23.863,55.105,102.142,26.348,29.68
INST0260_N22_S20_P012,24.036,31.149,102.142,26.348,31.149,24.036,0.0,0.0,67.557,0.0,24.036,72.268,24.036,67.557,55.105,23.863,67.557,55.105,29.68,23.863,31.149,67.557,0.0,72.268,0.0,0.0,55.105,26.348,31.149,102.142,24.036,26.348,67.557,55.105,29.68,55.105,26.348,24.036,31.149,0.0,23.863,55.105,102.142,26.348,29.68
INST0260_N22_S20_D012,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_P013,26.3,39.549,108.949,0.0,39.549,26.3,26.348,26.348,92.948,26.348,26.3,46.181,26.3,92.948,80.067,30.556,92.948,80.067,32.455,30.556,39.549,92.948,26.348,46.181,26.348,26.348,80.067,0.0,39.549,108.949,26.3,0.0,92.948,80.067,32.455,80.067,0.0,26.3,39.549,26.348,30.556,80.067,108.949,0.0,32.455
INST0260_N22_S20_D013,13.324,0.0,71.877,39.549,0.0,13.324,31.149,31.149,66.815,31.149,13.324,80.145,13.324,66.815,53.679,54.293,66.815,53.679,8.581,54.293,0.0,66.815,31.149,80.145,31.149,31.149,53.679,39.549,0.0,71.877,13.324,39.549,66.815,53.679,8.581,53.679,39.549,13.324,0.0,31.149,54.293,53.679,71.877,39.549,8.581
INST0260_N22_S20_P014,83.656,71.877,0.0,108.949,71.877,83.656,102.142,102.142,94.398,102.142,83.656,138.993,83.656,94.398,87.998,125.848,94.398,87.998,77.018,125.848,71.877,94.398,102.142,138.993,102.142,102.142,87.998,108.949,71.877,0.0,83.656,108.949,94.398,87.998,77.018,87.998,108.949,83.656,71.877,102.142,125.848,87.998,0.0,108.949,77.018
INST0260_N22_S20_D014,0.0,13.324,83.656,26.3,13.324,0.0,24.036,24.036,75.176,24.036,0.0,67.566,0.0,75.176,61.869,44.645,75.176,61.869,6.707,44.645,13.324,75.176,24.036,67.566,24.036,24.036,61.869,26.3,13.324,83.656,0.0,26.3,75.176,61.869,6.707,61.869,26.3,0.0,13.324,24.036,44.645,61.869,83.656,26.3,6.707
INST0260_N22_S20_P015,26.3,39.549,108.949,0.0,39.549,26.3,26.348,26.348,92.948,26.348,26.3,46.181,26.3,92.948,80.067,30.556,92.948,80.067,32.455,30.556,39.549,92.948,26.348,46.181,26.348,26.348,80.067,0.0,39.549,108.949,26.3,0.0,92.948,80.067,32.455,80.067,0.0,26.3,39.549,26.348,30.556,80.067,108.949,0.0,32.455
INST0260_N22_S20_D015,75.176,66.815,94.398,92.948,66.815,75.176,67.557,67.557,0.0,67.557,75.176,139.086,75.176,0.0,13.307,83.129,0.0,13.307,74.382,83.129,66.815,0.0,67.557,139.086,67.557,67.557,13.307,92.948,66.815,94.398,75.176,92.948,0.0,13.307,74.382,13.307,92.948,75.176,66.815,67.557,83.129,13.307,94.398,92.948,74.382
INST0260_N22_S20_P016,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_D016,6.707,8.581,77.018,32.455,8.581,6.707,29.68,29.68,74.382,29.68,6.707,71.658,6.707,74.382,61.135,51.136,74.382,61.135,0.0,51.136,8.581,74.382,29.68,71.658,29.68,29.68,61.135,32.455,8.581,77.018,6.707,32.455,74.382,61.135,0.0,61.135,32.455,6.707,8.581,29.68,51.136,61.135,77.018,32.455,0.0
INST0260_N22_S20_P017,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_D017,26.3,39.549,108.949,0.0,39.549,26.3,26.348,26.348,92.948,26.348,26.3,46.181,26.3,92.948,80.067,30.556,92.948,80.067,32.455,30.556,39.549,92.948,26.348,46.181,26.348,26.348,80.067,0.0,39.549,108.949,26.3,0.0,92.948,80.067,32.455,80.067,0.0,26.3,39.549,26.348,30.556,80.067,108.949,0.0,32.455
INST0260_N22_S20_P018,0.0,13.324,83.656,26.3,13.324,0.0,24.036,24.036,75.176,24.036,0.0,67.566,0.0,75.176,61.869,44.645,75.176,61.869,6.707,44.645,13.324,75.176,24.036,67.566,24.036,24.036,61.869,26.3,13.324,83.656,0.0,26.3,75.176,61.869,6.707,61.869,26.3,0.0,13.324,24.036,44.645,61.869,83.656,26.3,6.707
INST0260_N22_S20_D018,13.324,0.0,71.877,39.549,0.0,13.324,31.149,31.149,66.815,31.149,13.324,80.145,13.324,66.815,53.679,54.293,66.815,53.679,8.581,54.293,0.0,66.815,31.149,80.145,31.149,31.149,53.679,39.549,0.0,71.877,13.324,39.549,66.815,53.679,8.581,53.679,39.549,13.324,0.0,31.149,54.293,53.679,71.877,39.549,8.581
INST0260_N22_S20_P019,24.036,31.149,102.142,26.348,31.149,24.036,0.0,0.0,67.557,0.0,24.036,72.268,24.036,67.557,55.105,23.863,67.557,55.105,29.68,23.863,31.149,67.557,0.0,72.268,0.0,0.0,55.105,26.348,31.149,102.142,24.036,26.348,67.557,55.105,29.68,55.105,26.348,24.036,31.149,0.0,23.863,55.105,102.142,26.348,29.68
INST0260_N22_S20_D019,44.645,54.293,125.848,30.556,54.293,44.645,23.863,23.863,83.129,23.863,44.645,67.228,44.645,83.129,72.248,0.0,83.129,72.248,51.136,0.0,54.293,83.129,23.863,67.228,23.863,23.863,72.248,30.556,54.293,125.848,44.645,30.556,83.129,72.248,51.136,72.248,30.556,44.645,54.293,23.863,0.0,72.248,125.848,30.556,51.136
INST0260_N22_S20_P020,61.869,53.679,87.998,80.067,53.679,61.869,55.105,55.105,13.307,55.105,61.869,126.125,61.869,13.307,0.0,72.248,13.307,0.0,61.135,72.248,53.679,13.307,55.105,126.125,55.105,55.105,0.0,80.067,53.679,87.998,61.869,80.067,13.307,0.0,61.135,0.0,80.067,61.869,53.679,55.105,72.248,0.0,87.998,80.067,61.135
INST0260_N22_S20_D020,83.656,71.877,0.0,108.949,71.877,83.656,102.142,102.142,94.398,102.142,83.656,138.993,83.656,94.398,87.998,125.848,94.398,87.998,77.018,125.848,71.877,94.398,102.142,138.993,102.142,102.142,87.998,108.949,71.877,0.0,83.656,108.949,94.398,87.998,77.018,87.998,108.949,83.656,71.877,102.142,125.848,87.998,0.0,108.949,77.018
INST0260_N22_S20_P021,26.3,39.549,108.949,0.0,39.549,26.3,26.348,26.348,92.948,26.348,26.3,46.181,26.3,92.948,80.067,30.556,92.948,80.067,32.455,30.556,39.549,92.948,26.348,46.181,26.348,26.348,80.067,0.0,39.549,108.949,26.3,0.0,92.948,80.067,32.455,80.067,0.0,26.3,39.549,26.348,30.556,80.067,108.949,0.0,32.455
INST0260_N22_S20_D021,6.707,8.581,77.018,32.455,8.581,6.707,29.68,29.68,74.382,29.68,6.707,71.658,6.707,74.382,61.135,51.136,74.382,61.135,0.0,51.136,8.581,74.382,29.68,71.658,29.68,29.68,61.135,32.455,8.581,77.018,6.707,32.455,74.382,61.135,0.0,61.135,32.455,6.707,8.581,29.68,51.136,61.135,77.018,32.455,0.0
