,depot,INST0252_N22_N12_P000,INST0252_N22_N12_D000,INST0252_N22_N12_P001,INST0252_N22_N12_D001,INST0252_N22_N12_P002,INST0252_N22_N12_D002,INST0252_N22_N12_P003,INST0252_N22_N12_D003,INST0252_N22_N12_P004,INST0252_N22_N12_D004,INST0252_N22_N12_P005,INST0252_N22_N12_D005,INST0252_N22_N12_P006,INST0252_N22_N12_D006,INST0252_N22_N12_P007,INST0252_N22_N12_D007,INST0252_N22_N12_P008,INST0252_N22_N12_D008,INST0252_N22_N12_P009,INST0252_N22_N12_D009,INST0252_N22_N12_P010,INST0252_N22_N12_D010,INST0252_N22_N12_P011,INST0252_N22_N12_D011,INST0252_N22_N12_P012,INST0252_N22_N12_D012,INST0252_N22_N12_P013,INST0252_N22_N12_D013,INST0252_N22_N12_P014,INST0252_N22_N12_D014,INST0252_N22_N12_P015,INST0252_N22_N12_D015,INST0252_N22_N12_P016,INST0252_N22_N12_D016,INST0252_N22_N12_P017,INST0252_N22_N12_D017,INST0252_N22_N12_P018,INST0252_N22_N12_D018,INST0252_N22_N12_P019,INST0252_N22_N12_D019,INST0252_N22_N12_P020,INST0252_N22_N12_D020,INST0252_N22_N12_P021,INST0252_N22_N12_D021
INST0252_N22_N12_D004,0.0,23.01,37.312,33.929,0.0,43.511,49.306,49.306,0.0,49.306,0.0,43.657,160.581,33.929,23.01,0.0,49.306,57.966,22.387,57.966,43.657,49.306,43.511,43.657,114.14,57.966,22.387,43.511,101.428,23.01,114.14,43.657,23.01,43.511,101.428,43.511,57.966,57.966,43.657,37.312,22.387,43.511,175.714,37.312,0.0
INST0252_N22_N12_P005,43.657,41.993,56.4,54.669,43.657,35.041,58.839,58.839,43.657,58.839,43.657,0.0,122.582,54.669,41.993,43.657,58.839,99.467,33.197,99.467,0.0,58.839,35.041,0.0,149.69,99.467,33.197,35.041,114.332,41.993,149.69,0.0,41.993,35.041,114.332,35.041,99.467,99.467,0.0,56.4,33.197,35.041,134.941,56.4,43.657
INST0252_N22_N12_D005,160.581,164.529,178.677,177.15,160.581,153.452,178.773,178.773,160.581,178.773,160.581,122.582,0.0,177.15,164.529,160.581,178.773,203.198,155.714,203.198,122.582,178.773,153.452,122.582,272.117,203.198,155.714,153.452,229.986,164.529,272.117,122.582,164.529,153.452,229.986,153.452,203.198,203.198,122.582,178.677,155.714,153.452,125.74,178.677,160.581
INST0252_N22_N12_P006,33.929,14.053,3.413,0.0,33.929,28.727,17.072,17.072,33.929,17.072,33.929,54.669,177.15,0.0,14.053,33.929,17.072,78.656,22.322,78.656,54.669,17.072,28.727,54.669,95.867,78.656,22.322,28.727,67.88,14.053,95.867,54.669,14.053,28.727,67.88,28.727,78.656,78.656,54.669,3.413,22.322,28.727,167.44,3.413,33.929
INST0252_N22_N12_D006,23.01,0.0,16.848,14.053,23.01,24.088,26.694,26.694,23.01,26.694,23.01,41.993,164.529,14.053,0.0,23.01,26.694,75.654,8.817,75.654,41.993,26.694,24.088,41.993,107.703,75.654,8.817,24.088,81.208,0.0,107.703,41.993,0.0,24.088,81.208,24.088,75.654,75.654,41.993,16.848,8.817,24.088,162.641,16.848,23.01
INST0252_N22_N12_P007,0.0,23.01,37.312,33.929,0.0,43.511,49.306,49.306,0.0,49.306,0.0,43.657,160.581,33.929,23.01,0.0,49.306,57.966,22.387,57.966,43.657,49.306,43.511,43.657,114.14,57.966,22.387,43.511,101.428,23.01,114.14,43.657,23.01,43.511,101.428,43.511,57.966,57.966,43.657,37.312,22.387,43.511,175.714,37.312,0.0
INST0252_N22_N12_D007,49.306,26.694,14.003,17.072,49.306,25.326,0.0,0.0,49.306,0.0,49.306,58.839,178.773,17.072,26.694,49.306,0.0,95.498,31.992,95.498,58.839,0.0,25.326,58.839,99.415,95.498,31.992,25.326,56.35,26.694,99.415,58.839,26.694,25.326,56.35,25.326,95.498,95.498,58.839,14.003,31.992,25.326,157.017,14.003,49.306
INST0252_N22_N12_P008,57.966,75.654,81.517,78.656,57.966,99.392,95.498,95.498,57.966,95.498,57.966,99.467,203.198,78.656,75.654,57.966,95.498,0.0,78.919,0.0,99.467,95.498,99.392,99.467,104.211,0.0,78.919,99.392,131.605,75.654,104.211,99.467,75.654,99.392,131.605,99.392,0.0,0.0,99.467,81.517,78.919,99.392,233.468,81.517,57.966
INST0252_N22_N12_D008,22.387,8.817,24.705,22.322,22.387,21.127,31.992,31.992,22.387,31.992,22.387,33.197,155.714,22.322,8.817,22.387,31.992,78.919,0.0,78.919,33.197,31.992,21.127,33.197,116.493,78.919,0.0,21.127,87.893,8.817,116.493,33.197,8.817,21.127,87.893,21.127,78.919,78.919,33.197,24.705,0.0,21.127,156.702,24.705,22.387
INST0252_N22_N12_P009,57.966,75.654,81.517,78.656,57.966,99.392,95.498,95.498,57.966,95.498,57.966,99.467,203.198,78.656,75.654,57.966,95.498,0.0,78.919,0.0,99.467,95.498,99.392,99.467,104.211,0.0,78.919,99.392,131.605,75.654,104.211,99.467,75.654,99.392,131.605,99.392,0.0,0.0,99.467,81.517,78.919,99.392,233.468,81.517,57.966
INST0252_N22_N12_D009,43.657,41.993,56.4,54.669,43.657,35.041,58.839,58.839,43.657,58.839,43.657,0.0,122.582,54.669,41.993,43.657,58.839,99.467,33.197,99.467,0.0,58.839,35.041,0.0,149.69,99.467,33.197,35.041,114.332,41.993,149.69,0.0,41.993,35.041,114.332,35.041,99.467,99.467,0.0,56.4,33.197,35.041,134.941,56.4,43.657
INST0252_N22_N12_P010,49.306,26.694,14.003,17.072,49.306,25.326,0.0,0.0,49.306,0.0,49.306,58.839,178.773,17.072,26.694,49.306,0.0,95.498,31.992,95.498,58.839,0.0,25.326,58.839,99.415,95.498,31.992,25.326,56.35,26.694,99.415,58.839,26.694,25.326,56.35,25.326,95.498,95.498,58.839,14.003,31.992,25.326,157.017,14.003,49.306
INST0252_N22_N12_D010,43.511,24.088,28.595,28.727,43.511,0.0,25.326,25.326,43.511,25.326,43.511,35.041,153.452,28.727,24.088,43.511,25.326,99.392,21.127,99.392,35.041,25.326,0.0,35.041,122.983,99.392,21.127,0.0,79.42,24.088,122.983,35.041,24.088,0.0,79.42,0.0,99.392,99.392,35.041,28.595,21.127,0.0,139.347,28.595,43.511
INST0252_N22_N12_P011,43.657,41.993,56.4,54.669,43.657,35.041,58.839,58.839,43.657,58.839,43.657,0.0,122.582,54.669,41.993,43.657,58.839,99.467,33.197,99.467,0.0,58.839,35.041,0.0,149.69,99.467,33.197,35.041,114.332,41.993,149.69,0.0,41.993,35.041,114.332,35.041,99.467,99.467,0.0,56.4,33.197,35.041,134.941,56.4,43.657
INST0252_N22_N12_D011,114.14,107.703,94.965,95.867,114.14,122.983,99.415,99.415,114.14,99.415,114.14,149.69,272.117,95.867,107.703,114.14,99.415,104.211,116.493,104.211,149.69,99.415,122.983,149.69,0.0,104.211,116.493,122.983,79.694,107.703,0.0,149.69,107.703,122.983,79.694,122.983,104.211,104.211,149.69,94.965,116.493,122.983,253.32,94.965,114.14
INST0252_N22_N12_P012,57.966,75.654,81.517,78.656,57.966,99.392,95.498,95.498,57.966,95.498,57.966,99.467,203.198,78.656,75.654,57.966,95.498,0.0,78.919,0.0,99.467,95.498,99.392,99.467,104.211,0.0,78.919,99.392,131.605,75.654,104.211,99.467,75.654,99.392,131.605,99.392,0.0,0.0,99.467,81.517,78.919,99.392,233.468,81.517,57.966
INST0252_N22_N12_D012,22.387,8.817,24.705,22.322,22.387,21.127,31.992,31.992,22.387,31.992,22.387,33.197,155.714,22.322,8.817,22.387,31.992,78.919,0.0,78.919,33.197,31.992,21.127,33.197,116.493,78.919,0.0,21.127,87.893,8.817,116.493,33.197,8.817,21.127,87.893,21.127,78.919,78.919,33.197,24.705,0.0,21.127,156.702,24.705,22.387
INST0252_N22_N12_P013,43.511,24.088,28.595,28.727,43.511,0.0,25.326,25.326,43.511,25.326,43.511,35.041,153.452,28.727,24.088,43.511,25.326,99.392,21.127,99.392,35.041,25.326,0.0,35.041,122.983,99.392,21.127,0.0,79.42,24.088,122.983,35.041,24.088,0.0,79.42,0.0,99.392,99.392,35.041,28.595,21.127,0.0,139.347,28.595,43.511
INST0252_N22_N12_D013,101.428,81.208,64.653,67.88,101.428,79.42,56.35,56.35,101.428,56.35,101.428,114.332,229.986,67.88,81.208,101.428,56.35,131.605,87.893,131.605,114.332,56.35,79.42,114.332,79.694,131.605,87.893,79.42,0.0,81.208,79.694,114.332,81.208,79.42,0.0,79.42,131.605,131.605,114.332,64.653,87.893,79.42,182.822,64.653,101.428
INST0252_N22_N12_P014,23.01,0.0,16.848,14.053,23.01,24.088,26.694,26.694,23.01,26.694,23.01,41.993,164.529,14.053,0.0,23.01,26.694,75.654,8.817,75.654,41.993,26.694,24.088,41.993,107.703,75.654,8.817,24.088,81.208,0.0,107.703,41.993,0.0,24.088,81.208,24.088,75.654,75.654,41.993,16.848,8.817,24.088,162.641,16.848,23.01
INST0252_N22_N12_D014,114.14,107.703,94.965,95.867,114.14,122.983,99.415,99.415,114.14,99.415,114.14,149.69,272.117,95.867,107.703,114.14,99.415,104.211,116.493,104.211,149.69,99.415,122.983,149.69,0.0,104.211,116.493,122.983,79.694,107.703,0.0,149.69,107.703,122.983,79.694,122.983,104.211,104.211,149.69,94.965,116.493,122.983,253.32,94.965,114.14
INST0252_N22_N12_P015,43.657,41.993,56.4,54.669,43.657,35.041,58.839,58.839,43.657,58.839,43.657,0.0,122.582,54.669,41.993,43.657,58.839,99.467,33.197,99.467,0.0,58.839,35.041,0.0,149.69,99.467,33.197,35.041,114.332,41.993,149.69,0.0,41.993,35.041,114.332,35.041,99.467,99.467,0.0,56.4,33.197,35.041,134.941,56.4,43.657
INST0252_N22_N12_D015,23.01,0.0,16.848,14.053,23.01,24.088,26.694,26.694,23.01,26.694,23.01,41.993,164.529,14.053,0.0,23.01,26.694,75.654,8.817,75.654,41.993,26.694,24.088,41.993,107.703,75.654,8.817,24.088,81.208,0.0,107.703,41.993,0.0,24.088,81.208,24.088,75.654,75.654,41.993,16.848,8.817,24.088,162.641,16.848,23.01
INST0252_N22_N12_P016,43.511,24.088,28.595,28.727,43.511,0.0,25.326,25.326,43.511,25.326,43.511,35.041,153.452,28.727,24.088,43.511,25.326,99.392,21.127,99.392,35.041,25.326,0.0,35.041,122.983,99.392,21.127,0.0,79.42,24.088,122.983,35.041,24.088,0.0,79.42,0.0,99.392,99.392,35.041,28.595,21.127,0.0,139.347,28.595,43.511
INST0252_N22_N12_D016,101.428,81.208,64.653,67.88,101.428,79.42,56.35,56.35,101.428,56.35,101.428,114.332,229.986,67.88,81.208,101.428,56.35,131.605,87.893,131.605,114.332,56.35,79.42,114.332,79.694,131.605,87.893,79.42,0.0,81.208,79.694,114.332,81.208,79.42,0.0,79.42,131.605,131.605,114.332,64.653,87.893,79.42,182.822,64.653,101.428
INST0252_N22_N12_P017,43.511,24.088,28.595,28.727,43.511,0.0,25.326,25.326,43.511,25.326,43.511,35.041,153.452,28.727,24.088,43.511,25.326,99.392,21.127,99.392,35.041,25.326,0.0,35.041,122.983,99.392,21.127,0.0,79.42,24.088,122.983,35.041,24.088,0.0,79.42,0.0,99.392,99.392,35.041,28.595,21.127,0.0,139.347,28.595,43.511
INST0252_N22_N12_D017,57.966,75.654,81.517,78.656,57.966,99.392,95.498,95.498,57.966,95.498,57.966,99.467,203.198,78.656,75.654,57.966,95.498,0.0,78.919,0.0,99.467,95.498,99.392,99.467,104.211,0.0,78.919,99.392,131.605,75.654,104.211,99.467,75.654,99.392,131.605,99.392,0.0,0.0,99.467,81.517,78.919,99.392,233.468,81.517,57.966
INST0252_N22_N12_P018,57.966,75.654,81.517,78.656,57.966,99.392,95.498,95.498,57.966,95.498,57.966,99.467,203.198,78.656,75.654,57.966,95.498,0.0,78.919,0.0,99.467,95.498,99.392,99.467,104.211,0.0,78.919,99.392,131.605,75.654,104.211,99.467,75.654,99.392,131.605,99.392,0.0,0.0,99.467,81.517,78.919,99.392,233.468,81.517,57.966
INST0252_N22_N12_D018,43.657,41.993,56.4,54.669,43.657,35.041,58.839,58.839,43.657,58.839,43.657,0.0,122.582,54.669,41.993,43.657,58.839,99.467,33.197,99.467,0.0,58.839,35.041,0.0,149.69,99.467,33.197,35.041,114.332,41.993,149.69,0.0,41.993,35.041,114.332,35.041,99.467,99.467,0.0,56.4,33.197,35.041,134.941,56.4,43.657
INST0252_N22_N12_P019,37.312,16.848,0.0,3.413,37.312,28.595,14.003,14.003,37.312,14.003,37.312,56.4,178.677,3.413,16.848,37.312,14.003,81.517,24.705,81.517,56.4,14.003,28.595,56.4,94.965,81.517,24.705,28.595,64.653,16.848,94.965,56.4,16.848,28.595,64.653,28.595,81.517,81.517,56.4,0.0,24.705,28.595,166.496,0.0,37.312
INST0252_N22_N12_D019,22.387,8.817,24.705,22.322,22.387,21.127,31.992,31.992,22.387,31.992,22.387,33.197,155.714,22.322,8.817,22.387,31.992,78.919,0.0,78.919,33.197,31.992,21.127,33.197,116.493,78.919,0.0,21.127,87.893,8.817,116.493,33.197,8.817,21.127,87.893,21.127,78.919,78.919,33.197,24.705,0.0,21.127,156.702,24.705,22.387
INST0252_N22_N12_P020,43.511,24.088,28.595,28.727,43.511,0.0,25.326,25.326,43.511,25.326,43.511,35.041,153.452,28.727,24.088,43.511,25.326,99.392,21.127,99.392,35.041,25.326,0.0,35.041,122.983,99.392,21.127,0.0,79.42,24.088,122.983,35.041,24.088,0.0,79.42,0.0,99.392,99.392,35.041,28.595,21.127,0.0,139.347,28.595,43.511
INST0252_N22_N12_D020,175.714,162.641,166.496,167.44,175.714,139.347,157.017,157.017,175.714,157.017,175.714,134.941,125.74,167.44,162.641,175.714,157.017,233.468,156.702,233.468,134.941,157.017,139.347,134.941,253.32,233.468,156.702,139.347,182.822,162.641,253.32,134.941,162.641,139.347,182.822,139.347,233.468,233.468,134.941,166.496,156.702,139.347,0.0,166.496,175.714
INST0252_N22_N12_P021,37.312,16.848,0.0,3.413,37.312,28.595,14.003,14.003,37.312,14.003,37.312,56.4,178.677,3.413,16.848,37.312,14.003,81.517,24.705,81.517,56.4,14.003,28.595,56.4,94.965,81.517,24.705,28.595,64.653,16.848,94.965,56.4,16.848,28.595,64.653,28.595,81.517,81.517,56.4,0.0,24.705,28.595,166.496,0.0,37.312
INST0252_N22_N12_D021,0.0,23.01,37.312,33.929,0.0,43.511,49.306,49.306,0.0,49.306,0.0,43.657,160.581,33.929,23.01,0.0,49.306,57.966,22.387,57.966,43.657,49.306,43.511,43.657,114.14,57.966,22.387,43.511,101.428,23.01,114.14,43.657,23.01,43.511,101.428,43.511,57.966,57.966,43.657,37.312,22.387,43.511,175.714,37.312,0.0
