,depot,INST0277_N25_W07_P000,INST0277_N25_W07_D000,INST0277_N25_W07_P001,INST0277_N25_W07_D001,INST0277_N25_W07_P002,INST0277_N25_W07_D002,INST0277_N25_W07_P003,INST0277_N25_W07_D003,INST0277_N25_W07_P004,INST0277_N25_W07_D004,INST0277_N25_W07_P005,INST0277_N25_W07_D005,INST0277_N25_W07_P006,INST0277_N25_W07_D006,INST0277_N25_W07_P007,INST0277_N25_W07_D007,INST0277_N25_W07_P008,INST0277_N25_W07_D008,INST0277_N25_W07_P009,INST0277_N25_W07_D009,INST0277_N25_W07_P010,INST0277_N25_W07_D010,INST0277_N25_W07_P011,INST0277_N25_W07_D011,INST0277_N25_W07_P012,INST0277_N25_W07_D012,INST0277_N25_W07_P013,INST0277_N25_W07_D013,INST0277_N25_W07_P014,INST0277_N25_W07_D014,INST0277_N25_W07_P015,INST0277_N25_W07_D015,INST0277_N25_W07_P016,INST0277_N25_W07_D016,INST0277_N25_W07_P017,INST0277_N25_W07_D017,INST0277_N25_W07_P018,INST0277_N25_W07_D018,INST0277_N25_W07_P019,INST0277_N25_W07_D019,INST0277_N25_W07_P020,INST0277_N25_W07_D020,INST0277_N25_W07_P021,INST0277_N25_W07_D021,INST0277_N25_W07_P022,INST0277_N25_W07_D022,INST0277_N25_W07_P023,INST0277_N25_W07_D023,INST0277_N25_W07_P024,INST0277_N25_W07_D024
INST0277_N25_W07_D004,26.872,41.092,26.872,14.077,41.092,14.077,35.155,30.344,18.744,55.217,0.0,20.581,41.349,30.344,96.036,0.0,30.344,26.872,41.092,20.581,26.872,41.349,30.344,26.872,0.0,20.581,41.349,26.872,55.217,41.349,41.092,55.217,109.245,35.155,96.036,30.344,26.872,41.092,0.0,26.872,55.217,35.155,26.872,14.077,18.744,30.344,55.217,14.077,20.581,14.077,41.092
INST0277_N25_W07_P005,24.4,35.196,24.4,10.426,35.196,10.426,46.518,37.477,29.48,40.063,20.581,0.0,22.455,37.477,79.708,20.581,37.477,24.4,35.196,0.0,24.4,22.455,37.477,24.4,20.581,0.0,22.455,24.4,40.063,22.455,35.196,40.063,93.687,46.518,79.708,37.477,24.4,35.196,20.581,24.4,40.063,46.518,24.4,10.426,29.48,37.477,40.063,10.426,0.0,10.426,35.196
INST0277_N25_W07_D005,43.952,50.611,43.952,32.833,50.611,32.833,55.918,58.923,51.842,20.342,41.349,22.455,0.0,58.923,57.687,41.349,58.923,43.952,50.611,22.455,43.952,0.0,58.923,43.952,41.349,22.455,0.0,43.952,20.342,0.0,50.611,20.342,71.944,55.918,57.687,58.923,43.952,50.611,41.349,43.952,20.342,55.918,43.952,32.833,51.842,58.923,20.342,32.833,22.455,32.833,50.611
INST0277_N25_W07_P006,16.399,23.199,16.399,27.544,23.199,27.544,64.172,0.0,11.735,77.525,30.344,37.477,58.923,0.0,116.61,30.344,0.0,16.399,23.199,37.477,16.399,58.923,0.0,16.399,30.344,37.477,58.923,16.399,77.525,58.923,23.199,77.525,130.825,64.172,116.61,0.0,16.399,23.199,30.344,16.399,77.525,64.172,16.399,27.544,11.735,0.0,77.525,27.544,37.477,27.544,23.199
INST0277_N25_W07_D006,101.402,106.091,101.402,90.122,106.091,90.122,94.442,116.61,109.164,40.846,96.036,79.708,57.687,116.61,0.0,96.036,116.61,101.402,106.091,79.708,101.402,57.687,116.61,101.402,96.036,79.708,57.687,101.402,40.846,57.687,106.091,40.846,14.722,94.442,0.0,116.61,101.402,106.091,96.036,101.402,40.846,94.442,101.402,90.122,109.164,116.61,40.846,90.122,79.708,90.122,106.091
INST0277_N25_W07_P007,26.872,41.092,26.872,14.077,41.092,14.077,35.155,30.344,18.744,55.217,0.0,20.581,41.349,30.344,96.036,0.0,30.344,26.872,41.092,20.581,26.872,41.349,30.344,26.872,0.0,20.581,41.349,26.872,55.217,41.349,41.092,55.217,109.245,35.155,96.036,30.344,26.872,41.092,0.0,26.872,55.217,35.155,26.872,14.077,18.744,30.344,55.217,14.077,20.581,14.077,41.092
INST0277_N25_W07_D007,16.399,23.199,16.399,27.544,23.199,27.544,64.172,0.0,11.735,77.525,30.344,37.477,58.923,0.0,116.61,30.344,0.0,16.399,23.199,37.477,16.399,58.923,0.0,16.399,30.344,37.477,58.923,16.399,77.525,58.923,23.199,77.525,130.825,64.172,116.61,0.0,16.399,23.199,30.344,16.399,77.525,64.172,16.399,27.544,11.735,0.0,77.525,27.544,37.477,27.544,23.199
INST0277_N25_W07_P008,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_D008,14.239,0.0,14.239,29.954,0.0,29.954,75.918,23.199,28.769,70.903,41.092,35.196,50.611,23.199,106.091,41.092,23.199,14.239,0.0,35.196,14.239,50.611,23.199,14.239,41.092,35.196,50.611,14.239,70.903,50.611,0.0,70.903,120.757,75.918,106.091,23.199,14.239,0.0,41.092,14.239,70.903,75.918,14.239,29.954,28.769,23.199,70.903,29.954,35.196,29.954,0.0
INST0277_N25_W07_P009,24.4,35.196,24.4,10.426,35.196,10.426,46.518,37.477,29.48,40.063,20.581,0.0,22.455,37.477,79.708,20.581,37.477,24.4,35.196,0.0,24.4,22.455,37.477,24.4,20.581,0.0,22.455,24.4,40.063,22.455,35.196,40.063,93.687,46.518,79.708,37.477,24.4,35.196,20.581,24.4,40.063,46.518,24.4,10.426,29.48,37.477,40.063,10.426,0.0,10.426,35.196
INST0277_N25_W07_D009,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_P010,43.952,50.611,43.952,32.833,50.611,32.833,55.918,58.923,51.842,20.342,41.349,22.455,0.0,58.923,57.687,41.349,58.923,43.952,50.611,22.455,43.952,0.0,58.923,43.952,41.349,22.455,0.0,43.952,20.342,0.0,50.611,20.342,71.944,55.918,57.687,58.923,43.952,50.611,41.349,43.952,20.342,55.918,43.952,32.833,51.842,58.923,20.342,32.833,22.455,32.833,50.611
INST0277_N25_W07_D010,16.399,23.199,16.399,27.544,23.199,27.544,64.172,0.0,11.735,77.525,30.344,37.477,58.923,0.0,116.61,30.344,0.0,16.399,23.199,37.477,16.399,58.923,0.0,16.399,30.344,37.477,58.923,16.399,77.525,58.923,23.199,77.525,130.825,64.172,116.61,0.0,16.399,23.199,30.344,16.399,77.525,64.172,16.399,27.544,11.735,0.0,77.525,27.544,37.477,27.544,23.199
INST0277_N25_W07_P011,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_D011,26.872,41.092,26.872,14.077,41.092,14.077,35.155,30.344,18.744,55.217,0.0,20.581,41.349,30.344,96.036,0.0,30.344,26.872,41.092,20.581,26.872,41.349,30.344,26.872,0.0,20.581,41.349,26.872,55.217,41.349,41.092,55.217,109.245,35.155,96.036,30.344,26.872,41.092,0.0,26.872,55.217,35.155,26.872,14.077,18.744,30.344,55.217,14.077,20.581,14.077,41.092
INST0277_N25_W07_P012,24.4,35.196,24.4,10.426,35.196,10.426,46.518,37.477,29.48,40.063,20.581,0.0,22.455,37.477,79.708,20.581,37.477,24.4,35.196,0.0,24.4,22.455,37.477,24.4,20.581,0.0,22.455,24.4,40.063,22.455,35.196,40.063,93.687,46.518,79.708,37.477,24.4,35.196,20.581,24.4,40.063,46.518,24.4,10.426,29.48,37.477,40.063,10.426,0.0,10.426,35.196
INST0277_N25_W07_D012,43.952,50.611,43.952,32.833,50.611,32.833,55.918,58.923,51.842,20.342,41.349,22.455,0.0,58.923,57.687,41.349,58.923,43.952,50.611,22.455,43.952,0.0,58.923,43.952,41.349,22.455,0.0,43.952,20.342,0.0,50.611,20.342,71.944,55.918,57.687,58.923,43.952,50.611,41.349,43.952,20.342,55.918,43.952,32.833,51.842,58.923,20.342,32.833,22.455,32.833,50.611
INST0277_N25_W07_P013,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_D013,63.444,70.903,63.444,50.28,70.903,50.28,57.646,77.525,69.129,0.0,55.217,40.063,20.342,77.525,40.846,55.217,77.525,63.444,70.903,40.063,63.444,20.342,77.525,63.444,55.217,40.063,20.342,63.444,0.0,20.342,70.903,0.0,54.132,57.646,40.846,77.525,63.444,70.903,55.217,63.444,0.0,57.646,63.444,50.28,69.129,77.525,0.0,50.28,40.063,50.28,70.903
INST0277_N25_W07_P014,43.952,50.611,43.952,32.833,50.611,32.833,55.918,58.923,51.842,20.342,41.349,22.455,0.0,58.923,57.687,41.349,58.923,43.952,50.611,22.455,43.952,0.0,58.923,43.952,41.349,22.455,0.0,43.952,20.342,0.0,50.611,20.342,71.944,55.918,57.687,58.923,43.952,50.611,41.349,43.952,20.342,55.918,43.952,32.833,51.842,58.923,20.342,32.833,22.455,32.833,50.611
INST0277_N25_W07_D014,14.239,0.0,14.239,29.954,0.0,29.954,75.918,23.199,28.769,70.903,41.092,35.196,50.611,23.199,106.091,41.092,23.199,14.239,0.0,35.196,14.239,50.611,23.199,14.239,41.092,35.196,50.611,14.239,70.903,50.611,0.0,70.903,120.757,75.918,106.091,23.199,14.239,0.0,41.092,14.239,70.903,75.918,14.239,29.954,28.769,23.199,70.903,29.954,35.196,29.954,0.0
INST0277_N25_W07_P015,63.444,70.903,63.444,50.28,70.903,50.28,57.646,77.525,69.129,0.0,55.217,40.063,20.342,77.525,40.846,55.217,77.525,63.444,70.903,40.063,63.444,20.342,77.525,63.444,55.217,40.063,20.342,63.444,0.0,20.342,70.903,0.0,54.132,57.646,40.846,77.525,63.444,70.903,55.217,63.444,0.0,57.646,63.444,50.28,69.129,77.525,0.0,50.28,40.063,50.28,70.903
INST0277_N25_W07_D015,115.807,120.757,115.807,104.062,120.757,104.062,104.634,130.825,123.055,54.132,109.245,93.687,71.944,130.825,14.722,109.245,130.825,115.807,120.757,93.687,115.807,71.944,130.825,115.807,109.245,93.687,71.944,115.807,54.132,71.944,120.757,54.132,0.0,104.634,14.722,130.825,115.807,120.757,109.245,115.807,54.132,104.634,115.807,104.062,123.055,130.825,54.132,104.062,93.687,104.062,120.757
INST0277_N25_W07_P016,61.821,75.918,61.821,46.592,75.918,46.592,0.0,64.172,52.507,57.646,35.155,46.518,55.918,64.172,94.442,35.155,64.172,61.821,75.918,46.518,61.821,55.918,64.172,61.821,35.155,46.518,55.918,61.821,57.646,55.918,75.918,57.646,104.634,0.0,94.442,64.172,61.821,75.918,35.155,61.821,57.646,0.0,61.821,46.592,52.507,64.172,57.646,46.592,46.518,46.592,75.918
INST0277_N25_W07_D016,101.402,106.091,101.402,90.122,106.091,90.122,94.442,116.61,109.164,40.846,96.036,79.708,57.687,116.61,0.0,96.036,116.61,101.402,106.091,79.708,101.402,57.687,116.61,101.402,96.036,79.708,57.687,101.402,40.846,57.687,106.091,40.846,14.722,94.442,0.0,116.61,101.402,106.091,96.036,101.402,40.846,94.442,101.402,90.122,109.164,116.61,40.846,90.122,79.708,90.122,106.091
INST0277_N25_W07_P017,16.399,23.199,16.399,27.544,23.199,27.544,64.172,0.0,11.735,77.525,30.344,37.477,58.923,0.0,116.61,30.344,0.0,16.399,23.199,37.477,16.399,58.923,0.0,16.399,30.344,37.477,58.923,16.399,77.525,58.923,23.199,77.525,130.825,64.172,116.61,0.0,16.399,23.199,30.344,16.399,77.525,64.172,16.399,27.544,11.735,0.0,77.525,27.544,37.477,27.544,23.199
INST0277_N25_W07_D017,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_P018,14.239,0.0,14.239,29.954,0.0,29.954,75.918,23.199,28.769,70.903,41.092,35.196,50.611,23.199,106.091,41.092,23.199,14.239,0.0,35.196,14.239,50.611,23.199,14.239,41.092,35.196,50.611,14.239,70.903,50.611,0.0,70.903,120.757,75.918,106.091,23.199,14.239,0.0,41.092,14.239,70.903,75.918,14.239,29.954,28.769,23.199,70.903,29.954,35.196,29.954,0.0
INST0277_N25_W07_D018,26.872,41.092,26.872,14.077,41.092,14.077,35.155,30.344,18.744,55.217,0.0,20.581,41.349,30.344,96.036,0.0,30.344,26.872,41.092,20.581,26.872,41.349,30.344,26.872,0.0,20.581,41.349,26.872,55.217,41.349,41.092,55.217,109.245,35.155,96.036,30.344,26.872,41.092,0.0,26.872,55.217,35.155,26.872,14.077,18.744,30.344,55.217,14.077,20.581,14.077,41.092
INST0277_N25_W07_P019,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_D019,63.444,70.903,63.444,50.28,70.903,50.28,57.646,77.525,69.129,0.0,55.217,40.063,20.342,77.525,40.846,55.217,77.525,63.444,70.903,40.063,63.444,20.342,77.525,63.444,55.217,40.063,20.342,63.444,0.0,20.342,70.903,0.0,54.132,57.646,40.846,77.525,63.444,70.903,55.217,63.444,0.0,57.646,63.444,50.28,69.129,77.525,0.0,50.28,40.063,50.28,70.903
INST0277_N25_W07_P020,61.821,75.918,61.821,46.592,75.918,46.592,0.0,64.172,52.507,57.646,35.155,46.518,55.918,64.172,94.442,35.155,64.172,61.821,75.918,46.518,61.821,55.918,64.172,61.821,35.155,46.518,55.918,61.821,57.646,55.918,75.918,57.646,104.634,0.0,94.442,64.172,61.821,75.918,35.155,61.821,57.646,0.0,61.821,46.592,52.507,64.172,57.646,46.592,46.518,46.592,75.918
INST0277_N25_W07_D020,0.0,14.239,0.0,16.791,14.239,16.791,61.821,16.399,16.35,63.444,26.872,24.4,43.952,16.399,101.402,26.872,16.399,0.0,14.239,24.4,0.0,43.952,16.399,0.0,26.872,24.4,43.952,0.0,63.444,43.952,14.239,63.444,115.807,61.821,101.402,16.399,0.0,14.239,26.872,0.0,63.444,61.821,0.0,16.791,16.35,16.399,63.444,16.791,24.4,16.791,14.239
INST0277_N25_W07_P021,16.791,29.954,16.791,0.0,29.954,0.0,46.592,27.544,19.054,50.28,14.077,10.426,32.833,27.544,90.122,14.077,27.544,16.791,29.954,10.426,16.791,32.833,27.544,16.791,14.077,10.426,32.833,16.791,50.28,32.833,29.954,50.28,104.062,46.592,90.122,27.544,16.791,29.954,14.077,16.791,50.28,46.592,16.791,0.0,19.054,27.544,50.28,0.0,10.426,0.0,29.954
INST0277_N25_W07_D021,16.35,28.769,16.35,19.054,28.769,19.054,52.507,11.735,0.0,69.129,18.744,29.48,51.842,11.735,109.164,18.744,11.735,16.35,28.769,29.48,16.35,51.842,11.735,16.35,18.744,29.48,51.842,16.35,69.129,51.842,28.769,69.129,123.055,52.507,109.164,11.735,16.35,28.769,18.744,16.35,69.129,52.507,16.35,19.054,0.0,11.735,69.129,19.054,29.48,19.054,28.769
INST0277_N25_W07_P022,16.399,23.199,16.399,27.544,23.199,27.544,64.172,0.0,11.735,77.525,30.344,37.477,58.923,0.0,116.61,30.344,0.0,16.399,23.199,37.477,16.399,58.923,0.0,16.399,30.344,37.477,58.923,16.399,77.525,58.923,23.199,77.525,130.825,64.172,116.61,0.0,16.399,23.199,30.344,16.399,77.525,64.172,16.399,27.544,11.735,0.0,77.525,27.544,37.477,27.544,23.199
INST0277_N25_W07_D022,63.444,70.903,63.444,50.28,70.903,50.28,57.646,77.525,69.129,0.0,55.217,40.063,20.342,77.525,40.846,55.217,77.525,63.444,70.903,40.063,63.444,20.342,77.525,63.444,55.217,40.063,20.342,63.444,0.0,20.342,70.903,0.0,54.132,57.646,40.846,77.525,63.444,70.903,55.217,63.444,0.0,57.646,63.444,50.28,69.129,77.525,0.0,50.28,40.063,50.28,70.903
INST0277_N25_W07_P023,16.791,29.954,16.791,0.0,29.954,0.0,46.592,27.544,19.054,50.28,14.077,10.426,32.833,27.544,90.122,14.077,27.544,16.791,29.954,10.426,16.791,32.833,27.544,16.791,14.077,10.426,32.833,16.791,50.28,32.833,29.954,50.28,104.062,46.592,90.122,27.544,16.791,29.954,14.077,16.791,50.28,46.592,16.791,0.0,19.054,27.544,50.28,0.0,10.426,0.0,29.954
INST0277_N25_W07_D023,24.4,35.196,24.4,10.426,35.196,10.426,46.518,37.477,29.48,40.063,20.581,0.0,22.455,37.477,79.708,20.581,37.477,24.4,35.196,0.0,24.4,22.455,37.477,24.4,20.581,0.0,22.455,24.4,40.063,22.455,35.196,40.063,93.687,46.518,79.708,37.477,24.4,35.196,20.581,24.4,40.063,46.518,24.4,10.426,29.48,37.477,40.063,10.426,0.0,10.426,35.196
INST0277_N25_W07_P024,16.791,29.954,16.791,0.0,29.954,0.0,46.592,27.544,19.054,50.28,14.077,10.426,32.833,27.544,90.122,14.077,27.544,16.791,29.954,10.426,16.791,32.833,27.544,16.791,14.077,10.426,32.833,16.791,50.28,32.833,29.954,50.28,104.062,46.592,90.122,27.544,16.791,29.954,14.077,16.791,50.28,46.592,16.791,0.0,19.054,27.544,50.28,0.0,10.426,0.0,29.954
INST0277_N25_W07_D024,14.239,0.0,14.239,29.954,0.0,29.954,75.918,23.199,28.769,70.903,41.092,35.196,50.611,23.199,106.091,41.092,23.199,14.239,0.0,35.196,14.239,50.611,23.199,14.239,41.092,35.196,50.611,14.239,70.903,50.611,0.0,70.903,120.757,75.918,106.091,23.199,14.239,0.0,41.092,14.239,70.903,75.918,14.239,29.954,28.769,23.199,70.903,29.954,35.196,29.954,0.0
