,depot,INST0168_N15_N18_P000,INST0168_N15_N18_D000,INST0168_N15_N18_P001,INST0168_N15_N18_D001,INST0168_N15_N18_P002,INST0168_N15_N18_D002,INST0168_N15_N18_P003,INST0168_N15_N18_D003,INST0168_N15_N18_P004,INST0168_N15_N18_D004,INST0168_N15_N18_P005,INST0168_N15_N18_D005,INST0168_N15_N18_P006,INST0168_N15_N18_D006,INST0168_N15_N18_P007,INST0168_N15_N18_D007,INST0168_N15_N18_P008,INST0168_N15_N18_D008,INST0168_N15_N18_P009,INST0168_N15_N18_D009,INST0168_N15_N18_P010,INST0168_N15_N18_D010,INST0168_N15_N18_P011,INST0168_N15_N18_D011,INST0168_N15_N18_P012,INST0168_N15_N18_D012,INST0168_N15_N18_P013,INST0168_N15_N18_D013,INST0168_N15_N18_P014,INST0168_N15_N18_D014
INST0168_N15_N18_D006,66.572,47.339,81.17,77.99,104.379,77.99,81.17,107.477,66.572,81.17,107.477,77.99,104.379,107.477,0.0,47.339,64.45,61.784,81.232,85.106,61.784,81.232,165.945,64.45,165.945,47.339,61.784,61.784,0.0,81.232,190.666
INST0168_N15_N18_P007,30.471,0.0,35.534,40.266,122.278,40.266,35.534,82.833,30.471,35.534,82.833,40.266,122.278,82.833,47.339,0.0,18.283,18.791,35.653,93.214,18.791,35.653,131.141,18.283,131.141,0.0,18.791,18.791,47.339,35.653,143.5
INST0168_N15_N18_D007,20.176,18.283,17.254,26.126,126.352,26.126,17.254,71.779,20.176,17.254,71.779,26.126,126.352,71.779,64.45,18.283,0.0,7.201,27.111,95.136,7.201,27.111,127.166,0.0,127.166,18.283,7.201,7.201,64.45,27.111,127.973
INST0168_N15_N18_P008,13.759,18.791,19.671,21.8,119.262,21.8,19.671,66.32,13.759,19.671,66.32,21.8,119.262,66.32,61.784,18.791,7.201,0.0,34.294,87.958,0.0,34.294,134.365,7.201,134.365,18.791,0.0,0.0,61.784,34.294,132.823
INST0168_N15_N18_D008,46.06,35.653,28.616,48.052,153.371,48.052,28.616,93.371,46.06,28.616,93.371,48.052,153.371,93.371,81.232,35.653,27.111,34.294,0.0,122.247,34.294,0.0,100.108,27.111,100.108,35.653,34.294,34.294,81.232,0.0,110.202
INST0168_N15_N18_P009,77.555,93.214,100.436,81.189,32.884,81.189,100.436,65.084,77.555,100.436,65.084,81.189,32.884,65.084,85.106,93.214,95.136,87.958,122.247,0.0,87.958,122.247,222.229,95.136,222.229,93.214,87.958,87.958,85.106,122.247,206.878
INST0168_N15_N18_D009,13.759,18.791,19.671,21.8,119.262,21.8,19.671,66.32,13.759,19.671,66.32,21.8,119.262,66.32,61.784,18.791,7.201,0.0,34.294,87.958,0.0,34.294,134.365,7.201,134.365,18.791,0.0,0.0,61.784,34.294,132.823
INST0168_N15_N18_P010,46.06,35.653,28.616,48.052,153.371,48.052,28.616,93.371,46.06,28.616,93.371,48.052,153.371,93.371,81.232,35.653,27.111,34.294,0.0,122.247,34.294,0.0,100.108,27.111,100.108,35.653,34.294,34.294,81.232,0.0,110.202
INST0168_N15_N18_D010,145.919,131.141,125.319,145.998,252.84,145.998,125.319,187.822,145.919,125.319,187.822,145.998,252.84,187.822,165.945,131.141,127.166,134.365,100.108,222.229,134.365,100.108,0.0,127.166,0.0,131.141,134.365,134.365,165.945,100.108,102.687
INST0168_N15_N18_P011,20.176,18.283,17.254,26.126,126.352,26.126,17.254,71.779,20.176,17.254,71.779,26.126,126.352,71.779,64.45,18.283,0.0,7.201,27.111,95.136,7.201,27.111,127.166,0.0,127.166,18.283,7.201,7.201,64.45,27.111,127.973
INST0168_N15_N18_D011,145.919,131.141,125.319,145.998,252.84,145.998,125.319,187.822,145.919,125.319,187.822,145.998,252.84,187.822,165.945,131.141,127.166,134.365,100.108,222.229,134.365,100.108,0.0,127.166,0.0,131.141,134.365,134.365,165.945,100.108,102.687
INST0168_N15_N18_P012,30.471,0.0,35.534,40.266,122.278,40.266,35.534,82.833,30.471,35.534,82.833,40.266,122.278,82.833,47.339,0.0,18.283,18.791,35.653,93.214,18.791,35.653,131.141,18.283,131.141,0.0,18.791,18.791,47.339,35.653,143.5
INST0168_N15_N18_D012,13.759,18.791,19.671,21.8,119.262,21.8,19.671,66.32,13.759,19.671,66.32,21.8,119.262,66.32,61.784,18.791,7.201,0.0,34.294,87.958,0.0,34.294,134.365,7.201,134.365,18.791,0.0,0.0,61.784,34.294,132.823
INST0168_N15_N18_P013,13.759,18.791,19.671,21.8,119.262,21.8,19.671,66.32,13.759,19.671,66.32,21.8,119.262,66.32,61.784,18.791,7.201,0.0,34.294,87.958,0.0,34.294,134.365,7.201,134.365,18.791,0.0,0.0,61.784,34.294,132.823
INST0168_N15_N18_D013,66.572,47.339,81.17,77.99,104.379,77.99,81.17,107.477,66.572,81.17,107.477,77.99,104.379,107.477,0.0,47.339,64.45,61.784,81.232,85.106,61.784,81.232,165.945,64.45,165.945,47.339,61.784,61.784,0.0,81.232,190.666
INST0168_N15_N18_P014,46.06,35.653,28.616,48.052,153.371,48.052,28.616,93.371,46.06,28.616,93.371,48.052,153.371,93.371,81.232,35.653,27.111,34.294,0.0,122.247,34.294,0.0,100.108,27.111,100.108,35.653,34.294,34.294,81.232,0.0,110.202
INST0168_N15_N18_D014,135.971,143.5,113.8,128.231,239.676,128.231,113.8,149.304,135.971,113.8,149.304,128.231,239.676,149.304,190.666,143.5,127.973,132.823,110.202,206.878,132.823,110.202,102.687,127.973,102.687,143.5,132.823,132.823,190.666,110.202,0.0
