,depot,INST0231_N20_N21_P000,INST0231_N20_N21_D000,INST0231_N20_N21_P001,INST0231_N20_N21_D001,INST0231_N20_N21_P002,INST0231_N20_N21_D002,INST0231_N20_N21_P003,INST0231_N20_N21_D003,INST0231_N20_N21_P004,INST0231_N20_N21_D004,INST0231_N20_N21_P005,INST0231_N20_N21_D005,INST0231_N20_N21_P006,INST0231_N20_N21_D006,INST0231_N20_N21_P007,INST0231_N20_N21_D007,INST0231_N20_N21_P008,INST0231_N20_N21_D008,INST0231_N20_N21_P009,INST0231_N20_N21_D009,INST0231_N20_N21_P010,INST0231_N20_N21_D010,INST0231_N20_N21_P011,INST0231_N20_N21_D011,INST0231_N20_N21_P012,INST0231_N20_N21_D012,INST0231_N20_N21_P013,INST0231_N20_N21_D013,INST0231_N20_N21_P014,INST0231_N20_N21_D014,INST0231_N20_N21_P015,INST0231_N20_N21_D015,INST0231_N20_N21_P016,INST0231_N20_N21_D016,INST0231_N20_N21_P017,INST0231_N20_N21_D017,INST0231_N20_N21_P018,INST0231_N20_N21_D018,INST0231_N20_N21_P019,INST0231_N20_N21_D019
INST0231_N20_N21_D008,43.511,49.306,149.729,33.929,43.511,49.306,101.428,33.929,43.511,43.657,57.966,33.929,23.01,101.428,43.657,101.428,33.929,49.306,0.0,23.01,43.657,22.387,49.306,101.428,43.511,23.01,114.14,43.657,175.714,101.428,57.966,0.0,43.657,43.511,43.657,22.387,33.929,49.306,23.01,23.01,49.306
INST0231_N20_N21_P009,24.088,26.694,146.035,14.053,24.088,26.694,81.208,14.053,24.088,41.993,75.654,14.053,0.0,81.208,41.993,81.208,14.053,26.694,23.01,0.0,41.993,8.817,26.694,81.208,24.088,0.0,107.703,41.993,162.641,81.208,75.654,23.01,41.993,24.088,41.993,8.817,14.053,26.694,0.0,0.0,26.694
INST0231_N20_N21_D009,35.041,58.839,187.802,54.669,35.041,58.839,114.332,54.669,35.041,0.0,99.467,54.669,41.993,114.332,0.0,114.332,54.669,58.839,43.657,41.993,0.0,33.197,58.839,114.332,35.041,41.993,149.69,0.0,134.941,114.332,99.467,43.657,0.0,35.041,0.0,33.197,54.669,58.839,41.993,41.993,58.839
INST0231_N20_N21_P010,21.127,31.992,154.717,22.322,21.127,31.992,87.893,22.322,21.127,33.197,78.919,22.322,8.817,87.893,33.197,87.893,22.322,31.992,22.387,8.817,33.197,0.0,31.992,87.893,21.127,8.817,116.493,33.197,156.702,87.893,78.919,22.387,33.197,21.127,33.197,0.0,22.322,31.992,8.817,8.817,31.992
INST0231_N20_N21_D010,25.326,0.0,139.481,17.072,25.326,0.0,56.35,17.072,25.326,58.839,95.498,17.072,26.694,56.35,58.839,56.35,17.072,0.0,49.306,26.694,58.839,31.992,0.0,56.35,25.326,26.694,99.415,58.839,157.017,56.35,95.498,49.306,58.839,25.326,58.839,31.992,17.072,0.0,26.694,26.694,0.0
INST0231_N20_N21_P011,79.42,56.35,116.851,67.88,79.42,56.35,0.0,67.88,79.42,114.332,131.605,67.88,81.208,0.0,114.332,0.0,67.88,56.35,101.428,81.208,114.332,87.893,56.35,0.0,79.42,81.208,79.694,114.332,182.822,0.0,131.605,101.428,114.332,79.42,114.332,87.893,67.88,56.35,81.208,81.208,56.35
INST0231_N20_N21_D011,0.0,25.326,162.63,28.727,0.0,25.326,79.42,28.727,0.0,35.041,99.392,28.727,24.088,79.42,35.041,79.42,28.727,25.326,43.511,24.088,35.041,21.127,25.326,79.42,0.0,24.088,122.983,35.041,139.347,79.42,99.392,43.511,35.041,0.0,35.041,21.127,28.727,25.326,24.088,24.088,25.326
INST0231_N20_N21_P012,24.088,26.694,146.035,14.053,24.088,26.694,81.208,14.053,24.088,41.993,75.654,14.053,0.0,81.208,41.993,81.208,14.053,26.694,23.01,0.0,41.993,8.817,26.694,81.208,24.088,0.0,107.703,41.993,162.641,81.208,75.654,23.01,41.993,24.088,41.993,8.817,14.053,26.694,0.0,0.0,26.694
INST0231_N20_N21_D012,122.983,99.415,40.266,95.867,122.983,99.415,79.694,95.867,122.983,149.69,104.211,95.867,107.703,79.694,149.69,79.694,95.867,99.415,114.14,107.703,149.69,116.493,99.415,79.694,122.983,107.703,0.0,149.69,253.32,79.694,104.211,114.14,149.69,122.983,149.69,116.493,95.867,99.415,107.703,107.703,99.415
INST0231_N20_N21_P013,35.041,58.839,187.802,54.669,35.041,58.839,114.332,54.669,35.041,0.0,99.467,54.669,41.993,114.332,0.0,114.332,54.669,58.839,43.657,41.993,0.0,33.197,58.839,114.332,35.041,41.993,149.69,0.0,134.941,114.332,99.467,43.657,0.0,35.041,0.0,33.197,54.669,58.839,41.993,41.993,58.839
INST0231_N20_N21_D013,139.347,157.017,293.481,167.44,139.347,157.017,182.822,167.44,139.347,134.941,233.468,167.44,162.641,182.822,134.941,182.822,167.44,157.017,175.714,162.641,134.941,156.702,157.017,182.822,139.347,162.641,253.32,134.941,0.0,182.822,233.468,175.714,134.941,139.347,134.941,156.702,167.44,157.017,162.641,162.641,157.017
INST0231_N20_N21_P014,79.42,56.35,116.851,67.88,79.42,56.35,0.0,67.88,79.42,114.332,131.605,67.88,81.208,0.0,114.332,0.0,67.88,56.35,101.428,81.208,114.332,87.893,56.35,0.0,79.42,81.208,79.694,114.332,182.822,0.0,131.605,101.428,114.332,79.42,114.332,87.893,67.88,56.35,81.208,81.208,56.35
INST0231_N20_N21_D014,99.392,95.498,127.812,78.656,99.392,95.498,131.605,78.656,99.392,99.467,0.0,78.656,75.654,131.605,99.467,131.605,78.656,95.498,57.966,75.654,99.467,78.919,95.498,131.605,99.392,75.654,104.211,99.467,233.468,131.605,0.0,57.966,99.467,99.392,99.467,78.919,78.656,95.498,75.654,75.654,95.498
INST0231_N20_N21_P015,43.511,49.306,149.729,33.929,43.511,49.306,101.428,33.929,43.511,43.657,57.966,33.929,23.01,101.428,43.657,101.428,33.929,49.306,0.0,23.01,43.657,22.387,49.306,101.428,43.511,23.01,114.14,43.657,175.714,101.428,57.966,0.0,43.657,43.511,43.657,22.387,33.929,49.306,23.01,23.01,49.306
INST0231_N20_N21_D015,35.041,58.839,187.802,54.669,35.041,58.839,114.332,54.669,35.041,0.0,99.467,54.669,41.993,114.332,0.0,114.332,54.669,58.839,43.657,41.993,0.0,33.197,58.839,114.332,35.041,41.993,149.69,0.0,134.941,114.332,99.467,43.657,0.0,35.041,0.0,33.197,54.669,58.839,41.993,41.993,58.839
INST0231_N20_N21_P016,0.0,25.326,162.63,28.727,0.0,25.326,79.42,28.727,0.0,35.041,99.392,28.727,24.088,79.42,35.041,79.42,28.727,25.326,43.511,24.088,35.041,21.127,25.326,79.42,0.0,24.088,122.983,35.041,139.347,79.42,99.392,43.511,35.041,0.0,35.041,21.127,28.727,25.326,24.088,24.088,25.326
INST0231_N20_N21_D016,35.041,58.839,187.802,54.669,35.041,58.839,114.332,54.669,35.041,0.0,99.467,54.669,41.993,114.332,0.0,114.332,54.669,58.839,43.657,41.993,0.0,33.197,58.839,114.332,35.041,41.993,149.69,0.0,134.941,114.332,99.467,43.657,0.0,35.041,0.0,33.197,54.669,58.839,41.993,41.993,58.839
INST0231_N20_N21_P017,21.127,31.992,154.717,22.322,21.127,31.992,87.893,22.322,21.127,33.197,78.919,22.322,8.817,87.893,33.197,87.893,22.322,31.992,22.387,8.817,33.197,0.0,31.992,87.893,21.127,8.817,116.493,33.197,156.702,87.893,78.919,22.387,33.197,21.127,33.197,0.0,22.322,31.992,8.817,8.817,31.992
INST0231_N20_N21_D017,28.727,17.072,134.948,0.0,28.727,17.072,67.88,0.0,28.727,54.669,78.656,0.0,14.053,67.88,54.669,67.88,0.0,17.072,33.929,14.053,54.669,22.322,17.072,67.88,28.727,14.053,95.867,54.669,167.44,67.88,78.656,33.929,54.669,28.727,54.669,22.322,0.0,17.072,14.053,14.053,17.072
INST0231_N20_N21_P018,25.326,0.0,139.481,17.072,25.326,0.0,56.35,17.072,25.326,58.839,95.498,17.072,26.694,56.35,58.839,56.35,17.072,0.0,49.306,26.694,58.839,31.992,0.0,56.35,25.326,26.694,99.415,58.839,157.017,56.35,95.498,49.306,58.839,25.326,58.839,31.992,17.072,0.0,26.694,26.694,0.0
INST0231_N20_N21_D018,24.088,26.694,146.035,14.053,24.088,26.694,81.208,14.053,24.088,41.993,75.654,14.053,0.0,81.208,41.993,81.208,14.053,26.694,23.01,0.0,41.993,8.817,26.694,81.208,24.088,0.0,107.703,41.993,162.641,81.208,75.654,23.01,41.993,24.088,41.993,8.817,14.053,26.694,0.0,0.0,26.694
INST0231_N20_N21_P019,24.088,26.694,146.035,14.053,24.088,26.694,81.208,14.053,24.088,41.993,75.654,14.053,0.0,81.208,41.993,81.208,14.053,26.694,23.01,0.0,41.993,8.817,26.694,81.208,24.088,0.0,107.703,41.993,162.641,81.208,75.654,23.01,41.993,24.088,41.993,8.817,14.053,26.694,0.0,0.0,26.694
INST0231_N20_N21_D019,25.326,0.0,139.481,17.072,25.326,0.0,56.35,17.072,25.326,58.839,95.498,17.072,26.694,56.35,58.839,56.35,17.072,0.0,49.306,26.694,58.839,31.992,0.0,56.35,25.326,26.694,99.415,58.839,157.017,56.35,95.498,49.306,58.839,25.326,58.839,31.992,17.072,0.0,26.694,26.694,0.0
