,depot,INST0263_N22_S23_P000,INST0263_N22_S23_D000,INST0263_N22_S23_P001,INST0263_N22_S23_D001,INST0263_N22_S23_P002,INST0263_N22_S23_D002,INST0263_N22_S23_P003,INST0263_N22_S23_D003,INST0263_N22_S23_P004,INST0263_N22_S23_D004,INST0263_N22_S23_P005,INST0263_N22_S23_D005,INST0263_N22_S23_P006,INST0263_N22_S23_D006,INST0263_N22_S23_P007,INST0263_N22_S23_D007,INST0263_N22_S23_P008,INST0263_N22_S23_D008,INST0263_N22_S23_P009,INST0263_N22_S23_D009,INST0263_N22_S23_P010,INST0263_N22_S23_D010,INST0263_N22_S23_P011,INST0263_N22_S23_D011,INST0263_N22_S23_P012,INST0263_N22_S23_D012,INST0263_N22_S23_P013,INST0263_N22_S23_D013,INST0263_N22_S23_P014,INST0263_N22_S23_D014,INST0263_N22_S23_P015,INST0263_N22_S23_D015,INST0263_N22_S23_P016,INST0263_N22_S23_D016,INST0263_N22_S23_P017,INST0263_N22_S23_D017,INST0263_N22_S23_P018,INST0263_N22_S23_D018,INST0263_N22_S23_P019,INST0263_N22_S23_D019,INST0263_N22_S23_P020,INST0263_N22_S23_D020,INST0263_N22_S23_P021,INST0263_N22_S23_D021
INST0263_N22_S23_D004,24.239,59.019,55.171,19.488,25.439,0.0,25.439,0.0,25.439,55.171,0.0,83.416,124.222,24.239,19.488,19.629,83.416,0.0,45.002,24.239,91.902,21.517,19.488,19.488,59.019,83.416,0.0,25.439,19.488,25.439,19.488,59.019,19.629,0.0,45.002,45.002,55.171,25.439,45.002,83.416,19.488,25.439,124.222,0.0,124.222
INST0263_N22_S23_P005,62.898,113.511,77.092,102.776,58.699,83.416,58.699,83.416,58.699,77.092,83.416,0.0,123.443,62.898,102.776,68.319,0.0,83.416,71.865,62.898,93.449,88.975,102.776,102.776,113.511,0.0,83.416,58.699,102.776,58.699,102.776,113.511,68.319,83.416,71.865,71.865,77.092,58.699,71.865,0.0,102.776,58.699,123.443,83.416,123.443
INST0263_N22_S23_D005,129.526,183.035,69.589,134.327,122.952,124.222,122.952,124.222,122.952,69.589,124.222,123.443,0.0,129.526,134.327,130.689,123.443,124.222,80.368,129.526,33.969,145.321,134.327,134.327,183.035,123.443,124.222,122.952,134.327,122.952,134.327,183.035,130.689,124.222,80.368,80.368,69.589,122.952,80.368,123.443,134.327,122.952,0.0,124.222,0.0
INST0263_N22_S23_P006,0.0,58.521,60.745,41.761,7.008,24.239,7.008,24.239,7.008,60.745,24.239,62.898,129.526,0.0,41.761,5.477,62.898,24.239,49.927,0.0,95.708,26.505,41.761,41.761,58.521,62.898,24.239,7.008,41.761,7.008,41.761,58.521,5.477,24.239,49.927,49.927,60.745,7.008,49.927,62.898,41.761,7.008,129.526,24.239,129.526
INST0263_N22_S23_D006,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_P007,5.477,55.179,61.394,36.46,10.881,19.629,10.881,19.629,10.881,61.394,19.629,68.319,130.689,5.477,36.46,0.0,68.319,19.629,50.526,5.477,97.061,21.478,36.46,36.46,55.179,68.319,19.629,10.881,36.46,10.881,36.46,55.179,0.0,19.629,50.526,50.526,61.394,10.881,50.526,68.319,36.46,10.881,130.689,19.629,130.689
INST0263_N22_S23_D007,62.898,113.511,77.092,102.776,58.699,83.416,58.699,83.416,58.699,77.092,83.416,0.0,123.443,62.898,102.776,68.319,0.0,83.416,71.865,62.898,93.449,88.975,102.776,102.776,113.511,0.0,83.416,58.699,102.776,58.699,102.776,113.511,68.319,83.416,71.865,71.865,77.092,58.699,71.865,0.0,102.776,58.699,123.443,83.416,123.443
INST0263_N22_S23_P008,24.239,59.019,55.171,19.488,25.439,0.0,25.439,0.0,25.439,55.171,0.0,83.416,124.222,24.239,19.488,19.629,83.416,0.0,45.002,24.239,91.902,21.517,19.488,19.488,59.019,83.416,0.0,25.439,19.488,25.439,19.488,59.019,19.629,0.0,45.002,45.002,55.171,25.439,45.002,83.416,19.488,25.439,124.222,0.0,124.222
INST0263_N22_S23_D008,49.927,103.002,10.867,59.003,43.838,45.002,43.838,45.002,43.838,10.867,45.002,71.865,80.368,49.927,59.003,50.526,71.865,45.002,0.0,49.927,47.206,65.388,59.003,59.003,103.002,71.865,45.002,43.838,59.003,43.838,59.003,103.002,50.526,45.002,0.0,0.0,10.867,43.838,0.0,71.865,59.003,43.838,80.368,45.002,80.368
INST0263_N22_S23_P009,0.0,58.521,60.745,41.761,7.008,24.239,7.008,24.239,7.008,60.745,24.239,62.898,129.526,0.0,41.761,5.477,62.898,24.239,49.927,0.0,95.708,26.505,41.761,41.761,58.521,62.898,24.239,7.008,41.761,7.008,41.761,58.521,5.477,24.239,49.927,49.927,60.745,7.008,49.927,62.898,41.761,7.008,129.526,24.239,129.526
INST0263_N22_S23_D009,95.708,150.208,36.733,103.829,89.072,91.902,89.072,91.902,89.072,36.733,91.902,93.449,33.969,95.708,103.829,97.061,93.449,91.902,47.206,95.708,0.0,112.576,103.829,103.829,150.208,93.449,91.902,89.072,103.829,89.072,103.829,150.208,97.061,91.902,47.206,47.206,36.733,89.072,47.206,93.449,103.829,89.072,33.969,91.902,33.969
INST0263_N22_S23_P010,26.505,37.715,75.908,24.954,32.298,21.517,32.298,21.517,32.298,75.908,21.517,88.975,145.321,26.505,24.954,21.478,88.975,21.517,65.388,26.505,112.576,0.0,24.954,24.954,37.715,88.975,21.517,32.298,24.954,32.298,24.954,37.715,21.478,21.517,65.388,65.388,75.908,32.298,65.388,88.975,24.954,32.298,145.321,21.517,145.321
INST0263_N22_S23_D010,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_P011,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_D011,58.521,0.0,113.587,54.903,65.452,59.019,65.452,59.019,65.452,113.587,59.019,113.511,183.035,58.521,54.903,55.179,113.511,59.019,103.002,58.521,150.208,37.715,54.903,54.903,0.0,113.511,59.019,65.452,54.903,65.452,54.903,0.0,55.179,59.019,103.002,103.002,113.587,65.452,103.002,113.511,54.903,65.452,183.035,59.019,183.035
INST0263_N22_S23_P012,62.898,113.511,77.092,102.776,58.699,83.416,58.699,83.416,58.699,77.092,83.416,0.0,123.443,62.898,102.776,68.319,0.0,83.416,71.865,62.898,93.449,88.975,102.776,102.776,113.511,0.0,83.416,58.699,102.776,58.699,102.776,113.511,68.319,83.416,71.865,71.865,77.092,58.699,71.865,0.0,102.776,58.699,123.443,83.416,123.443
INST0263_N22_S23_D012,24.239,59.019,55.171,19.488,25.439,0.0,25.439,0.0,25.439,55.171,0.0,83.416,124.222,24.239,19.488,19.629,83.416,0.0,45.002,24.239,91.902,21.517,19.488,19.488,59.019,83.416,0.0,25.439,19.488,25.439,19.488,59.019,19.629,0.0,45.002,45.002,55.171,25.439,45.002,83.416,19.488,25.439,124.222,0.0,124.222
INST0263_N22_S23_P013,7.008,65.452,54.565,44.339,0.0,25.439,0.0,25.439,0.0,54.565,25.439,58.699,122.952,7.008,44.339,10.881,58.699,25.439,43.838,7.008,89.072,32.298,44.339,44.339,65.452,58.699,25.439,0.0,44.339,0.0,44.339,65.452,10.881,25.439,43.838,43.838,54.565,0.0,43.838,58.699,44.339,0.0,122.952,25.439,122.952
INST0263_N22_S23_D013,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_P014,7.008,65.452,54.565,44.339,0.0,25.439,0.0,25.439,0.0,54.565,25.439,58.699,122.952,7.008,44.339,10.881,58.699,25.439,43.838,7.008,89.072,32.298,44.339,44.339,65.452,58.699,25.439,0.0,44.339,0.0,44.339,65.452,10.881,25.439,43.838,43.838,54.565,0.0,43.838,58.699,44.339,0.0,122.952,25.439,122.952
INST0263_N22_S23_D014,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_P015,58.521,0.0,113.587,54.903,65.452,59.019,65.452,59.019,65.452,113.587,59.019,113.511,183.035,58.521,54.903,55.179,113.511,59.019,103.002,58.521,150.208,37.715,54.903,54.903,0.0,113.511,59.019,65.452,54.903,65.452,54.903,0.0,55.179,59.019,103.002,103.002,113.587,65.452,103.002,113.511,54.903,65.452,183.035,59.019,183.035
INST0263_N22_S23_D015,5.477,55.179,61.394,36.46,10.881,19.629,10.881,19.629,10.881,61.394,19.629,68.319,130.689,5.477,36.46,0.0,68.319,19.629,50.526,5.477,97.061,21.478,36.46,36.46,55.179,68.319,19.629,10.881,36.46,10.881,36.46,55.179,0.0,19.629,50.526,50.526,61.394,10.881,50.526,68.319,36.46,10.881,130.689,19.629,130.689
INST0263_N22_S23_P016,24.239,59.019,55.171,19.488,25.439,0.0,25.439,0.0,25.439,55.171,0.0,83.416,124.222,24.239,19.488,19.629,83.416,0.0,45.002,24.239,91.902,21.517,19.488,19.488,59.019,83.416,0.0,25.439,19.488,25.439,19.488,59.019,19.629,0.0,45.002,45.002,55.171,25.439,45.002,83.416,19.488,25.439,124.222,0.0,124.222
INST0263_N22_S23_D016,49.927,103.002,10.867,59.003,43.838,45.002,43.838,45.002,43.838,10.867,45.002,71.865,80.368,49.927,59.003,50.526,71.865,45.002,0.0,49.927,47.206,65.388,59.003,59.003,103.002,71.865,45.002,43.838,59.003,43.838,59.003,103.002,50.526,45.002,0.0,0.0,10.867,43.838,0.0,71.865,59.003,43.838,80.368,45.002,80.368
INST0263_N22_S23_P017,49.927,103.002,10.867,59.003,43.838,45.002,43.838,45.002,43.838,10.867,45.002,71.865,80.368,49.927,59.003,50.526,71.865,45.002,0.0,49.927,47.206,65.388,59.003,59.003,103.002,71.865,45.002,43.838,59.003,43.838,59.003,103.002,50.526,45.002,0.0,0.0,10.867,43.838,0.0,71.865,59.003,43.838,80.368,45.002,80.368
INST0263_N22_S23_D017,60.745,113.587,0.0,67.889,54.565,55.171,54.565,55.171,54.565,0.0,55.171,77.092,69.589,60.745,67.889,61.394,77.092,55.171,10.867,60.745,36.733,75.908,67.889,67.889,113.587,77.092,55.171,54.565,67.889,54.565,67.889,113.587,61.394,55.171,10.867,10.867,0.0,54.565,10.867,77.092,67.889,54.565,69.589,55.171,69.589
INST0263_N22_S23_P018,7.008,65.452,54.565,44.339,0.0,25.439,0.0,25.439,0.0,54.565,25.439,58.699,122.952,7.008,44.339,10.881,58.699,25.439,43.838,7.008,89.072,32.298,44.339,44.339,65.452,58.699,25.439,0.0,44.339,0.0,44.339,65.452,10.881,25.439,43.838,43.838,54.565,0.0,43.838,58.699,44.339,0.0,122.952,25.439,122.952
INST0263_N22_S23_D018,49.927,103.002,10.867,59.003,43.838,45.002,43.838,45.002,43.838,10.867,45.002,71.865,80.368,49.927,59.003,50.526,71.865,45.002,0.0,49.927,47.206,65.388,59.003,59.003,103.002,71.865,45.002,43.838,59.003,43.838,59.003,103.002,50.526,45.002,0.0,0.0,10.867,43.838,0.0,71.865,59.003,43.838,80.368,45.002,80.368
INST0263_N22_S23_P019,62.898,113.511,77.092,102.776,58.699,83.416,58.699,83.416,58.699,77.092,83.416,0.0,123.443,62.898,102.776,68.319,0.0,83.416,71.865,62.898,93.449,88.975,102.776,102.776,113.511,0.0,83.416,58.699,102.776,58.699,102.776,113.511,68.319,83.416,71.865,71.865,77.092,58.699,71.865,0.0,102.776,58.699,123.443,83.416,123.443
INST0263_N22_S23_D019,41.761,54.903,67.889,0.0,44.339,19.488,44.339,19.488,44.339,67.889,19.488,102.776,134.327,41.761,0.0,36.46,102.776,19.488,59.003,41.761,103.829,24.954,0.0,0.0,54.903,102.776,19.488,44.339,0.0,44.339,0.0,54.903,36.46,19.488,59.003,59.003,67.889,44.339,59.003,102.776,0.0,44.339,134.327,19.488,134.327
INST0263_N22_S23_P020,7.008,65.452,54.565,44.339,0.0,25.439,0.0,25.439,0.0,54.565,25.439,58.699,122.952,7.008,44.339,10.881,58.699,25.439,43.838,7.008,89.072,32.298,44.339,44.339,65.452,58.699,25.439,0.0,44.339,0.0,44.339,65.452,10.881,25.439,43.838,43.838,54.565,0.0,43.838,58.699,44.339,0.0,122.952,25.439,122.952
INST0263_N22_S23_D020,129.526,183.035,69.589,134.327,122.952,124.222,122.952,124.222,122.952,69.589,124.222,123.443,0.0,129.526,134.327,130.689,123.443,124.222,80.368,129.526,33.969,145.321,134.327,134.327,183.035,123.443,124.222,122.952,134.327,122.952,134.327,183.035,130.689,124.222,80.368,80.368,69.589,122.952,80.368,123.443,134.327,122.952,0.0,124.222,0.0
INST0263_N22_S23_P021,24.239,59.019,55.171,19.488,25.439,0.0,25.439,0.0,25.439,55.171,0.0,83.416,124.222,24.239,19.488,19.629,83.416,0.0,45.002,24.239,91.902,21.517,19.488,19.488,59.019,83.416,0.0,25.439,19.488,25.439,19.488,59.019,19.629,0.0,45.002,45.002,55.171,25.439,45.002,83.416,19.488,25.439,124.222,0.0,124.222
INST0263_N22_S23_D021,129.526,183.035,69.589,134.327,122.952,124.222,122.952,124.222,122.952,69.589,124.222,123.443,0.0,129.526,134.327,130.689,123.443,124.222,80.368,129.526,33.969,145.321,134.327,134.327,183.035,123.443,124.222,122.952,134.327,122.952,134.327,183.035,130.689,124.222,80.368,80.368,69.589,122.952,80.368,123.443,134.327,122.952,0.0,124.222,0.0
