,depot,INST0288_N25_N18_P000,INST0288_N25_N18_D000,INST0288_N25_N18_P001,INST0288_N25_N18_D001,INST0288_N25_N18_P002,INST0288_N25_N18_D002,INST0288_N25_N18_P003,INST0288_N25_N18_D003,INST0288_N25_N18_P004,INST0288_N25_N18_D004,INST0288_N25_N18_P005,INST0288_N25_N18_D005,INST0288_N25_N18_P006,INST0288_N25_N18_D006,INST0288_N25_N18_P007,INST0288_N25_N18_D007,INST0288_N25_N18_P008,INST0288_N25_N18_D008,INST0288_N25_N18_P009,INST0288_N25_N18_D009,INST0288_N25_N18_P010,INST0288_N25_N18_D010,INST0288_N25_N18_P011,INST0288_N25_N18_D011,INST0288_N25_N18_P012,INST0288_N25_N18_D012,INST0288_N25_N18_P013,INST0288_N25_N18_D013,INST0288_N25_N18_P014,INST0288_N25_N18_D014,INST0288_N25_N18_P015,INST0288_N25_N18_D015,INST0288_N25_N18_P016,INST0288_N25_N18_D016,INST0288_N25_N18_P017,INST0288_N25_N18_D017,INST0288_N25_N18_P018,INST0288_N25_N18_D018,INST0288_N25_N18_P019,INST0288_N25_N18_D019,INST0288_N25_N18_P020,INST0288_N25_N18_D020,INST0288_N25_N18_P021,INST0288_N25_N18_D021,INST0288_N25_N18_P022,INST0288_N25_N18_D022,INST0288_N25_N18_P023,INST0288_N25_N18_D023,INST0288_N25_N18_P024,INST0288_N25_N18_D024
INST0288_N25_N18_D004,56.4,56.4,35.041,54.669,35.041,0.0,114.332,56.4,33.197,114.332,0.0,0.0,54.669,99.467,187.802,99.467,54.669,56.4,33.197,41.993,43.657,56.4,149.69,41.993,149.69,99.467,54.669,54.669,187.802,41.993,149.69,149.69,56.4,35.041,58.839,99.467,58.839,149.69,0.0,114.332,187.802,41.993,99.467,41.993,187.802,35.041,43.657,114.332,41.993,43.657,99.467
INST0288_N25_N18_P005,56.4,56.4,35.041,54.669,35.041,0.0,114.332,56.4,33.197,114.332,0.0,0.0,54.669,99.467,187.802,99.467,54.669,56.4,33.197,41.993,43.657,56.4,149.69,41.993,149.69,99.467,54.669,54.669,187.802,41.993,149.69,149.69,56.4,35.041,58.839,99.467,58.839,149.69,0.0,114.332,187.802,41.993,99.467,41.993,187.802,35.041,43.657,114.332,41.993,43.657,99.467
INST0288_N25_N18_D005,3.413,3.413,28.727,0.0,28.727,54.669,67.88,3.413,22.322,67.88,54.669,54.669,0.0,78.656,134.948,78.656,0.0,3.413,22.322,14.053,33.929,3.413,95.867,14.053,95.867,78.656,0.0,0.0,134.948,14.053,95.867,95.867,3.413,28.727,17.072,78.656,17.072,95.867,54.669,67.88,134.948,14.053,78.656,14.053,134.948,28.727,33.929,67.88,14.053,33.929,78.656
INST0288_N25_N18_P006,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
INST0288_N25_N18_D006,134.313,134.313,162.63,134.948,162.63,187.802,116.851,134.313,154.717,116.851,187.802,187.802,134.948,127.812,0.0,127.812,134.948,134.313,154.717,146.035,149.729,134.313,40.266,146.035,40.266,127.812,134.948,134.948,0.0,146.035,40.266,40.266,134.313,162.63,139.481,127.812,139.481,40.266,187.802,116.851,0.0,146.035,127.812,146.035,0.0,162.63,149.729,116.851,146.035,149.729,127.812
INST0288_N25_N18_P007,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
INST0288_N25_N18_D007,3.413,3.413,28.727,0.0,28.727,54.669,67.88,3.413,22.322,67.88,54.669,54.669,0.0,78.656,134.948,78.656,0.0,3.413,22.322,14.053,33.929,3.413,95.867,14.053,95.867,78.656,0.0,0.0,134.948,14.053,95.867,95.867,3.413,28.727,17.072,78.656,17.072,95.867,54.669,67.88,134.948,14.053,78.656,14.053,134.948,28.727,33.929,67.88,14.053,33.929,78.656
INST0288_N25_N18_P008,0.0,0.0,28.595,3.413,28.595,56.4,64.653,0.0,24.705,64.653,56.4,56.4,3.413,81.517,134.313,81.517,3.413,0.0,24.705,16.848,37.312,0.0,94.965,16.848,94.965,81.517,3.413,3.413,134.313,16.848,94.965,94.965,0.0,28.595,14.003,81.517,14.003,94.965,56.4,64.653,134.313,16.848,81.517,16.848,134.313,28.595,37.312,64.653,16.848,37.312,81.517
INST0288_N25_N18_D008,24.705,24.705,21.127,22.322,21.127,33.197,87.893,24.705,0.0,87.893,33.197,33.197,22.322,78.919,154.717,78.919,22.322,24.705,0.0,8.817,22.387,24.705,116.493,8.817,116.493,78.919,22.322,22.322,154.717,8.817,116.493,116.493,24.705,21.127,31.992,78.919,31.992,116.493,33.197,87.893,154.717,8.817,78.919,8.817,154.717,21.127,22.387,87.893,8.817,22.387,78.919
INST0288_N25_N18_P009,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_D009,37.312,37.312,43.511,33.929,43.511,43.657,101.428,37.312,22.387,101.428,43.657,43.657,33.929,57.966,149.729,57.966,33.929,37.312,22.387,23.01,0.0,37.312,114.14,23.01,114.14,57.966,33.929,33.929,149.729,23.01,114.14,114.14,37.312,43.511,49.306,57.966,49.306,114.14,43.657,101.428,149.729,23.01,57.966,23.01,149.729,43.511,0.0,101.428,23.01,0.0,57.966
INST0288_N25_N18_P010,0.0,0.0,28.595,3.413,28.595,56.4,64.653,0.0,24.705,64.653,56.4,56.4,3.413,81.517,134.313,81.517,3.413,0.0,24.705,16.848,37.312,0.0,94.965,16.848,94.965,81.517,3.413,3.413,134.313,16.848,94.965,94.965,0.0,28.595,14.003,81.517,14.003,94.965,56.4,64.653,134.313,16.848,81.517,16.848,134.313,28.595,37.312,64.653,16.848,37.312,81.517
INST0288_N25_N18_D010,94.965,94.965,122.983,95.867,122.983,149.69,79.694,94.965,116.493,79.694,149.69,149.69,95.867,104.211,40.266,104.211,95.867,94.965,116.493,107.703,114.14,94.965,0.0,107.703,0.0,104.211,95.867,95.867,40.266,107.703,0.0,0.0,94.965,122.983,99.415,104.211,99.415,0.0,149.69,79.694,40.266,107.703,104.211,107.703,40.266,122.983,114.14,79.694,107.703,114.14,104.211
INST0288_N25_N18_P011,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_D011,94.965,94.965,122.983,95.867,122.983,149.69,79.694,94.965,116.493,79.694,149.69,149.69,95.867,104.211,40.266,104.211,95.867,94.965,116.493,107.703,114.14,94.965,0.0,107.703,0.0,104.211,95.867,95.867,40.266,107.703,0.0,0.0,94.965,122.983,99.415,104.211,99.415,0.0,149.69,79.694,40.266,107.703,104.211,107.703,40.266,122.983,114.14,79.694,107.703,114.14,104.211
INST0288_N25_N18_P012,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
INST0288_N25_N18_D012,3.413,3.413,28.727,0.0,28.727,54.669,67.88,3.413,22.322,67.88,54.669,54.669,0.0,78.656,134.948,78.656,0.0,3.413,22.322,14.053,33.929,3.413,95.867,14.053,95.867,78.656,0.0,0.0,134.948,14.053,95.867,95.867,3.413,28.727,17.072,78.656,17.072,95.867,54.669,67.88,134.948,14.053,78.656,14.053,134.948,28.727,33.929,67.88,14.053,33.929,78.656
INST0288_N25_N18_P013,3.413,3.413,28.727,0.0,28.727,54.669,67.88,3.413,22.322,67.88,54.669,54.669,0.0,78.656,134.948,78.656,0.0,3.413,22.322,14.053,33.929,3.413,95.867,14.053,95.867,78.656,0.0,0.0,134.948,14.053,95.867,95.867,3.413,28.727,17.072,78.656,17.072,95.867,54.669,67.88,134.948,14.053,78.656,14.053,134.948,28.727,33.929,67.88,14.053,33.929,78.656
INST0288_N25_N18_D013,134.313,134.313,162.63,134.948,162.63,187.802,116.851,134.313,154.717,116.851,187.802,187.802,134.948,127.812,0.0,127.812,134.948,134.313,154.717,146.035,149.729,134.313,40.266,146.035,40.266,127.812,134.948,134.948,0.0,146.035,40.266,40.266,134.313,162.63,139.481,127.812,139.481,40.266,187.802,116.851,0.0,146.035,127.812,146.035,0.0,162.63,149.729,116.851,146.035,149.729,127.812
INST0288_N25_N18_P014,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_D014,94.965,94.965,122.983,95.867,122.983,149.69,79.694,94.965,116.493,79.694,149.69,149.69,95.867,104.211,40.266,104.211,95.867,94.965,116.493,107.703,114.14,94.965,0.0,107.703,0.0,104.211,95.867,95.867,40.266,107.703,0.0,0.0,94.965,122.983,99.415,104.211,99.415,0.0,149.69,79.694,40.266,107.703,104.211,107.703,40.266,122.983,114.14,79.694,107.703,114.14,104.211
INST0288_N25_N18_P015,94.965,94.965,122.983,95.867,122.983,149.69,79.694,94.965,116.493,79.694,149.69,149.69,95.867,104.211,40.266,104.211,95.867,94.965,116.493,107.703,114.14,94.965,0.0,107.703,0.0,104.211,95.867,95.867,40.266,107.703,0.0,0.0,94.965,122.983,99.415,104.211,99.415,0.0,149.69,79.694,40.266,107.703,104.211,107.703,40.266,122.983,114.14,79.694,107.703,114.14,104.211
INST0288_N25_N18_D015,0.0,0.0,28.595,3.413,28.595,56.4,64.653,0.0,24.705,64.653,56.4,56.4,3.413,81.517,134.313,81.517,3.413,0.0,24.705,16.848,37.312,0.0,94.965,16.848,94.965,81.517,3.413,3.413,134.313,16.848,94.965,94.965,0.0,28.595,14.003,81.517,14.003,94.965,56.4,64.653,134.313,16.848,81.517,16.848,134.313,28.595,37.312,64.653,16.848,37.312,81.517
INST0288_N25_N18_P016,28.595,28.595,0.0,28.727,0.0,35.041,79.42,28.595,21.127,79.42,35.041,35.041,28.727,99.392,162.63,99.392,28.727,28.595,21.127,24.088,43.511,28.595,122.983,24.088,122.983,99.392,28.727,28.727,162.63,24.088,122.983,122.983,28.595,0.0,25.326,99.392,25.326,122.983,35.041,79.42,162.63,24.088,99.392,24.088,162.63,0.0,43.511,79.42,24.088,43.511,99.392
INST0288_N25_N18_D016,14.003,14.003,25.326,17.072,25.326,58.839,56.35,14.003,31.992,56.35,58.839,58.839,17.072,95.498,139.481,95.498,17.072,14.003,31.992,26.694,49.306,14.003,99.415,26.694,99.415,95.498,17.072,17.072,139.481,26.694,99.415,99.415,14.003,25.326,0.0,95.498,0.0,99.415,58.839,56.35,139.481,26.694,95.498,26.694,139.481,25.326,49.306,56.35,26.694,49.306,95.498
INST0288_N25_N18_P017,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
INST0288_N25_N18_D017,14.003,14.003,25.326,17.072,25.326,58.839,56.35,14.003,31.992,56.35,58.839,58.839,17.072,95.498,139.481,95.498,17.072,14.003,31.992,26.694,49.306,14.003,99.415,26.694,99.415,95.498,17.072,17.072,139.481,26.694,99.415,99.415,14.003,25.326,0.0,95.498,0.0,99.415,58.839,56.35,139.481,26.694,95.498,26.694,139.481,25.326,49.306,56.35,26.694,49.306,95.498
INST0288_N25_N18_P018,94.965,94.965,122.983,95.867,122.983,149.69,79.694,94.965,116.493,79.694,149.69,149.69,95.867,104.211,40.266,104.211,95.867,94.965,116.493,107.703,114.14,94.965,0.0,107.703,0.0,104.211,95.867,95.867,40.266,107.703,0.0,0.0,94.965,122.983,99.415,104.211,99.415,0.0,149.69,79.694,40.266,107.703,104.211,107.703,40.266,122.983,114.14,79.694,107.703,114.14,104.211
INST0288_N25_N18_D018,56.4,56.4,35.041,54.669,35.041,0.0,114.332,56.4,33.197,114.332,0.0,0.0,54.669,99.467,187.802,99.467,54.669,56.4,33.197,41.993,43.657,56.4,149.69,41.993,149.69,99.467,54.669,54.669,187.802,41.993,149.69,149.69,56.4,35.041,58.839,99.467,58.839,149.69,0.0,114.332,187.802,41.993,99.467,41.993,187.802,35.041,43.657,114.332,41.993,43.657,99.467
INST0288_N25_N18_P019,64.653,64.653,79.42,67.88,79.42,114.332,0.0,64.653,87.893,0.0,114.332,114.332,67.88,131.605,116.851,131.605,67.88,64.653,87.893,81.208,101.428,64.653,79.694,81.208,79.694,131.605,67.88,67.88,116.851,81.208,79.694,79.694,64.653,79.42,56.35,131.605,56.35,79.694,114.332,0.0,116.851,81.208,131.605,81.208,116.851,79.42,101.428,0.0,81.208,101.428,131.605
INST0288_N25_N18_D019,134.313,134.313,162.63,134.948,162.63,187.802,116.851,134.313,154.717,116.851,187.802,187.802,134.948,127.812,0.0,127.812,134.948,134.313,154.717,146.035,149.729,134.313,40.266,146.035,40.266,127.812,134.948,134.948,0.0,146.035,40.266,40.266,134.313,162.63,139.481,127.812,139.481,40.266,187.802,116.851,0.0,146.035,127.812,146.035,0.0,162.63,149.729,116.851,146.035,149.729,127.812
INST0288_N25_N18_P020,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_D020,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
INST0288_N25_N18_P021,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_D021,134.313,134.313,162.63,134.948,162.63,187.802,116.851,134.313,154.717,116.851,187.802,187.802,134.948,127.812,0.0,127.812,134.948,134.313,154.717,146.035,149.729,134.313,40.266,146.035,40.266,127.812,134.948,134.948,0.0,146.035,40.266,40.266,134.313,162.63,139.481,127.812,139.481,40.266,187.802,116.851,0.0,146.035,127.812,146.035,0.0,162.63,149.729,116.851,146.035,149.729,127.812
INST0288_N25_N18_P022,28.595,28.595,0.0,28.727,0.0,35.041,79.42,28.595,21.127,79.42,35.041,35.041,28.727,99.392,162.63,99.392,28.727,28.595,21.127,24.088,43.511,28.595,122.983,24.088,122.983,99.392,28.727,28.727,162.63,24.088,122.983,122.983,28.595,0.0,25.326,99.392,25.326,122.983,35.041,79.42,162.63,24.088,99.392,24.088,162.63,0.0,43.511,79.42,24.088,43.511,99.392
INST0288_N25_N18_D022,37.312,37.312,43.511,33.929,43.511,43.657,101.428,37.312,22.387,101.428,43.657,43.657,33.929,57.966,149.729,57.966,33.929,37.312,22.387,23.01,0.0,37.312,114.14,23.01,114.14,57.966,33.929,33.929,149.729,23.01,114.14,114.14,37.312,43.511,49.306,57.966,49.306,114.14,43.657,101.428,149.729,23.01,57.966,23.01,149.729,43.511,0.0,101.428,23.01,0.0,57.966
INST0288_N25_N18_P023,64.653,64.653,79.42,67.88,79.42,114.332,0.0,64.653,87.893,0.0,114.332,114.332,67.88,131.605,116.851,131.605,67.88,64.653,87.893,81.208,101.428,64.653,79.694,81.208,79.694,131.605,67.88,67.88,116.851,81.208,79.694,79.694,64.653,79.42,56.35,131.605,56.35,79.694,114.332,0.0,116.851,81.208,131.605,81.208,116.851,79.42,101.428,0.0,81.208,101.428,131.605
INST0288_N25_N18_D023,16.848,16.848,24.088,14.053,24.088,41.993,81.208,16.848,8.817,81.208,41.993,41.993,14.053,75.654,146.035,75.654,14.053,16.848,8.817,0.0,23.01,16.848,107.703,0.0,107.703,75.654,14.053,14.053,146.035,0.0,107.703,107.703,16.848,24.088,26.694,75.654,26.694,107.703,41.993,81.208,146.035,0.0,75.654,0.0,146.035,24.088,23.01,81.208,0.0,23.01,75.654
INST0288_N25_N18_P024,37.312,37.312,43.511,33.929,43.511,43.657,101.428,37.312,22.387,101.428,43.657,43.657,33.929,57.966,149.729,57.966,33.929,37.312,22.387,23.01,0.0,37.312,114.14,23.01,114.14,57.966,33.929,33.929,149.729,23.01,114.14,114.14,37.312,43.511,49.306,57.966,49.306,114.14,43.657,101.428,149.729,23.01,57.966,23.01,149.729,43.511,0.0,101.428,23.01,0.0,57.966
INST0288_N25_N18_D024,81.517,81.517,99.392,78.656,99.392,99.467,131.605,81.517,78.919,131.605,99.467,99.467,78.656,0.0,127.812,0.0,78.656,81.517,78.919,75.654,57.966,81.517,104.211,75.654,104.211,0.0,78.656,78.656,127.812,75.654,104.211,104.211,81.517,99.392,95.498,0.0,95.498,104.211,99.467,131.605,127.812,75.654,0.0,75.654,127.812,99.392,57.966,131.605,75.654,57.966,0.0
