,depot,INST0271_N25_W01_P000,INST0271_N25_W01_D000,INST0271_N25_W01_P001,INST0271_N25_W01_D001,INST0271_N25_W01_P002,INST0271_N25_W01_D002,INST0271_N25_W01_P003,INST0271_N25_W01_D003,INST0271_N25_W01_P004,INST0271_N25_W01_D004,INST0271_N25_W01_P005,INST0271_N25_W01_D005,INST0271_N25_W01_P006,INST0271_N25_W01_D006,INST0271_N25_W01_P007,INST0271_N25_W01_D007,INST0271_N25_W01_P008,INST0271_N25_W01_D008,INST0271_N25_W01_P009,INST0271_N25_W01_D009,INST0271_N25_W01_P010,INST0271_N25_W01_D010,INST0271_N25_W01_P011,INST0271_N25_W01_D011,INST0271_N25_W01_P012,INST0271_N25_W01_D012,INST0271_N25_W01_P013,INST0271_N25_W01_D013,INST0271_N25_W01_P014,INST0271_N25_W01_D014,INST0271_N25_W01_P015,INST0271_N25_W01_D015,INST0271_N25_W01_P016,INST0271_N25_W01_D016,INST0271_N25_W01_P017,INST0271_N25_W01_D017,INST0271_N25_W01_P018,INST0271_N25_W01_D018,INST0271_N25_W01_P019,INST0271_N25_W01_D019,INST0271_N25_W01_P020,INST0271_N25_W01_D020,INST0271_N25_W01_P021,INST0271_N25_W01_D021,INST0271_N25_W01_P022,INST0271_N25_W01_D022,INST0271_N25_W01_P023,INST0271_N25_W01_D023,INST0271_N25_W01_P024,INST0271_N25_W01_D024
INST0271_N25_W01_D004,35.155,0.0,46.518,64.172,61.821,75.918,57.646,52.507,94.442,46.518,0.0,57.646,75.918,52.507,46.518,35.155,75.918,46.592,0.0,57.646,104.634,46.518,35.155,46.592,52.507,57.646,46.592,52.507,55.918,35.155,75.918,46.518,0.0,57.646,46.592,61.821,0.0,46.592,55.918,64.172,35.155,35.155,104.634,52.507,35.155,55.918,35.155,46.518,104.634,46.518,57.646
INST0271_N25_W01_P005,55.217,57.646,40.063,77.525,63.444,70.903,0.0,69.129,40.846,40.063,57.646,0.0,70.903,69.129,40.063,55.217,70.903,50.28,57.646,0.0,54.132,40.063,55.217,50.28,69.129,0.0,50.28,69.129,20.342,55.217,70.903,40.063,57.646,0.0,50.28,63.444,57.646,50.28,20.342,77.525,55.217,55.217,54.132,69.129,55.217,20.342,55.217,40.063,54.132,40.063,0.0
INST0271_N25_W01_D005,41.092,75.918,35.196,23.199,14.239,0.0,70.903,28.769,106.091,35.196,75.918,70.903,0.0,28.769,35.196,41.092,0.0,29.954,75.918,70.903,120.757,35.196,41.092,29.954,28.769,70.903,29.954,28.769,50.611,41.092,0.0,35.196,75.918,70.903,29.954,14.239,75.918,29.954,50.611,23.199,41.092,41.092,120.757,28.769,41.092,50.611,41.092,35.196,120.757,35.196,70.903
INST0271_N25_W01_P006,18.744,52.507,29.48,11.735,16.35,28.769,69.129,0.0,109.164,29.48,52.507,69.129,28.769,0.0,29.48,18.744,28.769,19.054,52.507,69.129,123.055,29.48,18.744,19.054,0.0,69.129,19.054,0.0,51.842,18.744,28.769,29.48,52.507,69.129,19.054,16.35,52.507,19.054,51.842,11.735,18.744,18.744,123.055,0.0,18.744,51.842,18.744,29.48,123.055,29.48,69.129
INST0271_N25_W01_D006,20.581,46.518,0.0,37.477,24.4,35.196,40.063,29.48,79.708,0.0,46.518,40.063,35.196,29.48,0.0,20.581,35.196,10.426,46.518,40.063,93.687,0.0,20.581,10.426,29.48,40.063,10.426,29.48,22.455,20.581,35.196,0.0,46.518,40.063,10.426,24.4,46.518,10.426,22.455,37.477,20.581,20.581,93.687,29.48,20.581,22.455,20.581,0.0,93.687,0.0,40.063
INST0271_N25_W01_P007,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_D007,41.092,75.918,35.196,23.199,14.239,0.0,70.903,28.769,106.091,35.196,75.918,70.903,0.0,28.769,35.196,41.092,0.0,29.954,75.918,70.903,120.757,35.196,41.092,29.954,28.769,70.903,29.954,28.769,50.611,41.092,0.0,35.196,75.918,70.903,29.954,14.239,75.918,29.954,50.611,23.199,41.092,41.092,120.757,28.769,41.092,50.611,41.092,35.196,120.757,35.196,70.903
INST0271_N25_W01_P008,14.077,46.592,10.426,27.544,16.791,29.954,50.28,19.054,90.122,10.426,46.592,50.28,29.954,19.054,10.426,14.077,29.954,0.0,46.592,50.28,104.062,10.426,14.077,0.0,19.054,50.28,0.0,19.054,32.833,14.077,29.954,10.426,46.592,50.28,0.0,16.791,46.592,0.0,32.833,27.544,14.077,14.077,104.062,19.054,14.077,32.833,14.077,10.426,104.062,10.426,50.28
INST0271_N25_W01_D008,35.155,0.0,46.518,64.172,61.821,75.918,57.646,52.507,94.442,46.518,0.0,57.646,75.918,52.507,46.518,35.155,75.918,46.592,0.0,57.646,104.634,46.518,35.155,46.592,52.507,57.646,46.592,52.507,55.918,35.155,75.918,46.518,0.0,57.646,46.592,61.821,0.0,46.592,55.918,64.172,35.155,35.155,104.634,52.507,35.155,55.918,35.155,46.518,104.634,46.518,57.646
INST0271_N25_W01_P009,55.217,57.646,40.063,77.525,63.444,70.903,0.0,69.129,40.846,40.063,57.646,0.0,70.903,69.129,40.063,55.217,70.903,50.28,57.646,0.0,54.132,40.063,55.217,50.28,69.129,0.0,50.28,69.129,20.342,55.217,70.903,40.063,57.646,0.0,50.28,63.444,57.646,50.28,20.342,77.525,55.217,55.217,54.132,69.129,55.217,20.342,55.217,40.063,54.132,40.063,0.0
INST0271_N25_W01_D009,109.245,104.634,93.687,130.825,115.807,120.757,54.132,123.055,14.722,93.687,104.634,54.132,120.757,123.055,93.687,109.245,120.757,104.062,104.634,54.132,0.0,93.687,109.245,104.062,123.055,54.132,104.062,123.055,71.944,109.245,120.757,93.687,104.634,54.132,104.062,115.807,104.634,104.062,71.944,130.825,109.245,109.245,0.0,123.055,109.245,71.944,109.245,93.687,0.0,93.687,54.132
INST0271_N25_W01_P010,20.581,46.518,0.0,37.477,24.4,35.196,40.063,29.48,79.708,0.0,46.518,40.063,35.196,29.48,0.0,20.581,35.196,10.426,46.518,40.063,93.687,0.0,20.581,10.426,29.48,40.063,10.426,29.48,22.455,20.581,35.196,0.0,46.518,40.063,10.426,24.4,46.518,10.426,22.455,37.477,20.581,20.581,93.687,29.48,20.581,22.455,20.581,0.0,93.687,0.0,40.063
INST0271_N25_W01_D010,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_P011,14.077,46.592,10.426,27.544,16.791,29.954,50.28,19.054,90.122,10.426,46.592,50.28,29.954,19.054,10.426,14.077,29.954,0.0,46.592,50.28,104.062,10.426,14.077,0.0,19.054,50.28,0.0,19.054,32.833,14.077,29.954,10.426,46.592,50.28,0.0,16.791,46.592,0.0,32.833,27.544,14.077,14.077,104.062,19.054,14.077,32.833,14.077,10.426,104.062,10.426,50.28
INST0271_N25_W01_D011,18.744,52.507,29.48,11.735,16.35,28.769,69.129,0.0,109.164,29.48,52.507,69.129,28.769,0.0,29.48,18.744,28.769,19.054,52.507,69.129,123.055,29.48,18.744,19.054,0.0,69.129,19.054,0.0,51.842,18.744,28.769,29.48,52.507,69.129,19.054,16.35,52.507,19.054,51.842,11.735,18.744,18.744,123.055,0.0,18.744,51.842,18.744,29.48,123.055,29.48,69.129
INST0271_N25_W01_P012,55.217,57.646,40.063,77.525,63.444,70.903,0.0,69.129,40.846,40.063,57.646,0.0,70.903,69.129,40.063,55.217,70.903,50.28,57.646,0.0,54.132,40.063,55.217,50.28,69.129,0.0,50.28,69.129,20.342,55.217,70.903,40.063,57.646,0.0,50.28,63.444,57.646,50.28,20.342,77.525,55.217,55.217,54.132,69.129,55.217,20.342,55.217,40.063,54.132,40.063,0.0
INST0271_N25_W01_D012,14.077,46.592,10.426,27.544,16.791,29.954,50.28,19.054,90.122,10.426,46.592,50.28,29.954,19.054,10.426,14.077,29.954,0.0,46.592,50.28,104.062,10.426,14.077,0.0,19.054,50.28,0.0,19.054,32.833,14.077,29.954,10.426,46.592,50.28,0.0,16.791,46.592,0.0,32.833,27.544,14.077,14.077,104.062,19.054,14.077,32.833,14.077,10.426,104.062,10.426,50.28
INST0271_N25_W01_P013,18.744,52.507,29.48,11.735,16.35,28.769,69.129,0.0,109.164,29.48,52.507,69.129,28.769,0.0,29.48,18.744,28.769,19.054,52.507,69.129,123.055,29.48,18.744,19.054,0.0,69.129,19.054,0.0,51.842,18.744,28.769,29.48,52.507,69.129,19.054,16.35,52.507,19.054,51.842,11.735,18.744,18.744,123.055,0.0,18.744,51.842,18.744,29.48,123.055,29.48,69.129
INST0271_N25_W01_D013,41.349,55.918,22.455,58.923,43.952,50.611,20.342,51.842,57.687,22.455,55.918,20.342,50.611,51.842,22.455,41.349,50.611,32.833,55.918,20.342,71.944,22.455,41.349,32.833,51.842,20.342,32.833,51.842,0.0,41.349,50.611,22.455,55.918,20.342,32.833,43.952,55.918,32.833,0.0,58.923,41.349,41.349,71.944,51.842,41.349,0.0,41.349,22.455,71.944,22.455,20.342
INST0271_N25_W01_P014,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_D014,41.092,75.918,35.196,23.199,14.239,0.0,70.903,28.769,106.091,35.196,75.918,70.903,0.0,28.769,35.196,41.092,0.0,29.954,75.918,70.903,120.757,35.196,41.092,29.954,28.769,70.903,29.954,28.769,50.611,41.092,0.0,35.196,75.918,70.903,29.954,14.239,75.918,29.954,50.611,23.199,41.092,41.092,120.757,28.769,41.092,50.611,41.092,35.196,120.757,35.196,70.903
INST0271_N25_W01_P015,20.581,46.518,0.0,37.477,24.4,35.196,40.063,29.48,79.708,0.0,46.518,40.063,35.196,29.48,0.0,20.581,35.196,10.426,46.518,40.063,93.687,0.0,20.581,10.426,29.48,40.063,10.426,29.48,22.455,20.581,35.196,0.0,46.518,40.063,10.426,24.4,46.518,10.426,22.455,37.477,20.581,20.581,93.687,29.48,20.581,22.455,20.581,0.0,93.687,0.0,40.063
INST0271_N25_W01_D015,35.155,0.0,46.518,64.172,61.821,75.918,57.646,52.507,94.442,46.518,0.0,57.646,75.918,52.507,46.518,35.155,75.918,46.592,0.0,57.646,104.634,46.518,35.155,46.592,52.507,57.646,46.592,52.507,55.918,35.155,75.918,46.518,0.0,57.646,46.592,61.821,0.0,46.592,55.918,64.172,35.155,35.155,104.634,52.507,35.155,55.918,35.155,46.518,104.634,46.518,57.646
INST0271_N25_W01_P016,55.217,57.646,40.063,77.525,63.444,70.903,0.0,69.129,40.846,40.063,57.646,0.0,70.903,69.129,40.063,55.217,70.903,50.28,57.646,0.0,54.132,40.063,55.217,50.28,69.129,0.0,50.28,69.129,20.342,55.217,70.903,40.063,57.646,0.0,50.28,63.444,57.646,50.28,20.342,77.525,55.217,55.217,54.132,69.129,55.217,20.342,55.217,40.063,54.132,40.063,0.0
INST0271_N25_W01_D016,14.077,46.592,10.426,27.544,16.791,29.954,50.28,19.054,90.122,10.426,46.592,50.28,29.954,19.054,10.426,14.077,29.954,0.0,46.592,50.28,104.062,10.426,14.077,0.0,19.054,50.28,0.0,19.054,32.833,14.077,29.954,10.426,46.592,50.28,0.0,16.791,46.592,0.0,32.833,27.544,14.077,14.077,104.062,19.054,14.077,32.833,14.077,10.426,104.062,10.426,50.28
INST0271_N25_W01_P017,26.872,61.821,24.4,16.399,0.0,14.239,63.444,16.35,101.402,24.4,61.821,63.444,14.239,16.35,24.4,26.872,14.239,16.791,61.821,63.444,115.807,24.4,26.872,16.791,16.35,63.444,16.791,16.35,43.952,26.872,14.239,24.4,61.821,63.444,16.791,0.0,61.821,16.791,43.952,16.399,26.872,26.872,115.807,16.35,26.872,43.952,26.872,24.4,115.807,24.4,63.444
INST0271_N25_W01_D017,35.155,0.0,46.518,64.172,61.821,75.918,57.646,52.507,94.442,46.518,0.0,57.646,75.918,52.507,46.518,35.155,75.918,46.592,0.0,57.646,104.634,46.518,35.155,46.592,52.507,57.646,46.592,52.507,55.918,35.155,75.918,46.518,0.0,57.646,46.592,61.821,0.0,46.592,55.918,64.172,35.155,35.155,104.634,52.507,35.155,55.918,35.155,46.518,104.634,46.518,57.646
INST0271_N25_W01_P018,14.077,46.592,10.426,27.544,16.791,29.954,50.28,19.054,90.122,10.426,46.592,50.28,29.954,19.054,10.426,14.077,29.954,0.0,46.592,50.28,104.062,10.426,14.077,0.0,19.054,50.28,0.0,19.054,32.833,14.077,29.954,10.426,46.592,50.28,0.0,16.791,46.592,0.0,32.833,27.544,14.077,14.077,104.062,19.054,14.077,32.833,14.077,10.426,104.062,10.426,50.28
INST0271_N25_W01_D018,41.349,55.918,22.455,58.923,43.952,50.611,20.342,51.842,57.687,22.455,55.918,20.342,50.611,51.842,22.455,41.349,50.611,32.833,55.918,20.342,71.944,22.455,41.349,32.833,51.842,20.342,32.833,51.842,0.0,41.349,50.611,22.455,55.918,20.342,32.833,43.952,55.918,32.833,0.0,58.923,41.349,41.349,71.944,51.842,41.349,0.0,41.349,22.455,71.944,22.455,20.342
INST0271_N25_W01_P019,30.344,64.172,37.477,0.0,16.399,23.199,77.525,11.735,116.61,37.477,64.172,77.525,23.199,11.735,37.477,30.344,23.199,27.544,64.172,77.525,130.825,37.477,30.344,27.544,11.735,77.525,27.544,11.735,58.923,30.344,23.199,37.477,64.172,77.525,27.544,16.399,64.172,27.544,58.923,0.0,30.344,30.344,130.825,11.735,30.344,58.923,30.344,37.477,130.825,37.477,77.525
INST0271_N25_W01_D019,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_P020,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_D020,109.245,104.634,93.687,130.825,115.807,120.757,54.132,123.055,14.722,93.687,104.634,54.132,120.757,123.055,93.687,109.245,120.757,104.062,104.634,54.132,0.0,93.687,109.245,104.062,123.055,54.132,104.062,123.055,71.944,109.245,120.757,93.687,104.634,54.132,104.062,115.807,104.634,104.062,71.944,130.825,109.245,109.245,0.0,123.055,109.245,71.944,109.245,93.687,0.0,93.687,54.132
INST0271_N25_W01_P021,18.744,52.507,29.48,11.735,16.35,28.769,69.129,0.0,109.164,29.48,52.507,69.129,28.769,0.0,29.48,18.744,28.769,19.054,52.507,69.129,123.055,29.48,18.744,19.054,0.0,69.129,19.054,0.0,51.842,18.744,28.769,29.48,52.507,69.129,19.054,16.35,52.507,19.054,51.842,11.735,18.744,18.744,123.055,0.0,18.744,51.842,18.744,29.48,123.055,29.48,69.129
INST0271_N25_W01_D021,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_P022,41.349,55.918,22.455,58.923,43.952,50.611,20.342,51.842,57.687,22.455,55.918,20.342,50.611,51.842,22.455,41.349,50.611,32.833,55.918,20.342,71.944,22.455,41.349,32.833,51.842,20.342,32.833,51.842,0.0,41.349,50.611,22.455,55.918,20.342,32.833,43.952,55.918,32.833,0.0,58.923,41.349,41.349,71.944,51.842,41.349,0.0,41.349,22.455,71.944,22.455,20.342
INST0271_N25_W01_D022,0.0,35.155,20.581,30.344,26.872,41.092,55.217,18.744,96.036,20.581,35.155,55.217,41.092,18.744,20.581,0.0,41.092,14.077,35.155,55.217,109.245,20.581,0.0,14.077,18.744,55.217,14.077,18.744,41.349,0.0,41.092,20.581,35.155,55.217,14.077,26.872,35.155,14.077,41.349,30.344,0.0,0.0,109.245,18.744,0.0,41.349,0.0,20.581,109.245,20.581,55.217
INST0271_N25_W01_P023,20.581,46.518,0.0,37.477,24.4,35.196,40.063,29.48,79.708,0.0,46.518,40.063,35.196,29.48,0.0,20.581,35.196,10.426,46.518,40.063,93.687,0.0,20.581,10.426,29.48,40.063,10.426,29.48,22.455,20.581,35.196,0.0,46.518,40.063,10.426,24.4,46.518,10.426,22.455,37.477,20.581,20.581,93.687,29.48,20.581,22.455,20.581,0.0,93.687,0.0,40.063
INST0271_N25_W01_D023,109.245,104.634,93.687,130.825,115.807,120.757,54.132,123.055,14.722,93.687,104.634,54.132,120.757,123.055,93.687,109.245,120.757,104.062,104.634,54.132,0.0,93.687,109.245,104.062,123.055,54.132,104.062,123.055,71.944,109.245,120.757,93.687,104.634,54.132,104.062,115.807,104.634,104.062,71.944,130.825,109.245,109.245,0.0,123.055,109.245,71.944,109.245,93.687,0.0,93.687,54.132
INST0271_N25_W01_P024,20.581,46.518,0.0,37.477,24.4,35.196,40.063,29.48,79.708,0.0,46.518,40.063,35.196,29.48,0.0,20.581,35.196,10.426,46.518,40.063,93.687,0.0,20.581,10.426,29.48,40.063,10.426,29.48,22.455,20.581,35.196,0.0,46.518,40.063,10.426,24.4,46.518,10.426,22.455,37.477,20.581,20.581,93.687,29.48,20.581,22.455,20.581,0.0,93.687,0.0,40.063
INST0271_N25_W01_D024,55.217,57.646,40.063,77.525,63.444,70.903,0.0,69.129,40.846,40.063,57.646,0.0,70.903,69.129,40.063,55.217,70.903,50.28,57.646,0.0,54.132,40.063,55.217,50.28,69.129,0.0,50.28,69.129,20.342,55.217,70.903,40.063,57.646,0.0,50.28,63.444,57.646,50.28,20.342,77.525,55.217,55.217,54.132,69.129,55.217,20.342,55.217,40.063,54.132,40.063,0.0
