,depot,INST0227_N20_S17_P000,INST0227_N20_S17_D000,INST0227_N20_S17_P001,INST0227_N20_S17_D001,INST0227_N20_S17_P002,INST0227_N20_S17_D002,INST0227_N20_S17_P003,INST0227_N20_S17_D003,INST0227_N20_S17_P004,INST0227_N20_S17_D004,INST0227_N20_S17_P005,INST0227_N20_S17_D005,INST0227_N20_S17_P006,INST0227_N20_S17_D006,INST0227_N20_S17_P007,INST0227_N20_S17_D007,INST0227_N20_S17_P008,INST0227_N20_S17_D008,INST0227_N20_S17_P009,INST0227_N20_S17_D009,INST0227_N20_S17_P010,INST0227_N20_S17_D010,INST0227_N20_S17_P011,INST0227_N20_S17_D011,INST0227_N20_S17_P012,INST0227_N20_S17_D012,INST0227_N20_S17_P013,INST0227_N20_S17_D013,INST0227_N20_S17_P014,INST0227_N20_S17_D014,INST0227_N20_S17_P015,INST0227_N20_S17_D015,INST0227_N20_S17_P016,INST0227_N20_S17_D016,INST0227_N20_S17_P017,INST0227_N20_S17_D017,INST0227_N20_S17_P018,INST0227_N20_S17_D018,INST0227_N20_S17_P019,INST0227_N20_S17_D019
INST0227_N20_S17_D004,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_P005,0.0,24.036,31.149,31.149,102.142,24.036,26.348,23.863,72.268,26.348,29.68,0.0,152.108,29.68,23.863,29.68,152.108,72.268,55.105,72.268,29.68,0.0,24.036,23.863,24.036,24.036,67.557,23.863,0.0,29.68,23.863,31.149,112.533,26.348,55.105,29.68,0.0,23.863,31.149,72.268,29.68
INST0227_N20_S17_D005,152.108,160.028,150.553,150.553,151.155,160.028,177.944,164.482,224.124,177.944,158.604,152.108,0.0,158.604,164.482,158.604,0.0,224.124,98.41,224.124,158.604,152.108,160.028,164.482,160.028,160.028,85.211,164.482,152.108,158.604,164.482,150.553,41.594,177.944,98.41,158.604,152.108,164.482,150.553,224.124,158.604
INST0227_N20_S17_P006,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_D006,23.863,44.645,54.293,54.293,125.848,44.645,30.556,0.0,67.228,30.556,51.136,23.863,164.482,51.136,0.0,51.136,164.482,67.228,72.248,67.228,51.136,23.863,44.645,0.0,44.645,44.645,83.129,0.0,23.863,51.136,0.0,54.293,127.137,30.556,72.248,51.136,23.863,0.0,54.293,67.228,51.136
INST0227_N20_S17_P007,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_D007,152.108,160.028,150.553,150.553,151.155,160.028,177.944,164.482,224.124,177.944,158.604,152.108,0.0,158.604,164.482,158.604,0.0,224.124,98.41,224.124,158.604,152.108,160.028,164.482,160.028,160.028,85.211,164.482,152.108,158.604,164.482,150.553,41.594,177.944,98.41,158.604,152.108,164.482,150.553,224.124,158.604
INST0227_N20_S17_P008,72.268,67.566,80.145,80.145,138.993,67.566,46.181,67.228,0.0,46.181,71.658,72.268,224.124,71.658,67.228,71.658,224.124,0.0,126.125,0.0,71.658,72.268,67.566,67.228,67.566,67.566,139.086,67.228,72.268,71.658,67.228,80.145,183.928,46.181,126.125,71.658,72.268,67.228,80.145,0.0,71.658
INST0227_N20_S17_D008,55.105,61.869,53.679,53.679,87.998,61.869,80.067,72.248,126.125,80.067,61.135,55.105,98.41,61.135,72.248,61.135,98.41,126.125,0.0,126.125,61.135,55.105,61.869,72.248,61.869,61.869,13.307,72.248,55.105,61.135,72.248,53.679,57.803,80.067,0.0,61.135,55.105,72.248,53.679,126.125,61.135
INST0227_N20_S17_P009,72.268,67.566,80.145,80.145,138.993,67.566,46.181,67.228,0.0,46.181,71.658,72.268,224.124,71.658,67.228,71.658,224.124,0.0,126.125,0.0,71.658,72.268,67.566,67.228,67.566,67.566,139.086,67.228,72.268,71.658,67.228,80.145,183.928,46.181,126.125,71.658,72.268,67.228,80.145,0.0,71.658
INST0227_N20_S17_D009,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_P010,0.0,24.036,31.149,31.149,102.142,24.036,26.348,23.863,72.268,26.348,29.68,0.0,152.108,29.68,23.863,29.68,152.108,72.268,55.105,72.268,29.68,0.0,24.036,23.863,24.036,24.036,67.557,23.863,0.0,29.68,23.863,31.149,112.533,26.348,55.105,29.68,0.0,23.863,31.149,72.268,29.68
INST0227_N20_S17_D010,24.036,0.0,13.324,13.324,83.656,0.0,26.3,44.645,67.566,26.3,6.707,24.036,160.028,6.707,44.645,6.707,160.028,67.566,61.869,67.566,6.707,24.036,0.0,44.645,0.0,0.0,75.176,44.645,24.036,6.707,44.645,13.324,118.85,26.3,61.869,6.707,24.036,44.645,13.324,67.566,6.707
INST0227_N20_S17_P011,23.863,44.645,54.293,54.293,125.848,44.645,30.556,0.0,67.228,30.556,51.136,23.863,164.482,51.136,0.0,51.136,164.482,67.228,72.248,67.228,51.136,23.863,44.645,0.0,44.645,44.645,83.129,0.0,23.863,51.136,0.0,54.293,127.137,30.556,72.248,51.136,23.863,0.0,54.293,67.228,51.136
INST0227_N20_S17_D011,24.036,0.0,13.324,13.324,83.656,0.0,26.3,44.645,67.566,26.3,6.707,24.036,160.028,6.707,44.645,6.707,160.028,67.566,61.869,67.566,6.707,24.036,0.0,44.645,0.0,0.0,75.176,44.645,24.036,6.707,44.645,13.324,118.85,26.3,61.869,6.707,24.036,44.645,13.324,67.566,6.707
INST0227_N20_S17_P012,24.036,0.0,13.324,13.324,83.656,0.0,26.3,44.645,67.566,26.3,6.707,24.036,160.028,6.707,44.645,6.707,160.028,67.566,61.869,67.566,6.707,24.036,0.0,44.645,0.0,0.0,75.176,44.645,24.036,6.707,44.645,13.324,118.85,26.3,61.869,6.707,24.036,44.645,13.324,67.566,6.707
INST0227_N20_S17_D012,67.557,75.176,66.815,66.815,94.398,75.176,92.948,83.129,139.086,92.948,74.382,67.557,85.211,74.382,83.129,74.382,85.211,139.086,13.307,139.086,74.382,67.557,75.176,83.129,75.176,75.176,0.0,83.129,67.557,74.382,83.129,66.815,44.98,92.948,13.307,74.382,67.557,83.129,66.815,139.086,74.382
INST0227_N20_S17_P013,23.863,44.645,54.293,54.293,125.848,44.645,30.556,0.0,67.228,30.556,51.136,23.863,164.482,51.136,0.0,51.136,164.482,67.228,72.248,67.228,51.136,23.863,44.645,0.0,44.645,44.645,83.129,0.0,23.863,51.136,0.0,54.293,127.137,30.556,72.248,51.136,23.863,0.0,54.293,67.228,51.136
INST0227_N20_S17_D013,0.0,24.036,31.149,31.149,102.142,24.036,26.348,23.863,72.268,26.348,29.68,0.0,152.108,29.68,23.863,29.68,152.108,72.268,55.105,72.268,29.68,0.0,24.036,23.863,24.036,24.036,67.557,23.863,0.0,29.68,23.863,31.149,112.533,26.348,55.105,29.68,0.0,23.863,31.149,72.268,29.68
INST0227_N20_S17_P014,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_D014,23.863,44.645,54.293,54.293,125.848,44.645,30.556,0.0,67.228,30.556,51.136,23.863,164.482,51.136,0.0,51.136,164.482,67.228,72.248,67.228,51.136,23.863,44.645,0.0,44.645,44.645,83.129,0.0,23.863,51.136,0.0,54.293,127.137,30.556,72.248,51.136,23.863,0.0,54.293,67.228,51.136
INST0227_N20_S17_P015,31.149,13.324,0.0,0.0,71.877,13.324,39.549,54.293,80.145,39.549,8.581,31.149,150.553,8.581,54.293,8.581,150.553,80.145,53.679,80.145,8.581,31.149,13.324,54.293,13.324,13.324,66.815,54.293,31.149,8.581,54.293,0.0,109.068,39.549,53.679,8.581,31.149,54.293,0.0,80.145,8.581
INST0227_N20_S17_D015,112.533,118.85,109.068,109.068,114.428,118.85,137.848,127.137,183.928,137.848,117.194,112.533,41.594,117.194,127.137,117.194,41.594,183.928,57.803,183.928,117.194,112.533,118.85,127.137,118.85,118.85,44.98,127.137,112.533,117.194,127.137,109.068,0.0,137.848,57.803,117.194,112.533,127.137,109.068,183.928,117.194
INST0227_N20_S17_P016,26.348,26.3,39.549,39.549,108.949,26.3,0.0,30.556,46.181,0.0,32.455,26.348,177.944,32.455,30.556,32.455,177.944,46.181,80.067,46.181,32.455,26.348,26.3,30.556,26.3,26.3,92.948,30.556,26.348,32.455,30.556,39.549,137.848,0.0,80.067,32.455,26.348,30.556,39.549,46.181,32.455
INST0227_N20_S17_D016,55.105,61.869,53.679,53.679,87.998,61.869,80.067,72.248,126.125,80.067,61.135,55.105,98.41,61.135,72.248,61.135,98.41,126.125,0.0,126.125,61.135,55.105,61.869,72.248,61.869,61.869,13.307,72.248,55.105,61.135,72.248,53.679,57.803,80.067,0.0,61.135,55.105,72.248,53.679,126.125,61.135
INST0227_N20_S17_P017,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
INST0227_N20_S17_D017,0.0,24.036,31.149,31.149,102.142,24.036,26.348,23.863,72.268,26.348,29.68,0.0,152.108,29.68,23.863,29.68,152.108,72.268,55.105,72.268,29.68,0.0,24.036,23.863,24.036,24.036,67.557,23.863,0.0,29.68,23.863,31.149,112.533,26.348,55.105,29.68,0.0,23.863,31.149,72.268,29.68
INST0227_N20_S17_P018,23.863,44.645,54.293,54.293,125.848,44.645,30.556,0.0,67.228,30.556,51.136,23.863,164.482,51.136,0.0,51.136,164.482,67.228,72.248,67.228,51.136,23.863,44.645,0.0,44.645,44.645,83.129,0.0,23.863,51.136,0.0,54.293,127.137,30.556,72.248,51.136,23.863,0.0,54.293,67.228,51.136
INST0227_N20_S17_D018,31.149,13.324,0.0,0.0,71.877,13.324,39.549,54.293,80.145,39.549,8.581,31.149,150.553,8.581,54.293,8.581,150.553,80.145,53.679,80.145,8.581,31.149,13.324,54.293,13.324,13.324,66.815,54.293,31.149,8.581,54.293,0.0,109.068,39.549,53.679,8.581,31.149,54.293,0.0,80.145,8.581
INST0227_N20_S17_P019,72.268,67.566,80.145,80.145,138.993,67.566,46.181,67.228,0.0,46.181,71.658,72.268,224.124,71.658,67.228,71.658,224.124,0.0,126.125,0.0,71.658,72.268,67.566,67.228,67.566,67.566,139.086,67.228,72.268,71.658,67.228,80.145,183.928,46.181,126.125,71.658,72.268,67.228,80.145,0.0,71.658
INST0227_N20_S17_D019,29.68,6.707,8.581,8.581,77.018,6.707,32.455,51.136,71.658,32.455,0.0,29.68,158.604,0.0,51.136,0.0,158.604,71.658,61.135,71.658,0.0,29.68,6.707,51.136,6.707,6.707,74.382,51.136,29.68,0.0,51.136,8.581,117.194,32.455,61.135,0.0,29.68,51.136,8.581,71.658,0.0
