,depot,INST0243_N22_N03_P000,INST0243_N22_N03_D000,INST0243_N22_N03_P001,INST0243_N22_N03_D001,INST0243_N22_N03_P002,INST0243_N22_N03_D002,INST0243_N22_N03_P003,INST0243_N22_N03_D003,INST0243_N22_N03_P004,INST0243_N22_N03_D004,INST0243_N22_N03_P005,INST0243_N22_N03_D005,INST0243_N22_N03_P006,INST0243_N22_N03_D006,INST0243_N22_N03_P007,INST0243_N22_N03_D007,INST0243_N22_N03_P008,INST0243_N22_N03_D008,INST0243_N22_N03_P009,INST0243_N22_N03_D009,INST0243_N22_N03_P010,INST0243_N22_N03_D010,INST0243_N22_N03_P011,INST0243_N22_N03_D011,INST0243_N22_N03_P012,INST0243_N22_N03_D012,INST0243_N22_N03_P013,INST0243_N22_N03_D013,INST0243_N22_N03_P014,INST0243_N22_N03_D014,INST0243_N22_N03_P015,INST0243_N22_N03_D015,INST0243_N22_N03_P016,INST0243_N22_N03_D016,INST0243_N22_N03_P017,INST0243_N22_N03_D017,INST0243_N22_N03_P018,INST0243_N22_N03_D018,INST0243_N22_N03_P019,INST0243_N22_N03_D019,INST0243_N22_N03_P020,INST0243_N22_N03_D020,INST0243_N22_N03_P021,INST0243_N22_N03_D021
INST0243_N22_N03_D004,46.06,28.616,48.052,44.646,122.247,93.371,46.06,48.052,153.371,122.247,0.0,28.616,0.0,93.371,27.111,35.653,122.247,28.616,93.371,27.111,46.06,44.646,0.0,0.0,35.653,93.371,153.371,81.232,122.247,35.653,0.0,44.646,153.371,46.06,27.111,46.06,27.111,122.247,153.371,122.247,48.052,122.247,28.616,122.247,46.06
INST0243_N22_N03_P005,23.353,0.0,20.683,23.461,100.436,64.86,23.353,20.683,132.815,100.436,28.616,0.0,28.616,64.86,17.254,35.534,100.436,0.0,64.86,17.254,23.353,23.461,28.616,28.616,35.534,64.86,132.815,81.17,100.436,35.534,28.616,23.461,132.815,23.353,17.254,23.353,17.254,100.436,132.815,100.436,20.683,100.436,0.0,100.436,23.353
INST0243_N22_N03_D005,46.06,28.616,48.052,44.646,122.247,93.371,46.06,48.052,153.371,122.247,0.0,28.616,0.0,93.371,27.111,35.653,122.247,28.616,93.371,27.111,46.06,44.646,0.0,0.0,35.653,93.371,153.371,81.232,122.247,35.653,0.0,44.646,153.371,46.06,27.111,46.06,27.111,122.247,153.371,122.247,48.052,122.247,28.616,122.247,46.06
INST0243_N22_N03_P006,52.8,64.86,46.019,55.435,65.084,0.0,52.8,46.019,95.428,65.084,93.371,64.86,93.371,0.0,71.779,82.833,65.084,64.86,0.0,71.779,52.8,55.435,93.371,93.371,82.833,0.0,95.428,107.477,65.084,82.833,93.371,55.435,95.428,52.8,71.779,52.8,71.779,65.084,95.428,65.084,46.019,65.084,64.86,65.084,52.8
INST0243_N22_N03_D006,20.176,17.254,26.126,18.229,95.136,71.779,20.176,26.126,126.352,95.136,27.111,17.254,27.111,71.779,0.0,18.283,95.136,17.254,71.779,0.0,20.176,18.229,27.111,27.111,18.283,71.779,126.352,64.45,95.136,18.283,27.111,18.229,126.352,20.176,0.0,20.176,0.0,95.136,126.352,95.136,26.126,95.136,17.254,95.136,20.176
INST0243_N22_N03_P007,30.471,35.534,40.266,27.709,93.214,82.833,30.471,40.266,122.278,93.214,35.653,35.534,35.653,82.833,18.283,0.0,93.214,35.534,82.833,18.283,30.471,27.709,35.653,35.653,0.0,82.833,122.278,47.339,93.214,0.0,35.653,27.709,122.278,30.471,18.283,30.471,18.283,93.214,122.278,93.214,40.266,93.214,35.534,93.214,30.471
INST0243_N22_N03_D007,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_P008,23.353,0.0,20.683,23.461,100.436,64.86,23.353,20.683,132.815,100.436,28.616,0.0,28.616,64.86,17.254,35.534,100.436,0.0,64.86,17.254,23.353,23.461,28.616,28.616,35.534,64.86,132.815,81.17,100.436,35.534,28.616,23.461,132.815,23.353,17.254,23.353,17.254,100.436,132.815,100.436,20.683,100.436,0.0,100.436,23.353
INST0243_N22_N03_D008,52.8,64.86,46.019,55.435,65.084,0.0,52.8,46.019,95.428,65.084,93.371,64.86,93.371,0.0,71.779,82.833,65.084,64.86,0.0,71.779,52.8,55.435,93.371,93.371,82.833,0.0,95.428,107.477,65.084,82.833,93.371,55.435,95.428,52.8,71.779,52.8,71.779,65.084,95.428,65.084,46.019,65.084,64.86,65.084,52.8
INST0243_N22_N03_P009,20.176,17.254,26.126,18.229,95.136,71.779,20.176,26.126,126.352,95.136,27.111,17.254,27.111,71.779,0.0,18.283,95.136,17.254,71.779,0.0,20.176,18.229,27.111,27.111,18.283,71.779,126.352,64.45,95.136,18.283,27.111,18.229,126.352,20.176,0.0,20.176,0.0,95.136,126.352,95.136,26.126,95.136,17.254,95.136,20.176
INST0243_N22_N03_D009,0.0,23.353,11.436,2.788,77.555,52.8,0.0,11.436,109.689,77.555,46.06,23.353,46.06,52.8,20.176,30.471,77.555,23.353,52.8,20.176,0.0,2.788,46.06,46.06,30.471,52.8,109.689,66.572,77.555,30.471,46.06,2.788,109.689,0.0,20.176,0.0,20.176,77.555,109.689,77.555,11.436,77.555,23.353,77.555,0.0
INST0243_N22_N03_P010,2.788,23.461,13.942,0.0,78.292,55.435,2.788,13.942,110.207,78.292,44.646,23.461,44.646,55.435,18.229,27.709,78.292,23.461,55.435,18.229,2.788,0.0,44.646,44.646,27.709,55.435,110.207,64.236,78.292,27.709,44.646,0.0,110.207,2.788,18.229,2.788,18.229,78.292,110.207,78.292,13.942,78.292,23.461,78.292,2.788
INST0243_N22_N03_D010,46.06,28.616,48.052,44.646,122.247,93.371,46.06,48.052,153.371,122.247,0.0,28.616,0.0,93.371,27.111,35.653,122.247,28.616,93.371,27.111,46.06,44.646,0.0,0.0,35.653,93.371,153.371,81.232,122.247,35.653,0.0,44.646,153.371,46.06,27.111,46.06,27.111,122.247,153.371,122.247,48.052,122.247,28.616,122.247,46.06
INST0243_N22_N03_P011,46.06,28.616,48.052,44.646,122.247,93.371,46.06,48.052,153.371,122.247,0.0,28.616,0.0,93.371,27.111,35.653,122.247,28.616,93.371,27.111,46.06,44.646,0.0,0.0,35.653,93.371,153.371,81.232,122.247,35.653,0.0,44.646,153.371,46.06,27.111,46.06,27.111,122.247,153.371,122.247,48.052,122.247,28.616,122.247,46.06
INST0243_N22_N03_D011,30.471,35.534,40.266,27.709,93.214,82.833,30.471,40.266,122.278,93.214,35.653,35.534,35.653,82.833,18.283,0.0,93.214,35.534,82.833,18.283,30.471,27.709,35.653,35.653,0.0,82.833,122.278,47.339,93.214,0.0,35.653,27.709,122.278,30.471,18.283,30.471,18.283,93.214,122.278,93.214,40.266,93.214,35.534,93.214,30.471
INST0243_N22_N03_P012,52.8,64.86,46.019,55.435,65.084,0.0,52.8,46.019,95.428,65.084,93.371,64.86,93.371,0.0,71.779,82.833,65.084,64.86,0.0,71.779,52.8,55.435,93.371,93.371,82.833,0.0,95.428,107.477,65.084,82.833,93.371,55.435,95.428,52.8,71.779,52.8,71.779,65.084,95.428,65.084,46.019,65.084,64.86,65.084,52.8
INST0243_N22_N03_D012,109.689,132.815,113.909,110.207,32.884,95.428,109.689,113.909,0.0,32.884,153.371,132.815,153.371,95.428,126.352,122.278,32.884,132.815,95.428,126.352,109.689,110.207,153.371,153.371,122.278,95.428,0.0,104.379,32.884,122.278,153.371,110.207,0.0,109.689,126.352,109.689,126.352,32.884,0.0,32.884,113.909,32.884,132.815,32.884,109.689
INST0243_N22_N03_P013,66.572,81.17,77.99,64.236,85.106,107.477,66.572,77.99,104.379,85.106,81.232,81.17,81.232,107.477,64.45,47.339,85.106,81.17,107.477,64.45,66.572,64.236,81.232,81.232,47.339,107.477,104.379,0.0,85.106,47.339,81.232,64.236,104.379,66.572,64.45,66.572,64.45,85.106,104.379,85.106,77.99,85.106,81.17,85.106,66.572
INST0243_N22_N03_D013,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_P014,30.471,35.534,40.266,27.709,93.214,82.833,30.471,40.266,122.278,93.214,35.653,35.534,35.653,82.833,18.283,0.0,93.214,35.534,82.833,18.283,30.471,27.709,35.653,35.653,0.0,82.833,122.278,47.339,93.214,0.0,35.653,27.709,122.278,30.471,18.283,30.471,18.283,93.214,122.278,93.214,40.266,93.214,35.534,93.214,30.471
INST0243_N22_N03_D014,46.06,28.616,48.052,44.646,122.247,93.371,46.06,48.052,153.371,122.247,0.0,28.616,0.0,93.371,27.111,35.653,122.247,28.616,93.371,27.111,46.06,44.646,0.0,0.0,35.653,93.371,153.371,81.232,122.247,35.653,0.0,44.646,153.371,46.06,27.111,46.06,27.111,122.247,153.371,122.247,48.052,122.247,28.616,122.247,46.06
INST0243_N22_N03_P015,2.788,23.461,13.942,0.0,78.292,55.435,2.788,13.942,110.207,78.292,44.646,23.461,44.646,55.435,18.229,27.709,78.292,23.461,55.435,18.229,2.788,0.0,44.646,44.646,27.709,55.435,110.207,64.236,78.292,27.709,44.646,0.0,110.207,2.788,18.229,2.788,18.229,78.292,110.207,78.292,13.942,78.292,23.461,78.292,2.788
INST0243_N22_N03_D015,109.689,132.815,113.909,110.207,32.884,95.428,109.689,113.909,0.0,32.884,153.371,132.815,153.371,95.428,126.352,122.278,32.884,132.815,95.428,126.352,109.689,110.207,153.371,153.371,122.278,95.428,0.0,104.379,32.884,122.278,153.371,110.207,0.0,109.689,126.352,109.689,126.352,32.884,0.0,32.884,113.909,32.884,132.815,32.884,109.689
INST0243_N22_N03_P016,0.0,23.353,11.436,2.788,77.555,52.8,0.0,11.436,109.689,77.555,46.06,23.353,46.06,52.8,20.176,30.471,77.555,23.353,52.8,20.176,0.0,2.788,46.06,46.06,30.471,52.8,109.689,66.572,77.555,30.471,46.06,2.788,109.689,0.0,20.176,0.0,20.176,77.555,109.689,77.555,11.436,77.555,23.353,77.555,0.0
INST0243_N22_N03_D016,20.176,17.254,26.126,18.229,95.136,71.779,20.176,26.126,126.352,95.136,27.111,17.254,27.111,71.779,0.0,18.283,95.136,17.254,71.779,0.0,20.176,18.229,27.111,27.111,18.283,71.779,126.352,64.45,95.136,18.283,27.111,18.229,126.352,20.176,0.0,20.176,0.0,95.136,126.352,95.136,26.126,95.136,17.254,95.136,20.176
INST0243_N22_N03_P017,0.0,23.353,11.436,2.788,77.555,52.8,0.0,11.436,109.689,77.555,46.06,23.353,46.06,52.8,20.176,30.471,77.555,23.353,52.8,20.176,0.0,2.788,46.06,46.06,30.471,52.8,109.689,66.572,77.555,30.471,46.06,2.788,109.689,0.0,20.176,0.0,20.176,77.555,109.689,77.555,11.436,77.555,23.353,77.555,0.0
INST0243_N22_N03_D017,20.176,17.254,26.126,18.229,95.136,71.779,20.176,26.126,126.352,95.136,27.111,17.254,27.111,71.779,0.0,18.283,95.136,17.254,71.779,0.0,20.176,18.229,27.111,27.111,18.283,71.779,126.352,64.45,95.136,18.283,27.111,18.229,126.352,20.176,0.0,20.176,0.0,95.136,126.352,95.136,26.126,95.136,17.254,95.136,20.176
INST0243_N22_N03_P018,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_D018,109.689,132.815,113.909,110.207,32.884,95.428,109.689,113.909,0.0,32.884,153.371,132.815,153.371,95.428,126.352,122.278,32.884,132.815,95.428,126.352,109.689,110.207,153.371,153.371,122.278,95.428,0.0,104.379,32.884,122.278,153.371,110.207,0.0,109.689,126.352,109.689,126.352,32.884,0.0,32.884,113.909,32.884,132.815,32.884,109.689
INST0243_N22_N03_P019,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_D019,11.436,20.683,0.0,13.942,81.189,46.019,11.436,0.0,113.909,81.189,48.052,20.683,48.052,46.019,26.126,40.266,81.189,20.683,46.019,26.126,11.436,13.942,48.052,48.052,40.266,46.019,113.909,77.99,81.189,40.266,48.052,13.942,113.909,11.436,26.126,11.436,26.126,81.189,113.909,81.189,0.0,81.189,20.683,81.189,11.436
INST0243_N22_N03_P020,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_D020,23.353,0.0,20.683,23.461,100.436,64.86,23.353,20.683,132.815,100.436,28.616,0.0,28.616,64.86,17.254,35.534,100.436,0.0,64.86,17.254,23.353,23.461,28.616,28.616,35.534,64.86,132.815,81.17,100.436,35.534,28.616,23.461,132.815,23.353,17.254,23.353,17.254,100.436,132.815,100.436,20.683,100.436,0.0,100.436,23.353
INST0243_N22_N03_P021,77.555,100.436,81.189,78.292,0.0,65.084,77.555,81.189,32.884,0.0,122.247,100.436,122.247,65.084,95.136,93.214,0.0,100.436,65.084,95.136,77.555,78.292,122.247,122.247,93.214,65.084,32.884,85.106,0.0,93.214,122.247,78.292,32.884,77.555,95.136,77.555,95.136,0.0,32.884,0.0,81.189,0.0,100.436,0.0,77.555
INST0243_N22_N03_D021,0.0,23.353,11.436,2.788,77.555,52.8,0.0,11.436,109.689,77.555,46.06,23.353,46.06,52.8,20.176,30.471,77.555,23.353,52.8,20.176,0.0,2.788,46.06,46.06,30.471,52.8,109.689,66.572,77.555,30.471,46.06,2.788,109.689,0.0,20.176,0.0,20.176,77.555,109.689,77.555,11.436,77.555,23.353,77.555,0.0
