,depot,INST0153_N15_N03_P000,INST0153_N15_N03_D000,INST0153_N15_N03_P001,INST0153_N15_N03_D001,INST0153_N15_N03_P002,INST0153_N15_N03_D002,INST0153_N15_N03_P003,INST0153_N15_N03_D003,INST0153_N15_N03_P004,INST0153_N15_N03_D004,INST0153_N15_N03_P005,INST0153_N15_N03_D005,INST0153_N15_N03_P006,INST0153_N15_N03_D006,INST0153_N15_N03_P007,INST0153_N15_N03_D007,INST0153_N15_N03_P008,INST0153_N15_N03_D008,INST0153_N15_N03_P009,INST0153_N15_N03_D009,INST0153_N15_N03_P010,INST0153_N15_N03_D010,INST0153_N15_N03_P011,INST0153_N15_N03_D011,INST0153_N15_N03_P012,INST0153_N15_N03_D012,INST0153_N15_N03_P013,INST0153_N15_N03_D013,INST0153_N15_N03_P014,INST0153_N15_N03_D014
INST0153_N15_N03_D004,94.965,79.694,0.0,94.965,104.211,149.69,104.211,99.415,0.0,104.211,0.0,122.983,114.14,116.493,99.415,149.69,253.32,114.14,95.867,122.983,149.69,79.694,104.211,116.493,95.867,122.983,79.694,95.867,107.703,104.211,40.266
INST0153_N15_N03_P005,28.595,79.42,122.983,28.595,99.392,35.041,99.392,25.326,122.983,99.392,122.983,0.0,43.511,21.127,25.326,35.041,139.347,43.511,28.727,0.0,35.041,79.42,99.392,21.127,28.727,0.0,79.42,28.727,24.088,99.392,162.63
INST0153_N15_N03_D005,37.312,101.428,114.14,37.312,57.966,43.657,57.966,49.306,114.14,57.966,114.14,43.511,0.0,22.387,49.306,43.657,175.714,0.0,33.929,43.511,43.657,101.428,57.966,22.387,33.929,43.511,101.428,33.929,23.01,57.966,149.729
INST0153_N15_N03_P006,24.705,87.893,116.493,24.705,78.919,33.197,78.919,31.992,116.493,78.919,116.493,21.127,22.387,0.0,31.992,33.197,156.702,22.387,22.322,21.127,33.197,87.893,78.919,0.0,22.322,21.127,87.893,22.322,8.817,78.919,154.717
INST0153_N15_N03_D006,14.003,56.35,99.415,14.003,95.498,58.839,95.498,0.0,99.415,95.498,99.415,25.326,49.306,31.992,0.0,58.839,157.017,49.306,17.072,25.326,58.839,56.35,95.498,31.992,17.072,25.326,56.35,17.072,26.694,95.498,139.481
INST0153_N15_N03_P007,56.4,114.332,149.69,56.4,99.467,0.0,99.467,58.839,149.69,99.467,149.69,35.041,43.657,33.197,58.839,0.0,134.941,43.657,54.669,35.041,0.0,114.332,99.467,33.197,54.669,35.041,114.332,54.669,41.993,99.467,187.802
INST0153_N15_N03_D007,166.496,182.822,253.32,166.496,233.468,134.941,233.468,157.017,253.32,233.468,253.32,139.347,175.714,156.702,157.017,134.941,0.0,175.714,167.44,139.347,134.941,182.822,233.468,156.702,167.44,139.347,182.822,167.44,162.641,233.468,293.481
INST0153_N15_N03_P008,37.312,101.428,114.14,37.312,57.966,43.657,57.966,49.306,114.14,57.966,114.14,43.511,0.0,22.387,49.306,43.657,175.714,0.0,33.929,43.511,43.657,101.428,57.966,22.387,33.929,43.511,101.428,33.929,23.01,57.966,149.729
INST0153_N15_N03_D008,3.413,67.88,95.867,3.413,78.656,54.669,78.656,17.072,95.867,78.656,95.867,28.727,33.929,22.322,17.072,54.669,167.44,33.929,0.0,28.727,54.669,67.88,78.656,22.322,0.0,28.727,67.88,0.0,14.053,78.656,134.948
INST0153_N15_N03_P009,28.595,79.42,122.983,28.595,99.392,35.041,99.392,25.326,122.983,99.392,122.983,0.0,43.511,21.127,25.326,35.041,139.347,43.511,28.727,0.0,35.041,79.42,99.392,21.127,28.727,0.0,79.42,28.727,24.088,99.392,162.63
INST0153_N15_N03_D009,56.4,114.332,149.69,56.4,99.467,0.0,99.467,58.839,149.69,99.467,149.69,35.041,43.657,33.197,58.839,0.0,134.941,43.657,54.669,35.041,0.0,114.332,99.467,33.197,54.669,35.041,114.332,54.669,41.993,99.467,187.802
INST0153_N15_N03_P010,64.653,0.0,79.694,64.653,131.605,114.332,131.605,56.35,79.694,131.605,79.694,79.42,101.428,87.893,56.35,114.332,182.822,101.428,67.88,79.42,114.332,0.0,131.605,87.893,67.88,79.42,0.0,67.88,81.208,131.605,116.851
INST0153_N15_N03_D010,81.517,131.605,104.211,81.517,0.0,99.467,0.0,95.498,104.211,0.0,104.211,99.392,57.966,78.919,95.498,99.467,233.468,57.966,78.656,99.392,99.467,131.605,0.0,78.919,78.656,99.392,131.605,78.656,75.654,0.0,127.812
INST0153_N15_N03_P011,24.705,87.893,116.493,24.705,78.919,33.197,78.919,31.992,116.493,78.919,116.493,21.127,22.387,0.0,31.992,33.197,156.702,22.387,22.322,21.127,33.197,87.893,78.919,0.0,22.322,21.127,87.893,22.322,8.817,78.919,154.717
INST0153_N15_N03_D011,3.413,67.88,95.867,3.413,78.656,54.669,78.656,17.072,95.867,78.656,95.867,28.727,33.929,22.322,17.072,54.669,167.44,33.929,0.0,28.727,54.669,67.88,78.656,22.322,0.0,28.727,67.88,0.0,14.053,78.656,134.948
INST0153_N15_N03_P012,28.595,79.42,122.983,28.595,99.392,35.041,99.392,25.326,122.983,99.392,122.983,0.0,43.511,21.127,25.326,35.041,139.347,43.511,28.727,0.0,35.041,79.42,99.392,21.127,28.727,0.0,79.42,28.727,24.088,99.392,162.63
INST0153_N15_N03_D012,64.653,0.0,79.694,64.653,131.605,114.332,131.605,56.35,79.694,131.605,79.694,79.42,101.428,87.893,56.35,114.332,182.822,101.428,67.88,79.42,114.332,0.0,131.605,87.893,67.88,79.42,0.0,67.88,81.208,131.605,116.851
INST0153_N15_N03_P013,3.413,67.88,95.867,3.413,78.656,54.669,78.656,17.072,95.867,78.656,95.867,28.727,33.929,22.322,17.072,54.669,167.44,33.929,0.0,28.727,54.669,67.88,78.656,22.322,0.0,28.727,67.88,0.0,14.053,78.656,134.948
INST0153_N15_N03_D013,16.848,81.208,107.703,16.848,75.654,41.993,75.654,26.694,107.703,75.654,107.703,24.088,23.01,8.817,26.694,41.993,162.641,23.01,14.053,24.088,41.993,81.208,75.654,8.817,14.053,24.088,81.208,14.053,0.0,75.654,146.035
INST0153_N15_N03_P014,81.517,131.605,104.211,81.517,0.0,99.467,0.0,95.498,104.211,0.0,104.211,99.392,57.966,78.919,95.498,99.467,233.468,57.966,78.656,99.392,99.467,131.605,0.0,78.919,78.656,99.392,131.605,78.656,75.654,0.0,127.812
INST0153_N15_N03_D014,134.313,116.851,40.266,134.313,127.812,187.802,127.812,139.481,40.266,127.812,40.266,162.63,149.729,154.717,139.481,187.802,293.481,149.729,134.948,162.63,187.802,116.851,127.812,154.717,134.948,162.63,116.851,134.948,146.035,127.812,0.0
