,depot,INST0255_N22_N15_P000,INST0255_N22_N15_D000,INST0255_N22_N15_P001,INST0255_N22_N15_D001,INST0255_N22_N15_P002,INST0255_N22_N15_D002,INST0255_N22_N15_P003,INST0255_N22_N15_D003,INST0255_N22_N15_P004,INST0255_N22_N15_D004,INST0255_N22_N15_P005,INST0255_N22_N15_D005,INST0255_N22_N15_P006,INST0255_N22_N15_D006,INST0255_N22_N15_P007,INST0255_N22_N15_D007,INST0255_N22_N15_P008,INST0255_N22_N15_D008,INST0255_N22_N15_P009,INST0255_N22_N15_D009,INST0255_N22_N15_P010,INST0255_N22_N15_D010,INST0255_N22_N15_P011,INST0255_N22_N15_D011,INST0255_N22_N15_P012,INST0255_N22_N15_D012,INST0255_N22_N15_P013,INST0255_N22_N15_D013,INST0255_N22_N15_P014,INST0255_N22_N15_D014,INST0255_N22_N15_P015,INST0255_N22_N15_D015,INST0255_N22_N15_P016,INST0255_N22_N15_D016,INST0255_N22_N15_P017,INST0255_N22_N15_D017,INST0255_N22_N15_P018,INST0255_N22_N15_D018,INST0255_N22_N15_P019,INST0255_N22_N15_D019,INST0255_N22_N15_P020,INST0255_N22_N15_D020,INST0255_N22_N15_P021,INST0255_N22_N15_D021
INST0255_N22_N15_D004,24.088,28.727,122.983,99.392,162.63,35.041,25.326,24.088,28.595,24.088,0.0,99.392,28.595,79.42,28.727,28.727,0.0,25.326,79.42,24.088,35.041,24.088,25.326,24.088,162.63,99.392,79.42,99.392,79.42,21.127,99.392,79.42,25.326,99.392,122.983,0.0,35.041,99.392,21.127,99.392,122.983,43.511,28.727,25.326,122.983
INST0255_N22_N15_P005,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D005,16.848,3.413,94.965,81.517,134.313,56.4,14.003,16.848,0.0,16.848,28.595,81.517,0.0,64.653,3.413,3.413,28.595,14.003,64.653,16.848,56.4,16.848,14.003,16.848,134.313,81.517,64.653,81.517,64.653,24.705,81.517,64.653,14.003,81.517,94.965,28.595,56.4,81.517,24.705,81.517,94.965,37.312,3.413,14.003,94.965
INST0255_N22_N15_P006,81.208,67.88,79.694,131.605,116.851,114.332,56.35,81.208,64.653,81.208,79.42,131.605,64.653,0.0,67.88,67.88,79.42,56.35,0.0,81.208,114.332,81.208,56.35,81.208,116.851,131.605,0.0,131.605,0.0,87.893,131.605,0.0,56.35,131.605,79.694,79.42,114.332,131.605,87.893,131.605,79.694,101.428,67.88,56.35,79.694
INST0255_N22_N15_D006,14.053,0.0,95.867,78.656,134.948,54.669,17.072,14.053,3.413,14.053,28.727,78.656,3.413,67.88,0.0,0.0,28.727,17.072,67.88,14.053,54.669,14.053,17.072,14.053,134.948,78.656,67.88,78.656,67.88,22.322,78.656,67.88,17.072,78.656,95.867,28.727,54.669,78.656,22.322,78.656,95.867,33.929,0.0,17.072,95.867
INST0255_N22_N15_P007,14.053,0.0,95.867,78.656,134.948,54.669,17.072,14.053,3.413,14.053,28.727,78.656,3.413,67.88,0.0,0.0,28.727,17.072,67.88,14.053,54.669,14.053,17.072,14.053,134.948,78.656,67.88,78.656,67.88,22.322,78.656,67.88,17.072,78.656,95.867,28.727,54.669,78.656,22.322,78.656,95.867,33.929,0.0,17.072,95.867
INST0255_N22_N15_D007,24.088,28.727,122.983,99.392,162.63,35.041,25.326,24.088,28.595,24.088,0.0,99.392,28.595,79.42,28.727,28.727,0.0,25.326,79.42,24.088,35.041,24.088,25.326,24.088,162.63,99.392,79.42,99.392,79.42,21.127,99.392,79.42,25.326,99.392,122.983,0.0,35.041,99.392,21.127,99.392,122.983,43.511,28.727,25.326,122.983
INST0255_N22_N15_P008,26.694,17.072,99.415,95.498,139.481,58.839,0.0,26.694,14.003,26.694,25.326,95.498,14.003,56.35,17.072,17.072,25.326,0.0,56.35,26.694,58.839,26.694,0.0,26.694,139.481,95.498,56.35,95.498,56.35,31.992,95.498,56.35,0.0,95.498,99.415,25.326,58.839,95.498,31.992,95.498,99.415,49.306,17.072,0.0,99.415
INST0255_N22_N15_D008,81.208,67.88,79.694,131.605,116.851,114.332,56.35,81.208,64.653,81.208,79.42,131.605,64.653,0.0,67.88,67.88,79.42,56.35,0.0,81.208,114.332,81.208,56.35,81.208,116.851,131.605,0.0,131.605,0.0,87.893,131.605,0.0,56.35,131.605,79.694,79.42,114.332,131.605,87.893,131.605,79.694,101.428,67.88,56.35,79.694
INST0255_N22_N15_P009,0.0,14.053,107.703,75.654,146.035,41.993,26.694,0.0,16.848,0.0,24.088,75.654,16.848,81.208,14.053,14.053,24.088,26.694,81.208,0.0,41.993,0.0,26.694,0.0,146.035,75.654,81.208,75.654,81.208,8.817,75.654,81.208,26.694,75.654,107.703,24.088,41.993,75.654,8.817,75.654,107.703,23.01,14.053,26.694,107.703
INST0255_N22_N15_D009,41.993,54.669,149.69,99.467,187.802,0.0,58.839,41.993,56.4,41.993,35.041,99.467,56.4,114.332,54.669,54.669,35.041,58.839,114.332,41.993,0.0,41.993,58.839,41.993,187.802,99.467,114.332,99.467,114.332,33.197,99.467,114.332,58.839,99.467,149.69,35.041,0.0,99.467,33.197,99.467,149.69,43.657,54.669,58.839,149.69
INST0255_N22_N15_P010,0.0,14.053,107.703,75.654,146.035,41.993,26.694,0.0,16.848,0.0,24.088,75.654,16.848,81.208,14.053,14.053,24.088,26.694,81.208,0.0,41.993,0.0,26.694,0.0,146.035,75.654,81.208,75.654,81.208,8.817,75.654,81.208,26.694,75.654,107.703,24.088,41.993,75.654,8.817,75.654,107.703,23.01,14.053,26.694,107.703
INST0255_N22_N15_D010,26.694,17.072,99.415,95.498,139.481,58.839,0.0,26.694,14.003,26.694,25.326,95.498,14.003,56.35,17.072,17.072,25.326,0.0,56.35,26.694,58.839,26.694,0.0,26.694,139.481,95.498,56.35,95.498,56.35,31.992,95.498,56.35,0.0,95.498,99.415,25.326,58.839,95.498,31.992,95.498,99.415,49.306,17.072,0.0,99.415
INST0255_N22_N15_P011,0.0,14.053,107.703,75.654,146.035,41.993,26.694,0.0,16.848,0.0,24.088,75.654,16.848,81.208,14.053,14.053,24.088,26.694,81.208,0.0,41.993,0.0,26.694,0.0,146.035,75.654,81.208,75.654,81.208,8.817,75.654,81.208,26.694,75.654,107.703,24.088,41.993,75.654,8.817,75.654,107.703,23.01,14.053,26.694,107.703
INST0255_N22_N15_D011,146.035,134.948,40.266,127.812,0.0,187.802,139.481,146.035,134.313,146.035,162.63,127.812,134.313,116.851,134.948,134.948,162.63,139.481,116.851,146.035,187.802,146.035,139.481,146.035,0.0,127.812,116.851,127.812,116.851,154.717,127.812,116.851,139.481,127.812,40.266,162.63,187.802,127.812,154.717,127.812,40.266,149.729,134.948,139.481,40.266
INST0255_N22_N15_P012,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D012,81.208,67.88,79.694,131.605,116.851,114.332,56.35,81.208,64.653,81.208,79.42,131.605,64.653,0.0,67.88,67.88,79.42,56.35,0.0,81.208,114.332,81.208,56.35,81.208,116.851,131.605,0.0,131.605,0.0,87.893,131.605,0.0,56.35,131.605,79.694,79.42,114.332,131.605,87.893,131.605,79.694,101.428,67.88,56.35,79.694
INST0255_N22_N15_P013,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D013,81.208,67.88,79.694,131.605,116.851,114.332,56.35,81.208,64.653,81.208,79.42,131.605,64.653,0.0,67.88,67.88,79.42,56.35,0.0,81.208,114.332,81.208,56.35,81.208,116.851,131.605,0.0,131.605,0.0,87.893,131.605,0.0,56.35,131.605,79.694,79.42,114.332,131.605,87.893,131.605,79.694,101.428,67.88,56.35,79.694
INST0255_N22_N15_P014,8.817,22.322,116.493,78.919,154.717,33.197,31.992,8.817,24.705,8.817,21.127,78.919,24.705,87.893,22.322,22.322,21.127,31.992,87.893,8.817,33.197,8.817,31.992,8.817,154.717,78.919,87.893,78.919,87.893,0.0,78.919,87.893,31.992,78.919,116.493,21.127,33.197,78.919,0.0,78.919,116.493,22.387,22.322,31.992,116.493
INST0255_N22_N15_D014,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_P015,81.208,67.88,79.694,131.605,116.851,114.332,56.35,81.208,64.653,81.208,79.42,131.605,64.653,0.0,67.88,67.88,79.42,56.35,0.0,81.208,114.332,81.208,56.35,81.208,116.851,131.605,0.0,131.605,0.0,87.893,131.605,0.0,56.35,131.605,79.694,79.42,114.332,131.605,87.893,131.605,79.694,101.428,67.88,56.35,79.694
INST0255_N22_N15_D015,26.694,17.072,99.415,95.498,139.481,58.839,0.0,26.694,14.003,26.694,25.326,95.498,14.003,56.35,17.072,17.072,25.326,0.0,56.35,26.694,58.839,26.694,0.0,26.694,139.481,95.498,56.35,95.498,56.35,31.992,95.498,56.35,0.0,95.498,99.415,25.326,58.839,95.498,31.992,95.498,99.415,49.306,17.072,0.0,99.415
INST0255_N22_N15_P016,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D016,107.703,95.867,0.0,104.211,40.266,149.69,99.415,107.703,94.965,107.703,122.983,104.211,94.965,79.694,95.867,95.867,122.983,99.415,79.694,107.703,149.69,107.703,99.415,107.703,40.266,104.211,79.694,104.211,79.694,116.493,104.211,79.694,99.415,104.211,0.0,122.983,149.69,104.211,116.493,104.211,0.0,114.14,95.867,99.415,0.0
INST0255_N22_N15_P017,24.088,28.727,122.983,99.392,162.63,35.041,25.326,24.088,28.595,24.088,0.0,99.392,28.595,79.42,28.727,28.727,0.0,25.326,79.42,24.088,35.041,24.088,25.326,24.088,162.63,99.392,79.42,99.392,79.42,21.127,99.392,79.42,25.326,99.392,122.983,0.0,35.041,99.392,21.127,99.392,122.983,43.511,28.727,25.326,122.983
INST0255_N22_N15_D017,41.993,54.669,149.69,99.467,187.802,0.0,58.839,41.993,56.4,41.993,35.041,99.467,56.4,114.332,54.669,54.669,35.041,58.839,114.332,41.993,0.0,41.993,58.839,41.993,187.802,99.467,114.332,99.467,114.332,33.197,99.467,114.332,58.839,99.467,149.69,35.041,0.0,99.467,33.197,99.467,149.69,43.657,54.669,58.839,149.69
INST0255_N22_N15_P018,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D018,8.817,22.322,116.493,78.919,154.717,33.197,31.992,8.817,24.705,8.817,21.127,78.919,24.705,87.893,22.322,22.322,21.127,31.992,87.893,8.817,33.197,8.817,31.992,8.817,154.717,78.919,87.893,78.919,87.893,0.0,78.919,87.893,31.992,78.919,116.493,21.127,33.197,78.919,0.0,78.919,116.493,22.387,22.322,31.992,116.493
INST0255_N22_N15_P019,75.654,78.656,104.211,0.0,127.812,99.467,95.498,75.654,81.517,75.654,99.392,0.0,81.517,131.605,78.656,78.656,99.392,95.498,131.605,75.654,99.467,75.654,95.498,75.654,127.812,0.0,131.605,0.0,131.605,78.919,0.0,131.605,95.498,0.0,104.211,99.392,99.467,0.0,78.919,0.0,104.211,57.966,78.656,95.498,104.211
INST0255_N22_N15_D019,107.703,95.867,0.0,104.211,40.266,149.69,99.415,107.703,94.965,107.703,122.983,104.211,94.965,79.694,95.867,95.867,122.983,99.415,79.694,107.703,149.69,107.703,99.415,107.703,40.266,104.211,79.694,104.211,79.694,116.493,104.211,79.694,99.415,104.211,0.0,122.983,149.69,104.211,116.493,104.211,0.0,114.14,95.867,99.415,0.0
INST0255_N22_N15_P020,23.01,33.929,114.14,57.966,149.729,43.657,49.306,23.01,37.312,23.01,43.511,57.966,37.312,101.428,33.929,33.929,43.511,49.306,101.428,23.01,43.657,23.01,49.306,23.01,149.729,57.966,101.428,57.966,101.428,22.387,57.966,101.428,49.306,57.966,114.14,43.511,43.657,57.966,22.387,57.966,114.14,0.0,33.929,49.306,114.14
INST0255_N22_N15_D020,14.053,0.0,95.867,78.656,134.948,54.669,17.072,14.053,3.413,14.053,28.727,78.656,3.413,67.88,0.0,0.0,28.727,17.072,67.88,14.053,54.669,14.053,17.072,14.053,134.948,78.656,67.88,78.656,67.88,22.322,78.656,67.88,17.072,78.656,95.867,28.727,54.669,78.656,22.322,78.656,95.867,33.929,0.0,17.072,95.867
INST0255_N22_N15_P021,26.694,17.072,99.415,95.498,139.481,58.839,0.0,26.694,14.003,26.694,25.326,95.498,14.003,56.35,17.072,17.072,25.326,0.0,56.35,26.694,58.839,26.694,0.0,26.694,139.481,95.498,56.35,95.498,56.35,31.992,95.498,56.35,0.0,95.498,99.415,25.326,58.839,95.498,31.992,95.498,99.415,49.306,17.072,0.0,99.415
INST0255_N22_N15_D021,107.703,95.867,0.0,104.211,40.266,149.69,99.415,107.703,94.965,107.703,122.983,104.211,94.965,79.694,95.867,95.867,122.983,99.415,79.694,107.703,149.69,107.703,99.415,107.703,40.266,104.211,79.694,104.211,79.694,116.493,104.211,79.694,99.415,104.211,0.0,122.983,149.69,104.211,116.493,104.211,0.0,114.14,95.867,99.415,0.0
