,depot,INST0244_N22_W04_P000,INST0244_N22_W04_D000,INST0244_N22_W04_P001,INST0244_N22_W04_D001,INST0244_N22_W04_P002,INST0244_N22_W04_D002,INST0244_N22_W04_P003,INST0244_N22_W04_D003,INST0244_N22_W04_P004,INST0244_N22_W04_D004,INST0244_N22_W04_P005,INST0244_N22_W04_D005,INST0244_N22_W04_P006,INST0244_N22_W04_D006,INST0244_N22_W04_P007,INST0244_N22_W04_D007,INST0244_N22_W04_P008,INST0244_N22_W04_D008,INST0244_N22_W04_P009,INST0244_N22_W04_D009,INST0244_N22_W04_P010,INST0244_N22_W04_D010,INST0244_N22_W04_P011,INST0244_N22_W04_D011,INST0244_N22_W04_P012,INST0244_N22_W04_D012,INST0244_N22_W04_P013,INST0244_N22_W04_D013,INST0244_N22_W04_P014,INST0244_N22_W04_D014,INST0244_N22_W04_P015,INST0244_N22_W04_D015,INST0244_N22_W04_P016,INST0244_N22_W04_D016,INST0244_N22_W04_P017,INST0244_N22_W04_D017,INST0244_N22_W04_P018,INST0244_N22_W04_D018,INST0244_N22_W04_P019,INST0244_N22_W04_D019,INST0244_N22_W04_P020,INST0244_N22_W04_D020,INST0244_N22_W04_P021,INST0244_N22_W04_D021
INST0244_N22_W04_P014,0.0,0.0,127.423,88.095,128.123,66.284,147.866,18.026,88.095,18.026,147.866,88.095,114.719,0.0,127.423,66.284,127.423,66.284,133.769,66.284,88.095,0.0,147.866,0.0,141.804,0.0,66.284,18.026,160.194,0.0,127.423,66.284,88.095,66.284,0.0,0.0,114.719,18.026,114.719,88.095,114.719,18.026,66.284,18.026,0.0
INST0244_N22_W04_D014,127.423,127.423,0.0,40.204,57.051,61.567,36.679,110.354,40.204,110.354,36.679,40.204,12.767,127.423,0.0,61.567,0.0,61.567,17.238,61.567,40.204,127.423,36.679,127.423,20.56,127.423,61.567,110.354,33.728,127.423,0.0,61.567,40.204,61.567,127.423,127.423,12.767,110.354,12.767,40.204,12.767,110.354,61.567,110.354,127.423
INST0244_N22_W04_P015,66.284,66.284,61.567,24.909,70.587,0.0,86.82,50.015,24.909,50.015,86.82,24.909,49.056,66.284,61.567,0.0,61.567,0.0,67.612,0.0,24.909,66.284,86.82,66.284,77.687,66.284,0.0,50.015,94.929,66.284,61.567,0.0,24.909,0.0,66.284,66.284,49.056,50.015,49.056,24.909,49.056,50.015,0.0,50.015,66.284
INST0244_N22_W04_D015,88.095,88.095,40.204,0.0,68.471,24.909,61.972,70.637,0.0,70.637,61.972,0.0,27.496,88.095,40.204,24.909,40.204,24.909,50.631,24.909,0.0,88.095,61.972,88.095,53.818,88.095,24.909,70.637,72.151,88.095,40.204,24.909,0.0,24.909,88.095,88.095,27.496,70.637,27.496,0.0,27.496,70.637,24.909,70.637,88.095
INST0244_N22_W04_P016,66.284,66.284,61.567,24.909,70.587,0.0,86.82,50.015,24.909,50.015,86.82,24.909,49.056,66.284,61.567,0.0,61.567,0.0,67.612,0.0,24.909,66.284,86.82,66.284,77.687,66.284,0.0,50.015,94.929,66.284,61.567,0.0,24.909,0.0,66.284,66.284,49.056,50.015,49.056,24.909,49.056,50.015,0.0,50.015,66.284
INST0244_N22_W04_D016,0.0,0.0,127.423,88.095,128.123,66.284,147.866,18.026,88.095,18.026,147.866,88.095,114.719,0.0,127.423,66.284,127.423,66.284,133.769,66.284,88.095,0.0,147.866,0.0,141.804,0.0,66.284,18.026,160.194,0.0,127.423,66.284,88.095,66.284,0.0,0.0,114.719,18.026,114.719,88.095,114.719,18.026,66.284,18.026,0.0
INST0244_N22_W04_P017,0.0,0.0,127.423,88.095,128.123,66.284,147.866,18.026,88.095,18.026,147.866,88.095,114.719,0.0,127.423,66.284,127.423,66.284,133.769,66.284,88.095,0.0,147.866,0.0,141.804,0.0,66.284,18.026,160.194,0.0,127.423,66.284,88.095,66.284,0.0,0.0,114.719,18.026,114.719,88.095,114.719,18.026,66.284,18.026,0.0
INST0244_N22_W04_D017,114.719,114.719,12.767,27.496,56.961,49.056,43.098,97.602,27.496,97.602,43.098,27.496,0.0,114.719,12.767,49.056,12.767,49.056,25.201,49.056,27.496,114.719,43.098,114.719,29.878,114.719,49.056,97.602,45.89,114.719,12.767,49.056,27.496,49.056,114.719,114.719,0.0,97.602,0.0,27.496,0.0,97.602,49.056,97.602,114.719
INST0244_N22_W04_P018,18.026,18.026,110.354,70.637,115.643,50.015,129.907,0.0,70.637,0.0,129.907,70.637,97.602,18.026,110.354,50.015,110.354,50.015,117.595,50.015,70.637,18.026,129.907,18.026,124.166,18.026,50.015,0.0,142.787,18.026,110.354,50.015,70.637,50.015,18.026,18.026,97.602,0.0,97.602,70.637,97.602,0.0,50.015,0.0,18.026
INST0244_N22_W04_D018,114.719,114.719,12.767,27.496,56.961,49.056,43.098,97.602,27.496,97.602,43.098,27.496,0.0,114.719,12.767,49.056,12.767,49.056,25.201,49.056,27.496,114.719,43.098,114.719,29.878,114.719,49.056,97.602,45.89,114.719,12.767,49.056,27.496,49.056,114.719,114.719,0.0,97.602,0.0,27.496,0.0,97.602,49.056,97.602,114.719
INST0244_N22_W04_P019,88.095,88.095,40.204,0.0,68.471,24.909,61.972,70.637,0.0,70.637,61.972,0.0,27.496,88.095,40.204,24.909,40.204,24.909,50.631,24.909,0.0,88.095,61.972,88.095,53.818,88.095,24.909,70.637,72.151,88.095,40.204,24.909,0.0,24.909,88.095,88.095,27.496,70.637,27.496,0.0,27.496,70.637,24.909,70.637,88.095
INST0244_N22_W04_D019,114.719,114.719,12.767,27.496,56.961,49.056,43.098,97.602,27.496,97.602,43.098,27.496,0.0,114.719,12.767,49.056,12.767,49.056,25.201,49.056,27.496,114.719,43.098,114.719,29.878,114.719,49.056,97.602,45.89,114.719,12.767,49.056,27.496,49.056,114.719,114.719,0.0,97.602,0.0,27.496,0.0,97.602,49.056,97.602,114.719
INST0244_N22_W04_P020,18.026,18.026,110.354,70.637,115.643,50.015,129.907,0.0,70.637,0.0,129.907,70.637,97.602,18.026,110.354,50.015,110.354,50.015,117.595,50.015,70.637,18.026,129.907,18.026,124.166,18.026,50.015,0.0,142.787,18.026,110.354,50.015,70.637,50.015,18.026,18.026,97.602,0.0,97.602,70.637,97.602,0.0,50.015,0.0,18.026
INST0244_N22_W04_D020,66.284,66.284,61.567,24.909,70.587,0.0,86.82,50.015,24.909,50.015,86.82,24.909,49.056,66.284,61.567,0.0,61.567,0.0,67.612,0.0,24.909,66.284,86.82,66.284,77.687,66.284,0.0,50.015,94.929,66.284,61.567,0.0,24.909,0.0,66.284,66.284,49.056,50.015,49.056,24.909,49.056,50.015,0.0,50.015,66.284
INST0244_N22_W04_P021,18.026,18.026,110.354,70.637,115.643,50.015,129.907,0.0,70.637,0.0,129.907,70.637,97.602,18.026,110.354,50.015,110.354,50.015,117.595,50.015,70.637,18.026,129.907,18.026,124.166,18.026,50.015,0.0,142.787,18.026,110.354,50.015,70.637,50.015,18.026,18.026,97.602,0.0,97.602,70.637,97.602,0.0,50.015,0.0,18.026
INST0244_N22_W04_D021,0.0,0.0,127.423,88.095,128.123,66.284,147.866,18.026,88.095,18.026,147.866,88.095,114.719,0.0,127.423,66.284,127.423,66.284,133.769,66.284,88.095,0.0,147.866,0.0,141.804,0.0,66.284,18.026,160.194,0.0,127.423,66.284,88.095,66.284,0.0,0.0,114.719,18.026,114.719,88.095,114.719,18.026,66.284,18.026,0.0
