,depot,INST0225_N20_N15_P000,INST0225_N20_N15_D000,INST0225_N20_N15_P001,INST0225_N20_N15_D001,INST0225_N20_N15_P002,INST0225_N20_N15_D002,INST0225_N20_N15_P003,INST0225_N20_N15_D003,INST0225_N20_N15_P004,INST0225_N20_N15_D004,INST0225_N20_N15_P005,INST0225_N20_N15_D005,INST0225_N20_N15_P006,INST0225_N20_N15_D006,INST0225_N20_N15_P007,INST0225_N20_N15_D007,INST0225_N20_N15_P008,INST0225_N20_N15_D008,INST0225_N20_N15_P009,INST0225_N20_N15_D009,INST0225_N20_N15_P010,INST0225_N20_N15_D010,INST0225_N20_N15_P011,INST0225_N20_N15_D011,INST0225_N20_N15_P012,INST0225_N20_N15_D012,INST0225_N20_N15_P013,INST0225_N20_N15_D013,INST0225_N20_N15_P014,INST0225_N20_N15_D014,INST0225_N20_N15_P015,INST0225_N20_N15_D015,INST0225_N20_N15_P016,INST0225_N20_N15_D016,INST0225_N20_N15_P017,INST0225_N20_N15_D017,INST0225_N20_N15_P018,INST0225_N20_N15_D018,INST0225_N20_N15_P019,INST0225_N20_N15_D019
INST0225_N20_N15_D004,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_P005,0.0,34.294,61.784,61.784,19.671,7.201,66.32,66.32,7.201,11.477,61.784,0.0,18.791,18.791,34.294,19.671,21.8,61.784,66.32,11.477,119.262,61.784,11.477,21.8,66.32,61.784,18.791,7.201,11.477,61.784,34.294,11.477,61.784,19.671,87.958,11.477,66.32,0.0,19.671,34.294,13.759
INST0225_N20_N15_D005,18.791,35.653,47.339,47.339,35.534,18.283,82.833,82.833,18.283,27.709,47.339,18.791,0.0,0.0,35.653,35.534,40.266,47.339,82.833,27.709,122.278,47.339,27.709,40.266,82.833,47.339,0.0,18.283,27.709,47.339,35.653,27.709,47.339,35.534,93.214,27.709,82.833,18.791,35.534,35.653,30.471
INST0225_N20_N15_P006,18.791,35.653,47.339,47.339,35.534,18.283,82.833,82.833,18.283,27.709,47.339,18.791,0.0,0.0,35.653,35.534,40.266,47.339,82.833,27.709,122.278,47.339,27.709,40.266,82.833,47.339,0.0,18.283,27.709,47.339,35.653,27.709,47.339,35.534,93.214,27.709,82.833,18.791,35.534,35.653,30.471
INST0225_N20_N15_D006,34.294,0.0,81.232,81.232,28.616,27.111,93.371,93.371,27.111,44.646,81.232,34.294,35.653,35.653,0.0,28.616,48.052,81.232,93.371,44.646,153.371,81.232,44.646,48.052,93.371,81.232,35.653,27.111,44.646,81.232,0.0,44.646,81.232,28.616,122.247,44.646,93.371,34.294,28.616,0.0,46.06
INST0225_N20_N15_P007,19.671,28.616,81.17,81.17,0.0,17.254,64.86,64.86,17.254,23.461,81.17,19.671,35.534,35.534,28.616,0.0,20.683,81.17,64.86,23.461,132.815,81.17,23.461,20.683,64.86,81.17,35.534,17.254,23.461,81.17,28.616,23.461,81.17,0.0,100.436,23.461,64.86,19.671,0.0,28.616,23.353
INST0225_N20_N15_D007,21.8,48.052,77.99,77.99,20.683,26.126,46.019,46.019,26.126,13.942,77.99,21.8,40.266,40.266,48.052,20.683,0.0,77.99,46.019,13.942,113.909,77.99,13.942,0.0,46.019,77.99,40.266,26.126,13.942,77.99,48.052,13.942,77.99,20.683,81.189,13.942,46.019,21.8,20.683,48.052,11.436
INST0225_N20_N15_P008,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_D008,66.32,93.371,107.477,107.477,64.86,71.779,0.0,0.0,71.779,55.435,107.477,66.32,82.833,82.833,93.371,64.86,46.019,107.477,0.0,55.435,95.428,107.477,55.435,46.019,0.0,107.477,82.833,71.779,55.435,107.477,93.371,55.435,107.477,64.86,65.084,55.435,0.0,66.32,64.86,93.371,52.8
INST0225_N20_N15_P009,11.477,44.646,64.236,64.236,23.461,18.229,55.435,55.435,18.229,0.0,64.236,11.477,27.709,27.709,44.646,23.461,13.942,64.236,55.435,0.0,110.207,64.236,0.0,13.942,55.435,64.236,27.709,18.229,0.0,64.236,44.646,0.0,64.236,23.461,78.292,0.0,55.435,11.477,23.461,44.646,2.788
INST0225_N20_N15_D009,119.262,153.371,104.379,104.379,132.815,126.352,95.428,95.428,126.352,110.207,104.379,119.262,122.278,122.278,153.371,132.815,113.909,104.379,95.428,110.207,0.0,104.379,110.207,113.909,95.428,104.379,122.278,126.352,110.207,104.379,153.371,110.207,104.379,132.815,32.884,110.207,95.428,119.262,132.815,153.371,109.689
INST0225_N20_N15_P010,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_D010,11.477,44.646,64.236,64.236,23.461,18.229,55.435,55.435,18.229,0.0,64.236,11.477,27.709,27.709,44.646,23.461,13.942,64.236,55.435,0.0,110.207,64.236,0.0,13.942,55.435,64.236,27.709,18.229,0.0,64.236,44.646,0.0,64.236,23.461,78.292,0.0,55.435,11.477,23.461,44.646,2.788
INST0225_N20_N15_P011,21.8,48.052,77.99,77.99,20.683,26.126,46.019,46.019,26.126,13.942,77.99,21.8,40.266,40.266,48.052,20.683,0.0,77.99,46.019,13.942,113.909,77.99,13.942,0.0,46.019,77.99,40.266,26.126,13.942,77.99,48.052,13.942,77.99,20.683,81.189,13.942,46.019,21.8,20.683,48.052,11.436
INST0225_N20_N15_D011,66.32,93.371,107.477,107.477,64.86,71.779,0.0,0.0,71.779,55.435,107.477,66.32,82.833,82.833,93.371,64.86,46.019,107.477,0.0,55.435,95.428,107.477,55.435,46.019,0.0,107.477,82.833,71.779,55.435,107.477,93.371,55.435,107.477,64.86,65.084,55.435,0.0,66.32,64.86,93.371,52.8
INST0225_N20_N15_P012,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_D012,18.791,35.653,47.339,47.339,35.534,18.283,82.833,82.833,18.283,27.709,47.339,18.791,0.0,0.0,35.653,35.534,40.266,47.339,82.833,27.709,122.278,47.339,27.709,40.266,82.833,47.339,0.0,18.283,27.709,47.339,35.653,27.709,47.339,35.534,93.214,27.709,82.833,18.791,35.534,35.653,30.471
INST0225_N20_N15_P013,7.201,27.111,64.45,64.45,17.254,0.0,71.779,71.779,0.0,18.229,64.45,7.201,18.283,18.283,27.111,17.254,26.126,64.45,71.779,18.229,126.352,64.45,18.229,26.126,71.779,64.45,18.283,0.0,18.229,64.45,27.111,18.229,64.45,17.254,95.136,18.229,71.779,7.201,17.254,27.111,20.176
INST0225_N20_N15_D013,11.477,44.646,64.236,64.236,23.461,18.229,55.435,55.435,18.229,0.0,64.236,11.477,27.709,27.709,44.646,23.461,13.942,64.236,55.435,0.0,110.207,64.236,0.0,13.942,55.435,64.236,27.709,18.229,0.0,64.236,44.646,0.0,64.236,23.461,78.292,0.0,55.435,11.477,23.461,44.646,2.788
INST0225_N20_N15_P014,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_D014,34.294,0.0,81.232,81.232,28.616,27.111,93.371,93.371,27.111,44.646,81.232,34.294,35.653,35.653,0.0,28.616,48.052,81.232,93.371,44.646,153.371,81.232,44.646,48.052,93.371,81.232,35.653,27.111,44.646,81.232,0.0,44.646,81.232,28.616,122.247,44.646,93.371,34.294,28.616,0.0,46.06
INST0225_N20_N15_P015,11.477,44.646,64.236,64.236,23.461,18.229,55.435,55.435,18.229,0.0,64.236,11.477,27.709,27.709,44.646,23.461,13.942,64.236,55.435,0.0,110.207,64.236,0.0,13.942,55.435,64.236,27.709,18.229,0.0,64.236,44.646,0.0,64.236,23.461,78.292,0.0,55.435,11.477,23.461,44.646,2.788
INST0225_N20_N15_D015,61.784,81.232,0.0,0.0,81.17,64.45,107.477,107.477,64.45,64.236,0.0,61.784,47.339,47.339,81.232,81.17,77.99,0.0,107.477,64.236,104.379,0.0,64.236,77.99,107.477,0.0,47.339,64.45,64.236,0.0,81.232,64.236,0.0,81.17,85.106,64.236,107.477,61.784,81.17,81.232,66.572
INST0225_N20_N15_P016,19.671,28.616,81.17,81.17,0.0,17.254,64.86,64.86,17.254,23.461,81.17,19.671,35.534,35.534,28.616,0.0,20.683,81.17,64.86,23.461,132.815,81.17,23.461,20.683,64.86,81.17,35.534,17.254,23.461,81.17,28.616,23.461,81.17,0.0,100.436,23.461,64.86,19.671,0.0,28.616,23.353
INST0225_N20_N15_D016,87.958,122.247,85.106,85.106,100.436,95.136,65.084,65.084,95.136,78.292,85.106,87.958,93.214,93.214,122.247,100.436,81.189,85.106,65.084,78.292,32.884,85.106,78.292,81.189,65.084,85.106,93.214,95.136,78.292,85.106,122.247,78.292,85.106,100.436,0.0,78.292,65.084,87.958,100.436,122.247,77.555
INST0225_N20_N15_P017,11.477,44.646,64.236,64.236,23.461,18.229,55.435,55.435,18.229,0.0,64.236,11.477,27.709,27.709,44.646,23.461,13.942,64.236,55.435,0.0,110.207,64.236,0.0,13.942,55.435,64.236,27.709,18.229,0.0,64.236,44.646,0.0,64.236,23.461,78.292,0.0,55.435,11.477,23.461,44.646,2.788
INST0225_N20_N15_D017,66.32,93.371,107.477,107.477,64.86,71.779,0.0,0.0,71.779,55.435,107.477,66.32,82.833,82.833,93.371,64.86,46.019,107.477,0.0,55.435,95.428,107.477,55.435,46.019,0.0,107.477,82.833,71.779,55.435,107.477,93.371,55.435,107.477,64.86,65.084,55.435,0.0,66.32,64.86,93.371,52.8
INST0225_N20_N15_P018,0.0,34.294,61.784,61.784,19.671,7.201,66.32,66.32,7.201,11.477,61.784,0.0,18.791,18.791,34.294,19.671,21.8,61.784,66.32,11.477,119.262,61.784,11.477,21.8,66.32,61.784,18.791,7.201,11.477,61.784,34.294,11.477,61.784,19.671,87.958,11.477,66.32,0.0,19.671,34.294,13.759
INST0225_N20_N15_D018,19.671,28.616,81.17,81.17,0.0,17.254,64.86,64.86,17.254,23.461,81.17,19.671,35.534,35.534,28.616,0.0,20.683,81.17,64.86,23.461,132.815,81.17,23.461,20.683,64.86,81.17,35.534,17.254,23.461,81.17,28.616,23.461,81.17,0.0,100.436,23.461,64.86,19.671,0.0,28.616,23.353
INST0225_N20_N15_P019,34.294,0.0,81.232,81.232,28.616,27.111,93.371,93.371,27.111,44.646,81.232,34.294,35.653,35.653,0.0,28.616,48.052,81.232,93.371,44.646,153.371,81.232,44.646,48.052,93.371,81.232,35.653,27.111,44.646,81.232,0.0,44.646,81.232,28.616,122.247,44.646,93.371,34.294,28.616,0.0,46.06
INST0225_N20_N15_D019,13.759,46.06,66.572,66.572,23.353,20.176,52.8,52.8,20.176,2.788,66.572,13.759,30.471,30.471,46.06,23.353,11.436,66.572,52.8,2.788,109.689,66.572,2.788,11.436,52.8,66.572,30.471,20.176,2.788,66.572,46.06,2.788,66.572,23.353,77.555,2.788,52.8,13.759,23.353,46.06,0.0
