,depot,INST0186_N18_N06_P000,INST0186_N18_N06_D000,INST0186_N18_N06_P001,INST0186_N18_N06_D001,INST0186_N18_N06_P002,INST0186_N18_N06_D002,INST0186_N18_N06_P003,INST0186_N18_N06_D003,INST0186_N18_N06_P004,INST0186_N18_N06_D004,INST0186_N18_N06_P005,INST0186_N18_N06_D005,INST0186_N18_N06_P006,INST0186_N18_N06_D006,INST0186_N18_N06_P007,INST0186_N18_N06_D007,INST0186_N18_N06_P008,INST0186_N18_N06_D008,INST0186_N18_N06_P009,INST0186_N18_N06_D009,INST0186_N18_N06_P010,INST0186_N18_N06_D010,INST0186_N18_N06_P011,INST0186_N18_N06_D011,INST0186_N18_N06_P012,INST0186_N18_N06_D012,INST0186_N18_N06_P013,INST0186_N18_N06_D013,INST0186_N18_N06_P014,INST0186_N18_N06_D014,INST0186_N18_N06_P015,INST0186_N18_N06_D015,INST0186_N18_N06_P016,INST0186_N18_N06_D016,INST0186_N18_N06_P017,INST0186_N18_N06_D017
INST0186_N18_N06_P009,21.127,22.322,116.493,33.197,8.817,24.705,0.0,33.197,22.322,22.387,22.322,22.322,154.717,87.893,24.705,0.0,155.714,0.0,21.127,0.0,154.717,24.705,22.387,0.0,22.387,33.197,0.0,33.197,155.714,21.127,31.992,24.705,0.0,21.127,33.197,21.127,8.817
INST0186_N18_N06_D009,162.63,134.948,40.266,187.802,146.035,134.313,154.717,187.802,134.948,149.729,134.948,134.948,0.0,116.851,134.313,154.717,309.6,154.717,162.63,154.717,0.0,134.313,149.729,154.717,149.729,187.802,154.717,187.802,309.6,162.63,139.481,134.313,154.717,162.63,187.802,162.63,146.035
INST0186_N18_N06_P010,28.595,3.413,94.965,56.4,16.848,0.0,24.705,56.4,3.413,37.312,3.413,3.413,134.313,64.653,0.0,24.705,178.677,24.705,28.595,24.705,134.313,0.0,37.312,24.705,37.312,56.4,24.705,56.4,178.677,28.595,14.003,0.0,24.705,28.595,56.4,28.595,16.848
INST0186_N18_N06_D010,43.511,33.929,114.14,43.657,23.01,37.312,22.387,43.657,33.929,0.0,33.929,33.929,149.729,101.428,37.312,22.387,160.581,22.387,43.511,22.387,149.729,37.312,0.0,22.387,0.0,43.657,22.387,43.657,160.581,43.511,49.306,37.312,22.387,43.511,43.657,43.511,23.01
INST0186_N18_N06_P011,21.127,22.322,116.493,33.197,8.817,24.705,0.0,33.197,22.322,22.387,22.322,22.322,154.717,87.893,24.705,0.0,155.714,0.0,21.127,0.0,154.717,24.705,22.387,0.0,22.387,33.197,0.0,33.197,155.714,21.127,31.992,24.705,0.0,21.127,33.197,21.127,8.817
INST0186_N18_N06_D011,43.511,33.929,114.14,43.657,23.01,37.312,22.387,43.657,33.929,0.0,33.929,33.929,149.729,101.428,37.312,22.387,160.581,22.387,43.511,22.387,149.729,37.312,0.0,22.387,0.0,43.657,22.387,43.657,160.581,43.511,49.306,37.312,22.387,43.511,43.657,43.511,23.01
INST0186_N18_N06_P012,35.041,54.669,149.69,0.0,41.993,56.4,33.197,0.0,54.669,43.657,54.669,54.669,187.802,114.332,56.4,33.197,122.582,33.197,35.041,33.197,187.802,56.4,43.657,33.197,43.657,0.0,33.197,0.0,122.582,35.041,58.839,56.4,33.197,35.041,0.0,35.041,41.993
INST0186_N18_N06_D012,21.127,22.322,116.493,33.197,8.817,24.705,0.0,33.197,22.322,22.387,22.322,22.322,154.717,87.893,24.705,0.0,155.714,0.0,21.127,0.0,154.717,24.705,22.387,0.0,22.387,33.197,0.0,33.197,155.714,21.127,31.992,24.705,0.0,21.127,33.197,21.127,8.817
INST0186_N18_N06_P013,35.041,54.669,149.69,0.0,41.993,56.4,33.197,0.0,54.669,43.657,54.669,54.669,187.802,114.332,56.4,33.197,122.582,33.197,35.041,33.197,187.802,56.4,43.657,33.197,43.657,0.0,33.197,0.0,122.582,35.041,58.839,56.4,33.197,35.041,0.0,35.041,41.993
INST0186_N18_N06_D013,153.452,177.15,272.117,122.582,164.529,178.677,155.714,122.582,177.15,160.581,177.15,177.15,309.6,229.986,178.677,155.714,0.0,155.714,153.452,155.714,309.6,178.677,160.581,155.714,160.581,122.582,155.714,122.582,0.0,153.452,178.773,178.677,155.714,153.452,122.582,153.452,164.529
INST0186_N18_N06_P014,0.0,28.727,122.983,35.041,24.088,28.595,21.127,35.041,28.727,43.511,28.727,28.727,162.63,79.42,28.595,21.127,153.452,21.127,0.0,21.127,162.63,28.595,43.511,21.127,43.511,35.041,21.127,35.041,153.452,0.0,25.326,28.595,21.127,0.0,35.041,0.0,24.088
INST0186_N18_N06_D014,25.326,17.072,99.415,58.839,26.694,14.003,31.992,58.839,17.072,49.306,17.072,17.072,139.481,56.35,14.003,31.992,178.773,31.992,25.326,31.992,139.481,14.003,49.306,31.992,49.306,58.839,31.992,58.839,178.773,25.326,0.0,14.003,31.992,25.326,58.839,25.326,26.694
INST0186_N18_N06_P015,28.595,3.413,94.965,56.4,16.848,0.0,24.705,56.4,3.413,37.312,3.413,3.413,134.313,64.653,0.0,24.705,178.677,24.705,28.595,24.705,134.313,0.0,37.312,24.705,37.312,56.4,24.705,56.4,178.677,28.595,14.003,0.0,24.705,28.595,56.4,28.595,16.848
INST0186_N18_N06_D015,21.127,22.322,116.493,33.197,8.817,24.705,0.0,33.197,22.322,22.387,22.322,22.322,154.717,87.893,24.705,0.0,155.714,0.0,21.127,0.0,154.717,24.705,22.387,0.0,22.387,33.197,0.0,33.197,155.714,21.127,31.992,24.705,0.0,21.127,33.197,21.127,8.817
INST0186_N18_N06_P016,0.0,28.727,122.983,35.041,24.088,28.595,21.127,35.041,28.727,43.511,28.727,28.727,162.63,79.42,28.595,21.127,153.452,21.127,0.0,21.127,162.63,28.595,43.511,21.127,43.511,35.041,21.127,35.041,153.452,0.0,25.326,28.595,21.127,0.0,35.041,0.0,24.088
INST0186_N18_N06_D016,35.041,54.669,149.69,0.0,41.993,56.4,33.197,0.0,54.669,43.657,54.669,54.669,187.802,114.332,56.4,33.197,122.582,33.197,35.041,33.197,187.802,56.4,43.657,33.197,43.657,0.0,33.197,0.0,122.582,35.041,58.839,56.4,33.197,35.041,0.0,35.041,41.993
INST0186_N18_N06_P017,0.0,28.727,122.983,35.041,24.088,28.595,21.127,35.041,28.727,43.511,28.727,28.727,162.63,79.42,28.595,21.127,153.452,21.127,0.0,21.127,162.63,28.595,43.511,21.127,43.511,35.041,21.127,35.041,153.452,0.0,25.326,28.595,21.127,0.0,35.041,0.0,24.088
INST0186_N18_N06_D017,24.088,14.053,107.703,41.993,0.0,16.848,8.817,41.993,14.053,23.01,14.053,14.053,146.035,81.208,16.848,8.817,164.529,8.817,24.088,8.817,146.035,16.848,23.01,8.817,23.01,41.993,8.817,41.993,164.529,24.088,26.694,16.848,8.817,24.088,41.993,24.088,0.0
