,depot,INST0252_N22_N12_P000,INST0252_N22_N12_D000,INST0252_N22_N12_P001,INST0252_N22_N12_D001,INST0252_N22_N12_P002,INST0252_N22_N12_D002,INST0252_N22_N12_P003,INST0252_N22_N12_D003,INST0252_N22_N12_P004,INST0252_N22_N12_D004,INST0252_N22_N12_P005,INST0252_N22_N12_D005,INST0252_N22_N12_P006,INST0252_N22_N12_D006,INST0252_N22_N12_P007,INST0252_N22_N12_D007,INST0252_N22_N12_P008,INST0252_N22_N12_D008,INST0252_N22_N12_P009,INST0252_N22_N12_D009,INST0252_N22_N12_P010,INST0252_N22_N12_D010,INST0252_N22_N12_P011,INST0252_N22_N12_D011,INST0252_N22_N12_P012,INST0252_N22_N12_D012,INST0252_N22_N12_P013,INST0252_N22_N12_D013,INST0252_N22_N12_P014,INST0252_N22_N12_D014,INST0252_N22_N12_P015,INST0252_N22_N12_D015,INST0252_N22_N12_P016,INST0252_N22_N12_D016,INST0252_N22_N12_P017,INST0252_N22_N12_D017,INST0252_N22_N12_P018,INST0252_N22_N12_D018,INST0252_N22_N12_P019,INST0252_N22_N12_D019,INST0252_N22_N12_P020,INST0252_N22_N12_D020,INST0252_N22_N12_P021,INST0252_N22_N12_D021
INST0252_N22_N12_D004,0.0,18.791,30.471,27.709,0.0,35.534,40.266,40.266,0.0,40.266,0.0,35.653,131.141,27.709,18.791,0.0,40.266,47.339,18.283,47.339,35.653,40.266,35.534,35.653,93.214,47.339,18.283,35.534,82.833,18.791,93.214,35.653,18.791,35.534,82.833,35.534,47.339,47.339,35.653,30.471,18.283,35.534,143.5,30.471,0.0
INST0252_N22_N12_P005,35.653,34.294,46.06,44.646,35.653,28.616,48.052,48.052,35.653,48.052,35.653,0.0,100.108,44.646,34.294,35.653,48.052,81.232,27.111,81.232,0.0,48.052,28.616,0.0,122.247,81.232,27.111,28.616,93.371,34.294,122.247,0.0,34.294,28.616,93.371,28.616,81.232,81.232,0.0,46.06,27.111,28.616,110.202,46.06,35.653
INST0252_N22_N12_D005,131.141,134.365,145.919,144.673,131.141,125.319,145.998,145.998,131.141,145.998,131.141,100.108,0.0,144.673,134.365,131.141,145.998,165.945,127.166,165.945,100.108,145.998,125.319,100.108,222.229,165.945,127.166,125.319,187.822,134.365,222.229,100.108,134.365,125.319,187.822,125.319,165.945,165.945,100.108,145.919,127.166,125.319,102.687,145.919,131.141
INST0252_N22_N12_P006,27.709,11.477,2.788,0.0,27.709,23.461,13.942,13.942,27.709,13.942,27.709,44.646,144.673,0.0,11.477,27.709,13.942,64.236,18.229,64.236,44.646,13.942,23.461,44.646,78.292,64.236,18.229,23.461,55.435,11.477,78.292,44.646,11.477,23.461,55.435,23.461,64.236,64.236,44.646,2.788,18.229,23.461,136.742,2.788,27.709
INST0252_N22_N12_D006,18.791,0.0,13.759,11.477,18.791,19.671,21.8,21.8,18.791,21.8,18.791,34.294,134.365,11.477,0.0,18.791,21.8,61.784,7.201,61.784,34.294,21.8,19.671,34.294,87.958,61.784,7.201,19.671,66.32,0.0,87.958,34.294,0.0,19.671,66.32,19.671,61.784,61.784,34.294,13.759,7.201,19.671,132.823,13.759,18.791
INST0252_N22_N12_P007,0.0,18.791,30.471,27.709,0.0,35.534,40.266,40.266,0.0,40.266,0.0,35.653,131.141,27.709,18.791,0.0,40.266,47.339,18.283,47.339,35.653,40.266,35.534,35.653,93.214,47.339,18.283,35.534,82.833,18.791,93.214,35.653,18.791,35.534,82.833,35.534,47.339,47.339,35.653,30.471,18.283,35.534,143.5,30.471,0.0
INST0252_N22_N12_D007,40.266,21.8,11.436,13.942,40.266,20.683,0.0,0.0,40.266,0.0,40.266,48.052,145.998,13.942,21.8,40.266,0.0,77.99,26.126,77.99,48.052,0.0,20.683,48.052,81.189,77.99,26.126,20.683,46.019,21.8,81.189,48.052,21.8,20.683,46.019,20.683,77.99,77.99,48.052,11.436,26.126,20.683,128.231,11.436,40.266
INST0252_N22_N12_P008,47.339,61.784,66.572,64.236,47.339,81.17,77.99,77.99,47.339,77.99,47.339,81.232,165.945,64.236,61.784,47.339,77.99,0.0,64.45,0.0,81.232,77.99,81.17,81.232,85.106,0.0,64.45,81.17,107.477,61.784,85.106,81.232,61.784,81.17,107.477,81.17,0.0,0.0,81.232,66.572,64.45,81.17,190.666,66.572,47.339
INST0252_N22_N12_D008,18.283,7.201,20.176,18.229,18.283,17.254,26.126,26.126,18.283,26.126,18.283,27.111,127.166,18.229,7.201,18.283,26.126,64.45,0.0,64.45,27.111,26.126,17.254,27.111,95.136,64.45,0.0,17.254,71.779,7.201,95.136,27.111,7.201,17.254,71.779,17.254,64.45,64.45,27.111,20.176,0.0,17.254,127.973,20.176,18.283
INST0252_N22_N12_P009,47.339,61.784,66.572,64.236,47.339,81.17,77.99,77.99,47.339,77.99,47.339,81.232,165.945,64.236,61.784,47.339,77.99,0.0,64.45,0.0,81.232,77.99,81.17,81.232,85.106,0.0,64.45,81.17,107.477,61.784,85.106,81.232,61.784,81.17,107.477,81.17,0.0,0.0,81.232,66.572,64.45,81.17,190.666,66.572,47.339
INST0252_N22_N12_D009,35.653,34.294,46.06,44.646,35.653,28.616,48.052,48.052,35.653,48.052,35.653,0.0,100.108,44.646,34.294,35.653,48.052,81.232,27.111,81.232,0.0,48.052,28.616,0.0,122.247,81.232,27.111,28.616,93.371,34.294,122.247,0.0,34.294,28.616,93.371,28.616,81.232,81.232,0.0,46.06,27.111,28.616,110.202,46.06,35.653
INST0252_N22_N12_P010,40.266,21.8,11.436,13.942,40.266,20.683,0.0,0.0,40.266,0.0,40.266,48.052,145.998,13.942,21.8,40.266,0.0,77.99,26.126,77.99,48.052,0.0,20.683,48.052,81.189,77.99,26.126,20.683,46.019,21.8,81.189,48.052,21.8,20.683,46.019,20.683,77.99,77.99,48.052,11.436,26.126,20.683,128.231,11.436,40.266
INST0252_N22_N12_D010,35.534,19.671,23.353,23.461,35.534,0.0,20.683,20.683,35.534,20.683,35.534,28.616,125.319,23.461,19.671,35.534,20.683,81.17,17.254,81.17,28.616,20.683,0.0,28.616,100.436,81.17,17.254,0.0,64.86,19.671,100.436,28.616,19.671,0.0,64.86,0.0,81.17,81.17,28.616,23.353,17.254,0.0,113.8,23.353,35.534
INST0252_N22_N12_P011,35.653,34.294,46.06,44.646,35.653,28.616,48.052,48.052,35.653,48.052,35.653,0.0,100.108,44.646,34.294,35.653,48.052,81.232,27.111,81.232,0.0,48.052,28.616,0.0,122.247,81.232,27.111,28.616,93.371,34.294,122.247,0.0,34.294,28.616,93.371,28.616,81.232,81.232,0.0,46.06,27.111,28.616,110.202,46.06,35.653
INST0252_N22_N12_D011,93.214,87.958,77.555,78.292,93.214,100.436,81.189,81.189,93.214,81.189,93.214,122.247,222.229,78.292,87.958,93.214,81.189,85.106,95.136,85.106,122.247,81.189,100.436,122.247,0.0,85.106,95.136,100.436,65.084,87.958,0.0,122.247,87.958,100.436,65.084,100.436,85.106,85.106,122.247,77.555,95.136,100.436,206.878,77.555,93.214
INST0252_N22_N12_P012,47.339,61.784,66.572,64.236,47.339,81.17,77.99,77.99,47.339,77.99,47.339,81.232,165.945,64.236,61.784,47.339,77.99,0.0,64.45,0.0,81.232,77.99,81.17,81.232,85.106,0.0,64.45,81.17,107.477,61.784,85.106,81.232,61.784,81.17,107.477,81.17,0.0,0.0,81.232,66.572,64.45,81.17,190.666,66.572,47.339
INST0252_N22_N12_D012,18.283,7.201,20.176,18.229,18.283,17.254,26.126,26.126,18.283,26.126,18.283,27.111,127.166,18.229,7.201,18.283,26.126,64.45,0.0,64.45,27.111,26.126,17.254,27.111,95.136,64.45,0.0,17.254,71.779,7.201,95.136,27.111,7.201,17.254,71.779,17.254,64.45,64.45,27.111,20.176,0.0,17.254,127.973,20.176,18.283
INST0252_N22_N12_P013,35.534,19.671,23.353,23.461,35.534,0.0,20.683,20.683,35.534,20.683,35.534,28.616,125.319,23.461,19.671,35.534,20.683,81.17,17.254,81.17,28.616,20.683,0.0,28.616,100.436,81.17,17.254,0.0,64.86,19.671,100.436,28.616,19.671,0.0,64.86,0.0,81.17,81.17,28.616,23.353,17.254,0.0,113.8,23.353,35.534
INST0252_N22_N12_D013,82.833,66.32,52.8,55.435,82.833,64.86,46.019,46.019,82.833,46.019,82.833,93.371,187.822,55.435,66.32,82.833,46.019,107.477,71.779,107.477,93.371,46.019,64.86,93.371,65.084,107.477,71.779,64.86,0.0,66.32,65.084,93.371,66.32,64.86,0.0,64.86,107.477,107.477,93.371,52.8,71.779,64.86,149.304,52.8,82.833
INST0252_N22_N12_P014,18.791,0.0,13.759,11.477,18.791,19.671,21.8,21.8,18.791,21.8,18.791,34.294,134.365,11.477,0.0,18.791,21.8,61.784,7.201,61.784,34.294,21.8,19.671,34.294,87.958,61.784,7.201,19.671,66.32,0.0,87.958,34.294,0.0,19.671,66.32,19.671,61.784,61.784,34.294,13.759,7.201,19.671,132.823,13.759,18.791
INST0252_N22_N12_D014,93.214,87.958,77.555,78.292,93.214,100.436,81.189,81.189,93.214,81.189,93.214,122.247,222.229,78.292,87.958,93.214,81.189,85.106,95.136,85.106,122.247,81.189,100.436,122.247,0.0,85.106,95.136,100.436,65.084,87.958,0.0,122.247,87.958,100.436,65.084,100.436,85.106,85.106,122.247,77.555,95.136,100.436,206.878,77.555,93.214
INST0252_N22_N12_P015,35.653,34.294,46.06,44.646,35.653,28.616,48.052,48.052,35.653,48.052,35.653,0.0,100.108,44.646,34.294,35.653,48.052,81.232,27.111,81.232,0.0,48.052,28.616,0.0,122.247,81.232,27.111,28.616,93.371,34.294,122.247,0.0,34.294,28.616,93.371,28.616,81.232,81.232,0.0,46.06,27.111,28.616,110.202,46.06,35.653
INST0252_N22_N12_D015,18.791,0.0,13.759,11.477,18.791,19.671,21.8,21.8,18.791,21.8,18.791,34.294,134.365,11.477,0.0,18.791,21.8,61.784,7.201,61.784,34.294,21.8,19.671,34.294,87.958,61.784,7.201,19.671,66.32,0.0,87.958,34.294,0.0,19.671,66.32,19.671,61.784,61.784,34.294,13.759,7.201,19.671,132.823,13.759,18.791
INST0252_N22_N12_P016,35.534,19.671,23.353,23.461,35.534,0.0,20.683,20.683,35.534,20.683,35.534,28.616,125.319,23.461,19.671,35.534,20.683,81.17,17.254,81.17,28.616,20.683,0.0,28.616,100.436,81.17,17.254,0.0,64.86,19.671,100.436,28.616,19.671,0.0,64.86,0.0,81.17,81.17,28.616,23.353,17.254,0.0,113.8,23.353,35.534
INST0252_N22_N12_D016,82.833,66.32,52.8,55.435,82.833,64.86,46.019,46.019,82.833,46.019,82.833,93.371,187.822,55.435,66.32,82.833,46.019,107.477,71.779,107.477,93.371,46.019,64.86,93.371,65.084,107.477,71.779,64.86,0.0,66.32,65.084,93.371,66.32,64.86,0.0,64.86,107.477,107.477,93.371,52.8,71.779,64.86,149.304,52.8,82.833
INST0252_N22_N12_P017,35.534,19.671,23.353,23.461,35.534,0.0,20.683,20.683,35.534,20.683,35.534,28.616,125.319,23.461,19.671,35.534,20.683,81.17,17.254,81.17,28.616,20.683,0.0,28.616,100.436,81.17,17.254,0.0,64.86,19.671,100.436,28.616,19.671,0.0,64.86,0.0,81.17,81.17,28.616,23.353,17.254,0.0,113.8,23.353,35.534
INST0252_N22_N12_D017,47.339,61.784,66.572,64.236,47.339,81.17,77.99,77.99,47.339,77.99,47.339,81.232,165.945,64.236,61.784,47.339,77.99,0.0,64.45,0.0,81.232,77.99,81.17,81.232,85.106,0.0,64.45,81.17,107.477,61.784,85.106,81.232,61.784,81.17,107.477,81.17,0.0,0.0,81.232,66.572,64.45,81.17,190.666,66.572,47.339
INST0252_N22_N12_P018,47.339,61.784,66.572,64.236,47.339,81.17,77.99,77.99,47.339,77.99,47.339,81.232,165.945,64.236,61.784,47.339,77.99,0.0,64.45,0.0,81.232,77.99,81.17,81.232,85.106,0.0,64.45,81.17,107.477,61.784,85.106,81.232,61.784,81.17,107.477,81.17,0.0,0.0,81.232,66.572,64.45,81.17,190.666,66.572,47.339
INST0252_N22_N12_D018,35.653,34.294,46.06,44.646,35.653,28.616,48.052,48.052,35.653,48.052,35.653,0.0,100.108,44.646,34.294,35.653,48.052,81.232,27.111,81.232,0.0,48.052,28.616,0.0,122.247,81.232,27.111,28.616,93.371,34.294,122.247,0.0,34.294,28.616,93.371,28.616,81.232,81.232,0.0,46.06,27.111,28.616,110.202,46.06,35.653
INST0252_N22_N12_P019,30.471,13.759,0.0,2.788,30.471,23.353,11.436,11.436,30.471,11.436,30.471,46.06,145.919,2.788,13.759,30.471,11.436,66.572,20.176,66.572,46.06,11.436,23.353,46.06,77.555,66.572,20.176,23.353,52.8,13.759,77.555,46.06,13.759,23.353,52.8,23.353,66.572,66.572,46.06,0.0,20.176,23.353,135.971,0.0,30.471
INST0252_N22_N12_D019,18.283,7.201,20.176,18.229,18.283,17.254,26.126,26.126,18.283,26.126,18.283,27.111,127.166,18.229,7.201,18.283,26.126,64.45,0.0,64.45,27.111,26.126,17.254,27.111,95.136,64.45,0.0,17.254,71.779,7.201,95.136,27.111,7.201,17.254,71.779,17.254,64.45,64.45,27.111,20.176,0.0,17.254,127.973,20.176,18.283
INST0252_N22_N12_P020,35.534,19.671,23.353,23.461,35.534,0.0,20.683,20.683,35.534,20.683,35.534,28.616,125.319,23.461,19.671,35.534,20.683,81.17,17.254,81.17,28.616,20.683,0.0,28.616,100.436,81.17,17.254,0.0,64.86,19.671,100.436,28.616,19.671,0.0,64.86,0.0,81.17,81.17,28.616,23.353,17.254,0.0,113.8,23.353,35.534
INST0252_N22_N12_D020,143.5,132.823,135.971,136.742,143.5,113.8,128.231,128.231,143.5,128.231,143.5,110.202,102.687,136.742,132.823,143.5,128.231,190.666,127.973,190.666,110.202,128.231,113.8,110.202,206.878,190.666,127.973,113.8,149.304,132.823,206.878,110.202,132.823,113.8,149.304,113.8,190.666,190.666,110.202,135.971,127.973,113.8,0.0,135.971,143.5
INST0252_N22_N12_P021,30.471,13.759,0.0,2.788,30.471,23.353,11.436,11.436,30.471,11.436,30.471,46.06,145.919,2.788,13.759,30.471,11.436,66.572,20.176,66.572,46.06,11.436,23.353,46.06,77.555,66.572,20.176,23.353,52.8,13.759,77.555,46.06,13.759,23.353,52.8,23.353,66.572,66.572,46.06,0.0,20.176,23.353,135.971,0.0,30.471
INST0252_N22_N12_D021,0.0,18.791,30.471,27.709,0.0,35.534,40.266,40.266,0.0,40.266,0.0,35.653,131.141,27.709,18.791,0.0,40.266,47.339,18.283,47.339,35.653,40.266,35.534,35.653,93.214,47.339,18.283,35.534,82.833,18.791,93.214,35.653,18.791,35.534,82.833,35.534,47.339,47.339,35.653,30.471,18.283,35.534,143.5,30.471,0.0
