,depot,INST0162_N15_N12_P000,INST0162_N15_N12_D000,INST0162_N15_N12_P001,INST0162_N15_N12_D001,INST0162_N15_N12_P002,INST0162_N15_N12_D002,INST0162_N15_N12_P003,INST0162_N15_N12_D003,INST0162_N15_N12_P004,INST0162_N15_N12_D004,INST0162_N15_N12_P005,INST0162_N15_N12_D005,INST0162_N15_N12_P006,INST0162_N15_N12_D006,INST0162_N15_N12_P007,INST0162_N15_N12_D007,INST0162_N15_N12_P008,INST0162_N15_N12_D008,INST0162_N15_N12_P009,INST0162_N15_N12_D009,INST0162_N15_N12_P010,INST0162_N15_N12_D010,INST0162_N15_N12_P011,INST0162_N15_N12_D011,INST0162_N15_N12_P012,INST0162_N15_N12_D012,INST0162_N15_N12_P013,INST0162_N15_N12_D013,INST0162_N15_N12_P014,INST0162_N15_N12_D014
INST0162_N15_N12_D004,114.14,149.69,253.32,107.703,40.266,99.415,40.266,107.703,104.211,107.703,0.0,116.493,0.0,116.493,114.14,104.211,95.867,107.703,122.983,94.965,104.211,99.415,0.0,114.14,116.493,122.983,272.117,107.703,122.983,149.69,122.983
INST0162_N15_N12_P005,22.387,33.197,156.702,8.817,154.717,31.992,154.717,8.817,78.919,8.817,116.493,0.0,116.493,0.0,22.387,78.919,22.322,8.817,21.127,24.705,78.919,31.992,116.493,22.387,0.0,21.127,155.714,8.817,21.127,33.197,21.127
INST0162_N15_N12_D005,114.14,149.69,253.32,107.703,40.266,99.415,40.266,107.703,104.211,107.703,0.0,116.493,0.0,116.493,114.14,104.211,95.867,107.703,122.983,94.965,104.211,99.415,0.0,114.14,116.493,122.983,272.117,107.703,122.983,149.69,122.983
INST0162_N15_N12_P006,22.387,33.197,156.702,8.817,154.717,31.992,154.717,8.817,78.919,8.817,116.493,0.0,116.493,0.0,22.387,78.919,22.322,8.817,21.127,24.705,78.919,31.992,116.493,22.387,0.0,21.127,155.714,8.817,21.127,33.197,21.127
INST0162_N15_N12_D006,0.0,43.657,175.714,23.01,149.729,49.306,149.729,23.01,57.966,23.01,114.14,22.387,114.14,22.387,0.0,57.966,33.929,23.01,43.511,37.312,57.966,49.306,114.14,0.0,22.387,43.511,160.581,23.01,43.511,43.657,43.511
INST0162_N15_N12_P007,57.966,99.467,233.468,75.654,127.812,95.498,127.812,75.654,0.0,75.654,104.211,78.919,104.211,78.919,57.966,0.0,78.656,75.654,99.392,81.517,0.0,95.498,104.211,57.966,78.919,99.392,203.198,75.654,99.392,99.467,99.392
INST0162_N15_N12_D007,33.929,54.669,167.44,14.053,134.948,17.072,134.948,14.053,78.656,14.053,95.867,22.322,95.867,22.322,33.929,78.656,0.0,14.053,28.727,3.413,78.656,17.072,95.867,33.929,22.322,28.727,177.15,14.053,28.727,54.669,28.727
INST0162_N15_N12_P008,23.01,41.993,162.641,0.0,146.035,26.694,146.035,0.0,75.654,0.0,107.703,8.817,107.703,8.817,23.01,75.654,14.053,0.0,24.088,16.848,75.654,26.694,107.703,23.01,8.817,24.088,164.529,0.0,24.088,41.993,24.088
INST0162_N15_N12_D008,43.511,35.041,139.347,24.088,162.63,25.326,162.63,24.088,99.392,24.088,122.983,21.127,122.983,21.127,43.511,99.392,28.727,24.088,0.0,28.595,99.392,25.326,122.983,43.511,21.127,0.0,153.452,24.088,0.0,35.041,0.0
INST0162_N15_N12_P009,37.312,56.4,166.496,16.848,134.313,14.003,134.313,16.848,81.517,16.848,94.965,24.705,94.965,24.705,37.312,81.517,3.413,16.848,28.595,0.0,81.517,14.003,94.965,37.312,24.705,28.595,178.677,16.848,28.595,56.4,28.595
INST0162_N15_N12_D009,57.966,99.467,233.468,75.654,127.812,95.498,127.812,75.654,0.0,75.654,104.211,78.919,104.211,78.919,57.966,0.0,78.656,75.654,99.392,81.517,0.0,95.498,104.211,57.966,78.919,99.392,203.198,75.654,99.392,99.467,99.392
INST0162_N15_N12_P010,49.306,58.839,157.017,26.694,139.481,0.0,139.481,26.694,95.498,26.694,99.415,31.992,99.415,31.992,49.306,95.498,17.072,26.694,25.326,14.003,95.498,0.0,99.415,49.306,31.992,25.326,178.773,26.694,25.326,58.839,25.326
INST0162_N15_N12_D010,114.14,149.69,253.32,107.703,40.266,99.415,40.266,107.703,104.211,107.703,0.0,116.493,0.0,116.493,114.14,104.211,95.867,107.703,122.983,94.965,104.211,99.415,0.0,114.14,116.493,122.983,272.117,107.703,122.983,149.69,122.983
INST0162_N15_N12_P011,0.0,43.657,175.714,23.01,149.729,49.306,149.729,23.01,57.966,23.01,114.14,22.387,114.14,22.387,0.0,57.966,33.929,23.01,43.511,37.312,57.966,49.306,114.14,0.0,22.387,43.511,160.581,23.01,43.511,43.657,43.511
INST0162_N15_N12_D011,22.387,33.197,156.702,8.817,154.717,31.992,154.717,8.817,78.919,8.817,116.493,0.0,116.493,0.0,22.387,78.919,22.322,8.817,21.127,24.705,78.919,31.992,116.493,22.387,0.0,21.127,155.714,8.817,21.127,33.197,21.127
INST0162_N15_N12_P012,43.511,35.041,139.347,24.088,162.63,25.326,162.63,24.088,99.392,24.088,122.983,21.127,122.983,21.127,43.511,99.392,28.727,24.088,0.0,28.595,99.392,25.326,122.983,43.511,21.127,0.0,153.452,24.088,0.0,35.041,0.0
INST0162_N15_N12_D012,160.581,122.582,125.74,164.529,309.6,178.773,309.6,164.529,203.198,164.529,272.117,155.714,272.117,155.714,160.581,203.198,177.15,164.529,153.452,178.677,203.198,178.773,272.117,160.581,155.714,153.452,0.0,164.529,153.452,122.582,153.452
INST0162_N15_N12_P013,23.01,41.993,162.641,0.0,146.035,26.694,146.035,0.0,75.654,0.0,107.703,8.817,107.703,8.817,23.01,75.654,14.053,0.0,24.088,16.848,75.654,26.694,107.703,23.01,8.817,24.088,164.529,0.0,24.088,41.993,24.088
INST0162_N15_N12_D013,43.511,35.041,139.347,24.088,162.63,25.326,162.63,24.088,99.392,24.088,122.983,21.127,122.983,21.127,43.511,99.392,28.727,24.088,0.0,28.595,99.392,25.326,122.983,43.511,21.127,0.0,153.452,24.088,0.0,35.041,0.0
INST0162_N15_N12_P014,43.657,0.0,134.941,41.993,187.802,58.839,187.802,41.993,99.467,41.993,149.69,33.197,149.69,33.197,43.657,99.467,54.669,41.993,35.041,56.4,99.467,58.839,149.69,43.657,33.197,35.041,122.582,41.993,35.041,0.0,35.041
INST0162_N15_N12_D014,43.511,35.041,139.347,24.088,162.63,25.326,162.63,24.088,99.392,24.088,122.983,21.127,122.983,21.127,43.511,99.392,28.727,24.088,0.0,28.595,99.392,25.326,122.983,43.511,21.127,0.0,153.452,24.088,0.0,35.041,0.0
