,depot,INST0263_N22_S23_P000,INST0263_N22_S23_D000,INST0263_N22_S23_P001,INST0263_N22_S23_D001,INST0263_N22_S23_P002,INST0263_N22_S23_D002,INST0263_N22_S23_P003,INST0263_N22_S23_D003,INST0263_N22_S23_P004,INST0263_N22_S23_D004,INST0263_N22_S23_P005,INST0263_N22_S23_D005,INST0263_N22_S23_P006,INST0263_N22_S23_D006,INST0263_N22_S23_P007,INST0263_N22_S23_D007,INST0263_N22_S23_P008,INST0263_N22_S23_D008,INST0263_N22_S23_P009,INST0263_N22_S23_D009,INST0263_N22_S23_P010,INST0263_N22_S23_D010,INST0263_N22_S23_P011,INST0263_N22_S23_D011,INST0263_N22_S23_P012,INST0263_N22_S23_D012,INST0263_N22_S23_P013,INST0263_N22_S23_D013,INST0263_N22_S23_P014,INST0263_N22_S23_D014,INST0263_N22_S23_P015,INST0263_N22_S23_D015,INST0263_N22_S23_P016,INST0263_N22_S23_D016,INST0263_N22_S23_P017,INST0263_N22_S23_D017,INST0263_N22_S23_P018,INST0263_N22_S23_D018,INST0263_N22_S23_P019,INST0263_N22_S23_D019,INST0263_N22_S23_P020,INST0263_N22_S23_D020,INST0263_N22_S23_P021,INST0263_N22_S23_D021
INST0263_N22_S23_D004,29.68,72.268,67.557,23.863,31.149,0.0,31.149,0.0,31.149,67.557,0.0,102.142,152.108,29.68,23.863,24.036,102.142,0.0,55.105,29.68,112.533,26.348,23.863,23.863,72.268,102.142,0.0,31.149,23.863,31.149,23.863,72.268,24.036,0.0,55.105,55.105,67.557,31.149,55.105,102.142,23.863,31.149,152.108,0.0,152.108
INST0263_N22_S23_P005,77.018,138.993,94.398,125.848,71.877,102.142,71.877,102.142,71.877,94.398,102.142,0.0,151.155,77.018,125.848,83.656,0.0,102.142,87.998,77.018,114.428,108.949,125.848,125.848,138.993,0.0,102.142,71.877,125.848,71.877,125.848,138.993,83.656,102.142,87.998,87.998,94.398,71.877,87.998,0.0,125.848,71.877,151.155,102.142,151.155
INST0263_N22_S23_D005,158.604,224.124,85.211,164.482,150.553,152.108,150.553,152.108,150.553,85.211,152.108,151.155,0.0,158.604,164.482,160.028,151.155,152.108,98.41,158.604,41.594,177.944,164.482,164.482,224.124,151.155,152.108,150.553,164.482,150.553,164.482,224.124,160.028,152.108,98.41,98.41,85.211,150.553,98.41,151.155,164.482,150.553,0.0,152.108,0.0
INST0263_N22_S23_P006,0.0,71.658,74.382,51.136,8.581,29.68,8.581,29.68,8.581,74.382,29.68,77.018,158.604,0.0,51.136,6.707,77.018,29.68,61.135,0.0,117.194,32.455,51.136,51.136,71.658,77.018,29.68,8.581,51.136,8.581,51.136,71.658,6.707,29.68,61.135,61.135,74.382,8.581,61.135,77.018,51.136,8.581,158.604,29.68,158.604
INST0263_N22_S23_D006,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_P007,6.707,67.566,75.176,44.645,13.324,24.036,13.324,24.036,13.324,75.176,24.036,83.656,160.028,6.707,44.645,0.0,83.656,24.036,61.869,6.707,118.85,26.3,44.645,44.645,67.566,83.656,24.036,13.324,44.645,13.324,44.645,67.566,0.0,24.036,61.869,61.869,75.176,13.324,61.869,83.656,44.645,13.324,160.028,24.036,160.028
INST0263_N22_S23_D007,77.018,138.993,94.398,125.848,71.877,102.142,71.877,102.142,71.877,94.398,102.142,0.0,151.155,77.018,125.848,83.656,0.0,102.142,87.998,77.018,114.428,108.949,125.848,125.848,138.993,0.0,102.142,71.877,125.848,71.877,125.848,138.993,83.656,102.142,87.998,87.998,94.398,71.877,87.998,0.0,125.848,71.877,151.155,102.142,151.155
INST0263_N22_S23_P008,29.68,72.268,67.557,23.863,31.149,0.0,31.149,0.0,31.149,67.557,0.0,102.142,152.108,29.68,23.863,24.036,102.142,0.0,55.105,29.68,112.533,26.348,23.863,23.863,72.268,102.142,0.0,31.149,23.863,31.149,23.863,72.268,24.036,0.0,55.105,55.105,67.557,31.149,55.105,102.142,23.863,31.149,152.108,0.0,152.108
INST0263_N22_S23_D008,61.135,126.125,13.307,72.248,53.679,55.105,53.679,55.105,53.679,13.307,55.105,87.998,98.41,61.135,72.248,61.869,87.998,55.105,0.0,61.135,57.803,80.067,72.248,72.248,126.125,87.998,55.105,53.679,72.248,53.679,72.248,126.125,61.869,55.105,0.0,0.0,13.307,53.679,0.0,87.998,72.248,53.679,98.41,55.105,98.41
INST0263_N22_S23_P009,0.0,71.658,74.382,51.136,8.581,29.68,8.581,29.68,8.581,74.382,29.68,77.018,158.604,0.0,51.136,6.707,77.018,29.68,61.135,0.0,117.194,32.455,51.136,51.136,71.658,77.018,29.68,8.581,51.136,8.581,51.136,71.658,6.707,29.68,61.135,61.135,74.382,8.581,61.135,77.018,51.136,8.581,158.604,29.68,158.604
INST0263_N22_S23_D009,117.194,183.928,44.98,127.137,109.068,112.533,109.068,112.533,109.068,44.98,112.533,114.428,41.594,117.194,127.137,118.85,114.428,112.533,57.803,117.194,0.0,137.848,127.137,127.137,183.928,114.428,112.533,109.068,127.137,109.068,127.137,183.928,118.85,112.533,57.803,57.803,44.98,109.068,57.803,114.428,127.137,109.068,41.594,112.533,41.594
INST0263_N22_S23_P010,32.455,46.181,92.948,30.556,39.549,26.348,39.549,26.348,39.549,92.948,26.348,108.949,177.944,32.455,30.556,26.3,108.949,26.348,80.067,32.455,137.848,0.0,30.556,30.556,46.181,108.949,26.348,39.549,30.556,39.549,30.556,46.181,26.3,26.348,80.067,80.067,92.948,39.549,80.067,108.949,30.556,39.549,177.944,26.348,177.944
INST0263_N22_S23_D010,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_P011,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_D011,71.658,0.0,139.086,67.228,80.145,72.268,80.145,72.268,80.145,139.086,72.268,138.993,224.124,71.658,67.228,67.566,138.993,72.268,126.125,71.658,183.928,46.181,67.228,67.228,0.0,138.993,72.268,80.145,67.228,80.145,67.228,0.0,67.566,72.268,126.125,126.125,139.086,80.145,126.125,138.993,67.228,80.145,224.124,72.268,224.124
INST0263_N22_S23_P012,77.018,138.993,94.398,125.848,71.877,102.142,71.877,102.142,71.877,94.398,102.142,0.0,151.155,77.018,125.848,83.656,0.0,102.142,87.998,77.018,114.428,108.949,125.848,125.848,138.993,0.0,102.142,71.877,125.848,71.877,125.848,138.993,83.656,102.142,87.998,87.998,94.398,71.877,87.998,0.0,125.848,71.877,151.155,102.142,151.155
INST0263_N22_S23_D012,29.68,72.268,67.557,23.863,31.149,0.0,31.149,0.0,31.149,67.557,0.0,102.142,152.108,29.68,23.863,24.036,102.142,0.0,55.105,29.68,112.533,26.348,23.863,23.863,72.268,102.142,0.0,31.149,23.863,31.149,23.863,72.268,24.036,0.0,55.105,55.105,67.557,31.149,55.105,102.142,23.863,31.149,152.108,0.0,152.108
INST0263_N22_S23_P013,8.581,80.145,66.815,54.293,0.0,31.149,0.0,31.149,0.0,66.815,31.149,71.877,150.553,8.581,54.293,13.324,71.877,31.149,53.679,8.581,109.068,39.549,54.293,54.293,80.145,71.877,31.149,0.0,54.293,0.0,54.293,80.145,13.324,31.149,53.679,53.679,66.815,0.0,53.679,71.877,54.293,0.0,150.553,31.149,150.553
INST0263_N22_S23_D013,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_P014,8.581,80.145,66.815,54.293,0.0,31.149,0.0,31.149,0.0,66.815,31.149,71.877,150.553,8.581,54.293,13.324,71.877,31.149,53.679,8.581,109.068,39.549,54.293,54.293,80.145,71.877,31.149,0.0,54.293,0.0,54.293,80.145,13.324,31.149,53.679,53.679,66.815,0.0,53.679,71.877,54.293,0.0,150.553,31.149,150.553
INST0263_N22_S23_D014,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_P015,71.658,0.0,139.086,67.228,80.145,72.268,80.145,72.268,80.145,139.086,72.268,138.993,224.124,71.658,67.228,67.566,138.993,72.268,126.125,71.658,183.928,46.181,67.228,67.228,0.0,138.993,72.268,80.145,67.228,80.145,67.228,0.0,67.566,72.268,126.125,126.125,139.086,80.145,126.125,138.993,67.228,80.145,224.124,72.268,224.124
INST0263_N22_S23_D015,6.707,67.566,75.176,44.645,13.324,24.036,13.324,24.036,13.324,75.176,24.036,83.656,160.028,6.707,44.645,0.0,83.656,24.036,61.869,6.707,118.85,26.3,44.645,44.645,67.566,83.656,24.036,13.324,44.645,13.324,44.645,67.566,0.0,24.036,61.869,61.869,75.176,13.324,61.869,83.656,44.645,13.324,160.028,24.036,160.028
INST0263_N22_S23_P016,29.68,72.268,67.557,23.863,31.149,0.0,31.149,0.0,31.149,67.557,0.0,102.142,152.108,29.68,23.863,24.036,102.142,0.0,55.105,29.68,112.533,26.348,23.863,23.863,72.268,102.142,0.0,31.149,23.863,31.149,23.863,72.268,24.036,0.0,55.105,55.105,67.557,31.149,55.105,102.142,23.863,31.149,152.108,0.0,152.108
INST0263_N22_S23_D016,61.135,126.125,13.307,72.248,53.679,55.105,53.679,55.105,53.679,13.307,55.105,87.998,98.41,61.135,72.248,61.869,87.998,55.105,0.0,61.135,57.803,80.067,72.248,72.248,126.125,87.998,55.105,53.679,72.248,53.679,72.248,126.125,61.869,55.105,0.0,0.0,13.307,53.679,0.0,87.998,72.248,53.679,98.41,55.105,98.41
INST0263_N22_S23_P017,61.135,126.125,13.307,72.248,53.679,55.105,53.679,55.105,53.679,13.307,55.105,87.998,98.41,61.135,72.248,61.869,87.998,55.105,0.0,61.135,57.803,80.067,72.248,72.248,126.125,87.998,55.105,53.679,72.248,53.679,72.248,126.125,61.869,55.105,0.0,0.0,13.307,53.679,0.0,87.998,72.248,53.679,98.41,55.105,98.41
INST0263_N22_S23_D017,74.382,139.086,0.0,83.129,66.815,67.557,66.815,67.557,66.815,0.0,67.557,94.398,85.211,74.382,83.129,75.176,94.398,67.557,13.307,74.382,44.98,92.948,83.129,83.129,139.086,94.398,67.557,66.815,83.129,66.815,83.129,139.086,75.176,67.557,13.307,13.307,0.0,66.815,13.307,94.398,83.129,66.815,85.211,67.557,85.211
INST0263_N22_S23_P018,8.581,80.145,66.815,54.293,0.0,31.149,0.0,31.149,0.0,66.815,31.149,71.877,150.553,8.581,54.293,13.324,71.877,31.149,53.679,8.581,109.068,39.549,54.293,54.293,80.145,71.877,31.149,0.0,54.293,0.0,54.293,80.145,13.324,31.149,53.679,53.679,66.815,0.0,53.679,71.877,54.293,0.0,150.553,31.149,150.553
INST0263_N22_S23_D018,61.135,126.125,13.307,72.248,53.679,55.105,53.679,55.105,53.679,13.307,55.105,87.998,98.41,61.135,72.248,61.869,87.998,55.105,0.0,61.135,57.803,80.067,72.248,72.248,126.125,87.998,55.105,53.679,72.248,53.679,72.248,126.125,61.869,55.105,0.0,0.0,13.307,53.679,0.0,87.998,72.248,53.679,98.41,55.105,98.41
INST0263_N22_S23_P019,77.018,138.993,94.398,125.848,71.877,102.142,71.877,102.142,71.877,94.398,102.142,0.0,151.155,77.018,125.848,83.656,0.0,102.142,87.998,77.018,114.428,108.949,125.848,125.848,138.993,0.0,102.142,71.877,125.848,71.877,125.848,138.993,83.656,102.142,87.998,87.998,94.398,71.877,87.998,0.0,125.848,71.877,151.155,102.142,151.155
INST0263_N22_S23_D019,51.136,67.228,83.129,0.0,54.293,23.863,54.293,23.863,54.293,83.129,23.863,125.848,164.482,51.136,0.0,44.645,125.848,23.863,72.248,51.136,127.137,30.556,0.0,0.0,67.228,125.848,23.863,54.293,0.0,54.293,0.0,67.228,44.645,23.863,72.248,72.248,83.129,54.293,72.248,125.848,0.0,54.293,164.482,23.863,164.482
INST0263_N22_S23_P020,8.581,80.145,66.815,54.293,0.0,31.149,0.0,31.149,0.0,66.815,31.149,71.877,150.553,8.581,54.293,13.324,71.877,31.149,53.679,8.581,109.068,39.549,54.293,54.293,80.145,71.877,31.149,0.0,54.293,0.0,54.293,80.145,13.324,31.149,53.679,53.679,66.815,0.0,53.679,71.877,54.293,0.0,150.553,31.149,150.553
INST0263_N22_S23_D020,158.604,224.124,85.211,164.482,150.553,152.108,150.553,152.108,150.553,85.211,152.108,151.155,0.0,158.604,164.482,160.028,151.155,152.108,98.41,158.604,41.594,177.944,164.482,164.482,224.124,151.155,152.108,150.553,164.482,150.553,164.482,224.124,160.028,152.108,98.41,98.41,85.211,150.553,98.41,151.155,164.482,150.553,0.0,152.108,0.0
INST0263_N22_S23_P021,29.68,72.268,67.557,23.863,31.149,0.0,31.149,0.0,31.149,67.557,0.0,102.142,152.108,29.68,23.863,24.036,102.142,0.0,55.105,29.68,112.533,26.348,23.863,23.863,72.268,102.142,0.0,31.149,23.863,31.149,23.863,72.268,24.036,0.0,55.105,55.105,67.557,31.149,55.105,102.142,23.863,31.149,152.108,0.0,152.108
INST0263_N22_S23_D021,158.604,224.124,85.211,164.482,150.553,152.108,150.553,152.108,150.553,85.211,152.108,151.155,0.0,158.604,164.482,160.028,151.155,152.108,98.41,158.604,41.594,177.944,164.482,164.482,224.124,151.155,152.108,150.553,164.482,150.553,164.482,224.124,160.028,152.108,98.41,98.41,85.211,150.553,98.41,151.155,164.482,150.553,0.0,152.108,0.0
