,depot,INST0268_N22_W28_P000,INST0268_N22_W28_D000,INST0268_N22_W28_P001,INST0268_N22_W28_D001,INST0268_N22_W28_P002,INST0268_N22_W28_D002,INST0268_N22_W28_P003,INST0268_N22_W28_D003,INST0268_N22_W28_P004,INST0268_N22_W28_D004,INST0268_N22_W28_P005,INST0268_N22_W28_D005,INST0268_N22_W28_P006,INST0268_N22_W28_D006,INST0268_N22_W28_P007,INST0268_N22_W28_D007,INST0268_N22_W28_P008,INST0268_N22_W28_D008,INST0268_N22_W28_P009,INST0268_N22_W28_D009,INST0268_N22_W28_P010,INST0268_N22_W28_D010,INST0268_N22_W28_P011,INST0268_N22_W28_D011,INST0268_N22_W28_P012,INST0268_N22_W28_D012,INST0268_N22_W28_P013,INST0268_N22_W28_D013,INST0268_N22_W28_P014,INST0268_N22_W28_D014,INST0268_N22_W28_P015,INST0268_N22_W28_D015,INST0268_N22_W28_P016,INST0268_N22_W28_D016,INST0268_N22_W28_P017,INST0268_N22_W28_D017,INST0268_N22_W28_P018,INST0268_N22_W28_D018,INST0268_N22_W28_P019,INST0268_N22_W28_D019,INST0268_N22_W28_P020,INST0268_N22_W28_D020,INST0268_N22_W28_P021,INST0268_N22_W28_D021
INST0268_N22_W28_D004,117.595,133.769,50.317,133.769,22.951,117.595,17.238,67.612,37.156,133.769,0.0,50.631,37.156,67.612,133.769,117.595,133.769,25.201,67.612,50.631,22.951,67.612,0.0,50.631,22.951,117.595,43.046,50.631,32.905,117.595,67.612,117.595,22.951,133.769,50.317,117.595,50.631,117.595,50.631,25.201,50.631,67.612,50.317,67.612,25.201
INST0268_N22_W28_P005,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_D005,142.787,160.194,28.407,160.194,14.369,142.787,33.728,94.929,0.0,160.194,37.156,72.151,0.0,94.929,160.194,142.787,160.194,45.89,94.929,72.151,14.369,94.929,37.156,72.151,14.369,142.787,78.578,72.151,20.081,142.787,94.929,142.787,14.369,160.194,28.407,142.787,72.151,142.787,72.151,45.89,72.151,94.929,28.407,94.929,45.89
INST0268_N22_W28_P006,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_D006,18.026,0.0,147.866,0.0,150.679,18.026,127.423,66.284,160.194,0.0,133.769,88.095,160.194,66.284,0.0,18.026,0.0,114.719,66.284,88.095,150.679,66.284,133.769,88.095,150.679,18.026,128.123,88.095,141.804,18.026,66.284,18.026,150.679,0.0,147.866,18.026,88.095,18.026,88.095,114.719,88.095,66.284,147.866,66.284,114.719
INST0268_N22_W28_P007,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D007,18.026,0.0,147.866,0.0,150.679,18.026,127.423,66.284,160.194,0.0,133.769,88.095,160.194,66.284,0.0,18.026,0.0,114.719,66.284,88.095,150.679,66.284,133.769,88.095,150.679,18.026,128.123,88.095,141.804,18.026,66.284,18.026,150.679,0.0,147.866,18.026,88.095,18.026,88.095,114.719,88.095,66.284,147.866,66.284,114.719
INST0268_N22_W28_P008,97.602,114.719,43.098,114.719,36.098,97.602,12.767,49.056,45.89,114.719,25.201,27.496,45.89,49.056,114.719,97.602,114.719,0.0,49.056,27.496,36.098,49.056,25.201,27.496,36.098,97.602,56.961,27.496,29.878,97.602,49.056,97.602,36.098,114.719,43.098,97.602,27.496,97.602,27.496,0.0,27.496,49.056,43.098,49.056,0.0
INST0268_N22_W28_D008,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_P009,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_D009,133.671,150.679,35.228,150.679,0.0,133.671,23.331,84.648,14.369,150.679,22.951,63.48,14.369,84.648,150.679,133.671,150.679,36.098,84.648,63.48,0.0,84.648,22.951,63.48,0.0,133.671,64.294,63.48,20.02,133.671,84.648,133.671,0.0,150.679,35.228,133.671,63.48,133.671,63.48,36.098,63.48,84.648,35.228,84.648,36.098
INST0268_N22_W28_P010,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_D010,117.595,133.769,50.317,133.769,22.951,117.595,17.238,67.612,37.156,133.769,0.0,50.631,37.156,67.612,133.769,117.595,133.769,25.201,67.612,50.631,22.951,67.612,0.0,50.631,22.951,117.595,43.046,50.631,32.905,117.595,67.612,117.595,22.951,133.769,50.317,117.595,50.631,117.595,50.631,25.201,50.631,67.612,50.317,67.612,25.201
INST0268_N22_W28_P011,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_D011,133.671,150.679,35.228,150.679,0.0,133.671,23.331,84.648,14.369,150.679,22.951,63.48,14.369,84.648,150.679,133.671,150.679,36.098,84.648,63.48,0.0,84.648,22.951,63.48,0.0,133.671,64.294,63.48,20.02,133.671,84.648,133.671,0.0,150.679,35.228,133.671,63.48,133.671,63.48,36.098,63.48,84.648,35.228,84.648,36.098
INST0268_N22_W28_P012,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D012,115.643,128.123,92.961,128.123,64.294,115.643,57.051,70.587,78.578,128.123,43.046,68.471,78.578,70.587,128.123,115.643,128.123,56.961,70.587,68.471,64.294,70.587,43.046,68.471,64.294,115.643,0.0,68.471,75.699,115.643,70.587,115.643,64.294,128.123,92.961,115.643,68.471,115.643,68.471,56.961,68.471,70.587,92.961,70.587,56.961
INST0268_N22_W28_P013,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_D013,124.166,141.804,17.435,141.804,20.02,124.166,20.56,77.687,20.081,141.804,32.905,53.818,20.081,77.687,141.804,124.166,141.804,29.878,77.687,53.818,20.02,77.687,32.905,53.818,20.02,124.166,75.699,53.818,0.0,124.166,77.687,124.166,20.02,141.804,17.435,124.166,53.818,124.166,53.818,29.878,53.818,77.687,17.435,77.687,29.878
INST0268_N22_W28_P014,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D014,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_P015,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D015,133.671,150.679,35.228,150.679,0.0,133.671,23.331,84.648,14.369,150.679,22.951,63.48,14.369,84.648,150.679,133.671,150.679,36.098,84.648,63.48,0.0,84.648,22.951,63.48,0.0,133.671,64.294,63.48,20.02,133.671,84.648,133.671,0.0,150.679,35.228,133.671,63.48,133.671,63.48,36.098,63.48,84.648,35.228,84.648,36.098
INST0268_N22_W28_P016,18.026,0.0,147.866,0.0,150.679,18.026,127.423,66.284,160.194,0.0,133.769,88.095,160.194,66.284,0.0,18.026,0.0,114.719,66.284,88.095,150.679,66.284,133.769,88.095,150.679,18.026,128.123,88.095,141.804,18.026,66.284,18.026,150.679,0.0,147.866,18.026,88.095,18.026,88.095,114.719,88.095,66.284,147.866,66.284,114.719
INST0268_N22_W28_D016,129.907,147.866,0.0,147.866,35.228,129.907,36.679,86.82,28.407,147.866,50.317,61.972,28.407,86.82,147.866,129.907,147.866,43.098,86.82,61.972,35.228,86.82,50.317,61.972,35.228,129.907,92.961,61.972,17.435,129.907,86.82,129.907,35.228,147.866,0.0,129.907,61.972,129.907,61.972,43.098,61.972,86.82,0.0,86.82,43.098
INST0268_N22_W28_P017,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D017,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_P018,0.0,18.026,129.907,18.026,133.671,0.0,110.354,50.015,142.787,18.026,117.595,70.637,142.787,50.015,18.026,0.0,18.026,97.602,50.015,70.637,133.671,50.015,117.595,70.637,133.671,0.0,115.643,70.637,124.166,0.0,50.015,0.0,133.671,18.026,129.907,0.0,70.637,0.0,70.637,97.602,70.637,50.015,129.907,50.015,97.602
INST0268_N22_W28_D018,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_P019,97.602,114.719,43.098,114.719,36.098,97.602,12.767,49.056,45.89,114.719,25.201,27.496,45.89,49.056,114.719,97.602,114.719,0.0,49.056,27.496,36.098,49.056,25.201,27.496,36.098,97.602,56.961,27.496,29.878,97.602,49.056,97.602,36.098,114.719,43.098,97.602,27.496,97.602,27.496,0.0,27.496,49.056,43.098,49.056,0.0
INST0268_N22_W28_D019,70.637,88.095,61.972,88.095,63.48,70.637,40.204,24.909,72.151,88.095,50.631,0.0,72.151,24.909,88.095,70.637,88.095,27.496,24.909,0.0,63.48,24.909,50.631,0.0,63.48,70.637,68.471,0.0,53.818,70.637,24.909,70.637,63.48,88.095,61.972,70.637,0.0,70.637,0.0,27.496,0.0,24.909,61.972,24.909,27.496
INST0268_N22_W28_P020,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_D020,129.907,147.866,0.0,147.866,35.228,129.907,36.679,86.82,28.407,147.866,50.317,61.972,28.407,86.82,147.866,129.907,147.866,43.098,86.82,61.972,35.228,86.82,50.317,61.972,35.228,129.907,92.961,61.972,17.435,129.907,86.82,129.907,35.228,147.866,0.0,129.907,61.972,129.907,61.972,43.098,61.972,86.82,0.0,86.82,43.098
INST0268_N22_W28_P021,50.015,66.284,86.82,66.284,84.648,50.015,61.567,0.0,94.929,66.284,67.612,24.909,94.929,0.0,66.284,50.015,66.284,49.056,0.0,24.909,84.648,0.0,67.612,24.909,84.648,50.015,70.587,24.909,77.687,50.015,0.0,50.015,84.648,66.284,86.82,50.015,24.909,50.015,24.909,49.056,24.909,0.0,86.82,0.0,49.056
INST0268_N22_W28_D021,97.602,114.719,43.098,114.719,36.098,97.602,12.767,49.056,45.89,114.719,25.201,27.496,45.89,49.056,114.719,97.602,114.719,0.0,49.056,27.496,36.098,49.056,25.201,27.496,36.098,97.602,56.961,27.496,29.878,97.602,49.056,97.602,36.098,114.719,43.098,97.602,27.496,97.602,27.496,0.0,27.496,49.056,43.098,49.056,0.0
