,depot,INST0267_N22_N27_P000,INST0267_N22_N27_D000,INST0267_N22_N27_P001,INST0267_N22_N27_D001,INST0267_N22_N27_P002,INST0267_N22_N27_D002,INST0267_N22_N27_P003,INST0267_N22_N27_D003,INST0267_N22_N27_P004,INST0267_N22_N27_D004,INST0267_N22_N27_P005,INST0267_N22_N27_D005,INST0267_N22_N27_P006,INST0267_N22_N27_D006,INST0267_N22_N27_P007,INST0267_N22_N27_D007,INST0267_N22_N27_P008,INST0267_N22_N27_D008,INST0267_N22_N27_P009,INST0267_N22_N27_D009,INST0267_N22_N27_P010,INST0267_N22_N27_D010,INST0267_N22_N27_P011,INST0267_N22_N27_D011,INST0267_N22_N27_P012,INST0267_N22_N27_D012,INST0267_N22_N27_P013,INST0267_N22_N27_D013,INST0267_N22_N27_P014,INST0267_N22_N27_D014,INST0267_N22_N27_P015,INST0267_N22_N27_D015,INST0267_N22_N27_P016,INST0267_N22_N27_D016,INST0267_N22_N27_P017,INST0267_N22_N27_D017,INST0267_N22_N27_P018,INST0267_N22_N27_D018,INST0267_N22_N27_P019,INST0267_N22_N27_D019,INST0267_N22_N27_P020,INST0267_N22_N27_D020,INST0267_N22_N27_P021,INST0267_N22_N27_D021
INST0267_N22_N27_P005,18.283,0.0,126.352,17.254,20.176,20.176,64.45,17.254,18.283,7.201,95.136,0.0,95.136,20.176,126.352,17.254,7.201,26.126,27.111,18.283,27.111,27.111,127.166,18.283,20.176,64.45,71.779,20.176,126.352,20.176,64.45,26.126,95.136,18.283,27.111,7.201,26.126,7.201,20.176,20.176,95.136,18.283,64.45,0.0,18.229
INST0267_N22_N27_D005,93.214,95.136,32.884,100.436,77.555,77.555,85.106,100.436,93.214,87.958,0.0,95.136,0.0,77.555,32.884,100.436,87.958,81.189,122.247,93.214,122.247,122.247,222.229,93.214,77.555,85.106,65.084,77.555,32.884,77.555,85.106,81.189,0.0,93.214,122.247,87.958,81.189,87.958,77.555,77.555,0.0,93.214,85.106,95.136,78.292
INST0267_N22_N27_P006,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_D006,122.278,126.352,0.0,132.815,109.689,109.689,104.379,132.815,122.278,119.262,32.884,126.352,32.884,109.689,0.0,132.815,119.262,113.909,153.371,122.278,153.371,153.371,252.84,122.278,109.689,104.379,95.428,109.689,0.0,109.689,104.379,113.909,32.884,122.278,153.371,119.262,113.909,119.262,109.689,109.689,32.884,122.278,104.379,126.352,110.207
INST0267_N22_N27_P007,35.534,17.254,132.815,0.0,23.353,23.353,81.17,0.0,35.534,19.671,100.436,17.254,100.436,23.353,132.815,0.0,19.671,20.683,28.616,35.534,28.616,28.616,125.319,35.534,23.353,81.17,64.86,23.353,132.815,23.353,81.17,20.683,100.436,35.534,28.616,19.671,20.683,19.671,23.353,23.353,100.436,35.534,81.17,17.254,23.461
INST0267_N22_N27_D007,18.791,7.201,119.262,19.671,13.759,13.759,61.784,19.671,18.791,0.0,87.958,7.201,87.958,13.759,119.262,19.671,0.0,21.8,34.294,18.791,34.294,34.294,134.365,18.791,13.759,61.784,66.32,13.759,119.262,13.759,61.784,21.8,87.958,18.791,34.294,0.0,21.8,0.0,13.759,13.759,87.958,18.791,61.784,7.201,11.477
INST0267_N22_N27_P008,40.266,26.126,113.909,20.683,11.436,11.436,77.99,20.683,40.266,21.8,81.189,26.126,81.189,11.436,113.909,20.683,21.8,0.0,48.052,40.266,48.052,48.052,145.998,40.266,11.436,77.99,46.019,11.436,113.909,11.436,77.99,0.0,81.189,40.266,48.052,21.8,0.0,21.8,11.436,11.436,81.189,40.266,77.99,26.126,13.942
INST0267_N22_N27_D008,35.653,27.111,153.371,28.616,46.06,46.06,81.232,28.616,35.653,34.294,122.247,27.111,122.247,46.06,153.371,28.616,34.294,48.052,0.0,35.653,0.0,0.0,100.108,35.653,46.06,81.232,93.371,46.06,153.371,46.06,81.232,48.052,122.247,35.653,0.0,34.294,48.052,34.294,46.06,46.06,122.247,35.653,81.232,27.111,44.646
INST0267_N22_N27_P009,0.0,18.283,122.278,35.534,30.471,30.471,47.339,35.534,0.0,18.791,93.214,18.283,93.214,30.471,122.278,35.534,18.791,40.266,35.653,0.0,35.653,35.653,131.141,0.0,30.471,47.339,82.833,30.471,122.278,30.471,47.339,40.266,93.214,0.0,35.653,18.791,40.266,18.791,30.471,30.471,93.214,0.0,47.339,18.283,27.709
INST0267_N22_N27_D009,35.653,27.111,153.371,28.616,46.06,46.06,81.232,28.616,35.653,34.294,122.247,27.111,122.247,46.06,153.371,28.616,34.294,48.052,0.0,35.653,0.0,0.0,100.108,35.653,46.06,81.232,93.371,46.06,153.371,46.06,81.232,48.052,122.247,35.653,0.0,34.294,48.052,34.294,46.06,46.06,122.247,35.653,81.232,27.111,44.646
INST0267_N22_N27_P010,35.653,27.111,153.371,28.616,46.06,46.06,81.232,28.616,35.653,34.294,122.247,27.111,122.247,46.06,153.371,28.616,34.294,48.052,0.0,35.653,0.0,0.0,100.108,35.653,46.06,81.232,93.371,46.06,153.371,46.06,81.232,48.052,122.247,35.653,0.0,34.294,48.052,34.294,46.06,46.06,122.247,35.653,81.232,27.111,44.646
INST0267_N22_N27_D010,131.141,127.166,252.84,125.319,145.919,145.919,165.945,125.319,131.141,134.365,222.229,127.166,222.229,145.919,252.84,125.319,134.365,145.998,100.108,131.141,100.108,100.108,0.0,131.141,145.919,165.945,187.822,145.919,252.84,145.919,165.945,145.998,222.229,131.141,100.108,134.365,145.998,134.365,145.919,145.919,222.229,131.141,165.945,127.166,144.673
INST0267_N22_N27_P011,0.0,18.283,122.278,35.534,30.471,30.471,47.339,35.534,0.0,18.791,93.214,18.283,93.214,30.471,122.278,35.534,18.791,40.266,35.653,0.0,35.653,35.653,131.141,0.0,30.471,47.339,82.833,30.471,122.278,30.471,47.339,40.266,93.214,0.0,35.653,18.791,40.266,18.791,30.471,30.471,93.214,0.0,47.339,18.283,27.709
INST0267_N22_N27_D011,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_P012,47.339,64.45,104.379,81.17,66.572,66.572,0.0,81.17,47.339,61.784,85.106,64.45,85.106,66.572,104.379,81.17,61.784,77.99,81.232,47.339,81.232,81.232,165.945,47.339,66.572,0.0,107.477,66.572,104.379,66.572,0.0,77.99,85.106,47.339,81.232,61.784,77.99,61.784,66.572,66.572,85.106,47.339,0.0,64.45,64.236
INST0267_N22_N27_D012,82.833,71.779,95.428,64.86,52.8,52.8,107.477,64.86,82.833,66.32,65.084,71.779,65.084,52.8,95.428,64.86,66.32,46.019,93.371,82.833,93.371,93.371,187.822,82.833,52.8,107.477,0.0,52.8,95.428,52.8,107.477,46.019,65.084,82.833,93.371,66.32,46.019,66.32,52.8,52.8,65.084,82.833,107.477,71.779,55.435
INST0267_N22_N27_P013,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_D013,122.278,126.352,0.0,132.815,109.689,109.689,104.379,132.815,122.278,119.262,32.884,126.352,32.884,109.689,0.0,132.815,119.262,113.909,153.371,122.278,153.371,153.371,252.84,122.278,109.689,104.379,95.428,109.689,0.0,109.689,104.379,113.909,32.884,122.278,153.371,119.262,113.909,119.262,109.689,109.689,32.884,122.278,104.379,126.352,110.207
INST0267_N22_N27_P014,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_D014,47.339,64.45,104.379,81.17,66.572,66.572,0.0,81.17,47.339,61.784,85.106,64.45,85.106,66.572,104.379,81.17,61.784,77.99,81.232,47.339,81.232,81.232,165.945,47.339,66.572,0.0,107.477,66.572,104.379,66.572,0.0,77.99,85.106,47.339,81.232,61.784,77.99,61.784,66.572,66.572,85.106,47.339,0.0,64.45,64.236
INST0267_N22_N27_P015,40.266,26.126,113.909,20.683,11.436,11.436,77.99,20.683,40.266,21.8,81.189,26.126,81.189,11.436,113.909,20.683,21.8,0.0,48.052,40.266,48.052,48.052,145.998,40.266,11.436,77.99,46.019,11.436,113.909,11.436,77.99,0.0,81.189,40.266,48.052,21.8,0.0,21.8,11.436,11.436,81.189,40.266,77.99,26.126,13.942
INST0267_N22_N27_D015,93.214,95.136,32.884,100.436,77.555,77.555,85.106,100.436,93.214,87.958,0.0,95.136,0.0,77.555,32.884,100.436,87.958,81.189,122.247,93.214,122.247,122.247,222.229,93.214,77.555,85.106,65.084,77.555,32.884,77.555,85.106,81.189,0.0,93.214,122.247,87.958,81.189,87.958,77.555,77.555,0.0,93.214,85.106,95.136,78.292
INST0267_N22_N27_P016,0.0,18.283,122.278,35.534,30.471,30.471,47.339,35.534,0.0,18.791,93.214,18.283,93.214,30.471,122.278,35.534,18.791,40.266,35.653,0.0,35.653,35.653,131.141,0.0,30.471,47.339,82.833,30.471,122.278,30.471,47.339,40.266,93.214,0.0,35.653,18.791,40.266,18.791,30.471,30.471,93.214,0.0,47.339,18.283,27.709
INST0267_N22_N27_D016,35.653,27.111,153.371,28.616,46.06,46.06,81.232,28.616,35.653,34.294,122.247,27.111,122.247,46.06,153.371,28.616,34.294,48.052,0.0,35.653,0.0,0.0,100.108,35.653,46.06,81.232,93.371,46.06,153.371,46.06,81.232,48.052,122.247,35.653,0.0,34.294,48.052,34.294,46.06,46.06,122.247,35.653,81.232,27.111,44.646
INST0267_N22_N27_P017,18.791,7.201,119.262,19.671,13.759,13.759,61.784,19.671,18.791,0.0,87.958,7.201,87.958,13.759,119.262,19.671,0.0,21.8,34.294,18.791,34.294,34.294,134.365,18.791,13.759,61.784,66.32,13.759,119.262,13.759,61.784,21.8,87.958,18.791,34.294,0.0,21.8,0.0,13.759,13.759,87.958,18.791,61.784,7.201,11.477
INST0267_N22_N27_D017,40.266,26.126,113.909,20.683,11.436,11.436,77.99,20.683,40.266,21.8,81.189,26.126,81.189,11.436,113.909,20.683,21.8,0.0,48.052,40.266,48.052,48.052,145.998,40.266,11.436,77.99,46.019,11.436,113.909,11.436,77.99,0.0,81.189,40.266,48.052,21.8,0.0,21.8,11.436,11.436,81.189,40.266,77.99,26.126,13.942
INST0267_N22_N27_P018,18.791,7.201,119.262,19.671,13.759,13.759,61.784,19.671,18.791,0.0,87.958,7.201,87.958,13.759,119.262,19.671,0.0,21.8,34.294,18.791,34.294,34.294,134.365,18.791,13.759,61.784,66.32,13.759,119.262,13.759,61.784,21.8,87.958,18.791,34.294,0.0,21.8,0.0,13.759,13.759,87.958,18.791,61.784,7.201,11.477
INST0267_N22_N27_D018,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_P019,30.471,20.176,109.689,23.353,0.0,0.0,66.572,23.353,30.471,13.759,77.555,20.176,77.555,0.0,109.689,23.353,13.759,11.436,46.06,30.471,46.06,46.06,145.919,30.471,0.0,66.572,52.8,0.0,109.689,0.0,66.572,11.436,77.555,30.471,46.06,13.759,11.436,13.759,0.0,0.0,77.555,30.471,66.572,20.176,2.788
INST0267_N22_N27_D019,93.214,95.136,32.884,100.436,77.555,77.555,85.106,100.436,93.214,87.958,0.0,95.136,0.0,77.555,32.884,100.436,87.958,81.189,122.247,93.214,122.247,122.247,222.229,93.214,77.555,85.106,65.084,77.555,32.884,77.555,85.106,81.189,0.0,93.214,122.247,87.958,81.189,87.958,77.555,77.555,0.0,93.214,85.106,95.136,78.292
INST0267_N22_N27_P020,0.0,18.283,122.278,35.534,30.471,30.471,47.339,35.534,0.0,18.791,93.214,18.283,93.214,30.471,122.278,35.534,18.791,40.266,35.653,0.0,35.653,35.653,131.141,0.0,30.471,47.339,82.833,30.471,122.278,30.471,47.339,40.266,93.214,0.0,35.653,18.791,40.266,18.791,30.471,30.471,93.214,0.0,47.339,18.283,27.709
INST0267_N22_N27_D020,47.339,64.45,104.379,81.17,66.572,66.572,0.0,81.17,47.339,61.784,85.106,64.45,85.106,66.572,104.379,81.17,61.784,77.99,81.232,47.339,81.232,81.232,165.945,47.339,66.572,0.0,107.477,66.572,104.379,66.572,0.0,77.99,85.106,47.339,81.232,61.784,77.99,61.784,66.572,66.572,85.106,47.339,0.0,64.45,64.236
INST0267_N22_N27_P021,18.283,0.0,126.352,17.254,20.176,20.176,64.45,17.254,18.283,7.201,95.136,0.0,95.136,20.176,126.352,17.254,7.201,26.126,27.111,18.283,27.111,27.111,127.166,18.283,20.176,64.45,71.779,20.176,126.352,20.176,64.45,26.126,95.136,18.283,27.111,7.201,26.126,7.201,20.176,20.176,95.136,18.283,64.45,0.0,18.229
INST0267_N22_N27_D021,27.709,18.229,110.207,23.461,2.788,2.788,64.236,23.461,27.709,11.477,78.292,18.229,78.292,2.788,110.207,23.461,11.477,13.942,44.646,27.709,44.646,44.646,144.673,27.709,2.788,64.236,55.435,2.788,110.207,2.788,64.236,13.942,78.292,27.709,44.646,11.477,13.942,11.477,2.788,2.788,78.292,27.709,64.236,18.229,0.0
