,depot,INST0158_N15_S08_P000,INST0158_N15_S08_D000,INST0158_N15_S08_P001,INST0158_N15_S08_D001,INST0158_N15_S08_P002,INST0158_N15_S08_D002,INST0158_N15_S08_P003,INST0158_N15_S08_D003,INST0158_N15_S08_P004,INST0158_N15_S08_D004,INST0158_N15_S08_P005,INST0158_N15_S08_D005,INST0158_N15_S08_P006,INST0158_N15_S08_D006,INST0158_N15_S08_P007,INST0158_N15_S08_D007,INST0158_N15_S08_P008,INST0158_N15_S08_D008,INST0158_N15_S08_P009,INST0158_N15_S08_D009,INST0158_N15_S08_P010,INST0158_N15_S08_D010,INST0158_N15_S08_P011,INST0158_N15_S08_D011,INST0158_N15_S08_P012,INST0158_N15_S08_D012,INST0158_N15_S08_P013,INST0158_N15_S08_D013,INST0158_N15_S08_P014,INST0158_N15_S08_D014
INST0158_N15_S08_D004,95.708,95.708,91.902,89.072,0.0,47.206,95.708,47.206,33.969,36.733,0.0,36.733,95.708,95.708,36.733,97.061,150.208,91.902,112.576,47.206,89.072,47.206,112.576,36.733,150.208,97.061,0.0,36.733,95.708,47.206,97.061
INST0158_N15_S08_P005,60.745,60.745,55.171,54.565,36.733,10.867,60.745,10.867,69.589,0.0,36.733,0.0,60.745,60.745,0.0,61.394,113.587,55.171,75.908,10.867,54.565,10.867,75.908,0.0,113.587,61.394,36.733,0.0,60.745,10.867,61.394
INST0158_N15_S08_D005,0.0,0.0,24.239,7.008,95.708,49.927,0.0,49.927,129.526,60.745,95.708,60.745,0.0,0.0,60.745,5.477,58.521,24.239,26.505,49.927,7.008,49.927,26.505,60.745,58.521,5.477,95.708,60.745,0.0,49.927,5.477
INST0158_N15_S08_P006,0.0,0.0,24.239,7.008,95.708,49.927,0.0,49.927,129.526,60.745,95.708,60.745,0.0,0.0,60.745,5.477,58.521,24.239,26.505,49.927,7.008,49.927,26.505,60.745,58.521,5.477,95.708,60.745,0.0,49.927,5.477
INST0158_N15_S08_D006,60.745,60.745,55.171,54.565,36.733,10.867,60.745,10.867,69.589,0.0,36.733,0.0,60.745,60.745,0.0,61.394,113.587,55.171,75.908,10.867,54.565,10.867,75.908,0.0,113.587,61.394,36.733,0.0,60.745,10.867,61.394
INST0158_N15_S08_P007,5.477,5.477,19.629,10.881,97.061,50.526,5.477,50.526,130.689,61.394,97.061,61.394,5.477,5.477,61.394,0.0,55.179,19.629,21.478,50.526,10.881,50.526,21.478,61.394,55.179,0.0,97.061,61.394,5.477,50.526,0.0
INST0158_N15_S08_D007,58.521,58.521,59.019,65.452,150.208,103.002,58.521,103.002,183.035,113.587,150.208,113.587,58.521,58.521,113.587,55.179,0.0,59.019,37.715,103.002,65.452,103.002,37.715,113.587,0.0,55.179,150.208,113.587,58.521,103.002,55.179
INST0158_N15_S08_P008,24.239,24.239,0.0,25.439,91.902,45.002,24.239,45.002,124.222,55.171,91.902,55.171,24.239,24.239,55.171,19.629,59.019,0.0,21.517,45.002,25.439,45.002,21.517,55.171,59.019,19.629,91.902,55.171,24.239,45.002,19.629
INST0158_N15_S08_D008,26.505,26.505,21.517,32.298,112.576,65.388,26.505,65.388,145.321,75.908,112.576,75.908,26.505,26.505,75.908,21.478,37.715,21.517,0.0,65.388,32.298,65.388,0.0,75.908,37.715,21.478,112.576,75.908,26.505,65.388,21.478
INST0158_N15_S08_P009,49.927,49.927,45.002,43.838,47.206,0.0,49.927,0.0,80.368,10.867,47.206,10.867,49.927,49.927,10.867,50.526,103.002,45.002,65.388,0.0,43.838,0.0,65.388,10.867,103.002,50.526,47.206,10.867,49.927,0.0,50.526
INST0158_N15_S08_D009,7.008,7.008,25.439,0.0,89.072,43.838,7.008,43.838,122.952,54.565,89.072,54.565,7.008,7.008,54.565,10.881,65.452,25.439,32.298,43.838,0.0,43.838,32.298,54.565,65.452,10.881,89.072,54.565,7.008,43.838,10.881
INST0158_N15_S08_P010,49.927,49.927,45.002,43.838,47.206,0.0,49.927,0.0,80.368,10.867,47.206,10.867,49.927,49.927,10.867,50.526,103.002,45.002,65.388,0.0,43.838,0.0,65.388,10.867,103.002,50.526,47.206,10.867,49.927,0.0,50.526
INST0158_N15_S08_D010,26.505,26.505,21.517,32.298,112.576,65.388,26.505,65.388,145.321,75.908,112.576,75.908,26.505,26.505,75.908,21.478,37.715,21.517,0.0,65.388,32.298,65.388,0.0,75.908,37.715,21.478,112.576,75.908,26.505,65.388,21.478
INST0158_N15_S08_P011,60.745,60.745,55.171,54.565,36.733,10.867,60.745,10.867,69.589,0.0,36.733,0.0,60.745,60.745,0.0,61.394,113.587,55.171,75.908,10.867,54.565,10.867,75.908,0.0,113.587,61.394,36.733,0.0,60.745,10.867,61.394
INST0158_N15_S08_D011,58.521,58.521,59.019,65.452,150.208,103.002,58.521,103.002,183.035,113.587,150.208,113.587,58.521,58.521,113.587,55.179,0.0,59.019,37.715,103.002,65.452,103.002,37.715,113.587,0.0,55.179,150.208,113.587,58.521,103.002,55.179
INST0158_N15_S08_P012,5.477,5.477,19.629,10.881,97.061,50.526,5.477,50.526,130.689,61.394,97.061,61.394,5.477,5.477,61.394,0.0,55.179,19.629,21.478,50.526,10.881,50.526,21.478,61.394,55.179,0.0,97.061,61.394,5.477,50.526,0.0
INST0158_N15_S08_D012,95.708,95.708,91.902,89.072,0.0,47.206,95.708,47.206,33.969,36.733,0.0,36.733,95.708,95.708,36.733,97.061,150.208,91.902,112.576,47.206,89.072,47.206,112.576,36.733,150.208,97.061,0.0,36.733,95.708,47.206,97.061
INST0158_N15_S08_P013,60.745,60.745,55.171,54.565,36.733,10.867,60.745,10.867,69.589,0.0,36.733,0.0,60.745,60.745,0.0,61.394,113.587,55.171,75.908,10.867,54.565,10.867,75.908,0.0,113.587,61.394,36.733,0.0,60.745,10.867,61.394
INST0158_N15_S08_D013,0.0,0.0,24.239,7.008,95.708,49.927,0.0,49.927,129.526,60.745,95.708,60.745,0.0,0.0,60.745,5.477,58.521,24.239,26.505,49.927,7.008,49.927,26.505,60.745,58.521,5.477,95.708,60.745,0.0,49.927,5.477
INST0158_N15_S08_P014,49.927,49.927,45.002,43.838,47.206,0.0,49.927,0.0,80.368,10.867,47.206,10.867,49.927,49.927,10.867,50.526,103.002,45.002,65.388,0.0,43.838,0.0,65.388,10.867,103.002,50.526,47.206,10.867,49.927,0.0,50.526
INST0158_N15_S08_D014,5.477,5.477,19.629,10.881,97.061,50.526,5.477,50.526,130.689,61.394,97.061,61.394,5.477,5.477,61.394,0.0,55.179,19.629,21.478,50.526,10.881,50.526,21.478,61.394,55.179,0.0,97.061,61.394,5.477,50.526,0.0
