,depot,INST0256_N22_W16_P000,INST0256_N22_W16_D000,INST0256_N22_W16_P001,INST0256_N22_W16_D001,INST0256_N22_W16_P002,INST0256_N22_W16_D002,INST0256_N22_W16_P003,INST0256_N22_W16_D003,INST0256_N22_W16_P004,INST0256_N22_W16_D004,INST0256_N22_W16_P005,INST0256_N22_W16_D005,INST0256_N22_W16_P006,INST0256_N22_W16_D006,INST0256_N22_W16_P007,INST0256_N22_W16_D007,INST0256_N22_W16_P008,INST0256_N22_W16_D008,INST0256_N22_W16_P009,INST0256_N22_W16_D009,INST0256_N22_W16_P010,INST0256_N22_W16_D010,INST0256_N22_W16_P011,INST0256_N22_W16_D011,INST0256_N22_W16_P012,INST0256_N22_W16_D012,INST0256_N22_W16_P013,INST0256_N22_W16_D013,INST0256_N22_W16_P014,INST0256_N22_W16_D014,INST0256_N22_W16_P015,INST0256_N22_W16_D015,INST0256_N22_W16_P016,INST0256_N22_W16_D016,INST0256_N22_W16_P017,INST0256_N22_W16_D017,INST0256_N22_W16_P018,INST0256_N22_W16_D018,INST0256_N22_W16_P019,INST0256_N22_W16_D019,INST0256_N22_W16_P020,INST0256_N22_W16_D020,INST0256_N22_W16_P021,INST0256_N22_W16_D021
INST0256_N22_W16_D004,109.245,120.757,130.825,93.687,71.944,120.757,130.825,109.245,115.807,71.944,0.0,109.245,54.132,104.062,104.634,123.055,14.722,109.245,130.825,104.634,109.245,109.245,123.055,104.634,120.757,93.687,14.722,115.807,104.634,93.687,71.944,93.687,14.722,123.055,109.245,123.055,0.0,104.634,120.757,104.634,130.825,93.687,123.055,109.245,120.757
INST0256_N22_W16_P005,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_D005,55.217,70.903,77.525,40.063,20.342,70.903,77.525,55.217,63.444,20.342,54.132,55.217,0.0,50.28,57.646,69.129,40.846,55.217,77.525,57.646,55.217,55.217,69.129,57.646,70.903,40.063,40.846,63.444,57.646,40.063,20.342,40.063,40.846,69.129,55.217,69.129,54.132,57.646,70.903,57.646,77.525,40.063,69.129,55.217,70.903
INST0256_N22_W16_P006,14.077,29.954,27.544,10.426,32.833,29.954,27.544,14.077,16.791,32.833,104.062,14.077,50.28,0.0,46.592,19.054,90.122,14.077,27.544,46.592,14.077,14.077,19.054,46.592,29.954,10.426,90.122,16.791,46.592,10.426,32.833,10.426,90.122,19.054,14.077,19.054,104.062,46.592,29.954,46.592,27.544,10.426,19.054,14.077,29.954
INST0256_N22_W16_D006,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_P007,18.744,28.769,11.735,29.48,51.842,28.769,11.735,18.744,16.35,51.842,123.055,18.744,69.129,19.054,52.507,0.0,109.164,18.744,11.735,52.507,18.744,18.744,0.0,52.507,28.769,29.48,109.164,16.35,52.507,29.48,51.842,29.48,109.164,0.0,18.744,0.0,123.055,52.507,28.769,52.507,11.735,29.48,0.0,18.744,28.769
INST0256_N22_W16_D007,96.036,106.091,116.61,79.708,57.687,106.091,116.61,96.036,101.402,57.687,14.722,96.036,40.846,90.122,94.442,109.164,0.0,96.036,116.61,94.442,96.036,96.036,109.164,94.442,106.091,79.708,0.0,101.402,94.442,79.708,57.687,79.708,0.0,109.164,96.036,109.164,14.722,94.442,106.091,94.442,116.61,79.708,109.164,96.036,106.091
INST0256_N22_W16_P008,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_D008,30.344,23.199,0.0,37.477,58.923,23.199,0.0,30.344,16.399,58.923,130.825,30.344,77.525,27.544,64.172,11.735,116.61,30.344,0.0,64.172,30.344,30.344,11.735,64.172,23.199,37.477,116.61,16.399,64.172,37.477,58.923,37.477,116.61,11.735,30.344,11.735,130.825,64.172,23.199,64.172,0.0,37.477,11.735,30.344,23.199
INST0256_N22_W16_P009,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_D009,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_P010,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_D010,18.744,28.769,11.735,29.48,51.842,28.769,11.735,18.744,16.35,51.842,123.055,18.744,69.129,19.054,52.507,0.0,109.164,18.744,11.735,52.507,18.744,18.744,0.0,52.507,28.769,29.48,109.164,16.35,52.507,29.48,51.842,29.48,109.164,0.0,18.744,0.0,123.055,52.507,28.769,52.507,11.735,29.48,0.0,18.744,28.769
INST0256_N22_W16_P011,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_D011,41.092,0.0,23.199,35.196,50.611,0.0,23.199,41.092,14.239,50.611,120.757,41.092,70.903,29.954,75.918,28.769,106.091,41.092,23.199,75.918,41.092,41.092,28.769,75.918,0.0,35.196,106.091,14.239,75.918,35.196,50.611,35.196,106.091,28.769,41.092,28.769,120.757,75.918,0.0,75.918,23.199,35.196,28.769,41.092,0.0
INST0256_N22_W16_P012,20.581,35.196,37.477,0.0,22.455,35.196,37.477,20.581,24.4,22.455,93.687,20.581,40.063,10.426,46.518,29.48,79.708,20.581,37.477,46.518,20.581,20.581,29.48,46.518,35.196,0.0,79.708,24.4,46.518,0.0,22.455,0.0,79.708,29.48,20.581,29.48,93.687,46.518,35.196,46.518,37.477,0.0,29.48,20.581,35.196
INST0256_N22_W16_D012,96.036,106.091,116.61,79.708,57.687,106.091,116.61,96.036,101.402,57.687,14.722,96.036,40.846,90.122,94.442,109.164,0.0,96.036,116.61,94.442,96.036,96.036,109.164,94.442,106.091,79.708,0.0,101.402,94.442,79.708,57.687,79.708,0.0,109.164,96.036,109.164,14.722,94.442,106.091,94.442,116.61,79.708,109.164,96.036,106.091
INST0256_N22_W16_P013,26.872,14.239,16.399,24.4,43.952,14.239,16.399,26.872,0.0,43.952,115.807,26.872,63.444,16.791,61.821,16.35,101.402,26.872,16.399,61.821,26.872,26.872,16.35,61.821,14.239,24.4,101.402,0.0,61.821,24.4,43.952,24.4,101.402,16.35,26.872,16.35,115.807,61.821,14.239,61.821,16.399,24.4,16.35,26.872,14.239
INST0256_N22_W16_D013,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_P014,20.581,35.196,37.477,0.0,22.455,35.196,37.477,20.581,24.4,22.455,93.687,20.581,40.063,10.426,46.518,29.48,79.708,20.581,37.477,46.518,20.581,20.581,29.48,46.518,35.196,0.0,79.708,24.4,46.518,0.0,22.455,0.0,79.708,29.48,20.581,29.48,93.687,46.518,35.196,46.518,37.477,0.0,29.48,20.581,35.196
INST0256_N22_W16_D014,41.349,50.611,58.923,22.455,0.0,50.611,58.923,41.349,43.952,0.0,71.944,41.349,20.342,32.833,55.918,51.842,57.687,41.349,58.923,55.918,41.349,41.349,51.842,55.918,50.611,22.455,57.687,43.952,55.918,22.455,0.0,22.455,57.687,51.842,41.349,51.842,71.944,55.918,50.611,55.918,58.923,22.455,51.842,41.349,50.611
INST0256_N22_W16_P015,20.581,35.196,37.477,0.0,22.455,35.196,37.477,20.581,24.4,22.455,93.687,20.581,40.063,10.426,46.518,29.48,79.708,20.581,37.477,46.518,20.581,20.581,29.48,46.518,35.196,0.0,79.708,24.4,46.518,0.0,22.455,0.0,79.708,29.48,20.581,29.48,93.687,46.518,35.196,46.518,37.477,0.0,29.48,20.581,35.196
INST0256_N22_W16_D015,96.036,106.091,116.61,79.708,57.687,106.091,116.61,96.036,101.402,57.687,14.722,96.036,40.846,90.122,94.442,109.164,0.0,96.036,116.61,94.442,96.036,96.036,109.164,94.442,106.091,79.708,0.0,101.402,94.442,79.708,57.687,79.708,0.0,109.164,96.036,109.164,14.722,94.442,106.091,94.442,116.61,79.708,109.164,96.036,106.091
INST0256_N22_W16_P016,18.744,28.769,11.735,29.48,51.842,28.769,11.735,18.744,16.35,51.842,123.055,18.744,69.129,19.054,52.507,0.0,109.164,18.744,11.735,52.507,18.744,18.744,0.0,52.507,28.769,29.48,109.164,16.35,52.507,29.48,51.842,29.48,109.164,0.0,18.744,0.0,123.055,52.507,28.769,52.507,11.735,29.48,0.0,18.744,28.769
INST0256_N22_W16_D016,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_P017,18.744,28.769,11.735,29.48,51.842,28.769,11.735,18.744,16.35,51.842,123.055,18.744,69.129,19.054,52.507,0.0,109.164,18.744,11.735,52.507,18.744,18.744,0.0,52.507,28.769,29.48,109.164,16.35,52.507,29.48,51.842,29.48,109.164,0.0,18.744,0.0,123.055,52.507,28.769,52.507,11.735,29.48,0.0,18.744,28.769
INST0256_N22_W16_D017,109.245,120.757,130.825,93.687,71.944,120.757,130.825,109.245,115.807,71.944,0.0,109.245,54.132,104.062,104.634,123.055,14.722,109.245,130.825,104.634,109.245,109.245,123.055,104.634,120.757,93.687,14.722,115.807,104.634,93.687,71.944,93.687,14.722,123.055,109.245,123.055,0.0,104.634,120.757,104.634,130.825,93.687,123.055,109.245,120.757
INST0256_N22_W16_P018,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_D018,41.092,0.0,23.199,35.196,50.611,0.0,23.199,41.092,14.239,50.611,120.757,41.092,70.903,29.954,75.918,28.769,106.091,41.092,23.199,75.918,41.092,41.092,28.769,75.918,0.0,35.196,106.091,14.239,75.918,35.196,50.611,35.196,106.091,28.769,41.092,28.769,120.757,75.918,0.0,75.918,23.199,35.196,28.769,41.092,0.0
INST0256_N22_W16_P019,35.155,75.918,64.172,46.518,55.918,75.918,64.172,35.155,61.821,55.918,104.634,35.155,57.646,46.592,0.0,52.507,94.442,35.155,64.172,0.0,35.155,35.155,52.507,0.0,75.918,46.518,94.442,61.821,0.0,46.518,55.918,46.518,94.442,52.507,35.155,52.507,104.634,0.0,75.918,0.0,64.172,46.518,52.507,35.155,75.918
INST0256_N22_W16_D019,30.344,23.199,0.0,37.477,58.923,23.199,0.0,30.344,16.399,58.923,130.825,30.344,77.525,27.544,64.172,11.735,116.61,30.344,0.0,64.172,30.344,30.344,11.735,64.172,23.199,37.477,116.61,16.399,64.172,37.477,58.923,37.477,116.61,11.735,30.344,11.735,130.825,64.172,23.199,64.172,0.0,37.477,11.735,30.344,23.199
INST0256_N22_W16_P020,20.581,35.196,37.477,0.0,22.455,35.196,37.477,20.581,24.4,22.455,93.687,20.581,40.063,10.426,46.518,29.48,79.708,20.581,37.477,46.518,20.581,20.581,29.48,46.518,35.196,0.0,79.708,24.4,46.518,0.0,22.455,0.0,79.708,29.48,20.581,29.48,93.687,46.518,35.196,46.518,37.477,0.0,29.48,20.581,35.196
INST0256_N22_W16_D020,18.744,28.769,11.735,29.48,51.842,28.769,11.735,18.744,16.35,51.842,123.055,18.744,69.129,19.054,52.507,0.0,109.164,18.744,11.735,52.507,18.744,18.744,0.0,52.507,28.769,29.48,109.164,16.35,52.507,29.48,51.842,29.48,109.164,0.0,18.744,0.0,123.055,52.507,28.769,52.507,11.735,29.48,0.0,18.744,28.769
INST0256_N22_W16_P021,0.0,41.092,30.344,20.581,41.349,41.092,30.344,0.0,26.872,41.349,109.245,0.0,55.217,14.077,35.155,18.744,96.036,0.0,30.344,35.155,0.0,0.0,18.744,35.155,41.092,20.581,96.036,26.872,35.155,20.581,41.349,20.581,96.036,18.744,0.0,18.744,109.245,35.155,41.092,35.155,30.344,20.581,18.744,0.0,41.092
INST0256_N22_W16_D021,41.092,0.0,23.199,35.196,50.611,0.0,23.199,41.092,14.239,50.611,120.757,41.092,70.903,29.954,75.918,28.769,106.091,41.092,23.199,75.918,41.092,41.092,28.769,75.918,0.0,35.196,106.091,14.239,75.918,35.196,50.611,35.196,106.091,28.769,41.092,28.769,120.757,75.918,0.0,75.918,23.199,35.196,28.769,41.092,0.0
