,depot,INST0198_N18_N18_P000,INST0198_N18_N18_D000,INST0198_N18_N18_P001,INST0198_N18_N18_D001,INST0198_N18_N18_P002,INST0198_N18_N18_D002,INST0198_N18_N18_P003,INST0198_N18_N18_D003,INST0198_N18_N18_P004,INST0198_N18_N18_D004,INST0198_N18_N18_P005,INST0198_N18_N18_D005,INST0198_N18_N18_P006,INST0198_N18_N18_D006,INST0198_N18_N18_P007,INST0198_N18_N18_D007,INST0198_N18_N18_P008,INST0198_N18_N18_D008,INST0198_N18_N18_P009,INST0198_N18_N18_D009,INST0198_N18_N18_P010,INST0198_N18_N18_D010,INST0198_N18_N18_P011,INST0198_N18_N18_D011,INST0198_N18_N18_P012,INST0198_N18_N18_D012,INST0198_N18_N18_P013,INST0198_N18_N18_D013,INST0198_N18_N18_P014,INST0198_N18_N18_D014,INST0198_N18_N18_P015,INST0198_N18_N18_D015,INST0198_N18_N18_P016,INST0198_N18_N18_D016,INST0198_N18_N18_P017,INST0198_N18_N18_D017
INST0198_N18_N18_D004,134.313,116.851,134.313,154.717,134.313,134.948,40.266,127.812,134.948,127.812,0.0,134.313,0.0,116.851,154.717,187.802,154.717,162.63,134.313,162.63,309.6,40.266,162.63,40.266,154.717,187.802,134.313,139.481,154.717,134.948,0.0,149.729,127.812,154.717,116.851,187.802,134.313
INST0198_N18_N18_P005,0.0,64.653,0.0,24.705,0.0,3.413,94.965,81.517,3.413,81.517,134.313,0.0,134.313,64.653,24.705,56.4,24.705,28.595,0.0,28.595,178.677,94.965,28.595,94.965,24.705,56.4,0.0,14.003,24.705,3.413,134.313,37.312,81.517,24.705,64.653,56.4,0.0
INST0198_N18_N18_D005,134.313,116.851,134.313,154.717,134.313,134.948,40.266,127.812,134.948,127.812,0.0,134.313,0.0,116.851,154.717,187.802,154.717,162.63,134.313,162.63,309.6,40.266,162.63,40.266,154.717,187.802,134.313,139.481,154.717,134.948,0.0,149.729,127.812,154.717,116.851,187.802,134.313
INST0198_N18_N18_P006,64.653,0.0,64.653,87.893,64.653,67.88,79.694,131.605,67.88,131.605,116.851,64.653,116.851,0.0,87.893,114.332,87.893,79.42,64.653,79.42,229.986,79.694,79.42,79.694,87.893,114.332,64.653,56.35,87.893,67.88,116.851,101.428,131.605,87.893,0.0,114.332,64.653
INST0198_N18_N18_D006,24.705,87.893,24.705,0.0,24.705,22.322,116.493,78.919,22.322,78.919,154.717,24.705,154.717,87.893,0.0,33.197,0.0,21.127,24.705,21.127,155.714,116.493,21.127,116.493,0.0,33.197,24.705,31.992,0.0,22.322,154.717,22.387,78.919,0.0,87.893,33.197,24.705
INST0198_N18_N18_P007,56.4,114.332,56.4,33.197,56.4,54.669,149.69,99.467,54.669,99.467,187.802,56.4,187.802,114.332,33.197,0.0,33.197,35.041,56.4,35.041,122.582,149.69,35.041,149.69,33.197,0.0,56.4,58.839,33.197,54.669,187.802,43.657,99.467,33.197,114.332,0.0,56.4
INST0198_N18_N18_D007,24.705,87.893,24.705,0.0,24.705,22.322,116.493,78.919,22.322,78.919,154.717,24.705,154.717,87.893,0.0,33.197,0.0,21.127,24.705,21.127,155.714,116.493,21.127,116.493,0.0,33.197,24.705,31.992,0.0,22.322,154.717,22.387,78.919,0.0,87.893,33.197,24.705
INST0198_N18_N18_P008,28.595,79.42,28.595,21.127,28.595,28.727,122.983,99.392,28.727,99.392,162.63,28.595,162.63,79.42,21.127,35.041,21.127,0.0,28.595,0.0,153.452,122.983,0.0,122.983,21.127,35.041,28.595,25.326,21.127,28.727,162.63,43.511,99.392,21.127,79.42,35.041,28.595
INST0198_N18_N18_D008,0.0,64.653,0.0,24.705,0.0,3.413,94.965,81.517,3.413,81.517,134.313,0.0,134.313,64.653,24.705,56.4,24.705,28.595,0.0,28.595,178.677,94.965,28.595,94.965,24.705,56.4,0.0,14.003,24.705,3.413,134.313,37.312,81.517,24.705,64.653,56.4,0.0
INST0198_N18_N18_P009,28.595,79.42,28.595,21.127,28.595,28.727,122.983,99.392,28.727,99.392,162.63,28.595,162.63,79.42,21.127,35.041,21.127,0.0,28.595,0.0,153.452,122.983,0.0,122.983,21.127,35.041,28.595,25.326,21.127,28.727,162.63,43.511,99.392,21.127,79.42,35.041,28.595
INST0198_N18_N18_D009,178.677,229.986,178.677,155.714,178.677,177.15,272.117,203.198,177.15,203.198,309.6,178.677,309.6,229.986,155.714,122.582,155.714,153.452,178.677,153.452,0.0,272.117,153.452,272.117,155.714,122.582,178.677,178.773,155.714,177.15,309.6,160.581,203.198,155.714,229.986,122.582,178.677
INST0198_N18_N18_P010,94.965,79.694,94.965,116.493,94.965,95.867,0.0,104.211,95.867,104.211,40.266,94.965,40.266,79.694,116.493,149.69,116.493,122.983,94.965,122.983,272.117,0.0,122.983,0.0,116.493,149.69,94.965,99.415,116.493,95.867,40.266,114.14,104.211,116.493,79.694,149.69,94.965
INST0198_N18_N18_D010,28.595,79.42,28.595,21.127,28.595,28.727,122.983,99.392,28.727,99.392,162.63,28.595,162.63,79.42,21.127,35.041,21.127,0.0,28.595,0.0,153.452,122.983,0.0,122.983,21.127,35.041,28.595,25.326,21.127,28.727,162.63,43.511,99.392,21.127,79.42,35.041,28.595
INST0198_N18_N18_P011,94.965,79.694,94.965,116.493,94.965,95.867,0.0,104.211,95.867,104.211,40.266,94.965,40.266,79.694,116.493,149.69,116.493,122.983,94.965,122.983,272.117,0.0,122.983,0.0,116.493,149.69,94.965,99.415,116.493,95.867,40.266,114.14,104.211,116.493,79.694,149.69,94.965
INST0198_N18_N18_D011,24.705,87.893,24.705,0.0,24.705,22.322,116.493,78.919,22.322,78.919,154.717,24.705,154.717,87.893,0.0,33.197,0.0,21.127,24.705,21.127,155.714,116.493,21.127,116.493,0.0,33.197,24.705,31.992,0.0,22.322,154.717,22.387,78.919,0.0,87.893,33.197,24.705
INST0198_N18_N18_P012,56.4,114.332,56.4,33.197,56.4,54.669,149.69,99.467,54.669,99.467,187.802,56.4,187.802,114.332,33.197,0.0,33.197,35.041,56.4,35.041,122.582,149.69,35.041,149.69,33.197,0.0,56.4,58.839,33.197,54.669,187.802,43.657,99.467,33.197,114.332,0.0,56.4
INST0198_N18_N18_D012,0.0,64.653,0.0,24.705,0.0,3.413,94.965,81.517,3.413,81.517,134.313,0.0,134.313,64.653,24.705,56.4,24.705,28.595,0.0,28.595,178.677,94.965,28.595,94.965,24.705,56.4,0.0,14.003,24.705,3.413,134.313,37.312,81.517,24.705,64.653,56.4,0.0
INST0198_N18_N18_P013,14.003,56.35,14.003,31.992,14.003,17.072,99.415,95.498,17.072,95.498,139.481,14.003,139.481,56.35,31.992,58.839,31.992,25.326,14.003,25.326,178.773,99.415,25.326,99.415,31.992,58.839,14.003,0.0,31.992,17.072,139.481,49.306,95.498,31.992,56.35,58.839,14.003
INST0198_N18_N18_D013,24.705,87.893,24.705,0.0,24.705,22.322,116.493,78.919,22.322,78.919,154.717,24.705,154.717,87.893,0.0,33.197,0.0,21.127,24.705,21.127,155.714,116.493,21.127,116.493,0.0,33.197,24.705,31.992,0.0,22.322,154.717,22.387,78.919,0.0,87.893,33.197,24.705
INST0198_N18_N18_P014,3.413,67.88,3.413,22.322,3.413,0.0,95.867,78.656,0.0,78.656,134.948,3.413,134.948,67.88,22.322,54.669,22.322,28.727,3.413,28.727,177.15,95.867,28.727,95.867,22.322,54.669,3.413,17.072,22.322,0.0,134.948,33.929,78.656,22.322,67.88,54.669,3.413
INST0198_N18_N18_D014,134.313,116.851,134.313,154.717,134.313,134.948,40.266,127.812,134.948,127.812,0.0,134.313,0.0,116.851,154.717,187.802,154.717,162.63,134.313,162.63,309.6,40.266,162.63,40.266,154.717,187.802,134.313,139.481,154.717,134.948,0.0,149.729,127.812,154.717,116.851,187.802,134.313
INST0198_N18_N18_P015,37.312,101.428,37.312,22.387,37.312,33.929,114.14,57.966,33.929,57.966,149.729,37.312,149.729,101.428,22.387,43.657,22.387,43.511,37.312,43.511,160.581,114.14,43.511,114.14,22.387,43.657,37.312,49.306,22.387,33.929,149.729,0.0,57.966,22.387,101.428,43.657,37.312
INST0198_N18_N18_D015,81.517,131.605,81.517,78.919,81.517,78.656,104.211,0.0,78.656,0.0,127.812,81.517,127.812,131.605,78.919,99.467,78.919,99.392,81.517,99.392,203.198,104.211,99.392,104.211,78.919,99.467,81.517,95.498,78.919,78.656,127.812,57.966,0.0,78.919,131.605,99.467,81.517
INST0198_N18_N18_P016,24.705,87.893,24.705,0.0,24.705,22.322,116.493,78.919,22.322,78.919,154.717,24.705,154.717,87.893,0.0,33.197,0.0,21.127,24.705,21.127,155.714,116.493,21.127,116.493,0.0,33.197,24.705,31.992,0.0,22.322,154.717,22.387,78.919,0.0,87.893,33.197,24.705
INST0198_N18_N18_D016,64.653,0.0,64.653,87.893,64.653,67.88,79.694,131.605,67.88,131.605,116.851,64.653,116.851,0.0,87.893,114.332,87.893,79.42,64.653,79.42,229.986,79.694,79.42,79.694,87.893,114.332,64.653,56.35,87.893,67.88,116.851,101.428,131.605,87.893,0.0,114.332,64.653
INST0198_N18_N18_P017,56.4,114.332,56.4,33.197,56.4,54.669,149.69,99.467,54.669,99.467,187.802,56.4,187.802,114.332,33.197,0.0,33.197,35.041,56.4,35.041,122.582,149.69,35.041,149.69,33.197,0.0,56.4,58.839,33.197,54.669,187.802,43.657,99.467,33.197,114.332,0.0,56.4
INST0198_N18_N18_D017,0.0,64.653,0.0,24.705,0.0,3.413,94.965,81.517,3.413,81.517,134.313,0.0,134.313,64.653,24.705,56.4,24.705,28.595,0.0,28.595,178.677,94.965,28.595,94.965,24.705,56.4,0.0,14.003,24.705,3.413,134.313,37.312,81.517,24.705,64.653,56.4,0.0
