,depot,INST0215_N20_S05_P000,INST0215_N20_S05_D000,INST0215_N20_S05_P001,INST0215_N20_S05_D001,INST0215_N20_S05_P002,INST0215_N20_S05_D002,INST0215_N20_S05_P003,INST0215_N20_S05_D003,INST0215_N20_S05_P004,INST0215_N20_S05_D004,INST0215_N20_S05_P005,INST0215_N20_S05_D005,INST0215_N20_S05_P006,INST0215_N20_S05_D006,INST0215_N20_S05_P007,INST0215_N20_S05_D007,INST0215_N20_S05_P008,INST0215_N20_S05_D008,INST0215_N20_S05_P009,INST0215_N20_S05_D009,INST0215_N20_S05_P010,INST0215_N20_S05_D010,INST0215_N20_S05_P011,INST0215_N20_S05_D011,INST0215_N20_S05_P012,INST0215_N20_S05_D012,INST0215_N20_S05_P013,INST0215_N20_S05_D013,INST0215_N20_S05_P014,INST0215_N20_S05_D014,INST0215_N20_S05_P015,INST0215_N20_S05_D015,INST0215_N20_S05_P016,INST0215_N20_S05_D016,INST0215_N20_S05_P017,INST0215_N20_S05_D017,INST0215_N20_S05_P018,INST0215_N20_S05_D018,INST0215_N20_S05_P019,INST0215_N20_S05_D019
INST0215_N20_S05_D004,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_P005,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_D005,44.645,0.0,54.293,125.848,23.863,30.556,72.248,51.136,125.848,30.556,44.645,44.645,0.0,125.848,127.137,72.248,44.645,72.248,127.137,83.129,51.136,23.863,72.248,125.848,44.645,54.293,0.0,125.848,44.645,44.645,67.228,23.863,125.848,23.863,83.129,83.129,44.645,83.129,164.482,30.556,72.248
INST0215_N20_S05_P006,83.656,125.848,71.877,0.0,102.142,108.949,87.998,77.018,0.0,108.949,83.656,83.656,125.848,0.0,114.428,87.998,83.656,87.998,114.428,94.398,77.018,102.142,87.998,0.0,83.656,71.877,125.848,0.0,83.656,83.656,138.993,102.142,0.0,102.142,94.398,94.398,83.656,94.398,151.155,108.949,87.998
INST0215_N20_S05_D006,118.85,127.137,109.068,114.428,112.533,137.848,57.803,117.194,114.428,137.848,118.85,118.85,127.137,114.428,0.0,57.803,118.85,57.803,0.0,44.98,117.194,112.533,57.803,114.428,118.85,109.068,127.137,114.428,118.85,118.85,183.928,112.533,114.428,112.533,44.98,44.98,118.85,44.98,41.594,137.848,57.803
INST0215_N20_S05_P007,61.869,72.248,53.679,87.998,55.105,80.067,0.0,61.135,87.998,80.067,61.869,61.869,72.248,87.998,57.803,0.0,61.869,0.0,57.803,13.307,61.135,55.105,0.0,87.998,61.869,53.679,72.248,87.998,61.869,61.869,126.125,55.105,87.998,55.105,13.307,13.307,61.869,13.307,98.41,80.067,0.0
INST0215_N20_S05_D007,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_P008,61.869,72.248,53.679,87.998,55.105,80.067,0.0,61.135,87.998,80.067,61.869,61.869,72.248,87.998,57.803,0.0,61.869,0.0,57.803,13.307,61.135,55.105,0.0,87.998,61.869,53.679,72.248,87.998,61.869,61.869,126.125,55.105,87.998,55.105,13.307,13.307,61.869,13.307,98.41,80.067,0.0
INST0215_N20_S05_D008,118.85,127.137,109.068,114.428,112.533,137.848,57.803,117.194,114.428,137.848,118.85,118.85,127.137,114.428,0.0,57.803,118.85,57.803,0.0,44.98,117.194,112.533,57.803,114.428,118.85,109.068,127.137,114.428,118.85,118.85,183.928,112.533,114.428,112.533,44.98,44.98,118.85,44.98,41.594,137.848,57.803
INST0215_N20_S05_P009,75.176,83.129,66.815,94.398,67.557,92.948,13.307,74.382,94.398,92.948,75.176,75.176,83.129,94.398,44.98,13.307,75.176,13.307,44.98,0.0,74.382,67.557,13.307,94.398,75.176,66.815,83.129,94.398,75.176,75.176,139.086,67.557,94.398,67.557,0.0,0.0,75.176,0.0,85.211,92.948,13.307
INST0215_N20_S05_D009,6.707,51.136,8.581,77.018,29.68,32.455,61.135,0.0,77.018,32.455,6.707,6.707,51.136,77.018,117.194,61.135,6.707,61.135,117.194,74.382,0.0,29.68,61.135,77.018,6.707,8.581,51.136,77.018,6.707,6.707,71.658,29.68,77.018,29.68,74.382,74.382,6.707,74.382,158.604,32.455,61.135
INST0215_N20_S05_P010,24.036,23.863,31.149,102.142,0.0,26.348,55.105,29.68,102.142,26.348,24.036,24.036,23.863,102.142,112.533,55.105,24.036,55.105,112.533,67.557,29.68,0.0,55.105,102.142,24.036,31.149,23.863,102.142,24.036,24.036,72.268,0.0,102.142,0.0,67.557,67.557,24.036,67.557,152.108,26.348,55.105
INST0215_N20_S05_D010,61.869,72.248,53.679,87.998,55.105,80.067,0.0,61.135,87.998,80.067,61.869,61.869,72.248,87.998,57.803,0.0,61.869,0.0,57.803,13.307,61.135,55.105,0.0,87.998,61.869,53.679,72.248,87.998,61.869,61.869,126.125,55.105,87.998,55.105,13.307,13.307,61.869,13.307,98.41,80.067,0.0
INST0215_N20_S05_P011,83.656,125.848,71.877,0.0,102.142,108.949,87.998,77.018,0.0,108.949,83.656,83.656,125.848,0.0,114.428,87.998,83.656,87.998,114.428,94.398,77.018,102.142,87.998,0.0,83.656,71.877,125.848,0.0,83.656,83.656,138.993,102.142,0.0,102.142,94.398,94.398,83.656,94.398,151.155,108.949,87.998
INST0215_N20_S05_D011,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_P012,13.324,54.293,0.0,71.877,31.149,39.549,53.679,8.581,71.877,39.549,13.324,13.324,54.293,71.877,109.068,53.679,13.324,53.679,109.068,66.815,8.581,31.149,53.679,71.877,13.324,0.0,54.293,71.877,13.324,13.324,80.145,31.149,71.877,31.149,66.815,66.815,13.324,66.815,150.553,39.549,53.679
INST0215_N20_S05_D012,44.645,0.0,54.293,125.848,23.863,30.556,72.248,51.136,125.848,30.556,44.645,44.645,0.0,125.848,127.137,72.248,44.645,72.248,127.137,83.129,51.136,23.863,72.248,125.848,44.645,54.293,0.0,125.848,44.645,44.645,67.228,23.863,125.848,23.863,83.129,83.129,44.645,83.129,164.482,30.556,72.248
INST0215_N20_S05_P013,83.656,125.848,71.877,0.0,102.142,108.949,87.998,77.018,0.0,108.949,83.656,83.656,125.848,0.0,114.428,87.998,83.656,87.998,114.428,94.398,77.018,102.142,87.998,0.0,83.656,71.877,125.848,0.0,83.656,83.656,138.993,102.142,0.0,102.142,94.398,94.398,83.656,94.398,151.155,108.949,87.998
INST0215_N20_S05_D013,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_P014,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_D014,67.566,67.228,80.145,138.993,72.268,46.181,126.125,71.658,138.993,46.181,67.566,67.566,67.228,138.993,183.928,126.125,67.566,126.125,183.928,139.086,71.658,72.268,126.125,138.993,67.566,80.145,67.228,138.993,67.566,67.566,0.0,72.268,138.993,72.268,139.086,139.086,67.566,139.086,224.124,46.181,126.125
INST0215_N20_S05_P015,24.036,23.863,31.149,102.142,0.0,26.348,55.105,29.68,102.142,26.348,24.036,24.036,23.863,102.142,112.533,55.105,24.036,55.105,112.533,67.557,29.68,0.0,55.105,102.142,24.036,31.149,23.863,102.142,24.036,24.036,72.268,0.0,102.142,0.0,67.557,67.557,24.036,67.557,152.108,26.348,55.105
INST0215_N20_S05_D015,83.656,125.848,71.877,0.0,102.142,108.949,87.998,77.018,0.0,108.949,83.656,83.656,125.848,0.0,114.428,87.998,83.656,87.998,114.428,94.398,77.018,102.142,87.998,0.0,83.656,71.877,125.848,0.0,83.656,83.656,138.993,102.142,0.0,102.142,94.398,94.398,83.656,94.398,151.155,108.949,87.998
INST0215_N20_S05_P016,24.036,23.863,31.149,102.142,0.0,26.348,55.105,29.68,102.142,26.348,24.036,24.036,23.863,102.142,112.533,55.105,24.036,55.105,112.533,67.557,29.68,0.0,55.105,102.142,24.036,31.149,23.863,102.142,24.036,24.036,72.268,0.0,102.142,0.0,67.557,67.557,24.036,67.557,152.108,26.348,55.105
INST0215_N20_S05_D016,75.176,83.129,66.815,94.398,67.557,92.948,13.307,74.382,94.398,92.948,75.176,75.176,83.129,94.398,44.98,13.307,75.176,13.307,44.98,0.0,74.382,67.557,13.307,94.398,75.176,66.815,83.129,94.398,75.176,75.176,139.086,67.557,94.398,67.557,0.0,0.0,75.176,0.0,85.211,92.948,13.307
INST0215_N20_S05_P017,75.176,83.129,66.815,94.398,67.557,92.948,13.307,74.382,94.398,92.948,75.176,75.176,83.129,94.398,44.98,13.307,75.176,13.307,44.98,0.0,74.382,67.557,13.307,94.398,75.176,66.815,83.129,94.398,75.176,75.176,139.086,67.557,94.398,67.557,0.0,0.0,75.176,0.0,85.211,92.948,13.307
INST0215_N20_S05_D017,0.0,44.645,13.324,83.656,24.036,26.3,61.869,6.707,83.656,26.3,0.0,0.0,44.645,83.656,118.85,61.869,0.0,61.869,118.85,75.176,6.707,24.036,61.869,83.656,0.0,13.324,44.645,83.656,0.0,0.0,67.566,24.036,83.656,24.036,75.176,75.176,0.0,75.176,160.028,26.3,61.869
INST0215_N20_S05_P018,75.176,83.129,66.815,94.398,67.557,92.948,13.307,74.382,94.398,92.948,75.176,75.176,83.129,94.398,44.98,13.307,75.176,13.307,44.98,0.0,74.382,67.557,13.307,94.398,75.176,66.815,83.129,94.398,75.176,75.176,139.086,67.557,94.398,67.557,0.0,0.0,75.176,0.0,85.211,92.948,13.307
INST0215_N20_S05_D018,160.028,164.482,150.553,151.155,152.108,177.944,98.41,158.604,151.155,177.944,160.028,160.028,164.482,151.155,41.594,98.41,160.028,98.41,41.594,85.211,158.604,152.108,98.41,151.155,160.028,150.553,164.482,151.155,160.028,160.028,224.124,152.108,151.155,152.108,85.211,85.211,160.028,85.211,0.0,177.944,98.41
INST0215_N20_S05_P019,26.3,30.556,39.549,108.949,26.348,0.0,80.067,32.455,108.949,0.0,26.3,26.3,30.556,108.949,137.848,80.067,26.3,80.067,137.848,92.948,32.455,26.348,80.067,108.949,26.3,39.549,30.556,108.949,26.3,26.3,46.181,26.348,108.949,26.348,92.948,92.948,26.3,92.948,177.944,0.0,80.067
INST0215_N20_S05_D019,61.869,72.248,53.679,87.998,55.105,80.067,0.0,61.135,87.998,80.067,61.869,61.869,72.248,87.998,57.803,0.0,61.869,0.0,57.803,13.307,61.135,55.105,0.0,87.998,61.869,53.679,72.248,87.998,61.869,61.869,126.125,55.105,87.998,55.105,13.307,13.307,61.869,13.307,98.41,80.067,0.0
