,depot,INST0224_N20_S14_P000,INST0224_N20_S14_D000,INST0224_N20_S14_P001,INST0224_N20_S14_D001,INST0224_N20_S14_P002,INST0224_N20_S14_D002,INST0224_N20_S14_P003,INST0224_N20_S14_D003,INST0224_N20_S14_P004,INST0224_N20_S14_D004,INST0224_N20_S14_P005,INST0224_N20_S14_D005,INST0224_N20_S14_P006,INST0224_N20_S14_D006,INST0224_N20_S14_P007,INST0224_N20_S14_D007,INST0224_N20_S14_P008,INST0224_N20_S14_D008,INST0224_N20_S14_P009,INST0224_N20_S14_D009,INST0224_N20_S14_P010,INST0224_N20_S14_D010,INST0224_N20_S14_P011,INST0224_N20_S14_D011,INST0224_N20_S14_P012,INST0224_N20_S14_D012,INST0224_N20_S14_P013,INST0224_N20_S14_D013,INST0224_N20_S14_P014,INST0224_N20_S14_D014,INST0224_N20_S14_P015,INST0224_N20_S14_D015,INST0224_N20_S14_P016,INST0224_N20_S14_D016,INST0224_N20_S14_P017,INST0224_N20_S14_D017,INST0224_N20_S14_P018,INST0224_N20_S14_D018,INST0224_N20_S14_P019,INST0224_N20_S14_D019
INST0224_N20_S14_P007,80.145,71.658,72.268,139.086,138.993,67.228,72.268,80.145,67.566,72.268,46.181,80.145,138.993,72.268,126.125,0.0,126.125,71.658,224.124,67.566,0.0,72.268,71.658,138.993,71.658,139.086,224.124,138.993,126.125,139.086,71.658,72.268,71.658,80.145,67.566,138.993,67.566,67.228,80.145,46.181,67.228
INST0224_N20_S14_D007,53.679,61.135,55.105,13.307,87.998,72.248,55.105,53.679,61.869,55.105,80.067,53.679,87.998,55.105,0.0,126.125,0.0,61.135,98.41,61.869,126.125,55.105,61.135,87.998,61.135,13.307,98.41,87.998,0.0,13.307,61.135,55.105,61.135,53.679,61.869,87.998,61.869,72.248,53.679,80.067,72.248
INST0224_N20_S14_P008,8.581,0.0,29.68,74.382,77.018,51.136,29.68,8.581,6.707,29.68,32.455,8.581,77.018,29.68,61.135,71.658,61.135,0.0,158.604,6.707,71.658,29.68,0.0,77.018,0.0,74.382,158.604,77.018,61.135,74.382,0.0,29.68,0.0,8.581,6.707,77.018,6.707,51.136,8.581,32.455,51.136
INST0224_N20_S14_D008,150.553,158.604,152.108,85.211,151.155,164.482,152.108,150.553,160.028,152.108,177.944,150.553,151.155,152.108,98.41,224.124,98.41,158.604,0.0,160.028,224.124,152.108,158.604,151.155,158.604,85.211,0.0,151.155,98.41,85.211,158.604,152.108,158.604,150.553,160.028,151.155,160.028,164.482,150.553,177.944,164.482
INST0224_N20_S14_P009,13.324,6.707,24.036,75.176,83.656,44.645,24.036,13.324,0.0,24.036,26.3,13.324,83.656,24.036,61.869,67.566,61.869,6.707,160.028,0.0,67.566,24.036,6.707,83.656,6.707,75.176,160.028,83.656,61.869,75.176,6.707,24.036,6.707,13.324,0.0,83.656,0.0,44.645,13.324,26.3,44.645
INST0224_N20_S14_D009,80.145,71.658,72.268,139.086,138.993,67.228,72.268,80.145,67.566,72.268,46.181,80.145,138.993,72.268,126.125,0.0,126.125,71.658,224.124,67.566,0.0,72.268,71.658,138.993,71.658,139.086,224.124,138.993,126.125,139.086,71.658,72.268,71.658,80.145,67.566,138.993,67.566,67.228,80.145,46.181,67.228
INST0224_N20_S14_P010,31.149,29.68,0.0,67.557,102.142,23.863,0.0,31.149,24.036,0.0,26.348,31.149,102.142,0.0,55.105,72.268,55.105,29.68,152.108,24.036,72.268,0.0,29.68,102.142,29.68,67.557,152.108,102.142,55.105,67.557,29.68,0.0,29.68,31.149,24.036,102.142,24.036,23.863,31.149,26.348,23.863
INST0224_N20_S14_D010,8.581,0.0,29.68,74.382,77.018,51.136,29.68,8.581,6.707,29.68,32.455,8.581,77.018,29.68,61.135,71.658,61.135,0.0,158.604,6.707,71.658,29.68,0.0,77.018,0.0,74.382,158.604,77.018,61.135,74.382,0.0,29.68,0.0,8.581,6.707,77.018,6.707,51.136,8.581,32.455,51.136
INST0224_N20_S14_P011,71.877,77.018,102.142,94.398,0.0,125.848,102.142,71.877,83.656,102.142,108.949,71.877,0.0,102.142,87.998,138.993,87.998,77.018,151.155,83.656,138.993,102.142,77.018,0.0,77.018,94.398,151.155,0.0,87.998,94.398,77.018,102.142,77.018,71.877,83.656,0.0,83.656,125.848,71.877,108.949,125.848
INST0224_N20_S14_D011,8.581,0.0,29.68,74.382,77.018,51.136,29.68,8.581,6.707,29.68,32.455,8.581,77.018,29.68,61.135,71.658,61.135,0.0,158.604,6.707,71.658,29.68,0.0,77.018,0.0,74.382,158.604,77.018,61.135,74.382,0.0,29.68,0.0,8.581,6.707,77.018,6.707,51.136,8.581,32.455,51.136
INST0224_N20_S14_P012,66.815,74.382,67.557,0.0,94.398,83.129,67.557,66.815,75.176,67.557,92.948,66.815,94.398,67.557,13.307,139.086,13.307,74.382,85.211,75.176,139.086,67.557,74.382,94.398,74.382,0.0,85.211,94.398,13.307,0.0,74.382,67.557,74.382,66.815,75.176,94.398,75.176,83.129,66.815,92.948,83.129
INST0224_N20_S14_D012,150.553,158.604,152.108,85.211,151.155,164.482,152.108,150.553,160.028,152.108,177.944,150.553,151.155,152.108,98.41,224.124,98.41,158.604,0.0,160.028,224.124,152.108,158.604,151.155,158.604,85.211,0.0,151.155,98.41,85.211,158.604,152.108,158.604,150.553,160.028,151.155,160.028,164.482,150.553,177.944,164.482
INST0224_N20_S14_P013,71.877,77.018,102.142,94.398,0.0,125.848,102.142,71.877,83.656,102.142,108.949,71.877,0.0,102.142,87.998,138.993,87.998,77.018,151.155,83.656,138.993,102.142,77.018,0.0,77.018,94.398,151.155,0.0,87.998,94.398,77.018,102.142,77.018,71.877,83.656,0.0,83.656,125.848,71.877,108.949,125.848
INST0224_N20_S14_D013,53.679,61.135,55.105,13.307,87.998,72.248,55.105,53.679,61.869,55.105,80.067,53.679,87.998,55.105,0.0,126.125,0.0,61.135,98.41,61.869,126.125,55.105,61.135,87.998,61.135,13.307,98.41,87.998,0.0,13.307,61.135,55.105,61.135,53.679,61.869,87.998,61.869,72.248,53.679,80.067,72.248
INST0224_N20_S14_P014,66.815,74.382,67.557,0.0,94.398,83.129,67.557,66.815,75.176,67.557,92.948,66.815,94.398,67.557,13.307,139.086,13.307,74.382,85.211,75.176,139.086,67.557,74.382,94.398,74.382,0.0,85.211,94.398,13.307,0.0,74.382,67.557,74.382,66.815,75.176,94.398,75.176,83.129,66.815,92.948,83.129
INST0224_N20_S14_D014,8.581,0.0,29.68,74.382,77.018,51.136,29.68,8.581,6.707,29.68,32.455,8.581,77.018,29.68,61.135,71.658,61.135,0.0,158.604,6.707,71.658,29.68,0.0,77.018,0.0,74.382,158.604,77.018,61.135,74.382,0.0,29.68,0.0,8.581,6.707,77.018,6.707,51.136,8.581,32.455,51.136
INST0224_N20_S14_P015,31.149,29.68,0.0,67.557,102.142,23.863,0.0,31.149,24.036,0.0,26.348,31.149,102.142,0.0,55.105,72.268,55.105,29.68,152.108,24.036,72.268,0.0,29.68,102.142,29.68,67.557,152.108,102.142,55.105,67.557,29.68,0.0,29.68,31.149,24.036,102.142,24.036,23.863,31.149,26.348,23.863
INST0224_N20_S14_D015,8.581,0.0,29.68,74.382,77.018,51.136,29.68,8.581,6.707,29.68,32.455,8.581,77.018,29.68,61.135,71.658,61.135,0.0,158.604,6.707,71.658,29.68,0.0,77.018,0.0,74.382,158.604,77.018,61.135,74.382,0.0,29.68,0.0,8.581,6.707,77.018,6.707,51.136,8.581,32.455,51.136
INST0224_N20_S14_P016,0.0,8.581,31.149,66.815,71.877,54.293,31.149,0.0,13.324,31.149,39.549,0.0,71.877,31.149,53.679,80.145,53.679,8.581,150.553,13.324,80.145,31.149,8.581,71.877,8.581,66.815,150.553,71.877,53.679,66.815,8.581,31.149,8.581,0.0,13.324,71.877,13.324,54.293,0.0,39.549,54.293
INST0224_N20_S14_D016,13.324,6.707,24.036,75.176,83.656,44.645,24.036,13.324,0.0,24.036,26.3,13.324,83.656,24.036,61.869,67.566,61.869,6.707,160.028,0.0,67.566,24.036,6.707,83.656,6.707,75.176,160.028,83.656,61.869,75.176,6.707,24.036,6.707,13.324,0.0,83.656,0.0,44.645,13.324,26.3,44.645
INST0224_N20_S14_P017,71.877,77.018,102.142,94.398,0.0,125.848,102.142,71.877,83.656,102.142,108.949,71.877,0.0,102.142,87.998,138.993,87.998,77.018,151.155,83.656,138.993,102.142,77.018,0.0,77.018,94.398,151.155,0.0,87.998,94.398,77.018,102.142,77.018,71.877,83.656,0.0,83.656,125.848,71.877,108.949,125.848
INST0224_N20_S14_D017,13.324,6.707,24.036,75.176,83.656,44.645,24.036,13.324,0.0,24.036,26.3,13.324,83.656,24.036,61.869,67.566,61.869,6.707,160.028,0.0,67.566,24.036,6.707,83.656,6.707,75.176,160.028,83.656,61.869,75.176,6.707,24.036,6.707,13.324,0.0,83.656,0.0,44.645,13.324,26.3,44.645
INST0224_N20_S14_P018,54.293,51.136,23.863,83.129,125.848,0.0,23.863,54.293,44.645,23.863,30.556,54.293,125.848,23.863,72.248,67.228,72.248,51.136,164.482,44.645,67.228,23.863,51.136,125.848,51.136,83.129,164.482,125.848,72.248,83.129,51.136,23.863,51.136,54.293,44.645,125.848,44.645,0.0,54.293,30.556,0.0
INST0224_N20_S14_D018,0.0,8.581,31.149,66.815,71.877,54.293,31.149,0.0,13.324,31.149,39.549,0.0,71.877,31.149,53.679,80.145,53.679,8.581,150.553,13.324,80.145,31.149,8.581,71.877,8.581,66.815,150.553,71.877,53.679,66.815,8.581,31.149,8.581,0.0,13.324,71.877,13.324,54.293,0.0,39.549,54.293
INST0224_N20_S14_P019,39.549,32.455,26.348,92.948,108.949,30.556,26.348,39.549,26.3,26.348,0.0,39.549,108.949,26.348,80.067,46.181,80.067,32.455,177.944,26.3,46.181,26.348,32.455,108.949,32.455,92.948,177.944,108.949,80.067,92.948,32.455,26.348,32.455,39.549,26.3,108.949,26.3,30.556,39.549,0.0,30.556
INST0224_N20_S14_D019,54.293,51.136,23.863,83.129,125.848,0.0,23.863,54.293,44.645,23.863,30.556,54.293,125.848,23.863,72.248,67.228,72.248,51.136,164.482,44.645,67.228,23.863,51.136,125.848,51.136,83.129,164.482,125.848,72.248,83.129,51.136,23.863,51.136,54.293,44.645,125.848,44.645,0.0,54.293,30.556,0.0
