,depot,INST0274_N25_W04_P000,INST0274_N25_W04_D000,INST0274_N25_W04_P001,INST0274_N25_W04_D001,INST0274_N25_W04_P002,INST0274_N25_W04_D002,INST0274_N25_W04_P003,INST0274_N25_W04_D003,INST0274_N25_W04_P004,INST0274_N25_W04_D004,INST0274_N25_W04_P005,INST0274_N25_W04_D005,INST0274_N25_W04_P006,INST0274_N25_W04_D006,INST0274_N25_W04_P007,INST0274_N25_W04_D007,INST0274_N25_W04_P008,INST0274_N25_W04_D008,INST0274_N25_W04_P009,INST0274_N25_W04_D009,INST0274_N25_W04_P010,INST0274_N25_W04_D010,INST0274_N25_W04_P011,INST0274_N25_W04_D011,INST0274_N25_W04_P012,INST0274_N25_W04_D012,INST0274_N25_W04_P013,INST0274_N25_W04_D013,INST0274_N25_W04_P014,INST0274_N25_W04_D014,INST0274_N25_W04_P015,INST0274_N25_W04_D015,INST0274_N25_W04_P016,INST0274_N25_W04_D016,INST0274_N25_W04_P017,INST0274_N25_W04_D017,INST0274_N25_W04_P018,INST0274_N25_W04_D018,INST0274_N25_W04_P019,INST0274_N25_W04_D019,INST0274_N25_W04_P020,INST0274_N25_W04_D020,INST0274_N25_W04_P021,INST0274_N25_W04_D021,INST0274_N25_W04_P022,INST0274_N25_W04_D022,INST0274_N25_W04_P023,INST0274_N25_W04_D023,INST0274_N25_W04_P024,INST0274_N25_W04_D024
INST0274_N25_W04_D004,0.0,71.944,104.634,71.944,54.132,14.722,0.0,0.0,104.634,14.722,0.0,71.944,14.722,54.132,115.807,14.722,130.825,71.944,14.722,54.132,130.825,14.722,104.062,54.132,71.944,14.722,130.825,0.0,109.245,0.0,54.132,71.944,115.807,14.722,0.0,14.722,109.245,54.132,104.062,71.944,54.132,14.722,123.055,71.944,93.687,54.132,109.245,71.944,104.062,54.132,123.055
INST0274_N25_W04_P005,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D005,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_P006,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D006,115.807,43.952,61.821,43.952,63.444,101.402,115.807,115.807,61.821,101.402,115.807,43.952,101.402,63.444,0.0,101.402,16.399,43.952,101.402,63.444,16.399,101.402,16.791,63.444,43.952,101.402,16.399,115.807,26.872,115.807,63.444,43.952,0.0,101.402,115.807,101.402,26.872,63.444,16.791,43.952,63.444,101.402,16.35,43.952,24.4,63.444,26.872,43.952,16.791,63.444,16.35
INST0274_N25_W04_P007,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D007,130.825,58.923,64.172,58.923,77.525,116.61,130.825,130.825,64.172,116.61,130.825,58.923,116.61,77.525,16.399,116.61,0.0,58.923,116.61,77.525,0.0,116.61,27.544,77.525,58.923,116.61,0.0,130.825,30.344,130.825,77.525,58.923,16.399,116.61,130.825,116.61,30.344,77.525,27.544,58.923,77.525,116.61,11.735,58.923,37.477,77.525,30.344,58.923,27.544,77.525,11.735
INST0274_N25_W04_P008,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D008,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_P009,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D009,130.825,58.923,64.172,58.923,77.525,116.61,130.825,130.825,64.172,116.61,130.825,58.923,116.61,77.525,16.399,116.61,0.0,58.923,116.61,77.525,0.0,116.61,27.544,77.525,58.923,116.61,0.0,130.825,30.344,130.825,77.525,58.923,16.399,116.61,130.825,116.61,30.344,77.525,27.544,58.923,77.525,116.61,11.735,58.923,37.477,77.525,30.344,58.923,27.544,77.525,11.735
INST0274_N25_W04_P010,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D010,104.062,32.833,46.592,32.833,50.28,90.122,104.062,104.062,46.592,90.122,104.062,32.833,90.122,50.28,16.791,90.122,27.544,32.833,90.122,50.28,27.544,90.122,0.0,50.28,32.833,90.122,27.544,104.062,14.077,104.062,50.28,32.833,16.791,90.122,104.062,90.122,14.077,50.28,0.0,32.833,50.28,90.122,19.054,32.833,10.426,50.28,14.077,32.833,0.0,50.28,19.054
INST0274_N25_W04_P011,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D011,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_P012,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D012,130.825,58.923,64.172,58.923,77.525,116.61,130.825,130.825,64.172,116.61,130.825,58.923,116.61,77.525,16.399,116.61,0.0,58.923,116.61,77.525,0.0,116.61,27.544,77.525,58.923,116.61,0.0,130.825,30.344,130.825,77.525,58.923,16.399,116.61,130.825,116.61,30.344,77.525,27.544,58.923,77.525,116.61,11.735,58.923,37.477,77.525,30.344,58.923,27.544,77.525,11.735
INST0274_N25_W04_P013,0.0,71.944,104.634,71.944,54.132,14.722,0.0,0.0,104.634,14.722,0.0,71.944,14.722,54.132,115.807,14.722,130.825,71.944,14.722,54.132,130.825,14.722,104.062,54.132,71.944,14.722,130.825,0.0,109.245,0.0,54.132,71.944,115.807,14.722,0.0,14.722,109.245,54.132,104.062,71.944,54.132,14.722,123.055,71.944,93.687,54.132,109.245,71.944,104.062,54.132,123.055
INST0274_N25_W04_D013,109.245,41.349,35.155,41.349,55.217,96.036,109.245,109.245,35.155,96.036,109.245,41.349,96.036,55.217,26.872,96.036,30.344,41.349,96.036,55.217,30.344,96.036,14.077,55.217,41.349,96.036,30.344,109.245,0.0,109.245,55.217,41.349,26.872,96.036,109.245,96.036,0.0,55.217,14.077,41.349,55.217,96.036,18.744,41.349,20.581,55.217,0.0,41.349,14.077,55.217,18.744
INST0274_N25_W04_P014,0.0,71.944,104.634,71.944,54.132,14.722,0.0,0.0,104.634,14.722,0.0,71.944,14.722,54.132,115.807,14.722,130.825,71.944,14.722,54.132,130.825,14.722,104.062,54.132,71.944,14.722,130.825,0.0,109.245,0.0,54.132,71.944,115.807,14.722,0.0,14.722,109.245,54.132,104.062,71.944,54.132,14.722,123.055,71.944,93.687,54.132,109.245,71.944,104.062,54.132,123.055
INST0274_N25_W04_D014,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_P015,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D015,115.807,43.952,61.821,43.952,63.444,101.402,115.807,115.807,61.821,101.402,115.807,43.952,101.402,63.444,0.0,101.402,16.399,43.952,101.402,63.444,16.399,101.402,16.791,63.444,43.952,101.402,16.399,115.807,26.872,115.807,63.444,43.952,0.0,101.402,115.807,101.402,26.872,63.444,16.791,43.952,63.444,101.402,16.35,43.952,24.4,63.444,26.872,43.952,16.791,63.444,16.35
INST0274_N25_W04_P016,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D016,0.0,71.944,104.634,71.944,54.132,14.722,0.0,0.0,104.634,14.722,0.0,71.944,14.722,54.132,115.807,14.722,130.825,71.944,14.722,54.132,130.825,14.722,104.062,54.132,71.944,14.722,130.825,0.0,109.245,0.0,54.132,71.944,115.807,14.722,0.0,14.722,109.245,54.132,104.062,71.944,54.132,14.722,123.055,71.944,93.687,54.132,109.245,71.944,104.062,54.132,123.055
INST0274_N25_W04_P017,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D017,109.245,41.349,35.155,41.349,55.217,96.036,109.245,109.245,35.155,96.036,109.245,41.349,96.036,55.217,26.872,96.036,30.344,41.349,96.036,55.217,30.344,96.036,14.077,55.217,41.349,96.036,30.344,109.245,0.0,109.245,55.217,41.349,26.872,96.036,109.245,96.036,0.0,55.217,14.077,41.349,55.217,96.036,18.744,41.349,20.581,55.217,0.0,41.349,14.077,55.217,18.744
INST0274_N25_W04_P018,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D018,104.062,32.833,46.592,32.833,50.28,90.122,104.062,104.062,46.592,90.122,104.062,32.833,90.122,50.28,16.791,90.122,27.544,32.833,90.122,50.28,27.544,90.122,0.0,50.28,32.833,90.122,27.544,104.062,14.077,104.062,50.28,32.833,16.791,90.122,104.062,90.122,14.077,50.28,0.0,32.833,50.28,90.122,19.054,32.833,10.426,50.28,14.077,32.833,0.0,50.28,19.054
INST0274_N25_W04_P019,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D019,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_P020,14.722,57.687,94.442,57.687,40.846,0.0,14.722,14.722,94.442,0.0,14.722,57.687,0.0,40.846,101.402,0.0,116.61,57.687,0.0,40.846,116.61,0.0,90.122,40.846,57.687,0.0,116.61,14.722,96.036,14.722,40.846,57.687,101.402,0.0,14.722,0.0,96.036,40.846,90.122,57.687,40.846,0.0,109.164,57.687,79.708,40.846,96.036,57.687,90.122,40.846,109.164
INST0274_N25_W04_D020,123.055,51.842,52.507,51.842,69.129,109.164,123.055,123.055,52.507,109.164,123.055,51.842,109.164,69.129,16.35,109.164,11.735,51.842,109.164,69.129,11.735,109.164,19.054,69.129,51.842,109.164,11.735,123.055,18.744,123.055,69.129,51.842,16.35,109.164,123.055,109.164,18.744,69.129,19.054,51.842,69.129,109.164,0.0,51.842,29.48,69.129,18.744,51.842,19.054,69.129,0.0
INST0274_N25_W04_P021,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D021,93.687,22.455,46.518,22.455,40.063,79.708,93.687,93.687,46.518,79.708,93.687,22.455,79.708,40.063,24.4,79.708,37.477,22.455,79.708,40.063,37.477,79.708,10.426,40.063,22.455,79.708,37.477,93.687,20.581,93.687,40.063,22.455,24.4,79.708,93.687,79.708,20.581,40.063,10.426,22.455,40.063,79.708,29.48,22.455,0.0,40.063,20.581,22.455,10.426,40.063,29.48
INST0274_N25_W04_P022,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D022,109.245,41.349,35.155,41.349,55.217,96.036,109.245,109.245,35.155,96.036,109.245,41.349,96.036,55.217,26.872,96.036,30.344,41.349,96.036,55.217,30.344,96.036,14.077,55.217,41.349,96.036,30.344,109.245,0.0,109.245,55.217,41.349,26.872,96.036,109.245,96.036,0.0,55.217,14.077,41.349,55.217,96.036,18.744,41.349,20.581,55.217,0.0,41.349,14.077,55.217,18.744
INST0274_N25_W04_P023,71.944,0.0,55.918,0.0,20.342,57.687,71.944,71.944,55.918,57.687,71.944,0.0,57.687,20.342,43.952,57.687,58.923,0.0,57.687,20.342,58.923,57.687,32.833,20.342,0.0,57.687,58.923,71.944,41.349,71.944,20.342,0.0,43.952,57.687,71.944,57.687,41.349,20.342,32.833,0.0,20.342,57.687,51.842,0.0,22.455,20.342,41.349,0.0,32.833,20.342,51.842
INST0274_N25_W04_D023,104.062,32.833,46.592,32.833,50.28,90.122,104.062,104.062,46.592,90.122,104.062,32.833,90.122,50.28,16.791,90.122,27.544,32.833,90.122,50.28,27.544,90.122,0.0,50.28,32.833,90.122,27.544,104.062,14.077,104.062,50.28,32.833,16.791,90.122,104.062,90.122,14.077,50.28,0.0,32.833,50.28,90.122,19.054,32.833,10.426,50.28,14.077,32.833,0.0,50.28,19.054
INST0274_N25_W04_P024,54.132,20.342,57.646,20.342,0.0,40.846,54.132,54.132,57.646,40.846,54.132,20.342,40.846,0.0,63.444,40.846,77.525,20.342,40.846,0.0,77.525,40.846,50.28,0.0,20.342,40.846,77.525,54.132,55.217,54.132,0.0,20.342,63.444,40.846,54.132,40.846,55.217,0.0,50.28,20.342,0.0,40.846,69.129,20.342,40.063,0.0,55.217,20.342,50.28,0.0,69.129
INST0274_N25_W04_D024,123.055,51.842,52.507,51.842,69.129,109.164,123.055,123.055,52.507,109.164,123.055,51.842,109.164,69.129,16.35,109.164,11.735,51.842,109.164,69.129,11.735,109.164,19.054,69.129,51.842,109.164,11.735,123.055,18.744,123.055,69.129,51.842,16.35,109.164,123.055,109.164,18.744,69.129,19.054,51.842,69.129,109.164,0.0,51.842,29.48,69.129,18.744,51.842,19.054,69.129,0.0
