,depot,INST0296_N25_S26_P000,INST0296_N25_S26_D000,INST0296_N25_S26_P001,INST0296_N25_S26_D001,INST0296_N25_S26_P002,INST0296_N25_S26_D002,INST0296_N25_S26_P003,INST0296_N25_S26_D003,INST0296_N25_S26_P004,INST0296_N25_S26_D004,INST0296_N25_S26_P005,INST0296_N25_S26_D005,INST0296_N25_S26_P006,INST0296_N25_S26_D006,INST0296_N25_S26_P007,INST0296_N25_S26_D007,INST0296_N25_S26_P008,INST0296_N25_S26_D008,INST0296_N25_S26_P009,INST0296_N25_S26_D009,INST0296_N25_S26_P010,INST0296_N25_S26_D010,INST0296_N25_S26_P011,INST0296_N25_S26_D011,INST0296_N25_S26_P012,INST0296_N25_S26_D012,INST0296_N25_S26_P013,INST0296_N25_S26_D013,INST0296_N25_S26_P014,INST0296_N25_S26_D014,INST0296_N25_S26_P015,INST0296_N25_S26_D015,INST0296_N25_S26_P016,INST0296_N25_S26_D016,INST0296_N25_S26_P017,INST0296_N25_S26_D017,INST0296_N25_S26_P018,INST0296_N25_S26_D018,INST0296_N25_S26_P019,INST0296_N25_S26_D019,INST0296_N25_S26_P020,INST0296_N25_S26_D020,INST0296_N25_S26_P021,INST0296_N25_S26_D021,INST0296_N25_S26_P022,INST0296_N25_S26_D022,INST0296_N25_S26_P023,INST0296_N25_S26_D023,INST0296_N25_S26_P024,INST0296_N25_S26_D024
INST0296_N25_S26_D004,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_P005,0.0,0.0,26.505,32.298,65.388,24.954,65.388,21.517,0.0,65.388,32.298,0.0,21.517,26.505,24.954,32.298,0.0,75.908,65.388,32.298,112.576,32.298,145.321,26.505,145.321,26.505,65.388,26.505,37.715,0.0,24.954,75.908,88.975,37.715,24.954,32.298,24.954,32.298,21.517,24.954,75.908,21.478,65.388,24.954,112.576,26.505,65.388,24.954,65.388,37.715,32.298
INST0296_N25_S26_D005,21.517,21.517,24.239,25.439,45.002,19.488,45.002,0.0,21.517,45.002,25.439,21.517,0.0,24.239,19.488,25.439,21.517,55.171,45.002,25.439,91.902,25.439,124.222,24.239,124.222,24.239,45.002,24.239,59.019,21.517,19.488,55.171,83.416,59.019,19.488,25.439,19.488,25.439,0.0,19.488,55.171,19.629,45.002,19.488,91.902,24.239,45.002,19.488,45.002,59.019,25.439
INST0296_N25_S26_P006,26.505,26.505,0.0,7.008,49.927,41.761,49.927,24.239,26.505,49.927,7.008,26.505,24.239,0.0,41.761,7.008,26.505,60.745,49.927,7.008,95.708,7.008,129.526,0.0,129.526,0.0,49.927,0.0,58.521,26.505,41.761,60.745,62.898,58.521,41.761,7.008,41.761,7.008,24.239,41.761,60.745,5.477,49.927,41.761,95.708,0.0,49.927,41.761,49.927,58.521,7.008
INST0296_N25_S26_D006,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_P007,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_D007,0.0,0.0,26.505,32.298,65.388,24.954,65.388,21.517,0.0,65.388,32.298,0.0,21.517,26.505,24.954,32.298,0.0,75.908,65.388,32.298,112.576,32.298,145.321,26.505,145.321,26.505,65.388,26.505,37.715,0.0,24.954,75.908,88.975,37.715,24.954,32.298,24.954,32.298,21.517,24.954,75.908,21.478,65.388,24.954,112.576,26.505,65.388,24.954,65.388,37.715,32.298
INST0296_N25_S26_P008,75.908,75.908,60.745,54.565,10.867,67.889,10.867,55.171,75.908,10.867,54.565,75.908,55.171,60.745,67.889,54.565,75.908,0.0,10.867,54.565,36.733,54.565,69.589,60.745,69.589,60.745,10.867,60.745,113.587,75.908,67.889,0.0,77.092,113.587,67.889,54.565,67.889,54.565,55.171,67.889,0.0,61.394,10.867,67.889,36.733,60.745,10.867,67.889,10.867,113.587,54.565
INST0296_N25_S26_D008,65.388,65.388,49.927,43.838,0.0,59.003,0.0,45.002,65.388,0.0,43.838,65.388,45.002,49.927,59.003,43.838,65.388,10.867,0.0,43.838,47.206,43.838,80.368,49.927,80.368,49.927,0.0,49.927,103.002,65.388,59.003,10.867,71.865,103.002,59.003,43.838,59.003,43.838,45.002,59.003,10.867,50.526,0.0,59.003,47.206,49.927,0.0,59.003,0.0,103.002,43.838
INST0296_N25_S26_P009,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_D009,112.576,112.576,95.708,89.072,47.206,103.829,47.206,91.902,112.576,47.206,89.072,112.576,91.902,95.708,103.829,89.072,112.576,36.733,47.206,89.072,0.0,89.072,33.969,95.708,33.969,95.708,47.206,95.708,150.208,112.576,103.829,36.733,93.449,150.208,103.829,89.072,103.829,89.072,91.902,103.829,36.733,97.061,47.206,103.829,0.0,95.708,47.206,103.829,47.206,150.208,89.072
INST0296_N25_S26_P010,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_D010,145.321,145.321,129.526,122.952,80.368,134.327,80.368,124.222,145.321,80.368,122.952,145.321,124.222,129.526,134.327,122.952,145.321,69.589,80.368,122.952,33.969,122.952,0.0,129.526,0.0,129.526,80.368,129.526,183.035,145.321,134.327,69.589,123.443,183.035,134.327,122.952,134.327,122.952,124.222,134.327,69.589,130.689,80.368,134.327,33.969,129.526,80.368,134.327,80.368,183.035,122.952
INST0296_N25_S26_P011,26.505,26.505,0.0,7.008,49.927,41.761,49.927,24.239,26.505,49.927,7.008,26.505,24.239,0.0,41.761,7.008,26.505,60.745,49.927,7.008,95.708,7.008,129.526,0.0,129.526,0.0,49.927,0.0,58.521,26.505,41.761,60.745,62.898,58.521,41.761,7.008,41.761,7.008,24.239,41.761,60.745,5.477,49.927,41.761,95.708,0.0,49.927,41.761,49.927,58.521,7.008
INST0296_N25_S26_D011,145.321,145.321,129.526,122.952,80.368,134.327,80.368,124.222,145.321,80.368,122.952,145.321,124.222,129.526,134.327,122.952,145.321,69.589,80.368,122.952,33.969,122.952,0.0,129.526,0.0,129.526,80.368,129.526,183.035,145.321,134.327,69.589,123.443,183.035,134.327,122.952,134.327,122.952,124.222,134.327,69.589,130.689,80.368,134.327,33.969,129.526,80.368,134.327,80.368,183.035,122.952
INST0296_N25_S26_P012,26.505,26.505,0.0,7.008,49.927,41.761,49.927,24.239,26.505,49.927,7.008,26.505,24.239,0.0,41.761,7.008,26.505,60.745,49.927,7.008,95.708,7.008,129.526,0.0,129.526,0.0,49.927,0.0,58.521,26.505,41.761,60.745,62.898,58.521,41.761,7.008,41.761,7.008,24.239,41.761,60.745,5.477,49.927,41.761,95.708,0.0,49.927,41.761,49.927,58.521,7.008
INST0296_N25_S26_D012,65.388,65.388,49.927,43.838,0.0,59.003,0.0,45.002,65.388,0.0,43.838,65.388,45.002,49.927,59.003,43.838,65.388,10.867,0.0,43.838,47.206,43.838,80.368,49.927,80.368,49.927,0.0,49.927,103.002,65.388,59.003,10.867,71.865,103.002,59.003,43.838,59.003,43.838,45.002,59.003,10.867,50.526,0.0,59.003,47.206,49.927,0.0,59.003,0.0,103.002,43.838
INST0296_N25_S26_P013,26.505,26.505,0.0,7.008,49.927,41.761,49.927,24.239,26.505,49.927,7.008,26.505,24.239,0.0,41.761,7.008,26.505,60.745,49.927,7.008,95.708,7.008,129.526,0.0,129.526,0.0,49.927,0.0,58.521,26.505,41.761,60.745,62.898,58.521,41.761,7.008,41.761,7.008,24.239,41.761,60.745,5.477,49.927,41.761,95.708,0.0,49.927,41.761,49.927,58.521,7.008
INST0296_N25_S26_D013,37.715,37.715,58.521,65.452,103.002,54.903,103.002,59.019,37.715,103.002,65.452,37.715,59.019,58.521,54.903,65.452,37.715,113.587,103.002,65.452,150.208,65.452,183.035,58.521,183.035,58.521,103.002,58.521,0.0,37.715,54.903,113.587,113.511,0.0,54.903,65.452,54.903,65.452,59.019,54.903,113.587,55.179,103.002,54.903,150.208,58.521,103.002,54.903,103.002,0.0,65.452
INST0296_N25_S26_P014,0.0,0.0,26.505,32.298,65.388,24.954,65.388,21.517,0.0,65.388,32.298,0.0,21.517,26.505,24.954,32.298,0.0,75.908,65.388,32.298,112.576,32.298,145.321,26.505,145.321,26.505,65.388,26.505,37.715,0.0,24.954,75.908,88.975,37.715,24.954,32.298,24.954,32.298,21.517,24.954,75.908,21.478,65.388,24.954,112.576,26.505,65.388,24.954,65.388,37.715,32.298
INST0296_N25_S26_D014,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_P015,75.908,75.908,60.745,54.565,10.867,67.889,10.867,55.171,75.908,10.867,54.565,75.908,55.171,60.745,67.889,54.565,75.908,0.0,10.867,54.565,36.733,54.565,69.589,60.745,69.589,60.745,10.867,60.745,113.587,75.908,67.889,0.0,77.092,113.587,67.889,54.565,67.889,54.565,55.171,67.889,0.0,61.394,10.867,67.889,36.733,60.745,10.867,67.889,10.867,113.587,54.565
INST0296_N25_S26_D015,88.975,88.975,62.898,58.699,71.865,102.776,71.865,83.416,88.975,71.865,58.699,88.975,83.416,62.898,102.776,58.699,88.975,77.092,71.865,58.699,93.449,58.699,123.443,62.898,123.443,62.898,71.865,62.898,113.511,88.975,102.776,77.092,0.0,113.511,102.776,58.699,102.776,58.699,83.416,102.776,77.092,68.319,71.865,102.776,93.449,62.898,71.865,102.776,71.865,113.511,58.699
INST0296_N25_S26_P016,37.715,37.715,58.521,65.452,103.002,54.903,103.002,59.019,37.715,103.002,65.452,37.715,59.019,58.521,54.903,65.452,37.715,113.587,103.002,65.452,150.208,65.452,183.035,58.521,183.035,58.521,103.002,58.521,0.0,37.715,54.903,113.587,113.511,0.0,54.903,65.452,54.903,65.452,59.019,54.903,113.587,55.179,103.002,54.903,150.208,58.521,103.002,54.903,103.002,0.0,65.452
INST0296_N25_S26_D016,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_P017,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_D017,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_P018,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
INST0296_N25_S26_D018,21.517,21.517,24.239,25.439,45.002,19.488,45.002,0.0,21.517,45.002,25.439,21.517,0.0,24.239,19.488,25.439,21.517,55.171,45.002,25.439,91.902,25.439,124.222,24.239,124.222,24.239,45.002,24.239,59.019,21.517,19.488,55.171,83.416,59.019,19.488,25.439,19.488,25.439,0.0,19.488,55.171,19.629,45.002,19.488,91.902,24.239,45.002,19.488,45.002,59.019,25.439
INST0296_N25_S26_P019,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_D019,75.908,75.908,60.745,54.565,10.867,67.889,10.867,55.171,75.908,10.867,54.565,75.908,55.171,60.745,67.889,54.565,75.908,0.0,10.867,54.565,36.733,54.565,69.589,60.745,69.589,60.745,10.867,60.745,113.587,75.908,67.889,0.0,77.092,113.587,67.889,54.565,67.889,54.565,55.171,67.889,0.0,61.394,10.867,67.889,36.733,60.745,10.867,67.889,10.867,113.587,54.565
INST0296_N25_S26_P020,21.478,21.478,5.477,10.881,50.526,36.46,50.526,19.629,21.478,50.526,10.881,21.478,19.629,5.477,36.46,10.881,21.478,61.394,50.526,10.881,97.061,10.881,130.689,5.477,130.689,5.477,50.526,5.477,55.179,21.478,36.46,61.394,68.319,55.179,36.46,10.881,36.46,10.881,19.629,36.46,61.394,0.0,50.526,36.46,97.061,5.477,50.526,36.46,50.526,55.179,10.881
INST0296_N25_S26_D020,65.388,65.388,49.927,43.838,0.0,59.003,0.0,45.002,65.388,0.0,43.838,65.388,45.002,49.927,59.003,43.838,65.388,10.867,0.0,43.838,47.206,43.838,80.368,49.927,80.368,49.927,0.0,49.927,103.002,65.388,59.003,10.867,71.865,103.002,59.003,43.838,59.003,43.838,45.002,59.003,10.867,50.526,0.0,59.003,47.206,49.927,0.0,59.003,0.0,103.002,43.838
INST0296_N25_S26_P021,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_D021,112.576,112.576,95.708,89.072,47.206,103.829,47.206,91.902,112.576,47.206,89.072,112.576,91.902,95.708,103.829,89.072,112.576,36.733,47.206,89.072,0.0,89.072,33.969,95.708,33.969,95.708,47.206,95.708,150.208,112.576,103.829,36.733,93.449,150.208,103.829,89.072,103.829,89.072,91.902,103.829,36.733,97.061,47.206,103.829,0.0,95.708,47.206,103.829,47.206,150.208,89.072
INST0296_N25_S26_P022,26.505,26.505,0.0,7.008,49.927,41.761,49.927,24.239,26.505,49.927,7.008,26.505,24.239,0.0,41.761,7.008,26.505,60.745,49.927,7.008,95.708,7.008,129.526,0.0,129.526,0.0,49.927,0.0,58.521,26.505,41.761,60.745,62.898,58.521,41.761,7.008,41.761,7.008,24.239,41.761,60.745,5.477,49.927,41.761,95.708,0.0,49.927,41.761,49.927,58.521,7.008
INST0296_N25_S26_D022,65.388,65.388,49.927,43.838,0.0,59.003,0.0,45.002,65.388,0.0,43.838,65.388,45.002,49.927,59.003,43.838,65.388,10.867,0.0,43.838,47.206,43.838,80.368,49.927,80.368,49.927,0.0,49.927,103.002,65.388,59.003,10.867,71.865,103.002,59.003,43.838,59.003,43.838,45.002,59.003,10.867,50.526,0.0,59.003,47.206,49.927,0.0,59.003,0.0,103.002,43.838
INST0296_N25_S26_P023,24.954,24.954,41.761,44.339,59.003,0.0,59.003,19.488,24.954,59.003,44.339,24.954,19.488,41.761,0.0,44.339,24.954,67.889,59.003,44.339,103.829,44.339,134.327,41.761,134.327,41.761,59.003,41.761,54.903,24.954,0.0,67.889,102.776,54.903,0.0,44.339,0.0,44.339,19.488,0.0,67.889,36.46,59.003,0.0,103.829,41.761,59.003,0.0,59.003,54.903,44.339
INST0296_N25_S26_D023,65.388,65.388,49.927,43.838,0.0,59.003,0.0,45.002,65.388,0.0,43.838,65.388,45.002,49.927,59.003,43.838,65.388,10.867,0.0,43.838,47.206,43.838,80.368,49.927,80.368,49.927,0.0,49.927,103.002,65.388,59.003,10.867,71.865,103.002,59.003,43.838,59.003,43.838,45.002,59.003,10.867,50.526,0.0,59.003,47.206,49.927,0.0,59.003,0.0,103.002,43.838
INST0296_N25_S26_P024,37.715,37.715,58.521,65.452,103.002,54.903,103.002,59.019,37.715,103.002,65.452,37.715,59.019,58.521,54.903,65.452,37.715,113.587,103.002,65.452,150.208,65.452,183.035,58.521,183.035,58.521,103.002,58.521,0.0,37.715,54.903,113.587,113.511,0.0,54.903,65.452,54.903,65.452,59.019,54.903,113.587,55.179,103.002,54.903,150.208,58.521,103.002,54.903,103.002,0.0,65.452
INST0296_N25_S26_D024,32.298,32.298,7.008,0.0,43.838,44.339,43.838,25.439,32.298,43.838,0.0,32.298,25.439,7.008,44.339,0.0,32.298,54.565,43.838,0.0,89.072,0.0,122.952,7.008,122.952,7.008,43.838,7.008,65.452,32.298,44.339,54.565,58.699,65.452,44.339,0.0,44.339,0.0,25.439,44.339,54.565,10.881,43.838,44.339,89.072,7.008,43.838,44.339,43.838,65.452,0.0
