,depot,INST0209_N18_S29_P000,INST0209_N18_S29_D000,INST0209_N18_S29_P001,INST0209_N18_S29_D001,INST0209_N18_S29_P002,INST0209_N18_S29_D002,INST0209_N18_S29_P003,INST0209_N18_S29_D003,INST0209_N18_S29_P004,INST0209_N18_S29_D004,INST0209_N18_S29_P005,INST0209_N18_S29_D005,INST0209_N18_S29_P006,INST0209_N18_S29_D006,INST0209_N18_S29_P007,INST0209_N18_S29_D007,INST0209_N18_S29_P008,INST0209_N18_S29_D008,INST0209_N18_S29_P009,INST0209_N18_S29_D009,INST0209_N18_S29_P010,INST0209_N18_S29_D010,INST0209_N18_S29_P011,INST0209_N18_S29_D011,INST0209_N18_S29_P012,INST0209_N18_S29_D012,INST0209_N18_S29_P013,INST0209_N18_S29_D013,INST0209_N18_S29_P014,INST0209_N18_S29_D014,INST0209_N18_S29_P015,INST0209_N18_S29_D015,INST0209_N18_S29_P016,INST0209_N18_S29_D016,INST0209_N18_S29_P017,INST0209_N18_S29_D017
INST0209_N18_S29_D010,109.068,44.98,117.194,109.068,183.928,137.848,114.428,137.848,0.0,118.85,44.98,44.98,41.594,44.98,127.137,57.803,137.848,127.137,183.928,112.533,114.428,109.068,0.0,117.194,114.428,127.137,183.928,127.137,118.85,109.068,0.0,117.194,127.137,183.928,114.428,112.533,109.068
INST0209_N18_S29_P011,8.581,74.382,0.0,8.581,71.658,32.455,77.018,32.455,117.194,6.707,74.382,74.382,158.604,74.382,51.136,61.135,32.455,51.136,71.658,29.68,77.018,8.581,117.194,0.0,77.018,51.136,71.658,51.136,6.707,8.581,117.194,0.0,51.136,71.658,77.018,29.68,8.581
INST0209_N18_S29_D011,71.877,94.398,77.018,71.877,138.993,108.949,0.0,108.949,114.428,83.656,94.398,94.398,151.155,94.398,125.848,87.998,108.949,125.848,138.993,102.142,0.0,71.877,114.428,77.018,0.0,125.848,138.993,125.848,83.656,71.877,114.428,77.018,125.848,138.993,0.0,102.142,71.877
INST0209_N18_S29_P012,54.293,83.129,51.136,54.293,67.228,30.556,125.848,30.556,127.137,44.645,83.129,83.129,164.482,83.129,0.0,72.248,30.556,0.0,67.228,23.863,125.848,54.293,127.137,51.136,125.848,0.0,67.228,0.0,44.645,54.293,127.137,51.136,0.0,67.228,125.848,23.863,54.293
INST0209_N18_S29_D012,80.145,139.086,71.658,80.145,0.0,46.181,138.993,46.181,183.928,67.566,139.086,139.086,224.124,139.086,67.228,126.125,46.181,67.228,0.0,72.268,138.993,80.145,183.928,71.658,138.993,67.228,0.0,67.228,67.566,80.145,183.928,71.658,67.228,0.0,138.993,72.268,80.145
INST0209_N18_S29_P013,54.293,83.129,51.136,54.293,67.228,30.556,125.848,30.556,127.137,44.645,83.129,83.129,164.482,83.129,0.0,72.248,30.556,0.0,67.228,23.863,125.848,54.293,127.137,51.136,125.848,0.0,67.228,0.0,44.645,54.293,127.137,51.136,0.0,67.228,125.848,23.863,54.293
INST0209_N18_S29_D013,13.324,75.176,6.707,13.324,67.566,26.3,83.656,26.3,118.85,0.0,75.176,75.176,160.028,75.176,44.645,61.869,26.3,44.645,67.566,24.036,83.656,13.324,118.85,6.707,83.656,44.645,67.566,44.645,0.0,13.324,118.85,6.707,44.645,67.566,83.656,24.036,13.324
INST0209_N18_S29_P014,0.0,66.815,8.581,0.0,80.145,39.549,71.877,39.549,109.068,13.324,66.815,66.815,150.553,66.815,54.293,53.679,39.549,54.293,80.145,31.149,71.877,0.0,109.068,8.581,71.877,54.293,80.145,54.293,13.324,0.0,109.068,8.581,54.293,80.145,71.877,31.149,0.0
INST0209_N18_S29_D014,109.068,44.98,117.194,109.068,183.928,137.848,114.428,137.848,0.0,118.85,44.98,44.98,41.594,44.98,127.137,57.803,137.848,127.137,183.928,112.533,114.428,109.068,0.0,117.194,114.428,127.137,183.928,127.137,118.85,109.068,0.0,117.194,127.137,183.928,114.428,112.533,109.068
INST0209_N18_S29_P015,8.581,74.382,0.0,8.581,71.658,32.455,77.018,32.455,117.194,6.707,74.382,74.382,158.604,74.382,51.136,61.135,32.455,51.136,71.658,29.68,77.018,8.581,117.194,0.0,77.018,51.136,71.658,51.136,6.707,8.581,117.194,0.0,51.136,71.658,77.018,29.68,8.581
INST0209_N18_S29_D015,54.293,83.129,51.136,54.293,67.228,30.556,125.848,30.556,127.137,44.645,83.129,83.129,164.482,83.129,0.0,72.248,30.556,0.0,67.228,23.863,125.848,54.293,127.137,51.136,125.848,0.0,67.228,0.0,44.645,54.293,127.137,51.136,0.0,67.228,125.848,23.863,54.293
INST0209_N18_S29_P016,80.145,139.086,71.658,80.145,0.0,46.181,138.993,46.181,183.928,67.566,139.086,139.086,224.124,139.086,67.228,126.125,46.181,67.228,0.0,72.268,138.993,80.145,183.928,71.658,138.993,67.228,0.0,67.228,67.566,80.145,183.928,71.658,67.228,0.0,138.993,72.268,80.145
INST0209_N18_S29_D016,71.877,94.398,77.018,71.877,138.993,108.949,0.0,108.949,114.428,83.656,94.398,94.398,151.155,94.398,125.848,87.998,108.949,125.848,138.993,102.142,0.0,71.877,114.428,77.018,0.0,125.848,138.993,125.848,83.656,71.877,114.428,77.018,125.848,138.993,0.0,102.142,71.877
INST0209_N18_S29_P017,31.149,67.557,29.68,31.149,72.268,26.348,102.142,26.348,112.533,24.036,67.557,67.557,152.108,67.557,23.863,55.105,26.348,23.863,72.268,0.0,102.142,31.149,112.533,29.68,102.142,23.863,72.268,23.863,24.036,31.149,112.533,29.68,23.863,72.268,102.142,0.0,31.149
INST0209_N18_S29_D017,0.0,66.815,8.581,0.0,80.145,39.549,71.877,39.549,109.068,13.324,66.815,66.815,150.553,66.815,54.293,53.679,39.549,54.293,80.145,31.149,71.877,0.0,109.068,8.581,71.877,54.293,80.145,54.293,13.324,0.0,109.068,8.581,54.293,80.145,71.877,31.149,0.0
