,depot,INST0170_N15_S20_P000,INST0170_N15_S20_D000,INST0170_N15_S20_P001,INST0170_N15_S20_D001,INST0170_N15_S20_P002,INST0170_N15_S20_D002,INST0170_N15_S20_P003,INST0170_N15_S20_D003,INST0170_N15_S20_P004,INST0170_N15_S20_D004,INST0170_N15_S20_P005,INST0170_N15_S20_D005,INST0170_N15_S20_P006,INST0170_N15_S20_D006,INST0170_N15_S20_P007,INST0170_N15_S20_D007,INST0170_N15_S20_P008,INST0170_N15_S20_D008,INST0170_N15_S20_P009,INST0170_N15_S20_D009,INST0170_N15_S20_P010,INST0170_N15_S20_D010,INST0170_N15_S20_P011,INST0170_N15_S20_D011,INST0170_N15_S20_P012,INST0170_N15_S20_D012,INST0170_N15_S20_P013,INST0170_N15_S20_D013,INST0170_N15_S20_P014,INST0170_N15_S20_D014
INST0170_N15_S20_D004,0.0,26.3,0.0,24.036,61.869,61.869,0.0,61.869,26.3,83.656,0.0,26.3,0.0,83.656,6.707,83.656,75.176,6.707,24.036,26.3,13.324,24.036,75.176,75.176,67.566,44.645,75.176,61.869,67.566,83.656,26.3
INST0170_N15_S20_P005,26.3,0.0,26.3,26.348,80.067,80.067,26.3,80.067,0.0,108.949,26.3,0.0,26.3,108.949,32.455,108.949,92.948,32.455,26.348,0.0,39.549,26.348,92.948,92.948,46.181,30.556,92.948,80.067,46.181,108.949,0.0
INST0170_N15_S20_D005,0.0,26.3,0.0,24.036,61.869,61.869,0.0,61.869,26.3,83.656,0.0,26.3,0.0,83.656,6.707,83.656,75.176,6.707,24.036,26.3,13.324,24.036,75.176,75.176,67.566,44.645,75.176,61.869,67.566,83.656,26.3
INST0170_N15_S20_P006,83.656,108.949,83.656,102.142,87.998,87.998,83.656,87.998,108.949,0.0,83.656,108.949,83.656,0.0,77.018,0.0,94.398,77.018,102.142,108.949,71.877,102.142,94.398,94.398,138.993,125.848,94.398,87.998,138.993,0.0,108.949
INST0170_N15_S20_D006,6.707,32.455,6.707,29.68,61.135,61.135,6.707,61.135,32.455,77.018,6.707,32.455,6.707,77.018,0.0,77.018,74.382,0.0,29.68,32.455,8.581,29.68,74.382,74.382,71.658,51.136,74.382,61.135,71.658,77.018,32.455
INST0170_N15_S20_P007,83.656,108.949,83.656,102.142,87.998,87.998,83.656,87.998,108.949,0.0,83.656,108.949,83.656,0.0,77.018,0.0,94.398,77.018,102.142,108.949,71.877,102.142,94.398,94.398,138.993,125.848,94.398,87.998,138.993,0.0,108.949
INST0170_N15_S20_D007,75.176,92.948,75.176,67.557,13.307,13.307,75.176,13.307,92.948,94.398,75.176,92.948,75.176,94.398,74.382,94.398,0.0,74.382,67.557,92.948,66.815,67.557,0.0,0.0,139.086,83.129,0.0,13.307,139.086,94.398,92.948
INST0170_N15_S20_P008,6.707,32.455,6.707,29.68,61.135,61.135,6.707,61.135,32.455,77.018,6.707,32.455,6.707,77.018,0.0,77.018,74.382,0.0,29.68,32.455,8.581,29.68,74.382,74.382,71.658,51.136,74.382,61.135,71.658,77.018,32.455
INST0170_N15_S20_D008,24.036,26.348,24.036,0.0,55.105,55.105,24.036,55.105,26.348,102.142,24.036,26.348,24.036,102.142,29.68,102.142,67.557,29.68,0.0,26.348,31.149,0.0,67.557,67.557,72.268,23.863,67.557,55.105,72.268,102.142,26.348
INST0170_N15_S20_P009,26.3,0.0,26.3,26.348,80.067,80.067,26.3,80.067,0.0,108.949,26.3,0.0,26.3,108.949,32.455,108.949,92.948,32.455,26.348,0.0,39.549,26.348,92.948,92.948,46.181,30.556,92.948,80.067,46.181,108.949,0.0
INST0170_N15_S20_D009,13.324,39.549,13.324,31.149,53.679,53.679,13.324,53.679,39.549,71.877,13.324,39.549,13.324,71.877,8.581,71.877,66.815,8.581,31.149,39.549,0.0,31.149,66.815,66.815,80.145,54.293,66.815,53.679,80.145,71.877,39.549
INST0170_N15_S20_P010,24.036,26.348,24.036,0.0,55.105,55.105,24.036,55.105,26.348,102.142,24.036,26.348,24.036,102.142,29.68,102.142,67.557,29.68,0.0,26.348,31.149,0.0,67.557,67.557,72.268,23.863,67.557,55.105,72.268,102.142,26.348
INST0170_N15_S20_D010,75.176,92.948,75.176,67.557,13.307,13.307,75.176,13.307,92.948,94.398,75.176,92.948,75.176,94.398,74.382,94.398,0.0,74.382,67.557,92.948,66.815,67.557,0.0,0.0,139.086,83.129,0.0,13.307,139.086,94.398,92.948
INST0170_N15_S20_P011,75.176,92.948,75.176,67.557,13.307,13.307,75.176,13.307,92.948,94.398,75.176,92.948,75.176,94.398,74.382,94.398,0.0,74.382,67.557,92.948,66.815,67.557,0.0,0.0,139.086,83.129,0.0,13.307,139.086,94.398,92.948
INST0170_N15_S20_D011,67.566,46.181,67.566,72.268,126.125,126.125,67.566,126.125,46.181,138.993,67.566,46.181,67.566,138.993,71.658,138.993,139.086,71.658,72.268,46.181,80.145,72.268,139.086,139.086,0.0,67.228,139.086,126.125,0.0,138.993,46.181
INST0170_N15_S20_P012,44.645,30.556,44.645,23.863,72.248,72.248,44.645,72.248,30.556,125.848,44.645,30.556,44.645,125.848,51.136,125.848,83.129,51.136,23.863,30.556,54.293,23.863,83.129,83.129,67.228,0.0,83.129,72.248,67.228,125.848,30.556
INST0170_N15_S20_D012,75.176,92.948,75.176,67.557,13.307,13.307,75.176,13.307,92.948,94.398,75.176,92.948,75.176,94.398,74.382,94.398,0.0,74.382,67.557,92.948,66.815,67.557,0.0,0.0,139.086,83.129,0.0,13.307,139.086,94.398,92.948
INST0170_N15_S20_P013,61.869,80.067,61.869,55.105,0.0,0.0,61.869,0.0,80.067,87.998,61.869,80.067,61.869,87.998,61.135,87.998,13.307,61.135,55.105,80.067,53.679,55.105,13.307,13.307,126.125,72.248,13.307,0.0,126.125,87.998,80.067
INST0170_N15_S20_D013,67.566,46.181,67.566,72.268,126.125,126.125,67.566,126.125,46.181,138.993,67.566,46.181,67.566,138.993,71.658,138.993,139.086,71.658,72.268,46.181,80.145,72.268,139.086,139.086,0.0,67.228,139.086,126.125,0.0,138.993,46.181
INST0170_N15_S20_P014,83.656,108.949,83.656,102.142,87.998,87.998,83.656,87.998,108.949,0.0,83.656,108.949,83.656,0.0,77.018,0.0,94.398,77.018,102.142,108.949,71.877,102.142,94.398,94.398,138.993,125.848,94.398,87.998,138.993,0.0,108.949
INST0170_N15_S20_D014,26.3,0.0,26.3,26.348,80.067,80.067,26.3,80.067,0.0,108.949,26.3,0.0,26.3,108.949,32.455,108.949,92.948,32.455,26.348,0.0,39.549,26.348,92.948,92.948,46.181,30.556,92.948,80.067,46.181,108.949,0.0
