,depot,INST0282_N25_N12_P000,INST0282_N25_N12_D000,INST0282_N25_N12_P001,INST0282_N25_N12_D001,INST0282_N25_N12_P002,INST0282_N25_N12_D002,INST0282_N25_N12_P003,INST0282_N25_N12_D003,INST0282_N25_N12_P004,INST0282_N25_N12_D004,INST0282_N25_N12_P005,INST0282_N25_N12_D005,INST0282_N25_N12_P006,INST0282_N25_N12_D006,INST0282_N25_N12_P007,INST0282_N25_N12_D007,INST0282_N25_N12_P008,INST0282_N25_N12_D008,INST0282_N25_N12_P009,INST0282_N25_N12_D009,INST0282_N25_N12_P010,INST0282_N25_N12_D010,INST0282_N25_N12_P011,INST0282_N25_N12_D011,INST0282_N25_N12_P012,INST0282_N25_N12_D012,INST0282_N25_N12_P013,INST0282_N25_N12_D013,INST0282_N25_N12_P014,INST0282_N25_N12_D014,INST0282_N25_N12_P015,INST0282_N25_N12_D015,INST0282_N25_N12_P016,INST0282_N25_N12_D016,INST0282_N25_N12_P017,INST0282_N25_N12_D017,INST0282_N25_N12_P018,INST0282_N25_N12_D018,INST0282_N25_N12_P019,INST0282_N25_N12_D019,INST0282_N25_N12_P020,INST0282_N25_N12_D020,INST0282_N25_N12_P021,INST0282_N25_N12_D021,INST0282_N25_N12_P022,INST0282_N25_N12_D022,INST0282_N25_N12_P023,INST0282_N25_N12_D023,INST0282_N25_N12_P024,INST0282_N25_N12_D024
INST0282_N25_N12_D004,30.471,13.759,30.471,23.353,20.176,20.176,109.689,30.471,52.8,20.176,0.0,46.06,30.471,2.788,109.689,11.436,77.555,30.471,66.572,66.572,0.0,30.471,66.572,20.176,135.971,13.759,52.8,20.176,46.06,30.471,52.8,13.759,2.788,30.471,11.436,0.0,46.06,46.06,66.572,30.471,46.06,46.06,23.353,2.788,20.176,46.06,30.471,11.436,20.176,20.176,145.919
INST0282_N25_N12_P005,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_D005,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_P006,27.709,11.477,27.709,23.461,18.229,18.229,110.207,27.709,55.435,18.229,2.788,44.646,27.709,0.0,110.207,13.942,78.292,27.709,64.236,64.236,2.788,27.709,64.236,18.229,136.742,11.477,55.435,18.229,44.646,27.709,55.435,11.477,0.0,27.709,13.942,2.788,44.646,44.646,64.236,27.709,44.646,44.646,23.461,0.0,18.229,44.646,27.709,13.942,18.229,18.229,144.673
INST0282_N25_N12_D006,122.278,119.262,122.278,132.815,126.352,126.352,0.0,122.278,95.428,126.352,109.689,153.371,122.278,110.207,0.0,113.909,32.884,122.278,104.379,104.379,109.689,122.278,104.379,126.352,239.676,119.262,95.428,126.352,153.371,122.278,95.428,119.262,110.207,122.278,113.909,109.689,153.371,153.371,104.379,122.278,153.371,153.371,132.815,110.207,126.352,153.371,122.278,113.909,126.352,126.352,252.84
INST0282_N25_N12_P007,40.266,21.8,40.266,20.683,26.126,26.126,113.909,40.266,46.019,26.126,11.436,48.052,40.266,13.942,113.909,0.0,81.189,40.266,77.99,77.99,11.436,40.266,77.99,26.126,128.231,21.8,46.019,26.126,48.052,40.266,46.019,21.8,13.942,40.266,0.0,11.436,48.052,48.052,77.99,40.266,48.052,48.052,20.683,13.942,26.126,48.052,40.266,0.0,26.126,26.126,145.998
INST0282_N25_N12_D007,93.214,87.958,93.214,100.436,95.136,95.136,32.884,93.214,65.084,95.136,77.555,122.247,93.214,78.292,32.884,81.189,0.0,93.214,85.106,85.106,77.555,93.214,85.106,95.136,206.878,87.958,65.084,95.136,122.247,93.214,65.084,87.958,78.292,93.214,81.189,77.555,122.247,122.247,85.106,93.214,122.247,122.247,100.436,78.292,95.136,122.247,93.214,81.189,95.136,95.136,222.229
INST0282_N25_N12_P008,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_D008,47.339,61.784,47.339,81.17,64.45,64.45,104.379,47.339,107.477,64.45,66.572,81.232,47.339,64.236,104.379,77.99,85.106,47.339,0.0,0.0,66.572,47.339,0.0,64.45,190.666,61.784,107.477,64.45,81.232,47.339,107.477,61.784,64.236,47.339,77.99,66.572,81.232,81.232,0.0,47.339,81.232,81.232,81.17,64.236,64.45,81.232,47.339,77.99,64.45,64.45,165.945
INST0282_N25_N12_P009,47.339,61.784,47.339,81.17,64.45,64.45,104.379,47.339,107.477,64.45,66.572,81.232,47.339,64.236,104.379,77.99,85.106,47.339,0.0,0.0,66.572,47.339,0.0,64.45,190.666,61.784,107.477,64.45,81.232,47.339,107.477,61.784,64.236,47.339,77.99,66.572,81.232,81.232,0.0,47.339,81.232,81.232,81.17,64.236,64.45,81.232,47.339,77.99,64.45,64.45,165.945
INST0282_N25_N12_D009,30.471,13.759,30.471,23.353,20.176,20.176,109.689,30.471,52.8,20.176,0.0,46.06,30.471,2.788,109.689,11.436,77.555,30.471,66.572,66.572,0.0,30.471,66.572,20.176,135.971,13.759,52.8,20.176,46.06,30.471,52.8,13.759,2.788,30.471,11.436,0.0,46.06,46.06,66.572,30.471,46.06,46.06,23.353,2.788,20.176,46.06,30.471,11.436,20.176,20.176,145.919
INST0282_N25_N12_P010,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_D010,47.339,61.784,47.339,81.17,64.45,64.45,104.379,47.339,107.477,64.45,66.572,81.232,47.339,64.236,104.379,77.99,85.106,47.339,0.0,0.0,66.572,47.339,0.0,64.45,190.666,61.784,107.477,64.45,81.232,47.339,107.477,61.784,64.236,47.339,77.99,66.572,81.232,81.232,0.0,47.339,81.232,81.232,81.17,64.236,64.45,81.232,47.339,77.99,64.45,64.45,165.945
INST0282_N25_N12_P011,18.283,7.201,18.283,17.254,0.0,0.0,126.352,18.283,71.779,0.0,20.176,27.111,18.283,18.229,126.352,26.126,95.136,18.283,64.45,64.45,20.176,18.283,64.45,0.0,127.973,7.201,71.779,0.0,27.111,18.283,71.779,7.201,18.229,18.283,26.126,20.176,27.111,27.111,64.45,18.283,27.111,27.111,17.254,18.229,0.0,27.111,18.283,26.126,0.0,0.0,127.166
INST0282_N25_N12_D011,143.5,132.823,143.5,113.8,127.973,127.973,239.676,143.5,149.304,127.973,135.971,110.202,143.5,136.742,239.676,128.231,206.878,143.5,190.666,190.666,135.971,143.5,190.666,127.973,0.0,132.823,149.304,127.973,110.202,143.5,149.304,132.823,136.742,143.5,128.231,135.971,110.202,110.202,190.666,143.5,110.202,110.202,113.8,136.742,127.973,110.202,143.5,128.231,127.973,127.973,102.687
INST0282_N25_N12_P012,18.791,0.0,18.791,19.671,7.201,7.201,119.262,18.791,66.32,7.201,13.759,34.294,18.791,11.477,119.262,21.8,87.958,18.791,61.784,61.784,13.759,18.791,61.784,7.201,132.823,0.0,66.32,7.201,34.294,18.791,66.32,0.0,11.477,18.791,21.8,13.759,34.294,34.294,61.784,18.791,34.294,34.294,19.671,11.477,7.201,34.294,18.791,21.8,7.201,7.201,134.365
INST0282_N25_N12_D012,82.833,66.32,82.833,64.86,71.779,71.779,95.428,82.833,0.0,71.779,52.8,93.371,82.833,55.435,95.428,46.019,65.084,82.833,107.477,107.477,52.8,82.833,107.477,71.779,149.304,66.32,0.0,71.779,93.371,82.833,0.0,66.32,55.435,82.833,46.019,52.8,93.371,93.371,107.477,82.833,93.371,93.371,64.86,55.435,71.779,93.371,82.833,46.019,71.779,71.779,187.822
INST0282_N25_N12_P013,18.283,7.201,18.283,17.254,0.0,0.0,126.352,18.283,71.779,0.0,20.176,27.111,18.283,18.229,126.352,26.126,95.136,18.283,64.45,64.45,20.176,18.283,64.45,0.0,127.973,7.201,71.779,0.0,27.111,18.283,71.779,7.201,18.229,18.283,26.126,20.176,27.111,27.111,64.45,18.283,27.111,27.111,17.254,18.229,0.0,27.111,18.283,26.126,0.0,0.0,127.166
INST0282_N25_N12_D013,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_P014,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_D014,82.833,66.32,82.833,64.86,71.779,71.779,95.428,82.833,0.0,71.779,52.8,93.371,82.833,55.435,95.428,46.019,65.084,82.833,107.477,107.477,52.8,82.833,107.477,71.779,149.304,66.32,0.0,71.779,93.371,82.833,0.0,66.32,55.435,82.833,46.019,52.8,93.371,93.371,107.477,82.833,93.371,93.371,64.86,55.435,71.779,93.371,82.833,46.019,71.779,71.779,187.822
INST0282_N25_N12_P015,18.791,0.0,18.791,19.671,7.201,7.201,119.262,18.791,66.32,7.201,13.759,34.294,18.791,11.477,119.262,21.8,87.958,18.791,61.784,61.784,13.759,18.791,61.784,7.201,132.823,0.0,66.32,7.201,34.294,18.791,66.32,0.0,11.477,18.791,21.8,13.759,34.294,34.294,61.784,18.791,34.294,34.294,19.671,11.477,7.201,34.294,18.791,21.8,7.201,7.201,134.365
INST0282_N25_N12_D015,27.709,11.477,27.709,23.461,18.229,18.229,110.207,27.709,55.435,18.229,2.788,44.646,27.709,0.0,110.207,13.942,78.292,27.709,64.236,64.236,2.788,27.709,64.236,18.229,136.742,11.477,55.435,18.229,44.646,27.709,55.435,11.477,0.0,27.709,13.942,2.788,44.646,44.646,64.236,27.709,44.646,44.646,23.461,0.0,18.229,44.646,27.709,13.942,18.229,18.229,144.673
INST0282_N25_N12_P016,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_D016,40.266,21.8,40.266,20.683,26.126,26.126,113.909,40.266,46.019,26.126,11.436,48.052,40.266,13.942,113.909,0.0,81.189,40.266,77.99,77.99,11.436,40.266,77.99,26.126,128.231,21.8,46.019,26.126,48.052,40.266,46.019,21.8,13.942,40.266,0.0,11.436,48.052,48.052,77.99,40.266,48.052,48.052,20.683,13.942,26.126,48.052,40.266,0.0,26.126,26.126,145.998
INST0282_N25_N12_P017,30.471,13.759,30.471,23.353,20.176,20.176,109.689,30.471,52.8,20.176,0.0,46.06,30.471,2.788,109.689,11.436,77.555,30.471,66.572,66.572,0.0,30.471,66.572,20.176,135.971,13.759,52.8,20.176,46.06,30.471,52.8,13.759,2.788,30.471,11.436,0.0,46.06,46.06,66.572,30.471,46.06,46.06,23.353,2.788,20.176,46.06,30.471,11.436,20.176,20.176,145.919
INST0282_N25_N12_D017,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_P018,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_D018,47.339,61.784,47.339,81.17,64.45,64.45,104.379,47.339,107.477,64.45,66.572,81.232,47.339,64.236,104.379,77.99,85.106,47.339,0.0,0.0,66.572,47.339,0.0,64.45,190.666,61.784,107.477,64.45,81.232,47.339,107.477,61.784,64.236,47.339,77.99,66.572,81.232,81.232,0.0,47.339,81.232,81.232,81.17,64.236,64.45,81.232,47.339,77.99,64.45,64.45,165.945
INST0282_N25_N12_P019,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_D019,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_P020,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_D020,35.534,19.671,35.534,0.0,17.254,17.254,132.815,35.534,64.86,17.254,23.353,28.616,35.534,23.461,132.815,20.683,100.436,35.534,81.17,81.17,23.353,35.534,81.17,17.254,113.8,19.671,64.86,17.254,28.616,35.534,64.86,19.671,23.461,35.534,20.683,23.353,28.616,28.616,81.17,35.534,28.616,28.616,0.0,23.461,17.254,28.616,35.534,20.683,17.254,17.254,125.319
INST0282_N25_N12_P021,27.709,11.477,27.709,23.461,18.229,18.229,110.207,27.709,55.435,18.229,2.788,44.646,27.709,0.0,110.207,13.942,78.292,27.709,64.236,64.236,2.788,27.709,64.236,18.229,136.742,11.477,55.435,18.229,44.646,27.709,55.435,11.477,0.0,27.709,13.942,2.788,44.646,44.646,64.236,27.709,44.646,44.646,23.461,0.0,18.229,44.646,27.709,13.942,18.229,18.229,144.673
INST0282_N25_N12_D021,18.283,7.201,18.283,17.254,0.0,0.0,126.352,18.283,71.779,0.0,20.176,27.111,18.283,18.229,126.352,26.126,95.136,18.283,64.45,64.45,20.176,18.283,64.45,0.0,127.973,7.201,71.779,0.0,27.111,18.283,71.779,7.201,18.229,18.283,26.126,20.176,27.111,27.111,64.45,18.283,27.111,27.111,17.254,18.229,0.0,27.111,18.283,26.126,0.0,0.0,127.166
INST0282_N25_N12_P022,35.653,34.294,35.653,28.616,27.111,27.111,153.371,35.653,93.371,27.111,46.06,0.0,35.653,44.646,153.371,48.052,122.247,35.653,81.232,81.232,46.06,35.653,81.232,27.111,110.202,34.294,93.371,27.111,0.0,35.653,93.371,34.294,44.646,35.653,48.052,46.06,0.0,0.0,81.232,35.653,0.0,0.0,28.616,44.646,27.111,0.0,35.653,48.052,27.111,27.111,100.108
INST0282_N25_N12_D022,0.0,18.791,0.0,35.534,18.283,18.283,122.278,0.0,82.833,18.283,30.471,35.653,0.0,27.709,122.278,40.266,93.214,0.0,47.339,47.339,30.471,0.0,47.339,18.283,143.5,18.791,82.833,18.283,35.653,0.0,82.833,18.791,27.709,0.0,40.266,30.471,35.653,35.653,47.339,0.0,35.653,35.653,35.534,27.709,18.283,35.653,0.0,40.266,18.283,18.283,131.141
INST0282_N25_N12_P023,40.266,21.8,40.266,20.683,26.126,26.126,113.909,40.266,46.019,26.126,11.436,48.052,40.266,13.942,113.909,0.0,81.189,40.266,77.99,77.99,11.436,40.266,77.99,26.126,128.231,21.8,46.019,26.126,48.052,40.266,46.019,21.8,13.942,40.266,0.0,11.436,48.052,48.052,77.99,40.266,48.052,48.052,20.683,13.942,26.126,48.052,40.266,0.0,26.126,26.126,145.998
INST0282_N25_N12_D023,18.283,7.201,18.283,17.254,0.0,0.0,126.352,18.283,71.779,0.0,20.176,27.111,18.283,18.229,126.352,26.126,95.136,18.283,64.45,64.45,20.176,18.283,64.45,0.0,127.973,7.201,71.779,0.0,27.111,18.283,71.779,7.201,18.229,18.283,26.126,20.176,27.111,27.111,64.45,18.283,27.111,27.111,17.254,18.229,0.0,27.111,18.283,26.126,0.0,0.0,127.166
INST0282_N25_N12_P024,18.283,7.201,18.283,17.254,0.0,0.0,126.352,18.283,71.779,0.0,20.176,27.111,18.283,18.229,126.352,26.126,95.136,18.283,64.45,64.45,20.176,18.283,64.45,0.0,127.973,7.201,71.779,0.0,27.111,18.283,71.779,7.201,18.229,18.283,26.126,20.176,27.111,27.111,64.45,18.283,27.111,27.111,17.254,18.229,0.0,27.111,18.283,26.126,0.0,0.0,127.166
INST0282_N25_N12_D024,131.141,134.365,131.141,125.319,127.166,127.166,252.84,131.141,187.822,127.166,145.919,100.108,131.141,144.673,252.84,145.998,222.229,131.141,165.945,165.945,145.919,131.141,165.945,127.166,102.687,134.365,187.822,127.166,100.108,131.141,187.822,134.365,144.673,131.141,145.998,145.919,100.108,100.108,165.945,131.141,100.108,100.108,125.319,144.673,127.166,100.108,131.141,145.998,127.166,127.166,0.0
