,depot,INST0257_N22_S17_P000,INST0257_N22_S17_D000,INST0257_N22_S17_P001,INST0257_N22_S17_D001,INST0257_N22_S17_P002,INST0257_N22_S17_D002,INST0257_N22_S17_P003,INST0257_N22_S17_D003,INST0257_N22_S17_P004,INST0257_N22_S17_D004,INST0257_N22_S17_P005,INST0257_N22_S17_D005,INST0257_N22_S17_P006,INST0257_N22_S17_D006,INST0257_N22_S17_P007,INST0257_N22_S17_D007,INST0257_N22_S17_P008,INST0257_N22_S17_D008,INST0257_N22_S17_P009,INST0257_N22_S17_D009,INST0257_N22_S17_P010,INST0257_N22_S17_D010,INST0257_N22_S17_P011,INST0257_N22_S17_D011,INST0257_N22_S17_P012,INST0257_N22_S17_D012,INST0257_N22_S17_P013,INST0257_N22_S17_D013,INST0257_N22_S17_P014,INST0257_N22_S17_D014,INST0257_N22_S17_P015,INST0257_N22_S17_D015,INST0257_N22_S17_P016,INST0257_N22_S17_D016,INST0257_N22_S17_P017,INST0257_N22_S17_D017,INST0257_N22_S17_P018,INST0257_N22_S17_D018,INST0257_N22_S17_P019,INST0257_N22_S17_D019,INST0257_N22_S17_P020,INST0257_N22_S17_D020,INST0257_N22_S17_P021,INST0257_N22_S17_D021
INST0257_N22_S17_D004,55.105,0.0,126.125,72.248,0.0,0.0,87.998,72.248,55.105,53.679,0.0,13.307,72.248,80.067,72.248,61.869,13.307,126.125,61.135,0.0,126.125,80.067,55.105,61.135,72.248,61.135,13.307,0.0,53.679,61.135,55.105,126.125,61.869,53.679,55.105,53.679,80.067,55.105,61.135,0.0,87.998,72.248,0.0,72.248,55.105
INST0257_N22_S17_P005,67.557,13.307,139.086,83.129,13.307,13.307,94.398,83.129,67.557,66.815,13.307,0.0,83.129,92.948,83.129,75.176,0.0,139.086,74.382,13.307,139.086,92.948,67.557,74.382,83.129,74.382,0.0,13.307,66.815,74.382,67.557,139.086,75.176,66.815,67.557,66.815,92.948,67.557,74.382,13.307,94.398,83.129,13.307,83.129,67.557
INST0257_N22_S17_D005,23.863,72.248,67.228,0.0,72.248,72.248,125.848,0.0,23.863,54.293,72.248,83.129,0.0,30.556,0.0,44.645,83.129,67.228,51.136,72.248,67.228,30.556,23.863,51.136,0.0,51.136,83.129,72.248,54.293,51.136,23.863,67.228,44.645,54.293,23.863,54.293,30.556,23.863,51.136,72.248,125.848,0.0,72.248,0.0,23.863
INST0257_N22_S17_P006,26.348,80.067,46.181,30.556,80.067,80.067,108.949,30.556,26.348,39.549,80.067,92.948,30.556,0.0,30.556,26.3,92.948,46.181,32.455,80.067,46.181,0.0,26.348,32.455,30.556,32.455,92.948,80.067,39.549,32.455,26.348,46.181,26.3,39.549,26.348,39.549,0.0,26.348,32.455,80.067,108.949,30.556,80.067,30.556,26.348
INST0257_N22_S17_D006,23.863,72.248,67.228,0.0,72.248,72.248,125.848,0.0,23.863,54.293,72.248,83.129,0.0,30.556,0.0,44.645,83.129,67.228,51.136,72.248,67.228,30.556,23.863,51.136,0.0,51.136,83.129,72.248,54.293,51.136,23.863,67.228,44.645,54.293,23.863,54.293,30.556,23.863,51.136,72.248,125.848,0.0,72.248,0.0,23.863
INST0257_N22_S17_P007,24.036,61.869,67.566,44.645,61.869,61.869,83.656,44.645,24.036,13.324,61.869,75.176,44.645,26.3,44.645,0.0,75.176,67.566,6.707,61.869,67.566,26.3,24.036,6.707,44.645,6.707,75.176,61.869,13.324,6.707,24.036,67.566,0.0,13.324,24.036,13.324,26.3,24.036,6.707,61.869,83.656,44.645,61.869,44.645,24.036
INST0257_N22_S17_D007,67.557,13.307,139.086,83.129,13.307,13.307,94.398,83.129,67.557,66.815,13.307,0.0,83.129,92.948,83.129,75.176,0.0,139.086,74.382,13.307,139.086,92.948,67.557,74.382,83.129,74.382,0.0,13.307,66.815,74.382,67.557,139.086,75.176,66.815,67.557,66.815,92.948,67.557,74.382,13.307,94.398,83.129,13.307,83.129,67.557
INST0257_N22_S17_P008,72.268,126.125,0.0,67.228,126.125,126.125,138.993,67.228,72.268,80.145,126.125,139.086,67.228,46.181,67.228,67.566,139.086,0.0,71.658,126.125,0.0,46.181,72.268,71.658,67.228,71.658,139.086,126.125,80.145,71.658,72.268,0.0,67.566,80.145,72.268,80.145,46.181,72.268,71.658,126.125,138.993,67.228,126.125,67.228,72.268
INST0257_N22_S17_D008,29.68,61.135,71.658,51.136,61.135,61.135,77.018,51.136,29.68,8.581,61.135,74.382,51.136,32.455,51.136,6.707,74.382,71.658,0.0,61.135,71.658,32.455,29.68,0.0,51.136,0.0,74.382,61.135,8.581,0.0,29.68,71.658,6.707,8.581,29.68,8.581,32.455,29.68,0.0,61.135,77.018,51.136,61.135,51.136,29.68
INST0257_N22_S17_P009,55.105,0.0,126.125,72.248,0.0,0.0,87.998,72.248,55.105,53.679,0.0,13.307,72.248,80.067,72.248,61.869,13.307,126.125,61.135,0.0,126.125,80.067,55.105,61.135,72.248,61.135,13.307,0.0,53.679,61.135,55.105,126.125,61.869,53.679,55.105,53.679,80.067,55.105,61.135,0.0,87.998,72.248,0.0,72.248,55.105
INST0257_N22_S17_D009,72.268,126.125,0.0,67.228,126.125,126.125,138.993,67.228,72.268,80.145,126.125,139.086,67.228,46.181,67.228,67.566,139.086,0.0,71.658,126.125,0.0,46.181,72.268,71.658,67.228,71.658,139.086,126.125,80.145,71.658,72.268,0.0,67.566,80.145,72.268,80.145,46.181,72.268,71.658,126.125,138.993,67.228,126.125,67.228,72.268
INST0257_N22_S17_P010,26.348,80.067,46.181,30.556,80.067,80.067,108.949,30.556,26.348,39.549,80.067,92.948,30.556,0.0,30.556,26.3,92.948,46.181,32.455,80.067,46.181,0.0,26.348,32.455,30.556,32.455,92.948,80.067,39.549,32.455,26.348,46.181,26.3,39.549,26.348,39.549,0.0,26.348,32.455,80.067,108.949,30.556,80.067,30.556,26.348
INST0257_N22_S17_D010,0.0,55.105,72.268,23.863,55.105,55.105,102.142,23.863,0.0,31.149,55.105,67.557,23.863,26.348,23.863,24.036,67.557,72.268,29.68,55.105,72.268,26.348,0.0,29.68,23.863,29.68,67.557,55.105,31.149,29.68,0.0,72.268,24.036,31.149,0.0,31.149,26.348,0.0,29.68,55.105,102.142,23.863,55.105,23.863,0.0
INST0257_N22_S17_P011,29.68,61.135,71.658,51.136,61.135,61.135,77.018,51.136,29.68,8.581,61.135,74.382,51.136,32.455,51.136,6.707,74.382,71.658,0.0,61.135,71.658,32.455,29.68,0.0,51.136,0.0,74.382,61.135,8.581,0.0,29.68,71.658,6.707,8.581,29.68,8.581,32.455,29.68,0.0,61.135,77.018,51.136,61.135,51.136,29.68
INST0257_N22_S17_D011,23.863,72.248,67.228,0.0,72.248,72.248,125.848,0.0,23.863,54.293,72.248,83.129,0.0,30.556,0.0,44.645,83.129,67.228,51.136,72.248,67.228,30.556,23.863,51.136,0.0,51.136,83.129,72.248,54.293,51.136,23.863,67.228,44.645,54.293,23.863,54.293,30.556,23.863,51.136,72.248,125.848,0.0,72.248,0.0,23.863
INST0257_N22_S17_P012,29.68,61.135,71.658,51.136,61.135,61.135,77.018,51.136,29.68,8.581,61.135,74.382,51.136,32.455,51.136,6.707,74.382,71.658,0.0,61.135,71.658,32.455,29.68,0.0,51.136,0.0,74.382,61.135,8.581,0.0,29.68,71.658,6.707,8.581,29.68,8.581,32.455,29.68,0.0,61.135,77.018,51.136,61.135,51.136,29.68
INST0257_N22_S17_D012,67.557,13.307,139.086,83.129,13.307,13.307,94.398,83.129,67.557,66.815,13.307,0.0,83.129,92.948,83.129,75.176,0.0,139.086,74.382,13.307,139.086,92.948,67.557,74.382,83.129,74.382,0.0,13.307,66.815,74.382,67.557,139.086,75.176,66.815,67.557,66.815,92.948,67.557,74.382,13.307,94.398,83.129,13.307,83.129,67.557
INST0257_N22_S17_P013,55.105,0.0,126.125,72.248,0.0,0.0,87.998,72.248,55.105,53.679,0.0,13.307,72.248,80.067,72.248,61.869,13.307,126.125,61.135,0.0,126.125,80.067,55.105,61.135,72.248,61.135,13.307,0.0,53.679,61.135,55.105,126.125,61.869,53.679,55.105,53.679,80.067,55.105,61.135,0.0,87.998,72.248,0.0,72.248,55.105
INST0257_N22_S17_D013,31.149,53.679,80.145,54.293,53.679,53.679,71.877,54.293,31.149,0.0,53.679,66.815,54.293,39.549,54.293,13.324,66.815,80.145,8.581,53.679,80.145,39.549,31.149,8.581,54.293,8.581,66.815,53.679,0.0,8.581,31.149,80.145,13.324,0.0,31.149,0.0,39.549,31.149,8.581,53.679,71.877,54.293,53.679,54.293,31.149
INST0257_N22_S17_P014,29.68,61.135,71.658,51.136,61.135,61.135,77.018,51.136,29.68,8.581,61.135,74.382,51.136,32.455,51.136,6.707,74.382,71.658,0.0,61.135,71.658,32.455,29.68,0.0,51.136,0.0,74.382,61.135,8.581,0.0,29.68,71.658,6.707,8.581,29.68,8.581,32.455,29.68,0.0,61.135,77.018,51.136,61.135,51.136,29.68
INST0257_N22_S17_D014,0.0,55.105,72.268,23.863,55.105,55.105,102.142,23.863,0.0,31.149,55.105,67.557,23.863,26.348,23.863,24.036,67.557,72.268,29.68,55.105,72.268,26.348,0.0,29.68,23.863,29.68,67.557,55.105,31.149,29.68,0.0,72.268,24.036,31.149,0.0,31.149,26.348,0.0,29.68,55.105,102.142,23.863,55.105,23.863,0.0
INST0257_N22_S17_P015,72.268,126.125,0.0,67.228,126.125,126.125,138.993,67.228,72.268,80.145,126.125,139.086,67.228,46.181,67.228,67.566,139.086,0.0,71.658,126.125,0.0,46.181,72.268,71.658,67.228,71.658,139.086,126.125,80.145,71.658,72.268,0.0,67.566,80.145,72.268,80.145,46.181,72.268,71.658,126.125,138.993,67.228,126.125,67.228,72.268
INST0257_N22_S17_D015,24.036,61.869,67.566,44.645,61.869,61.869,83.656,44.645,24.036,13.324,61.869,75.176,44.645,26.3,44.645,0.0,75.176,67.566,6.707,61.869,67.566,26.3,24.036,6.707,44.645,6.707,75.176,61.869,13.324,6.707,24.036,67.566,0.0,13.324,24.036,13.324,26.3,24.036,6.707,61.869,83.656,44.645,61.869,44.645,24.036
INST0257_N22_S17_P016,31.149,53.679,80.145,54.293,53.679,53.679,71.877,54.293,31.149,0.0,53.679,66.815,54.293,39.549,54.293,13.324,66.815,80.145,8.581,53.679,80.145,39.549,31.149,8.581,54.293,8.581,66.815,53.679,0.0,8.581,31.149,80.145,13.324,0.0,31.149,0.0,39.549,31.149,8.581,53.679,71.877,54.293,53.679,54.293,31.149
INST0257_N22_S17_D016,0.0,55.105,72.268,23.863,55.105,55.105,102.142,23.863,0.0,31.149,55.105,67.557,23.863,26.348,23.863,24.036,67.557,72.268,29.68,55.105,72.268,26.348,0.0,29.68,23.863,29.68,67.557,55.105,31.149,29.68,0.0,72.268,24.036,31.149,0.0,31.149,26.348,0.0,29.68,55.105,102.142,23.863,55.105,23.863,0.0
INST0257_N22_S17_P017,31.149,53.679,80.145,54.293,53.679,53.679,71.877,54.293,31.149,0.0,53.679,66.815,54.293,39.549,54.293,13.324,66.815,80.145,8.581,53.679,80.145,39.549,31.149,8.581,54.293,8.581,66.815,53.679,0.0,8.581,31.149,80.145,13.324,0.0,31.149,0.0,39.549,31.149,8.581,53.679,71.877,54.293,53.679,54.293,31.149
INST0257_N22_S17_D017,26.348,80.067,46.181,30.556,80.067,80.067,108.949,30.556,26.348,39.549,80.067,92.948,30.556,0.0,30.556,26.3,92.948,46.181,32.455,80.067,46.181,0.0,26.348,32.455,30.556,32.455,92.948,80.067,39.549,32.455,26.348,46.181,26.3,39.549,26.348,39.549,0.0,26.348,32.455,80.067,108.949,30.556,80.067,30.556,26.348
INST0257_N22_S17_P018,0.0,55.105,72.268,23.863,55.105,55.105,102.142,23.863,0.0,31.149,55.105,67.557,23.863,26.348,23.863,24.036,67.557,72.268,29.68,55.105,72.268,26.348,0.0,29.68,23.863,29.68,67.557,55.105,31.149,29.68,0.0,72.268,24.036,31.149,0.0,31.149,26.348,0.0,29.68,55.105,102.142,23.863,55.105,23.863,0.0
INST0257_N22_S17_D018,29.68,61.135,71.658,51.136,61.135,61.135,77.018,51.136,29.68,8.581,61.135,74.382,51.136,32.455,51.136,6.707,74.382,71.658,0.0,61.135,71.658,32.455,29.68,0.0,51.136,0.0,74.382,61.135,8.581,0.0,29.68,71.658,6.707,8.581,29.68,8.581,32.455,29.68,0.0,61.135,77.018,51.136,61.135,51.136,29.68
INST0257_N22_S17_P019,55.105,0.0,126.125,72.248,0.0,0.0,87.998,72.248,55.105,53.679,0.0,13.307,72.248,80.067,72.248,61.869,13.307,126.125,61.135,0.0,126.125,80.067,55.105,61.135,72.248,61.135,13.307,0.0,53.679,61.135,55.105,126.125,61.869,53.679,55.105,53.679,80.067,55.105,61.135,0.0,87.998,72.248,0.0,72.248,55.105
INST0257_N22_S17_D019,102.142,87.998,138.993,125.848,87.998,87.998,0.0,125.848,102.142,71.877,87.998,94.398,125.848,108.949,125.848,83.656,94.398,138.993,77.018,87.998,138.993,108.949,102.142,77.018,125.848,77.018,94.398,87.998,71.877,77.018,102.142,138.993,83.656,71.877,102.142,71.877,108.949,102.142,77.018,87.998,0.0,125.848,87.998,125.848,102.142
INST0257_N22_S17_P020,23.863,72.248,67.228,0.0,72.248,72.248,125.848,0.0,23.863,54.293,72.248,83.129,0.0,30.556,0.0,44.645,83.129,67.228,51.136,72.248,67.228,30.556,23.863,51.136,0.0,51.136,83.129,72.248,54.293,51.136,23.863,67.228,44.645,54.293,23.863,54.293,30.556,23.863,51.136,72.248,125.848,0.0,72.248,0.0,23.863
INST0257_N22_S17_D020,55.105,0.0,126.125,72.248,0.0,0.0,87.998,72.248,55.105,53.679,0.0,13.307,72.248,80.067,72.248,61.869,13.307,126.125,61.135,0.0,126.125,80.067,55.105,61.135,72.248,61.135,13.307,0.0,53.679,61.135,55.105,126.125,61.869,53.679,55.105,53.679,80.067,55.105,61.135,0.0,87.998,72.248,0.0,72.248,55.105
INST0257_N22_S17_P021,23.863,72.248,67.228,0.0,72.248,72.248,125.848,0.0,23.863,54.293,72.248,83.129,0.0,30.556,0.0,44.645,83.129,67.228,51.136,72.248,67.228,30.556,23.863,51.136,0.0,51.136,83.129,72.248,54.293,51.136,23.863,67.228,44.645,54.293,23.863,54.293,30.556,23.863,51.136,72.248,125.848,0.0,72.248,0.0,23.863
INST0257_N22_S17_D021,0.0,55.105,72.268,23.863,55.105,55.105,102.142,23.863,0.0,31.149,55.105,67.557,23.863,26.348,23.863,24.036,67.557,72.268,29.68,55.105,72.268,26.348,0.0,29.68,23.863,29.68,67.557,55.105,31.149,29.68,0.0,72.268,24.036,31.149,0.0,31.149,26.348,0.0,29.68,55.105,102.142,23.863,55.105,23.863,0.0
