,depot,INST0238_N20_W28_P000,INST0238_N20_W28_D000,INST0238_N20_W28_P001,INST0238_N20_W28_D001,INST0238_N20_W28_P002,INST0238_N20_W28_D002,INST0238_N20_W28_P003,INST0238_N20_W28_D003,INST0238_N20_W28_P004,INST0238_N20_W28_D004,INST0238_N20_W28_P005,INST0238_N20_W28_D005,INST0238_N20_W28_P006,INST0238_N20_W28_D006,INST0238_N20_W28_P007,INST0238_N20_W28_D007,INST0238_N20_W28_P008,INST0238_N20_W28_D008,INST0238_N20_W28_P009,INST0238_N20_W28_D009,INST0238_N20_W28_P010,INST0238_N20_W28_D010,INST0238_N20_W28_P011,INST0238_N20_W28_D011,INST0238_N20_W28_P012,INST0238_N20_W28_D012,INST0238_N20_W28_P013,INST0238_N20_W28_D013,INST0238_N20_W28_P014,INST0238_N20_W28_D014,INST0238_N20_W28_P015,INST0238_N20_W28_D015,INST0238_N20_W28_P016,INST0238_N20_W28_D016,INST0238_N20_W28_P017,INST0238_N20_W28_D017,INST0238_N20_W28_P018,INST0238_N20_W28_D018,INST0238_N20_W28_P019,INST0238_N20_W28_D019
INST0238_N20_W28_D004,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_P005,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_D005,57.687,0.0,51.842,20.342,51.842,57.687,41.349,0.0,51.842,57.687,22.455,22.455,0.0,20.342,22.455,22.455,32.833,0.0,71.944,71.944,32.833,22.455,20.342,20.342,51.842,57.687,41.349,0.0,58.923,22.455,71.944,20.342,32.833,57.687,43.952,20.342,51.842,57.687,0.0,71.944,43.952
INST0238_N20_W28_P006,40.846,20.342,69.129,0.0,69.129,40.846,55.217,20.342,69.129,40.846,40.063,40.063,20.342,0.0,40.063,40.063,50.28,20.342,54.132,54.132,50.28,40.063,0.0,0.0,69.129,40.846,55.217,20.342,77.525,40.063,54.132,0.0,50.28,40.846,63.444,0.0,69.129,40.846,20.342,54.132,63.444
INST0238_N20_W28_D006,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_P007,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_D007,90.122,32.833,19.054,50.28,19.054,90.122,14.077,32.833,19.054,90.122,10.426,10.426,32.833,50.28,10.426,10.426,0.0,32.833,104.062,104.062,0.0,10.426,50.28,50.28,19.054,90.122,14.077,32.833,27.544,10.426,104.062,50.28,0.0,90.122,16.791,50.28,19.054,90.122,32.833,104.062,16.791
INST0238_N20_W28_P008,57.687,0.0,51.842,20.342,51.842,57.687,41.349,0.0,51.842,57.687,22.455,22.455,0.0,20.342,22.455,22.455,32.833,0.0,71.944,71.944,32.833,22.455,20.342,20.342,51.842,57.687,41.349,0.0,58.923,22.455,71.944,20.342,32.833,57.687,43.952,20.342,51.842,57.687,0.0,71.944,43.952
INST0238_N20_W28_D008,14.722,71.944,123.055,54.132,123.055,14.722,109.245,71.944,123.055,14.722,93.687,93.687,71.944,54.132,93.687,93.687,104.062,71.944,0.0,0.0,104.062,93.687,54.132,54.132,123.055,14.722,109.245,71.944,130.825,93.687,0.0,54.132,104.062,14.722,115.807,54.132,123.055,14.722,71.944,0.0,115.807
INST0238_N20_W28_P009,14.722,71.944,123.055,54.132,123.055,14.722,109.245,71.944,123.055,14.722,93.687,93.687,71.944,54.132,93.687,93.687,104.062,71.944,0.0,0.0,104.062,93.687,54.132,54.132,123.055,14.722,109.245,71.944,130.825,93.687,0.0,54.132,104.062,14.722,115.807,54.132,123.055,14.722,71.944,0.0,115.807
INST0238_N20_W28_D009,90.122,32.833,19.054,50.28,19.054,90.122,14.077,32.833,19.054,90.122,10.426,10.426,32.833,50.28,10.426,10.426,0.0,32.833,104.062,104.062,0.0,10.426,50.28,50.28,19.054,90.122,14.077,32.833,27.544,10.426,104.062,50.28,0.0,90.122,16.791,50.28,19.054,90.122,32.833,104.062,16.791
INST0238_N20_W28_P010,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_D010,40.846,20.342,69.129,0.0,69.129,40.846,55.217,20.342,69.129,40.846,40.063,40.063,20.342,0.0,40.063,40.063,50.28,20.342,54.132,54.132,50.28,40.063,0.0,0.0,69.129,40.846,55.217,20.342,77.525,40.063,54.132,0.0,50.28,40.846,63.444,0.0,69.129,40.846,20.342,54.132,63.444
INST0238_N20_W28_P011,40.846,20.342,69.129,0.0,69.129,40.846,55.217,20.342,69.129,40.846,40.063,40.063,20.342,0.0,40.063,40.063,50.28,20.342,54.132,54.132,50.28,40.063,0.0,0.0,69.129,40.846,55.217,20.342,77.525,40.063,54.132,0.0,50.28,40.846,63.444,0.0,69.129,40.846,20.342,54.132,63.444
INST0238_N20_W28_D011,109.164,51.842,0.0,69.129,0.0,109.164,18.744,51.842,0.0,109.164,29.48,29.48,51.842,69.129,29.48,29.48,19.054,51.842,123.055,123.055,19.054,29.48,69.129,69.129,0.0,109.164,18.744,51.842,11.735,29.48,123.055,69.129,19.054,109.164,16.35,69.129,0.0,109.164,51.842,123.055,16.35
INST0238_N20_W28_P012,0.0,57.687,109.164,40.846,109.164,0.0,96.036,57.687,109.164,0.0,79.708,79.708,57.687,40.846,79.708,79.708,90.122,57.687,14.722,14.722,90.122,79.708,40.846,40.846,109.164,0.0,96.036,57.687,116.61,79.708,14.722,40.846,90.122,0.0,101.402,40.846,109.164,0.0,57.687,14.722,101.402
INST0238_N20_W28_D012,96.036,41.349,18.744,55.217,18.744,96.036,0.0,41.349,18.744,96.036,20.581,20.581,41.349,55.217,20.581,20.581,14.077,41.349,109.245,109.245,14.077,20.581,55.217,55.217,18.744,96.036,0.0,41.349,30.344,20.581,109.245,55.217,14.077,96.036,26.872,55.217,18.744,96.036,41.349,109.245,26.872
INST0238_N20_W28_P013,57.687,0.0,51.842,20.342,51.842,57.687,41.349,0.0,51.842,57.687,22.455,22.455,0.0,20.342,22.455,22.455,32.833,0.0,71.944,71.944,32.833,22.455,20.342,20.342,51.842,57.687,41.349,0.0,58.923,22.455,71.944,20.342,32.833,57.687,43.952,20.342,51.842,57.687,0.0,71.944,43.952
INST0238_N20_W28_D013,116.61,58.923,11.735,77.525,11.735,116.61,30.344,58.923,11.735,116.61,37.477,37.477,58.923,77.525,37.477,37.477,27.544,58.923,130.825,130.825,27.544,37.477,77.525,77.525,11.735,116.61,30.344,58.923,0.0,37.477,130.825,77.525,27.544,116.61,16.399,77.525,11.735,116.61,58.923,130.825,16.399
INST0238_N20_W28_P014,79.708,22.455,29.48,40.063,29.48,79.708,20.581,22.455,29.48,79.708,0.0,0.0,22.455,40.063,0.0,0.0,10.426,22.455,93.687,93.687,10.426,0.0,40.063,40.063,29.48,79.708,20.581,22.455,37.477,0.0,93.687,40.063,10.426,79.708,24.4,40.063,29.48,79.708,22.455,93.687,24.4
INST0238_N20_W28_D014,14.722,71.944,123.055,54.132,123.055,14.722,109.245,71.944,123.055,14.722,93.687,93.687,71.944,54.132,93.687,93.687,104.062,71.944,0.0,0.0,104.062,93.687,54.132,54.132,123.055,14.722,109.245,71.944,130.825,93.687,0.0,54.132,104.062,14.722,115.807,54.132,123.055,14.722,71.944,0.0,115.807
INST0238_N20_W28_P015,40.846,20.342,69.129,0.0,69.129,40.846,55.217,20.342,69.129,40.846,40.063,40.063,20.342,0.0,40.063,40.063,50.28,20.342,54.132,54.132,50.28,40.063,0.0,0.0,69.129,40.846,55.217,20.342,77.525,40.063,54.132,0.0,50.28,40.846,63.444,0.0,69.129,40.846,20.342,54.132,63.444
INST0238_N20_W28_D015,90.122,32.833,19.054,50.28,19.054,90.122,14.077,32.833,19.054,90.122,10.426,10.426,32.833,50.28,10.426,10.426,0.0,32.833,104.062,104.062,0.0,10.426,50.28,50.28,19.054,90.122,14.077,32.833,27.544,10.426,104.062,50.28,0.0,90.122,16.791,50.28,19.054,90.122,32.833,104.062,16.791
INST0238_N20_W28_P016,0.0,57.687,109.164,40.846,109.164,0.0,96.036,57.687,109.164,0.0,79.708,79.708,57.687,40.846,79.708,79.708,90.122,57.687,14.722,14.722,90.122,79.708,40.846,40.846,109.164,0.0,96.036,57.687,116.61,79.708,14.722,40.846,90.122,0.0,101.402,40.846,109.164,0.0,57.687,14.722,101.402
INST0238_N20_W28_D016,101.402,43.952,16.35,63.444,16.35,101.402,26.872,43.952,16.35,101.402,24.4,24.4,43.952,63.444,24.4,24.4,16.791,43.952,115.807,115.807,16.791,24.4,63.444,63.444,16.35,101.402,26.872,43.952,16.399,24.4,115.807,63.444,16.791,101.402,0.0,63.444,16.35,101.402,43.952,115.807,0.0
INST0238_N20_W28_P017,40.846,20.342,69.129,0.0,69.129,40.846,55.217,20.342,69.129,40.846,40.063,40.063,20.342,0.0,40.063,40.063,50.28,20.342,54.132,54.132,50.28,40.063,0.0,0.0,69.129,40.846,55.217,20.342,77.525,40.063,54.132,0.0,50.28,40.846,63.444,0.0,69.129,40.846,20.342,54.132,63.444
INST0238_N20_W28_D017,109.164,51.842,0.0,69.129,0.0,109.164,18.744,51.842,0.0,109.164,29.48,29.48,51.842,69.129,29.48,29.48,19.054,51.842,123.055,123.055,19.054,29.48,69.129,69.129,0.0,109.164,18.744,51.842,11.735,29.48,123.055,69.129,19.054,109.164,16.35,69.129,0.0,109.164,51.842,123.055,16.35
INST0238_N20_W28_P018,0.0,57.687,109.164,40.846,109.164,0.0,96.036,57.687,109.164,0.0,79.708,79.708,57.687,40.846,79.708,79.708,90.122,57.687,14.722,14.722,90.122,79.708,40.846,40.846,109.164,0.0,96.036,57.687,116.61,79.708,14.722,40.846,90.122,0.0,101.402,40.846,109.164,0.0,57.687,14.722,101.402
INST0238_N20_W28_D018,57.687,0.0,51.842,20.342,51.842,57.687,41.349,0.0,51.842,57.687,22.455,22.455,0.0,20.342,22.455,22.455,32.833,0.0,71.944,71.944,32.833,22.455,20.342,20.342,51.842,57.687,41.349,0.0,58.923,22.455,71.944,20.342,32.833,57.687,43.952,20.342,51.842,57.687,0.0,71.944,43.952
INST0238_N20_W28_P019,14.722,71.944,123.055,54.132,123.055,14.722,109.245,71.944,123.055,14.722,93.687,93.687,71.944,54.132,93.687,93.687,104.062,71.944,0.0,0.0,104.062,93.687,54.132,54.132,123.055,14.722,109.245,71.944,130.825,93.687,0.0,54.132,104.062,14.722,115.807,54.132,123.055,14.722,71.944,0.0,115.807
INST0238_N20_W28_D019,101.402,43.952,16.35,63.444,16.35,101.402,26.872,43.952,16.35,101.402,24.4,24.4,43.952,63.444,24.4,24.4,16.791,43.952,115.807,115.807,16.791,24.4,63.444,63.444,16.35,101.402,26.872,43.952,16.399,24.4,115.807,63.444,16.791,101.402,0.0,63.444,16.35,101.402,43.952,115.807,0.0
