,depot,INST0221_N20_S11_P000,INST0221_N20_S11_D000,INST0221_N20_S11_P001,INST0221_N20_S11_D001,INST0221_N20_S11_P002,INST0221_N20_S11_D002,INST0221_N20_S11_P003,INST0221_N20_S11_D003,INST0221_N20_S11_P004,INST0221_N20_S11_D004,INST0221_N20_S11_P005,INST0221_N20_S11_D005,INST0221_N20_S11_P006,INST0221_N20_S11_D006,INST0221_N20_S11_P007,INST0221_N20_S11_D007,INST0221_N20_S11_P008,INST0221_N20_S11_D008,INST0221_N20_S11_P009,INST0221_N20_S11_D009,INST0221_N20_S11_P010,INST0221_N20_S11_D010,INST0221_N20_S11_P011,INST0221_N20_S11_D011,INST0221_N20_S11_P012,INST0221_N20_S11_D012,INST0221_N20_S11_P013,INST0221_N20_S11_D013,INST0221_N20_S11_P014,INST0221_N20_S11_D014,INST0221_N20_S11_P015,INST0221_N20_S11_D015,INST0221_N20_S11_P016,INST0221_N20_S11_D016,INST0221_N20_S11_P017,INST0221_N20_S11_D017,INST0221_N20_S11_P018,INST0221_N20_S11_D018,INST0221_N20_S11_P019,INST0221_N20_S11_D019
INST0221_N20_S11_D013,80.067,0.0,53.679,61.869,53.679,61.869,13.307,126.125,13.307,53.679,98.41,80.067,55.105,53.679,98.41,72.248,61.135,55.105,57.803,61.869,13.307,61.135,87.998,61.869,0.0,80.067,53.679,61.869,0.0,126.125,87.998,126.125,80.067,13.307,98.41,53.679,61.869,72.248,87.998,61.135,80.067
INST0221_N20_S11_P014,46.181,126.125,80.145,67.566,80.145,67.566,139.086,0.0,139.086,80.145,224.124,46.181,72.268,80.145,224.124,67.228,71.658,72.268,183.928,67.566,139.086,71.658,138.993,67.566,126.125,46.181,80.145,67.566,126.125,0.0,138.993,0.0,46.181,139.086,224.124,80.145,67.566,67.228,138.993,71.658,46.181
INST0221_N20_S11_D014,108.949,87.998,71.877,83.656,71.877,83.656,94.398,138.993,94.398,71.877,151.155,108.949,102.142,71.877,151.155,125.848,77.018,102.142,114.428,83.656,94.398,77.018,0.0,83.656,87.998,108.949,71.877,83.656,87.998,138.993,0.0,138.993,108.949,94.398,151.155,71.877,83.656,125.848,0.0,77.018,108.949
INST0221_N20_S11_P015,46.181,126.125,80.145,67.566,80.145,67.566,139.086,0.0,139.086,80.145,224.124,46.181,72.268,80.145,224.124,67.228,71.658,72.268,183.928,67.566,139.086,71.658,138.993,67.566,126.125,46.181,80.145,67.566,126.125,0.0,138.993,0.0,46.181,139.086,224.124,80.145,67.566,67.228,138.993,71.658,46.181
INST0221_N20_S11_D015,0.0,80.067,39.549,26.3,39.549,26.3,92.948,46.181,92.948,39.549,177.944,0.0,26.348,39.549,177.944,30.556,32.455,26.348,137.848,26.3,92.948,32.455,108.949,26.3,80.067,0.0,39.549,26.3,80.067,46.181,108.949,46.181,0.0,92.948,177.944,39.549,26.3,30.556,108.949,32.455,0.0
INST0221_N20_S11_P016,92.948,13.307,66.815,75.176,66.815,75.176,0.0,139.086,0.0,66.815,85.211,92.948,67.557,66.815,85.211,83.129,74.382,67.557,44.98,75.176,0.0,74.382,94.398,75.176,13.307,92.948,66.815,75.176,13.307,139.086,94.398,139.086,92.948,0.0,85.211,66.815,75.176,83.129,94.398,74.382,92.948
INST0221_N20_S11_D016,177.944,98.41,150.553,160.028,150.553,160.028,85.211,224.124,85.211,150.553,0.0,177.944,152.108,150.553,0.0,164.482,158.604,152.108,41.594,160.028,85.211,158.604,151.155,160.028,98.41,177.944,150.553,160.028,98.41,224.124,151.155,224.124,177.944,85.211,0.0,150.553,160.028,164.482,151.155,158.604,177.944
INST0221_N20_S11_P017,39.549,53.679,0.0,13.324,0.0,13.324,66.815,80.145,66.815,0.0,150.553,39.549,31.149,0.0,150.553,54.293,8.581,31.149,109.068,13.324,66.815,8.581,71.877,13.324,53.679,39.549,0.0,13.324,53.679,80.145,71.877,80.145,39.549,66.815,150.553,0.0,13.324,54.293,71.877,8.581,39.549
INST0221_N20_S11_D017,26.3,61.869,13.324,0.0,13.324,0.0,75.176,67.566,75.176,13.324,160.028,26.3,24.036,13.324,160.028,44.645,6.707,24.036,118.85,0.0,75.176,6.707,83.656,0.0,61.869,26.3,13.324,0.0,61.869,67.566,83.656,67.566,26.3,75.176,160.028,13.324,0.0,44.645,83.656,6.707,26.3
INST0221_N20_S11_P018,30.556,72.248,54.293,44.645,54.293,44.645,83.129,67.228,83.129,54.293,164.482,30.556,23.863,54.293,164.482,0.0,51.136,23.863,127.137,44.645,83.129,51.136,125.848,44.645,72.248,30.556,54.293,44.645,72.248,67.228,125.848,67.228,30.556,83.129,164.482,54.293,44.645,0.0,125.848,51.136,30.556
INST0221_N20_S11_D018,108.949,87.998,71.877,83.656,71.877,83.656,94.398,138.993,94.398,71.877,151.155,108.949,102.142,71.877,151.155,125.848,77.018,102.142,114.428,83.656,94.398,77.018,0.0,83.656,87.998,108.949,71.877,83.656,87.998,138.993,0.0,138.993,108.949,94.398,151.155,71.877,83.656,125.848,0.0,77.018,108.949
INST0221_N20_S11_P019,32.455,61.135,8.581,6.707,8.581,6.707,74.382,71.658,74.382,8.581,158.604,32.455,29.68,8.581,158.604,51.136,0.0,29.68,117.194,6.707,74.382,0.0,77.018,6.707,61.135,32.455,8.581,6.707,61.135,71.658,77.018,71.658,32.455,74.382,158.604,8.581,6.707,51.136,77.018,0.0,32.455
INST0221_N20_S11_D019,0.0,80.067,39.549,26.3,39.549,26.3,92.948,46.181,92.948,39.549,177.944,0.0,26.348,39.549,177.944,30.556,32.455,26.348,137.848,26.3,92.948,32.455,108.949,26.3,80.067,0.0,39.549,26.3,80.067,46.181,108.949,46.181,0.0,92.948,177.944,39.549,26.3,30.556,108.949,32.455,0.0
