,depot,INST0256_N22_W16_P000,INST0256_N22_W16_D000,INST0256_N22_W16_P001,INST0256_N22_W16_D001,INST0256_N22_W16_P002,INST0256_N22_W16_D002,INST0256_N22_W16_P003,INST0256_N22_W16_D003,INST0256_N22_W16_P004,INST0256_N22_W16_D004,INST0256_N22_W16_P005,INST0256_N22_W16_D005,INST0256_N22_W16_P006,INST0256_N22_W16_D006,INST0256_N22_W16_P007,INST0256_N22_W16_D007,INST0256_N22_W16_P008,INST0256_N22_W16_D008,INST0256_N22_W16_P009,INST0256_N22_W16_D009,INST0256_N22_W16_P010,INST0256_N22_W16_D010,INST0256_N22_W16_P011,INST0256_N22_W16_D011,INST0256_N22_W16_P012,INST0256_N22_W16_D012,INST0256_N22_W16_P013,INST0256_N22_W16_D013,INST0256_N22_W16_P014,INST0256_N22_W16_D014,INST0256_N22_W16_P015,INST0256_N22_W16_D015,INST0256_N22_W16_P016,INST0256_N22_W16_D016,INST0256_N22_W16_P017,INST0256_N22_W16_D017,INST0256_N22_W16_P018,INST0256_N22_W16_D018,INST0256_N22_W16_P019,INST0256_N22_W16_D019,INST0256_N22_W16_P020,INST0256_N22_W16_D020,INST0256_N22_W16_P021,INST0256_N22_W16_D021
INST0256_N22_W16_D004,133.769,147.866,160.194,114.719,88.095,147.866,160.194,133.769,141.804,88.095,0.0,133.769,66.284,127.423,128.123,150.679,18.026,133.769,160.194,128.123,133.769,133.769,150.679,128.123,147.866,114.719,18.026,141.804,128.123,114.719,88.095,114.719,18.026,150.679,133.769,150.679,0.0,128.123,147.866,128.123,160.194,114.719,150.679,133.769,147.866
INST0256_N22_W16_P005,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_D005,67.612,86.82,94.929,49.056,24.909,86.82,94.929,67.612,77.687,24.909,66.284,67.612,0.0,61.567,70.587,84.648,50.015,67.612,94.929,70.587,67.612,67.612,84.648,70.587,86.82,49.056,50.015,77.687,70.587,49.056,24.909,49.056,50.015,84.648,67.612,84.648,66.284,70.587,86.82,70.587,94.929,49.056,84.648,67.612,86.82
INST0256_N22_W16_P006,17.238,36.679,33.728,12.767,40.204,36.679,33.728,17.238,20.56,40.204,127.423,17.238,61.567,0.0,57.051,23.331,110.354,17.238,33.728,57.051,17.238,17.238,23.331,57.051,36.679,12.767,110.354,20.56,57.051,12.767,40.204,12.767,110.354,23.331,17.238,23.331,127.423,57.051,36.679,57.051,33.728,12.767,23.331,17.238,36.679
INST0256_N22_W16_D006,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_P007,22.951,35.228,14.369,36.098,63.48,35.228,14.369,22.951,20.02,63.48,150.679,22.951,84.648,23.331,64.294,0.0,133.671,22.951,14.369,64.294,22.951,22.951,0.0,64.294,35.228,36.098,133.671,20.02,64.294,36.098,63.48,36.098,133.671,0.0,22.951,0.0,150.679,64.294,35.228,64.294,14.369,36.098,0.0,22.951,35.228
INST0256_N22_W16_D007,117.595,129.907,142.787,97.602,70.637,129.907,142.787,117.595,124.166,70.637,18.026,117.595,50.015,110.354,115.643,133.671,0.0,117.595,142.787,115.643,117.595,117.595,133.671,115.643,129.907,97.602,0.0,124.166,115.643,97.602,70.637,97.602,0.0,133.671,117.595,133.671,18.026,115.643,129.907,115.643,142.787,97.602,133.671,117.595,129.907
INST0256_N22_W16_P008,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_D008,37.156,28.407,0.0,45.89,72.151,28.407,0.0,37.156,20.081,72.151,160.194,37.156,94.929,33.728,78.578,14.369,142.787,37.156,0.0,78.578,37.156,37.156,14.369,78.578,28.407,45.89,142.787,20.081,78.578,45.89,72.151,45.89,142.787,14.369,37.156,14.369,160.194,78.578,28.407,78.578,0.0,45.89,14.369,37.156,28.407
INST0256_N22_W16_P009,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_D009,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_P010,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_D010,22.951,35.228,14.369,36.098,63.48,35.228,14.369,22.951,20.02,63.48,150.679,22.951,84.648,23.331,64.294,0.0,133.671,22.951,14.369,64.294,22.951,22.951,0.0,64.294,35.228,36.098,133.671,20.02,64.294,36.098,63.48,36.098,133.671,0.0,22.951,0.0,150.679,64.294,35.228,64.294,14.369,36.098,0.0,22.951,35.228
INST0256_N22_W16_P011,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_D011,50.317,0.0,28.407,43.098,61.972,0.0,28.407,50.317,17.435,61.972,147.866,50.317,86.82,36.679,92.961,35.228,129.907,50.317,28.407,92.961,50.317,50.317,35.228,92.961,0.0,43.098,129.907,17.435,92.961,43.098,61.972,43.098,129.907,35.228,50.317,35.228,147.866,92.961,0.0,92.961,28.407,43.098,35.228,50.317,0.0
INST0256_N22_W16_P012,25.201,43.098,45.89,0.0,27.496,43.098,45.89,25.201,29.878,27.496,114.719,25.201,49.056,12.767,56.961,36.098,97.602,25.201,45.89,56.961,25.201,25.201,36.098,56.961,43.098,0.0,97.602,29.878,56.961,0.0,27.496,0.0,97.602,36.098,25.201,36.098,114.719,56.961,43.098,56.961,45.89,0.0,36.098,25.201,43.098
INST0256_N22_W16_D012,117.595,129.907,142.787,97.602,70.637,129.907,142.787,117.595,124.166,70.637,18.026,117.595,50.015,110.354,115.643,133.671,0.0,117.595,142.787,115.643,117.595,117.595,133.671,115.643,129.907,97.602,0.0,124.166,115.643,97.602,70.637,97.602,0.0,133.671,117.595,133.671,18.026,115.643,129.907,115.643,142.787,97.602,133.671,117.595,129.907
INST0256_N22_W16_P013,32.905,17.435,20.081,29.878,53.818,17.435,20.081,32.905,0.0,53.818,141.804,32.905,77.687,20.56,75.699,20.02,124.166,32.905,20.081,75.699,32.905,32.905,20.02,75.699,17.435,29.878,124.166,0.0,75.699,29.878,53.818,29.878,124.166,20.02,32.905,20.02,141.804,75.699,17.435,75.699,20.081,29.878,20.02,32.905,17.435
INST0256_N22_W16_D013,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_P014,25.201,43.098,45.89,0.0,27.496,43.098,45.89,25.201,29.878,27.496,114.719,25.201,49.056,12.767,56.961,36.098,97.602,25.201,45.89,56.961,25.201,25.201,36.098,56.961,43.098,0.0,97.602,29.878,56.961,0.0,27.496,0.0,97.602,36.098,25.201,36.098,114.719,56.961,43.098,56.961,45.89,0.0,36.098,25.201,43.098
INST0256_N22_W16_D014,50.631,61.972,72.151,27.496,0.0,61.972,72.151,50.631,53.818,0.0,88.095,50.631,24.909,40.204,68.471,63.48,70.637,50.631,72.151,68.471,50.631,50.631,63.48,68.471,61.972,27.496,70.637,53.818,68.471,27.496,0.0,27.496,70.637,63.48,50.631,63.48,88.095,68.471,61.972,68.471,72.151,27.496,63.48,50.631,61.972
INST0256_N22_W16_P015,25.201,43.098,45.89,0.0,27.496,43.098,45.89,25.201,29.878,27.496,114.719,25.201,49.056,12.767,56.961,36.098,97.602,25.201,45.89,56.961,25.201,25.201,36.098,56.961,43.098,0.0,97.602,29.878,56.961,0.0,27.496,0.0,97.602,36.098,25.201,36.098,114.719,56.961,43.098,56.961,45.89,0.0,36.098,25.201,43.098
INST0256_N22_W16_D015,117.595,129.907,142.787,97.602,70.637,129.907,142.787,117.595,124.166,70.637,18.026,117.595,50.015,110.354,115.643,133.671,0.0,117.595,142.787,115.643,117.595,117.595,133.671,115.643,129.907,97.602,0.0,124.166,115.643,97.602,70.637,97.602,0.0,133.671,117.595,133.671,18.026,115.643,129.907,115.643,142.787,97.602,133.671,117.595,129.907
INST0256_N22_W16_P016,22.951,35.228,14.369,36.098,63.48,35.228,14.369,22.951,20.02,63.48,150.679,22.951,84.648,23.331,64.294,0.0,133.671,22.951,14.369,64.294,22.951,22.951,0.0,64.294,35.228,36.098,133.671,20.02,64.294,36.098,63.48,36.098,133.671,0.0,22.951,0.0,150.679,64.294,35.228,64.294,14.369,36.098,0.0,22.951,35.228
INST0256_N22_W16_D016,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_P017,22.951,35.228,14.369,36.098,63.48,35.228,14.369,22.951,20.02,63.48,150.679,22.951,84.648,23.331,64.294,0.0,133.671,22.951,14.369,64.294,22.951,22.951,0.0,64.294,35.228,36.098,133.671,20.02,64.294,36.098,63.48,36.098,133.671,0.0,22.951,0.0,150.679,64.294,35.228,64.294,14.369,36.098,0.0,22.951,35.228
INST0256_N22_W16_D017,133.769,147.866,160.194,114.719,88.095,147.866,160.194,133.769,141.804,88.095,0.0,133.769,66.284,127.423,128.123,150.679,18.026,133.769,160.194,128.123,133.769,133.769,150.679,128.123,147.866,114.719,18.026,141.804,128.123,114.719,88.095,114.719,18.026,150.679,133.769,150.679,0.0,128.123,147.866,128.123,160.194,114.719,150.679,133.769,147.866
INST0256_N22_W16_P018,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_D018,50.317,0.0,28.407,43.098,61.972,0.0,28.407,50.317,17.435,61.972,147.866,50.317,86.82,36.679,92.961,35.228,129.907,50.317,28.407,92.961,50.317,50.317,35.228,92.961,0.0,43.098,129.907,17.435,92.961,43.098,61.972,43.098,129.907,35.228,50.317,35.228,147.866,92.961,0.0,92.961,28.407,43.098,35.228,50.317,0.0
INST0256_N22_W16_P019,43.046,92.961,78.578,56.961,68.471,92.961,78.578,43.046,75.699,68.471,128.123,43.046,70.587,57.051,0.0,64.294,115.643,43.046,78.578,0.0,43.046,43.046,64.294,0.0,92.961,56.961,115.643,75.699,0.0,56.961,68.471,56.961,115.643,64.294,43.046,64.294,128.123,0.0,92.961,0.0,78.578,56.961,64.294,43.046,92.961
INST0256_N22_W16_D019,37.156,28.407,0.0,45.89,72.151,28.407,0.0,37.156,20.081,72.151,160.194,37.156,94.929,33.728,78.578,14.369,142.787,37.156,0.0,78.578,37.156,37.156,14.369,78.578,28.407,45.89,142.787,20.081,78.578,45.89,72.151,45.89,142.787,14.369,37.156,14.369,160.194,78.578,28.407,78.578,0.0,45.89,14.369,37.156,28.407
INST0256_N22_W16_P020,25.201,43.098,45.89,0.0,27.496,43.098,45.89,25.201,29.878,27.496,114.719,25.201,49.056,12.767,56.961,36.098,97.602,25.201,45.89,56.961,25.201,25.201,36.098,56.961,43.098,0.0,97.602,29.878,56.961,0.0,27.496,0.0,97.602,36.098,25.201,36.098,114.719,56.961,43.098,56.961,45.89,0.0,36.098,25.201,43.098
INST0256_N22_W16_D020,22.951,35.228,14.369,36.098,63.48,35.228,14.369,22.951,20.02,63.48,150.679,22.951,84.648,23.331,64.294,0.0,133.671,22.951,14.369,64.294,22.951,22.951,0.0,64.294,35.228,36.098,133.671,20.02,64.294,36.098,63.48,36.098,133.671,0.0,22.951,0.0,150.679,64.294,35.228,64.294,14.369,36.098,0.0,22.951,35.228
INST0256_N22_W16_P021,0.0,50.317,37.156,25.201,50.631,50.317,37.156,0.0,32.905,50.631,133.769,0.0,67.612,17.238,43.046,22.951,117.595,0.0,37.156,43.046,0.0,0.0,22.951,43.046,50.317,25.201,117.595,32.905,43.046,25.201,50.631,25.201,117.595,22.951,0.0,22.951,133.769,43.046,50.317,43.046,37.156,25.201,22.951,0.0,50.317
INST0256_N22_W16_D021,50.317,0.0,28.407,43.098,61.972,0.0,28.407,50.317,17.435,61.972,147.866,50.317,86.82,36.679,92.961,35.228,129.907,50.317,28.407,92.961,50.317,50.317,35.228,92.961,0.0,43.098,129.907,17.435,92.961,43.098,61.972,43.098,129.907,35.228,50.317,35.228,147.866,92.961,0.0,92.961,28.407,43.098,35.228,50.317,0.0
