,depot,INST0162_N15_N12_P000,INST0162_N15_N12_D000,INST0162_N15_N12_P001,INST0162_N15_N12_D001,INST0162_N15_N12_P002,INST0162_N15_N12_D002,INST0162_N15_N12_P003,INST0162_N15_N12_D003,INST0162_N15_N12_P004,INST0162_N15_N12_D004,INST0162_N15_N12_P005,INST0162_N15_N12_D005,INST0162_N15_N12_P006,INST0162_N15_N12_D006,INST0162_N15_N12_P007,INST0162_N15_N12_D007,INST0162_N15_N12_P008,INST0162_N15_N12_D008,INST0162_N15_N12_P009,INST0162_N15_N12_D009,INST0162_N15_N12_P010,INST0162_N15_N12_D010,INST0162_N15_N12_P011,INST0162_N15_N12_D011,INST0162_N15_N12_P012,INST0162_N15_N12_D012,INST0162_N15_N12_P013,INST0162_N15_N12_D013,INST0162_N15_N12_P014,INST0162_N15_N12_D014
INST0162_N15_N12_D004,93.214,122.247,206.878,87.958,32.884,81.189,32.884,87.958,85.106,87.958,0.0,95.136,0.0,95.136,93.214,85.106,78.292,87.958,100.436,77.555,85.106,81.189,0.0,93.214,95.136,100.436,222.229,87.958,100.436,122.247,100.436
INST0162_N15_N12_P005,18.283,27.111,127.973,7.201,126.352,26.126,126.352,7.201,64.45,7.201,95.136,0.0,95.136,0.0,18.283,64.45,18.229,7.201,17.254,20.176,64.45,26.126,95.136,18.283,0.0,17.254,127.166,7.201,17.254,27.111,17.254
INST0162_N15_N12_D005,93.214,122.247,206.878,87.958,32.884,81.189,32.884,87.958,85.106,87.958,0.0,95.136,0.0,95.136,93.214,85.106,78.292,87.958,100.436,77.555,85.106,81.189,0.0,93.214,95.136,100.436,222.229,87.958,100.436,122.247,100.436
INST0162_N15_N12_P006,18.283,27.111,127.973,7.201,126.352,26.126,126.352,7.201,64.45,7.201,95.136,0.0,95.136,0.0,18.283,64.45,18.229,7.201,17.254,20.176,64.45,26.126,95.136,18.283,0.0,17.254,127.166,7.201,17.254,27.111,17.254
INST0162_N15_N12_D006,0.0,35.653,143.5,18.791,122.278,40.266,122.278,18.791,47.339,18.791,93.214,18.283,93.214,18.283,0.0,47.339,27.709,18.791,35.534,30.471,47.339,40.266,93.214,0.0,18.283,35.534,131.141,18.791,35.534,35.653,35.534
INST0162_N15_N12_P007,47.339,81.232,190.666,61.784,104.379,77.99,104.379,61.784,0.0,61.784,85.106,64.45,85.106,64.45,47.339,0.0,64.236,61.784,81.17,66.572,0.0,77.99,85.106,47.339,64.45,81.17,165.945,61.784,81.17,81.232,81.17
INST0162_N15_N12_D007,27.709,44.646,136.742,11.477,110.207,13.942,110.207,11.477,64.236,11.477,78.292,18.229,78.292,18.229,27.709,64.236,0.0,11.477,23.461,2.788,64.236,13.942,78.292,27.709,18.229,23.461,144.673,11.477,23.461,44.646,23.461
INST0162_N15_N12_P008,18.791,34.294,132.823,0.0,119.262,21.8,119.262,0.0,61.784,0.0,87.958,7.201,87.958,7.201,18.791,61.784,11.477,0.0,19.671,13.759,61.784,21.8,87.958,18.791,7.201,19.671,134.365,0.0,19.671,34.294,19.671
INST0162_N15_N12_D008,35.534,28.616,113.8,19.671,132.815,20.683,132.815,19.671,81.17,19.671,100.436,17.254,100.436,17.254,35.534,81.17,23.461,19.671,0.0,23.353,81.17,20.683,100.436,35.534,17.254,0.0,125.319,19.671,0.0,28.616,0.0
INST0162_N15_N12_P009,30.471,46.06,135.971,13.759,109.689,11.436,109.689,13.759,66.572,13.759,77.555,20.176,77.555,20.176,30.471,66.572,2.788,13.759,23.353,0.0,66.572,11.436,77.555,30.471,20.176,23.353,145.919,13.759,23.353,46.06,23.353
INST0162_N15_N12_D009,47.339,81.232,190.666,61.784,104.379,77.99,104.379,61.784,0.0,61.784,85.106,64.45,85.106,64.45,47.339,0.0,64.236,61.784,81.17,66.572,0.0,77.99,85.106,47.339,64.45,81.17,165.945,61.784,81.17,81.232,81.17
INST0162_N15_N12_P010,40.266,48.052,128.231,21.8,113.909,0.0,113.909,21.8,77.99,21.8,81.189,26.126,81.189,26.126,40.266,77.99,13.942,21.8,20.683,11.436,77.99,0.0,81.189,40.266,26.126,20.683,145.998,21.8,20.683,48.052,20.683
INST0162_N15_N12_D010,93.214,122.247,206.878,87.958,32.884,81.189,32.884,87.958,85.106,87.958,0.0,95.136,0.0,95.136,93.214,85.106,78.292,87.958,100.436,77.555,85.106,81.189,0.0,93.214,95.136,100.436,222.229,87.958,100.436,122.247,100.436
INST0162_N15_N12_P011,0.0,35.653,143.5,18.791,122.278,40.266,122.278,18.791,47.339,18.791,93.214,18.283,93.214,18.283,0.0,47.339,27.709,18.791,35.534,30.471,47.339,40.266,93.214,0.0,18.283,35.534,131.141,18.791,35.534,35.653,35.534
INST0162_N15_N12_D011,18.283,27.111,127.973,7.201,126.352,26.126,126.352,7.201,64.45,7.201,95.136,0.0,95.136,0.0,18.283,64.45,18.229,7.201,17.254,20.176,64.45,26.126,95.136,18.283,0.0,17.254,127.166,7.201,17.254,27.111,17.254
INST0162_N15_N12_P012,35.534,28.616,113.8,19.671,132.815,20.683,132.815,19.671,81.17,19.671,100.436,17.254,100.436,17.254,35.534,81.17,23.461,19.671,0.0,23.353,81.17,20.683,100.436,35.534,17.254,0.0,125.319,19.671,0.0,28.616,0.0
INST0162_N15_N12_D012,131.141,100.108,102.687,134.365,252.84,145.998,252.84,134.365,165.945,134.365,222.229,127.166,222.229,127.166,131.141,165.945,144.673,134.365,125.319,145.919,165.945,145.998,222.229,131.141,127.166,125.319,0.0,134.365,125.319,100.108,125.319
INST0162_N15_N12_P013,18.791,34.294,132.823,0.0,119.262,21.8,119.262,0.0,61.784,0.0,87.958,7.201,87.958,7.201,18.791,61.784,11.477,0.0,19.671,13.759,61.784,21.8,87.958,18.791,7.201,19.671,134.365,0.0,19.671,34.294,19.671
INST0162_N15_N12_D013,35.534,28.616,113.8,19.671,132.815,20.683,132.815,19.671,81.17,19.671,100.436,17.254,100.436,17.254,35.534,81.17,23.461,19.671,0.0,23.353,81.17,20.683,100.436,35.534,17.254,0.0,125.319,19.671,0.0,28.616,0.0
INST0162_N15_N12_P014,35.653,0.0,110.202,34.294,153.371,48.052,153.371,34.294,81.232,34.294,122.247,27.111,122.247,27.111,35.653,81.232,44.646,34.294,28.616,46.06,81.232,48.052,122.247,35.653,27.111,28.616,100.108,34.294,28.616,0.0,28.616
INST0162_N15_N12_D014,35.534,28.616,113.8,19.671,132.815,20.683,132.815,19.671,81.17,19.671,100.436,17.254,100.436,17.254,35.534,81.17,23.461,19.671,0.0,23.353,81.17,20.683,100.436,35.534,17.254,0.0,125.319,19.671,0.0,28.616,0.0
