,depot,INST0228_N20_N18_P000,INST0228_N20_N18_D000,INST0228_N20_N18_P001,INST0228_N20_N18_D001,INST0228_N20_N18_P002,INST0228_N20_N18_D002,INST0228_N20_N18_P003,INST0228_N20_N18_D003,INST0228_N20_N18_P004,INST0228_N20_N18_D004,INST0228_N20_N18_P005,INST0228_N20_N18_D005,INST0228_N20_N18_P006,INST0228_N20_N18_D006,INST0228_N20_N18_P007,INST0228_N20_N18_D007,INST0228_N20_N18_P008,INST0228_N20_N18_D008,INST0228_N20_N18_P009,INST0228_N20_N18_D009,INST0228_N20_N18_P010,INST0228_N20_N18_D010,INST0228_N20_N18_P011,INST0228_N20_N18_D011,INST0228_N20_N18_P012,INST0228_N20_N18_D012,INST0228_N20_N18_P013,INST0228_N20_N18_D013,INST0228_N20_N18_P014,INST0228_N20_N18_D014,INST0228_N20_N18_P015,INST0228_N20_N18_D015,INST0228_N20_N18_P016,INST0228_N20_N18_D016,INST0228_N20_N18_P017,INST0228_N20_N18_D017,INST0228_N20_N18_P018,INST0228_N20_N18_D018,INST0228_N20_N18_P019,INST0228_N20_N18_D019
INST0228_N20_N18_P007,56.4,43.657,35.041,0.0,58.839,58.839,35.041,0.0,58.839,43.657,99.467,54.669,35.041,149.69,56.4,0.0,33.197,43.657,33.197,43.657,114.332,99.467,33.197,114.332,0.0,56.4,58.839,41.993,114.332,56.4,114.332,99.467,187.802,99.467,187.802,41.993,35.041,41.993,187.802,56.4,58.839
INST0228_N20_N18_D007,24.705,22.387,21.127,33.197,31.992,31.992,21.127,33.197,31.992,22.387,78.919,22.322,21.127,116.493,24.705,33.197,0.0,22.387,0.0,22.387,87.893,78.919,0.0,87.893,33.197,24.705,31.992,8.817,87.893,24.705,87.893,78.919,154.717,78.919,154.717,8.817,21.127,8.817,154.717,24.705,31.992
INST0228_N20_N18_P008,37.312,0.0,43.511,43.657,49.306,49.306,43.511,43.657,49.306,0.0,57.966,33.929,43.511,114.14,37.312,43.657,22.387,0.0,22.387,0.0,101.428,57.966,22.387,101.428,43.657,37.312,49.306,23.01,101.428,37.312,101.428,57.966,149.729,57.966,149.729,23.01,43.511,23.01,149.729,37.312,49.306
INST0228_N20_N18_D008,24.705,22.387,21.127,33.197,31.992,31.992,21.127,33.197,31.992,22.387,78.919,22.322,21.127,116.493,24.705,33.197,0.0,22.387,0.0,22.387,87.893,78.919,0.0,87.893,33.197,24.705,31.992,8.817,87.893,24.705,87.893,78.919,154.717,78.919,154.717,8.817,21.127,8.817,154.717,24.705,31.992
INST0228_N20_N18_P009,37.312,0.0,43.511,43.657,49.306,49.306,43.511,43.657,49.306,0.0,57.966,33.929,43.511,114.14,37.312,43.657,22.387,0.0,22.387,0.0,101.428,57.966,22.387,101.428,43.657,37.312,49.306,23.01,101.428,37.312,101.428,57.966,149.729,57.966,149.729,23.01,43.511,23.01,149.729,37.312,49.306
INST0228_N20_N18_D009,64.653,101.428,79.42,114.332,56.35,56.35,79.42,114.332,56.35,101.428,131.605,67.88,79.42,79.694,64.653,114.332,87.893,101.428,87.893,101.428,0.0,131.605,87.893,0.0,114.332,64.653,56.35,81.208,0.0,64.653,0.0,131.605,116.851,131.605,116.851,81.208,79.42,81.208,116.851,64.653,56.35
INST0228_N20_N18_P010,81.517,57.966,99.392,99.467,95.498,95.498,99.392,99.467,95.498,57.966,0.0,78.656,99.392,104.211,81.517,99.467,78.919,57.966,78.919,57.966,131.605,0.0,78.919,131.605,99.467,81.517,95.498,75.654,131.605,81.517,131.605,0.0,127.812,0.0,127.812,75.654,99.392,75.654,127.812,81.517,95.498
INST0228_N20_N18_D010,24.705,22.387,21.127,33.197,31.992,31.992,21.127,33.197,31.992,22.387,78.919,22.322,21.127,116.493,24.705,33.197,0.0,22.387,0.0,22.387,87.893,78.919,0.0,87.893,33.197,24.705,31.992,8.817,87.893,24.705,87.893,78.919,154.717,78.919,154.717,8.817,21.127,8.817,154.717,24.705,31.992
INST0228_N20_N18_P011,64.653,101.428,79.42,114.332,56.35,56.35,79.42,114.332,56.35,101.428,131.605,67.88,79.42,79.694,64.653,114.332,87.893,101.428,87.893,101.428,0.0,131.605,87.893,0.0,114.332,64.653,56.35,81.208,0.0,64.653,0.0,131.605,116.851,131.605,116.851,81.208,79.42,81.208,116.851,64.653,56.35
INST0228_N20_N18_D011,56.4,43.657,35.041,0.0,58.839,58.839,35.041,0.0,58.839,43.657,99.467,54.669,35.041,149.69,56.4,0.0,33.197,43.657,33.197,43.657,114.332,99.467,33.197,114.332,0.0,56.4,58.839,41.993,114.332,56.4,114.332,99.467,187.802,99.467,187.802,41.993,35.041,41.993,187.802,56.4,58.839
INST0228_N20_N18_P012,0.0,37.312,28.595,56.4,14.003,14.003,28.595,56.4,14.003,37.312,81.517,3.413,28.595,94.965,0.0,56.4,24.705,37.312,24.705,37.312,64.653,81.517,24.705,64.653,56.4,0.0,14.003,16.848,64.653,0.0,64.653,81.517,134.313,81.517,134.313,16.848,28.595,16.848,134.313,0.0,14.003
INST0228_N20_N18_D012,14.003,49.306,25.326,58.839,0.0,0.0,25.326,58.839,0.0,49.306,95.498,17.072,25.326,99.415,14.003,58.839,31.992,49.306,31.992,49.306,56.35,95.498,31.992,56.35,58.839,14.003,0.0,26.694,56.35,14.003,56.35,95.498,139.481,95.498,139.481,26.694,25.326,26.694,139.481,14.003,0.0
INST0228_N20_N18_P013,16.848,23.01,24.088,41.993,26.694,26.694,24.088,41.993,26.694,23.01,75.654,14.053,24.088,107.703,16.848,41.993,8.817,23.01,8.817,23.01,81.208,75.654,8.817,81.208,41.993,16.848,26.694,0.0,81.208,16.848,81.208,75.654,146.035,75.654,146.035,0.0,24.088,0.0,146.035,16.848,26.694
INST0228_N20_N18_D013,64.653,101.428,79.42,114.332,56.35,56.35,79.42,114.332,56.35,101.428,131.605,67.88,79.42,79.694,64.653,114.332,87.893,101.428,87.893,101.428,0.0,131.605,87.893,0.0,114.332,64.653,56.35,81.208,0.0,64.653,0.0,131.605,116.851,131.605,116.851,81.208,79.42,81.208,116.851,64.653,56.35
INST0228_N20_N18_P014,0.0,37.312,28.595,56.4,14.003,14.003,28.595,56.4,14.003,37.312,81.517,3.413,28.595,94.965,0.0,56.4,24.705,37.312,24.705,37.312,64.653,81.517,24.705,64.653,56.4,0.0,14.003,16.848,64.653,0.0,64.653,81.517,134.313,81.517,134.313,16.848,28.595,16.848,134.313,0.0,14.003
INST0228_N20_N18_D014,64.653,101.428,79.42,114.332,56.35,56.35,79.42,114.332,56.35,101.428,131.605,67.88,79.42,79.694,64.653,114.332,87.893,101.428,87.893,101.428,0.0,131.605,87.893,0.0,114.332,64.653,56.35,81.208,0.0,64.653,0.0,131.605,116.851,131.605,116.851,81.208,79.42,81.208,116.851,64.653,56.35
INST0228_N20_N18_P015,81.517,57.966,99.392,99.467,95.498,95.498,99.392,99.467,95.498,57.966,0.0,78.656,99.392,104.211,81.517,99.467,78.919,57.966,78.919,57.966,131.605,0.0,78.919,131.605,99.467,81.517,95.498,75.654,131.605,81.517,131.605,0.0,127.812,0.0,127.812,75.654,99.392,75.654,127.812,81.517,95.498
INST0228_N20_N18_D015,134.313,149.729,162.63,187.802,139.481,139.481,162.63,187.802,139.481,149.729,127.812,134.948,162.63,40.266,134.313,187.802,154.717,149.729,154.717,149.729,116.851,127.812,154.717,116.851,187.802,134.313,139.481,146.035,116.851,134.313,116.851,127.812,0.0,127.812,0.0,146.035,162.63,146.035,0.0,134.313,139.481
INST0228_N20_N18_P016,81.517,57.966,99.392,99.467,95.498,95.498,99.392,99.467,95.498,57.966,0.0,78.656,99.392,104.211,81.517,99.467,78.919,57.966,78.919,57.966,131.605,0.0,78.919,131.605,99.467,81.517,95.498,75.654,131.605,81.517,131.605,0.0,127.812,0.0,127.812,75.654,99.392,75.654,127.812,81.517,95.498
INST0228_N20_N18_D016,134.313,149.729,162.63,187.802,139.481,139.481,162.63,187.802,139.481,149.729,127.812,134.948,162.63,40.266,134.313,187.802,154.717,149.729,154.717,149.729,116.851,127.812,154.717,116.851,187.802,134.313,139.481,146.035,116.851,134.313,116.851,127.812,0.0,127.812,0.0,146.035,162.63,146.035,0.0,134.313,139.481
INST0228_N20_N18_P017,16.848,23.01,24.088,41.993,26.694,26.694,24.088,41.993,26.694,23.01,75.654,14.053,24.088,107.703,16.848,41.993,8.817,23.01,8.817,23.01,81.208,75.654,8.817,81.208,41.993,16.848,26.694,0.0,81.208,16.848,81.208,75.654,146.035,75.654,146.035,0.0,24.088,0.0,146.035,16.848,26.694
INST0228_N20_N18_D017,28.595,43.511,0.0,35.041,25.326,25.326,0.0,35.041,25.326,43.511,99.392,28.727,0.0,122.983,28.595,35.041,21.127,43.511,21.127,43.511,79.42,99.392,21.127,79.42,35.041,28.595,25.326,24.088,79.42,28.595,79.42,99.392,162.63,99.392,162.63,24.088,0.0,24.088,162.63,28.595,25.326
INST0228_N20_N18_P018,16.848,23.01,24.088,41.993,26.694,26.694,24.088,41.993,26.694,23.01,75.654,14.053,24.088,107.703,16.848,41.993,8.817,23.01,8.817,23.01,81.208,75.654,8.817,81.208,41.993,16.848,26.694,0.0,81.208,16.848,81.208,75.654,146.035,75.654,146.035,0.0,24.088,0.0,146.035,16.848,26.694
INST0228_N20_N18_D018,134.313,149.729,162.63,187.802,139.481,139.481,162.63,187.802,139.481,149.729,127.812,134.948,162.63,40.266,134.313,187.802,154.717,149.729,154.717,149.729,116.851,127.812,154.717,116.851,187.802,134.313,139.481,146.035,116.851,134.313,116.851,127.812,0.0,127.812,0.0,146.035,162.63,146.035,0.0,134.313,139.481
INST0228_N20_N18_P019,0.0,37.312,28.595,56.4,14.003,14.003,28.595,56.4,14.003,37.312,81.517,3.413,28.595,94.965,0.0,56.4,24.705,37.312,24.705,37.312,64.653,81.517,24.705,64.653,56.4,0.0,14.003,16.848,64.653,0.0,64.653,81.517,134.313,81.517,134.313,16.848,28.595,16.848,134.313,0.0,14.003
INST0228_N20_N18_D019,14.003,49.306,25.326,58.839,0.0,0.0,25.326,58.839,0.0,49.306,95.498,17.072,25.326,99.415,14.003,58.839,31.992,49.306,31.992,49.306,56.35,95.498,31.992,56.35,58.839,14.003,0.0,26.694,56.35,14.003,56.35,95.498,139.481,95.498,139.481,26.694,25.326,26.694,139.481,14.003,0.0
