,depot,INST0289_N25_W19_P000,INST0289_N25_W19_D000,INST0289_N25_W19_P001,INST0289_N25_W19_D001,INST0289_N25_W19_P002,INST0289_N25_W19_D002,INST0289_N25_W19_P003,INST0289_N25_W19_D003,INST0289_N25_W19_P004,INST0289_N25_W19_D004,INST0289_N25_W19_P005,INST0289_N25_W19_D005,INST0289_N25_W19_P006,INST0289_N25_W19_D006,INST0289_N25_W19_P007,INST0289_N25_W19_D007,INST0289_N25_W19_P008,INST0289_N25_W19_D008,INST0289_N25_W19_P009,INST0289_N25_W19_D009,INST0289_N25_W19_P010,INST0289_N25_W19_D010,INST0289_N25_W19_P011,INST0289_N25_W19_D011,INST0289_N25_W19_P012,INST0289_N25_W19_D012,INST0289_N25_W19_P013,INST0289_N25_W19_D013,INST0289_N25_W19_P014,INST0289_N25_W19_D014,INST0289_N25_W19_P015,INST0289_N25_W19_D015,INST0289_N25_W19_P016,INST0289_N25_W19_D016,INST0289_N25_W19_P017,INST0289_N25_W19_D017,INST0289_N25_W19_P018,INST0289_N25_W19_D018,INST0289_N25_W19_P019,INST0289_N25_W19_D019,INST0289_N25_W19_P020,INST0289_N25_W19_D020,INST0289_N25_W19_P021,INST0289_N25_W19_D021,INST0289_N25_W19_P022,INST0289_N25_W19_D022,INST0289_N25_W19_P023,INST0289_N25_W19_D023,INST0289_N25_W19_P024,INST0289_N25_W19_D024
INST0289_N25_W19_D004,0.0,0.0,114.719,66.284,0.0,18.026,0.0,88.095,160.194,18.026,0.0,0.0,147.866,88.095,128.123,18.026,141.804,0.0,18.026,88.095,160.194,66.284,127.423,88.095,141.804,66.284,127.423,66.284,0.0,0.0,114.719,88.095,18.026,66.284,160.194,18.026,127.423,18.026,147.866,18.026,147.866,88.095,147.866,18.026,66.284,66.284,114.719,18.026,66.284,66.284,128.123
INST0289_N25_W19_P005,0.0,0.0,114.719,66.284,0.0,18.026,0.0,88.095,160.194,18.026,0.0,0.0,147.866,88.095,128.123,18.026,141.804,0.0,18.026,88.095,160.194,66.284,127.423,88.095,141.804,66.284,127.423,66.284,0.0,0.0,114.719,88.095,18.026,66.284,160.194,18.026,127.423,18.026,147.866,18.026,147.866,88.095,147.866,18.026,66.284,66.284,114.719,18.026,66.284,66.284,128.123
INST0289_N25_W19_D005,147.866,147.866,43.098,86.82,147.866,129.907,147.866,61.972,28.407,129.907,147.866,147.866,0.0,61.972,92.961,129.907,17.435,147.866,129.907,61.972,28.407,86.82,36.679,61.972,17.435,86.82,36.679,86.82,147.866,147.866,43.098,61.972,129.907,86.82,28.407,129.907,36.679,129.907,0.0,129.907,0.0,61.972,0.0,129.907,86.82,86.82,43.098,129.907,86.82,86.82,92.961
INST0289_N25_W19_P006,88.095,88.095,27.496,24.909,88.095,70.637,88.095,0.0,72.151,70.637,88.095,88.095,61.972,0.0,68.471,70.637,53.818,88.095,70.637,0.0,72.151,24.909,40.204,0.0,53.818,24.909,40.204,24.909,88.095,88.095,27.496,0.0,70.637,24.909,72.151,70.637,40.204,70.637,61.972,70.637,61.972,0.0,61.972,70.637,24.909,24.909,27.496,70.637,24.909,24.909,68.471
INST0289_N25_W19_D006,128.123,128.123,56.961,70.587,128.123,115.643,128.123,68.471,78.578,115.643,128.123,128.123,92.961,68.471,0.0,115.643,75.699,128.123,115.643,68.471,78.578,70.587,57.051,68.471,75.699,70.587,57.051,70.587,128.123,128.123,56.961,68.471,115.643,70.587,78.578,115.643,57.051,115.643,92.961,115.643,92.961,68.471,92.961,115.643,70.587,70.587,56.961,115.643,70.587,70.587,0.0
INST0289_N25_W19_P007,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D007,141.804,141.804,29.878,77.687,141.804,124.166,141.804,53.818,20.081,124.166,141.804,141.804,17.435,53.818,75.699,124.166,0.0,141.804,124.166,53.818,20.081,77.687,20.56,53.818,0.0,77.687,20.56,77.687,141.804,141.804,29.878,53.818,124.166,77.687,20.081,124.166,20.56,124.166,17.435,124.166,17.435,53.818,17.435,124.166,77.687,77.687,29.878,124.166,77.687,77.687,75.699
INST0289_N25_W19_P008,0.0,0.0,114.719,66.284,0.0,18.026,0.0,88.095,160.194,18.026,0.0,0.0,147.866,88.095,128.123,18.026,141.804,0.0,18.026,88.095,160.194,66.284,127.423,88.095,141.804,66.284,127.423,66.284,0.0,0.0,114.719,88.095,18.026,66.284,160.194,18.026,127.423,18.026,147.866,18.026,147.866,88.095,147.866,18.026,66.284,66.284,114.719,18.026,66.284,66.284,128.123
INST0289_N25_W19_D008,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_P009,88.095,88.095,27.496,24.909,88.095,70.637,88.095,0.0,72.151,70.637,88.095,88.095,61.972,0.0,68.471,70.637,53.818,88.095,70.637,0.0,72.151,24.909,40.204,0.0,53.818,24.909,40.204,24.909,88.095,88.095,27.496,0.0,70.637,24.909,72.151,70.637,40.204,70.637,61.972,70.637,61.972,0.0,61.972,70.637,24.909,24.909,27.496,70.637,24.909,24.909,68.471
INST0289_N25_W19_D009,160.194,160.194,45.89,94.929,160.194,142.787,160.194,72.151,0.0,142.787,160.194,160.194,28.407,72.151,78.578,142.787,20.081,160.194,142.787,72.151,0.0,94.929,33.728,72.151,20.081,94.929,33.728,94.929,160.194,160.194,45.89,72.151,142.787,94.929,0.0,142.787,33.728,142.787,28.407,142.787,28.407,72.151,28.407,142.787,94.929,94.929,45.89,142.787,94.929,94.929,78.578
INST0289_N25_W19_P010,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D010,127.423,127.423,12.767,61.567,127.423,110.354,127.423,40.204,33.728,110.354,127.423,127.423,36.679,40.204,57.051,110.354,20.56,127.423,110.354,40.204,33.728,61.567,0.0,40.204,20.56,61.567,0.0,61.567,127.423,127.423,12.767,40.204,110.354,61.567,33.728,110.354,0.0,110.354,36.679,110.354,36.679,40.204,36.679,110.354,61.567,61.567,12.767,110.354,61.567,61.567,57.051
INST0289_N25_W19_P011,88.095,88.095,27.496,24.909,88.095,70.637,88.095,0.0,72.151,70.637,88.095,88.095,61.972,0.0,68.471,70.637,53.818,88.095,70.637,0.0,72.151,24.909,40.204,0.0,53.818,24.909,40.204,24.909,88.095,88.095,27.496,0.0,70.637,24.909,72.151,70.637,40.204,70.637,61.972,70.637,61.972,0.0,61.972,70.637,24.909,24.909,27.496,70.637,24.909,24.909,68.471
INST0289_N25_W19_D011,141.804,141.804,29.878,77.687,141.804,124.166,141.804,53.818,20.081,124.166,141.804,141.804,17.435,53.818,75.699,124.166,0.0,141.804,124.166,53.818,20.081,77.687,20.56,53.818,0.0,77.687,20.56,77.687,141.804,141.804,29.878,53.818,124.166,77.687,20.081,124.166,20.56,124.166,17.435,124.166,17.435,53.818,17.435,124.166,77.687,77.687,29.878,124.166,77.687,77.687,75.699
INST0289_N25_W19_P012,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D012,127.423,127.423,12.767,61.567,127.423,110.354,127.423,40.204,33.728,110.354,127.423,127.423,36.679,40.204,57.051,110.354,20.56,127.423,110.354,40.204,33.728,61.567,0.0,40.204,20.56,61.567,0.0,61.567,127.423,127.423,12.767,40.204,110.354,61.567,33.728,110.354,0.0,110.354,36.679,110.354,36.679,40.204,36.679,110.354,61.567,61.567,12.767,110.354,61.567,61.567,57.051
INST0289_N25_W19_P013,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D013,0.0,0.0,114.719,66.284,0.0,18.026,0.0,88.095,160.194,18.026,0.0,0.0,147.866,88.095,128.123,18.026,141.804,0.0,18.026,88.095,160.194,66.284,127.423,88.095,141.804,66.284,127.423,66.284,0.0,0.0,114.719,88.095,18.026,66.284,160.194,18.026,127.423,18.026,147.866,18.026,147.866,88.095,147.866,18.026,66.284,66.284,114.719,18.026,66.284,66.284,128.123
INST0289_N25_W19_P014,0.0,0.0,114.719,66.284,0.0,18.026,0.0,88.095,160.194,18.026,0.0,0.0,147.866,88.095,128.123,18.026,141.804,0.0,18.026,88.095,160.194,66.284,127.423,88.095,141.804,66.284,127.423,66.284,0.0,0.0,114.719,88.095,18.026,66.284,160.194,18.026,127.423,18.026,147.866,18.026,147.866,88.095,147.866,18.026,66.284,66.284,114.719,18.026,66.284,66.284,128.123
INST0289_N25_W19_D014,114.719,114.719,0.0,49.056,114.719,97.602,114.719,27.496,45.89,97.602,114.719,114.719,43.098,27.496,56.961,97.602,29.878,114.719,97.602,27.496,45.89,49.056,12.767,27.496,29.878,49.056,12.767,49.056,114.719,114.719,0.0,27.496,97.602,49.056,45.89,97.602,12.767,97.602,43.098,97.602,43.098,27.496,43.098,97.602,49.056,49.056,0.0,97.602,49.056,49.056,56.961
INST0289_N25_W19_P015,88.095,88.095,27.496,24.909,88.095,70.637,88.095,0.0,72.151,70.637,88.095,88.095,61.972,0.0,68.471,70.637,53.818,88.095,70.637,0.0,72.151,24.909,40.204,0.0,53.818,24.909,40.204,24.909,88.095,88.095,27.496,0.0,70.637,24.909,72.151,70.637,40.204,70.637,61.972,70.637,61.972,0.0,61.972,70.637,24.909,24.909,27.496,70.637,24.909,24.909,68.471
INST0289_N25_W19_D015,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_P016,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D016,160.194,160.194,45.89,94.929,160.194,142.787,160.194,72.151,0.0,142.787,160.194,160.194,28.407,72.151,78.578,142.787,20.081,160.194,142.787,72.151,0.0,94.929,33.728,72.151,20.081,94.929,33.728,94.929,160.194,160.194,45.89,72.151,142.787,94.929,0.0,142.787,33.728,142.787,28.407,142.787,28.407,72.151,28.407,142.787,94.929,94.929,45.89,142.787,94.929,94.929,78.578
INST0289_N25_W19_P017,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D017,127.423,127.423,12.767,61.567,127.423,110.354,127.423,40.204,33.728,110.354,127.423,127.423,36.679,40.204,57.051,110.354,20.56,127.423,110.354,40.204,33.728,61.567,0.0,40.204,20.56,61.567,0.0,61.567,127.423,127.423,12.767,40.204,110.354,61.567,33.728,110.354,0.0,110.354,36.679,110.354,36.679,40.204,36.679,110.354,61.567,61.567,12.767,110.354,61.567,61.567,57.051
INST0289_N25_W19_P018,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D018,147.866,147.866,43.098,86.82,147.866,129.907,147.866,61.972,28.407,129.907,147.866,147.866,0.0,61.972,92.961,129.907,17.435,147.866,129.907,61.972,28.407,86.82,36.679,61.972,17.435,86.82,36.679,86.82,147.866,147.866,43.098,61.972,129.907,86.82,28.407,129.907,36.679,129.907,0.0,129.907,0.0,61.972,0.0,129.907,86.82,86.82,43.098,129.907,86.82,86.82,92.961
INST0289_N25_W19_P019,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D019,147.866,147.866,43.098,86.82,147.866,129.907,147.866,61.972,28.407,129.907,147.866,147.866,0.0,61.972,92.961,129.907,17.435,147.866,129.907,61.972,28.407,86.82,36.679,61.972,17.435,86.82,36.679,86.82,147.866,147.866,43.098,61.972,129.907,86.82,28.407,129.907,36.679,129.907,0.0,129.907,0.0,61.972,0.0,129.907,86.82,86.82,43.098,129.907,86.82,86.82,92.961
INST0289_N25_W19_P020,88.095,88.095,27.496,24.909,88.095,70.637,88.095,0.0,72.151,70.637,88.095,88.095,61.972,0.0,68.471,70.637,53.818,88.095,70.637,0.0,72.151,24.909,40.204,0.0,53.818,24.909,40.204,24.909,88.095,88.095,27.496,0.0,70.637,24.909,72.151,70.637,40.204,70.637,61.972,70.637,61.972,0.0,61.972,70.637,24.909,24.909,27.496,70.637,24.909,24.909,68.471
INST0289_N25_W19_D020,147.866,147.866,43.098,86.82,147.866,129.907,147.866,61.972,28.407,129.907,147.866,147.866,0.0,61.972,92.961,129.907,17.435,147.866,129.907,61.972,28.407,86.82,36.679,61.972,17.435,86.82,36.679,86.82,147.866,147.866,43.098,61.972,129.907,86.82,28.407,129.907,36.679,129.907,0.0,129.907,0.0,61.972,0.0,129.907,86.82,86.82,43.098,129.907,86.82,86.82,92.961
INST0289_N25_W19_P021,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D021,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_P022,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D022,114.719,114.719,0.0,49.056,114.719,97.602,114.719,27.496,45.89,97.602,114.719,114.719,43.098,27.496,56.961,97.602,29.878,114.719,97.602,27.496,45.89,49.056,12.767,27.496,29.878,49.056,12.767,49.056,114.719,114.719,0.0,27.496,97.602,49.056,45.89,97.602,12.767,97.602,43.098,97.602,43.098,27.496,43.098,97.602,49.056,49.056,0.0,97.602,49.056,49.056,56.961
INST0289_N25_W19_P023,18.026,18.026,97.602,50.015,18.026,0.0,18.026,70.637,142.787,0.0,18.026,18.026,129.907,70.637,115.643,0.0,124.166,18.026,0.0,70.637,142.787,50.015,110.354,70.637,124.166,50.015,110.354,50.015,18.026,18.026,97.602,70.637,0.0,50.015,142.787,0.0,110.354,0.0,129.907,0.0,129.907,70.637,129.907,0.0,50.015,50.015,97.602,0.0,50.015,50.015,115.643
INST0289_N25_W19_D023,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_P024,66.284,66.284,49.056,0.0,66.284,50.015,66.284,24.909,94.929,50.015,66.284,66.284,86.82,24.909,70.587,50.015,77.687,66.284,50.015,24.909,94.929,0.0,61.567,24.909,77.687,0.0,61.567,0.0,66.284,66.284,49.056,24.909,50.015,0.0,94.929,50.015,61.567,50.015,86.82,50.015,86.82,24.909,86.82,50.015,0.0,0.0,49.056,50.015,0.0,0.0,70.587
INST0289_N25_W19_D024,128.123,128.123,56.961,70.587,128.123,115.643,128.123,68.471,78.578,115.643,128.123,128.123,92.961,68.471,0.0,115.643,75.699,128.123,115.643,68.471,78.578,70.587,57.051,68.471,75.699,70.587,57.051,70.587,128.123,128.123,56.961,68.471,115.643,70.587,78.578,115.643,57.051,115.643,92.961,115.643,92.961,68.471,92.961,115.643,70.587,70.587,56.961,115.643,70.587,70.587,0.0
