,depot,INST0173_N15_S23_P000,INST0173_N15_S23_D000,INST0173_N15_S23_P001,INST0173_N15_S23_D001,INST0173_N15_S23_P002,INST0173_N15_S23_D002,INST0173_N15_S23_P003,INST0173_N15_S23_D003,INST0173_N15_S23_P004,INST0173_N15_S23_D004,INST0173_N15_S23_P005,INST0173_N15_S23_D005,INST0173_N15_S23_P006,INST0173_N15_S23_D006,INST0173_N15_S23_P007,INST0173_N15_S23_D007,INST0173_N15_S23_P008,INST0173_N15_S23_D008,INST0173_N15_S23_P009,INST0173_N15_S23_D009,INST0173_N15_S23_P010,INST0173_N15_S23_D010,INST0173_N15_S23_P011,INST0173_N15_S23_D011,INST0173_N15_S23_P012,INST0173_N15_S23_D012,INST0173_N15_S23_P013,INST0173_N15_S23_D013,INST0173_N15_S23_P014,INST0173_N15_S23_D014
INST0173_N15_S23_D004,0.0,26.505,49.927,62.898,129.526,7.008,24.239,58.521,49.927,62.898,0.0,58.521,60.745,26.505,24.239,26.505,24.239,49.927,95.708,5.477,26.505,62.898,49.927,0.0,49.927,60.745,58.521,7.008,60.745,26.505,58.521
INST0173_N15_S23_P005,58.521,37.715,103.002,113.511,183.035,65.452,59.019,0.0,103.002,113.511,58.521,0.0,113.587,37.715,59.019,37.715,59.019,103.002,150.208,55.179,37.715,113.511,103.002,58.521,103.002,113.587,0.0,65.452,113.587,37.715,0.0
INST0173_N15_S23_D005,60.745,75.908,10.867,77.092,69.589,54.565,55.171,113.587,10.867,77.092,60.745,113.587,0.0,75.908,55.171,75.908,55.171,10.867,36.733,61.394,75.908,77.092,10.867,60.745,10.867,0.0,113.587,54.565,0.0,75.908,113.587
INST0173_N15_S23_P006,26.505,0.0,65.388,88.975,145.321,32.298,21.517,37.715,65.388,88.975,26.505,37.715,75.908,0.0,21.517,0.0,21.517,65.388,112.576,21.478,0.0,88.975,65.388,26.505,65.388,75.908,37.715,32.298,75.908,0.0,37.715
INST0173_N15_S23_D006,24.239,21.517,45.002,83.416,124.222,25.439,0.0,59.019,45.002,83.416,24.239,59.019,55.171,21.517,0.0,21.517,0.0,45.002,91.902,19.629,21.517,83.416,45.002,24.239,45.002,55.171,59.019,25.439,55.171,21.517,59.019
INST0173_N15_S23_P007,26.505,0.0,65.388,88.975,145.321,32.298,21.517,37.715,65.388,88.975,26.505,37.715,75.908,0.0,21.517,0.0,21.517,65.388,112.576,21.478,0.0,88.975,65.388,26.505,65.388,75.908,37.715,32.298,75.908,0.0,37.715
INST0173_N15_S23_D007,24.239,21.517,45.002,83.416,124.222,25.439,0.0,59.019,45.002,83.416,24.239,59.019,55.171,21.517,0.0,21.517,0.0,45.002,91.902,19.629,21.517,83.416,45.002,24.239,45.002,55.171,59.019,25.439,55.171,21.517,59.019
INST0173_N15_S23_P008,49.927,65.388,0.0,71.865,80.368,43.838,45.002,103.002,0.0,71.865,49.927,103.002,10.867,65.388,45.002,65.388,45.002,0.0,47.206,50.526,65.388,71.865,0.0,49.927,0.0,10.867,103.002,43.838,10.867,65.388,103.002
INST0173_N15_S23_D008,95.708,112.576,47.206,93.449,33.969,89.072,91.902,150.208,47.206,93.449,95.708,150.208,36.733,112.576,91.902,112.576,91.902,47.206,0.0,97.061,112.576,93.449,47.206,95.708,47.206,36.733,150.208,89.072,36.733,112.576,150.208
INST0173_N15_S23_P009,5.477,21.478,50.526,68.319,130.689,10.881,19.629,55.179,50.526,68.319,5.477,55.179,61.394,21.478,19.629,21.478,19.629,50.526,97.061,0.0,21.478,68.319,50.526,5.477,50.526,61.394,55.179,10.881,61.394,21.478,55.179
INST0173_N15_S23_D009,26.505,0.0,65.388,88.975,145.321,32.298,21.517,37.715,65.388,88.975,26.505,37.715,75.908,0.0,21.517,0.0,21.517,65.388,112.576,21.478,0.0,88.975,65.388,26.505,65.388,75.908,37.715,32.298,75.908,0.0,37.715
INST0173_N15_S23_P010,62.898,88.975,71.865,0.0,123.443,58.699,83.416,113.511,71.865,0.0,62.898,113.511,77.092,88.975,83.416,88.975,83.416,71.865,93.449,68.319,88.975,0.0,71.865,62.898,71.865,77.092,113.511,58.699,77.092,88.975,113.511
INST0173_N15_S23_D010,49.927,65.388,0.0,71.865,80.368,43.838,45.002,103.002,0.0,71.865,49.927,103.002,10.867,65.388,45.002,65.388,45.002,0.0,47.206,50.526,65.388,71.865,0.0,49.927,0.0,10.867,103.002,43.838,10.867,65.388,103.002
INST0173_N15_S23_P011,0.0,26.505,49.927,62.898,129.526,7.008,24.239,58.521,49.927,62.898,0.0,58.521,60.745,26.505,24.239,26.505,24.239,49.927,95.708,5.477,26.505,62.898,49.927,0.0,49.927,60.745,58.521,7.008,60.745,26.505,58.521
INST0173_N15_S23_D011,49.927,65.388,0.0,71.865,80.368,43.838,45.002,103.002,0.0,71.865,49.927,103.002,10.867,65.388,45.002,65.388,45.002,0.0,47.206,50.526,65.388,71.865,0.0,49.927,0.0,10.867,103.002,43.838,10.867,65.388,103.002
INST0173_N15_S23_P012,60.745,75.908,10.867,77.092,69.589,54.565,55.171,113.587,10.867,77.092,60.745,113.587,0.0,75.908,55.171,75.908,55.171,10.867,36.733,61.394,75.908,77.092,10.867,60.745,10.867,0.0,113.587,54.565,0.0,75.908,113.587
INST0173_N15_S23_D012,58.521,37.715,103.002,113.511,183.035,65.452,59.019,0.0,103.002,113.511,58.521,0.0,113.587,37.715,59.019,37.715,59.019,103.002,150.208,55.179,37.715,113.511,103.002,58.521,103.002,113.587,0.0,65.452,113.587,37.715,0.0
INST0173_N15_S23_P013,7.008,32.298,43.838,58.699,122.952,0.0,25.439,65.452,43.838,58.699,7.008,65.452,54.565,32.298,25.439,32.298,25.439,43.838,89.072,10.881,32.298,58.699,43.838,7.008,43.838,54.565,65.452,0.0,54.565,32.298,65.452
INST0173_N15_S23_D013,60.745,75.908,10.867,77.092,69.589,54.565,55.171,113.587,10.867,77.092,60.745,113.587,0.0,75.908,55.171,75.908,55.171,10.867,36.733,61.394,75.908,77.092,10.867,60.745,10.867,0.0,113.587,54.565,0.0,75.908,113.587
INST0173_N15_S23_P014,26.505,0.0,65.388,88.975,145.321,32.298,21.517,37.715,65.388,88.975,26.505,37.715,75.908,0.0,21.517,0.0,21.517,65.388,112.576,21.478,0.0,88.975,65.388,26.505,65.388,75.908,37.715,32.298,75.908,0.0,37.715
INST0173_N15_S23_D014,58.521,37.715,103.002,113.511,183.035,65.452,59.019,0.0,103.002,113.511,58.521,0.0,113.587,37.715,59.019,37.715,59.019,103.002,150.208,55.179,37.715,113.511,103.002,58.521,103.002,113.587,0.0,65.452,113.587,37.715,0.0
