,depot,INST0218_N20_S08_P000,INST0218_N20_S08_D000,INST0218_N20_S08_P001,INST0218_N20_S08_D001,INST0218_N20_S08_P002,INST0218_N20_S08_D002,INST0218_N20_S08_P003,INST0218_N20_S08_D003,INST0218_N20_S08_P004,INST0218_N20_S08_D004,INST0218_N20_S08_P005,INST0218_N20_S08_D005,INST0218_N20_S08_P006,INST0218_N20_S08_D006,INST0218_N20_S08_P007,INST0218_N20_S08_D007,INST0218_N20_S08_P008,INST0218_N20_S08_D008,INST0218_N20_S08_P009,INST0218_N20_S08_D009,INST0218_N20_S08_P010,INST0218_N20_S08_D010,INST0218_N20_S08_P011,INST0218_N20_S08_D011,INST0218_N20_S08_P012,INST0218_N20_S08_D012,INST0218_N20_S08_P013,INST0218_N20_S08_D013,INST0218_N20_S08_P014,INST0218_N20_S08_D014,INST0218_N20_S08_P015,INST0218_N20_S08_D015,INST0218_N20_S08_P016,INST0218_N20_S08_D016,INST0218_N20_S08_P017,INST0218_N20_S08_D017,INST0218_N20_S08_P018,INST0218_N20_S08_D018,INST0218_N20_S08_P019,INST0218_N20_S08_D019
INST0218_N20_S08_D004,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_P005,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_D005,49.927,65.388,103.002,0.0,71.865,45.002,47.206,43.838,50.526,43.838,71.865,71.865,0.0,10.867,71.865,50.526,103.002,71.865,45.002,45.002,50.526,71.865,103.002,50.526,45.002,59.003,65.388,0.0,49.927,103.002,43.838,45.002,50.526,45.002,71.865,0.0,49.927,103.002,43.838,10.867,59.003
INST0218_N20_S08_P006,60.745,75.908,113.587,10.867,77.092,55.171,36.733,54.565,61.394,54.565,77.092,77.092,10.867,0.0,77.092,61.394,113.587,77.092,55.171,55.171,61.394,77.092,113.587,61.394,55.171,67.889,75.908,10.867,60.745,113.587,54.565,55.171,61.394,55.171,77.092,10.867,60.745,113.587,54.565,0.0,67.889
INST0218_N20_S08_D006,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_P007,5.477,21.478,55.179,50.526,68.319,19.629,97.061,10.881,0.0,10.881,68.319,68.319,50.526,61.394,68.319,0.0,55.179,68.319,19.629,19.629,0.0,68.319,55.179,0.0,19.629,36.46,21.478,50.526,5.477,55.179,10.881,19.629,0.0,19.629,68.319,50.526,5.477,55.179,10.881,61.394,36.46
INST0218_N20_S08_D007,58.521,37.715,0.0,103.002,113.511,59.019,150.208,65.452,55.179,65.452,113.511,113.511,103.002,113.587,113.511,55.179,0.0,113.511,59.019,59.019,55.179,113.511,0.0,55.179,59.019,54.903,37.715,103.002,58.521,0.0,65.452,59.019,55.179,59.019,113.511,103.002,58.521,0.0,65.452,113.587,54.903
INST0218_N20_S08_P008,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_D008,24.239,21.517,59.019,45.002,83.416,0.0,91.902,25.439,19.629,25.439,83.416,83.416,45.002,55.171,83.416,19.629,59.019,83.416,0.0,0.0,19.629,83.416,59.019,19.629,0.0,19.488,21.517,45.002,24.239,59.019,25.439,0.0,19.629,0.0,83.416,45.002,24.239,59.019,25.439,55.171,19.488
INST0218_N20_S08_P009,24.239,21.517,59.019,45.002,83.416,0.0,91.902,25.439,19.629,25.439,83.416,83.416,45.002,55.171,83.416,19.629,59.019,83.416,0.0,0.0,19.629,83.416,59.019,19.629,0.0,19.488,21.517,45.002,24.239,59.019,25.439,0.0,19.629,0.0,83.416,45.002,24.239,59.019,25.439,55.171,19.488
INST0218_N20_S08_D009,5.477,21.478,55.179,50.526,68.319,19.629,97.061,10.881,0.0,10.881,68.319,68.319,50.526,61.394,68.319,0.0,55.179,68.319,19.629,19.629,0.0,68.319,55.179,0.0,19.629,36.46,21.478,50.526,5.477,55.179,10.881,19.629,0.0,19.629,68.319,50.526,5.477,55.179,10.881,61.394,36.46
INST0218_N20_S08_P010,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_D010,58.521,37.715,0.0,103.002,113.511,59.019,150.208,65.452,55.179,65.452,113.511,113.511,103.002,113.587,113.511,55.179,0.0,113.511,59.019,59.019,55.179,113.511,0.0,55.179,59.019,54.903,37.715,103.002,58.521,0.0,65.452,59.019,55.179,59.019,113.511,103.002,58.521,0.0,65.452,113.587,54.903
INST0218_N20_S08_P011,5.477,21.478,55.179,50.526,68.319,19.629,97.061,10.881,0.0,10.881,68.319,68.319,50.526,61.394,68.319,0.0,55.179,68.319,19.629,19.629,0.0,68.319,55.179,0.0,19.629,36.46,21.478,50.526,5.477,55.179,10.881,19.629,0.0,19.629,68.319,50.526,5.477,55.179,10.881,61.394,36.46
INST0218_N20_S08_D011,24.239,21.517,59.019,45.002,83.416,0.0,91.902,25.439,19.629,25.439,83.416,83.416,45.002,55.171,83.416,19.629,59.019,83.416,0.0,0.0,19.629,83.416,59.019,19.629,0.0,19.488,21.517,45.002,24.239,59.019,25.439,0.0,19.629,0.0,83.416,45.002,24.239,59.019,25.439,55.171,19.488
INST0218_N20_S08_P012,41.761,24.954,54.903,59.003,102.776,19.488,103.829,44.339,36.46,44.339,102.776,102.776,59.003,67.889,102.776,36.46,54.903,102.776,19.488,19.488,36.46,102.776,54.903,36.46,19.488,0.0,24.954,59.003,41.761,54.903,44.339,19.488,36.46,19.488,102.776,59.003,41.761,54.903,44.339,67.889,0.0
INST0218_N20_S08_D012,26.505,0.0,37.715,65.388,88.975,21.517,112.576,32.298,21.478,32.298,88.975,88.975,65.388,75.908,88.975,21.478,37.715,88.975,21.517,21.517,21.478,88.975,37.715,21.478,21.517,24.954,0.0,65.388,26.505,37.715,32.298,21.517,21.478,21.517,88.975,65.388,26.505,37.715,32.298,75.908,24.954
INST0218_N20_S08_P013,49.927,65.388,103.002,0.0,71.865,45.002,47.206,43.838,50.526,43.838,71.865,71.865,0.0,10.867,71.865,50.526,103.002,71.865,45.002,45.002,50.526,71.865,103.002,50.526,45.002,59.003,65.388,0.0,49.927,103.002,43.838,45.002,50.526,45.002,71.865,0.0,49.927,103.002,43.838,10.867,59.003
INST0218_N20_S08_D013,0.0,26.505,58.521,49.927,62.898,24.239,95.708,7.008,5.477,7.008,62.898,62.898,49.927,60.745,62.898,5.477,58.521,62.898,24.239,24.239,5.477,62.898,58.521,5.477,24.239,41.761,26.505,49.927,0.0,58.521,7.008,24.239,5.477,24.239,62.898,49.927,0.0,58.521,7.008,60.745,41.761
INST0218_N20_S08_P014,58.521,37.715,0.0,103.002,113.511,59.019,150.208,65.452,55.179,65.452,113.511,113.511,103.002,113.587,113.511,55.179,0.0,113.511,59.019,59.019,55.179,113.511,0.0,55.179,59.019,54.903,37.715,103.002,58.521,0.0,65.452,59.019,55.179,59.019,113.511,103.002,58.521,0.0,65.452,113.587,54.903
INST0218_N20_S08_D014,7.008,32.298,65.452,43.838,58.699,25.439,89.072,0.0,10.881,0.0,58.699,58.699,43.838,54.565,58.699,10.881,65.452,58.699,25.439,25.439,10.881,58.699,65.452,10.881,25.439,44.339,32.298,43.838,7.008,65.452,0.0,25.439,10.881,25.439,58.699,43.838,7.008,65.452,0.0,54.565,44.339
INST0218_N20_S08_P015,24.239,21.517,59.019,45.002,83.416,0.0,91.902,25.439,19.629,25.439,83.416,83.416,45.002,55.171,83.416,19.629,59.019,83.416,0.0,0.0,19.629,83.416,59.019,19.629,0.0,19.488,21.517,45.002,24.239,59.019,25.439,0.0,19.629,0.0,83.416,45.002,24.239,59.019,25.439,55.171,19.488
INST0218_N20_S08_D015,5.477,21.478,55.179,50.526,68.319,19.629,97.061,10.881,0.0,10.881,68.319,68.319,50.526,61.394,68.319,0.0,55.179,68.319,19.629,19.629,0.0,68.319,55.179,0.0,19.629,36.46,21.478,50.526,5.477,55.179,10.881,19.629,0.0,19.629,68.319,50.526,5.477,55.179,10.881,61.394,36.46
INST0218_N20_S08_P016,24.239,21.517,59.019,45.002,83.416,0.0,91.902,25.439,19.629,25.439,83.416,83.416,45.002,55.171,83.416,19.629,59.019,83.416,0.0,0.0,19.629,83.416,59.019,19.629,0.0,19.488,21.517,45.002,24.239,59.019,25.439,0.0,19.629,0.0,83.416,45.002,24.239,59.019,25.439,55.171,19.488
INST0218_N20_S08_D016,62.898,88.975,113.511,71.865,0.0,83.416,93.449,58.699,68.319,58.699,0.0,0.0,71.865,77.092,0.0,68.319,113.511,0.0,83.416,83.416,68.319,0.0,113.511,68.319,83.416,102.776,88.975,71.865,62.898,113.511,58.699,83.416,68.319,83.416,0.0,71.865,62.898,113.511,58.699,77.092,102.776
INST0218_N20_S08_P017,49.927,65.388,103.002,0.0,71.865,45.002,47.206,43.838,50.526,43.838,71.865,71.865,0.0,10.867,71.865,50.526,103.002,71.865,45.002,45.002,50.526,71.865,103.002,50.526,45.002,59.003,65.388,0.0,49.927,103.002,43.838,45.002,50.526,45.002,71.865,0.0,49.927,103.002,43.838,10.867,59.003
INST0218_N20_S08_D017,0.0,26.505,58.521,49.927,62.898,24.239,95.708,7.008,5.477,7.008,62.898,62.898,49.927,60.745,62.898,5.477,58.521,62.898,24.239,24.239,5.477,62.898,58.521,5.477,24.239,41.761,26.505,49.927,0.0,58.521,7.008,24.239,5.477,24.239,62.898,49.927,0.0,58.521,7.008,60.745,41.761
INST0218_N20_S08_P018,58.521,37.715,0.0,103.002,113.511,59.019,150.208,65.452,55.179,65.452,113.511,113.511,103.002,113.587,113.511,55.179,0.0,113.511,59.019,59.019,55.179,113.511,0.0,55.179,59.019,54.903,37.715,103.002,58.521,0.0,65.452,59.019,55.179,59.019,113.511,103.002,58.521,0.0,65.452,113.587,54.903
INST0218_N20_S08_D018,7.008,32.298,65.452,43.838,58.699,25.439,89.072,0.0,10.881,0.0,58.699,58.699,43.838,54.565,58.699,10.881,65.452,58.699,25.439,25.439,10.881,58.699,65.452,10.881,25.439,44.339,32.298,43.838,7.008,65.452,0.0,25.439,10.881,25.439,58.699,43.838,7.008,65.452,0.0,54.565,44.339
INST0218_N20_S08_P019,60.745,75.908,113.587,10.867,77.092,55.171,36.733,54.565,61.394,54.565,77.092,77.092,10.867,0.0,77.092,61.394,113.587,77.092,55.171,55.171,61.394,77.092,113.587,61.394,55.171,67.889,75.908,10.867,60.745,113.587,54.565,55.171,61.394,55.171,77.092,10.867,60.745,113.587,54.565,0.0,67.889
INST0218_N20_S08_D019,41.761,24.954,54.903,59.003,102.776,19.488,103.829,44.339,36.46,44.339,102.776,102.776,59.003,67.889,102.776,36.46,54.903,102.776,19.488,19.488,36.46,102.776,54.903,36.46,19.488,0.0,24.954,59.003,41.761,54.903,44.339,19.488,36.46,19.488,102.776,59.003,41.761,54.903,44.339,67.889,0.0
