,depot,INST0205_N18_W25_P000,INST0205_N18_W25_D000,INST0205_N18_W25_P001,INST0205_N18_W25_D001,INST0205_N18_W25_P002,INST0205_N18_W25_D002,INST0205_N18_W25_P003,INST0205_N18_W25_D003,INST0205_N18_W25_P004,INST0205_N18_W25_D004,INST0205_N18_W25_P005,INST0205_N18_W25_D005,INST0205_N18_W25_P006,INST0205_N18_W25_D006,INST0205_N18_W25_P007,INST0205_N18_W25_D007,INST0205_N18_W25_P008,INST0205_N18_W25_D008,INST0205_N18_W25_P009,INST0205_N18_W25_D009,INST0205_N18_W25_P010,INST0205_N18_W25_D010,INST0205_N18_W25_P011,INST0205_N18_W25_D011,INST0205_N18_W25_P012,INST0205_N18_W25_D012,INST0205_N18_W25_P013,INST0205_N18_W25_D013,INST0205_N18_W25_P014,INST0205_N18_W25_D014,INST0205_N18_W25_P015,INST0205_N18_W25_D015,INST0205_N18_W25_P016,INST0205_N18_W25_D016,INST0205_N18_W25_P017,INST0205_N18_W25_D017
INST0205_N18_W25_D004,16.35,24.4,101.402,63.444,43.952,24.4,16.791,26.872,43.952,63.444,0.0,63.444,16.399,43.952,115.807,43.952,61.821,16.399,63.444,16.791,101.402,16.791,24.4,0.0,16.35,16.35,16.399,63.444,0.0,63.444,16.399,61.821,115.807,26.872,43.952,61.821,101.402
INST0205_N18_W25_P005,69.129,40.063,40.846,0.0,20.342,40.063,50.28,55.217,20.342,0.0,63.444,0.0,77.525,20.342,54.132,20.342,57.646,77.525,0.0,50.28,40.846,50.28,40.063,63.444,69.129,69.129,77.525,0.0,63.444,0.0,77.525,57.646,54.132,55.217,20.342,57.646,40.846
INST0205_N18_W25_D005,11.735,37.477,116.61,77.525,58.923,37.477,27.544,30.344,58.923,77.525,16.399,77.525,0.0,58.923,130.825,58.923,64.172,0.0,77.525,27.544,116.61,27.544,37.477,16.399,11.735,11.735,0.0,77.525,16.399,77.525,0.0,64.172,130.825,30.344,58.923,64.172,116.61
INST0205_N18_W25_P006,51.842,22.455,57.687,20.342,0.0,22.455,32.833,41.349,0.0,20.342,43.952,20.342,58.923,0.0,71.944,0.0,55.918,58.923,20.342,32.833,57.687,32.833,22.455,43.952,51.842,51.842,58.923,20.342,43.952,20.342,58.923,55.918,71.944,41.349,0.0,55.918,57.687
INST0205_N18_W25_D006,123.055,93.687,14.722,54.132,71.944,93.687,104.062,109.245,71.944,54.132,115.807,54.132,130.825,71.944,0.0,71.944,104.634,130.825,54.132,104.062,14.722,104.062,93.687,115.807,123.055,123.055,130.825,54.132,115.807,54.132,130.825,104.634,0.0,109.245,71.944,104.634,14.722
INST0205_N18_W25_P007,51.842,22.455,57.687,20.342,0.0,22.455,32.833,41.349,0.0,20.342,43.952,20.342,58.923,0.0,71.944,0.0,55.918,58.923,20.342,32.833,57.687,32.833,22.455,43.952,51.842,51.842,58.923,20.342,43.952,20.342,58.923,55.918,71.944,41.349,0.0,55.918,57.687
INST0205_N18_W25_D007,52.507,46.518,94.442,57.646,55.918,46.518,46.592,35.155,55.918,57.646,61.821,57.646,64.172,55.918,104.634,55.918,0.0,64.172,57.646,46.592,94.442,46.592,46.518,61.821,52.507,52.507,64.172,57.646,61.821,57.646,64.172,0.0,104.634,35.155,55.918,0.0,94.442
INST0205_N18_W25_P008,11.735,37.477,116.61,77.525,58.923,37.477,27.544,30.344,58.923,77.525,16.399,77.525,0.0,58.923,130.825,58.923,64.172,0.0,77.525,27.544,116.61,27.544,37.477,16.399,11.735,11.735,0.0,77.525,16.399,77.525,0.0,64.172,130.825,30.344,58.923,64.172,116.61
INST0205_N18_W25_D008,69.129,40.063,40.846,0.0,20.342,40.063,50.28,55.217,20.342,0.0,63.444,0.0,77.525,20.342,54.132,20.342,57.646,77.525,0.0,50.28,40.846,50.28,40.063,63.444,69.129,69.129,77.525,0.0,63.444,0.0,77.525,57.646,54.132,55.217,20.342,57.646,40.846
INST0205_N18_W25_P009,19.054,10.426,90.122,50.28,32.833,10.426,0.0,14.077,32.833,50.28,16.791,50.28,27.544,32.833,104.062,32.833,46.592,27.544,50.28,0.0,90.122,0.0,10.426,16.791,19.054,19.054,27.544,50.28,16.791,50.28,27.544,46.592,104.062,14.077,32.833,46.592,90.122
INST0205_N18_W25_D009,109.164,79.708,0.0,40.846,57.687,79.708,90.122,96.036,57.687,40.846,101.402,40.846,116.61,57.687,14.722,57.687,94.442,116.61,40.846,90.122,0.0,90.122,79.708,101.402,109.164,109.164,116.61,40.846,101.402,40.846,116.61,94.442,14.722,96.036,57.687,94.442,0.0
INST0205_N18_W25_P010,19.054,10.426,90.122,50.28,32.833,10.426,0.0,14.077,32.833,50.28,16.791,50.28,27.544,32.833,104.062,32.833,46.592,27.544,50.28,0.0,90.122,0.0,10.426,16.791,19.054,19.054,27.544,50.28,16.791,50.28,27.544,46.592,104.062,14.077,32.833,46.592,90.122
INST0205_N18_W25_D010,29.48,0.0,79.708,40.063,22.455,0.0,10.426,20.581,22.455,40.063,24.4,40.063,37.477,22.455,93.687,22.455,46.518,37.477,40.063,10.426,79.708,10.426,0.0,24.4,29.48,29.48,37.477,40.063,24.4,40.063,37.477,46.518,93.687,20.581,22.455,46.518,79.708
INST0205_N18_W25_P011,16.35,24.4,101.402,63.444,43.952,24.4,16.791,26.872,43.952,63.444,0.0,63.444,16.399,43.952,115.807,43.952,61.821,16.399,63.444,16.791,101.402,16.791,24.4,0.0,16.35,16.35,16.399,63.444,0.0,63.444,16.399,61.821,115.807,26.872,43.952,61.821,101.402
INST0205_N18_W25_D011,0.0,29.48,109.164,69.129,51.842,29.48,19.054,18.744,51.842,69.129,16.35,69.129,11.735,51.842,123.055,51.842,52.507,11.735,69.129,19.054,109.164,19.054,29.48,16.35,0.0,0.0,11.735,69.129,16.35,69.129,11.735,52.507,123.055,18.744,51.842,52.507,109.164
INST0205_N18_W25_P012,0.0,29.48,109.164,69.129,51.842,29.48,19.054,18.744,51.842,69.129,16.35,69.129,11.735,51.842,123.055,51.842,52.507,11.735,69.129,19.054,109.164,19.054,29.48,16.35,0.0,0.0,11.735,69.129,16.35,69.129,11.735,52.507,123.055,18.744,51.842,52.507,109.164
INST0205_N18_W25_D012,11.735,37.477,116.61,77.525,58.923,37.477,27.544,30.344,58.923,77.525,16.399,77.525,0.0,58.923,130.825,58.923,64.172,0.0,77.525,27.544,116.61,27.544,37.477,16.399,11.735,11.735,0.0,77.525,16.399,77.525,0.0,64.172,130.825,30.344,58.923,64.172,116.61
INST0205_N18_W25_P013,69.129,40.063,40.846,0.0,20.342,40.063,50.28,55.217,20.342,0.0,63.444,0.0,77.525,20.342,54.132,20.342,57.646,77.525,0.0,50.28,40.846,50.28,40.063,63.444,69.129,69.129,77.525,0.0,63.444,0.0,77.525,57.646,54.132,55.217,20.342,57.646,40.846
INST0205_N18_W25_D013,16.35,24.4,101.402,63.444,43.952,24.4,16.791,26.872,43.952,63.444,0.0,63.444,16.399,43.952,115.807,43.952,61.821,16.399,63.444,16.791,101.402,16.791,24.4,0.0,16.35,16.35,16.399,63.444,0.0,63.444,16.399,61.821,115.807,26.872,43.952,61.821,101.402
INST0205_N18_W25_P014,69.129,40.063,40.846,0.0,20.342,40.063,50.28,55.217,20.342,0.0,63.444,0.0,77.525,20.342,54.132,20.342,57.646,77.525,0.0,50.28,40.846,50.28,40.063,63.444,69.129,69.129,77.525,0.0,63.444,0.0,77.525,57.646,54.132,55.217,20.342,57.646,40.846
INST0205_N18_W25_D014,11.735,37.477,116.61,77.525,58.923,37.477,27.544,30.344,58.923,77.525,16.399,77.525,0.0,58.923,130.825,58.923,64.172,0.0,77.525,27.544,116.61,27.544,37.477,16.399,11.735,11.735,0.0,77.525,16.399,77.525,0.0,64.172,130.825,30.344,58.923,64.172,116.61
INST0205_N18_W25_P015,52.507,46.518,94.442,57.646,55.918,46.518,46.592,35.155,55.918,57.646,61.821,57.646,64.172,55.918,104.634,55.918,0.0,64.172,57.646,46.592,94.442,46.592,46.518,61.821,52.507,52.507,64.172,57.646,61.821,57.646,64.172,0.0,104.634,35.155,55.918,0.0,94.442
INST0205_N18_W25_D015,123.055,93.687,14.722,54.132,71.944,93.687,104.062,109.245,71.944,54.132,115.807,54.132,130.825,71.944,0.0,71.944,104.634,130.825,54.132,104.062,14.722,104.062,93.687,115.807,123.055,123.055,130.825,54.132,115.807,54.132,130.825,104.634,0.0,109.245,71.944,104.634,14.722
INST0205_N18_W25_P016,18.744,20.581,96.036,55.217,41.349,20.581,14.077,0.0,41.349,55.217,26.872,55.217,30.344,41.349,109.245,41.349,35.155,30.344,55.217,14.077,96.036,14.077,20.581,26.872,18.744,18.744,30.344,55.217,26.872,55.217,30.344,35.155,109.245,0.0,41.349,35.155,96.036
INST0205_N18_W25_D016,51.842,22.455,57.687,20.342,0.0,22.455,32.833,41.349,0.0,20.342,43.952,20.342,58.923,0.0,71.944,0.0,55.918,58.923,20.342,32.833,57.687,32.833,22.455,43.952,51.842,51.842,58.923,20.342,43.952,20.342,58.923,55.918,71.944,41.349,0.0,55.918,57.687
INST0205_N18_W25_P017,52.507,46.518,94.442,57.646,55.918,46.518,46.592,35.155,55.918,57.646,61.821,57.646,64.172,55.918,104.634,55.918,0.0,64.172,57.646,46.592,94.442,46.592,46.518,61.821,52.507,52.507,64.172,57.646,61.821,57.646,64.172,0.0,104.634,35.155,55.918,0.0,94.442
INST0205_N18_W25_D017,109.164,79.708,0.0,40.846,57.687,79.708,90.122,96.036,57.687,40.846,101.402,40.846,116.61,57.687,14.722,57.687,94.442,116.61,40.846,90.122,0.0,90.122,79.708,101.402,109.164,109.164,116.61,40.846,101.402,40.846,116.61,94.442,14.722,96.036,57.687,94.442,0.0
