,depot,INST0153_N15_N03_P000,INST0153_N15_N03_D000,INST0153_N15_N03_P001,INST0153_N15_N03_D001,INST0153_N15_N03_P002,INST0153_N15_N03_D002,INST0153_N15_N03_P003,INST0153_N15_N03_D003,INST0153_N15_N03_P004,INST0153_N15_N03_D004,INST0153_N15_N03_P005,INST0153_N15_N03_D005,INST0153_N15_N03_P006,INST0153_N15_N03_D006,INST0153_N15_N03_P007,INST0153_N15_N03_D007,INST0153_N15_N03_P008,INST0153_N15_N03_D008,INST0153_N15_N03_P009,INST0153_N15_N03_D009,INST0153_N15_N03_P010,INST0153_N15_N03_D010,INST0153_N15_N03_P011,INST0153_N15_N03_D011,INST0153_N15_N03_P012,INST0153_N15_N03_D012,INST0153_N15_N03_P013,INST0153_N15_N03_D013,INST0153_N15_N03_P014,INST0153_N15_N03_D014
INST0153_N15_N03_P005,23.353,64.86,100.436,23.353,81.17,28.616,81.17,20.683,100.436,81.17,100.436,0.0,35.534,17.254,20.683,28.616,113.8,35.534,23.461,0.0,28.616,64.86,81.17,17.254,23.461,0.0,64.86,23.461,19.671,81.17,132.815
INST0153_N15_N03_D005,30.471,82.833,93.214,30.471,47.339,35.653,47.339,40.266,93.214,47.339,93.214,35.534,0.0,18.283,40.266,35.653,143.5,0.0,27.709,35.534,35.653,82.833,47.339,18.283,27.709,35.534,82.833,27.709,18.791,47.339,122.278
INST0153_N15_N03_P006,20.176,71.779,95.136,20.176,64.45,27.111,64.45,26.126,95.136,64.45,95.136,17.254,18.283,0.0,26.126,27.111,127.973,18.283,18.229,17.254,27.111,71.779,64.45,0.0,18.229,17.254,71.779,18.229,7.201,64.45,126.352
INST0153_N15_N03_D006,11.436,46.019,81.189,11.436,77.99,48.052,77.99,0.0,81.189,77.99,81.189,20.683,40.266,26.126,0.0,48.052,128.231,40.266,13.942,20.683,48.052,46.019,77.99,26.126,13.942,20.683,46.019,13.942,21.8,77.99,113.909
INST0153_N15_N03_P007,46.06,93.371,122.247,46.06,81.232,0.0,81.232,48.052,122.247,81.232,122.247,28.616,35.653,27.111,48.052,0.0,110.202,35.653,44.646,28.616,0.0,93.371,81.232,27.111,44.646,28.616,93.371,44.646,34.294,81.232,153.371
INST0153_N15_N03_D007,135.971,149.304,206.878,135.971,190.666,110.202,190.666,128.231,206.878,190.666,206.878,113.8,143.5,127.973,128.231,110.202,0.0,143.5,136.742,113.8,110.202,149.304,190.666,127.973,136.742,113.8,149.304,136.742,132.823,190.666,239.676
INST0153_N15_N03_P008,30.471,82.833,93.214,30.471,47.339,35.653,47.339,40.266,93.214,47.339,93.214,35.534,0.0,18.283,40.266,35.653,143.5,0.0,27.709,35.534,35.653,82.833,47.339,18.283,27.709,35.534,82.833,27.709,18.791,47.339,122.278
INST0153_N15_N03_D008,2.788,55.435,78.292,2.788,64.236,44.646,64.236,13.942,78.292,64.236,78.292,23.461,27.709,18.229,13.942,44.646,136.742,27.709,0.0,23.461,44.646,55.435,64.236,18.229,0.0,23.461,55.435,0.0,11.477,64.236,110.207
INST0153_N15_N03_P009,23.353,64.86,100.436,23.353,81.17,28.616,81.17,20.683,100.436,81.17,100.436,0.0,35.534,17.254,20.683,28.616,113.8,35.534,23.461,0.0,28.616,64.86,81.17,17.254,23.461,0.0,64.86,23.461,19.671,81.17,132.815
INST0153_N15_N03_D009,46.06,93.371,122.247,46.06,81.232,0.0,81.232,48.052,122.247,81.232,122.247,28.616,35.653,27.111,48.052,0.0,110.202,35.653,44.646,28.616,0.0,93.371,81.232,27.111,44.646,28.616,93.371,44.646,34.294,81.232,153.371
INST0153_N15_N03_P010,52.8,0.0,65.084,52.8,107.477,93.371,107.477,46.019,65.084,107.477,65.084,64.86,82.833,71.779,46.019,93.371,149.304,82.833,55.435,64.86,93.371,0.0,107.477,71.779,55.435,64.86,0.0,55.435,66.32,107.477,95.428
INST0153_N15_N03_D010,66.572,107.477,85.106,66.572,0.0,81.232,0.0,77.99,85.106,0.0,85.106,81.17,47.339,64.45,77.99,81.232,190.666,47.339,64.236,81.17,81.232,107.477,0.0,64.45,64.236,81.17,107.477,64.236,61.784,0.0,104.379
INST0153_N15_N03_P011,20.176,71.779,95.136,20.176,64.45,27.111,64.45,26.126,95.136,64.45,95.136,17.254,18.283,0.0,26.126,27.111,127.973,18.283,18.229,17.254,27.111,71.779,64.45,0.0,18.229,17.254,71.779,18.229,7.201,64.45,126.352
INST0153_N15_N03_D011,2.788,55.435,78.292,2.788,64.236,44.646,64.236,13.942,78.292,64.236,78.292,23.461,27.709,18.229,13.942,44.646,136.742,27.709,0.0,23.461,44.646,55.435,64.236,18.229,0.0,23.461,55.435,0.0,11.477,64.236,110.207
INST0153_N15_N03_P012,23.353,64.86,100.436,23.353,81.17,28.616,81.17,20.683,100.436,81.17,100.436,0.0,35.534,17.254,20.683,28.616,113.8,35.534,23.461,0.0,28.616,64.86,81.17,17.254,23.461,0.0,64.86,23.461,19.671,81.17,132.815
INST0153_N15_N03_D012,52.8,0.0,65.084,52.8,107.477,93.371,107.477,46.019,65.084,107.477,65.084,64.86,82.833,71.779,46.019,93.371,149.304,82.833,55.435,64.86,93.371,0.0,107.477,71.779,55.435,64.86,0.0,55.435,66.32,107.477,95.428
INST0153_N15_N03_P013,2.788,55.435,78.292,2.788,64.236,44.646,64.236,13.942,78.292,64.236,78.292,23.461,27.709,18.229,13.942,44.646,136.742,27.709,0.0,23.461,44.646,55.435,64.236,18.229,0.0,23.461,55.435,0.0,11.477,64.236,110.207
INST0153_N15_N03_D013,13.759,66.32,87.958,13.759,61.784,34.294,61.784,21.8,87.958,61.784,87.958,19.671,18.791,7.201,21.8,34.294,132.823,18.791,11.477,19.671,34.294,66.32,61.784,7.201,11.477,19.671,66.32,11.477,0.0,61.784,119.262
INST0153_N15_N03_P014,66.572,107.477,85.106,66.572,0.0,81.232,0.0,77.99,85.106,0.0,85.106,81.17,47.339,64.45,77.99,81.232,190.666,47.339,64.236,81.17,81.232,107.477,0.0,64.45,64.236,81.17,107.477,64.236,61.784,0.0,104.379
INST0153_N15_N03_D014,109.689,95.428,32.884,109.689,104.379,153.371,104.379,113.909,32.884,104.379,32.884,132.815,122.278,126.352,113.909,153.371,239.676,122.278,110.207,132.815,153.371,95.428,104.379,126.352,110.207,132.815,95.428,110.207,119.262,104.379,0.0
