,depot,INST0214_N20_W04_P000,INST0214_N20_W04_D000,INST0214_N20_W04_P001,INST0214_N20_W04_D001,INST0214_N20_W04_P002,INST0214_N20_W04_D002,INST0214_N20_W04_P003,INST0214_N20_W04_D003,INST0214_N20_W04_P004,INST0214_N20_W04_D004,INST0214_N20_W04_P005,INST0214_N20_W04_D005,INST0214_N20_W04_P006,INST0214_N20_W04_D006,INST0214_N20_W04_P007,INST0214_N20_W04_D007,INST0214_N20_W04_P008,INST0214_N20_W04_D008,INST0214_N20_W04_P009,INST0214_N20_W04_D009,INST0214_N20_W04_P010,INST0214_N20_W04_D010,INST0214_N20_W04_P011,INST0214_N20_W04_D011,INST0214_N20_W04_P012,INST0214_N20_W04_D012,INST0214_N20_W04_P013,INST0214_N20_W04_D013,INST0214_N20_W04_P014,INST0214_N20_W04_D014,INST0214_N20_W04_P015,INST0214_N20_W04_D015,INST0214_N20_W04_P016,INST0214_N20_W04_D016,INST0214_N20_W04_P017,INST0214_N20_W04_D017,INST0214_N20_W04_P018,INST0214_N20_W04_D018,INST0214_N20_W04_P019,INST0214_N20_W04_D019
INST0214_N20_W04_P005,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D005,150.679,133.671,20.02,84.648,14.369,150.679,64.294,63.48,133.671,133.671,63.48,133.671,0.0,133.671,0.0,133.671,36.098,63.48,20.02,84.648,14.369,63.48,133.671,150.679,64.294,133.671,84.648,133.671,22.951,133.671,36.098,84.648,64.294,84.648,64.294,63.48,22.951,133.671,64.294,63.48,150.679
INST0214_N20_W04_P006,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D006,150.679,133.671,20.02,84.648,14.369,150.679,64.294,63.48,133.671,133.671,63.48,133.671,0.0,133.671,0.0,133.671,36.098,63.48,20.02,84.648,14.369,63.48,133.671,150.679,64.294,133.671,84.648,133.671,22.951,133.671,36.098,84.648,64.294,84.648,64.294,63.48,22.951,133.671,64.294,63.48,150.679
INST0214_N20_W04_P007,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D007,114.719,97.602,29.878,49.056,45.89,114.719,56.961,27.496,97.602,97.602,27.496,97.602,36.098,97.602,36.098,97.602,0.0,27.496,29.878,49.056,45.89,27.496,97.602,114.719,56.961,97.602,49.056,97.602,25.201,97.602,0.0,49.056,56.961,49.056,56.961,27.496,25.201,97.602,56.961,27.496,114.719
INST0214_N20_W04_P008,88.095,70.637,53.818,24.909,72.151,88.095,68.471,0.0,70.637,70.637,0.0,70.637,63.48,70.637,63.48,70.637,27.496,0.0,53.818,24.909,72.151,0.0,70.637,88.095,68.471,70.637,24.909,70.637,50.631,70.637,27.496,24.909,68.471,24.909,68.471,0.0,50.631,70.637,68.471,0.0,88.095
INST0214_N20_W04_D008,141.804,124.166,0.0,77.687,20.081,141.804,75.699,53.818,124.166,124.166,53.818,124.166,20.02,124.166,20.02,124.166,29.878,53.818,0.0,77.687,20.081,53.818,124.166,141.804,75.699,124.166,77.687,124.166,32.905,124.166,29.878,77.687,75.699,77.687,75.699,53.818,32.905,124.166,75.699,53.818,141.804
INST0214_N20_W04_P009,66.284,50.015,77.687,0.0,94.929,66.284,70.587,24.909,50.015,50.015,24.909,50.015,84.648,50.015,84.648,50.015,49.056,24.909,77.687,0.0,94.929,24.909,50.015,66.284,70.587,50.015,0.0,50.015,67.612,50.015,49.056,0.0,70.587,0.0,70.587,24.909,67.612,50.015,70.587,24.909,66.284
INST0214_N20_W04_D009,160.194,142.787,20.081,94.929,0.0,160.194,78.578,72.151,142.787,142.787,72.151,142.787,14.369,142.787,14.369,142.787,45.89,72.151,20.081,94.929,0.0,72.151,142.787,160.194,78.578,142.787,94.929,142.787,37.156,142.787,45.89,94.929,78.578,94.929,78.578,72.151,37.156,142.787,78.578,72.151,160.194
INST0214_N20_W04_P010,88.095,70.637,53.818,24.909,72.151,88.095,68.471,0.0,70.637,70.637,0.0,70.637,63.48,70.637,63.48,70.637,27.496,0.0,53.818,24.909,72.151,0.0,70.637,88.095,68.471,70.637,24.909,70.637,50.631,70.637,27.496,24.909,68.471,24.909,68.471,0.0,50.631,70.637,68.471,0.0,88.095
INST0214_N20_W04_D010,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_P011,0.0,18.026,141.804,66.284,160.194,0.0,128.123,88.095,18.026,18.026,88.095,18.026,150.679,18.026,150.679,18.026,114.719,88.095,141.804,66.284,160.194,88.095,18.026,0.0,128.123,18.026,66.284,18.026,133.769,18.026,114.719,66.284,128.123,66.284,128.123,88.095,133.769,18.026,128.123,88.095,0.0
INST0214_N20_W04_D011,128.123,115.643,75.699,70.587,78.578,128.123,0.0,68.471,115.643,115.643,68.471,115.643,64.294,115.643,64.294,115.643,56.961,68.471,75.699,70.587,78.578,68.471,115.643,128.123,0.0,115.643,70.587,115.643,43.046,115.643,56.961,70.587,0.0,70.587,0.0,68.471,43.046,115.643,0.0,68.471,128.123
INST0214_N20_W04_P012,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D012,66.284,50.015,77.687,0.0,94.929,66.284,70.587,24.909,50.015,50.015,24.909,50.015,84.648,50.015,84.648,50.015,49.056,24.909,77.687,0.0,94.929,24.909,50.015,66.284,70.587,50.015,0.0,50.015,67.612,50.015,49.056,0.0,70.587,0.0,70.587,24.909,67.612,50.015,70.587,24.909,66.284
INST0214_N20_W04_P013,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D013,133.769,117.595,32.905,67.612,37.156,133.769,43.046,50.631,117.595,117.595,50.631,117.595,22.951,117.595,22.951,117.595,25.201,50.631,32.905,67.612,37.156,50.631,117.595,133.769,43.046,117.595,67.612,117.595,0.0,117.595,25.201,67.612,43.046,67.612,43.046,50.631,0.0,117.595,43.046,50.631,133.769
INST0214_N20_W04_P014,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D014,114.719,97.602,29.878,49.056,45.89,114.719,56.961,27.496,97.602,97.602,27.496,97.602,36.098,97.602,36.098,97.602,0.0,27.496,29.878,49.056,45.89,27.496,97.602,114.719,56.961,97.602,49.056,97.602,25.201,97.602,0.0,49.056,56.961,49.056,56.961,27.496,25.201,97.602,56.961,27.496,114.719
INST0214_N20_W04_P015,66.284,50.015,77.687,0.0,94.929,66.284,70.587,24.909,50.015,50.015,24.909,50.015,84.648,50.015,84.648,50.015,49.056,24.909,77.687,0.0,94.929,24.909,50.015,66.284,70.587,50.015,0.0,50.015,67.612,50.015,49.056,0.0,70.587,0.0,70.587,24.909,67.612,50.015,70.587,24.909,66.284
INST0214_N20_W04_D015,128.123,115.643,75.699,70.587,78.578,128.123,0.0,68.471,115.643,115.643,68.471,115.643,64.294,115.643,64.294,115.643,56.961,68.471,75.699,70.587,78.578,68.471,115.643,128.123,0.0,115.643,70.587,115.643,43.046,115.643,56.961,70.587,0.0,70.587,0.0,68.471,43.046,115.643,0.0,68.471,128.123
INST0214_N20_W04_P016,66.284,50.015,77.687,0.0,94.929,66.284,70.587,24.909,50.015,50.015,24.909,50.015,84.648,50.015,84.648,50.015,49.056,24.909,77.687,0.0,94.929,24.909,50.015,66.284,70.587,50.015,0.0,50.015,67.612,50.015,49.056,0.0,70.587,0.0,70.587,24.909,67.612,50.015,70.587,24.909,66.284
INST0214_N20_W04_D016,128.123,115.643,75.699,70.587,78.578,128.123,0.0,68.471,115.643,115.643,68.471,115.643,64.294,115.643,64.294,115.643,56.961,68.471,75.699,70.587,78.578,68.471,115.643,128.123,0.0,115.643,70.587,115.643,43.046,115.643,56.961,70.587,0.0,70.587,0.0,68.471,43.046,115.643,0.0,68.471,128.123
INST0214_N20_W04_P017,88.095,70.637,53.818,24.909,72.151,88.095,68.471,0.0,70.637,70.637,0.0,70.637,63.48,70.637,63.48,70.637,27.496,0.0,53.818,24.909,72.151,0.0,70.637,88.095,68.471,70.637,24.909,70.637,50.631,70.637,27.496,24.909,68.471,24.909,68.471,0.0,50.631,70.637,68.471,0.0,88.095
INST0214_N20_W04_D017,133.769,117.595,32.905,67.612,37.156,133.769,43.046,50.631,117.595,117.595,50.631,117.595,22.951,117.595,22.951,117.595,25.201,50.631,32.905,67.612,37.156,50.631,117.595,133.769,43.046,117.595,67.612,117.595,0.0,117.595,25.201,67.612,43.046,67.612,43.046,50.631,0.0,117.595,43.046,50.631,133.769
INST0214_N20_W04_P018,18.026,0.0,124.166,50.015,142.787,18.026,115.643,70.637,0.0,0.0,70.637,0.0,133.671,0.0,133.671,0.0,97.602,70.637,124.166,50.015,142.787,70.637,0.0,18.026,115.643,0.0,50.015,0.0,117.595,0.0,97.602,50.015,115.643,50.015,115.643,70.637,117.595,0.0,115.643,70.637,18.026
INST0214_N20_W04_D018,128.123,115.643,75.699,70.587,78.578,128.123,0.0,68.471,115.643,115.643,68.471,115.643,64.294,115.643,64.294,115.643,56.961,68.471,75.699,70.587,78.578,68.471,115.643,128.123,0.0,115.643,70.587,115.643,43.046,115.643,56.961,70.587,0.0,70.587,0.0,68.471,43.046,115.643,0.0,68.471,128.123
INST0214_N20_W04_P019,88.095,70.637,53.818,24.909,72.151,88.095,68.471,0.0,70.637,70.637,0.0,70.637,63.48,70.637,63.48,70.637,27.496,0.0,53.818,24.909,72.151,0.0,70.637,88.095,68.471,70.637,24.909,70.637,50.631,70.637,27.496,24.909,68.471,24.909,68.471,0.0,50.631,70.637,68.471,0.0,88.095
INST0214_N20_W04_D019,0.0,18.026,141.804,66.284,160.194,0.0,128.123,88.095,18.026,18.026,88.095,18.026,150.679,18.026,150.679,18.026,114.719,88.095,141.804,66.284,160.194,88.095,18.026,0.0,128.123,18.026,66.284,18.026,133.769,18.026,114.719,66.284,128.123,66.284,128.123,88.095,133.769,18.026,128.123,88.095,0.0
