,depot,INST0270_N25_N00_P000,INST0270_N25_N00_D000,INST0270_N25_N00_P001,INST0270_N25_N00_D001,INST0270_N25_N00_P002,INST0270_N25_N00_D002,INST0270_N25_N00_P003,INST0270_N25_N00_D003,INST0270_N25_N00_P004,INST0270_N25_N00_D004,INST0270_N25_N00_P005,INST0270_N25_N00_D005,INST0270_N25_N00_P006,INST0270_N25_N00_D006,INST0270_N25_N00_P007,INST0270_N25_N00_D007,INST0270_N25_N00_P008,INST0270_N25_N00_D008,INST0270_N25_N00_P009,INST0270_N25_N00_D009,INST0270_N25_N00_P010,INST0270_N25_N00_D010,INST0270_N25_N00_P011,INST0270_N25_N00_D011,INST0270_N25_N00_P012,INST0270_N25_N00_D012,INST0270_N25_N00_P013,INST0270_N25_N00_D013,INST0270_N25_N00_P014,INST0270_N25_N00_D014,INST0270_N25_N00_P015,INST0270_N25_N00_D015,INST0270_N25_N00_P016,INST0270_N25_N00_D016,INST0270_N25_N00_P017,INST0270_N25_N00_D017,INST0270_N25_N00_P018,INST0270_N25_N00_D018,INST0270_N25_N00_P019,INST0270_N25_N00_D019,INST0270_N25_N00_P020,INST0270_N25_N00_D020,INST0270_N25_N00_P021,INST0270_N25_N00_D021,INST0270_N25_N00_P022,INST0270_N25_N00_D022,INST0270_N25_N00_P023,INST0270_N25_N00_D023,INST0270_N25_N00_P024,INST0270_N25_N00_D024
INST0270_N25_N00_D004,162.641,134.941,175.714,134.941,166.496,233.468,253.32,156.702,139.347,134.941,0.0,157.017,167.44,233.468,157.017,182.822,175.714,157.017,253.32,182.822,166.496,162.641,166.496,162.641,166.496,162.641,157.017,156.702,293.481,175.714,134.941,157.017,134.941,175.714,134.941,157.017,233.468,233.468,166.496,134.941,233.468,175.714,182.822,156.702,175.714,233.468,253.32,167.44,175.714,167.44,175.714
INST0270_N25_N00_P005,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_D005,14.053,54.669,33.929,54.669,3.413,78.656,95.867,22.322,28.727,54.669,167.44,17.072,0.0,78.656,17.072,67.88,33.929,17.072,95.867,67.88,3.413,14.053,3.413,14.053,3.413,14.053,17.072,22.322,134.948,33.929,54.669,17.072,54.669,33.929,54.669,17.072,78.656,78.656,3.413,54.669,78.656,33.929,67.88,22.322,33.929,78.656,95.867,0.0,33.929,0.0,33.929
INST0270_N25_N00_P006,75.654,99.467,57.966,99.467,81.517,0.0,104.211,78.919,99.392,99.467,233.468,95.498,78.656,0.0,95.498,131.605,57.966,95.498,104.211,131.605,81.517,75.654,81.517,75.654,81.517,75.654,95.498,78.919,127.812,57.966,99.467,95.498,99.467,57.966,99.467,95.498,0.0,0.0,81.517,99.467,0.0,57.966,131.605,78.919,57.966,0.0,104.211,78.656,57.966,78.656,57.966
INST0270_N25_N00_D006,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_P007,81.208,114.332,101.428,114.332,64.653,131.605,79.694,87.893,79.42,114.332,182.822,56.35,67.88,131.605,56.35,0.0,101.428,56.35,79.694,0.0,64.653,81.208,64.653,81.208,64.653,81.208,56.35,87.893,116.851,101.428,114.332,56.35,114.332,101.428,114.332,56.35,131.605,131.605,64.653,114.332,131.605,101.428,0.0,87.893,101.428,131.605,79.694,67.88,101.428,67.88,101.428
INST0270_N25_N00_D007,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_P008,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_D008,107.703,149.69,114.14,149.69,94.965,104.211,0.0,116.493,122.983,149.69,253.32,99.415,95.867,104.211,99.415,79.694,114.14,99.415,0.0,79.694,94.965,107.703,94.965,107.703,94.965,107.703,99.415,116.493,40.266,114.14,149.69,99.415,149.69,114.14,149.69,99.415,104.211,104.211,94.965,149.69,104.211,114.14,79.694,116.493,114.14,104.211,0.0,95.867,114.14,95.867,114.14
INST0270_N25_N00_P009,81.208,114.332,101.428,114.332,64.653,131.605,79.694,87.893,79.42,114.332,182.822,56.35,67.88,131.605,56.35,0.0,101.428,56.35,79.694,0.0,64.653,81.208,64.653,81.208,64.653,81.208,56.35,87.893,116.851,101.428,114.332,56.35,114.332,101.428,114.332,56.35,131.605,131.605,64.653,114.332,131.605,101.428,0.0,87.893,101.428,131.605,79.694,67.88,101.428,67.88,101.428
INST0270_N25_N00_D009,16.848,56.4,37.312,56.4,0.0,81.517,94.965,24.705,28.595,56.4,166.496,14.003,3.413,81.517,14.003,64.653,37.312,14.003,94.965,64.653,0.0,16.848,0.0,16.848,0.0,16.848,14.003,24.705,134.313,37.312,56.4,14.003,56.4,37.312,56.4,14.003,81.517,81.517,0.0,56.4,81.517,37.312,64.653,24.705,37.312,81.517,94.965,3.413,37.312,3.413,37.312
INST0270_N25_N00_P010,0.0,41.993,23.01,41.993,16.848,75.654,107.703,8.817,24.088,41.993,162.641,26.694,14.053,75.654,26.694,81.208,23.01,26.694,107.703,81.208,16.848,0.0,16.848,0.0,16.848,0.0,26.694,8.817,146.035,23.01,41.993,26.694,41.993,23.01,41.993,26.694,75.654,75.654,16.848,41.993,75.654,23.01,81.208,8.817,23.01,75.654,107.703,14.053,23.01,14.053,23.01
INST0270_N25_N00_D010,16.848,56.4,37.312,56.4,0.0,81.517,94.965,24.705,28.595,56.4,166.496,14.003,3.413,81.517,14.003,64.653,37.312,14.003,94.965,64.653,0.0,16.848,0.0,16.848,0.0,16.848,14.003,24.705,134.313,37.312,56.4,14.003,56.4,37.312,56.4,14.003,81.517,81.517,0.0,56.4,81.517,37.312,64.653,24.705,37.312,81.517,94.965,3.413,37.312,3.413,37.312
INST0270_N25_N00_P011,0.0,41.993,23.01,41.993,16.848,75.654,107.703,8.817,24.088,41.993,162.641,26.694,14.053,75.654,26.694,81.208,23.01,26.694,107.703,81.208,16.848,0.0,16.848,0.0,16.848,0.0,26.694,8.817,146.035,23.01,41.993,26.694,41.993,23.01,41.993,26.694,75.654,75.654,16.848,41.993,75.654,23.01,81.208,8.817,23.01,75.654,107.703,14.053,23.01,14.053,23.01
INST0270_N25_N00_D011,16.848,56.4,37.312,56.4,0.0,81.517,94.965,24.705,28.595,56.4,166.496,14.003,3.413,81.517,14.003,64.653,37.312,14.003,94.965,64.653,0.0,16.848,0.0,16.848,0.0,16.848,14.003,24.705,134.313,37.312,56.4,14.003,56.4,37.312,56.4,14.003,81.517,81.517,0.0,56.4,81.517,37.312,64.653,24.705,37.312,81.517,94.965,3.413,37.312,3.413,37.312
INST0270_N25_N00_P012,0.0,41.993,23.01,41.993,16.848,75.654,107.703,8.817,24.088,41.993,162.641,26.694,14.053,75.654,26.694,81.208,23.01,26.694,107.703,81.208,16.848,0.0,16.848,0.0,16.848,0.0,26.694,8.817,146.035,23.01,41.993,26.694,41.993,23.01,41.993,26.694,75.654,75.654,16.848,41.993,75.654,23.01,81.208,8.817,23.01,75.654,107.703,14.053,23.01,14.053,23.01
INST0270_N25_N00_D012,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_P013,8.817,33.197,22.387,33.197,24.705,78.919,116.493,0.0,21.127,33.197,156.702,31.992,22.322,78.919,31.992,87.893,22.387,31.992,116.493,87.893,24.705,8.817,24.705,8.817,24.705,8.817,31.992,0.0,154.717,22.387,33.197,31.992,33.197,22.387,33.197,31.992,78.919,78.919,24.705,33.197,78.919,22.387,87.893,0.0,22.387,78.919,116.493,22.322,22.387,22.322,22.387
INST0270_N25_N00_D013,146.035,187.802,149.729,187.802,134.313,127.812,40.266,154.717,162.63,187.802,293.481,139.481,134.948,127.812,139.481,116.851,149.729,139.481,40.266,116.851,134.313,146.035,134.313,146.035,134.313,146.035,139.481,154.717,0.0,149.729,187.802,139.481,187.802,149.729,187.802,139.481,127.812,127.812,134.313,187.802,127.812,149.729,116.851,154.717,149.729,127.812,40.266,134.948,149.729,134.948,149.729
INST0270_N25_N00_P014,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_D014,41.993,0.0,43.657,0.0,56.4,99.467,149.69,33.197,35.041,0.0,134.941,58.839,54.669,99.467,58.839,114.332,43.657,58.839,149.69,114.332,56.4,41.993,56.4,41.993,56.4,41.993,58.839,33.197,187.802,43.657,0.0,58.839,0.0,43.657,0.0,58.839,99.467,99.467,56.4,0.0,99.467,43.657,114.332,33.197,43.657,99.467,149.69,54.669,43.657,54.669,43.657
INST0270_N25_N00_P015,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_D015,41.993,0.0,43.657,0.0,56.4,99.467,149.69,33.197,35.041,0.0,134.941,58.839,54.669,99.467,58.839,114.332,43.657,58.839,149.69,114.332,56.4,41.993,56.4,41.993,56.4,41.993,58.839,33.197,187.802,43.657,0.0,58.839,0.0,43.657,0.0,58.839,99.467,99.467,56.4,0.0,99.467,43.657,114.332,33.197,43.657,99.467,149.69,54.669,43.657,54.669,43.657
INST0270_N25_N00_P016,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_D016,41.993,0.0,43.657,0.0,56.4,99.467,149.69,33.197,35.041,0.0,134.941,58.839,54.669,99.467,58.839,114.332,43.657,58.839,149.69,114.332,56.4,41.993,56.4,41.993,56.4,41.993,58.839,33.197,187.802,43.657,0.0,58.839,0.0,43.657,0.0,58.839,99.467,99.467,56.4,0.0,99.467,43.657,114.332,33.197,43.657,99.467,149.69,54.669,43.657,54.669,43.657
INST0270_N25_N00_P017,26.694,58.839,49.306,58.839,14.003,95.498,99.415,31.992,25.326,58.839,157.017,0.0,17.072,95.498,0.0,56.35,49.306,0.0,99.415,56.35,14.003,26.694,14.003,26.694,14.003,26.694,0.0,31.992,139.481,49.306,58.839,0.0,58.839,49.306,58.839,0.0,95.498,95.498,14.003,58.839,95.498,49.306,56.35,31.992,49.306,95.498,99.415,17.072,49.306,17.072,49.306
INST0270_N25_N00_D017,75.654,99.467,57.966,99.467,81.517,0.0,104.211,78.919,99.392,99.467,233.468,95.498,78.656,0.0,95.498,131.605,57.966,95.498,104.211,131.605,81.517,75.654,81.517,75.654,81.517,75.654,95.498,78.919,127.812,57.966,99.467,95.498,99.467,57.966,99.467,95.498,0.0,0.0,81.517,99.467,0.0,57.966,131.605,78.919,57.966,0.0,104.211,78.656,57.966,78.656,57.966
INST0270_N25_N00_P018,75.654,99.467,57.966,99.467,81.517,0.0,104.211,78.919,99.392,99.467,233.468,95.498,78.656,0.0,95.498,131.605,57.966,95.498,104.211,131.605,81.517,75.654,81.517,75.654,81.517,75.654,95.498,78.919,127.812,57.966,99.467,95.498,99.467,57.966,99.467,95.498,0.0,0.0,81.517,99.467,0.0,57.966,131.605,78.919,57.966,0.0,104.211,78.656,57.966,78.656,57.966
INST0270_N25_N00_D018,16.848,56.4,37.312,56.4,0.0,81.517,94.965,24.705,28.595,56.4,166.496,14.003,3.413,81.517,14.003,64.653,37.312,14.003,94.965,64.653,0.0,16.848,0.0,16.848,0.0,16.848,14.003,24.705,134.313,37.312,56.4,14.003,56.4,37.312,56.4,14.003,81.517,81.517,0.0,56.4,81.517,37.312,64.653,24.705,37.312,81.517,94.965,3.413,37.312,3.413,37.312
INST0270_N25_N00_P019,41.993,0.0,43.657,0.0,56.4,99.467,149.69,33.197,35.041,0.0,134.941,58.839,54.669,99.467,58.839,114.332,43.657,58.839,149.69,114.332,56.4,41.993,56.4,41.993,56.4,41.993,58.839,33.197,187.802,43.657,0.0,58.839,0.0,43.657,0.0,58.839,99.467,99.467,56.4,0.0,99.467,43.657,114.332,33.197,43.657,99.467,149.69,54.669,43.657,54.669,43.657
INST0270_N25_N00_D019,75.654,99.467,57.966,99.467,81.517,0.0,104.211,78.919,99.392,99.467,233.468,95.498,78.656,0.0,95.498,131.605,57.966,95.498,104.211,131.605,81.517,75.654,81.517,75.654,81.517,75.654,95.498,78.919,127.812,57.966,99.467,95.498,99.467,57.966,99.467,95.498,0.0,0.0,81.517,99.467,0.0,57.966,131.605,78.919,57.966,0.0,104.211,78.656,57.966,78.656,57.966
INST0270_N25_N00_P020,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_D020,81.208,114.332,101.428,114.332,64.653,131.605,79.694,87.893,79.42,114.332,182.822,56.35,67.88,131.605,56.35,0.0,101.428,56.35,79.694,0.0,64.653,81.208,64.653,81.208,64.653,81.208,56.35,87.893,116.851,101.428,114.332,56.35,114.332,101.428,114.332,56.35,131.605,131.605,64.653,114.332,131.605,101.428,0.0,87.893,101.428,131.605,79.694,67.88,101.428,67.88,101.428
INST0270_N25_N00_P021,8.817,33.197,22.387,33.197,24.705,78.919,116.493,0.0,21.127,33.197,156.702,31.992,22.322,78.919,31.992,87.893,22.387,31.992,116.493,87.893,24.705,8.817,24.705,8.817,24.705,8.817,31.992,0.0,154.717,22.387,33.197,31.992,33.197,22.387,33.197,31.992,78.919,78.919,24.705,33.197,78.919,22.387,87.893,0.0,22.387,78.919,116.493,22.322,22.387,22.322,22.387
INST0270_N25_N00_D021,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_P022,75.654,99.467,57.966,99.467,81.517,0.0,104.211,78.919,99.392,99.467,233.468,95.498,78.656,0.0,95.498,131.605,57.966,95.498,104.211,131.605,81.517,75.654,81.517,75.654,81.517,75.654,95.498,78.919,127.812,57.966,99.467,95.498,99.467,57.966,99.467,95.498,0.0,0.0,81.517,99.467,0.0,57.966,131.605,78.919,57.966,0.0,104.211,78.656,57.966,78.656,57.966
INST0270_N25_N00_D022,107.703,149.69,114.14,149.69,94.965,104.211,0.0,116.493,122.983,149.69,253.32,99.415,95.867,104.211,99.415,79.694,114.14,99.415,0.0,79.694,94.965,107.703,94.965,107.703,94.965,107.703,99.415,116.493,40.266,114.14,149.69,99.415,149.69,114.14,149.69,99.415,104.211,104.211,94.965,149.69,104.211,114.14,79.694,116.493,114.14,104.211,0.0,95.867,114.14,95.867,114.14
INST0270_N25_N00_P023,14.053,54.669,33.929,54.669,3.413,78.656,95.867,22.322,28.727,54.669,167.44,17.072,0.0,78.656,17.072,67.88,33.929,17.072,95.867,67.88,3.413,14.053,3.413,14.053,3.413,14.053,17.072,22.322,134.948,33.929,54.669,17.072,54.669,33.929,54.669,17.072,78.656,78.656,3.413,54.669,78.656,33.929,67.88,22.322,33.929,78.656,95.867,0.0,33.929,0.0,33.929
INST0270_N25_N00_D023,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
INST0270_N25_N00_P024,14.053,54.669,33.929,54.669,3.413,78.656,95.867,22.322,28.727,54.669,167.44,17.072,0.0,78.656,17.072,67.88,33.929,17.072,95.867,67.88,3.413,14.053,3.413,14.053,3.413,14.053,17.072,22.322,134.948,33.929,54.669,17.072,54.669,33.929,54.669,17.072,78.656,78.656,3.413,54.669,78.656,33.929,67.88,22.322,33.929,78.656,95.867,0.0,33.929,0.0,33.929
INST0270_N25_N00_D024,23.01,43.657,0.0,43.657,37.312,57.966,114.14,22.387,43.511,43.657,175.714,49.306,33.929,57.966,49.306,101.428,0.0,49.306,114.14,101.428,37.312,23.01,37.312,23.01,37.312,23.01,49.306,22.387,149.729,0.0,43.657,49.306,43.657,0.0,43.657,49.306,57.966,57.966,37.312,43.657,57.966,0.0,101.428,22.387,0.0,57.966,114.14,33.929,0.0,33.929,0.0
