,depot,INST0254_N22_S14_P000,INST0254_N22_S14_D000,INST0254_N22_S14_P001,INST0254_N22_S14_D001,INST0254_N22_S14_P002,INST0254_N22_S14_D002,INST0254_N22_S14_P003,INST0254_N22_S14_D003,INST0254_N22_S14_P004,INST0254_N22_S14_D004,INST0254_N22_S14_P005,INST0254_N22_S14_D005,INST0254_N22_S14_P006,INST0254_N22_S14_D006,INST0254_N22_S14_P007,INST0254_N22_S14_D007,INST0254_N22_S14_P008,INST0254_N22_S14_D008,INST0254_N22_S14_P009,INST0254_N22_S14_D009,INST0254_N22_S14_P010,INST0254_N22_S14_D010,INST0254_N22_S14_P011,INST0254_N22_S14_D011,INST0254_N22_S14_P012,INST0254_N22_S14_D012,INST0254_N22_S14_P013,INST0254_N22_S14_D013,INST0254_N22_S14_P014,INST0254_N22_S14_D014,INST0254_N22_S14_P015,INST0254_N22_S14_D015,INST0254_N22_S14_P016,INST0254_N22_S14_D016,INST0254_N22_S14_P017,INST0254_N22_S14_D017,INST0254_N22_S14_P018,INST0254_N22_S14_D018,INST0254_N22_S14_P019,INST0254_N22_S14_D019,INST0254_N22_S14_P020,INST0254_N22_S14_D020,INST0254_N22_S14_P021,INST0254_N22_S14_D021
INST0254_N22_S14_D004,53.679,55.105,87.998,87.998,53.679,87.998,80.067,61.135,126.125,80.067,0.0,80.067,72.248,61.869,55.105,55.105,57.803,61.135,72.248,61.869,87.998,53.679,72.248,53.679,13.307,55.105,13.307,126.125,80.067,0.0,61.869,87.998,61.135,53.679,61.869,53.679,57.803,72.248,13.307,0.0,53.679,13.307,98.41,87.998,13.307
INST0254_N22_S14_P005,39.549,26.348,108.949,108.949,39.549,108.949,0.0,32.455,46.181,0.0,80.067,0.0,30.556,26.3,26.348,26.348,137.848,32.455,30.556,26.3,108.949,39.549,30.556,39.549,92.948,26.348,92.948,46.181,0.0,80.067,26.3,108.949,32.455,39.549,26.3,39.549,137.848,30.556,92.948,80.067,39.549,92.948,177.944,108.949,92.948
INST0254_N22_S14_D005,54.293,23.863,125.848,125.848,54.293,125.848,30.556,51.136,67.228,30.556,72.248,30.556,0.0,44.645,23.863,23.863,127.137,51.136,0.0,44.645,125.848,54.293,0.0,54.293,83.129,23.863,83.129,67.228,30.556,72.248,44.645,125.848,51.136,54.293,44.645,54.293,127.137,0.0,83.129,72.248,54.293,83.129,164.482,125.848,83.129
INST0254_N22_S14_P006,13.324,24.036,83.656,83.656,13.324,83.656,26.3,6.707,67.566,26.3,61.869,26.3,44.645,0.0,24.036,24.036,118.85,6.707,44.645,0.0,83.656,13.324,44.645,13.324,75.176,24.036,75.176,67.566,26.3,61.869,0.0,83.656,6.707,13.324,0.0,13.324,118.85,44.645,75.176,61.869,13.324,75.176,160.028,83.656,75.176
INST0254_N22_S14_D006,31.149,0.0,102.142,102.142,31.149,102.142,26.348,29.68,72.268,26.348,55.105,26.348,23.863,24.036,0.0,0.0,112.533,29.68,23.863,24.036,102.142,31.149,23.863,31.149,67.557,0.0,67.557,72.268,26.348,55.105,24.036,102.142,29.68,31.149,24.036,31.149,112.533,23.863,67.557,55.105,31.149,67.557,152.108,102.142,67.557
INST0254_N22_S14_P007,31.149,0.0,102.142,102.142,31.149,102.142,26.348,29.68,72.268,26.348,55.105,26.348,23.863,24.036,0.0,0.0,112.533,29.68,23.863,24.036,102.142,31.149,23.863,31.149,67.557,0.0,67.557,72.268,26.348,55.105,24.036,102.142,29.68,31.149,24.036,31.149,112.533,23.863,67.557,55.105,31.149,67.557,152.108,102.142,67.557
INST0254_N22_S14_D007,109.068,112.533,114.428,114.428,109.068,114.428,137.848,117.194,183.928,137.848,57.803,137.848,127.137,118.85,112.533,112.533,0.0,117.194,127.137,118.85,114.428,109.068,127.137,109.068,44.98,112.533,44.98,183.928,137.848,57.803,118.85,114.428,117.194,109.068,118.85,109.068,0.0,127.137,44.98,57.803,109.068,44.98,41.594,114.428,44.98
INST0254_N22_S14_P008,8.581,29.68,77.018,77.018,8.581,77.018,32.455,0.0,71.658,32.455,61.135,32.455,51.136,6.707,29.68,29.68,117.194,0.0,51.136,6.707,77.018,8.581,51.136,8.581,74.382,29.68,74.382,71.658,32.455,61.135,6.707,77.018,0.0,8.581,6.707,8.581,117.194,51.136,74.382,61.135,8.581,74.382,158.604,77.018,74.382
INST0254_N22_S14_D008,54.293,23.863,125.848,125.848,54.293,125.848,30.556,51.136,67.228,30.556,72.248,30.556,0.0,44.645,23.863,23.863,127.137,51.136,0.0,44.645,125.848,54.293,0.0,54.293,83.129,23.863,83.129,67.228,30.556,72.248,44.645,125.848,51.136,54.293,44.645,54.293,127.137,0.0,83.129,72.248,54.293,83.129,164.482,125.848,83.129
INST0254_N22_S14_P009,13.324,24.036,83.656,83.656,13.324,83.656,26.3,6.707,67.566,26.3,61.869,26.3,44.645,0.0,24.036,24.036,118.85,6.707,44.645,0.0,83.656,13.324,44.645,13.324,75.176,24.036,75.176,67.566,26.3,61.869,0.0,83.656,6.707,13.324,0.0,13.324,118.85,44.645,75.176,61.869,13.324,75.176,160.028,83.656,75.176
INST0254_N22_S14_D009,71.877,102.142,0.0,0.0,71.877,0.0,108.949,77.018,138.993,108.949,87.998,108.949,125.848,83.656,102.142,102.142,114.428,77.018,125.848,83.656,0.0,71.877,125.848,71.877,94.398,102.142,94.398,138.993,108.949,87.998,83.656,0.0,77.018,71.877,83.656,71.877,114.428,125.848,94.398,87.998,71.877,94.398,151.155,0.0,94.398
INST0254_N22_S14_P010,0.0,31.149,71.877,71.877,0.0,71.877,39.549,8.581,80.145,39.549,53.679,39.549,54.293,13.324,31.149,31.149,109.068,8.581,54.293,13.324,71.877,0.0,54.293,0.0,66.815,31.149,66.815,80.145,39.549,53.679,13.324,71.877,8.581,0.0,13.324,0.0,109.068,54.293,66.815,53.679,0.0,66.815,150.553,71.877,66.815
INST0254_N22_S14_D010,54.293,23.863,125.848,125.848,54.293,125.848,30.556,51.136,67.228,30.556,72.248,30.556,0.0,44.645,23.863,23.863,127.137,51.136,0.0,44.645,125.848,54.293,0.0,54.293,83.129,23.863,83.129,67.228,30.556,72.248,44.645,125.848,51.136,54.293,44.645,54.293,127.137,0.0,83.129,72.248,54.293,83.129,164.482,125.848,83.129
INST0254_N22_S14_P011,0.0,31.149,71.877,71.877,0.0,71.877,39.549,8.581,80.145,39.549,53.679,39.549,54.293,13.324,31.149,31.149,109.068,8.581,54.293,13.324,71.877,0.0,54.293,0.0,66.815,31.149,66.815,80.145,39.549,53.679,13.324,71.877,8.581,0.0,13.324,0.0,109.068,54.293,66.815,53.679,0.0,66.815,150.553,71.877,66.815
INST0254_N22_S14_D011,66.815,67.557,94.398,94.398,66.815,94.398,92.948,74.382,139.086,92.948,13.307,92.948,83.129,75.176,67.557,67.557,44.98,74.382,83.129,75.176,94.398,66.815,83.129,66.815,0.0,67.557,0.0,139.086,92.948,13.307,75.176,94.398,74.382,66.815,75.176,66.815,44.98,83.129,0.0,13.307,66.815,0.0,85.211,94.398,0.0
INST0254_N22_S14_P012,31.149,0.0,102.142,102.142,31.149,102.142,26.348,29.68,72.268,26.348,55.105,26.348,23.863,24.036,0.0,0.0,112.533,29.68,23.863,24.036,102.142,31.149,23.863,31.149,67.557,0.0,67.557,72.268,26.348,55.105,24.036,102.142,29.68,31.149,24.036,31.149,112.533,23.863,67.557,55.105,31.149,67.557,152.108,102.142,67.557
INST0254_N22_S14_D012,66.815,67.557,94.398,94.398,66.815,94.398,92.948,74.382,139.086,92.948,13.307,92.948,83.129,75.176,67.557,67.557,44.98,74.382,83.129,75.176,94.398,66.815,83.129,66.815,0.0,67.557,0.0,139.086,92.948,13.307,75.176,94.398,74.382,66.815,75.176,66.815,44.98,83.129,0.0,13.307,66.815,0.0,85.211,94.398,0.0
INST0254_N22_S14_P013,80.145,72.268,138.993,138.993,80.145,138.993,46.181,71.658,0.0,46.181,126.125,46.181,67.228,67.566,72.268,72.268,183.928,71.658,67.228,67.566,138.993,80.145,67.228,80.145,139.086,72.268,139.086,0.0,46.181,126.125,67.566,138.993,71.658,80.145,67.566,80.145,183.928,67.228,139.086,126.125,80.145,139.086,224.124,138.993,139.086
INST0254_N22_S14_D013,39.549,26.348,108.949,108.949,39.549,108.949,0.0,32.455,46.181,0.0,80.067,0.0,30.556,26.3,26.348,26.348,137.848,32.455,30.556,26.3,108.949,39.549,30.556,39.549,92.948,26.348,92.948,46.181,0.0,80.067,26.3,108.949,32.455,39.549,26.3,39.549,137.848,30.556,92.948,80.067,39.549,92.948,177.944,108.949,92.948
INST0254_N22_S14_P014,53.679,55.105,87.998,87.998,53.679,87.998,80.067,61.135,126.125,80.067,0.0,80.067,72.248,61.869,55.105,55.105,57.803,61.135,72.248,61.869,87.998,53.679,72.248,53.679,13.307,55.105,13.307,126.125,80.067,0.0,61.869,87.998,61.135,53.679,61.869,53.679,57.803,72.248,13.307,0.0,53.679,13.307,98.41,87.998,13.307
INST0254_N22_S14_D014,13.324,24.036,83.656,83.656,13.324,83.656,26.3,6.707,67.566,26.3,61.869,26.3,44.645,0.0,24.036,24.036,118.85,6.707,44.645,0.0,83.656,13.324,44.645,13.324,75.176,24.036,75.176,67.566,26.3,61.869,0.0,83.656,6.707,13.324,0.0,13.324,118.85,44.645,75.176,61.869,13.324,75.176,160.028,83.656,75.176
INST0254_N22_S14_P015,71.877,102.142,0.0,0.0,71.877,0.0,108.949,77.018,138.993,108.949,87.998,108.949,125.848,83.656,102.142,102.142,114.428,77.018,125.848,83.656,0.0,71.877,125.848,71.877,94.398,102.142,94.398,138.993,108.949,87.998,83.656,0.0,77.018,71.877,83.656,71.877,114.428,125.848,94.398,87.998,71.877,94.398,151.155,0.0,94.398
INST0254_N22_S14_D015,8.581,29.68,77.018,77.018,8.581,77.018,32.455,0.0,71.658,32.455,61.135,32.455,51.136,6.707,29.68,29.68,117.194,0.0,51.136,6.707,77.018,8.581,51.136,8.581,74.382,29.68,74.382,71.658,32.455,61.135,6.707,77.018,0.0,8.581,6.707,8.581,117.194,51.136,74.382,61.135,8.581,74.382,158.604,77.018,74.382
INST0254_N22_S14_P016,0.0,31.149,71.877,71.877,0.0,71.877,39.549,8.581,80.145,39.549,53.679,39.549,54.293,13.324,31.149,31.149,109.068,8.581,54.293,13.324,71.877,0.0,54.293,0.0,66.815,31.149,66.815,80.145,39.549,53.679,13.324,71.877,8.581,0.0,13.324,0.0,109.068,54.293,66.815,53.679,0.0,66.815,150.553,71.877,66.815
INST0254_N22_S14_D016,13.324,24.036,83.656,83.656,13.324,83.656,26.3,6.707,67.566,26.3,61.869,26.3,44.645,0.0,24.036,24.036,118.85,6.707,44.645,0.0,83.656,13.324,44.645,13.324,75.176,24.036,75.176,67.566,26.3,61.869,0.0,83.656,6.707,13.324,0.0,13.324,118.85,44.645,75.176,61.869,13.324,75.176,160.028,83.656,75.176
INST0254_N22_S14_P017,0.0,31.149,71.877,71.877,0.0,71.877,39.549,8.581,80.145,39.549,53.679,39.549,54.293,13.324,31.149,31.149,109.068,8.581,54.293,13.324,71.877,0.0,54.293,0.0,66.815,31.149,66.815,80.145,39.549,53.679,13.324,71.877,8.581,0.0,13.324,0.0,109.068,54.293,66.815,53.679,0.0,66.815,150.553,71.877,66.815
INST0254_N22_S14_D017,109.068,112.533,114.428,114.428,109.068,114.428,137.848,117.194,183.928,137.848,57.803,137.848,127.137,118.85,112.533,112.533,0.0,117.194,127.137,118.85,114.428,109.068,127.137,109.068,44.98,112.533,44.98,183.928,137.848,57.803,118.85,114.428,117.194,109.068,118.85,109.068,0.0,127.137,44.98,57.803,109.068,44.98,41.594,114.428,44.98
INST0254_N22_S14_P018,54.293,23.863,125.848,125.848,54.293,125.848,30.556,51.136,67.228,30.556,72.248,30.556,0.0,44.645,23.863,23.863,127.137,51.136,0.0,44.645,125.848,54.293,0.0,54.293,83.129,23.863,83.129,67.228,30.556,72.248,44.645,125.848,51.136,54.293,44.645,54.293,127.137,0.0,83.129,72.248,54.293,83.129,164.482,125.848,83.129
INST0254_N22_S14_D018,66.815,67.557,94.398,94.398,66.815,94.398,92.948,74.382,139.086,92.948,13.307,92.948,83.129,75.176,67.557,67.557,44.98,74.382,83.129,75.176,94.398,66.815,83.129,66.815,0.0,67.557,0.0,139.086,92.948,13.307,75.176,94.398,74.382,66.815,75.176,66.815,44.98,83.129,0.0,13.307,66.815,0.0,85.211,94.398,0.0
INST0254_N22_S14_P019,53.679,55.105,87.998,87.998,53.679,87.998,80.067,61.135,126.125,80.067,0.0,80.067,72.248,61.869,55.105,55.105,57.803,61.135,72.248,61.869,87.998,53.679,72.248,53.679,13.307,55.105,13.307,126.125,80.067,0.0,61.869,87.998,61.135,53.679,61.869,53.679,57.803,72.248,13.307,0.0,53.679,13.307,98.41,87.998,13.307
INST0254_N22_S14_D019,0.0,31.149,71.877,71.877,0.0,71.877,39.549,8.581,80.145,39.549,53.679,39.549,54.293,13.324,31.149,31.149,109.068,8.581,54.293,13.324,71.877,0.0,54.293,0.0,66.815,31.149,66.815,80.145,39.549,53.679,13.324,71.877,8.581,0.0,13.324,0.0,109.068,54.293,66.815,53.679,0.0,66.815,150.553,71.877,66.815
INST0254_N22_S14_P020,66.815,67.557,94.398,94.398,66.815,94.398,92.948,74.382,139.086,92.948,13.307,92.948,83.129,75.176,67.557,67.557,44.98,74.382,83.129,75.176,94.398,66.815,83.129,66.815,0.0,67.557,0.0,139.086,92.948,13.307,75.176,94.398,74.382,66.815,75.176,66.815,44.98,83.129,0.0,13.307,66.815,0.0,85.211,94.398,0.0
INST0254_N22_S14_D020,150.553,152.108,151.155,151.155,150.553,151.155,177.944,158.604,224.124,177.944,98.41,177.944,164.482,160.028,152.108,152.108,41.594,158.604,164.482,160.028,151.155,150.553,164.482,150.553,85.211,152.108,85.211,224.124,177.944,98.41,160.028,151.155,158.604,150.553,160.028,150.553,41.594,164.482,85.211,98.41,150.553,85.211,0.0,151.155,85.211
INST0254_N22_S14_P021,71.877,102.142,0.0,0.0,71.877,0.0,108.949,77.018,138.993,108.949,87.998,108.949,125.848,83.656,102.142,102.142,114.428,77.018,125.848,83.656,0.0,71.877,125.848,71.877,94.398,102.142,94.398,138.993,108.949,87.998,83.656,0.0,77.018,71.877,83.656,71.877,114.428,125.848,94.398,87.998,71.877,94.398,151.155,0.0,94.398
INST0254_N22_S14_D021,66.815,67.557,94.398,94.398,66.815,94.398,92.948,74.382,139.086,92.948,13.307,92.948,83.129,75.176,67.557,67.557,44.98,74.382,83.129,75.176,94.398,66.815,83.129,66.815,0.0,67.557,0.0,139.086,92.948,13.307,75.176,94.398,74.382,66.815,75.176,66.815,44.98,83.129,0.0,13.307,66.815,0.0,85.211,94.398,0.0
