,depot,INST0188_N18_S08_P000,INST0188_N18_S08_D000,INST0188_N18_S08_P001,INST0188_N18_S08_D001,INST0188_N18_S08_P002,INST0188_N18_S08_D002,INST0188_N18_S08_P003,INST0188_N18_S08_D003,INST0188_N18_S08_P004,INST0188_N18_S08_D004,INST0188_N18_S08_P005,INST0188_N18_S08_D005,INST0188_N18_S08_P006,INST0188_N18_S08_D006,INST0188_N18_S08_P007,INST0188_N18_S08_D007,INST0188_N18_S08_P008,INST0188_N18_S08_D008,INST0188_N18_S08_P009,INST0188_N18_S08_D009,INST0188_N18_S08_P010,INST0188_N18_S08_D010,INST0188_N18_S08_P011,INST0188_N18_S08_D011,INST0188_N18_S08_P012,INST0188_N18_S08_D012,INST0188_N18_S08_P013,INST0188_N18_S08_D013,INST0188_N18_S08_P014,INST0188_N18_S08_D014,INST0188_N18_S08_P015,INST0188_N18_S08_D015,INST0188_N18_S08_P016,INST0188_N18_S08_D016,INST0188_N18_S08_P017,INST0188_N18_S08_D017
INST0188_N18_S08_D004,51.136,72.248,23.863,83.129,54.293,0.0,51.136,125.848,30.556,54.293,0.0,125.848,127.137,23.863,54.293,54.293,164.482,125.848,72.248,44.645,23.863,72.248,51.136,23.863,44.645,72.248,67.228,23.863,125.848,44.645,54.293,72.248,127.137,83.129,54.293,0.0,30.556
INST0188_N18_S08_P005,77.018,87.998,102.142,94.398,71.877,125.848,77.018,0.0,108.949,71.877,125.848,0.0,114.428,102.142,71.877,71.877,151.155,0.0,87.998,83.656,102.142,87.998,77.018,102.142,83.656,87.998,138.993,102.142,0.0,83.656,71.877,87.998,114.428,94.398,71.877,125.848,108.949
INST0188_N18_S08_D005,117.194,57.803,112.533,44.98,109.068,127.137,117.194,114.428,137.848,109.068,127.137,114.428,0.0,112.533,109.068,109.068,41.594,114.428,57.803,118.85,112.533,57.803,117.194,112.533,118.85,57.803,183.928,112.533,114.428,118.85,109.068,57.803,0.0,44.98,109.068,127.137,137.848
INST0188_N18_S08_P006,29.68,55.105,0.0,67.557,31.149,23.863,29.68,102.142,26.348,31.149,23.863,102.142,112.533,0.0,31.149,31.149,152.108,102.142,55.105,24.036,0.0,55.105,29.68,0.0,24.036,55.105,72.268,0.0,102.142,24.036,31.149,55.105,112.533,67.557,31.149,23.863,26.348
INST0188_N18_S08_D006,8.581,53.679,31.149,66.815,0.0,54.293,8.581,71.877,39.549,0.0,54.293,71.877,109.068,31.149,0.0,0.0,150.553,71.877,53.679,13.324,31.149,53.679,8.581,31.149,13.324,53.679,80.145,31.149,71.877,13.324,0.0,53.679,109.068,66.815,0.0,54.293,39.549
INST0188_N18_S08_P007,8.581,53.679,31.149,66.815,0.0,54.293,8.581,71.877,39.549,0.0,54.293,71.877,109.068,31.149,0.0,0.0,150.553,71.877,53.679,13.324,31.149,53.679,8.581,31.149,13.324,53.679,80.145,31.149,71.877,13.324,0.0,53.679,109.068,66.815,0.0,54.293,39.549
INST0188_N18_S08_D007,158.604,98.41,152.108,85.211,150.553,164.482,158.604,151.155,177.944,150.553,164.482,151.155,41.594,152.108,150.553,150.553,0.0,151.155,98.41,160.028,152.108,98.41,158.604,152.108,160.028,98.41,224.124,152.108,151.155,160.028,150.553,98.41,41.594,85.211,150.553,164.482,177.944
INST0188_N18_S08_P008,77.018,87.998,102.142,94.398,71.877,125.848,77.018,0.0,108.949,71.877,125.848,0.0,114.428,102.142,71.877,71.877,151.155,0.0,87.998,83.656,102.142,87.998,77.018,102.142,83.656,87.998,138.993,102.142,0.0,83.656,71.877,87.998,114.428,94.398,71.877,125.848,108.949
INST0188_N18_S08_D008,61.135,0.0,55.105,13.307,53.679,72.248,61.135,87.998,80.067,53.679,72.248,87.998,57.803,55.105,53.679,53.679,98.41,87.998,0.0,61.869,55.105,0.0,61.135,55.105,61.869,0.0,126.125,55.105,87.998,61.869,53.679,0.0,57.803,13.307,53.679,72.248,80.067
INST0188_N18_S08_P009,6.707,61.869,24.036,75.176,13.324,44.645,6.707,83.656,26.3,13.324,44.645,83.656,118.85,24.036,13.324,13.324,160.028,83.656,61.869,0.0,24.036,61.869,6.707,24.036,0.0,61.869,67.566,24.036,83.656,0.0,13.324,61.869,118.85,75.176,13.324,44.645,26.3
INST0188_N18_S08_D009,29.68,55.105,0.0,67.557,31.149,23.863,29.68,102.142,26.348,31.149,23.863,102.142,112.533,0.0,31.149,31.149,152.108,102.142,55.105,24.036,0.0,55.105,29.68,0.0,24.036,55.105,72.268,0.0,102.142,24.036,31.149,55.105,112.533,67.557,31.149,23.863,26.348
INST0188_N18_S08_P010,61.135,0.0,55.105,13.307,53.679,72.248,61.135,87.998,80.067,53.679,72.248,87.998,57.803,55.105,53.679,53.679,98.41,87.998,0.0,61.869,55.105,0.0,61.135,55.105,61.869,0.0,126.125,55.105,87.998,61.869,53.679,0.0,57.803,13.307,53.679,72.248,80.067
INST0188_N18_S08_D010,0.0,61.135,29.68,74.382,8.581,51.136,0.0,77.018,32.455,8.581,51.136,77.018,117.194,29.68,8.581,8.581,158.604,77.018,61.135,6.707,29.68,61.135,0.0,29.68,6.707,61.135,71.658,29.68,77.018,6.707,8.581,61.135,117.194,74.382,8.581,51.136,32.455
INST0188_N18_S08_P011,29.68,55.105,0.0,67.557,31.149,23.863,29.68,102.142,26.348,31.149,23.863,102.142,112.533,0.0,31.149,31.149,152.108,102.142,55.105,24.036,0.0,55.105,29.68,0.0,24.036,55.105,72.268,0.0,102.142,24.036,31.149,55.105,112.533,67.557,31.149,23.863,26.348
INST0188_N18_S08_D011,6.707,61.869,24.036,75.176,13.324,44.645,6.707,83.656,26.3,13.324,44.645,83.656,118.85,24.036,13.324,13.324,160.028,83.656,61.869,0.0,24.036,61.869,6.707,24.036,0.0,61.869,67.566,24.036,83.656,0.0,13.324,61.869,118.85,75.176,13.324,44.645,26.3
INST0188_N18_S08_P012,61.135,0.0,55.105,13.307,53.679,72.248,61.135,87.998,80.067,53.679,72.248,87.998,57.803,55.105,53.679,53.679,98.41,87.998,0.0,61.869,55.105,0.0,61.135,55.105,61.869,0.0,126.125,55.105,87.998,61.869,53.679,0.0,57.803,13.307,53.679,72.248,80.067
INST0188_N18_S08_D012,71.658,126.125,72.268,139.086,80.145,67.228,71.658,138.993,46.181,80.145,67.228,138.993,183.928,72.268,80.145,80.145,224.124,138.993,126.125,67.566,72.268,126.125,71.658,72.268,67.566,126.125,0.0,72.268,138.993,67.566,80.145,126.125,183.928,139.086,80.145,67.228,46.181
INST0188_N18_S08_P013,29.68,55.105,0.0,67.557,31.149,23.863,29.68,102.142,26.348,31.149,23.863,102.142,112.533,0.0,31.149,31.149,152.108,102.142,55.105,24.036,0.0,55.105,29.68,0.0,24.036,55.105,72.268,0.0,102.142,24.036,31.149,55.105,112.533,67.557,31.149,23.863,26.348
INST0188_N18_S08_D013,77.018,87.998,102.142,94.398,71.877,125.848,77.018,0.0,108.949,71.877,125.848,0.0,114.428,102.142,71.877,71.877,151.155,0.0,87.998,83.656,102.142,87.998,77.018,102.142,83.656,87.998,138.993,102.142,0.0,83.656,71.877,87.998,114.428,94.398,71.877,125.848,108.949
INST0188_N18_S08_P014,6.707,61.869,24.036,75.176,13.324,44.645,6.707,83.656,26.3,13.324,44.645,83.656,118.85,24.036,13.324,13.324,160.028,83.656,61.869,0.0,24.036,61.869,6.707,24.036,0.0,61.869,67.566,24.036,83.656,0.0,13.324,61.869,118.85,75.176,13.324,44.645,26.3
INST0188_N18_S08_D014,8.581,53.679,31.149,66.815,0.0,54.293,8.581,71.877,39.549,0.0,54.293,71.877,109.068,31.149,0.0,0.0,150.553,71.877,53.679,13.324,31.149,53.679,8.581,31.149,13.324,53.679,80.145,31.149,71.877,13.324,0.0,53.679,109.068,66.815,0.0,54.293,39.549
INST0188_N18_S08_P015,61.135,0.0,55.105,13.307,53.679,72.248,61.135,87.998,80.067,53.679,72.248,87.998,57.803,55.105,53.679,53.679,98.41,87.998,0.0,61.869,55.105,0.0,61.135,55.105,61.869,0.0,126.125,55.105,87.998,61.869,53.679,0.0,57.803,13.307,53.679,72.248,80.067
INST0188_N18_S08_D015,117.194,57.803,112.533,44.98,109.068,127.137,117.194,114.428,137.848,109.068,127.137,114.428,0.0,112.533,109.068,109.068,41.594,114.428,57.803,118.85,112.533,57.803,117.194,112.533,118.85,57.803,183.928,112.533,114.428,118.85,109.068,57.803,0.0,44.98,109.068,127.137,137.848
INST0188_N18_S08_P016,74.382,13.307,67.557,0.0,66.815,83.129,74.382,94.398,92.948,66.815,83.129,94.398,44.98,67.557,66.815,66.815,85.211,94.398,13.307,75.176,67.557,13.307,74.382,67.557,75.176,13.307,139.086,67.557,94.398,75.176,66.815,13.307,44.98,0.0,66.815,83.129,92.948
INST0188_N18_S08_D016,8.581,53.679,31.149,66.815,0.0,54.293,8.581,71.877,39.549,0.0,54.293,71.877,109.068,31.149,0.0,0.0,150.553,71.877,53.679,13.324,31.149,53.679,8.581,31.149,13.324,53.679,80.145,31.149,71.877,13.324,0.0,53.679,109.068,66.815,0.0,54.293,39.549
INST0188_N18_S08_P017,51.136,72.248,23.863,83.129,54.293,0.0,51.136,125.848,30.556,54.293,0.0,125.848,127.137,23.863,54.293,54.293,164.482,125.848,72.248,44.645,23.863,72.248,51.136,23.863,44.645,72.248,67.228,23.863,125.848,44.645,54.293,72.248,127.137,83.129,54.293,0.0,30.556
INST0188_N18_S08_D017,32.455,80.067,26.348,92.948,39.549,30.556,32.455,108.949,0.0,39.549,30.556,108.949,137.848,26.348,39.549,39.549,177.944,108.949,80.067,26.3,26.348,80.067,32.455,26.348,26.3,80.067,46.181,26.348,108.949,26.3,39.549,80.067,137.848,92.948,39.549,30.556,0.0
