,depot,INST0275_N25_S05_P000,INST0275_N25_S05_D000,INST0275_N25_S05_P001,INST0275_N25_S05_D001,INST0275_N25_S05_P002,INST0275_N25_S05_D002,INST0275_N25_S05_P003,INST0275_N25_S05_D003,INST0275_N25_S05_P004,INST0275_N25_S05_D004,INST0275_N25_S05_P005,INST0275_N25_S05_D005,INST0275_N25_S05_P006,INST0275_N25_S05_D006,INST0275_N25_S05_P007,INST0275_N25_S05_D007,INST0275_N25_S05_P008,INST0275_N25_S05_D008,INST0275_N25_S05_P009,INST0275_N25_S05_D009,INST0275_N25_S05_P010,INST0275_N25_S05_D010,INST0275_N25_S05_P011,INST0275_N25_S05_D011,INST0275_N25_S05_P012,INST0275_N25_S05_D012,INST0275_N25_S05_P013,INST0275_N25_S05_D013,INST0275_N25_S05_P014,INST0275_N25_S05_D014,INST0275_N25_S05_P015,INST0275_N25_S05_D015,INST0275_N25_S05_P016,INST0275_N25_S05_D016,INST0275_N25_S05_P017,INST0275_N25_S05_D017,INST0275_N25_S05_P018,INST0275_N25_S05_D018,INST0275_N25_S05_P019,INST0275_N25_S05_D019,INST0275_N25_S05_P020,INST0275_N25_S05_D020,INST0275_N25_S05_P021,INST0275_N25_S05_D021,INST0275_N25_S05_P022,INST0275_N25_S05_D022,INST0275_N25_S05_P023,INST0275_N25_S05_D023,INST0275_N25_S05_P024,INST0275_N25_S05_D024
INST0275_N25_S05_D004,36.46,67.889,24.954,19.488,67.889,54.903,59.003,41.761,0.0,54.903,0.0,24.954,41.761,54.903,67.889,102.776,24.954,102.776,54.903,67.889,36.46,102.776,44.339,24.954,19.488,59.003,19.488,54.903,0.0,59.003,41.761,0.0,41.761,36.46,0.0,67.889,0.0,24.954,67.889,67.889,103.829,19.488,41.761,54.903,41.761,102.776,36.46,59.003,54.903,54.903,44.339
INST0275_N25_S05_P005,21.478,75.908,0.0,21.517,75.908,37.715,65.388,26.505,24.954,37.715,24.954,0.0,26.505,37.715,75.908,88.975,0.0,88.975,37.715,75.908,21.478,88.975,32.298,0.0,21.517,65.388,21.517,37.715,24.954,65.388,26.505,24.954,26.505,21.478,24.954,75.908,24.954,0.0,75.908,75.908,112.576,21.517,26.505,37.715,26.505,88.975,21.478,65.388,37.715,37.715,32.298
INST0275_N25_S05_D005,5.477,60.745,26.505,24.239,60.745,58.521,49.927,0.0,41.761,58.521,41.761,26.505,0.0,58.521,60.745,62.898,26.505,62.898,58.521,60.745,5.477,62.898,7.008,26.505,24.239,49.927,24.239,58.521,41.761,49.927,0.0,41.761,0.0,5.477,41.761,60.745,41.761,26.505,60.745,60.745,95.708,24.239,0.0,58.521,0.0,62.898,5.477,49.927,58.521,58.521,7.008
INST0275_N25_S05_P006,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_D006,61.394,0.0,75.908,55.171,0.0,113.587,10.867,60.745,67.889,113.587,67.889,75.908,60.745,113.587,0.0,77.092,75.908,77.092,113.587,0.0,61.394,77.092,54.565,75.908,55.171,10.867,55.171,113.587,67.889,10.867,60.745,67.889,60.745,61.394,67.889,0.0,67.889,75.908,0.0,0.0,36.733,55.171,60.745,113.587,60.745,77.092,61.394,10.867,113.587,113.587,54.565
INST0275_N25_S05_P007,68.319,77.092,88.975,83.416,77.092,113.511,71.865,62.898,102.776,113.511,102.776,88.975,62.898,113.511,77.092,0.0,88.975,0.0,113.511,77.092,68.319,0.0,58.699,88.975,83.416,71.865,83.416,113.511,102.776,71.865,62.898,102.776,62.898,68.319,102.776,77.092,102.776,88.975,77.092,77.092,93.449,83.416,62.898,113.511,62.898,0.0,68.319,71.865,113.511,113.511,58.699
INST0275_N25_S05_D007,21.478,75.908,0.0,21.517,75.908,37.715,65.388,26.505,24.954,37.715,24.954,0.0,26.505,37.715,75.908,88.975,0.0,88.975,37.715,75.908,21.478,88.975,32.298,0.0,21.517,65.388,21.517,37.715,24.954,65.388,26.505,24.954,26.505,21.478,24.954,75.908,24.954,0.0,75.908,75.908,112.576,21.517,26.505,37.715,26.505,88.975,21.478,65.388,37.715,37.715,32.298
INST0275_N25_S05_P008,68.319,77.092,88.975,83.416,77.092,113.511,71.865,62.898,102.776,113.511,102.776,88.975,62.898,113.511,77.092,0.0,88.975,0.0,113.511,77.092,68.319,0.0,58.699,88.975,83.416,71.865,83.416,113.511,102.776,71.865,62.898,102.776,62.898,68.319,102.776,77.092,102.776,88.975,77.092,77.092,93.449,83.416,62.898,113.511,62.898,0.0,68.319,71.865,113.511,113.511,58.699
INST0275_N25_S05_D008,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_P009,61.394,0.0,75.908,55.171,0.0,113.587,10.867,60.745,67.889,113.587,67.889,75.908,60.745,113.587,0.0,77.092,75.908,77.092,113.587,0.0,61.394,77.092,54.565,75.908,55.171,10.867,55.171,113.587,67.889,10.867,60.745,67.889,60.745,61.394,67.889,0.0,67.889,75.908,0.0,0.0,36.733,55.171,60.745,113.587,60.745,77.092,61.394,10.867,113.587,113.587,54.565
INST0275_N25_S05_D009,0.0,61.394,21.478,19.629,61.394,55.179,50.526,5.477,36.46,55.179,36.46,21.478,5.477,55.179,61.394,68.319,21.478,68.319,55.179,61.394,0.0,68.319,10.881,21.478,19.629,50.526,19.629,55.179,36.46,50.526,5.477,36.46,5.477,0.0,36.46,61.394,36.46,21.478,61.394,61.394,97.061,19.629,5.477,55.179,5.477,68.319,0.0,50.526,55.179,55.179,10.881
INST0275_N25_S05_P010,68.319,77.092,88.975,83.416,77.092,113.511,71.865,62.898,102.776,113.511,102.776,88.975,62.898,113.511,77.092,0.0,88.975,0.0,113.511,77.092,68.319,0.0,58.699,88.975,83.416,71.865,83.416,113.511,102.776,71.865,62.898,102.776,62.898,68.319,102.776,77.092,102.776,88.975,77.092,77.092,93.449,83.416,62.898,113.511,62.898,0.0,68.319,71.865,113.511,113.511,58.699
INST0275_N25_S05_D010,10.881,54.565,32.298,25.439,54.565,65.452,43.838,7.008,44.339,65.452,44.339,32.298,7.008,65.452,54.565,58.699,32.298,58.699,65.452,54.565,10.881,58.699,0.0,32.298,25.439,43.838,25.439,65.452,44.339,43.838,7.008,44.339,7.008,10.881,44.339,54.565,44.339,32.298,54.565,54.565,89.072,25.439,7.008,65.452,7.008,58.699,10.881,43.838,65.452,65.452,0.0
INST0275_N25_S05_P011,21.478,75.908,0.0,21.517,75.908,37.715,65.388,26.505,24.954,37.715,24.954,0.0,26.505,37.715,75.908,88.975,0.0,88.975,37.715,75.908,21.478,88.975,32.298,0.0,21.517,65.388,21.517,37.715,24.954,65.388,26.505,24.954,26.505,21.478,24.954,75.908,24.954,0.0,75.908,75.908,112.576,21.517,26.505,37.715,26.505,88.975,21.478,65.388,37.715,37.715,32.298
INST0275_N25_S05_D011,19.629,55.171,21.517,0.0,55.171,59.019,45.002,24.239,19.488,59.019,19.488,21.517,24.239,59.019,55.171,83.416,21.517,83.416,59.019,55.171,19.629,83.416,25.439,21.517,0.0,45.002,0.0,59.019,19.488,45.002,24.239,19.488,24.239,19.629,19.488,55.171,19.488,21.517,55.171,55.171,91.902,0.0,24.239,59.019,24.239,83.416,19.629,45.002,59.019,59.019,25.439
INST0275_N25_S05_P012,50.526,10.867,65.388,45.002,10.867,103.002,0.0,49.927,59.003,103.002,59.003,65.388,49.927,103.002,10.867,71.865,65.388,71.865,103.002,10.867,50.526,71.865,43.838,65.388,45.002,0.0,45.002,103.002,59.003,0.0,49.927,59.003,49.927,50.526,59.003,10.867,59.003,65.388,10.867,10.867,47.206,45.002,49.927,103.002,49.927,71.865,50.526,0.0,103.002,103.002,43.838
INST0275_N25_S05_D012,19.629,55.171,21.517,0.0,55.171,59.019,45.002,24.239,19.488,59.019,19.488,21.517,24.239,59.019,55.171,83.416,21.517,83.416,59.019,55.171,19.629,83.416,25.439,21.517,0.0,45.002,0.0,59.019,19.488,45.002,24.239,19.488,24.239,19.629,19.488,55.171,19.488,21.517,55.171,55.171,91.902,0.0,24.239,59.019,24.239,83.416,19.629,45.002,59.019,59.019,25.439
INST0275_N25_S05_P013,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_D013,36.46,67.889,24.954,19.488,67.889,54.903,59.003,41.761,0.0,54.903,0.0,24.954,41.761,54.903,67.889,102.776,24.954,102.776,54.903,67.889,36.46,102.776,44.339,24.954,19.488,59.003,19.488,54.903,0.0,59.003,41.761,0.0,41.761,36.46,0.0,67.889,0.0,24.954,67.889,67.889,103.829,19.488,41.761,54.903,41.761,102.776,36.46,59.003,54.903,54.903,44.339
INST0275_N25_S05_P014,50.526,10.867,65.388,45.002,10.867,103.002,0.0,49.927,59.003,103.002,59.003,65.388,49.927,103.002,10.867,71.865,65.388,71.865,103.002,10.867,50.526,71.865,43.838,65.388,45.002,0.0,45.002,103.002,59.003,0.0,49.927,59.003,49.927,50.526,59.003,10.867,59.003,65.388,10.867,10.867,47.206,45.002,49.927,103.002,49.927,71.865,50.526,0.0,103.002,103.002,43.838
INST0275_N25_S05_D014,5.477,60.745,26.505,24.239,60.745,58.521,49.927,0.0,41.761,58.521,41.761,26.505,0.0,58.521,60.745,62.898,26.505,62.898,58.521,60.745,5.477,62.898,7.008,26.505,24.239,49.927,24.239,58.521,41.761,49.927,0.0,41.761,0.0,5.477,41.761,60.745,41.761,26.505,60.745,60.745,95.708,24.239,0.0,58.521,0.0,62.898,5.477,49.927,58.521,58.521,7.008
INST0275_N25_S05_P015,36.46,67.889,24.954,19.488,67.889,54.903,59.003,41.761,0.0,54.903,0.0,24.954,41.761,54.903,67.889,102.776,24.954,102.776,54.903,67.889,36.46,102.776,44.339,24.954,19.488,59.003,19.488,54.903,0.0,59.003,41.761,0.0,41.761,36.46,0.0,67.889,0.0,24.954,67.889,67.889,103.829,19.488,41.761,54.903,41.761,102.776,36.46,59.003,54.903,54.903,44.339
INST0275_N25_S05_D015,5.477,60.745,26.505,24.239,60.745,58.521,49.927,0.0,41.761,58.521,41.761,26.505,0.0,58.521,60.745,62.898,26.505,62.898,58.521,60.745,5.477,62.898,7.008,26.505,24.239,49.927,24.239,58.521,41.761,49.927,0.0,41.761,0.0,5.477,41.761,60.745,41.761,26.505,60.745,60.745,95.708,24.239,0.0,58.521,0.0,62.898,5.477,49.927,58.521,58.521,7.008
INST0275_N25_S05_P016,0.0,61.394,21.478,19.629,61.394,55.179,50.526,5.477,36.46,55.179,36.46,21.478,5.477,55.179,61.394,68.319,21.478,68.319,55.179,61.394,0.0,68.319,10.881,21.478,19.629,50.526,19.629,55.179,36.46,50.526,5.477,36.46,5.477,0.0,36.46,61.394,36.46,21.478,61.394,61.394,97.061,19.629,5.477,55.179,5.477,68.319,0.0,50.526,55.179,55.179,10.881
INST0275_N25_S05_D016,36.46,67.889,24.954,19.488,67.889,54.903,59.003,41.761,0.0,54.903,0.0,24.954,41.761,54.903,67.889,102.776,24.954,102.776,54.903,67.889,36.46,102.776,44.339,24.954,19.488,59.003,19.488,54.903,0.0,59.003,41.761,0.0,41.761,36.46,0.0,67.889,0.0,24.954,67.889,67.889,103.829,19.488,41.761,54.903,41.761,102.776,36.46,59.003,54.903,54.903,44.339
INST0275_N25_S05_P017,61.394,0.0,75.908,55.171,0.0,113.587,10.867,60.745,67.889,113.587,67.889,75.908,60.745,113.587,0.0,77.092,75.908,77.092,113.587,0.0,61.394,77.092,54.565,75.908,55.171,10.867,55.171,113.587,67.889,10.867,60.745,67.889,60.745,61.394,67.889,0.0,67.889,75.908,0.0,0.0,36.733,55.171,60.745,113.587,60.745,77.092,61.394,10.867,113.587,113.587,54.565
INST0275_N25_S05_D017,36.46,67.889,24.954,19.488,67.889,54.903,59.003,41.761,0.0,54.903,0.0,24.954,41.761,54.903,67.889,102.776,24.954,102.776,54.903,67.889,36.46,102.776,44.339,24.954,19.488,59.003,19.488,54.903,0.0,59.003,41.761,0.0,41.761,36.46,0.0,67.889,0.0,24.954,67.889,67.889,103.829,19.488,41.761,54.903,41.761,102.776,36.46,59.003,54.903,54.903,44.339
INST0275_N25_S05_P018,21.478,75.908,0.0,21.517,75.908,37.715,65.388,26.505,24.954,37.715,24.954,0.0,26.505,37.715,75.908,88.975,0.0,88.975,37.715,75.908,21.478,88.975,32.298,0.0,21.517,65.388,21.517,37.715,24.954,65.388,26.505,24.954,26.505,21.478,24.954,75.908,24.954,0.0,75.908,75.908,112.576,21.517,26.505,37.715,26.505,88.975,21.478,65.388,37.715,37.715,32.298
INST0275_N25_S05_D018,61.394,0.0,75.908,55.171,0.0,113.587,10.867,60.745,67.889,113.587,67.889,75.908,60.745,113.587,0.0,77.092,75.908,77.092,113.587,0.0,61.394,77.092,54.565,75.908,55.171,10.867,55.171,113.587,67.889,10.867,60.745,67.889,60.745,61.394,67.889,0.0,67.889,75.908,0.0,0.0,36.733,55.171,60.745,113.587,60.745,77.092,61.394,10.867,113.587,113.587,54.565
INST0275_N25_S05_P019,61.394,0.0,75.908,55.171,0.0,113.587,10.867,60.745,67.889,113.587,67.889,75.908,60.745,113.587,0.0,77.092,75.908,77.092,113.587,0.0,61.394,77.092,54.565,75.908,55.171,10.867,55.171,113.587,67.889,10.867,60.745,67.889,60.745,61.394,67.889,0.0,67.889,75.908,0.0,0.0,36.733,55.171,60.745,113.587,60.745,77.092,61.394,10.867,113.587,113.587,54.565
INST0275_N25_S05_D019,97.061,36.733,112.576,91.902,36.733,150.208,47.206,95.708,103.829,150.208,103.829,112.576,95.708,150.208,36.733,93.449,112.576,93.449,150.208,36.733,97.061,93.449,89.072,112.576,91.902,47.206,91.902,150.208,103.829,47.206,95.708,103.829,95.708,97.061,103.829,36.733,103.829,112.576,36.733,36.733,0.0,91.902,95.708,150.208,95.708,93.449,97.061,47.206,150.208,150.208,89.072
INST0275_N25_S05_P020,19.629,55.171,21.517,0.0,55.171,59.019,45.002,24.239,19.488,59.019,19.488,21.517,24.239,59.019,55.171,83.416,21.517,83.416,59.019,55.171,19.629,83.416,25.439,21.517,0.0,45.002,0.0,59.019,19.488,45.002,24.239,19.488,24.239,19.629,19.488,55.171,19.488,21.517,55.171,55.171,91.902,0.0,24.239,59.019,24.239,83.416,19.629,45.002,59.019,59.019,25.439
INST0275_N25_S05_D020,5.477,60.745,26.505,24.239,60.745,58.521,49.927,0.0,41.761,58.521,41.761,26.505,0.0,58.521,60.745,62.898,26.505,62.898,58.521,60.745,5.477,62.898,7.008,26.505,24.239,49.927,24.239,58.521,41.761,49.927,0.0,41.761,0.0,5.477,41.761,60.745,41.761,26.505,60.745,60.745,95.708,24.239,0.0,58.521,0.0,62.898,5.477,49.927,58.521,58.521,7.008
INST0275_N25_S05_P021,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_D021,5.477,60.745,26.505,24.239,60.745,58.521,49.927,0.0,41.761,58.521,41.761,26.505,0.0,58.521,60.745,62.898,26.505,62.898,58.521,60.745,5.477,62.898,7.008,26.505,24.239,49.927,24.239,58.521,41.761,49.927,0.0,41.761,0.0,5.477,41.761,60.745,41.761,26.505,60.745,60.745,95.708,24.239,0.0,58.521,0.0,62.898,5.477,49.927,58.521,58.521,7.008
INST0275_N25_S05_P022,68.319,77.092,88.975,83.416,77.092,113.511,71.865,62.898,102.776,113.511,102.776,88.975,62.898,113.511,77.092,0.0,88.975,0.0,113.511,77.092,68.319,0.0,58.699,88.975,83.416,71.865,83.416,113.511,102.776,71.865,62.898,102.776,62.898,68.319,102.776,77.092,102.776,88.975,77.092,77.092,93.449,83.416,62.898,113.511,62.898,0.0,68.319,71.865,113.511,113.511,58.699
INST0275_N25_S05_D022,0.0,61.394,21.478,19.629,61.394,55.179,50.526,5.477,36.46,55.179,36.46,21.478,5.477,55.179,61.394,68.319,21.478,68.319,55.179,61.394,0.0,68.319,10.881,21.478,19.629,50.526,19.629,55.179,36.46,50.526,5.477,36.46,5.477,0.0,36.46,61.394,36.46,21.478,61.394,61.394,97.061,19.629,5.477,55.179,5.477,68.319,0.0,50.526,55.179,55.179,10.881
INST0275_N25_S05_P023,50.526,10.867,65.388,45.002,10.867,103.002,0.0,49.927,59.003,103.002,59.003,65.388,49.927,103.002,10.867,71.865,65.388,71.865,103.002,10.867,50.526,71.865,43.838,65.388,45.002,0.0,45.002,103.002,59.003,0.0,49.927,59.003,49.927,50.526,59.003,10.867,59.003,65.388,10.867,10.867,47.206,45.002,49.927,103.002,49.927,71.865,50.526,0.0,103.002,103.002,43.838
INST0275_N25_S05_D023,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_P024,55.179,113.587,37.715,59.019,113.587,0.0,103.002,58.521,54.903,0.0,54.903,37.715,58.521,0.0,113.587,113.511,37.715,113.511,0.0,113.587,55.179,113.511,65.452,37.715,59.019,103.002,59.019,0.0,54.903,103.002,58.521,54.903,58.521,55.179,54.903,113.587,54.903,37.715,113.587,113.587,150.208,59.019,58.521,0.0,58.521,113.511,55.179,103.002,0.0,0.0,65.452
INST0275_N25_S05_D024,10.881,54.565,32.298,25.439,54.565,65.452,43.838,7.008,44.339,65.452,44.339,32.298,7.008,65.452,54.565,58.699,32.298,58.699,65.452,54.565,10.881,58.699,0.0,32.298,25.439,43.838,25.439,65.452,44.339,43.838,7.008,44.339,7.008,10.881,44.339,54.565,44.339,32.298,54.565,54.565,89.072,25.439,7.008,65.452,7.008,58.699,10.881,43.838,65.452,65.452,0.0
