,depot,INST0249_N22_N09_P000,INST0249_N22_N09_D000,INST0249_N22_N09_P001,INST0249_N22_N09_D001,INST0249_N22_N09_P002,INST0249_N22_N09_D002,INST0249_N22_N09_P003,INST0249_N22_N09_D003,INST0249_N22_N09_P004,INST0249_N22_N09_D004,INST0249_N22_N09_P005,INST0249_N22_N09_D005,INST0249_N22_N09_P006,INST0249_N22_N09_D006,INST0249_N22_N09_P007,INST0249_N22_N09_D007,INST0249_N22_N09_P008,INST0249_N22_N09_D008,INST0249_N22_N09_P009,INST0249_N22_N09_D009,INST0249_N22_N09_P010,INST0249_N22_N09_D010,INST0249_N22_N09_P011,INST0249_N22_N09_D011,INST0249_N22_N09_P012,INST0249_N22_N09_D012,INST0249_N22_N09_P013,INST0249_N22_N09_D013,INST0249_N22_N09_P014,INST0249_N22_N09_D014,INST0249_N22_N09_P015,INST0249_N22_N09_D015,INST0249_N22_N09_P016,INST0249_N22_N09_D016,INST0249_N22_N09_P017,INST0249_N22_N09_D017,INST0249_N22_N09_P018,INST0249_N22_N09_D018,INST0249_N22_N09_P019,INST0249_N22_N09_D019,INST0249_N22_N09_P020,INST0249_N22_N09_D020,INST0249_N22_N09_P021,INST0249_N22_N09_D021
INST0249_N22_N09_D004,35.041,43.511,25.326,25.326,79.42,43.511,122.983,28.595,25.326,21.127,0.0,0.0,21.127,43.511,99.392,24.088,28.595,24.088,43.511,0.0,122.983,0.0,35.041,21.127,25.326,28.727,99.392,0.0,28.595,43.511,99.392,21.127,153.452,21.127,28.727,28.595,162.63,21.127,139.347,28.595,21.127,28.727,35.041,21.127,79.42
INST0249_N22_N09_P005,35.041,43.511,25.326,25.326,79.42,43.511,122.983,28.595,25.326,21.127,0.0,0.0,21.127,43.511,99.392,24.088,28.595,24.088,43.511,0.0,122.983,0.0,35.041,21.127,25.326,28.727,99.392,0.0,28.595,43.511,99.392,21.127,153.452,21.127,28.727,28.595,162.63,21.127,139.347,28.595,21.127,28.727,35.041,21.127,79.42
INST0249_N22_N09_D005,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_P006,43.657,0.0,49.306,49.306,101.428,0.0,114.14,37.312,49.306,22.387,43.511,43.511,22.387,0.0,57.966,23.01,37.312,23.01,0.0,43.511,114.14,43.511,43.657,22.387,49.306,33.929,57.966,43.511,37.312,0.0,57.966,22.387,160.581,22.387,33.929,37.312,149.729,22.387,175.714,37.312,22.387,33.929,43.657,22.387,101.428
INST0249_N22_N09_D006,99.467,57.966,95.498,95.498,131.605,57.966,104.211,81.517,95.498,78.919,99.392,99.392,78.919,57.966,0.0,75.654,81.517,75.654,57.966,99.392,104.211,99.392,99.467,78.919,95.498,78.656,0.0,99.392,81.517,57.966,0.0,78.919,203.198,78.919,78.656,81.517,127.812,78.919,233.468,81.517,78.919,78.656,99.467,78.919,131.605
INST0249_N22_N09_P007,41.993,23.01,26.694,26.694,81.208,23.01,107.703,16.848,26.694,8.817,24.088,24.088,8.817,23.01,75.654,0.0,16.848,0.0,23.01,24.088,107.703,24.088,41.993,8.817,26.694,14.053,75.654,24.088,16.848,23.01,75.654,8.817,164.529,8.817,14.053,16.848,146.035,8.817,162.641,16.848,8.817,14.053,41.993,8.817,81.208
INST0249_N22_N09_D007,56.4,37.312,14.003,14.003,64.653,37.312,94.965,0.0,14.003,24.705,28.595,28.595,24.705,37.312,81.517,16.848,0.0,16.848,37.312,28.595,94.965,28.595,56.4,24.705,14.003,3.413,81.517,28.595,0.0,37.312,81.517,24.705,178.677,24.705,3.413,0.0,134.313,24.705,166.496,0.0,24.705,3.413,56.4,24.705,64.653
INST0249_N22_N09_P008,41.993,23.01,26.694,26.694,81.208,23.01,107.703,16.848,26.694,8.817,24.088,24.088,8.817,23.01,75.654,0.0,16.848,0.0,23.01,24.088,107.703,24.088,41.993,8.817,26.694,14.053,75.654,24.088,16.848,23.01,75.654,8.817,164.529,8.817,14.053,16.848,146.035,8.817,162.641,16.848,8.817,14.053,41.993,8.817,81.208
INST0249_N22_N09_D008,43.657,0.0,49.306,49.306,101.428,0.0,114.14,37.312,49.306,22.387,43.511,43.511,22.387,0.0,57.966,23.01,37.312,23.01,0.0,43.511,114.14,43.511,43.657,22.387,49.306,33.929,57.966,43.511,37.312,0.0,57.966,22.387,160.581,22.387,33.929,37.312,149.729,22.387,175.714,37.312,22.387,33.929,43.657,22.387,101.428
INST0249_N22_N09_P009,35.041,43.511,25.326,25.326,79.42,43.511,122.983,28.595,25.326,21.127,0.0,0.0,21.127,43.511,99.392,24.088,28.595,24.088,43.511,0.0,122.983,0.0,35.041,21.127,25.326,28.727,99.392,0.0,28.595,43.511,99.392,21.127,153.452,21.127,28.727,28.595,162.63,21.127,139.347,28.595,21.127,28.727,35.041,21.127,79.42
INST0249_N22_N09_D009,149.69,114.14,99.415,99.415,79.694,114.14,0.0,94.965,99.415,116.493,122.983,122.983,116.493,114.14,104.211,107.703,94.965,107.703,114.14,122.983,0.0,122.983,149.69,116.493,99.415,95.867,104.211,122.983,94.965,114.14,104.211,116.493,272.117,116.493,95.867,94.965,40.266,116.493,253.32,94.965,116.493,95.867,149.69,116.493,79.694
INST0249_N22_N09_P010,35.041,43.511,25.326,25.326,79.42,43.511,122.983,28.595,25.326,21.127,0.0,0.0,21.127,43.511,99.392,24.088,28.595,24.088,43.511,0.0,122.983,0.0,35.041,21.127,25.326,28.727,99.392,0.0,28.595,43.511,99.392,21.127,153.452,21.127,28.727,28.595,162.63,21.127,139.347,28.595,21.127,28.727,35.041,21.127,79.42
INST0249_N22_N09_D010,0.0,43.657,58.839,58.839,114.332,43.657,149.69,56.4,58.839,33.197,35.041,35.041,33.197,43.657,99.467,41.993,56.4,41.993,43.657,35.041,149.69,35.041,0.0,33.197,58.839,54.669,99.467,35.041,56.4,43.657,99.467,33.197,122.582,33.197,54.669,56.4,187.802,33.197,134.941,56.4,33.197,54.669,0.0,33.197,114.332
INST0249_N22_N09_P011,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_D011,58.839,49.306,0.0,0.0,56.35,49.306,99.415,14.003,0.0,31.992,25.326,25.326,31.992,49.306,95.498,26.694,14.003,26.694,49.306,25.326,99.415,25.326,58.839,31.992,0.0,17.072,95.498,25.326,14.003,49.306,95.498,31.992,178.773,31.992,17.072,14.003,139.481,31.992,157.017,14.003,31.992,17.072,58.839,31.992,56.35
INST0249_N22_N09_P012,54.669,33.929,17.072,17.072,67.88,33.929,95.867,3.413,17.072,22.322,28.727,28.727,22.322,33.929,78.656,14.053,3.413,14.053,33.929,28.727,95.867,28.727,54.669,22.322,17.072,0.0,78.656,28.727,3.413,33.929,78.656,22.322,177.15,22.322,0.0,3.413,134.948,22.322,167.44,3.413,22.322,0.0,54.669,22.322,67.88
INST0249_N22_N09_D012,99.467,57.966,95.498,95.498,131.605,57.966,104.211,81.517,95.498,78.919,99.392,99.392,78.919,57.966,0.0,75.654,81.517,75.654,57.966,99.392,104.211,99.392,99.467,78.919,95.498,78.656,0.0,99.392,81.517,57.966,0.0,78.919,203.198,78.919,78.656,81.517,127.812,78.919,233.468,81.517,78.919,78.656,99.467,78.919,131.605
INST0249_N22_N09_P013,35.041,43.511,25.326,25.326,79.42,43.511,122.983,28.595,25.326,21.127,0.0,0.0,21.127,43.511,99.392,24.088,28.595,24.088,43.511,0.0,122.983,0.0,35.041,21.127,25.326,28.727,99.392,0.0,28.595,43.511,99.392,21.127,153.452,21.127,28.727,28.595,162.63,21.127,139.347,28.595,21.127,28.727,35.041,21.127,79.42
INST0249_N22_N09_D013,56.4,37.312,14.003,14.003,64.653,37.312,94.965,0.0,14.003,24.705,28.595,28.595,24.705,37.312,81.517,16.848,0.0,16.848,37.312,28.595,94.965,28.595,56.4,24.705,14.003,3.413,81.517,28.595,0.0,37.312,81.517,24.705,178.677,24.705,3.413,0.0,134.313,24.705,166.496,0.0,24.705,3.413,56.4,24.705,64.653
INST0249_N22_N09_P014,43.657,0.0,49.306,49.306,101.428,0.0,114.14,37.312,49.306,22.387,43.511,43.511,22.387,0.0,57.966,23.01,37.312,23.01,0.0,43.511,114.14,43.511,43.657,22.387,49.306,33.929,57.966,43.511,37.312,0.0,57.966,22.387,160.581,22.387,33.929,37.312,149.729,22.387,175.714,37.312,22.387,33.929,43.657,22.387,101.428
INST0249_N22_N09_D014,99.467,57.966,95.498,95.498,131.605,57.966,104.211,81.517,95.498,78.919,99.392,99.392,78.919,57.966,0.0,75.654,81.517,75.654,57.966,99.392,104.211,99.392,99.467,78.919,95.498,78.656,0.0,99.392,81.517,57.966,0.0,78.919,203.198,78.919,78.656,81.517,127.812,78.919,233.468,81.517,78.919,78.656,99.467,78.919,131.605
INST0249_N22_N09_P015,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_D015,122.582,160.581,178.773,178.773,229.986,160.581,272.117,178.677,178.773,155.714,153.452,153.452,155.714,160.581,203.198,164.529,178.677,164.529,160.581,153.452,272.117,153.452,122.582,155.714,178.773,177.15,203.198,153.452,178.677,160.581,203.198,155.714,0.0,155.714,177.15,178.677,309.6,155.714,125.74,178.677,155.714,177.15,122.582,155.714,229.986
INST0249_N22_N09_P016,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_D016,54.669,33.929,17.072,17.072,67.88,33.929,95.867,3.413,17.072,22.322,28.727,28.727,22.322,33.929,78.656,14.053,3.413,14.053,33.929,28.727,95.867,28.727,54.669,22.322,17.072,0.0,78.656,28.727,3.413,33.929,78.656,22.322,177.15,22.322,0.0,3.413,134.948,22.322,167.44,3.413,22.322,0.0,54.669,22.322,67.88
INST0249_N22_N09_P017,56.4,37.312,14.003,14.003,64.653,37.312,94.965,0.0,14.003,24.705,28.595,28.595,24.705,37.312,81.517,16.848,0.0,16.848,37.312,28.595,94.965,28.595,56.4,24.705,14.003,3.413,81.517,28.595,0.0,37.312,81.517,24.705,178.677,24.705,3.413,0.0,134.313,24.705,166.496,0.0,24.705,3.413,56.4,24.705,64.653
INST0249_N22_N09_D017,187.802,149.729,139.481,139.481,116.851,149.729,40.266,134.313,139.481,154.717,162.63,162.63,154.717,149.729,127.812,146.035,134.313,146.035,149.729,162.63,40.266,162.63,187.802,154.717,139.481,134.948,127.812,162.63,134.313,149.729,127.812,154.717,309.6,154.717,134.948,134.313,0.0,154.717,293.481,134.313,154.717,134.948,187.802,154.717,116.851
INST0249_N22_N09_P018,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_D018,134.941,175.714,157.017,157.017,182.822,175.714,253.32,166.496,157.017,156.702,139.347,139.347,156.702,175.714,233.468,162.641,166.496,162.641,175.714,139.347,253.32,139.347,134.941,156.702,157.017,167.44,233.468,139.347,166.496,175.714,233.468,156.702,125.74,156.702,167.44,166.496,293.481,156.702,0.0,166.496,156.702,167.44,134.941,156.702,182.822
INST0249_N22_N09_P019,56.4,37.312,14.003,14.003,64.653,37.312,94.965,0.0,14.003,24.705,28.595,28.595,24.705,37.312,81.517,16.848,0.0,16.848,37.312,28.595,94.965,28.595,56.4,24.705,14.003,3.413,81.517,28.595,0.0,37.312,81.517,24.705,178.677,24.705,3.413,0.0,134.313,24.705,166.496,0.0,24.705,3.413,56.4,24.705,64.653
INST0249_N22_N09_D019,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_P020,54.669,33.929,17.072,17.072,67.88,33.929,95.867,3.413,17.072,22.322,28.727,28.727,22.322,33.929,78.656,14.053,3.413,14.053,33.929,28.727,95.867,28.727,54.669,22.322,17.072,0.0,78.656,28.727,3.413,33.929,78.656,22.322,177.15,22.322,0.0,3.413,134.948,22.322,167.44,3.413,22.322,0.0,54.669,22.322,67.88
INST0249_N22_N09_D020,0.0,43.657,58.839,58.839,114.332,43.657,149.69,56.4,58.839,33.197,35.041,35.041,33.197,43.657,99.467,41.993,56.4,41.993,43.657,35.041,149.69,35.041,0.0,33.197,58.839,54.669,99.467,35.041,56.4,43.657,99.467,33.197,122.582,33.197,54.669,56.4,187.802,33.197,134.941,56.4,33.197,54.669,0.0,33.197,114.332
INST0249_N22_N09_P021,33.197,22.387,31.992,31.992,87.893,22.387,116.493,24.705,31.992,0.0,21.127,21.127,0.0,22.387,78.919,8.817,24.705,8.817,22.387,21.127,116.493,21.127,33.197,0.0,31.992,22.322,78.919,21.127,24.705,22.387,78.919,0.0,155.714,0.0,22.322,24.705,154.717,0.0,156.702,24.705,0.0,22.322,33.197,0.0,87.893
INST0249_N22_N09_D021,114.332,101.428,56.35,56.35,0.0,101.428,79.694,64.653,56.35,87.893,79.42,79.42,87.893,101.428,131.605,81.208,64.653,81.208,101.428,79.42,79.694,79.42,114.332,87.893,56.35,67.88,131.605,79.42,64.653,101.428,131.605,87.893,229.986,87.893,67.88,64.653,116.851,87.893,182.822,64.653,87.893,67.88,114.332,87.893,0.0
