,depot,INST0187_N18_W07_P000,INST0187_N18_W07_D000,INST0187_N18_W07_P001,INST0187_N18_W07_D001,INST0187_N18_W07_P002,INST0187_N18_W07_D002,INST0187_N18_W07_P003,INST0187_N18_W07_D003,INST0187_N18_W07_P004,INST0187_N18_W07_D004,INST0187_N18_W07_P005,INST0187_N18_W07_D005,INST0187_N18_W07_P006,INST0187_N18_W07_D006,INST0187_N18_W07_P007,INST0187_N18_W07_D007,INST0187_N18_W07_P008,INST0187_N18_W07_D008,INST0187_N18_W07_P009,INST0187_N18_W07_D009,INST0187_N18_W07_P010,INST0187_N18_W07_D010,INST0187_N18_W07_P011,INST0187_N18_W07_D011,INST0187_N18_W07_P012,INST0187_N18_W07_D012,INST0187_N18_W07_P013,INST0187_N18_W07_D013,INST0187_N18_W07_P014,INST0187_N18_W07_D014,INST0187_N18_W07_P015,INST0187_N18_W07_D015,INST0187_N18_W07_P016,INST0187_N18_W07_D016,INST0187_N18_W07_P017,INST0187_N18_W07_D017
INST0187_N18_W07_D004,77.687,84.648,67.612,67.612,94.929,61.567,70.587,49.056,66.284,84.648,0.0,86.82,77.687,86.82,66.284,86.82,61.567,24.909,86.82,77.687,67.612,70.587,67.612,70.587,61.567,0.0,94.929,77.687,86.82,0.0,61.567,77.687,94.929,49.056,67.612,84.648,24.909
INST0187_N18_W07_P005,17.435,35.228,50.317,50.317,28.407,36.679,92.961,43.098,147.866,35.228,86.82,0.0,17.435,0.0,147.866,0.0,36.679,61.972,0.0,17.435,50.317,92.961,50.317,92.961,36.679,86.82,28.407,17.435,0.0,86.82,36.679,17.435,28.407,43.098,50.317,35.228,61.972
INST0187_N18_W07_D005,0.0,20.02,32.905,32.905,20.081,20.56,75.699,29.878,141.804,20.02,77.687,17.435,0.0,17.435,141.804,17.435,20.56,53.818,17.435,0.0,32.905,75.699,32.905,75.699,20.56,77.687,20.081,0.0,17.435,77.687,20.56,0.0,20.081,29.878,32.905,20.02,53.818
INST0187_N18_W07_P006,17.435,35.228,50.317,50.317,28.407,36.679,92.961,43.098,147.866,35.228,86.82,0.0,17.435,0.0,147.866,0.0,36.679,61.972,0.0,17.435,50.317,92.961,50.317,92.961,36.679,86.82,28.407,17.435,0.0,86.82,36.679,17.435,28.407,43.098,50.317,35.228,61.972
INST0187_N18_W07_D006,141.804,150.679,133.769,133.769,160.194,127.423,128.123,114.719,0.0,150.679,66.284,147.866,141.804,147.866,0.0,147.866,127.423,88.095,147.866,141.804,133.769,128.123,133.769,128.123,127.423,66.284,160.194,141.804,147.866,66.284,127.423,141.804,160.194,114.719,133.769,150.679,88.095
INST0187_N18_W07_P007,17.435,35.228,50.317,50.317,28.407,36.679,92.961,43.098,147.866,35.228,86.82,0.0,17.435,0.0,147.866,0.0,36.679,61.972,0.0,17.435,50.317,92.961,50.317,92.961,36.679,86.82,28.407,17.435,0.0,86.82,36.679,17.435,28.407,43.098,50.317,35.228,61.972
INST0187_N18_W07_D007,20.56,23.331,17.238,17.238,33.728,0.0,57.051,12.767,127.423,23.331,61.567,36.679,20.56,36.679,127.423,36.679,0.0,40.204,36.679,20.56,17.238,57.051,17.238,57.051,0.0,61.567,33.728,20.56,36.679,61.567,0.0,20.56,33.728,12.767,17.238,23.331,40.204
INST0187_N18_W07_P008,53.818,63.48,50.631,50.631,72.151,40.204,68.471,27.496,88.095,63.48,24.909,61.972,53.818,61.972,88.095,61.972,40.204,0.0,61.972,53.818,50.631,68.471,50.631,68.471,40.204,24.909,72.151,53.818,61.972,24.909,40.204,53.818,72.151,27.496,50.631,63.48,0.0
INST0187_N18_W07_D008,17.435,35.228,50.317,50.317,28.407,36.679,92.961,43.098,147.866,35.228,86.82,0.0,17.435,0.0,147.866,0.0,36.679,61.972,0.0,17.435,50.317,92.961,50.317,92.961,36.679,86.82,28.407,17.435,0.0,86.82,36.679,17.435,28.407,43.098,50.317,35.228,61.972
INST0187_N18_W07_P009,0.0,20.02,32.905,32.905,20.081,20.56,75.699,29.878,141.804,20.02,77.687,17.435,0.0,17.435,141.804,17.435,20.56,53.818,17.435,0.0,32.905,75.699,32.905,75.699,20.56,77.687,20.081,0.0,17.435,77.687,20.56,0.0,20.081,29.878,32.905,20.02,53.818
INST0187_N18_W07_D009,32.905,22.951,0.0,0.0,37.156,17.238,43.046,25.201,133.769,22.951,67.612,50.317,32.905,50.317,133.769,50.317,17.238,50.631,50.317,32.905,0.0,43.046,0.0,43.046,17.238,67.612,37.156,32.905,50.317,67.612,17.238,32.905,37.156,25.201,0.0,22.951,50.631
INST0187_N18_W07_P010,75.699,64.294,43.046,43.046,78.578,57.051,0.0,56.961,128.123,64.294,70.587,92.961,75.699,92.961,128.123,92.961,57.051,68.471,92.961,75.699,43.046,0.0,43.046,0.0,57.051,70.587,78.578,75.699,92.961,70.587,57.051,75.699,78.578,56.961,43.046,64.294,68.471
INST0187_N18_W07_D010,32.905,22.951,0.0,0.0,37.156,17.238,43.046,25.201,133.769,22.951,67.612,50.317,32.905,50.317,133.769,50.317,17.238,50.631,50.317,32.905,0.0,43.046,0.0,43.046,17.238,67.612,37.156,32.905,50.317,67.612,17.238,32.905,37.156,25.201,0.0,22.951,50.631
INST0187_N18_W07_P011,75.699,64.294,43.046,43.046,78.578,57.051,0.0,56.961,128.123,64.294,70.587,92.961,75.699,92.961,128.123,92.961,57.051,68.471,92.961,75.699,43.046,0.0,43.046,0.0,57.051,70.587,78.578,75.699,92.961,70.587,57.051,75.699,78.578,56.961,43.046,64.294,68.471
INST0187_N18_W07_D011,20.56,23.331,17.238,17.238,33.728,0.0,57.051,12.767,127.423,23.331,61.567,36.679,20.56,36.679,127.423,36.679,0.0,40.204,36.679,20.56,17.238,57.051,17.238,57.051,0.0,61.567,33.728,20.56,36.679,61.567,0.0,20.56,33.728,12.767,17.238,23.331,40.204
INST0187_N18_W07_P012,77.687,84.648,67.612,67.612,94.929,61.567,70.587,49.056,66.284,84.648,0.0,86.82,77.687,86.82,66.284,86.82,61.567,24.909,86.82,77.687,67.612,70.587,67.612,70.587,61.567,0.0,94.929,77.687,86.82,0.0,61.567,77.687,94.929,49.056,67.612,84.648,24.909
INST0187_N18_W07_D012,20.081,14.369,37.156,37.156,0.0,33.728,78.578,45.89,160.194,14.369,94.929,28.407,20.081,28.407,160.194,28.407,33.728,72.151,28.407,20.081,37.156,78.578,37.156,78.578,33.728,94.929,0.0,20.081,28.407,94.929,33.728,20.081,0.0,45.89,37.156,14.369,72.151
INST0187_N18_W07_P013,0.0,20.02,32.905,32.905,20.081,20.56,75.699,29.878,141.804,20.02,77.687,17.435,0.0,17.435,141.804,17.435,20.56,53.818,17.435,0.0,32.905,75.699,32.905,75.699,20.56,77.687,20.081,0.0,17.435,77.687,20.56,0.0,20.081,29.878,32.905,20.02,53.818
INST0187_N18_W07_D013,17.435,35.228,50.317,50.317,28.407,36.679,92.961,43.098,147.866,35.228,86.82,0.0,17.435,0.0,147.866,0.0,36.679,61.972,0.0,17.435,50.317,92.961,50.317,92.961,36.679,86.82,28.407,17.435,0.0,86.82,36.679,17.435,28.407,43.098,50.317,35.228,61.972
INST0187_N18_W07_P014,77.687,84.648,67.612,67.612,94.929,61.567,70.587,49.056,66.284,84.648,0.0,86.82,77.687,86.82,66.284,86.82,61.567,24.909,86.82,77.687,67.612,70.587,67.612,70.587,61.567,0.0,94.929,77.687,86.82,0.0,61.567,77.687,94.929,49.056,67.612,84.648,24.909
INST0187_N18_W07_D014,20.56,23.331,17.238,17.238,33.728,0.0,57.051,12.767,127.423,23.331,61.567,36.679,20.56,36.679,127.423,36.679,0.0,40.204,36.679,20.56,17.238,57.051,17.238,57.051,0.0,61.567,33.728,20.56,36.679,61.567,0.0,20.56,33.728,12.767,17.238,23.331,40.204
INST0187_N18_W07_P015,0.0,20.02,32.905,32.905,20.081,20.56,75.699,29.878,141.804,20.02,77.687,17.435,0.0,17.435,141.804,17.435,20.56,53.818,17.435,0.0,32.905,75.699,32.905,75.699,20.56,77.687,20.081,0.0,17.435,77.687,20.56,0.0,20.081,29.878,32.905,20.02,53.818
INST0187_N18_W07_D015,20.081,14.369,37.156,37.156,0.0,33.728,78.578,45.89,160.194,14.369,94.929,28.407,20.081,28.407,160.194,28.407,33.728,72.151,28.407,20.081,37.156,78.578,37.156,78.578,33.728,94.929,0.0,20.081,28.407,94.929,33.728,20.081,0.0,45.89,37.156,14.369,72.151
INST0187_N18_W07_P016,29.878,36.098,25.201,25.201,45.89,12.767,56.961,0.0,114.719,36.098,49.056,43.098,29.878,43.098,114.719,43.098,12.767,27.496,43.098,29.878,25.201,56.961,25.201,56.961,12.767,49.056,45.89,29.878,43.098,49.056,12.767,29.878,45.89,0.0,25.201,36.098,27.496
INST0187_N18_W07_D016,32.905,22.951,0.0,0.0,37.156,17.238,43.046,25.201,133.769,22.951,67.612,50.317,32.905,50.317,133.769,50.317,17.238,50.631,50.317,32.905,0.0,43.046,0.0,43.046,17.238,67.612,37.156,32.905,50.317,67.612,17.238,32.905,37.156,25.201,0.0,22.951,50.631
INST0187_N18_W07_P017,20.02,0.0,22.951,22.951,14.369,23.331,64.294,36.098,150.679,0.0,84.648,35.228,20.02,35.228,150.679,35.228,23.331,63.48,35.228,20.02,22.951,64.294,22.951,64.294,23.331,84.648,14.369,20.02,35.228,84.648,23.331,20.02,14.369,36.098,22.951,0.0,63.48
INST0187_N18_W07_D017,53.818,63.48,50.631,50.631,72.151,40.204,68.471,27.496,88.095,63.48,24.909,61.972,53.818,61.972,88.095,61.972,40.204,0.0,61.972,53.818,50.631,68.471,50.631,68.471,40.204,24.909,72.151,53.818,61.972,24.909,40.204,53.818,72.151,27.496,50.631,63.48,0.0
