,depot,INST0232_N20_W22_P000,INST0232_N20_W22_D000,INST0232_N20_W22_P001,INST0232_N20_W22_D001,INST0232_N20_W22_P002,INST0232_N20_W22_D002,INST0232_N20_W22_P003,INST0232_N20_W22_D003,INST0232_N20_W22_P004,INST0232_N20_W22_D004,INST0232_N20_W22_P005,INST0232_N20_W22_D005,INST0232_N20_W22_P006,INST0232_N20_W22_D006,INST0232_N20_W22_P007,INST0232_N20_W22_D007,INST0232_N20_W22_P008,INST0232_N20_W22_D008,INST0232_N20_W22_P009,INST0232_N20_W22_D009,INST0232_N20_W22_P010,INST0232_N20_W22_D010,INST0232_N20_W22_P011,INST0232_N20_W22_D011,INST0232_N20_W22_P012,INST0232_N20_W22_D012,INST0232_N20_W22_P013,INST0232_N20_W22_D013,INST0232_N20_W22_P014,INST0232_N20_W22_D014,INST0232_N20_W22_P015,INST0232_N20_W22_D015,INST0232_N20_W22_P016,INST0232_N20_W22_D016,INST0232_N20_W22_P017,INST0232_N20_W22_D017,INST0232_N20_W22_P018,INST0232_N20_W22_D018,INST0232_N20_W22_P019,INST0232_N20_W22_D019
INST0232_N20_W22_D004,61.821,55.918,46.518,0.0,75.918,64.172,0.0,57.646,55.918,75.918,0.0,64.172,46.518,61.821,104.634,52.507,104.634,61.821,178.909,57.646,104.634,52.507,46.592,64.172,61.821,35.155,75.918,35.155,94.442,46.592,52.507,46.518,104.634,0.0,64.172,52.507,75.918,35.155,0.0,46.518,94.442
INST0232_N20_W22_P005,16.399,58.923,37.477,64.172,23.199,0.0,64.172,77.525,58.923,23.199,64.172,0.0,37.477,16.399,130.825,11.735,130.825,16.399,130.691,77.525,130.825,11.735,27.544,0.0,16.399,30.344,23.199,30.344,116.61,27.544,11.735,37.477,130.825,64.172,0.0,11.735,23.199,30.344,64.172,37.477,116.61
INST0232_N20_W22_D005,24.4,22.455,0.0,46.518,35.196,37.477,46.518,40.063,22.455,35.196,46.518,37.477,0.0,24.4,93.687,29.48,93.687,24.4,132.406,40.063,93.687,29.48,10.426,37.477,24.4,20.581,35.196,20.581,79.708,10.426,29.48,0.0,93.687,46.518,37.477,29.48,35.196,20.581,46.518,0.0,79.708
INST0232_N20_W22_P006,0.0,43.952,24.4,61.821,14.239,16.399,61.821,63.444,43.952,14.239,61.821,16.399,24.4,0.0,115.807,16.35,115.807,0.0,122.204,63.444,115.807,16.35,16.791,16.399,0.0,26.872,14.239,26.872,101.402,16.791,16.35,24.4,115.807,61.821,16.399,16.35,14.239,26.872,61.821,24.4,101.402
INST0232_N20_W22_D006,115.807,71.944,93.687,104.634,120.757,130.825,104.634,54.132,71.944,120.757,104.634,130.825,93.687,115.807,0.0,123.055,0.0,115.807,164.396,54.132,0.0,123.055,104.062,130.825,115.807,109.245,120.757,109.245,14.722,104.062,123.055,93.687,0.0,104.634,130.825,123.055,120.757,109.245,104.634,93.687,14.722
INST0232_N20_W22_P007,16.35,51.842,29.48,52.507,28.769,11.735,52.507,69.129,51.842,28.769,52.507,11.735,29.48,16.35,123.055,0.0,123.055,16.35,137.675,69.129,123.055,0.0,19.054,11.735,16.35,18.744,28.769,18.744,109.164,19.054,0.0,29.48,123.055,52.507,11.735,0.0,28.769,18.744,52.507,29.48,109.164
INST0232_N20_W22_D007,115.807,71.944,93.687,104.634,120.757,130.825,104.634,54.132,71.944,120.757,104.634,130.825,93.687,115.807,0.0,123.055,0.0,115.807,164.396,54.132,0.0,123.055,104.062,130.825,115.807,109.245,120.757,109.245,14.722,104.062,123.055,93.687,0.0,104.634,130.825,123.055,120.757,109.245,104.634,93.687,14.722
INST0232_N20_W22_P008,0.0,43.952,24.4,61.821,14.239,16.399,61.821,63.444,43.952,14.239,61.821,16.399,24.4,0.0,115.807,16.35,115.807,0.0,122.204,63.444,115.807,16.35,16.791,16.399,0.0,26.872,14.239,26.872,101.402,16.791,16.35,24.4,115.807,61.821,16.399,16.35,14.239,26.872,61.821,24.4,101.402
INST0232_N20_W22_D008,122.204,130.013,132.406,178.909,108.909,130.691,178.909,143.94,130.013,108.909,178.909,130.691,132.406,122.204,164.396,137.675,164.396,122.204,0.0,143.94,164.396,137.675,133.597,130.691,122.204,147.26,108.909,147.26,152.865,133.597,137.675,132.406,164.396,178.909,130.691,137.675,108.909,147.26,178.909,132.406,152.865
INST0232_N20_W22_P009,63.444,20.342,40.063,57.646,70.903,77.525,57.646,0.0,20.342,70.903,57.646,77.525,40.063,63.444,54.132,69.129,54.132,63.444,143.94,0.0,54.132,69.129,50.28,77.525,63.444,55.217,70.903,55.217,40.846,50.28,69.129,40.063,54.132,57.646,77.525,69.129,70.903,55.217,57.646,40.063,40.846
INST0232_N20_W22_D009,115.807,71.944,93.687,104.634,120.757,130.825,104.634,54.132,71.944,120.757,104.634,130.825,93.687,115.807,0.0,123.055,0.0,115.807,164.396,54.132,0.0,123.055,104.062,130.825,115.807,109.245,120.757,109.245,14.722,104.062,123.055,93.687,0.0,104.634,130.825,123.055,120.757,109.245,104.634,93.687,14.722
INST0232_N20_W22_P010,16.35,51.842,29.48,52.507,28.769,11.735,52.507,69.129,51.842,28.769,52.507,11.735,29.48,16.35,123.055,0.0,123.055,16.35,137.675,69.129,123.055,0.0,19.054,11.735,16.35,18.744,28.769,18.744,109.164,19.054,0.0,29.48,123.055,52.507,11.735,0.0,28.769,18.744,52.507,29.48,109.164
INST0232_N20_W22_D010,16.791,32.833,10.426,46.592,29.954,27.544,46.592,50.28,32.833,29.954,46.592,27.544,10.426,16.791,104.062,19.054,104.062,16.791,133.597,50.28,104.062,19.054,0.0,27.544,16.791,14.077,29.954,14.077,90.122,0.0,19.054,10.426,104.062,46.592,27.544,19.054,29.954,14.077,46.592,10.426,90.122
INST0232_N20_W22_P011,16.399,58.923,37.477,64.172,23.199,0.0,64.172,77.525,58.923,23.199,64.172,0.0,37.477,16.399,130.825,11.735,130.825,16.399,130.691,77.525,130.825,11.735,27.544,0.0,16.399,30.344,23.199,30.344,116.61,27.544,11.735,37.477,130.825,64.172,0.0,11.735,23.199,30.344,64.172,37.477,116.61
INST0232_N20_W22_D011,0.0,43.952,24.4,61.821,14.239,16.399,61.821,63.444,43.952,14.239,61.821,16.399,24.4,0.0,115.807,16.35,115.807,0.0,122.204,63.444,115.807,16.35,16.791,16.399,0.0,26.872,14.239,26.872,101.402,16.791,16.35,24.4,115.807,61.821,16.399,16.35,14.239,26.872,61.821,24.4,101.402
INST0232_N20_W22_P012,26.872,41.349,20.581,35.155,41.092,30.344,35.155,55.217,41.349,41.092,35.155,30.344,20.581,26.872,109.245,18.744,109.245,26.872,147.26,55.217,109.245,18.744,14.077,30.344,26.872,0.0,41.092,0.0,96.036,14.077,18.744,20.581,109.245,35.155,30.344,18.744,41.092,0.0,35.155,20.581,96.036
INST0232_N20_W22_D012,14.239,50.611,35.196,75.918,0.0,23.199,75.918,70.903,50.611,0.0,75.918,23.199,35.196,14.239,120.757,28.769,120.757,14.239,108.909,70.903,120.757,28.769,29.954,23.199,14.239,41.092,0.0,41.092,106.091,29.954,28.769,35.196,120.757,75.918,23.199,28.769,0.0,41.092,75.918,35.196,106.091
INST0232_N20_W22_P013,26.872,41.349,20.581,35.155,41.092,30.344,35.155,55.217,41.349,41.092,35.155,30.344,20.581,26.872,109.245,18.744,109.245,26.872,147.26,55.217,109.245,18.744,14.077,30.344,26.872,0.0,41.092,0.0,96.036,14.077,18.744,20.581,109.245,35.155,30.344,18.744,41.092,0.0,35.155,20.581,96.036
INST0232_N20_W22_D013,101.402,57.687,79.708,94.442,106.091,116.61,94.442,40.846,57.687,106.091,94.442,116.61,79.708,101.402,14.722,109.164,14.722,101.402,152.865,40.846,14.722,109.164,90.122,116.61,101.402,96.036,106.091,96.036,0.0,90.122,109.164,79.708,14.722,94.442,116.61,109.164,106.091,96.036,94.442,79.708,0.0
INST0232_N20_W22_P014,16.791,32.833,10.426,46.592,29.954,27.544,46.592,50.28,32.833,29.954,46.592,27.544,10.426,16.791,104.062,19.054,104.062,16.791,133.597,50.28,104.062,19.054,0.0,27.544,16.791,14.077,29.954,14.077,90.122,0.0,19.054,10.426,104.062,46.592,27.544,19.054,29.954,14.077,46.592,10.426,90.122
INST0232_N20_W22_D014,16.35,51.842,29.48,52.507,28.769,11.735,52.507,69.129,51.842,28.769,52.507,11.735,29.48,16.35,123.055,0.0,123.055,16.35,137.675,69.129,123.055,0.0,19.054,11.735,16.35,18.744,28.769,18.744,109.164,19.054,0.0,29.48,123.055,52.507,11.735,0.0,28.769,18.744,52.507,29.48,109.164
INST0232_N20_W22_P015,24.4,22.455,0.0,46.518,35.196,37.477,46.518,40.063,22.455,35.196,46.518,37.477,0.0,24.4,93.687,29.48,93.687,24.4,132.406,40.063,93.687,29.48,10.426,37.477,24.4,20.581,35.196,20.581,79.708,10.426,29.48,0.0,93.687,46.518,37.477,29.48,35.196,20.581,46.518,0.0,79.708
INST0232_N20_W22_D015,115.807,71.944,93.687,104.634,120.757,130.825,104.634,54.132,71.944,120.757,104.634,130.825,93.687,115.807,0.0,123.055,0.0,115.807,164.396,54.132,0.0,123.055,104.062,130.825,115.807,109.245,120.757,109.245,14.722,104.062,123.055,93.687,0.0,104.634,130.825,123.055,120.757,109.245,104.634,93.687,14.722
INST0232_N20_W22_P016,61.821,55.918,46.518,0.0,75.918,64.172,0.0,57.646,55.918,75.918,0.0,64.172,46.518,61.821,104.634,52.507,104.634,61.821,178.909,57.646,104.634,52.507,46.592,64.172,61.821,35.155,75.918,35.155,94.442,46.592,52.507,46.518,104.634,0.0,64.172,52.507,75.918,35.155,0.0,46.518,94.442
INST0232_N20_W22_D016,16.399,58.923,37.477,64.172,23.199,0.0,64.172,77.525,58.923,23.199,64.172,0.0,37.477,16.399,130.825,11.735,130.825,16.399,130.691,77.525,130.825,11.735,27.544,0.0,16.399,30.344,23.199,30.344,116.61,27.544,11.735,37.477,130.825,64.172,0.0,11.735,23.199,30.344,64.172,37.477,116.61
INST0232_N20_W22_P017,16.35,51.842,29.48,52.507,28.769,11.735,52.507,69.129,51.842,28.769,52.507,11.735,29.48,16.35,123.055,0.0,123.055,16.35,137.675,69.129,123.055,0.0,19.054,11.735,16.35,18.744,28.769,18.744,109.164,19.054,0.0,29.48,123.055,52.507,11.735,0.0,28.769,18.744,52.507,29.48,109.164
INST0232_N20_W22_D017,14.239,50.611,35.196,75.918,0.0,23.199,75.918,70.903,50.611,0.0,75.918,23.199,35.196,14.239,120.757,28.769,120.757,14.239,108.909,70.903,120.757,28.769,29.954,23.199,14.239,41.092,0.0,41.092,106.091,29.954,28.769,35.196,120.757,75.918,23.199,28.769,0.0,41.092,75.918,35.196,106.091
INST0232_N20_W22_P018,26.872,41.349,20.581,35.155,41.092,30.344,35.155,55.217,41.349,41.092,35.155,30.344,20.581,26.872,109.245,18.744,109.245,26.872,147.26,55.217,109.245,18.744,14.077,30.344,26.872,0.0,41.092,0.0,96.036,14.077,18.744,20.581,109.245,35.155,30.344,18.744,41.092,0.0,35.155,20.581,96.036
INST0232_N20_W22_D018,61.821,55.918,46.518,0.0,75.918,64.172,0.0,57.646,55.918,75.918,0.0,64.172,46.518,61.821,104.634,52.507,104.634,61.821,178.909,57.646,104.634,52.507,46.592,64.172,61.821,35.155,75.918,35.155,94.442,46.592,52.507,46.518,104.634,0.0,64.172,52.507,75.918,35.155,0.0,46.518,94.442
INST0232_N20_W22_P019,24.4,22.455,0.0,46.518,35.196,37.477,46.518,40.063,22.455,35.196,46.518,37.477,0.0,24.4,93.687,29.48,93.687,24.4,132.406,40.063,93.687,29.48,10.426,37.477,24.4,20.581,35.196,20.581,79.708,10.426,29.48,0.0,93.687,46.518,37.477,29.48,35.196,20.581,46.518,0.0,79.708
INST0232_N20_W22_D019,101.402,57.687,79.708,94.442,106.091,116.61,94.442,40.846,57.687,106.091,94.442,116.61,79.708,101.402,14.722,109.164,14.722,101.402,152.865,40.846,14.722,109.164,90.122,116.61,101.402,96.036,106.091,96.036,0.0,90.122,109.164,79.708,14.722,94.442,116.61,109.164,106.091,96.036,94.442,79.708,0.0
