,depot,INST0297_N25_N27_P000,INST0297_N25_N27_D000,INST0297_N25_N27_P001,INST0297_N25_N27_D001,INST0297_N25_N27_P002,INST0297_N25_N27_D002,INST0297_N25_N27_P003,INST0297_N25_N27_D003,INST0297_N25_N27_P004,INST0297_N25_N27_D004,INST0297_N25_N27_P005,INST0297_N25_N27_D005,INST0297_N25_N27_P006,INST0297_N25_N27_D006,INST0297_N25_N27_P007,INST0297_N25_N27_D007,INST0297_N25_N27_P008,INST0297_N25_N27_D008,INST0297_N25_N27_P009,INST0297_N25_N27_D009,INST0297_N25_N27_P010,INST0297_N25_N27_D010,INST0297_N25_N27_P011,INST0297_N25_N27_D011,INST0297_N25_N27_P012,INST0297_N25_N27_D012,INST0297_N25_N27_P013,INST0297_N25_N27_D013,INST0297_N25_N27_P014,INST0297_N25_N27_D014,INST0297_N25_N27_P015,INST0297_N25_N27_D015,INST0297_N25_N27_P016,INST0297_N25_N27_D016,INST0297_N25_N27_P017,INST0297_N25_N27_D017,INST0297_N25_N27_P018,INST0297_N25_N27_D018,INST0297_N25_N27_P019,INST0297_N25_N27_D019,INST0297_N25_N27_P020,INST0297_N25_N27_D020,INST0297_N25_N27_P021,INST0297_N25_N27_D021,INST0297_N25_N27_P022,INST0297_N25_N27_D022,INST0297_N25_N27_P023,INST0297_N25_N27_D023,INST0297_N25_N27_P024,INST0297_N25_N27_D024
INST0297_N25_N27_D004,131.141,145.998,125.319,165.945,127.166,100.108,127.166,145.919,100.108,100.108,0.0,125.319,100.108,165.945,252.84,100.108,127.166,145.998,127.166,127.166,102.687,145.919,165.945,144.673,145.998,125.319,165.945,127.166,100.108,145.998,134.365,131.141,187.822,131.141,145.998,125.319,222.229,145.998,252.84,100.108,145.919,145.919,187.822,125.319,102.687,145.919,252.84,125.319,187.822,145.919,187.822
INST0297_N25_N27_P005,35.534,20.683,0.0,81.17,17.254,28.616,17.254,23.353,28.616,28.616,125.319,0.0,28.616,81.17,132.815,28.616,17.254,20.683,17.254,17.254,113.8,23.353,81.17,23.461,20.683,0.0,81.17,17.254,28.616,20.683,19.671,35.534,64.86,35.534,20.683,0.0,100.436,20.683,132.815,28.616,23.353,23.353,64.86,0.0,113.8,23.353,132.815,0.0,64.86,23.353,64.86
INST0297_N25_N27_D005,35.653,48.052,28.616,81.232,27.111,0.0,27.111,46.06,0.0,0.0,100.108,28.616,0.0,81.232,153.371,0.0,27.111,48.052,27.111,27.111,110.202,46.06,81.232,44.646,48.052,28.616,81.232,27.111,0.0,48.052,34.294,35.653,93.371,35.653,48.052,28.616,122.247,48.052,153.371,0.0,46.06,46.06,93.371,28.616,110.202,46.06,153.371,28.616,93.371,46.06,93.371
INST0297_N25_N27_P006,47.339,77.99,81.17,0.0,64.45,81.232,64.45,66.572,81.232,81.232,165.945,81.17,81.232,0.0,104.379,81.232,64.45,77.99,64.45,64.45,190.666,66.572,0.0,64.236,77.99,81.17,0.0,64.45,81.232,77.99,61.784,47.339,107.477,47.339,77.99,81.17,85.106,77.99,104.379,81.232,66.572,66.572,107.477,81.17,190.666,66.572,104.379,81.17,107.477,66.572,107.477
INST0297_N25_N27_D006,122.278,113.909,132.815,104.379,126.352,153.371,126.352,109.689,153.371,153.371,252.84,132.815,153.371,104.379,0.0,153.371,126.352,113.909,126.352,126.352,239.676,109.689,104.379,110.207,113.909,132.815,104.379,126.352,153.371,113.909,119.262,122.278,95.428,122.278,113.909,132.815,32.884,113.909,0.0,153.371,109.689,109.689,95.428,132.815,239.676,109.689,0.0,132.815,95.428,109.689,95.428
INST0297_N25_N27_P007,35.653,48.052,28.616,81.232,27.111,0.0,27.111,46.06,0.0,0.0,100.108,28.616,0.0,81.232,153.371,0.0,27.111,48.052,27.111,27.111,110.202,46.06,81.232,44.646,48.052,28.616,81.232,27.111,0.0,48.052,34.294,35.653,93.371,35.653,48.052,28.616,122.247,48.052,153.371,0.0,46.06,46.06,93.371,28.616,110.202,46.06,153.371,28.616,93.371,46.06,93.371
INST0297_N25_N27_D007,18.283,26.126,17.254,64.45,0.0,27.111,0.0,20.176,27.111,27.111,127.166,17.254,27.111,64.45,126.352,27.111,0.0,26.126,0.0,0.0,127.973,20.176,64.45,18.229,26.126,17.254,64.45,0.0,27.111,26.126,7.201,18.283,71.779,18.283,26.126,17.254,95.136,26.126,126.352,27.111,20.176,20.176,71.779,17.254,127.973,20.176,126.352,17.254,71.779,20.176,71.779
INST0297_N25_N27_P008,40.266,0.0,20.683,77.99,26.126,48.052,26.126,11.436,48.052,48.052,145.998,20.683,48.052,77.99,113.909,48.052,26.126,0.0,26.126,26.126,128.231,11.436,77.99,13.942,0.0,20.683,77.99,26.126,48.052,0.0,21.8,40.266,46.019,40.266,0.0,20.683,81.189,0.0,113.909,48.052,11.436,11.436,46.019,20.683,128.231,11.436,113.909,20.683,46.019,11.436,46.019
INST0297_N25_N27_D008,18.283,26.126,17.254,64.45,0.0,27.111,0.0,20.176,27.111,27.111,127.166,17.254,27.111,64.45,126.352,27.111,0.0,26.126,0.0,0.0,127.973,20.176,64.45,18.229,26.126,17.254,64.45,0.0,27.111,26.126,7.201,18.283,71.779,18.283,26.126,17.254,95.136,26.126,126.352,27.111,20.176,20.176,71.779,17.254,127.973,20.176,126.352,17.254,71.779,20.176,71.779
INST0297_N25_N27_P009,18.283,26.126,17.254,64.45,0.0,27.111,0.0,20.176,27.111,27.111,127.166,17.254,27.111,64.45,126.352,27.111,0.0,26.126,0.0,0.0,127.973,20.176,64.45,18.229,26.126,17.254,64.45,0.0,27.111,26.126,7.201,18.283,71.779,18.283,26.126,17.254,95.136,26.126,126.352,27.111,20.176,20.176,71.779,17.254,127.973,20.176,126.352,17.254,71.779,20.176,71.779
INST0297_N25_N27_D009,143.5,128.231,113.8,190.666,127.973,110.202,127.973,135.971,110.202,110.202,102.687,113.8,110.202,190.666,239.676,110.202,127.973,128.231,127.973,127.973,0.0,135.971,190.666,136.742,128.231,113.8,190.666,127.973,110.202,128.231,132.823,143.5,149.304,143.5,128.231,113.8,206.878,128.231,239.676,110.202,135.971,135.971,149.304,113.8,0.0,135.971,239.676,113.8,149.304,135.971,149.304
INST0297_N25_N27_P010,30.471,11.436,23.353,66.572,20.176,46.06,20.176,0.0,46.06,46.06,145.919,23.353,46.06,66.572,109.689,46.06,20.176,11.436,20.176,20.176,135.971,0.0,66.572,2.788,11.436,23.353,66.572,20.176,46.06,11.436,13.759,30.471,52.8,30.471,11.436,23.353,77.555,11.436,109.689,46.06,0.0,0.0,52.8,23.353,135.971,0.0,109.689,23.353,52.8,0.0,52.8
INST0297_N25_N27_D010,47.339,77.99,81.17,0.0,64.45,81.232,64.45,66.572,81.232,81.232,165.945,81.17,81.232,0.0,104.379,81.232,64.45,77.99,64.45,64.45,190.666,66.572,0.0,64.236,77.99,81.17,0.0,64.45,81.232,77.99,61.784,47.339,107.477,47.339,77.99,81.17,85.106,77.99,104.379,81.232,66.572,66.572,107.477,81.17,190.666,66.572,104.379,81.17,107.477,66.572,107.477
INST0297_N25_N27_P011,27.709,13.942,23.461,64.236,18.229,44.646,18.229,2.788,44.646,44.646,144.673,23.461,44.646,64.236,110.207,44.646,18.229,13.942,18.229,18.229,136.742,2.788,64.236,0.0,13.942,23.461,64.236,18.229,44.646,13.942,11.477,27.709,55.435,27.709,13.942,23.461,78.292,13.942,110.207,44.646,2.788,2.788,55.435,23.461,136.742,2.788,110.207,23.461,55.435,2.788,55.435
INST0297_N25_N27_D011,40.266,0.0,20.683,77.99,26.126,48.052,26.126,11.436,48.052,48.052,145.998,20.683,48.052,77.99,113.909,48.052,26.126,0.0,26.126,26.126,128.231,11.436,77.99,13.942,0.0,20.683,77.99,26.126,48.052,0.0,21.8,40.266,46.019,40.266,0.0,20.683,81.189,0.0,113.909,48.052,11.436,11.436,46.019,20.683,128.231,11.436,113.909,20.683,46.019,11.436,46.019
INST0297_N25_N27_P012,35.534,20.683,0.0,81.17,17.254,28.616,17.254,23.353,28.616,28.616,125.319,0.0,28.616,81.17,132.815,28.616,17.254,20.683,17.254,17.254,113.8,23.353,81.17,23.461,20.683,0.0,81.17,17.254,28.616,20.683,19.671,35.534,64.86,35.534,20.683,0.0,100.436,20.683,132.815,28.616,23.353,23.353,64.86,0.0,113.8,23.353,132.815,0.0,64.86,23.353,64.86
INST0297_N25_N27_D012,47.339,77.99,81.17,0.0,64.45,81.232,64.45,66.572,81.232,81.232,165.945,81.17,81.232,0.0,104.379,81.232,64.45,77.99,64.45,64.45,190.666,66.572,0.0,64.236,77.99,81.17,0.0,64.45,81.232,77.99,61.784,47.339,107.477,47.339,77.99,81.17,85.106,77.99,104.379,81.232,66.572,66.572,107.477,81.17,190.666,66.572,104.379,81.17,107.477,66.572,107.477
INST0297_N25_N27_P013,18.283,26.126,17.254,64.45,0.0,27.111,0.0,20.176,27.111,27.111,127.166,17.254,27.111,64.45,126.352,27.111,0.0,26.126,0.0,0.0,127.973,20.176,64.45,18.229,26.126,17.254,64.45,0.0,27.111,26.126,7.201,18.283,71.779,18.283,26.126,17.254,95.136,26.126,126.352,27.111,20.176,20.176,71.779,17.254,127.973,20.176,126.352,17.254,71.779,20.176,71.779
INST0297_N25_N27_D013,35.653,48.052,28.616,81.232,27.111,0.0,27.111,46.06,0.0,0.0,100.108,28.616,0.0,81.232,153.371,0.0,27.111,48.052,27.111,27.111,110.202,46.06,81.232,44.646,48.052,28.616,81.232,27.111,0.0,48.052,34.294,35.653,93.371,35.653,48.052,28.616,122.247,48.052,153.371,0.0,46.06,46.06,93.371,28.616,110.202,46.06,153.371,28.616,93.371,46.06,93.371
INST0297_N25_N27_P014,40.266,0.0,20.683,77.99,26.126,48.052,26.126,11.436,48.052,48.052,145.998,20.683,48.052,77.99,113.909,48.052,26.126,0.0,26.126,26.126,128.231,11.436,77.99,13.942,0.0,20.683,77.99,26.126,48.052,0.0,21.8,40.266,46.019,40.266,0.0,20.683,81.189,0.0,113.909,48.052,11.436,11.436,46.019,20.683,128.231,11.436,113.909,20.683,46.019,11.436,46.019
INST0297_N25_N27_D014,18.791,21.8,19.671,61.784,7.201,34.294,7.201,13.759,34.294,34.294,134.365,19.671,34.294,61.784,119.262,34.294,7.201,21.8,7.201,7.201,132.823,13.759,61.784,11.477,21.8,19.671,61.784,7.201,34.294,21.8,0.0,18.791,66.32,18.791,21.8,19.671,87.958,21.8,119.262,34.294,13.759,13.759,66.32,19.671,132.823,13.759,119.262,19.671,66.32,13.759,66.32
INST0297_N25_N27_P015,0.0,40.266,35.534,47.339,18.283,35.653,18.283,30.471,35.653,35.653,131.141,35.534,35.653,47.339,122.278,35.653,18.283,40.266,18.283,18.283,143.5,30.471,47.339,27.709,40.266,35.534,47.339,18.283,35.653,40.266,18.791,0.0,82.833,0.0,40.266,35.534,93.214,40.266,122.278,35.653,30.471,30.471,82.833,35.534,143.5,30.471,122.278,35.534,82.833,30.471,82.833
INST0297_N25_N27_D015,82.833,46.019,64.86,107.477,71.779,93.371,71.779,52.8,93.371,93.371,187.822,64.86,93.371,107.477,95.428,93.371,71.779,46.019,71.779,71.779,149.304,52.8,107.477,55.435,46.019,64.86,107.477,71.779,93.371,46.019,66.32,82.833,0.0,82.833,46.019,64.86,65.084,46.019,95.428,93.371,52.8,52.8,0.0,64.86,149.304,52.8,95.428,64.86,0.0,52.8,0.0
INST0297_N25_N27_P016,0.0,40.266,35.534,47.339,18.283,35.653,18.283,30.471,35.653,35.653,131.141,35.534,35.653,47.339,122.278,35.653,18.283,40.266,18.283,18.283,143.5,30.471,47.339,27.709,40.266,35.534,47.339,18.283,35.653,40.266,18.791,0.0,82.833,0.0,40.266,35.534,93.214,40.266,122.278,35.653,30.471,30.471,82.833,35.534,143.5,30.471,122.278,35.534,82.833,30.471,82.833
INST0297_N25_N27_D016,40.266,0.0,20.683,77.99,26.126,48.052,26.126,11.436,48.052,48.052,145.998,20.683,48.052,77.99,113.909,48.052,26.126,0.0,26.126,26.126,128.231,11.436,77.99,13.942,0.0,20.683,77.99,26.126,48.052,0.0,21.8,40.266,46.019,40.266,0.0,20.683,81.189,0.0,113.909,48.052,11.436,11.436,46.019,20.683,128.231,11.436,113.909,20.683,46.019,11.436,46.019
INST0297_N25_N27_P017,35.534,20.683,0.0,81.17,17.254,28.616,17.254,23.353,28.616,28.616,125.319,0.0,28.616,81.17,132.815,28.616,17.254,20.683,17.254,17.254,113.8,23.353,81.17,23.461,20.683,0.0,81.17,17.254,28.616,20.683,19.671,35.534,64.86,35.534,20.683,0.0,100.436,20.683,132.815,28.616,23.353,23.353,64.86,0.0,113.8,23.353,132.815,0.0,64.86,23.353,64.86
INST0297_N25_N27_D017,93.214,81.189,100.436,85.106,95.136,122.247,95.136,77.555,122.247,122.247,222.229,100.436,122.247,85.106,32.884,122.247,95.136,81.189,95.136,95.136,206.878,77.555,85.106,78.292,81.189,100.436,85.106,95.136,122.247,81.189,87.958,93.214,65.084,93.214,81.189,100.436,0.0,81.189,32.884,122.247,77.555,77.555,65.084,100.436,206.878,77.555,32.884,100.436,65.084,77.555,65.084
INST0297_N25_N27_P018,40.266,0.0,20.683,77.99,26.126,48.052,26.126,11.436,48.052,48.052,145.998,20.683,48.052,77.99,113.909,48.052,26.126,0.0,26.126,26.126,128.231,11.436,77.99,13.942,0.0,20.683,77.99,26.126,48.052,0.0,21.8,40.266,46.019,40.266,0.0,20.683,81.189,0.0,113.909,48.052,11.436,11.436,46.019,20.683,128.231,11.436,113.909,20.683,46.019,11.436,46.019
INST0297_N25_N27_D018,122.278,113.909,132.815,104.379,126.352,153.371,126.352,109.689,153.371,153.371,252.84,132.815,153.371,104.379,0.0,153.371,126.352,113.909,126.352,126.352,239.676,109.689,104.379,110.207,113.909,132.815,104.379,126.352,153.371,113.909,119.262,122.278,95.428,122.278,113.909,132.815,32.884,113.909,0.0,153.371,109.689,109.689,95.428,132.815,239.676,109.689,0.0,132.815,95.428,109.689,95.428
INST0297_N25_N27_P019,35.653,48.052,28.616,81.232,27.111,0.0,27.111,46.06,0.0,0.0,100.108,28.616,0.0,81.232,153.371,0.0,27.111,48.052,27.111,27.111,110.202,46.06,81.232,44.646,48.052,28.616,81.232,27.111,0.0,48.052,34.294,35.653,93.371,35.653,48.052,28.616,122.247,48.052,153.371,0.0,46.06,46.06,93.371,28.616,110.202,46.06,153.371,28.616,93.371,46.06,93.371
INST0297_N25_N27_D019,30.471,11.436,23.353,66.572,20.176,46.06,20.176,0.0,46.06,46.06,145.919,23.353,46.06,66.572,109.689,46.06,20.176,11.436,20.176,20.176,135.971,0.0,66.572,2.788,11.436,23.353,66.572,20.176,46.06,11.436,13.759,30.471,52.8,30.471,11.436,23.353,77.555,11.436,109.689,46.06,0.0,0.0,52.8,23.353,135.971,0.0,109.689,23.353,52.8,0.0,52.8
INST0297_N25_N27_P020,30.471,11.436,23.353,66.572,20.176,46.06,20.176,0.0,46.06,46.06,145.919,23.353,46.06,66.572,109.689,46.06,20.176,11.436,20.176,20.176,135.971,0.0,66.572,2.788,11.436,23.353,66.572,20.176,46.06,11.436,13.759,30.471,52.8,30.471,11.436,23.353,77.555,11.436,109.689,46.06,0.0,0.0,52.8,23.353,135.971,0.0,109.689,23.353,52.8,0.0,52.8
INST0297_N25_N27_D020,82.833,46.019,64.86,107.477,71.779,93.371,71.779,52.8,93.371,93.371,187.822,64.86,93.371,107.477,95.428,93.371,71.779,46.019,71.779,71.779,149.304,52.8,107.477,55.435,46.019,64.86,107.477,71.779,93.371,46.019,66.32,82.833,0.0,82.833,46.019,64.86,65.084,46.019,95.428,93.371,52.8,52.8,0.0,64.86,149.304,52.8,95.428,64.86,0.0,52.8,0.0
INST0297_N25_N27_P021,35.534,20.683,0.0,81.17,17.254,28.616,17.254,23.353,28.616,28.616,125.319,0.0,28.616,81.17,132.815,28.616,17.254,20.683,17.254,17.254,113.8,23.353,81.17,23.461,20.683,0.0,81.17,17.254,28.616,20.683,19.671,35.534,64.86,35.534,20.683,0.0,100.436,20.683,132.815,28.616,23.353,23.353,64.86,0.0,113.8,23.353,132.815,0.0,64.86,23.353,64.86
INST0297_N25_N27_D021,143.5,128.231,113.8,190.666,127.973,110.202,127.973,135.971,110.202,110.202,102.687,113.8,110.202,190.666,239.676,110.202,127.973,128.231,127.973,127.973,0.0,135.971,190.666,136.742,128.231,113.8,190.666,127.973,110.202,128.231,132.823,143.5,149.304,143.5,128.231,113.8,206.878,128.231,239.676,110.202,135.971,135.971,149.304,113.8,0.0,135.971,239.676,113.8,149.304,135.971,149.304
INST0297_N25_N27_P022,30.471,11.436,23.353,66.572,20.176,46.06,20.176,0.0,46.06,46.06,145.919,23.353,46.06,66.572,109.689,46.06,20.176,11.436,20.176,20.176,135.971,0.0,66.572,2.788,11.436,23.353,66.572,20.176,46.06,11.436,13.759,30.471,52.8,30.471,11.436,23.353,77.555,11.436,109.689,46.06,0.0,0.0,52.8,23.353,135.971,0.0,109.689,23.353,52.8,0.0,52.8
INST0297_N25_N27_D022,122.278,113.909,132.815,104.379,126.352,153.371,126.352,109.689,153.371,153.371,252.84,132.815,153.371,104.379,0.0,153.371,126.352,113.909,126.352,126.352,239.676,109.689,104.379,110.207,113.909,132.815,104.379,126.352,153.371,113.909,119.262,122.278,95.428,122.278,113.909,132.815,32.884,113.909,0.0,153.371,109.689,109.689,95.428,132.815,239.676,109.689,0.0,132.815,95.428,109.689,95.428
INST0297_N25_N27_P023,35.534,20.683,0.0,81.17,17.254,28.616,17.254,23.353,28.616,28.616,125.319,0.0,28.616,81.17,132.815,28.616,17.254,20.683,17.254,17.254,113.8,23.353,81.17,23.461,20.683,0.0,81.17,17.254,28.616,20.683,19.671,35.534,64.86,35.534,20.683,0.0,100.436,20.683,132.815,28.616,23.353,23.353,64.86,0.0,113.8,23.353,132.815,0.0,64.86,23.353,64.86
INST0297_N25_N27_D023,82.833,46.019,64.86,107.477,71.779,93.371,71.779,52.8,93.371,93.371,187.822,64.86,93.371,107.477,95.428,93.371,71.779,46.019,71.779,71.779,149.304,52.8,107.477,55.435,46.019,64.86,107.477,71.779,93.371,46.019,66.32,82.833,0.0,82.833,46.019,64.86,65.084,46.019,95.428,93.371,52.8,52.8,0.0,64.86,149.304,52.8,95.428,64.86,0.0,52.8,0.0
INST0297_N25_N27_P024,30.471,11.436,23.353,66.572,20.176,46.06,20.176,0.0,46.06,46.06,145.919,23.353,46.06,66.572,109.689,46.06,20.176,11.436,20.176,20.176,135.971,0.0,66.572,2.788,11.436,23.353,66.572,20.176,46.06,11.436,13.759,30.471,52.8,30.471,11.436,23.353,77.555,11.436,109.689,46.06,0.0,0.0,52.8,23.353,135.971,0.0,109.689,23.353,52.8,0.0,52.8
INST0297_N25_N27_D024,82.833,46.019,64.86,107.477,71.779,93.371,71.779,52.8,93.371,93.371,187.822,64.86,93.371,107.477,95.428,93.371,71.779,46.019,71.779,71.779,149.304,52.8,107.477,55.435,46.019,64.86,107.477,71.779,93.371,46.019,66.32,82.833,0.0,82.833,46.019,64.86,65.084,46.019,95.428,93.371,52.8,52.8,0.0,64.86,149.304,52.8,95.428,64.86,0.0,52.8,0.0
