,depot,INST0199_N18_W19_P000,INST0199_N18_W19_D000,INST0199_N18_W19_P001,INST0199_N18_W19_D001,INST0199_N18_W19_P002,INST0199_N18_W19_D002,INST0199_N18_W19_P003,INST0199_N18_W19_D003,INST0199_N18_W19_P004,INST0199_N18_W19_D004,INST0199_N18_W19_P005,INST0199_N18_W19_D005,INST0199_N18_W19_P006,INST0199_N18_W19_D006,INST0199_N18_W19_P007,INST0199_N18_W19_D007,INST0199_N18_W19_P008,INST0199_N18_W19_D008,INST0199_N18_W19_P009,INST0199_N18_W19_D009,INST0199_N18_W19_P010,INST0199_N18_W19_D010,INST0199_N18_W19_P011,INST0199_N18_W19_D011,INST0199_N18_W19_P012,INST0199_N18_W19_D012,INST0199_N18_W19_P013,INST0199_N18_W19_D013,INST0199_N18_W19_P014,INST0199_N18_W19_D014,INST0199_N18_W19_P015,INST0199_N18_W19_D015,INST0199_N18_W19_P016,INST0199_N18_W19_D016,INST0199_N18_W19_P017,INST0199_N18_W19_D017
INST0199_N18_W19_P011,88.095,88.095,68.471,24.909,61.972,0.0,53.818,70.637,68.471,88.095,27.496,0.0,68.471,88.095,50.631,0.0,63.48,88.095,24.909,70.637,53.818,24.909,27.496,0.0,68.471,0.0,88.095,24.909,50.631,24.909,50.631,70.637,0.0,0.0,70.637,24.909,70.637
INST0199_N18_W19_D011,128.123,128.123,0.0,70.587,92.961,68.471,75.699,115.643,0.0,128.123,56.961,68.471,0.0,128.123,43.046,68.471,64.294,128.123,70.587,115.643,75.699,70.587,56.961,68.471,0.0,68.471,128.123,70.587,43.046,70.587,43.046,115.643,68.471,68.471,115.643,70.587,115.643
INST0199_N18_W19_P012,88.095,88.095,68.471,24.909,61.972,0.0,53.818,70.637,68.471,88.095,27.496,0.0,68.471,88.095,50.631,0.0,63.48,88.095,24.909,70.637,53.818,24.909,27.496,0.0,68.471,0.0,88.095,24.909,50.631,24.909,50.631,70.637,0.0,0.0,70.637,24.909,70.637
INST0199_N18_W19_D012,0.0,0.0,128.123,66.284,147.866,88.095,141.804,18.026,128.123,0.0,114.719,88.095,128.123,0.0,133.769,88.095,150.679,0.0,66.284,18.026,141.804,66.284,114.719,88.095,128.123,88.095,0.0,66.284,133.769,66.284,133.769,18.026,88.095,88.095,18.026,66.284,18.026
INST0199_N18_W19_P013,66.284,66.284,70.587,0.0,86.82,24.909,77.687,50.015,70.587,66.284,49.056,24.909,70.587,66.284,67.612,24.909,84.648,66.284,0.0,50.015,77.687,0.0,49.056,24.909,70.587,24.909,66.284,0.0,67.612,0.0,67.612,50.015,24.909,24.909,50.015,0.0,50.015
INST0199_N18_W19_D013,133.769,133.769,43.046,67.612,50.317,50.631,32.905,117.595,43.046,133.769,25.201,50.631,43.046,133.769,0.0,50.631,22.951,133.769,67.612,117.595,32.905,67.612,25.201,50.631,43.046,50.631,133.769,67.612,0.0,67.612,0.0,117.595,50.631,50.631,117.595,67.612,117.595
INST0199_N18_W19_P014,66.284,66.284,70.587,0.0,86.82,24.909,77.687,50.015,70.587,66.284,49.056,24.909,70.587,66.284,67.612,24.909,84.648,66.284,0.0,50.015,77.687,0.0,49.056,24.909,70.587,24.909,66.284,0.0,67.612,0.0,67.612,50.015,24.909,24.909,50.015,0.0,50.015
INST0199_N18_W19_D014,133.769,133.769,43.046,67.612,50.317,50.631,32.905,117.595,43.046,133.769,25.201,50.631,43.046,133.769,0.0,50.631,22.951,133.769,67.612,117.595,32.905,67.612,25.201,50.631,43.046,50.631,133.769,67.612,0.0,67.612,0.0,117.595,50.631,50.631,117.595,67.612,117.595
INST0199_N18_W19_P015,18.026,18.026,115.643,50.015,129.907,70.637,124.166,0.0,115.643,18.026,97.602,70.637,115.643,18.026,117.595,70.637,133.671,18.026,50.015,0.0,124.166,50.015,97.602,70.637,115.643,70.637,18.026,50.015,117.595,50.015,117.595,0.0,70.637,70.637,0.0,50.015,0.0
INST0199_N18_W19_D015,88.095,88.095,68.471,24.909,61.972,0.0,53.818,70.637,68.471,88.095,27.496,0.0,68.471,88.095,50.631,0.0,63.48,88.095,24.909,70.637,53.818,24.909,27.496,0.0,68.471,0.0,88.095,24.909,50.631,24.909,50.631,70.637,0.0,0.0,70.637,24.909,70.637
INST0199_N18_W19_P016,88.095,88.095,68.471,24.909,61.972,0.0,53.818,70.637,68.471,88.095,27.496,0.0,68.471,88.095,50.631,0.0,63.48,88.095,24.909,70.637,53.818,24.909,27.496,0.0,68.471,0.0,88.095,24.909,50.631,24.909,50.631,70.637,0.0,0.0,70.637,24.909,70.637
INST0199_N18_W19_D016,18.026,18.026,115.643,50.015,129.907,70.637,124.166,0.0,115.643,18.026,97.602,70.637,115.643,18.026,117.595,70.637,133.671,18.026,50.015,0.0,124.166,50.015,97.602,70.637,115.643,70.637,18.026,50.015,117.595,50.015,117.595,0.0,70.637,70.637,0.0,50.015,0.0
INST0199_N18_W19_P017,66.284,66.284,70.587,0.0,86.82,24.909,77.687,50.015,70.587,66.284,49.056,24.909,70.587,66.284,67.612,24.909,84.648,66.284,0.0,50.015,77.687,0.0,49.056,24.909,70.587,24.909,66.284,0.0,67.612,0.0,67.612,50.015,24.909,24.909,50.015,0.0,50.015
INST0199_N18_W19_D017,18.026,18.026,115.643,50.015,129.907,70.637,124.166,0.0,115.643,18.026,97.602,70.637,115.643,18.026,117.595,70.637,133.671,18.026,50.015,0.0,124.166,50.015,97.602,70.637,115.643,70.637,18.026,50.015,117.595,50.015,117.595,0.0,70.637,70.637,0.0,50.015,0.0
