,depot,INST0212_N20_S02_P000,INST0212_N20_S02_D000,INST0212_N20_S02_P001,INST0212_N20_S02_D001,INST0212_N20_S02_P002,INST0212_N20_S02_D002,INST0212_N20_S02_P003,INST0212_N20_S02_D003,INST0212_N20_S02_P004,INST0212_N20_S02_D004,INST0212_N20_S02_P005,INST0212_N20_S02_D005,INST0212_N20_S02_P006,INST0212_N20_S02_D006,INST0212_N20_S02_P007,INST0212_N20_S02_D007,INST0212_N20_S02_P008,INST0212_N20_S02_D008,INST0212_N20_S02_P009,INST0212_N20_S02_D009,INST0212_N20_S02_P010,INST0212_N20_S02_D010,INST0212_N20_S02_P011,INST0212_N20_S02_D011,INST0212_N20_S02_P012,INST0212_N20_S02_D012,INST0212_N20_S02_P013,INST0212_N20_S02_D013,INST0212_N20_S02_P014,INST0212_N20_S02_D014,INST0212_N20_S02_P015,INST0212_N20_S02_D015,INST0212_N20_S02_P016,INST0212_N20_S02_D016,INST0212_N20_S02_P017,INST0212_N20_S02_D017,INST0212_N20_S02_P018,INST0212_N20_S02_D018,INST0212_N20_S02_P019,INST0212_N20_S02_D019
INST0212_N20_S02_D004,55.171,75.908,67.889,0.0,60.745,54.565,75.908,67.889,60.745,61.394,0.0,61.394,113.587,75.908,67.889,54.565,113.587,113.587,54.565,67.889,61.394,60.745,0.0,10.867,0.0,10.867,61.394,60.745,69.589,61.394,55.171,60.745,69.589,55.171,54.565,75.908,36.733,67.889,61.394,67.889,77.092
INST0212_N20_S02_P005,19.629,21.478,36.46,61.394,5.477,10.881,21.478,36.46,5.477,0.0,61.394,0.0,55.179,21.478,36.46,10.881,55.179,55.179,10.881,36.46,0.0,5.477,61.394,50.526,61.394,50.526,0.0,5.477,130.689,0.0,19.629,5.477,130.689,19.629,10.881,21.478,97.061,36.46,0.0,36.46,68.319
INST0212_N20_S02_D005,59.019,37.715,54.903,113.587,58.521,65.452,37.715,54.903,58.521,55.179,113.587,55.179,0.0,37.715,54.903,65.452,0.0,0.0,65.452,54.903,55.179,58.521,113.587,103.002,113.587,103.002,55.179,58.521,183.035,55.179,59.019,58.521,183.035,59.019,65.452,37.715,150.208,54.903,55.179,54.903,113.511
INST0212_N20_S02_P006,21.517,0.0,24.954,75.908,26.505,32.298,0.0,24.954,26.505,21.478,75.908,21.478,37.715,0.0,24.954,32.298,37.715,37.715,32.298,24.954,21.478,26.505,75.908,65.388,75.908,65.388,21.478,26.505,145.321,21.478,21.517,26.505,145.321,21.517,32.298,0.0,112.576,24.954,21.478,24.954,88.975
INST0212_N20_S02_D006,19.488,24.954,0.0,67.889,41.761,44.339,24.954,0.0,41.761,36.46,67.889,36.46,54.903,24.954,0.0,44.339,54.903,54.903,44.339,0.0,36.46,41.761,67.889,59.003,67.889,59.003,36.46,41.761,134.327,36.46,19.488,41.761,134.327,19.488,44.339,24.954,103.829,0.0,36.46,0.0,102.776
INST0212_N20_S02_P007,25.439,32.298,44.339,54.565,7.008,0.0,32.298,44.339,7.008,10.881,54.565,10.881,65.452,32.298,44.339,0.0,65.452,65.452,0.0,44.339,10.881,7.008,54.565,43.838,54.565,43.838,10.881,7.008,122.952,10.881,25.439,7.008,122.952,25.439,0.0,32.298,89.072,44.339,10.881,44.339,58.699
INST0212_N20_S02_D007,59.019,37.715,54.903,113.587,58.521,65.452,37.715,54.903,58.521,55.179,113.587,55.179,0.0,37.715,54.903,65.452,0.0,0.0,65.452,54.903,55.179,58.521,113.587,103.002,113.587,103.002,55.179,58.521,183.035,55.179,59.019,58.521,183.035,59.019,65.452,37.715,150.208,54.903,55.179,54.903,113.511
INST0212_N20_S02_P008,59.019,37.715,54.903,113.587,58.521,65.452,37.715,54.903,58.521,55.179,113.587,55.179,0.0,37.715,54.903,65.452,0.0,0.0,65.452,54.903,55.179,58.521,113.587,103.002,113.587,103.002,55.179,58.521,183.035,55.179,59.019,58.521,183.035,59.019,65.452,37.715,150.208,54.903,55.179,54.903,113.511
INST0212_N20_S02_D008,25.439,32.298,44.339,54.565,7.008,0.0,32.298,44.339,7.008,10.881,54.565,10.881,65.452,32.298,44.339,0.0,65.452,65.452,0.0,44.339,10.881,7.008,54.565,43.838,54.565,43.838,10.881,7.008,122.952,10.881,25.439,7.008,122.952,25.439,0.0,32.298,89.072,44.339,10.881,44.339,58.699
INST0212_N20_S02_P009,19.488,24.954,0.0,67.889,41.761,44.339,24.954,0.0,41.761,36.46,67.889,36.46,54.903,24.954,0.0,44.339,54.903,54.903,44.339,0.0,36.46,41.761,67.889,59.003,67.889,59.003,36.46,41.761,134.327,36.46,19.488,41.761,134.327,19.488,44.339,24.954,103.829,0.0,36.46,0.0,102.776
INST0212_N20_S02_D009,19.629,21.478,36.46,61.394,5.477,10.881,21.478,36.46,5.477,0.0,61.394,0.0,55.179,21.478,36.46,10.881,55.179,55.179,10.881,36.46,0.0,5.477,61.394,50.526,61.394,50.526,0.0,5.477,130.689,0.0,19.629,5.477,130.689,19.629,10.881,21.478,97.061,36.46,0.0,36.46,68.319
INST0212_N20_S02_P010,24.239,26.505,41.761,60.745,0.0,7.008,26.505,41.761,0.0,5.477,60.745,5.477,58.521,26.505,41.761,7.008,58.521,58.521,7.008,41.761,5.477,0.0,60.745,49.927,60.745,49.927,5.477,0.0,129.526,5.477,24.239,0.0,129.526,24.239,7.008,26.505,95.708,41.761,5.477,41.761,62.898
INST0212_N20_S02_D010,55.171,75.908,67.889,0.0,60.745,54.565,75.908,67.889,60.745,61.394,0.0,61.394,113.587,75.908,67.889,54.565,113.587,113.587,54.565,67.889,61.394,60.745,0.0,10.867,0.0,10.867,61.394,60.745,69.589,61.394,55.171,60.745,69.589,55.171,54.565,75.908,36.733,67.889,61.394,67.889,77.092
INST0212_N20_S02_P011,45.002,65.388,59.003,10.867,49.927,43.838,65.388,59.003,49.927,50.526,10.867,50.526,103.002,65.388,59.003,43.838,103.002,103.002,43.838,59.003,50.526,49.927,10.867,0.0,10.867,0.0,50.526,49.927,80.368,50.526,45.002,49.927,80.368,45.002,43.838,65.388,47.206,59.003,50.526,59.003,71.865
INST0212_N20_S02_D011,55.171,75.908,67.889,0.0,60.745,54.565,75.908,67.889,60.745,61.394,0.0,61.394,113.587,75.908,67.889,54.565,113.587,113.587,54.565,67.889,61.394,60.745,0.0,10.867,0.0,10.867,61.394,60.745,69.589,61.394,55.171,60.745,69.589,55.171,54.565,75.908,36.733,67.889,61.394,67.889,77.092
INST0212_N20_S02_P012,45.002,65.388,59.003,10.867,49.927,43.838,65.388,59.003,49.927,50.526,10.867,50.526,103.002,65.388,59.003,43.838,103.002,103.002,43.838,59.003,50.526,49.927,10.867,0.0,10.867,0.0,50.526,49.927,80.368,50.526,45.002,49.927,80.368,45.002,43.838,65.388,47.206,59.003,50.526,59.003,71.865
INST0212_N20_S02_D012,19.629,21.478,36.46,61.394,5.477,10.881,21.478,36.46,5.477,0.0,61.394,0.0,55.179,21.478,36.46,10.881,55.179,55.179,10.881,36.46,0.0,5.477,61.394,50.526,61.394,50.526,0.0,5.477,130.689,0.0,19.629,5.477,130.689,19.629,10.881,21.478,97.061,36.46,0.0,36.46,68.319
INST0212_N20_S02_P013,24.239,26.505,41.761,60.745,0.0,7.008,26.505,41.761,0.0,5.477,60.745,5.477,58.521,26.505,41.761,7.008,58.521,58.521,7.008,41.761,5.477,0.0,60.745,49.927,60.745,49.927,5.477,0.0,129.526,5.477,24.239,0.0,129.526,24.239,7.008,26.505,95.708,41.761,5.477,41.761,62.898
INST0212_N20_S02_D013,124.222,145.321,134.327,69.589,129.526,122.952,145.321,134.327,129.526,130.689,69.589,130.689,183.035,145.321,134.327,122.952,183.035,183.035,122.952,134.327,130.689,129.526,69.589,80.368,69.589,80.368,130.689,129.526,0.0,130.689,124.222,129.526,0.0,124.222,122.952,145.321,33.969,134.327,130.689,134.327,123.443
INST0212_N20_S02_P014,19.629,21.478,36.46,61.394,5.477,10.881,21.478,36.46,5.477,0.0,61.394,0.0,55.179,21.478,36.46,10.881,55.179,55.179,10.881,36.46,0.0,5.477,61.394,50.526,61.394,50.526,0.0,5.477,130.689,0.0,19.629,5.477,130.689,19.629,10.881,21.478,97.061,36.46,0.0,36.46,68.319
INST0212_N20_S02_D014,0.0,21.517,19.488,55.171,24.239,25.439,21.517,19.488,24.239,19.629,55.171,19.629,59.019,21.517,19.488,25.439,59.019,59.019,25.439,19.488,19.629,24.239,55.171,45.002,55.171,45.002,19.629,24.239,124.222,19.629,0.0,24.239,124.222,0.0,25.439,21.517,91.902,19.488,19.629,19.488,83.416
INST0212_N20_S02_P015,24.239,26.505,41.761,60.745,0.0,7.008,26.505,41.761,0.0,5.477,60.745,5.477,58.521,26.505,41.761,7.008,58.521,58.521,7.008,41.761,5.477,0.0,60.745,49.927,60.745,49.927,5.477,0.0,129.526,5.477,24.239,0.0,129.526,24.239,7.008,26.505,95.708,41.761,5.477,41.761,62.898
INST0212_N20_S02_D015,124.222,145.321,134.327,69.589,129.526,122.952,145.321,134.327,129.526,130.689,69.589,130.689,183.035,145.321,134.327,122.952,183.035,183.035,122.952,134.327,130.689,129.526,69.589,80.368,69.589,80.368,130.689,129.526,0.0,130.689,124.222,129.526,0.0,124.222,122.952,145.321,33.969,134.327,130.689,134.327,123.443
INST0212_N20_S02_P016,0.0,21.517,19.488,55.171,24.239,25.439,21.517,19.488,24.239,19.629,55.171,19.629,59.019,21.517,19.488,25.439,59.019,59.019,25.439,19.488,19.629,24.239,55.171,45.002,55.171,45.002,19.629,24.239,124.222,19.629,0.0,24.239,124.222,0.0,25.439,21.517,91.902,19.488,19.629,19.488,83.416
INST0212_N20_S02_D016,25.439,32.298,44.339,54.565,7.008,0.0,32.298,44.339,7.008,10.881,54.565,10.881,65.452,32.298,44.339,0.0,65.452,65.452,0.0,44.339,10.881,7.008,54.565,43.838,54.565,43.838,10.881,7.008,122.952,10.881,25.439,7.008,122.952,25.439,0.0,32.298,89.072,44.339,10.881,44.339,58.699
INST0212_N20_S02_P017,21.517,0.0,24.954,75.908,26.505,32.298,0.0,24.954,26.505,21.478,75.908,21.478,37.715,0.0,24.954,32.298,37.715,37.715,32.298,24.954,21.478,26.505,75.908,65.388,75.908,65.388,21.478,26.505,145.321,21.478,21.517,26.505,145.321,21.517,32.298,0.0,112.576,24.954,21.478,24.954,88.975
INST0212_N20_S02_D017,91.902,112.576,103.829,36.733,95.708,89.072,112.576,103.829,95.708,97.061,36.733,97.061,150.208,112.576,103.829,89.072,150.208,150.208,89.072,103.829,97.061,95.708,36.733,47.206,36.733,47.206,97.061,95.708,33.969,97.061,91.902,95.708,33.969,91.902,89.072,112.576,0.0,103.829,97.061,103.829,93.449
INST0212_N20_S02_P018,19.488,24.954,0.0,67.889,41.761,44.339,24.954,0.0,41.761,36.46,67.889,36.46,54.903,24.954,0.0,44.339,54.903,54.903,44.339,0.0,36.46,41.761,67.889,59.003,67.889,59.003,36.46,41.761,134.327,36.46,19.488,41.761,134.327,19.488,44.339,24.954,103.829,0.0,36.46,0.0,102.776
INST0212_N20_S02_D018,19.629,21.478,36.46,61.394,5.477,10.881,21.478,36.46,5.477,0.0,61.394,0.0,55.179,21.478,36.46,10.881,55.179,55.179,10.881,36.46,0.0,5.477,61.394,50.526,61.394,50.526,0.0,5.477,130.689,0.0,19.629,5.477,130.689,19.629,10.881,21.478,97.061,36.46,0.0,36.46,68.319
INST0212_N20_S02_P019,19.488,24.954,0.0,67.889,41.761,44.339,24.954,0.0,41.761,36.46,67.889,36.46,54.903,24.954,0.0,44.339,54.903,54.903,44.339,0.0,36.46,41.761,67.889,59.003,67.889,59.003,36.46,41.761,134.327,36.46,19.488,41.761,134.327,19.488,44.339,24.954,103.829,0.0,36.46,0.0,102.776
INST0212_N20_S02_D019,83.416,88.975,102.776,77.092,62.898,58.699,88.975,102.776,62.898,68.319,77.092,68.319,113.511,88.975,102.776,58.699,113.511,113.511,58.699,102.776,68.319,62.898,77.092,71.865,77.092,71.865,68.319,62.898,123.443,68.319,83.416,62.898,123.443,83.416,58.699,88.975,93.449,102.776,68.319,102.776,0.0
