,depot,INST0266_N22_S26_P000,INST0266_N22_S26_D000,INST0266_N22_S26_P001,INST0266_N22_S26_D001,INST0266_N22_S26_P002,INST0266_N22_S26_D002,INST0266_N22_S26_P003,INST0266_N22_S26_D003,INST0266_N22_S26_P004,INST0266_N22_S26_D004,INST0266_N22_S26_P005,INST0266_N22_S26_D005,INST0266_N22_S26_P006,INST0266_N22_S26_D006,INST0266_N22_S26_P007,INST0266_N22_S26_D007,INST0266_N22_S26_P008,INST0266_N22_S26_D008,INST0266_N22_S26_P009,INST0266_N22_S26_D009,INST0266_N22_S26_P010,INST0266_N22_S26_D010,INST0266_N22_S26_P011,INST0266_N22_S26_D011,INST0266_N22_S26_P012,INST0266_N22_S26_D012,INST0266_N22_S26_P013,INST0266_N22_S26_D013,INST0266_N22_S26_P014,INST0266_N22_S26_D014,INST0266_N22_S26_P015,INST0266_N22_S26_D015,INST0266_N22_S26_P016,INST0266_N22_S26_D016,INST0266_N22_S26_P017,INST0266_N22_S26_D017,INST0266_N22_S26_P018,INST0266_N22_S26_D018,INST0266_N22_S26_P019,INST0266_N22_S26_D019,INST0266_N22_S26_P020,INST0266_N22_S26_D020,INST0266_N22_S26_P021,INST0266_N22_S26_D021
INST0266_N22_S26_D004,26.348,55.105,31.149,29.68,26.348,26.348,112.533,67.557,31.149,55.105,0.0,55.105,23.863,0.0,112.533,23.863,0.0,24.036,55.105,67.557,152.108,67.557,23.863,0.0,102.142,24.036,26.348,55.105,23.863,26.348,55.105,23.863,29.68,29.68,67.557,72.268,23.863,29.68,23.863,0.0,67.557,29.68,67.557,31.149,24.036
INST0266_N22_S26_P005,80.067,0.0,53.679,61.135,80.067,80.067,57.803,13.307,53.679,0.0,55.105,0.0,72.248,55.105,57.803,72.248,55.105,61.869,0.0,13.307,98.41,13.307,72.248,55.105,87.998,61.869,80.067,0.0,72.248,80.067,0.0,72.248,61.135,61.135,13.307,126.125,72.248,61.135,72.248,55.105,13.307,61.135,13.307,53.679,61.869
INST0266_N22_S26_D005,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_P006,26.348,55.105,31.149,29.68,26.348,26.348,112.533,67.557,31.149,55.105,0.0,55.105,23.863,0.0,112.533,23.863,0.0,24.036,55.105,67.557,152.108,67.557,23.863,0.0,102.142,24.036,26.348,55.105,23.863,26.348,55.105,23.863,29.68,29.68,67.557,72.268,23.863,29.68,23.863,0.0,67.557,29.68,67.557,31.149,24.036
INST0266_N22_S26_D006,137.848,57.803,109.068,117.194,137.848,137.848,0.0,44.98,109.068,57.803,112.533,57.803,127.137,112.533,0.0,127.137,112.533,118.85,57.803,44.98,41.594,44.98,127.137,112.533,114.428,118.85,137.848,57.803,127.137,137.848,57.803,127.137,117.194,117.194,44.98,183.928,127.137,117.194,127.137,112.533,44.98,117.194,44.98,109.068,118.85
INST0266_N22_S26_P007,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_D007,26.348,55.105,31.149,29.68,26.348,26.348,112.533,67.557,31.149,55.105,0.0,55.105,23.863,0.0,112.533,23.863,0.0,24.036,55.105,67.557,152.108,67.557,23.863,0.0,102.142,24.036,26.348,55.105,23.863,26.348,55.105,23.863,29.68,29.68,67.557,72.268,23.863,29.68,23.863,0.0,67.557,29.68,67.557,31.149,24.036
INST0266_N22_S26_P008,26.3,61.869,13.324,6.707,26.3,26.3,118.85,75.176,13.324,61.869,24.036,61.869,44.645,24.036,118.85,44.645,24.036,0.0,61.869,75.176,160.028,75.176,44.645,24.036,83.656,0.0,26.3,61.869,44.645,26.3,61.869,44.645,6.707,6.707,75.176,67.566,44.645,6.707,44.645,24.036,75.176,6.707,75.176,13.324,0.0
INST0266_N22_S26_D008,80.067,0.0,53.679,61.135,80.067,80.067,57.803,13.307,53.679,0.0,55.105,0.0,72.248,55.105,57.803,72.248,55.105,61.869,0.0,13.307,98.41,13.307,72.248,55.105,87.998,61.869,80.067,0.0,72.248,80.067,0.0,72.248,61.135,61.135,13.307,126.125,72.248,61.135,72.248,55.105,13.307,61.135,13.307,53.679,61.869
INST0266_N22_S26_P009,92.948,13.307,66.815,74.382,92.948,92.948,44.98,0.0,66.815,13.307,67.557,13.307,83.129,67.557,44.98,83.129,67.557,75.176,13.307,0.0,85.211,0.0,83.129,67.557,94.398,75.176,92.948,13.307,83.129,92.948,13.307,83.129,74.382,74.382,0.0,139.086,83.129,74.382,83.129,67.557,0.0,74.382,0.0,66.815,75.176
INST0266_N22_S26_D009,177.944,98.41,150.553,158.604,177.944,177.944,41.594,85.211,150.553,98.41,152.108,98.41,164.482,152.108,41.594,164.482,152.108,160.028,98.41,85.211,0.0,85.211,164.482,152.108,151.155,160.028,177.944,98.41,164.482,177.944,98.41,164.482,158.604,158.604,85.211,224.124,164.482,158.604,164.482,152.108,85.211,158.604,85.211,150.553,160.028
INST0266_N22_S26_P010,92.948,13.307,66.815,74.382,92.948,92.948,44.98,0.0,66.815,13.307,67.557,13.307,83.129,67.557,44.98,83.129,67.557,75.176,13.307,0.0,85.211,0.0,83.129,67.557,94.398,75.176,92.948,13.307,83.129,92.948,13.307,83.129,74.382,74.382,0.0,139.086,83.129,74.382,83.129,67.557,0.0,74.382,0.0,66.815,75.176
INST0266_N22_S26_D010,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_P011,26.348,55.105,31.149,29.68,26.348,26.348,112.533,67.557,31.149,55.105,0.0,55.105,23.863,0.0,112.533,23.863,0.0,24.036,55.105,67.557,152.108,67.557,23.863,0.0,102.142,24.036,26.348,55.105,23.863,26.348,55.105,23.863,29.68,29.68,67.557,72.268,23.863,29.68,23.863,0.0,67.557,29.68,67.557,31.149,24.036
INST0266_N22_S26_D011,108.949,87.998,71.877,77.018,108.949,108.949,114.428,94.398,71.877,87.998,102.142,87.998,125.848,102.142,114.428,125.848,102.142,83.656,87.998,94.398,151.155,94.398,125.848,102.142,0.0,83.656,108.949,87.998,125.848,108.949,87.998,125.848,77.018,77.018,94.398,138.993,125.848,77.018,125.848,102.142,94.398,77.018,94.398,71.877,83.656
INST0266_N22_S26_P012,26.3,61.869,13.324,6.707,26.3,26.3,118.85,75.176,13.324,61.869,24.036,61.869,44.645,24.036,118.85,44.645,24.036,0.0,61.869,75.176,160.028,75.176,44.645,24.036,83.656,0.0,26.3,61.869,44.645,26.3,61.869,44.645,6.707,6.707,75.176,67.566,44.645,6.707,44.645,24.036,75.176,6.707,75.176,13.324,0.0
INST0266_N22_S26_D012,0.0,80.067,39.549,32.455,0.0,0.0,137.848,92.948,39.549,80.067,26.348,80.067,30.556,26.348,137.848,30.556,26.348,26.3,80.067,92.948,177.944,92.948,30.556,26.348,108.949,26.3,0.0,80.067,30.556,0.0,80.067,30.556,32.455,32.455,92.948,46.181,30.556,32.455,30.556,26.348,92.948,32.455,92.948,39.549,26.3
INST0266_N22_S26_P013,80.067,0.0,53.679,61.135,80.067,80.067,57.803,13.307,53.679,0.0,55.105,0.0,72.248,55.105,57.803,72.248,55.105,61.869,0.0,13.307,98.41,13.307,72.248,55.105,87.998,61.869,80.067,0.0,72.248,80.067,0.0,72.248,61.135,61.135,13.307,126.125,72.248,61.135,72.248,55.105,13.307,61.135,13.307,53.679,61.869
INST0266_N22_S26_D013,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_P014,0.0,80.067,39.549,32.455,0.0,0.0,137.848,92.948,39.549,80.067,26.348,80.067,30.556,26.348,137.848,30.556,26.348,26.3,80.067,92.948,177.944,92.948,30.556,26.348,108.949,26.3,0.0,80.067,30.556,0.0,80.067,30.556,32.455,32.455,92.948,46.181,30.556,32.455,30.556,26.348,92.948,32.455,92.948,39.549,26.3
INST0266_N22_S26_D014,80.067,0.0,53.679,61.135,80.067,80.067,57.803,13.307,53.679,0.0,55.105,0.0,72.248,55.105,57.803,72.248,55.105,61.869,0.0,13.307,98.41,13.307,72.248,55.105,87.998,61.869,80.067,0.0,72.248,80.067,0.0,72.248,61.135,61.135,13.307,126.125,72.248,61.135,72.248,55.105,13.307,61.135,13.307,53.679,61.869
INST0266_N22_S26_P015,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_D015,32.455,61.135,8.581,0.0,32.455,32.455,117.194,74.382,8.581,61.135,29.68,61.135,51.136,29.68,117.194,51.136,29.68,6.707,61.135,74.382,158.604,74.382,51.136,29.68,77.018,6.707,32.455,61.135,51.136,32.455,61.135,51.136,0.0,0.0,74.382,71.658,51.136,0.0,51.136,29.68,74.382,0.0,74.382,8.581,6.707
INST0266_N22_S26_P016,32.455,61.135,8.581,0.0,32.455,32.455,117.194,74.382,8.581,61.135,29.68,61.135,51.136,29.68,117.194,51.136,29.68,6.707,61.135,74.382,158.604,74.382,51.136,29.68,77.018,6.707,32.455,61.135,51.136,32.455,61.135,51.136,0.0,0.0,74.382,71.658,51.136,0.0,51.136,29.68,74.382,0.0,74.382,8.581,6.707
INST0266_N22_S26_D016,92.948,13.307,66.815,74.382,92.948,92.948,44.98,0.0,66.815,13.307,67.557,13.307,83.129,67.557,44.98,83.129,67.557,75.176,13.307,0.0,85.211,0.0,83.129,67.557,94.398,75.176,92.948,13.307,83.129,92.948,13.307,83.129,74.382,74.382,0.0,139.086,83.129,74.382,83.129,67.557,0.0,74.382,0.0,66.815,75.176
INST0266_N22_S26_P017,46.181,126.125,80.145,71.658,46.181,46.181,183.928,139.086,80.145,126.125,72.268,126.125,67.228,72.268,183.928,67.228,72.268,67.566,126.125,139.086,224.124,139.086,67.228,72.268,138.993,67.566,46.181,126.125,67.228,46.181,126.125,67.228,71.658,71.658,139.086,0.0,67.228,71.658,67.228,72.268,139.086,71.658,139.086,80.145,67.566
INST0266_N22_S26_D017,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_P018,32.455,61.135,8.581,0.0,32.455,32.455,117.194,74.382,8.581,61.135,29.68,61.135,51.136,29.68,117.194,51.136,29.68,6.707,61.135,74.382,158.604,74.382,51.136,29.68,77.018,6.707,32.455,61.135,51.136,32.455,61.135,51.136,0.0,0.0,74.382,71.658,51.136,0.0,51.136,29.68,74.382,0.0,74.382,8.581,6.707
INST0266_N22_S26_D018,30.556,72.248,54.293,51.136,30.556,30.556,127.137,83.129,54.293,72.248,23.863,72.248,0.0,23.863,127.137,0.0,23.863,44.645,72.248,83.129,164.482,83.129,0.0,23.863,125.848,44.645,30.556,72.248,0.0,30.556,72.248,0.0,51.136,51.136,83.129,67.228,0.0,51.136,0.0,23.863,83.129,51.136,83.129,54.293,44.645
INST0266_N22_S26_P019,26.348,55.105,31.149,29.68,26.348,26.348,112.533,67.557,31.149,55.105,0.0,55.105,23.863,0.0,112.533,23.863,0.0,24.036,55.105,67.557,152.108,67.557,23.863,0.0,102.142,24.036,26.348,55.105,23.863,26.348,55.105,23.863,29.68,29.68,67.557,72.268,23.863,29.68,23.863,0.0,67.557,29.68,67.557,31.149,24.036
INST0266_N22_S26_D019,92.948,13.307,66.815,74.382,92.948,92.948,44.98,0.0,66.815,13.307,67.557,13.307,83.129,67.557,44.98,83.129,67.557,75.176,13.307,0.0,85.211,0.0,83.129,67.557,94.398,75.176,92.948,13.307,83.129,92.948,13.307,83.129,74.382,74.382,0.0,139.086,83.129,74.382,83.129,67.557,0.0,74.382,0.0,66.815,75.176
INST0266_N22_S26_P020,32.455,61.135,8.581,0.0,32.455,32.455,117.194,74.382,8.581,61.135,29.68,61.135,51.136,29.68,117.194,51.136,29.68,6.707,61.135,74.382,158.604,74.382,51.136,29.68,77.018,6.707,32.455,61.135,51.136,32.455,61.135,51.136,0.0,0.0,74.382,71.658,51.136,0.0,51.136,29.68,74.382,0.0,74.382,8.581,6.707
INST0266_N22_S26_D020,92.948,13.307,66.815,74.382,92.948,92.948,44.98,0.0,66.815,13.307,67.557,13.307,83.129,67.557,44.98,83.129,67.557,75.176,13.307,0.0,85.211,0.0,83.129,67.557,94.398,75.176,92.948,13.307,83.129,92.948,13.307,83.129,74.382,74.382,0.0,139.086,83.129,74.382,83.129,67.557,0.0,74.382,0.0,66.815,75.176
INST0266_N22_S26_P021,39.549,53.679,0.0,8.581,39.549,39.549,109.068,66.815,0.0,53.679,31.149,53.679,54.293,31.149,109.068,54.293,31.149,13.324,53.679,66.815,150.553,66.815,54.293,31.149,71.877,13.324,39.549,53.679,54.293,39.549,53.679,54.293,8.581,8.581,66.815,80.145,54.293,8.581,54.293,31.149,66.815,8.581,66.815,0.0,13.324
INST0266_N22_S26_D021,26.3,61.869,13.324,6.707,26.3,26.3,118.85,75.176,13.324,61.869,24.036,61.869,44.645,24.036,118.85,44.645,24.036,0.0,61.869,75.176,160.028,75.176,44.645,24.036,83.656,0.0,26.3,61.869,44.645,26.3,61.869,44.645,6.707,6.707,75.176,67.566,44.645,6.707,44.645,24.036,75.176,6.707,75.176,13.324,0.0
