,depot,INST0172_N15_W22_P000,INST0172_N15_W22_D000,INST0172_N15_W22_P001,INST0172_N15_W22_D001,INST0172_N15_W22_P002,INST0172_N15_W22_D002,INST0172_N15_W22_P003,INST0172_N15_W22_D003,INST0172_N15_W22_P004,INST0172_N15_W22_D004,INST0172_N15_W22_P005,INST0172_N15_W22_D005,INST0172_N15_W22_P006,INST0172_N15_W22_D006,INST0172_N15_W22_P007,INST0172_N15_W22_D007,INST0172_N15_W22_P008,INST0172_N15_W22_D008,INST0172_N15_W22_P009,INST0172_N15_W22_D009,INST0172_N15_W22_P010,INST0172_N15_W22_D010,INST0172_N15_W22_P011,INST0172_N15_W22_D011,INST0172_N15_W22_P012,INST0172_N15_W22_D012,INST0172_N15_W22_P013,INST0172_N15_W22_D013,INST0172_N15_W22_P014,INST0172_N15_W22_D014
INST0172_N15_W22_P009,16.35,69.129,18.744,0.0,52.507,28.769,109.164,18.744,51.842,16.35,69.129,18.744,28.769,18.744,123.055,29.48,52.507,16.35,18.744,0.0,18.744,28.769,16.35,51.842,69.129,28.769,51.842,29.48,16.35,19.054,109.164
INST0172_N15_W22_D009,26.872,55.217,0.0,18.744,35.155,41.092,96.036,0.0,41.349,26.872,55.217,0.0,41.092,0.0,109.245,20.581,35.155,26.872,0.0,18.744,0.0,41.092,26.872,41.349,55.217,41.092,41.349,20.581,26.872,14.077,96.036
INST0172_N15_W22_P010,14.239,70.903,41.092,28.769,75.918,0.0,106.091,41.092,50.611,14.239,70.903,41.092,0.0,41.092,120.757,35.196,75.918,14.239,41.092,28.769,41.092,0.0,14.239,50.611,70.903,0.0,50.611,35.196,14.239,29.954,106.091
INST0172_N15_W22_D010,0.0,63.444,26.872,16.35,61.821,14.239,101.402,26.872,43.952,0.0,63.444,26.872,14.239,26.872,115.807,24.4,61.821,0.0,26.872,16.35,26.872,14.239,0.0,43.952,63.444,14.239,43.952,24.4,0.0,16.791,101.402
INST0172_N15_W22_P011,43.952,20.342,41.349,51.842,55.918,50.611,57.687,41.349,0.0,43.952,20.342,41.349,50.611,41.349,71.944,22.455,55.918,43.952,41.349,51.842,41.349,50.611,43.952,0.0,20.342,50.611,0.0,22.455,43.952,32.833,57.687
INST0172_N15_W22_D011,63.444,0.0,55.217,69.129,57.646,70.903,40.846,55.217,20.342,63.444,0.0,55.217,70.903,55.217,54.132,40.063,57.646,63.444,55.217,69.129,55.217,70.903,63.444,20.342,0.0,70.903,20.342,40.063,63.444,50.28,40.846
INST0172_N15_W22_P012,14.239,70.903,41.092,28.769,75.918,0.0,106.091,41.092,50.611,14.239,70.903,41.092,0.0,41.092,120.757,35.196,75.918,14.239,41.092,28.769,41.092,0.0,14.239,50.611,70.903,0.0,50.611,35.196,14.239,29.954,106.091
INST0172_N15_W22_D012,43.952,20.342,41.349,51.842,55.918,50.611,57.687,41.349,0.0,43.952,20.342,41.349,50.611,41.349,71.944,22.455,55.918,43.952,41.349,51.842,41.349,50.611,43.952,0.0,20.342,50.611,0.0,22.455,43.952,32.833,57.687
INST0172_N15_W22_P013,24.4,40.063,20.581,29.48,46.518,35.196,79.708,20.581,22.455,24.4,40.063,20.581,35.196,20.581,93.687,0.0,46.518,24.4,20.581,29.48,20.581,35.196,24.4,22.455,40.063,35.196,22.455,0.0,24.4,10.426,79.708
INST0172_N15_W22_D013,0.0,63.444,26.872,16.35,61.821,14.239,101.402,26.872,43.952,0.0,63.444,26.872,14.239,26.872,115.807,24.4,61.821,0.0,26.872,16.35,26.872,14.239,0.0,43.952,63.444,14.239,43.952,24.4,0.0,16.791,101.402
INST0172_N15_W22_P014,16.791,50.28,14.077,19.054,46.592,29.954,90.122,14.077,32.833,16.791,50.28,14.077,29.954,14.077,104.062,10.426,46.592,16.791,14.077,19.054,14.077,29.954,16.791,32.833,50.28,29.954,32.833,10.426,16.791,0.0,90.122
INST0172_N15_W22_D014,101.402,40.846,96.036,109.164,94.442,106.091,0.0,96.036,57.687,101.402,40.846,96.036,106.091,96.036,14.722,79.708,94.442,101.402,96.036,109.164,96.036,106.091,101.402,57.687,40.846,106.091,57.687,79.708,101.402,90.122,0.0
