,depot,INST0285_N25_N15_P000,INST0285_N25_N15_D000,INST0285_N25_N15_P001,INST0285_N25_N15_D001,INST0285_N25_N15_P002,INST0285_N25_N15_D002,INST0285_N25_N15_P003,INST0285_N25_N15_D003,INST0285_N25_N15_P004,INST0285_N25_N15_D004,INST0285_N25_N15_P005,INST0285_N25_N15_D005,INST0285_N25_N15_P006,INST0285_N25_N15_D006,INST0285_N25_N15_P007,INST0285_N25_N15_D007,INST0285_N25_N15_P008,INST0285_N25_N15_D008,INST0285_N25_N15_P009,INST0285_N25_N15_D009,INST0285_N25_N15_P010,INST0285_N25_N15_D010,INST0285_N25_N15_P011,INST0285_N25_N15_D011,INST0285_N25_N15_P012,INST0285_N25_N15_D012,INST0285_N25_N15_P013,INST0285_N25_N15_D013,INST0285_N25_N15_P014,INST0285_N25_N15_D014,INST0285_N25_N15_P015,INST0285_N25_N15_D015,INST0285_N25_N15_P016,INST0285_N25_N15_D016,INST0285_N25_N15_P017,INST0285_N25_N15_D017,INST0285_N25_N15_P018,INST0285_N25_N15_D018,INST0285_N25_N15_P019,INST0285_N25_N15_D019,INST0285_N25_N15_P020,INST0285_N25_N15_D020,INST0285_N25_N15_P021,INST0285_N25_N15_D021,INST0285_N25_N15_P022,INST0285_N25_N15_D022,INST0285_N25_N15_P023,INST0285_N25_N15_D023,INST0285_N25_N15_P024,INST0285_N25_N15_D024
INST0285_N25_N15_D004,132.823,110.202,143.5,135.971,132.823,127.973,135.971,135.971,149.304,110.202,0.0,128.231,149.304,113.8,127.973,190.666,136.742,143.5,127.973,127.973,0.0,136.742,239.676,135.971,113.8,127.973,143.5,143.5,128.231,149.304,143.5,136.742,149.304,110.202,132.823,190.666,206.878,135.971,190.666,128.231,239.676,190.666,127.973,149.304,113.8,149.304,127.973,113.8,136.742,136.742,149.304
INST0285_N25_N15_P005,21.8,48.052,40.266,11.436,21.8,26.126,11.436,11.436,46.019,48.052,128.231,0.0,46.019,20.683,26.126,77.99,13.942,40.266,26.126,26.126,128.231,13.942,113.909,11.436,20.683,26.126,40.266,40.266,0.0,46.019,40.266,13.942,46.019,48.052,21.8,77.99,81.189,11.436,77.99,0.0,113.909,77.99,26.126,46.019,20.683,46.019,26.126,20.683,13.942,13.942,46.019
INST0285_N25_N15_D005,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
INST0285_N25_N15_P006,19.671,28.616,35.534,23.353,19.671,17.254,23.353,23.353,64.86,28.616,113.8,20.683,64.86,0.0,17.254,81.17,23.461,35.534,17.254,17.254,113.8,23.461,132.815,23.353,0.0,17.254,35.534,35.534,20.683,64.86,35.534,23.461,64.86,28.616,19.671,81.17,100.436,23.353,81.17,20.683,132.815,81.17,17.254,64.86,0.0,64.86,17.254,0.0,23.461,23.461,64.86
INST0285_N25_N15_D006,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_P007,61.784,81.232,47.339,66.572,61.784,64.45,66.572,66.572,107.477,81.232,190.666,77.99,107.477,81.17,64.45,0.0,64.236,47.339,64.45,64.45,190.666,64.236,104.379,66.572,81.17,64.45,47.339,47.339,77.99,107.477,47.339,64.236,107.477,81.232,61.784,0.0,85.106,66.572,0.0,77.99,104.379,0.0,64.45,107.477,81.17,107.477,64.45,81.17,64.236,64.236,107.477
INST0285_N25_N15_D007,11.477,44.646,27.709,2.788,11.477,18.229,2.788,2.788,55.435,44.646,136.742,13.942,55.435,23.461,18.229,64.236,0.0,27.709,18.229,18.229,136.742,0.0,110.207,2.788,23.461,18.229,27.709,27.709,13.942,55.435,27.709,0.0,55.435,44.646,11.477,64.236,78.292,2.788,64.236,13.942,110.207,64.236,18.229,55.435,23.461,55.435,18.229,23.461,0.0,0.0,55.435
INST0285_N25_N15_P008,18.791,35.653,0.0,30.471,18.791,18.283,30.471,30.471,82.833,35.653,143.5,40.266,82.833,35.534,18.283,47.339,27.709,0.0,18.283,18.283,143.5,27.709,122.278,30.471,35.534,18.283,0.0,0.0,40.266,82.833,0.0,27.709,82.833,35.653,18.791,47.339,93.214,30.471,47.339,40.266,122.278,47.339,18.283,82.833,35.534,82.833,18.283,35.534,27.709,27.709,82.833
INST0285_N25_N15_D008,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_P009,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_D009,132.823,110.202,143.5,135.971,132.823,127.973,135.971,135.971,149.304,110.202,0.0,128.231,149.304,113.8,127.973,190.666,136.742,143.5,127.973,127.973,0.0,136.742,239.676,135.971,113.8,127.973,143.5,143.5,128.231,149.304,143.5,136.742,149.304,110.202,132.823,190.666,206.878,135.971,190.666,128.231,239.676,190.666,127.973,149.304,113.8,149.304,127.973,113.8,136.742,136.742,149.304
INST0285_N25_N15_P010,11.477,44.646,27.709,2.788,11.477,18.229,2.788,2.788,55.435,44.646,136.742,13.942,55.435,23.461,18.229,64.236,0.0,27.709,18.229,18.229,136.742,0.0,110.207,2.788,23.461,18.229,27.709,27.709,13.942,55.435,27.709,0.0,55.435,44.646,11.477,64.236,78.292,2.788,64.236,13.942,110.207,64.236,18.229,55.435,23.461,55.435,18.229,23.461,0.0,0.0,55.435
INST0285_N25_N15_D010,119.262,153.371,122.278,109.689,119.262,126.352,109.689,109.689,95.428,153.371,239.676,113.909,95.428,132.815,126.352,104.379,110.207,122.278,126.352,126.352,239.676,110.207,0.0,109.689,132.815,126.352,122.278,122.278,113.909,95.428,122.278,110.207,95.428,153.371,119.262,104.379,32.884,109.689,104.379,113.909,0.0,104.379,126.352,95.428,132.815,95.428,126.352,132.815,110.207,110.207,95.428
INST0285_N25_N15_P011,13.759,46.06,30.471,0.0,13.759,20.176,0.0,0.0,52.8,46.06,135.971,11.436,52.8,23.353,20.176,66.572,2.788,30.471,20.176,20.176,135.971,2.788,109.689,0.0,23.353,20.176,30.471,30.471,11.436,52.8,30.471,2.788,52.8,46.06,13.759,66.572,77.555,0.0,66.572,11.436,109.689,66.572,20.176,52.8,23.353,52.8,20.176,23.353,2.788,2.788,52.8
INST0285_N25_N15_D011,19.671,28.616,35.534,23.353,19.671,17.254,23.353,23.353,64.86,28.616,113.8,20.683,64.86,0.0,17.254,81.17,23.461,35.534,17.254,17.254,113.8,23.461,132.815,23.353,0.0,17.254,35.534,35.534,20.683,64.86,35.534,23.461,64.86,28.616,19.671,81.17,100.436,23.353,81.17,20.683,132.815,81.17,17.254,64.86,0.0,64.86,17.254,0.0,23.461,23.461,64.86
INST0285_N25_N15_P012,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_D012,18.791,35.653,0.0,30.471,18.791,18.283,30.471,30.471,82.833,35.653,143.5,40.266,82.833,35.534,18.283,47.339,27.709,0.0,18.283,18.283,143.5,27.709,122.278,30.471,35.534,18.283,0.0,0.0,40.266,82.833,0.0,27.709,82.833,35.653,18.791,47.339,93.214,30.471,47.339,40.266,122.278,47.339,18.283,82.833,35.534,82.833,18.283,35.534,27.709,27.709,82.833
INST0285_N25_N15_P013,18.791,35.653,0.0,30.471,18.791,18.283,30.471,30.471,82.833,35.653,143.5,40.266,82.833,35.534,18.283,47.339,27.709,0.0,18.283,18.283,143.5,27.709,122.278,30.471,35.534,18.283,0.0,0.0,40.266,82.833,0.0,27.709,82.833,35.653,18.791,47.339,93.214,30.471,47.339,40.266,122.278,47.339,18.283,82.833,35.534,82.833,18.283,35.534,27.709,27.709,82.833
INST0285_N25_N15_D013,21.8,48.052,40.266,11.436,21.8,26.126,11.436,11.436,46.019,48.052,128.231,0.0,46.019,20.683,26.126,77.99,13.942,40.266,26.126,26.126,128.231,13.942,113.909,11.436,20.683,26.126,40.266,40.266,0.0,46.019,40.266,13.942,46.019,48.052,21.8,77.99,81.189,11.436,77.99,0.0,113.909,77.99,26.126,46.019,20.683,46.019,26.126,20.683,13.942,13.942,46.019
INST0285_N25_N15_P014,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
INST0285_N25_N15_D014,18.791,35.653,0.0,30.471,18.791,18.283,30.471,30.471,82.833,35.653,143.5,40.266,82.833,35.534,18.283,47.339,27.709,0.0,18.283,18.283,143.5,27.709,122.278,30.471,35.534,18.283,0.0,0.0,40.266,82.833,0.0,27.709,82.833,35.653,18.791,47.339,93.214,30.471,47.339,40.266,122.278,47.339,18.283,82.833,35.534,82.833,18.283,35.534,27.709,27.709,82.833
INST0285_N25_N15_P015,11.477,44.646,27.709,2.788,11.477,18.229,2.788,2.788,55.435,44.646,136.742,13.942,55.435,23.461,18.229,64.236,0.0,27.709,18.229,18.229,136.742,0.0,110.207,2.788,23.461,18.229,27.709,27.709,13.942,55.435,27.709,0.0,55.435,44.646,11.477,64.236,78.292,2.788,64.236,13.942,110.207,64.236,18.229,55.435,23.461,55.435,18.229,23.461,0.0,0.0,55.435
INST0285_N25_N15_D015,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
INST0285_N25_N15_P016,34.294,0.0,35.653,46.06,34.294,27.111,46.06,46.06,93.371,0.0,110.202,48.052,93.371,28.616,27.111,81.232,44.646,35.653,27.111,27.111,110.202,44.646,153.371,46.06,28.616,27.111,35.653,35.653,48.052,93.371,35.653,44.646,93.371,0.0,34.294,81.232,122.247,46.06,81.232,48.052,153.371,81.232,27.111,93.371,28.616,93.371,27.111,28.616,44.646,44.646,93.371
INST0285_N25_N15_D016,0.0,34.294,18.791,13.759,0.0,7.201,13.759,13.759,66.32,34.294,132.823,21.8,66.32,19.671,7.201,61.784,11.477,18.791,7.201,7.201,132.823,11.477,119.262,13.759,19.671,7.201,18.791,18.791,21.8,66.32,18.791,11.477,66.32,34.294,0.0,61.784,87.958,13.759,61.784,21.8,119.262,61.784,7.201,66.32,19.671,66.32,7.201,19.671,11.477,11.477,66.32
INST0285_N25_N15_P017,61.784,81.232,47.339,66.572,61.784,64.45,66.572,66.572,107.477,81.232,190.666,77.99,107.477,81.17,64.45,0.0,64.236,47.339,64.45,64.45,190.666,64.236,104.379,66.572,81.17,64.45,47.339,47.339,77.99,107.477,47.339,64.236,107.477,81.232,61.784,0.0,85.106,66.572,0.0,77.99,104.379,0.0,64.45,107.477,81.17,107.477,64.45,81.17,64.236,64.236,107.477
INST0285_N25_N15_D017,87.958,122.247,93.214,77.555,87.958,95.136,77.555,77.555,65.084,122.247,206.878,81.189,65.084,100.436,95.136,85.106,78.292,93.214,95.136,95.136,206.878,78.292,32.884,77.555,100.436,95.136,93.214,93.214,81.189,65.084,93.214,78.292,65.084,122.247,87.958,85.106,0.0,77.555,85.106,81.189,32.884,85.106,95.136,65.084,100.436,65.084,95.136,100.436,78.292,78.292,65.084
INST0285_N25_N15_P018,13.759,46.06,30.471,0.0,13.759,20.176,0.0,0.0,52.8,46.06,135.971,11.436,52.8,23.353,20.176,66.572,2.788,30.471,20.176,20.176,135.971,2.788,109.689,0.0,23.353,20.176,30.471,30.471,11.436,52.8,30.471,2.788,52.8,46.06,13.759,66.572,77.555,0.0,66.572,11.436,109.689,66.572,20.176,52.8,23.353,52.8,20.176,23.353,2.788,2.788,52.8
INST0285_N25_N15_D018,61.784,81.232,47.339,66.572,61.784,64.45,66.572,66.572,107.477,81.232,190.666,77.99,107.477,81.17,64.45,0.0,64.236,47.339,64.45,64.45,190.666,64.236,104.379,66.572,81.17,64.45,47.339,47.339,77.99,107.477,47.339,64.236,107.477,81.232,61.784,0.0,85.106,66.572,0.0,77.99,104.379,0.0,64.45,107.477,81.17,107.477,64.45,81.17,64.236,64.236,107.477
INST0285_N25_N15_P019,21.8,48.052,40.266,11.436,21.8,26.126,11.436,11.436,46.019,48.052,128.231,0.0,46.019,20.683,26.126,77.99,13.942,40.266,26.126,26.126,128.231,13.942,113.909,11.436,20.683,26.126,40.266,40.266,0.0,46.019,40.266,13.942,46.019,48.052,21.8,77.99,81.189,11.436,77.99,0.0,113.909,77.99,26.126,46.019,20.683,46.019,26.126,20.683,13.942,13.942,46.019
INST0285_N25_N15_D019,119.262,153.371,122.278,109.689,119.262,126.352,109.689,109.689,95.428,153.371,239.676,113.909,95.428,132.815,126.352,104.379,110.207,122.278,126.352,126.352,239.676,110.207,0.0,109.689,132.815,126.352,122.278,122.278,113.909,95.428,122.278,110.207,95.428,153.371,119.262,104.379,32.884,109.689,104.379,113.909,0.0,104.379,126.352,95.428,132.815,95.428,126.352,132.815,110.207,110.207,95.428
INST0285_N25_N15_P020,61.784,81.232,47.339,66.572,61.784,64.45,66.572,66.572,107.477,81.232,190.666,77.99,107.477,81.17,64.45,0.0,64.236,47.339,64.45,64.45,190.666,64.236,104.379,66.572,81.17,64.45,47.339,47.339,77.99,107.477,47.339,64.236,107.477,81.232,61.784,0.0,85.106,66.572,0.0,77.99,104.379,0.0,64.45,107.477,81.17,107.477,64.45,81.17,64.236,64.236,107.477
INST0285_N25_N15_D020,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_P021,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
INST0285_N25_N15_D021,19.671,28.616,35.534,23.353,19.671,17.254,23.353,23.353,64.86,28.616,113.8,20.683,64.86,0.0,17.254,81.17,23.461,35.534,17.254,17.254,113.8,23.461,132.815,23.353,0.0,17.254,35.534,35.534,20.683,64.86,35.534,23.461,64.86,28.616,19.671,81.17,100.436,23.353,81.17,20.683,132.815,81.17,17.254,64.86,0.0,64.86,17.254,0.0,23.461,23.461,64.86
INST0285_N25_N15_P022,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
INST0285_N25_N15_D022,7.201,27.111,18.283,20.176,7.201,0.0,20.176,20.176,71.779,27.111,127.973,26.126,71.779,17.254,0.0,64.45,18.229,18.283,0.0,0.0,127.973,18.229,126.352,20.176,17.254,0.0,18.283,18.283,26.126,71.779,18.283,18.229,71.779,27.111,7.201,64.45,95.136,20.176,64.45,26.126,126.352,64.45,0.0,71.779,17.254,71.779,0.0,17.254,18.229,18.229,71.779
INST0285_N25_N15_P023,19.671,28.616,35.534,23.353,19.671,17.254,23.353,23.353,64.86,28.616,113.8,20.683,64.86,0.0,17.254,81.17,23.461,35.534,17.254,17.254,113.8,23.461,132.815,23.353,0.0,17.254,35.534,35.534,20.683,64.86,35.534,23.461,64.86,28.616,19.671,81.17,100.436,23.353,81.17,20.683,132.815,81.17,17.254,64.86,0.0,64.86,17.254,0.0,23.461,23.461,64.86
INST0285_N25_N15_D023,11.477,44.646,27.709,2.788,11.477,18.229,2.788,2.788,55.435,44.646,136.742,13.942,55.435,23.461,18.229,64.236,0.0,27.709,18.229,18.229,136.742,0.0,110.207,2.788,23.461,18.229,27.709,27.709,13.942,55.435,27.709,0.0,55.435,44.646,11.477,64.236,78.292,2.788,64.236,13.942,110.207,64.236,18.229,55.435,23.461,55.435,18.229,23.461,0.0,0.0,55.435
INST0285_N25_N15_P024,11.477,44.646,27.709,2.788,11.477,18.229,2.788,2.788,55.435,44.646,136.742,13.942,55.435,23.461,18.229,64.236,0.0,27.709,18.229,18.229,136.742,0.0,110.207,2.788,23.461,18.229,27.709,27.709,13.942,55.435,27.709,0.0,55.435,44.646,11.477,64.236,78.292,2.788,64.236,13.942,110.207,64.236,18.229,55.435,23.461,55.435,18.229,23.461,0.0,0.0,55.435
INST0285_N25_N15_D024,66.32,93.371,82.833,52.8,66.32,71.779,52.8,52.8,0.0,93.371,149.304,46.019,0.0,64.86,71.779,107.477,55.435,82.833,71.779,71.779,149.304,55.435,95.428,52.8,64.86,71.779,82.833,82.833,46.019,0.0,82.833,55.435,0.0,93.371,66.32,107.477,65.084,52.8,107.477,46.019,95.428,107.477,71.779,0.0,64.86,0.0,71.779,64.86,55.435,55.435,0.0
