,depot,INST0206_N18_S26_P000,INST0206_N18_S26_D000,INST0206_N18_S26_P001,INST0206_N18_S26_D001,INST0206_N18_S26_P002,INST0206_N18_S26_D002,INST0206_N18_S26_P003,INST0206_N18_S26_D003,INST0206_N18_S26_P004,INST0206_N18_S26_D004,INST0206_N18_S26_P005,INST0206_N18_S26_D005,INST0206_N18_S26_P006,INST0206_N18_S26_D006,INST0206_N18_S26_P007,INST0206_N18_S26_D007,INST0206_N18_S26_P008,INST0206_N18_S26_D008,INST0206_N18_S26_P009,INST0206_N18_S26_D009,INST0206_N18_S26_P010,INST0206_N18_S26_D010,INST0206_N18_S26_P011,INST0206_N18_S26_D011,INST0206_N18_S26_P012,INST0206_N18_S26_D012,INST0206_N18_S26_P013,INST0206_N18_S26_D013,INST0206_N18_S26_P014,INST0206_N18_S26_D014,INST0206_N18_S26_P015,INST0206_N18_S26_D015,INST0206_N18_S26_P016,INST0206_N18_S26_D016,INST0206_N18_S26_P017,INST0206_N18_S26_D017
INST0206_N18_S26_P005,92.948,13.307,66.815,74.382,44.98,67.557,92.948,66.815,44.98,0.0,94.398,0.0,83.129,66.815,94.398,66.815,13.307,67.557,85.211,83.129,75.176,67.557,83.129,83.129,74.382,66.815,85.211,0.0,74.382,83.129,13.307,92.948,139.086,83.129,75.176,13.307,66.815
INST0206_N18_S26_D005,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_P006,39.549,53.679,0.0,8.581,109.068,31.149,39.549,0.0,109.068,66.815,71.877,66.815,54.293,0.0,71.877,0.0,53.679,31.149,150.553,54.293,13.324,31.149,54.293,54.293,8.581,0.0,150.553,66.815,8.581,54.293,53.679,39.549,80.145,54.293,13.324,53.679,0.0
INST0206_N18_S26_D006,108.949,87.998,71.877,77.018,114.428,102.142,108.949,71.877,114.428,94.398,0.0,94.398,125.848,71.877,0.0,71.877,87.998,102.142,151.155,125.848,83.656,102.142,125.848,125.848,77.018,71.877,151.155,94.398,77.018,125.848,87.998,108.949,138.993,125.848,83.656,87.998,71.877
INST0206_N18_S26_P007,39.549,53.679,0.0,8.581,109.068,31.149,39.549,0.0,109.068,66.815,71.877,66.815,54.293,0.0,71.877,0.0,53.679,31.149,150.553,54.293,13.324,31.149,54.293,54.293,8.581,0.0,150.553,66.815,8.581,54.293,53.679,39.549,80.145,54.293,13.324,53.679,0.0
INST0206_N18_S26_D007,80.067,0.0,53.679,61.135,57.803,55.105,80.067,53.679,57.803,13.307,87.998,13.307,72.248,53.679,87.998,53.679,0.0,55.105,98.41,72.248,61.869,55.105,72.248,72.248,61.135,53.679,98.41,13.307,61.135,72.248,0.0,80.067,126.125,72.248,61.869,0.0,53.679
INST0206_N18_S26_P008,26.348,55.105,31.149,29.68,112.533,0.0,26.348,31.149,112.533,67.557,102.142,67.557,23.863,31.149,102.142,31.149,55.105,0.0,152.108,23.863,24.036,0.0,23.863,23.863,29.68,31.149,152.108,67.557,29.68,23.863,55.105,26.348,72.268,23.863,24.036,55.105,31.149
INST0206_N18_S26_D008,177.944,98.41,150.553,158.604,41.594,152.108,177.944,150.553,41.594,85.211,151.155,85.211,164.482,150.553,151.155,150.553,98.41,152.108,0.0,164.482,160.028,152.108,164.482,164.482,158.604,150.553,0.0,85.211,158.604,164.482,98.41,177.944,224.124,164.482,160.028,98.41,150.553
INST0206_N18_S26_P009,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_D009,26.3,61.869,13.324,6.707,118.85,24.036,26.3,13.324,118.85,75.176,83.656,75.176,44.645,13.324,83.656,13.324,61.869,24.036,160.028,44.645,0.0,24.036,44.645,44.645,6.707,13.324,160.028,75.176,6.707,44.645,61.869,26.3,67.566,44.645,0.0,61.869,13.324
INST0206_N18_S26_P010,26.348,55.105,31.149,29.68,112.533,0.0,26.348,31.149,112.533,67.557,102.142,67.557,23.863,31.149,102.142,31.149,55.105,0.0,152.108,23.863,24.036,0.0,23.863,23.863,29.68,31.149,152.108,67.557,29.68,23.863,55.105,26.348,72.268,23.863,24.036,55.105,31.149
INST0206_N18_S26_D010,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_P011,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_D011,32.455,61.135,8.581,0.0,117.194,29.68,32.455,8.581,117.194,74.382,77.018,74.382,51.136,8.581,77.018,8.581,61.135,29.68,158.604,51.136,6.707,29.68,51.136,51.136,0.0,8.581,158.604,74.382,0.0,51.136,61.135,32.455,71.658,51.136,6.707,61.135,8.581
INST0206_N18_S26_P012,39.549,53.679,0.0,8.581,109.068,31.149,39.549,0.0,109.068,66.815,71.877,66.815,54.293,0.0,71.877,0.0,53.679,31.149,150.553,54.293,13.324,31.149,54.293,54.293,8.581,0.0,150.553,66.815,8.581,54.293,53.679,39.549,80.145,54.293,13.324,53.679,0.0
INST0206_N18_S26_D012,177.944,98.41,150.553,158.604,41.594,152.108,177.944,150.553,41.594,85.211,151.155,85.211,164.482,150.553,151.155,150.553,98.41,152.108,0.0,164.482,160.028,152.108,164.482,164.482,158.604,150.553,0.0,85.211,158.604,164.482,98.41,177.944,224.124,164.482,160.028,98.41,150.553
INST0206_N18_S26_P013,92.948,13.307,66.815,74.382,44.98,67.557,92.948,66.815,44.98,0.0,94.398,0.0,83.129,66.815,94.398,66.815,13.307,67.557,85.211,83.129,75.176,67.557,83.129,83.129,74.382,66.815,85.211,0.0,74.382,83.129,13.307,92.948,139.086,83.129,75.176,13.307,66.815
INST0206_N18_S26_D013,32.455,61.135,8.581,0.0,117.194,29.68,32.455,8.581,117.194,74.382,77.018,74.382,51.136,8.581,77.018,8.581,61.135,29.68,158.604,51.136,6.707,29.68,51.136,51.136,0.0,8.581,158.604,74.382,0.0,51.136,61.135,32.455,71.658,51.136,6.707,61.135,8.581
INST0206_N18_S26_P014,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_D014,80.067,0.0,53.679,61.135,57.803,55.105,80.067,53.679,57.803,13.307,87.998,13.307,72.248,53.679,87.998,53.679,0.0,55.105,98.41,72.248,61.869,55.105,72.248,72.248,61.135,53.679,98.41,13.307,61.135,72.248,0.0,80.067,126.125,72.248,61.869,0.0,53.679
INST0206_N18_S26_P015,0.0,80.067,39.549,32.455,137.848,26.348,0.0,39.549,137.848,92.948,108.949,92.948,30.556,39.549,108.949,39.549,80.067,26.348,177.944,30.556,26.3,26.348,30.556,30.556,32.455,39.549,177.944,92.948,32.455,30.556,80.067,0.0,46.181,30.556,26.3,80.067,39.549
INST0206_N18_S26_D015,46.181,126.125,80.145,71.658,183.928,72.268,46.181,80.145,183.928,139.086,138.993,139.086,67.228,80.145,138.993,80.145,126.125,72.268,224.124,67.228,67.566,72.268,67.228,67.228,71.658,80.145,224.124,139.086,71.658,67.228,126.125,46.181,0.0,67.228,67.566,126.125,80.145
INST0206_N18_S26_P016,30.556,72.248,54.293,51.136,127.137,23.863,30.556,54.293,127.137,83.129,125.848,83.129,0.0,54.293,125.848,54.293,72.248,23.863,164.482,0.0,44.645,23.863,0.0,0.0,51.136,54.293,164.482,83.129,51.136,0.0,72.248,30.556,67.228,0.0,44.645,72.248,54.293
INST0206_N18_S26_D016,26.3,61.869,13.324,6.707,118.85,24.036,26.3,13.324,118.85,75.176,83.656,75.176,44.645,13.324,83.656,13.324,61.869,24.036,160.028,44.645,0.0,24.036,44.645,44.645,6.707,13.324,160.028,75.176,6.707,44.645,61.869,26.3,67.566,44.645,0.0,61.869,13.324
INST0206_N18_S26_P017,80.067,0.0,53.679,61.135,57.803,55.105,80.067,53.679,57.803,13.307,87.998,13.307,72.248,53.679,87.998,53.679,0.0,55.105,98.41,72.248,61.869,55.105,72.248,72.248,61.135,53.679,98.41,13.307,61.135,72.248,0.0,80.067,126.125,72.248,61.869,0.0,53.679
INST0206_N18_S26_D017,39.549,53.679,0.0,8.581,109.068,31.149,39.549,0.0,109.068,66.815,71.877,66.815,54.293,0.0,71.877,0.0,53.679,31.149,150.553,54.293,13.324,31.149,54.293,54.293,8.581,0.0,150.553,66.815,8.581,54.293,53.679,39.549,80.145,54.293,13.324,53.679,0.0
