,depot,INST0223_N20_W13_P000,INST0223_N20_W13_D000,INST0223_N20_W13_P001,INST0223_N20_W13_D001,INST0223_N20_W13_P002,INST0223_N20_W13_D002,INST0223_N20_W13_P003,INST0223_N20_W13_D003,INST0223_N20_W13_P004,INST0223_N20_W13_D004,INST0223_N20_W13_P005,INST0223_N20_W13_D005,INST0223_N20_W13_P006,INST0223_N20_W13_D006,INST0223_N20_W13_P007,INST0223_N20_W13_D007,INST0223_N20_W13_P008,INST0223_N20_W13_D008,INST0223_N20_W13_P009,INST0223_N20_W13_D009,INST0223_N20_W13_P010,INST0223_N20_W13_D010,INST0223_N20_W13_P011,INST0223_N20_W13_D011,INST0223_N20_W13_P012,INST0223_N20_W13_D012,INST0223_N20_W13_P013,INST0223_N20_W13_D013,INST0223_N20_W13_P014,INST0223_N20_W13_D014,INST0223_N20_W13_P015,INST0223_N20_W13_D015,INST0223_N20_W13_P016,INST0223_N20_W13_D016,INST0223_N20_W13_P017,INST0223_N20_W13_D017,INST0223_N20_W13_P018,INST0223_N20_W13_D018,INST0223_N20_W13_P019,INST0223_N20_W13_D019
INST0223_N20_W13_D008,50.015,0.0,84.648,0.0,66.284,24.909,66.284,24.909,50.015,49.056,0.0,0.0,84.648,50.015,66.284,49.056,94.929,49.056,0.0,49.056,67.612,24.909,70.587,49.056,61.567,66.284,61.567,66.284,61.567,66.284,24.909,24.909,94.929,50.015,0.0,50.015,61.567,49.056,66.284,50.015,94.929
INST0223_N20_W13_P009,97.602,49.056,36.098,49.056,114.719,27.496,114.719,27.496,97.602,0.0,49.056,49.056,36.098,97.602,114.719,0.0,45.89,0.0,49.056,0.0,25.201,27.496,56.961,0.0,12.767,114.719,12.767,114.719,12.767,114.719,27.496,27.496,45.89,97.602,49.056,97.602,12.767,0.0,114.719,97.602,45.89
INST0223_N20_W13_D009,117.595,67.612,22.951,67.612,133.769,50.631,133.769,50.631,117.595,25.201,67.612,67.612,22.951,117.595,133.769,25.201,37.156,25.201,67.612,25.201,0.0,50.631,43.046,25.201,17.238,133.769,17.238,133.769,17.238,133.769,50.631,50.631,37.156,117.595,67.612,117.595,17.238,25.201,133.769,117.595,37.156
INST0223_N20_W13_P010,70.637,24.909,63.48,24.909,88.095,0.0,88.095,0.0,70.637,27.496,24.909,24.909,63.48,70.637,88.095,27.496,72.151,27.496,24.909,27.496,50.631,0.0,68.471,27.496,40.204,88.095,40.204,88.095,40.204,88.095,0.0,0.0,72.151,70.637,24.909,70.637,40.204,27.496,88.095,70.637,72.151
INST0223_N20_W13_D010,115.643,70.587,64.294,70.587,128.123,68.471,128.123,68.471,115.643,56.961,70.587,70.587,64.294,115.643,128.123,56.961,78.578,56.961,70.587,56.961,43.046,68.471,0.0,56.961,57.051,128.123,57.051,128.123,57.051,128.123,68.471,68.471,78.578,115.643,70.587,115.643,57.051,56.961,128.123,115.643,78.578
INST0223_N20_W13_P011,97.602,49.056,36.098,49.056,114.719,27.496,114.719,27.496,97.602,0.0,49.056,49.056,36.098,97.602,114.719,0.0,45.89,0.0,49.056,0.0,25.201,27.496,56.961,0.0,12.767,114.719,12.767,114.719,12.767,114.719,27.496,27.496,45.89,97.602,49.056,97.602,12.767,0.0,114.719,97.602,45.89
INST0223_N20_W13_D011,110.354,61.567,23.331,61.567,127.423,40.204,127.423,40.204,110.354,12.767,61.567,61.567,23.331,110.354,127.423,12.767,33.728,12.767,61.567,12.767,17.238,40.204,57.051,12.767,0.0,127.423,0.0,127.423,0.0,127.423,40.204,40.204,33.728,110.354,61.567,110.354,0.0,12.767,127.423,110.354,33.728
INST0223_N20_W13_P012,18.026,66.284,150.679,66.284,0.0,88.095,0.0,88.095,18.026,114.719,66.284,66.284,150.679,18.026,0.0,114.719,160.194,114.719,66.284,114.719,133.769,88.095,128.123,114.719,127.423,0.0,127.423,0.0,127.423,0.0,88.095,88.095,160.194,18.026,66.284,18.026,127.423,114.719,0.0,18.026,160.194
INST0223_N20_W13_D012,110.354,61.567,23.331,61.567,127.423,40.204,127.423,40.204,110.354,12.767,61.567,61.567,23.331,110.354,127.423,12.767,33.728,12.767,61.567,12.767,17.238,40.204,57.051,12.767,0.0,127.423,0.0,127.423,0.0,127.423,40.204,40.204,33.728,110.354,61.567,110.354,0.0,12.767,127.423,110.354,33.728
INST0223_N20_W13_P013,18.026,66.284,150.679,66.284,0.0,88.095,0.0,88.095,18.026,114.719,66.284,66.284,150.679,18.026,0.0,114.719,160.194,114.719,66.284,114.719,133.769,88.095,128.123,114.719,127.423,0.0,127.423,0.0,127.423,0.0,88.095,88.095,160.194,18.026,66.284,18.026,127.423,114.719,0.0,18.026,160.194
INST0223_N20_W13_D013,110.354,61.567,23.331,61.567,127.423,40.204,127.423,40.204,110.354,12.767,61.567,61.567,23.331,110.354,127.423,12.767,33.728,12.767,61.567,12.767,17.238,40.204,57.051,12.767,0.0,127.423,0.0,127.423,0.0,127.423,40.204,40.204,33.728,110.354,61.567,110.354,0.0,12.767,127.423,110.354,33.728
INST0223_N20_W13_P014,18.026,66.284,150.679,66.284,0.0,88.095,0.0,88.095,18.026,114.719,66.284,66.284,150.679,18.026,0.0,114.719,160.194,114.719,66.284,114.719,133.769,88.095,128.123,114.719,127.423,0.0,127.423,0.0,127.423,0.0,88.095,88.095,160.194,18.026,66.284,18.026,127.423,114.719,0.0,18.026,160.194
INST0223_N20_W13_D014,70.637,24.909,63.48,24.909,88.095,0.0,88.095,0.0,70.637,27.496,24.909,24.909,63.48,70.637,88.095,27.496,72.151,27.496,24.909,27.496,50.631,0.0,68.471,27.496,40.204,88.095,40.204,88.095,40.204,88.095,0.0,0.0,72.151,70.637,24.909,70.637,40.204,27.496,88.095,70.637,72.151
INST0223_N20_W13_P015,70.637,24.909,63.48,24.909,88.095,0.0,88.095,0.0,70.637,27.496,24.909,24.909,63.48,70.637,88.095,27.496,72.151,27.496,24.909,27.496,50.631,0.0,68.471,27.496,40.204,88.095,40.204,88.095,40.204,88.095,0.0,0.0,72.151,70.637,24.909,70.637,40.204,27.496,88.095,70.637,72.151
INST0223_N20_W13_D015,142.787,94.929,14.369,94.929,160.194,72.151,160.194,72.151,142.787,45.89,94.929,94.929,14.369,142.787,160.194,45.89,0.0,45.89,94.929,45.89,37.156,72.151,78.578,45.89,33.728,160.194,33.728,160.194,33.728,160.194,72.151,72.151,0.0,142.787,94.929,142.787,33.728,45.89,160.194,142.787,0.0
INST0223_N20_W13_P016,0.0,50.015,133.671,50.015,18.026,70.637,18.026,70.637,0.0,97.602,50.015,50.015,133.671,0.0,18.026,97.602,142.787,97.602,50.015,97.602,117.595,70.637,115.643,97.602,110.354,18.026,110.354,18.026,110.354,18.026,70.637,70.637,142.787,0.0,50.015,0.0,110.354,97.602,18.026,0.0,142.787
INST0223_N20_W13_D016,50.015,0.0,84.648,0.0,66.284,24.909,66.284,24.909,50.015,49.056,0.0,0.0,84.648,50.015,66.284,49.056,94.929,49.056,0.0,49.056,67.612,24.909,70.587,49.056,61.567,66.284,61.567,66.284,61.567,66.284,24.909,24.909,94.929,50.015,0.0,50.015,61.567,49.056,66.284,50.015,94.929
INST0223_N20_W13_P017,0.0,50.015,133.671,50.015,18.026,70.637,18.026,70.637,0.0,97.602,50.015,50.015,133.671,0.0,18.026,97.602,142.787,97.602,50.015,97.602,117.595,70.637,115.643,97.602,110.354,18.026,110.354,18.026,110.354,18.026,70.637,70.637,142.787,0.0,50.015,0.0,110.354,97.602,18.026,0.0,142.787
INST0223_N20_W13_D017,110.354,61.567,23.331,61.567,127.423,40.204,127.423,40.204,110.354,12.767,61.567,61.567,23.331,110.354,127.423,12.767,33.728,12.767,61.567,12.767,17.238,40.204,57.051,12.767,0.0,127.423,0.0,127.423,0.0,127.423,40.204,40.204,33.728,110.354,61.567,110.354,0.0,12.767,127.423,110.354,33.728
INST0223_N20_W13_P018,97.602,49.056,36.098,49.056,114.719,27.496,114.719,27.496,97.602,0.0,49.056,49.056,36.098,97.602,114.719,0.0,45.89,0.0,49.056,0.0,25.201,27.496,56.961,0.0,12.767,114.719,12.767,114.719,12.767,114.719,27.496,27.496,45.89,97.602,49.056,97.602,12.767,0.0,114.719,97.602,45.89
INST0223_N20_W13_D018,18.026,66.284,150.679,66.284,0.0,88.095,0.0,88.095,18.026,114.719,66.284,66.284,150.679,18.026,0.0,114.719,160.194,114.719,66.284,114.719,133.769,88.095,128.123,114.719,127.423,0.0,127.423,0.0,127.423,0.0,88.095,88.095,160.194,18.026,66.284,18.026,127.423,114.719,0.0,18.026,160.194
INST0223_N20_W13_P019,0.0,50.015,133.671,50.015,18.026,70.637,18.026,70.637,0.0,97.602,50.015,50.015,133.671,0.0,18.026,97.602,142.787,97.602,50.015,97.602,117.595,70.637,115.643,97.602,110.354,18.026,110.354,18.026,110.354,18.026,70.637,70.637,142.787,0.0,50.015,0.0,110.354,97.602,18.026,0.0,142.787
INST0223_N20_W13_D019,142.787,94.929,14.369,94.929,160.194,72.151,160.194,72.151,142.787,45.89,94.929,94.929,14.369,142.787,160.194,45.89,0.0,45.89,94.929,45.89,37.156,72.151,78.578,45.89,33.728,160.194,33.728,160.194,33.728,160.194,72.151,72.151,0.0,142.787,94.929,142.787,33.728,45.89,160.194,142.787,0.0
